"TID","HE"
"TID_COIN_META_MIGRATION_TXT_4","תגבור מטבעות הוסר והומר ביהלומים."
"TID_BOLTS_MIGRATION_TITLE","שינויים חשובים!"
"TID_BOLTS_MIGRATION_OK","אישור"
"TID_BOLTS_MIGRATION_INFO","מערכת שדרוג הבראולרים החדשה כבר לא משתמשת ב-Elixir. קיבלת פיצוי של <BOLTS> טוקנים לשדרוג עבור ה-Elixir ושדרוגי בראולרים קודמים שלך. צריך להשתמש בטוקנים לשדרוג כדי לשדרג את הבראולרים שלך!\n\nבראולרים כפולים הוסרו מהמשחק, ועקב כך גם צ‘יפים. קיבלת פיצוי של <GEMS> יהלומים עבור הצ‘יפים שלך. שיהיה בכיף!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","ה-Elixir שלך הפך לטוקנים לשדרוג"
"TID_BOLTS_MIGRATION_CHIP_GEM","הצ‘יפים שלך הומרו ביהלומים"
"TID_STAT_HEALING_PER_SEC","ריפוי בכל שנייה"
"TID_STAT_DAMAGE_PER_CARD","נזק מכל קלף"
"TID_OVERTIME","הארכת זמן!"
"TID_STARTER_PACK_XP_REQ","הצעה מיוחדת לרגל הגעתך לרמת ניסיון <XPLEVEL>"
"TID_VALUE","ערך"
"TID_SHOP_ONE_TIME_PURCHASE","הצעה זו היא לרכישה חד פעמית!"
"TID_HINT_MAKE_GOAL_1","יש לגרור את <ccc0033>הסמן האדום</c> לכיוון הכדור!"
"TID_BALL_2","כדרור משולש"
"TID_BALL_3","בעיטה למטרה"
"TID_STARTER_PACK_1","חבילה לרמה 5"
"TID_STARTER_PACK_2","חבילה לרמה 15"
"TID_STARTER_PACK_3","חבילה לרמה 25"
"TID_IAP_XMAS2018_PACK","חבילה לחגים"
"TID_IAP_XMAS2018_PACK_DESC","הו הו הו!"
"TID_STARTER_PACK_0","חבילת הצטרפות"
"TID_STARTER_PACK_0_DESC","חוגגים את תחילת המסע שלך עם Brawl Stars"
"TID_IAP_LNY2019_PACK","הצעת בראולרים לשנה הסינית החדשה"
"TID_IAP_LNY2019_PACK_DESC","שנה סינית טובה!"
"TID_IAP_MARCH2019_PACK","הצעה למרץ"
"TID_IAP_MARCH2019_PACK_DESC","זו הצעה חד-פעמית!"
"TID_IAP_REFRESHER_PACK_DESC","זו הצעה חד-פעמית!"
"TID_BLACKHOLE_DEFAULT_SKIN","ברירת מחדל"
"TID_GOLD_CAP_HIT","הגעת למגבלת הטוקנים."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","ערימת התיבות מלאה"
"TID_COOP_1","פארק פאצ‘ינקו"
"TID_GAME_MODE_8","רובו-קרב"
"TID_GAME_MODE_8_DESC","צריך להגן על הכספת מפני רובוטים שודדים חמדנים! ככל שמגינים יותר זמן, הפרס שלך יהיה גדול יותר!\n\nהרובוטים יתקפו את הכספת מכל הכיוונים ובמספרים הולכים וגדלים. חשוב לעשות על מה שאפשר כדי להגן עליה כמה שיותר זמן!"
"TID_COOP_INTRO_TEXT","שומרים על הכספת!"
"TID_SELECT_EVENT_POPUP_TITLE","בחר אירוע"
"TID_BARREL_BOT","דאריל"
"TID_BARREL_BOT_DESC","לדאריל יש יכולת מתקפה אימתנית של רובה ציד כפול. תכונת הסופר שלו מאפשרת לו להתגלגל בסבבה בתוך החבית שלו!"
"TID_BARREL_BOT_WEAPON","טובים השניים"
"TID_BARREL_BOT_WEAPON_DESC","רובה הציד הכפול של דאריל יורה מטחים שגורמים נזק מטווח קצר."
"TID_BARREL_BOT_ULTI","חבית מתגלגלת"
"TID_BARREL_BOT_ULTI_DESC","דאריל מתגלגל בתוך החבית שלו, מפיל אויבים וניתז מהקירות. תכונת הסופר שלו מתחדשת לאורך זמן!"
"TID_ARTILLERY_DUDE","פני"
"TID_ARTILLERY_DUDE_DESC","פני יורה שקים של מטבעות ופוגעת במטרה ובכל מי שעומד מאחוריה. תכונת הסופר שלה היא צריח תותח בסגנון מרגמה!"
"TID_ARTILLERY_DUDE_WEAPON","רובה שלל"
"TID_ARTILLERY_DUDE_WEAPON_DESC","יורה נרתיק של זהב מזויף. אם הנרתיק פוגע באויב הוא מתפוצץ ומפזר מטבעות על המטרות שמאחורי האויב הראשון."
"TID_ARTILLERY_DUDE_ULTI","התותח הנאמן"
"TID_ARTILLERY_DUDE_ULTI_DESC","פני מכינה את התותח שלה! הוא יכול לירות באויבים לטווח ארוך, גם אם הם תופסים מחסה."
"TID_ITEM_NAME_SPECIAL","כוח כוכב"
"TID_HERO_INFO_ITEM_LOCKED","ניתן למצוא אחרי רמה <LEVEL>"
"TID_HERO_INFO_LOCKED_INFO","שחרור בראולר מתיבות בראולר"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","דרוש מספר כולל של <SCORE> גביעים כדי להשיג"
"TID_SPEC_ABI_FREEZE","הלם קרב"
"TID_SPEC_ABI_BERSERKER","השתוללות"
"TID_SPEC_SELF_DESTRUCT","נקמה"
"TID_SPEC_ABI_CACTUS_HEAL","דישון"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","שימוש רפואי"
"TID_SPEC_ABI_REPAIR_TURRET","זריקת מרץ"
"TID_SPEC_ABI_PET_LIFESTEAL","הדוב ואני"
"TID_SPEC_ABI_STEAL_SOULS","קציר מצמרר"
"TID_SPEC_ABI_SPOT","עוף דורס"
"TID_SPEC_ABI_AMBUSH","מארב"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","שער שחור"
"TID_SPEC_ABI_SPEED","מגפיים מדליקים"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","חיבוק של אימא"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","כדורים קופצים"
"TID_SPEC_ABI_FIRE_DOT_ULTI","האש של אל פרימו"
"TID_SPEC_LAST_STAND","שירת הברבור"
"TID_SPEC_BURN","שריפה"
"TID_SPEC_CRIPPLE","רעיל במיוחד"
"TID_SPEC_ABI_BARREL_DEFENSE","חישוקי פלדה"
"TID_SPEC_HEAL_MAIN_ATTACK","חוזר חלילה!"
"TID_SPEC_ABI_FREEZE_DESC","קליעי העל של שלי מאיטים את האויבים למשך <c00cc00><VALUE1></c> שניות!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","קרואו גורם <c00cc00>+<VALUE2></c> נזק עם המתקפה ותכונת הסופר שלו למטרות עם <VALUE1>% חיים או פחות."
"TID_SPEC_ABI_BERSERKER_DESC","כשהחיים של בול נמצאים מתחת ל-<c00cc00> <VALUE1>%</c>, מהירות הטעינה מחדש שלו מוכפלת!"
"TID_SPEC_SELF_DESTRUCT_DESC","כשדינ-מייק מובס הוא משליך שישה מקלות דינמיט שכל אחד מהם גורם נזק של <c00cc00><VALUE1></c>"
"TID_SPEC_ABI_CACTUS_HEAL_DESC","אחרי שימוש בתכונת הסופר שלו, החיים של ספייק מתחדשים בקצב של <c00cc00><VALUE1></c> לשנייה אם הוא נשאר באזור ההשפעה שלה."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","בארלי מחזיר לעצמו <c00cc00><VALUE1></c> חיים מכל מתקפה."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","ג‘סי יכולה לתקן את צריח הרובה שלה ולהחזיר לו <c00cc00><VALUE1></c> מהחיים שחסרים לו אם היא משתמשת במתקפה שלה עליו."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","ניטה מחזירה לעצמה <c00cc00><VALUE1></c> חיים בכל פעם שהדוב שלה פוגע באויב. כשניטה מסבה נזק, הדוב שלה מקבל חזרה <c00cc00><VALUE2></c> חיים."
"TID_SPEC_ABI_STEAL_SOULS_DESC","מורטיס שואב את תמצית החיים של הבראולרים שהוא מביס ובכך מוסיף לעצמו <c00cc00><VALUE1></c> חיים."
"TID_SPEC_SPOT_FROM_AIR_DESC","כשפייפר משתמשת בתכונת הסופר שלה, היא יכולה לזהות מהאוויר אויבים שמתחבאים בשיחים."
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","כשהמתקפה של פוקו פוגעת בבראולרים ידידותיים הם מקבלים כעת <c00cc00><VALUE1></c> חיים."
"TID_SPEC_ABI_SPOT_DESC","בו מזהה אויבים שמתחבאים בשיחים ממרחק גדול יותר ב-<c00cc00><VALUE1>%</c> מהרגיל."
"TID_SPEC_ABI_AMBUSH_DESC","המתקפה של פייפר גורמת <c00cc00>+<VALUE1></c> נזק נוסף, מטווח מקסימלי, כשהיא מסתתרת בשיח."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","מתקפת הסופר של טארה פותחת פורטל בין ממדים! גרסת צל של טארה מופיעה ותוקפת את האויבים שלה."
"TID_SPEC_ABI_TODO_DESC","יכולת מיוחדת לא מוגדרת"
"TID_SPEC_ABI_SPEED_DESC","מהירות התנועה של קולט מוגדלת ב-<c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","דינ-מייק יכול לגלוש על הגל של פיצוץ חומרי הנפץ שלו כדי לקפוץ מעל מכשולים!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","בכל פעם שפאם פוגעת באויבים באמצעות סופת שאריות, היא מוסיפה לעצמה ולבראולרים ידידותיים בסביבה <c00cc00><VALUE1></c> חיים."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","הכדורים של ריקו, במתקפה הרגילה וגם בתכונת הסופר, נטענים בכוחות על בפגיעה הראשונה שלהם ומסבים +<c00cc00><VALUE1></c> נזק!"
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","אויבים שנפגעים על-ידי תכונת הסופר של אל פרימו יישרפו ויספגו נזק של <c00cc00><VALUE1></c> למשך 4 שניות."
"TID_SPEC_LAST_STAND_DESC","פוקו משמיע את שירת הברבור שלו ונעלם. בראולרים ידידותיים בסביבה מקבלים <c00cc00><VALUE1></c> חיים!"
"TID_SPEC_BURN_DESC","ההשפעה של המתקפה של ברוק גורמת לשריפה. אויבים שנמצאים באזור סופגים נזק של <c00cc00><VALUE1></c> בשנייה! נמשכת 2 שניות."
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","תכונת הסופר של דאריל מחזקת את החבית שלו ומפחיתה את הנזק שהוא סופג ב-<c00cc00><VALUE2>%</c> למשך <c00cc00><VALUE1></c> שניות."
"TID_SPEC_CRIPPLE_DESC","הרעל של קרואו שואב את הכוח של האויבים והם מסבים <c00cc00><VALUE1>%</c> פחות נזק כשהם מורעלים."
"TID_SEASON_ENDED_NOTI","העונה הסתיימה! פרסי העונה ממתינים לך."
"TID_BATTLE_ROYALE_7","צרות כפולות"
"TID_GAME_MODE_9","קרב מכריע בזוג"
"TID_GAME_MODE_9_COMBINED","קרב מכריע"
"TID_GAME_MODE_9_DESC","צריך להביס את ארבע הקבוצות האחרות. אם הובסת, תופיעו מחדש אחרי זמן קצר אם חבר הקבוצה שלך עדיין בחיים!"
"TID_WAVE_APPROACHING","גל <number>"
"TID_TEAMS_LEFT","קבוצות שנותרו: <num>"
"TID_TEAM_MATE_RESPAWNING","חבר קבוצה חוזר בעוד: <num>"
"TID_BOSS_APPROACHING","גל <number>: <ccc0000>רובוט גדול מתקרב!</c>"
"TID_COOP_2","צומת הפלדה"
"TID_BOSS_2","היכל מלך החפרפרות"
"TID_BEAR_DAMAGE","נזק דוב"
"TID_BEAR_HEALTH","חיי דוב"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","זוגות"
"TID_SPEC_ABI_PUSHBACK_SELF","קפיצת דינמיט"
"TID_VIEW_PROFILE_BUTTON","הצג פרופיל"
"TID_REPORT_PLAYER_BUTTON","דווח"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","האם לדווח על <name>?"
"TID_CHAT_REPORT_CONFIRMATION","\n\nהאם באמת ברצונך לדווח על התנהגות לא הולמת מצד <name>?"
"TID_PLAYER_ALREADY_REPORTED","השחקן הזה כבר דווח!"
"TID_STARTER_PACK_4","חבילה לרמה 35"
"TID_NEED_HERO","לא ניתן לרכוש סקין. יש לפתוח את הבראולר תחילה."
"TID_EVENT_ENDING","<GAMEMODE> מסתיים בקרוב!"
"TID_TEAM_DISPLAY_TITLE_CLAN","קבוצות מועדונים"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","קבוצות חברים"
"TID_TICKETS_REVEIVED","התקבלו <AMOUNT> כרטיסים לאירועים!"
"TID_TUTORIAL_12","השגנו את היהלומים, הבה נצא מפה!"
"TID_NO_TARGET_HINT","אין מטרה זמינה לירי מהיר!"
"TID_CAN_NOT_AUTOSHOOT","אין ירי מהיר שזמין עבור תכונת סופר זו"
"TID_VS","נגד"
"TID_VS_SHOWDOWN","כל בראולר דואג לעצמו!"
"TID_HAS_LASER_BALL_HINT","לא ניתן לירות במהירות בעת נשיאת הכדור"
"TID_CLAN_RESPONSE_44","הצטרפות נכשלה: הצטרפת כבר למועדון"
"TID_SHOTGUN_GIRL_SHORT_DESC","לוחמת"
"TID_GUNSLINGER_SHORT_DESC","צלף"
"TID_BULL_DUDE_SHORT_DESC","משקל כבד"
"TID_ROCKET_GIRL_SHORT_DESC","צלף"
"TID_TNT_DUDE_SHORT_DESC","זורק"
"TID_LUCHADOR_SHORT_DESC","משקל כבד"
"TID_TRICKSHOT_DUDE_SHORT_DESC","צלף"
"TID_CACTUS_SHORT_DESC","צלף"
"TID_BARKEEP_SHORT_DESC","זורק"
"TID_MECHANIC_SHORT_DESC","לוחמת"
"TID_SHAMAN_SHORT_DESC","לוחמת"
"TID_UNDERTAKER_SHORT_DESC","מתנקש נמרץ"
"TID_CROW_SHORT_DESC","מתנקש רעיל"
"TID_DEAD_MARIACHI_SHORT_DESC","מרפא"
"TID_BOW_DUDE_SHORT_DESC","לוחם"
"TID_SNIPER_SHORT_DESC","צלפית"
"TID_MINIGUN_DUDE_SHORT_DESC","מרפאת"
"TID_BLACK_HOLE_SHORT_DESC","סיירת"
"TID_BARREL_BOT_SHORT_DESC","משקל כבד"
"TID_CLAN_INTRO_SUGGESTED_CLANS","המועדונים הטובים ביותר עבורך"
"TID_CLAN_INTRO_CREATE_TITLE","למה לא לפתוח אחד משלך"
"TID_CLAN_INTRO_HEADER","מועדונים"
"TID_CLAN_INFO_TITLE","פרטי מועדון"
"TID_CLAN_INFO_NO_DESCRIPTION","אין תיאור מועדון"
"TID_EVENT_POPUP_TITLE","הבה נילחם!"
"TID_GOLDRUSH_8","מישורי הספיר"
"TID_USE_AUTOFIRE_TUTORIAL","יש להקיש על <ccc0033>הסמן האדום</c> לירי באויב הקרוב ביותר!"
"TID_BRAWL_BOX_INFO_2","כל תיבת בראולר מכילה אחד מהדברים הבאים: בראולר חדש, נקודות כוח + מטבעות או כוח כוכב. בנוסף, אפשר לקבל מכפילי טוקנים או כרטיסים לאירועים כבונוס.\n\nהסיכויים לזכות בפרסים הם:\n\nנקודות כוח + מטבעות: %<NUM1>\nבראולר נדיר: %<NUM2>\nבראולר נדיר במיוחד: %<NUM3>\nבראולר אדיר: %<NUM4>\nבראולר מדהים: %<NUM5>\nבראולר אגדי: %<NUM6>\nכוח כוכב: %<NUM7>\n\nבנוסף, כל משיכה מעניקה לך סיכוי של 25% לקבל כרטיסים לאירועים, סיכוי של 9% לקבל יהלומים וסיכוי של 3% לקבל מכפיל טוקנים. לתשומת לבך, כוחות כוכב זמינים רק עבור בראולרים שהגיעו לשלב 9. ברגע שפותחים את כל הפרסים מסוג מסוים, למשל בראולרים נדירים, הסבירות לקבל את כל יתר הפרסים תגדל. מזל: על מנת להפוך את החוויה של פתיחת תיבת בראולר להוגנת יותר, קיימת מערכת מזל שמשפיעה על הסבירות של בראולרים אגדיים. ערך המזל שלך עולה עם כל משיכה שלא מניבה לך בראולר חדש, ובכל פעם שמקבלים בראולר חדש, ערך המזל שלך פוחת בהתבסס על רמת הנדירות של הבראולר שקיבלת. כשערך המזל גבוה מספיק יש לך סיכוי גדול יותר לקבל בראולר אגדי, בעוד המשמעות של ערך מזל נמוך היא שקשה יותר להשיג בראולר אגדי. התוכן של תיבות בראולר מוקדמות נקבע מראש כדי להבטיח התחלה שווה לכולם."
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","איסוף"
"TID_PAGE_FRIENDS_TITLE","חברים"
"TID_PAGE_FRIENDS_TITLE2","קרב עם החברים!"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","אפשר להתחבר ל-Facebook או למצוא חברים במשחק לשחק איתם!"
"TID_PAGE_FRIENDS_NO_FRIENDS","אפשר להתחבר ל-Facebook או למצוא חברים במשחק לשחק איתם!"
"TID_FRIENDS_TITLE","<COUNT> חברים"
"TID_FRIENDS_TAB_1","חברים"
"TID_FRIENDS_TAB_2","הצעות"
"TID_FRIENDS_TAB_3","הזמנות"
"TID_TOTAL","סה\qכ"
"TID_BRAWL_BOX_INFO_TITLE_2","פרטי תיבת בראולר"
"TID_BRAWL_BOX_INFO_TITLE_3","פרטי מגה תיבה"
"TID_BRAWL_BOX_INFO_3","מגה תיבה אחת מעניקה לך פרסים דומים לפתיחה של עשר תיבות בראולר. עם זאת, נקודות הכוח מתחלקות בין פחות בראולרים.\n\nניתנות לך עשר משיכות אקראיות, ואלה סיכויי הזכייה בפרסים בכל אחת מהן:\n\nנקודות כוח + מטבעות: %<NUM1>\nבראולר נדיר: %<NUM2>\nבראולר נדיר במיוחד: %<NUM3>\nבראולר אדיר: %<NUM4>\nבראולר מדהים: %<NUM5>\nבראולר אגדי: %<NUM6>\nכוח כוכב: %<NUM7>\n\nבנוסף, כל משיכה מעניקה לך סיכוי של 25% לקבל כרטיסים לאירועים, סיכוי של 9% לקבל יהלומים וסיכוי של 3% לקבל מכפיל טוקנים. לתשומת לבך, כוחות כוכב זמינים רק עבור בראולרים שהגיעו לשלב 9. ברגע שפותחים את כל הפרסים מסוג מסוים, למשל בראולרים נדירים, הסבירות לקבל את כל יתר הפרסים תגדל. מזל: על מנת להפוך את החוויה של פתיחת תיבת בראולר להוגנת יותר, קיימת מערכת מזל שמשפיעה על הסבירות של בראולרים אגדיים. ערך המזל שלך עולה עם כל משיכה שלא מניבה לך בראולר חדש, ובכל פעם שמקבלים בראולר חדש, ערך המזל שלך פוחת בהתבסס על רמת הנדירות של הבראולר שקיבלת. כשערך המזל גבוה מספיק יש לך סיכוי גדול יותר לקבל בראולר אגדי, בעוד שהמשמעות של ערך מזל נמוך היא שקשה יותר להשיג בראולר אגדי. משיכות מוקדמות נקבעות מראש כדי להבטיח התחלה שווה לכולם."
"TID_HERO_BUNDLE_0","הסליק של שלי"
"TID_HERO_BUNDLE_1","נרתיק האקדח של קולט"
"TID_HERO_BUNDLE_2","השק של בול"
"TID_HERO_BUNDLE_3","התיבה של ברוק"
"TID_HERO_BUNDLE_4","הקופה של ריקושט"
"TID_HERO_BUNDLE_5","האסם של ספייק"
"TID_HERO_BUNDLE_6","המרתף של בארלי"
"TID_HERO_BUNDLE_7","ערימת הגרוטאות של ג‘סי"
"TID_HERO_BUNDLE_8","הקן של ניטה"
"TID_HERO_BUNDLE_9","התיק של דינ-מייק"
"TID_HERO_BUNDLE_10","הארונית של אל פרימו"
"TID_HERO_BUNDLE_11","הצעת הכספת"
"TID_HERO_BUNDLE_12","האוסף של קרואו"
"TID_HERO_BUNDLE_13","הנרתיק של פוקו"
"TID_HERO_BUNDLE_14","הצרור של בו"
"TID_HERO_BUNDLE_15","הקלאץ‘ של פייפר"
"TID_HERO_BUNDLE_16","הארנק של פאם"
"TID_HERO_BUNDLE_17","הארגז של טארה"
"TID_HERO_BUNDLE_18","החבית של דאריל"
"TID_OFFER_ALSO_INCLUDES","ההצעה כוללת גם"
"TID_OFFER_VALUE_TITLE","ערך"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","גרור את <cff9900>הסמן הצהוב</c> כדי לכוון!"
"TID_HERO_STATS_TITLE","נתוני בראולרים"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","פריטים שנותרו:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","בונוסים שנותרו:"
"TID_GATCHA_SCREEN_YOU_GOT","קיבלת:"
"TID_GATCHA_SCREEN_BONUSES","פריטי בונוס:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","נפתח!"
"TID_HERO_LIST_ITEM_UPGRADE","שדרוג"
"TID_SHOP_CLAMIMED","התקבל"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","פריט זה כבר התקבל"
"TID_ONLINE","מחובר"
"TID_LEADERBOARD","לוח המובילים"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nנגמרו לך הכרטיסים. אפשר לבקר בחנות כדי להשיג עוד!"
"TID_HERO_LIST_NEW","חדש"
"TID_HAMMER_DUDE","פרנק"
"TID_HOLD_PHONE_LIKE_THIS","צריך לאחוז במכשיר שלך כך"
"TID_HINT_FINGER_TAP_TAP","להקיש! להקיש!"
"TID_HINT_FINGER_DRAG","גרירה לכיוון"
"TID_MOVE_HERE","זוזו לכאן"
"TID_HINT_HEADER","טיפ:"
"TID_HINT_0","אפשר להקיש על <ccc0033>הסמן האדום</c> כדי לירות במהירות לעבר האויב הקרוב ביותר."
"TID_HINT_1","אפשר להקיש על <cff9900>הסמן הצהוב</c> כדי לירות במהירות את תכונת הסופר שלך לעבר האויב הקרוב ביותר."
"TID_HINT_2","אפשר לגרור את <ccc0033>הסמן האדום</c> כדי לכוון את היריות שלך."
"TID_HINT_3","אפשר לגרור את <cff9900>הסמן הצהוב</c> כדי לכוון את תכונת הסופר שלך."
"TID_HINT_4","אפשר לבטל ירייה שכיוונת על-ידי גרירה של הסמן בחזרה למרכז."
"TID_HINT_5","התאמות שחקן מבוססות על הגביעים של הבראולר שמשחקים איתו, וכך קל יותר להרוויח גביעים עם בראולר שפתחת לאחרונה."
"TID_HINT_6","אם משיגים יותר בראולרים יהיה לך קל יותר להתקדם במספר הגביעים הכולל ולהשיג פרסים נוספים."
"TID_HINT_7","היריות של פייפר מזיקות יותר ככל שהן מגיעות ממרחק גדול יותר."
"TID_HINT_8","תכונת הסופר של בארלי יעילה במיוחד מטווח קצר כי הבקבוקים נוחתים באזור קטן."
"TID_HINT_9","בכל פעם שהכדורים של ריקו ניתזים הם מגיעים רחוק יותר."
"TID_HINT_10","אפשר להפעיל את <ccc0033>הסמן האדום</c> בכל נקודה בצד ימין של המסך כדי לירות."
"TID_HINT_11","למתקפה הראשית וגם לתכונת הסופר יש שני מצבי יריות: מקישים לירי מהיר וגוררים כדי לכוון."
"TID_HINT_12","כדי לפגוע במטרה נעה, כדאי לכוון את היריות לכיוון אליו היא מתקדמת."
"TID_HINT_13","ירי מהיר מתאים ליריות תגובה מהירות כשאין זמן לכוון."
"TID_HINT_14","ירי מהיר יעיל במיוחד נגד אויבים שקרובים אליך."
"TID_HINT_15","אויבים עדיין יכולים למצוא אותך במסתור של שיח אם הם מתקרבים מספיק."
"TID_HINT_16","ירי מהיר מכוון ישירות אל האויב הקרוב ביותר ולא לוקח בחשבון את התנועה של האויבים."
"TID_HINT_17","כדאי לכוון את היריות שלך בעת ירי אל השיחים כדי לחפש אויבים."
"TID_HINT_18","ירי מהיר יעיל במיוחד נגד אויבים שעומדים במקום."
"TID_HINT_19","ירי מהיר יעיל במיוחד נגד אויבים שנעים ישירות לכיוונך או הרחק ממך."
"TID_HINT_20","אויבים יכולים לראות אותך בשיחים אם תקפת או ספגת נזק."
"TID_HINT_21","אפשר להשתמש בשיחים כדי להסתתר מאויבים."
"TID_HINT_22","בשימוש בירי מהיר הנשק שלך יירה גם אם אין אויבים בטווח."
"TID_VS_TUTORIAL","איסוף כל <ce662f9>היהלומים</c>"
"TID_USE_MANUAL_FIRE_TUTORIAL","יש לגרור את <ccc0033>הסמן האדום</c> לכיוון!"
"TID_TUTORIAL_GOOD_JOB_2","כל הכבוד! <cff6633>המד הכתום</c> מציג את התחמושת שלך. אטען מחדש הכי מהר שאפשר!"
"TID_TUTORIAL_GOOD_JOB_3","כל הכבוד! כשתוקפים אויבים <cff9900>מתקפת הסופר</c> שלך נטענת!"
"TID_TUTORIAL_GOOD_JOB_4","כל הכבוד!"
"TID_SPECTATE_PLAYER_BUTTON","צפיה"
"TID_SPECTATE_FAILED","צפיה נכשלה"
"TID_ACCOUNT_DISABLED_TEXT","החשבון הושבת"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","החשבון הזה הושבת עקב בקשת מחיקה ולא ניתן לשחזר אותו."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","החשבון הזה הושבת משום שלא היה פעיל ולא ניתן לשחזר אותו."
"TID_ACCOUNT_DELETION_WARNING_TITLE","אזהרה על מחיקת חשבון"
"TID_ACCOUNT_DELETION_WARNING_TEXT","בהמשך לבקשתך, החשבון שלך יושבת בקרוב. אם שינית את דעתך, יש לפנות לתמיכה בהקדם האפשרי כדי לבטל את הבקשה."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","בהמשך לבקשתך, החשבון שלך יושבת בקרוב. אם שינית את דעתך, יש לפנות לתמיכה בהקדם האפשרי כדי לבטל את הבקשה."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","הצטרפת כבר למועדון הזה!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","להחליף מועדון?"
"TID_CONFIRM_CHANGE_CLAN","הצטרפת כבר למועדון! האם באמת ברצונך להחליף מועדון?"
"TID_CONFIRM_CLAN_FULL_TITLE","המועדון מלא!"
"TID_CONFIRM_CLAN_FULL","לא ניתן להצטרף ל-<clan>. המועדון מלא!"
"TID_BUTTON_CHANGE","החלפה"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","יש לסיים את ההדרכה כדי להצטרף למועדון"
"TID_CLAN_INTRO_INVITE","שיתוף הזמנה"
"TID_INVITE_CLAN_TOKEN_ERROR","שגיאה ביצירת הזמנה"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","רק נשיאי מועדון יכולים להזמין חברים חדשים"
"TID_FRIENDS_FACEBOOK_CONNECT","התחברות"
"TID_FRIENDS_PAGE_INVITE","שיתוף הזמנה"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","יש ללחוץ על הקישור כדי להצטרף לקבוצה עם <name> ב-Brawl Stars!"
"TID_SHARE_GAME_ROOM_POST_TITLE","הזמנה לקבוצה"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","מזהה קבוצה הועתק ללוח!"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","אישור"
"TID_TEAM_INVITE_BUTTON_LABEL","שיתוף קוד"
"TID_TEAM_INVITE_EXPIRED","פג תוקף ההזמנה מ-<NAME>"
"TID_TEAM_INVITATION_POPUP_TITLE","הזמנה לקבוצה"
"TID_TEAM_INVITATION_POPUP_ACCEPT","אישור"
"TID_TEAM_INVITATION_POPUP_REJECT","דחיה"
"TID_TEAM_INVITATION_POPUP_MUTE","השתקת <NAME>\nל-10 הדקות הבאות"
"TID_BATTLE_ROYALE_5","אלף האגמים"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","טוקנים של קרבות\nשנוצלו"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","רכישות בכסף אמיתי לא מופעלות בגרסה הזו"
"TID_SHOP_CHINA_WARNING","אזהרה: יש ליהנות באחריות"
"TID_GATCHA_AD_STATUS_VIEW","אפשר לצפות בפרסומת\nלהכפלת פרס!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","קבלת פרסים נוספים!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","צפיות יומיות שנוצלו"
