"Name","Disabled","DisabledCN","IconSWF","IconExportName","Character","Skin","GiveOnSkinUnlock","IsPicto","BattleCategory","Rarity","EmoteType","SoundEffect","SfxIndex","LockedForChronos","EmoteBundles","IsDefaultBattleEmote","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","ExtraCatalogCampaign","HideFromCatalogRarityCategory"
"emoji_byron_starrforce","","","sc/ui.sc","emoji_byron_starrforce","SnakeOil","SnakeOilVillain","true","","DEFAULT","COLLECTORS","DEFAULT","Snakeoil_Start_VO","0","","Villains","","","","","","","",""
"emoji_lolla_starrforce","","","sc/ui.sc","emoji_lolla_starrforce","Duplicator","DuplicatorVillain","true","","DEFAULT","COLLECTORS","DEFAULT","Lolla_Start_VO","2","","Villains","","","","","","","",""
"emoji_bonnie_starrforce","","","sc/ui.sc","emoji_bonnie_starrforce","CannonGirl","CannonGirlVillain","true","","DEFAULT","COLLECTORS","DEFAULT","Bonnie_Start_VO","1","","Villains","","","","","","","",""
"emoji_tara_ramadan","","","sc/ui.sc","emoji_tara_ramadan","BlackHole","BlackHoleDevious","true","","DEFAULT","COLLECTORS","DEFAULT","Tara_start_vo","0","","","","","","","","","",""
"emoji_mrp_goldenweek","","","sc/ui.sc","emoji_mrp_goldenweek","SpawnerDude","SpawnerDudeDaruma","true","","DEFAULT","COLLECTORS","DEFAULT","Mrp_Lead_VO","1","","Goldenweek","","","","","","","",""
"emoji_noodles_angry","","","sc/ui.sc","emoji_noodles_angry","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_noodles_happy","","","sc/ui.sc","emoji_noodles_happy","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_noodles_thanks","","","sc/ui.sc","emoji_noodles_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_nita_gw","","","sc/ui.sc","emoji_nita_gw","Shaman","ShamanShiba","true","","DEFAULT","COLLECTORS","DEFAULT","Nita_start","0","","Goldenweek","","","","","","","",""
"emoji_bea_gw","","","sc/ui.sc","emoji_bea_gw","BeeSniper","BeeSniperCat","true","","DEFAULT","COLLECTORS","DEFAULT","Bea_Start_VO","0","","Goldenweek","","","","","","","",""
"emoji_bea_gold_gw","","","sc/ui.sc","emoji_bea_gold_gw","BeeSniper","BeeSniperCatGold","true","","DEFAULT","COLLECTORS","DEFAULT","Bea_Start_VO","0","","Goldenweek","","","","","","","",""
"emoji_jessie_gw","","","sc/ui.sc","emoji_jessie_gw","Mechanic","MechanicTanuki","true","","DEFAULT","COLLECTORS","DEFAULT","Jess_start","0","","Goldenweek","","","","","","","",""
"emoji_emoji_mrp_goldenweek_special","","","sc/ui.sc","emoji_mrp_goldenweek_special","SpawnerDude","SpawnerDudeDaruma","true","","DEFAULT","COLLECTORS","DEFAULT","Mrp_Lead_VO","1","","","","","","","","","",""
"emoji_spike_sakura","","","sc/ui.sc","emoji_spike_sakura","Cactus","CactusPink","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_esports22_chaoscup","","","sc/ui.sc","emoji_esports22_chaoscup","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_otto","","","sc/ui.sc","emoji_otto","Silencer","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Otis_Start_VO","0","","","","","","","","","",""
"emoji_otto_angry","","","sc/ui.sc","emoji_otto_angry","Silencer","","","","ANGRY","COMMON","ANGRY","Otis_Hurt_VO","4","","","","375","9","","","","",""
"emoji_otto_happy","","","sc/ui.sc","emoji_otto_happy","Silencer","","","","HAPPY","COMMON","HAPPY","Otis_Kill_VO","0","","","","375","9","","","","",""
"emoji_otto_gg","","","sc/ui.sc","emoji_otto_gg","Silencer","","","","SPECIAL","RARE","GG","Otis_Start_VO","3","","","","750","19","","","","",""
"emoji_otto_phew","","","sc/ui.sc","emoji_otto_phew","Silencer","","","","SPECIAL","EPIC","PHEW","Otis_Hurt_VO","2","","","","1500","39","","","","",""
"emoji_otto_sad","","","sc/ui.sc","emoji_otto_sad","Silencer","","","","SAD","COMMON","SAD","Otis_Die_VO","3","","","","375","9","","","","",""
"emoji_otto_special","","","sc/ui.sc","emoji_otto_special","Silencer","","","","SPECIAL","EPIC","SPECIAL","Otis_Start_VO","1","","","","1500","39","","","","",""
"emoji_otto_thanks","","","sc/ui.sc","emoji_otto_thanks","Silencer","","","","SPECIAL","EPIC","THANKS","Otis_Start_VO","2","","","","1500","39","","","","",""
"emoji_otto_clap","","","sc/ui.sc","emoji_otto_clap","Silencer","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_hayday_special","","","sc/ui.sc","emoji_hayday_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_coc_special","","","sc/ui.sc","emoji_coc_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_edgar_bt21","","TRUE","sc/ui.sc","emoji_edgar_bt21","Enrager","EnragerTata","true","","DEFAULT","COLLECTORS","DEFAULT","Edgar_Start_VO","4","","","","","","","","","",""
"emoji_tick_bt21","","TRUE","sc/ui.sc","emoji_tick_bt21","ClusterBombDude","ClusterBombDudeShooky","true","","DEFAULT","COLLECTORS","DEFAULT","Tick_vo_1","0","","","","","","","","","",""
"emoji_sandy_bt21","","TRUE","sc/ui.sc","emoji_sandy_bt21","Sandstorm","SandstormKoya","true","","DEFAULT","COLLECTORS","DEFAULT","Sandy_start_vo","0","","","","","","","","","",""
"emoji_ruffs_bt21","","TRUE","sc/ui.sc","emoji_ruffs_bt21","Ruffs","RuffsChimmy","true","","DEFAULT","COLLECTORS","DEFAULT","Ruff_Start_VO","3","","","","","","","","","",""
"emoji_jacky_bt21","","TRUE","sc/ui.sc","emoji_jacky_bt21","Driller","DrillerCooky","true","","DEFAULT","COLLECTORS","DEFAULT","Jackie_Start_VO","0","","","","","","","","","",""
"emoji_bull_bt21","","TRUE","sc/ui.sc","emoji_bull_bt21","BullDude","BullDudeMang","true","","DEFAULT","COLLECTORS","DEFAULT","Bull_start","2","","","","","","","","","",""
"emoji_bibi_bt21","","TRUE","sc/ui.sc","emoji_bibi_bt21","Baseball","BaseballRj","true","","DEFAULT","COLLECTORS","DEFAULT","Bibi_kill_vo","1","","","","","","","","","",""
"emoji_belle_deepsea","","","sc/ui.sc","emoji_belle_deepsea","ElectroSniper","ElectroSniperCoral","true","","DEFAULT","COLLECTORS","DEFAULT","Belle_Start_VO","2","","Deepsea","","","","","","","",""
"emoji_colt_deepsea","","","sc/ui.sc","emoji_colt_deepsea","Gunslinger","GunslingerPaintball","true","","DEFAULT","COLLECTORS","DEFAULT","Hotshot_Start","1","","Deepsea","","","","","","","",""
"emoji_fang_deepsea","","","sc/ui.sc","emoji_fang_deepsea","KickerDude","KickerDudeOcto","true","","DEFAULT","COLLECTORS","DEFAULT","Fang_Start_VO","2","","Deepsea","","","","","","","",""
"emoji_brock_delivery","","","sc/ui.sc","emoji_brock_delivery","RocketGirl","RocketGirlDelivery","true","","DEFAULT","COLLECTORS","DEFAULT","Brock_start_vo","2","","","","","","","","","",""
"emoji_barley_special","","","sc/ui.sc","emoji_barley_special","Barkeep","","","","SPECIAL","EPIC","SPECIAL","Barley_Start","0","","","","1500","39","","","","",""
"emoji_bea_special","","","sc/ui.sc","emoji_bea_special","BeeSniper","","","","SPECIAL","EPIC","SPECIAL","Bea_Start_VO","0","","","","1500","39","","","","",""
"emoji_bo_special","","","sc/ui.sc","emoji_bo_special","BowDude","","","","SPECIAL","EPIC","SPECIAL","Bo_start","2","","","","1500","39","","","","",""
"emoji_gene_special","","","sc/ui.sc","emoji_gene_special","HookDude","","","","SPECIAL","EPIC","SPECIAL","Gene_vo","0","","","","1500","39","","","","",""
"emoji_rosa_special","","","sc/ui.sc","emoji_rosa_special","Rosa","","","","SPECIAL","EPIC","SPECIAL","Rosa_start","1","","","","1500","39","","","","",""
"emoji_primo_special","","","sc/ui.sc","emoji_primo_special","Luchador","","","","SPECIAL","EPIC","SPECIAL","El_primo_start","2","","","","1500","39","","","","",""
"emoji_dynamike_special","","","sc/ui.sc","emoji_dynamike_special","TntDude","","","","SPECIAL","EPIC","SPECIAL","Tnt_guy_start_vo","0","","","","1500","39","","","","",""
"emoji_piper_special","","","sc/ui.sc","emoji_piper_special","Sniper","","","","SPECIAL","EPIC","SPECIAL","Piper_Start","1","","","","1500","39","","","","",""
"emoji_shelly_special","","","sc/ui.sc","emoji_shelly_special","ShotgunGirl","","","","SPECIAL","EPIC","SPECIAL","Shelly_Start","0","","","","1500","39","","","","",""
"emoji_penny_special","","","sc/ui.sc","emoji_penny_special","ArtilleryDude","","","","SPECIAL","EPIC","SPECIAL","Penny_start","4","","","","1500","39","","","","",""
"emoji_otto_pharaoh","","","sc/ui.sc","emoji_otto_pharaoh","Silencer","SilencerPharaoh","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Otis_Start_VO","0","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_angry","","","sc/ui.sc","emoji_otto_pharaoh_angry","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","ANGRY","Otis_Hurt_VO","4","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_happy","","","sc/ui.sc","emoji_otto_pharaoh_happy","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","HAPPY","Otis_Kill_VO","0","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_gg","","","sc/ui.sc","emoji_otto_pharaoh_gg","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","GG","Otis_Start_VO","3","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_phew","","","sc/ui.sc","emoji_otto_pharaoh_phew","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","PHEW","Otis_Hurt_VO","2","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_sad","","","sc/ui.sc","emoji_otto_pharaoh_sad","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","SAD","Otis_Die_VO","3","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_special","","","sc/ui.sc","emoji_otto_pharaoh_special","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","SPECIAL","Otis_Start_VO","1","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_thanks","","","sc/ui.sc","emoji_otto_pharaoh_thanks","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","THANKS","Otis_Start_VO","2","","Otto_pharaoh","","","","","","","",""
"emoji_otto_pharaoh_clap","","","sc/ui.sc","emoji_otto_pharaoh_clap","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0","","Otto_pharaoh","","","","","","","",""
"emoji_burning_ball","","","sc/ui.sc","emoji_burning_ball","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_thuglife","","","sc/ui.sc","emoji_thuglife","","","","","HAPPY","DEFAULT","HAPPY","","","","","","","","","","","",""
"emoji_bronson","","","sc/ui.sc","emoji_bronson","WeaponThrower","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Sam_Start_VO","4","","","","","","","","","",""
"emoji_bronson_angry","","","sc/ui.sc","emoji_bronson_angry","WeaponThrower","","","","ANGRY","COMMON","ANGRY","Sam_Hurt_VO","10","","","","375","9","","","","",""
"emoji_bronson_happy","","","sc/ui.sc","emoji_bronson_happy","WeaponThrower","","","","HAPPY","COMMON","HAPPY","Sam_Lead_VO","5","","","","375","9","","","","",""
"emoji_bronson_gg","","","sc/ui.sc","emoji_bronson_gg","WeaponThrower","","","","SPECIAL","RARE","GG","Sam_Kill_VO","0","","","","750","19","","","","",""
"emoji_bronson_phew","","","sc/ui.sc","emoji_bronson_phew","WeaponThrower","","","","SPECIAL","EPIC","PHEW","Sam_Die_VO","6","","","","1500","39","","","","",""
"emoji_bronson_sad","","","sc/ui.sc","emoji_bronson_sad","WeaponThrower","","","","SAD","COMMON","SAD","Sam_Die_VO","3","","","","375","9","","","","",""
"emoji_bronson_special","","","sc/ui.sc","emoji_bronson_special","WeaponThrower","","","","SPECIAL","EPIC","SPECIAL","Sam_Ulti_VO","2","","","","1500","39","","","","",""
"emoji_bronson_thanks","","","sc/ui.sc","emoji_bronson_thanks","WeaponThrower","","","","SPECIAL","EPIC","THANKS","Sam_Lead_VO","2","","","","1500","39","","","","",""
"emoji_bronson_clap","","","sc/ui.sc","emoji_bronson_clap","WeaponThrower","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_bronson_caesar","","","sc/ui.sc","emoji_bronson_caesar","WeaponThrower","WeaponThrowerEmperor","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Sam_Start_VO","4","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_angry","","","sc/ui.sc","emoji_bronson_caesar_angry","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","ANGRY","Sam_Hurt_VO","10","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_happy","","","sc/ui.sc","emoji_bronson_caesar_happy","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","HAPPY","Sam_Lead_VO","5","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_gg","","","sc/ui.sc","emoji_bronson_caesar_gg","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","GG","Sam_Kill_VO","0","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_phew","","","sc/ui.sc","emoji_bronson_caesar_phew","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","PHEW","Sam_Die_VO","6","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_sad","","","sc/ui.sc","emoji_bronson_caesar_sad","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","SAD","Sam_Die_VO","3","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_special","","","sc/ui.sc","emoji_bronson_caesar_special","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","SPECIAL","Sam_Ulti_VO","2","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_thanks","","","sc/ui.sc","emoji_bronson_caesar_thanks","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","THANKS","Sam_Lead_VO","2","","Bronson_caesar","","","","","","","",""
"emoji_bronson_caesar_clap","","","sc/ui.sc","emoji_bronson_caesar_clap","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0","","Bronson_caesar","","","","","","","",""
"emoji_mortis_mecha","","","sc/ui.sc","emoji_mortis_mecha","Undertaker","UndertakerMecha","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Mech_Mortis_Start_VO","0","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_angry","","","sc/ui.sc","emoji_mortis_mecha_angry","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","ANGRY","Mech_Mortis_Hurt_VO","2","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_happy","","","sc/ui.sc","emoji_mortis_mecha_happy","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","HAPPY","Mech_Mortis_Lead_VO","4","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_gg","","","sc/ui.sc","emoji_mortis_mecha_gg","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","GG","Mech_Mortis_Start_VO","1","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_phew","","","sc/ui.sc","emoji_mortis_mecha_phew","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","PHEW","Mech_Mortis_Hurt_VO","3","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_sad","","","sc/ui.sc","emoji_mortis_mecha_sad","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","SAD","Mech_Mortis_Die_VO","0","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_special","","","sc/ui.sc","emoji_mortis_mecha_special","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","SPECIAL","Mech_Mortis_Start_VO","2","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_thanks","","","sc/ui.sc","emoji_mortis_mecha_thanks","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","THANKS","Mech_Mortis_Start_VO","3","","Mortis_mecha","","","","","","","",""
"emoji_mortis_mecha_clap","","","sc/ui.sc","emoji_mortis_mecha_clap","Undertaker","UndertakerMecha","true","","SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0","","Mortis_mecha","","","","","","","",""
"emoji_brawloween_gg","","","sc/ui.sc","emoji_brawloween_gg","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_brawloween_happy","","","sc/ui.sc","emoji_brawloween_happy","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_brawloween_phew","","","sc/ui.sc","emoji_brawloween_phew","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_brawloween_special","","","sc/ui.sc","emoji_brawloween_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_brawloween_thanks","","","sc/ui.sc","emoji_brawloween_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_bibi_special","","","sc/ui.sc","emoji_bibi_special","Baseball","","","","SPECIAL","EPIC","SPECIAL","Bibi_lead_vo","0","","","","1500","39","","","","",""
"emoji_jessie_special","","","sc/ui.sc","emoji_jessie_special","Mechanic","","","","SPECIAL","EPIC","SPECIAL","Jess_lead","0","","","","1500","39","","","","",""
"emoji_brock_special","","","sc/ui.sc","emoji_brock_special","RocketGirl","","","","SPECIAL","EPIC","SPECIAL","Brock_kill_vo","0","","","","1500","39","","","","",""
"emoji_spike_special","","","sc/ui.sc","emoji_spike_special","Cactus","","","","SPECIAL","EPIC","SPECIAL","","","","","","1500","39","","","","",""
"emoji_gale_special","","","sc/ui.sc","emoji_gale_special","Blower","","","","SPECIAL","EPIC","SPECIAL","Gale_Kill_VO","1","","","","1500","39","","","","",""
"emoji_rico_special","","","sc/ui.sc","emoji_rico_special","TrickshotDude","","","","SPECIAL","EPIC","SPECIAL","Rick_kill","0","","","","1500","39","","","","",""
"emoji_colette_special","","","sc/ui.sc","emoji_colette_special","Percenter","","","","SPECIAL","EPIC","SPECIAL","Colette_Lead_VO","1","","","","1500","39","","","","",""
"emoji_mrp_special","","","sc/ui.sc","emoji_mrp_special","SpawnerDude","","","","SPECIAL","EPIC","SPECIAL","Mrp_Lead_VO","2","","","","1500","39","","","","",""
"emoji_nita_special","","","sc/ui.sc","emoji_nita_special","Shaman","","","","SPECIAL","EPIC","SPECIAL","Nita_lead","1","","","","1500","39","","","","",""
"emoji_max_special","","","sc/ui.sc","emoji_max_special","Speedy","","","","SPECIAL","EPIC","SPECIAL","Max_Lead_VO","0","","","","1500","39","","","","",""
"emoji_colt_team","","TRUE","sc/ui.sc","emoji_colt_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_emz_team","","TRUE","sc/ui.sc","emoji_emz_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_jessie_team","","TRUE","sc/ui.sc","emoji_jessie_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_nita_team","","TRUE","sc/ui.sc","emoji_nita_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","TRUE","","","","29","","","","WF_2020","TRUE"
"emoji_mortis_team","","TRUE","sc/ui.sc","emoji_mortis_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_primo_team","","TRUE","sc/ui.sc","emoji_primo_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_spike_team","","TRUE","sc/ui.sc","emoji_spike_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","TRUE","","","","29","","","","WF_2020","TRUE"
"emoji_surge_team","","TRUE","sc/ui.sc","emoji_surge_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_leon_team","","TRUE","sc/ui.sc","emoji_leon_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_shelly_team","","TRUE","sc/ui.sc","emoji_shelly_team","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","29","","","","WF_2020","TRUE"
"emoji_squeak_moon","","","sc/ui.sc","emoji_squeak_moon","StickyBomb","StickyBombRabbit","true","","DEFAULT","COLLECTORS","DEFAULT","Squeak_Start_VO","0","","","","","","","","","",""
"emoji_leon_ghost","","","sc/ui.sc","emoji_leon_ghost","Ninja","NinjaGhost","true","","DEFAULT","COLLECTORS","DEFAULT","Leon_start_vo","0","","","","","","","","","",""
"emoji_pam_broker","","","sc/ui.sc","emoji_pam_broker","MinigunDude","MinigunDudeBroker","true","","DEFAULT","COLLECTORS","DEFAULT","Pam_start","0","","","","","","","","","",""
"emoji_crow_gang","","","sc/ui.sc","emoji_crow_gang","Crow","CrowVulture","true","","DEFAULT","COLLECTORS","DEFAULT","Crow_Start","1","","","","","","","","","",""
"emoji_poco_gang","","","sc/ui.sc","emoji_poco_gang","DeadMariachi","DeadMariachiOutlaw","true","","DEFAULT","COLLECTORS","DEFAULT","Poco_start","0","","","","","","","","","",""
"emoji_lolla_gang","","","sc/ui.sc","emoji_lolla_gang","Duplicator","DuplicatorOutlaw","true","","DEFAULT","COLLECTORS","DEFAULT","Lolla_Start_VO","0","","","","","","","","","",""
"emoji_crow_mecha","","","sc/ui.sc","emoji_crow_mecha","Crow","CrowMecha","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_crow_mecha_gold","","","sc/ui.sc","emoji_crow_mecha_gold","Crow","CrowMechaGold","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_crow_mecha_night","","","sc/ui.sc","emoji_crow_mecha_night","Crow","CrowMechaNight","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_bo_mecha","","","sc/ui.sc","emoji_bo_mecha","BowDude","BoMecha","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_bo_mecha_gold","","","sc/ui.sc","emoji_bo_mecha_gold","BowDude","BowDudeMechaGold","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_bo_mecha_light","","","sc/ui.sc","emoji_bo_mecha_light","BowDude","BowDudeMechaWhite","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_gus","","","sc/ui.sc","emoji_gus","SoulCollector","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Gus_Start_VO","0","","","","","","","","","",""
"emoji_gus_angry","","","sc/ui.sc","emoji_gus_angry","SoulCollector","","","","ANGRY","COMMON","ANGRY","Gus_Die_VO","2","","","","375","9","","","","",""
"emoji_gus_happy","","","sc/ui.sc","emoji_gus_happy","SoulCollector","","","","HAPPY","COMMON","HAPPY","Gus_Kill_VO","5","","","","375","9","","","","",""
"emoji_gus_gg","","","sc/ui.sc","emoji_gus_gg","SoulCollector","","","","SPECIAL","RARE","GG","Gus_Kill_VO","3","","","","750","19","","","","",""
"emoji_gus_phew","","","sc/ui.sc","emoji_gus_phew","SoulCollector","","","","SPECIAL","EPIC","PHEW","Gus_Hurt_VO","4","","","","1500","39","","","","",""
"emoji_gus_sad","","","sc/ui.sc","emoji_gus_sad","SoulCollector","","","","SAD","COMMON","SAD","Gus_Die_VO","1","","","","375","9","","","","",""
"emoji_gus_special","","","sc/ui.sc","emoji_gus_special","SoulCollector","","","","SPECIAL","EPIC","SPECIAL","Gus_Ulti_VO","0","","","","1500","39","","","","",""
"emoji_gus_thanks","","","sc/ui.sc","emoji_gus_thanks","SoulCollector","","","","SPECIAL","EPIC","THANKS","Gus_Lead_VO","5","","","","1500","39","","","","",""
"emoji_gus_clap","","","sc/ui.sc","emoji_gus_clap","SoulCollector","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_esports2022_tara_special","","","sc/ui.sc","emoji_esports2022_tara_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_esports2022_buzz_popcorn","","","sc/ui.sc","emoji_esports2022_buzz_popcorn","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_esports2022_batsquad","","","sc/ui.sc","emoji_esports2022_batsquad","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_tara_esports2022","","","sc/ui.sc","emoji_tara_esports2022","BlackHole","BlackHoleWorldfinal","true","","SPECIAL","COLLECTORS","DEFAULT","","","","","","","","","","","",""
"emoji_champie_park","","","sc/ui.sc","emoji_champie_park","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_champie_WC2019","","","sc/ui.sc","emoji_champie_WC2019","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_champie_WC2022","","","sc/ui.sc","emoji_champie_WC2022","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_bull_special","","","sc/ui.sc","emoji_bull_special","BullDude","","","","SPECIAL","EPIC","SPECIAL","Bull_lead","1","","","","1500","39","","","","",""
"emoji_8bit_special","","","sc/ui.sc","emoji_8bit_special","Arcade","","","","SPECIAL","EPIC","SPECIAL","8bit_kill_vo","0","","","","1500","39","","","","",""
"emoji_frank_special","","","sc/ui.sc","emoji_frank_special","HammerDude","","","","SPECIAL","EPIC","SPECIAL","Frank_vo","0","","","","1500","39","","","","",""
"emoji_jacky_special","","","sc/ui.sc","emoji_jacky_special","Driller","","","","SPECIAL","EPIC","SPECIAL","Jackie_Kill_VO","1","","","","1500","39","","","","",""
"emoji_sprout_special","","","sc/ui.sc","emoji_sprout_special","Wally","","","","SPECIAL","EPIC","SPECIAL","Sprout_Lead_VO","1","","","","1500","39","","","","",""
"emoji_crow_special","","","sc/ui.sc","emoji_crow_special","Crow","","","","SPECIAL","EPIC","SPECIAL","Crow_Kill","0","","","","1500","39","","","","",""
"emoji_mortis_special","","","sc/ui.sc","emoji_mortis_special","Undertaker","","","","SPECIAL","EPIC","SPECIAL","Mortis_kill","0","","","","1500","39","","","","",""
"emoji_tick_special","","","sc/ui.sc","emoji_tick_special","ClusterBombDude","","","","SPECIAL","EPIC","SPECIAL","Tick_vo_1","0","","","","1500","39","","","","",""
"emoji_pam_special","","","sc/ui.sc","emoji_pam_special","MinigunDude","","","","SPECIAL","EPIC","SPECIAL","Pam_ulti","0","","","","1500","39","","","","",""
"emoji_darryl_special","","","sc/ui.sc","emoji_darryl_special","BarrelBot","","","","SPECIAL","EPIC","SPECIAL","Darryl_Start_VO","0","","","","1500","39","","","","",""
"emoji_leon_special","","","sc/ui.sc","emoji_leon_special","Ninja","","","","SPECIAL","EPIC","SPECIAL","Leon_kill_vo","1","","","","1500","39","","","","",""
