TID,AR
TID_PLAYER_MAP_STATUS_INFO_WINNER,هناك فائزون! تهانينا! ستظهر الخرائط الفائزة في حدث الفائزين.
TID_PLAYER_MAP_STATUS_INFO_FEATURED,تم عرض الخرائط المتميزة في موضع الخرائط المرشحة اليوم. أما الخرائط الفائزة فستُدرج في حدث الفائزين بناءً على تصويت اللاعبين.
TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW,يمكنك إرسال خرائط جديدة للمشاركة في مسابقة الخرائط. قبل نشر الخرائط المرسلة، يجب أن يتم أولاً قبولها بعد التحقق من أنها خالية من أي محتوى غير لائق.
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW,يجب انتظار قبول الخريطة المرسلة للنشر، ثم بعد ذلك يمكن المشاركة بها في مسابقة الخرائط. عند تعديل خريطة، سترجع إلى المسودات، وستفقد أي موافقات سابقة حصلت عليها.
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW,عقب الموافقة على نشر خريطتك، يمكنك المشاركة في مسابقة الخرائط. تنبيه: إجراء التعديلات على خريطة يلغي الموافقة السابقة.
TID_PLAYER_MAP_STATUS_INFO_REJECTED_AUTOREVIEW,إذا رُفضت خريطتك، فلا تقلق. سيظل بإمكانك التعديل فيها وتطويرها، ثم إرسالها مجددًا.
TID_PLAYER_MAP_CREATE_POPUP_TITLE,إنشاء خريطة جديدة
TID_PLAYER_MAP_CREATE_POPUP_MAP_NAME,اسم الخريطة
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE,تحديد وضع اللعب
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE_WARNING,اختر وضع اللعب أولاً
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT,تحديد البيئة
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT_WARNING,اختر البيئة أولاً
TID_PLAYER_MAP_CREATE_POPUP_BUTTON_CREATE,الإنشاء
TID_BUTTON_MAP_EDITOR,مصمم الخرائط
TID_PLAYER_MAP_LIST_TITLE,مصمم الخرائط
TID_PLAYER_MAP_UNNAMED,بلا اسم
TID_CREATE_MAP_ERROR_INTERNAL,وقع خطأ داخلي عند إنشاء الخريطة. يرجى إعادة المحاولة لاحقًا.
TID_CREATE_MAP_ERROR_MISSING_NAME,ينقص اسم الخريطة
TID_CREATE_MAP_ERROR_EXISTING_NAME,اسم الخريطة مستخدم بالفعل
TID_CREATE_MAP_ERROR_NAME_TOO_SHORT,اسم الخريطة أقصر من اللازم
TID_CREATE_MAP_ERROR_NAME_TOO_LONG,اسم الخريطة أطول من اللازم
TID_CREATE_MAP_ERROR_INVALID_NAME,اسم الخريطة غير صالح
TID_CREATE_MAP_ERROR_GAME_MODE_VARIATION_NOT_SUPPORTED,وضع اللعب المحدد غير مدعوم حاليًا
TID_CREATE_MAP_ERROR_INELIGIBLE,أنت الآن غير مؤهل لإنشاء خريطة
TID_CREATE_MAP_ERROR_DRAFT_MAP_NUMBER_LIMIT,بلغت الحد الأقصى من مسودات الخرائط بالفعل
TID_CREATE_MAP_ERROR_TOTAL_MAP_NUMBER_LIMIT,بلغت الحد الأقصى من إجمالي الخرائط بالفعل
TID_CREATE_MAP_ERROR_INVALID_MAP_ENV,البيئة المحددة غير مدعومة حاليًا
TID_CREATE_MAP_ERROR_UNKNOWN,وقع خطأ عند إنشاء الخريطة. يرجى إعادة المحاولة لاحقًا.
TID_CREATE_MAP_TROPHY_REQUIREMENTS,يتوفر مصمم الخرائط عندما تحصل على <TROPHIES> من الكؤوس.
TID_TRUE_SILVER_BULL_SKIN,بول الفضة الخالصة
TID_TRUE_SILVER_BULL_SKIN_SHOP,بول\nالفضة الخالصة
TID_TRUE_GOLD_BULL_SKIN,بول الذهب الخالص
TID_TRUE_GOLD_BULL_SKIN_SHOP,بول\nالذهب الخالص
TID_TRUE_SILVER_BARLEY_SKIN,بارلي الفضة الخالصة
TID_TRUE_SILVER_BARLEY_SKIN_SHOP,بارلي\nالفضة الخالصة
TID_TRUE_GOLD_BARLEY_SKIN,بارلي الذهب الخالص
TID_TRUE_GOLD_BARLEY_SKIN_SHOP,بارلي\nالذهب الخالص
TID_TRUE_SILVER_RICO_SKIN,ريكو الفضة الخالصة
TID_TRUE_SILVER_RICO_SKIN_SHOP,ريكو\nالفضة الخالصة
TID_TRUE_GOLD_RICO_SKIN,ريكو الذهب الخالص
TID_TRUE_GOLD_RICO_SKIN_SHOP,ريكو\nالذهب الخالص
TID_TRUE_SILVER_FRANK_SKIN,فرانك الفضة الخالصة
TID_TRUE_SILVER_FRANK_SKIN_SHOP,فرانك\nالفضة الخالصة
TID_TRUE_GOLD_FRANK_SKIN,فرانك الذهب الخالص
TID_TRUE_GOLD_FRANK_SKIN_SHOP,فرانك\nالذهب الخالص
TID_TRUE_SILVER_MORTIS_SKIN,مورتيس الفضة الخالصة
TID_TRUE_SILVER_MORTIS_SKIN_SHOP,مورتيس\nالفضة الخالصة
TID_TRUE_GOLD_MORTIS_SKIN,مورتيس الذهب الخالص
TID_TRUE_GOLD_MORTIS_SKIN_SHOP,مورتيس\nالذهب الخالص
TID_CHALLENGER_COLT_SKIN,كولت المتحدي
TID_CHALLENGER_COLT_SKIN_SHOP,كولت\nالمتحدي
TID_ZOMBIBI_SKIN,بيبي الزومبي
TID_ZOMBIBI_SKIN_SHOP,بيبي الزومبي
TID_UNDERWORLD_BO_SKIN,بو الشرير
TID_UNDERWORLD_BO_SKIN_SHOP,بو\nالشرير
TID_BRAWLOWEEN_ROSA_SKIN,روزا الهالووين
TID_BRAWLOWEEN_ROSA_SKIN_SHOP,روزا\nالهالووين
TID_ENVIRONMENT_MINE,لغم
TID_ENVIRONMENT_DEFAULT,صحراء
TID_ENVIRONMENT_OLDTOWN,بلدة قديمة
TID_ENVIRONMENT_WAREHOUSE,مستودع
TID_ENVIRONMENT_OASIS,واحة
TID_ENVIRONMENT_MORTUARY,مشرحة مورتيس
TID_ENVIRONMENT_GRASSFIELD,حقل عشبي
TID_ENVIRONMENT_BEACHBALL,كرة الشاطئ
TID_ENVIRONMENT_ARCADE,آركيد
TID_ENVIRONMENT_BBARENA,ساحة كرة العراك
TID_ENVIRONMENT_BAZAAR,بازار تارا
TID_ENVIRONMENT_MINICITY,المدينة المصغرة
TID_ENVIRONMENT_GIFTSHOP,متجر الهدايا
TID_ENVIRONMENT_SCRAPYARD,مقلب الخردة
TID_PERCENT_DAMAGE_STAT_DESC,<PERCENT>% (الحد الأدنى: <MIN_DAMAGE>)
TID_VOTE_MAP_TO_CONTINUE,صوّت للمتابعة
TID_VOTE_MAP_TO_CONTINUE_2,صوّت\nللمتابعة
TID_VOTE_PLAYED_MAP_TITLE,اكتملت الخريطة المرشحة!
TID_VOTE_PLAYED_MAP_TITLE_2,انتهى اختبار الخريطة
TID_VOTE_PLAYED_MAP_DESC,هل أعجبتك هذه الخريطة؟
TID_VOTE_PLAYED_MAP_DESC_2,هل كانت الخريطة جيدة؟
TID_BATTLE_END_MAP_TEST_COMPLETE,انتهت تجربة\nالخريطة
TID_BATTLE_END_MAP_TEST_CREATOR_DESC,بواسطة <NAME>
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY,مرشحة اليوم
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_2,جرب خريطة وصوّت عليها.
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_3,الجولات التجريبية
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC,العب هذه الخريطة للتصويت عليها في مسابقة الخرائط.
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_2,جرب خرائط وصوّت عليها.
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_3,العب وصوّت على خرائط من تصميم اللاعبين.
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER,فائزة اليوم
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE,الخريطة الفائزة في <MODE>
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC,فازت هذه الخريطة في المسابقة السابقة.
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC_2,العب بالخرائط التي حصدت غالبية الأصوات.
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE_DESC,الفائزة في مسابقة الخرائط في <MODE>
TID_PLAYER_MAP_SLOT_COMING_SOON,قريبًا!
TID_PLAYER_MAP_FRIENDLY_REQUIRES_GREENLIGHT,يجب أن تُقبل الخريطة أولاً قبل لعبها مع الأصدقاء.
TID_PLAYER_MAP_FRIENDLY_INVITE_REQUIRES_GREENLIGHT,يجب أن تُقبل الخريطة المحددة أولاً قبل دعوة الأصدقاء.
TID_PLAYER_MAP_TAG_BETA,بيتا
TID_DRAFT_MAP_WATERMARK,خريطة غير منشورة من تصميم اللاعب <TAG>
TID_SKIN_INFO_CAMPAIGN_15_NOT_AVAILABLE,مظهر نهائيات بطولة العالم 2020
TID_CONTEXT_MENU_PUBLISH,النشر
TID_CONTEXT_MENU_INFO,المعلومات
TID_CONTEXT_MENU_REPORT_MAP,الإبلاغ عن خريطة
TID_CONTEXT_MENU_STATUS_INFO,بيانات الحالة
TID_CONTEXT_MENU_FRIENDLY_GAME,معركة ودية
TID_SUBMIT_MAP_TITLE,أتريد إرسال الخريطة؟
TID_SUBMIT_MAP_DESC,يجب أن تحظى الخرائط المنشورة بقبول اللاعبين الآخرين في المعارك الودية. إذا حصلت خريطة على موافقات كافية، فسيكون بإمكانك نشرها. أتريد إرسال الخريطة الحالية '<NAME>'؟
TID_SUBMIT_MAP_DESC_AUTOREVIEW,يجب انتظار قبول الخرائط المرسلة بعد التحقق من خلوها من أي محتوى غير لائق. يمكنك نشر الخريطة إذا تم قبولها. هل تريد إرسال الخريطة الحالية '<NAME>'؟
TID_EDIT_SUBMITTED_MAP_TITLE,أتريد تعديل خريطة مرسلة؟
TID_EDIT_SUBMITTED_MAP_DESC,تم إرسال الخريطة '<NAME>' بالفعل. عند حفظ خريطة معدلة سترجع إلى حالة المسودة، ويتم إلغاء الموافقات عليها. أما زلت تريد التعديل؟
TID_SUBMIT_MAP_ERROR_GENERIC,لا يمكن إرسال هذه الخريطة الآن
TID_SUBMIT_MAP_ERROR_NUM_LIMIT,تم بلوغ الحد الأقصى للخرائط المرسلة
TID_SUBMIT_MAP_ERROR_GREENLIT_NUM_LIMIT,يجب نشر الخريطة المقبولة أولاً.
TID_FEATURE_NOT_AVAILABLE_TO_UNDERAGE,الميزة غير متاحة للاعبين القاصرين
TID_SUBMIT_MAP_ERROR_NOT_ENOUGH_TROPHY,تحتاج إلى <TROPHIES> من الكؤوس لإرسال خريطة
TID_PUBLISH_MAP_TITLE,أتريد نشر الخريطة؟
TID_PUBLISH_MAP_DESC,أتريد نشر الخريطة '<NAME>'؟
TID_PUBLISH_MAP_ERROR_GENERIC,لا يمكن نشر هذه الخريطة الآن
TID_PUBLISH_MAP_ERROR_NOT_GREENLIGHTED,يمكن نشر الخرائط الموافق عليها فقط
TID_PUBLISH_MAP_ERROR_NUM_LIMIT,تم بلوغ الحد الأقصى للخرائط
TID_MAP_EDITOR_UNAVAILABLE,مصمم الخرائط غير متاح الآن
TID_MAP_EDITOR_BLOCKED_WITH_GUEST_LOGIN,مصمم الخرائط غير متاح لحسابات الضيف.
TID_MAP_EDITOR_MENU_BLOCKED_IN_HOMESCREEN_TEAM,مصمم الخرائط غير متاح أثناء تشكيل فريق
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM_OWNER,استخدم شاشة اختيار الأحداث لتحديد خرائط في فريق الأصدقاء!
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM,مصمم الخرائط غير متاح عند اللعب في فريق الأصدقاء!
TID_MAP_FEATURE_UNAVAILABLE,هذه الميزة غير متاحة الآن
TID_MAP_SUBMITTED_INFO_TITLE,تم إرسال الخريطة
TID_MAP_SUBMITTED_INFO,تم إرسال خريطتك '<NAME>'.
TID_MAP_GREENLIGHTED_INFO_TITLE,تم قبول الخريطة
TID_MAP_GREENLIGHTED_INFO,تمت الموافقة على نشر خريطتك '<NAME>'.
TID_MAP_PUBLISHED_INFO_TITLE,تم نشر الخريطة
TID_MAP_PUBLISHED_INFO,تم نشر خريطتك '<NAME>'.
TID_MAP_WINNER_INFO_TITLE,فازت الخريطة.
TID_MAP_WINNER_INFO,فازت خريطتك '<NAME>'.
TID_MAP_BANNED_INFO_TITLE,تم حظر الخريطة
TID_MAP_BANNED_INFO,تم حظر خريطتك '<NAME>'.
TID_SIGNOFF_MAP_TITLE,أتوافق على نشر الخريطة؟
TID_SIGNOFF_MAP_DESC,أتوافق على أن الخريطة '<NAME>' التي لعبت فيها ينبغي أن تنشر وتتاح لكل اللاعبين؟
TID_SIGNOFF_MAP_BUTTON_YES,نعم
TID_SIGNOFF_MAP_BUTTON_NO,لا
TID_SIGNOFF_MAP_BUTTON_REPORT,الإبلاغ عن محتوى
TID_MAP_GREENLIGHT_APPROVE_RATE,نسبة الموافقة: <TOTAL>/<NUM>
TID_MAP_GREENLIGHT_APPROVE_PERCENT,نسبة الموافقة: <PERCENT>%
TID_MAP_GREENLIGHT_APPROVE_FULL,الموافقات: <LIMIT>/<NUM> بنسبة <c<COLOR>><PERCENT>%</c> إيجابية
TID_MAP_GREENLIGHT_APPROVE_AUTOREVIEW,في انتظار المراجعة
TID_MAP_VOTE_PERCENT,الأصوات: <c<COLOR>><PERCENT>%</c> إعجاب
TID_REPORT_MAP_BUTTON,الإبلاغ
TID_MAP_REPORT_CONFIRMATION_TITLE,أتريد الإبلاغ عن الخريطة؟
TID_MAP_REPORT_CONFIRMATION,أترغب بالتأكيد في الإبلاغ عن الخريطة '<NAME>' (<TAG>) لتضمّنها محتوى غير لائق؟
TID_MAP_REPORT_CONFIRMATION_UNAPPROVED,لم تحظ الخريطة '<NAME>' بالموافقة. هل تضمنت محتوى غير لائق ينبغي الإبلاغ عنه بصفته مسيئًا؟
TID_MAP_REPORTED_INFO_TITLE,تم الإبلاغ عن الخريطة
TID_MAP_REPORTED_INFO,تم الإبلاغ عن الخريطة '<NAME>' لتضمّنها محتوى غير لائق
TID_MAP_REPORTED_INFO_NONAME,تم الإبلاغ عن الخريطة لتضمّنها محتوى غير لائق.
TID_MAP_REPORT_ERROR_MAP_NOT_FOUND,تعذر العثور على الخريطة المبلغ عنها.
TID_MAP_REPORT_ERROR_TOO_MANY_REPORTS_SENT,أرسلت عددًا مفرطًا من البلاغات.
TID_MAP_REPORT_ERROR_MAP_ALREADY_REPORTED,تم الإبلاغ عن الخريطة '<NAME>' بالفعل!
TID_MAP_REPORT_ERROR_UNKNOWN,تعذر الإبلاغ عن الخريطة.
TID_PLAYER_MAP_ERROR_INVALID_CONTENT,محتوى الخريطة غير صالح!
TID_PLAYER_MAP_ERROR_NOT_FOUND,تعذر العثور على الخريطة.
TID_SPAWN_POINTS_MISSING,تنقص أماكن ظهور اللاعبين!
TID_MAP_OBJECTIVES_MISSING,تنقص أهداف الخريطة!
TID_PLAYER_OPPONENT,الخصم
TID_TEAM_MEMBER_STATUS_14,<c999999>مصمم الخرائط</c>
TID_TEAM_MEMBER_STATUS_NEW_14,مصمم الخرائط
TID_FRIEND_STATUS_MAP_MAKER,مصمم الخرائط
TID_CLAN_MEMBER_ONLINE_STATUS_14,مصمم الخرائط
TID_ICE_DUDE,لوو
TID_ICE_DUDE_SHORT_DESC,فئة متحكم
TID_ICE_DUDE_DESC,لوو كان لوح ثلج...حرفيًا! يستطيع صنع كل ما هو رائع من الثلج، ولكن احترس من السير على أرضية الثلج، ولا تصب بصداع المثلجات.
TID_ICE_DUDE_WEAPON,صداع المثلجات
TID_ICE_DUDE_WEAPON_DESC,يهاجم لوو خصومه بقذائف المثلجات إلى أن يتجمدوا في مكانهم لمدة <accumulatedStun> ث.
TID_ICE_DUDE_ULTI,المشروبات المثلجة
TID_ICE_DUDE_ULTI_DESC,يرمي لوو علبة شراب مثلج تصنع على الأرض منطقة جليدية زلقة تجمد الأعداء ببطء، فيفقد خصومه السيطرة على توازنهم.
TID_SPEC_ABI_ICE_DUDE_1,البرد القارس
TID_SPEC_ABI_ICE_DUDE_1_DESC,يتجمد الأعداء الموجودون في منطقة زخم لوو أسرع بنسبة <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_ICE_DUDE_2,هبوط الحرارة
TID_SPEC_ABI_ICE_DUDE_2_DESC,يخسر الخصوم <c00cc00><VALUE1></c>% بحد أقصى من ضررهم، وذلك حسب مدى تجمدهم بفعل هجمات لوو.
TID_ACCESSORY_ICE_DUDE_GADGET,الحاجز الجليدي
TID_ACCESSORY_ICE_DUDE_GADGET_DESC,يحتمي لوو بالجليد، ويصبح محصنًا من الهجمات لمدة <c00cc00><VALUE1></c> ث.
TID_INVITE_CLAN_TOKEN_ERROR_FULL,تعذرت الدعوة. الاتحاد مكتمل الأعضاء.
TID_INVITE_CLAN_TOKEN_ERROR_TOO_MANY_INVITES,تعذرت الدعوة. دعوت عددًا كبيرًا من اللاعبين.
TID_INVITE_CLAN_TOKEN_ERROR_NO_PERMISSION,تعذرت الدعوة. يمكن لرئيس الاتحاد فقط دعوة أعضاء جدد.
TID_BRAWLPASS_PROMO_POPUP_TITLE,بدأ موسم جديد!
TID_BRAWLPASS_PROMO_POPUP_TEXT,مرحبًا بك في الموسم <NUM>: <SEASON>
TID_QUESTS_RECOMMENDED,موصى بها
TID_KING_LOU_SKIN,لوو الملك
TID_KING_LOU_SHOP,لوو\nالملك
TID_BELLHOP_MIKE_SKIN,مايك شيال الفندق
TID_BELLHOP_MIKE_SHOP,مايك\nشيال الفندق
TID_CHOCO_PIPER_SKIN,بايبر CHOCO
TID_CHOCO_PIPER_SHOP,بايبر\nCHOCO
TID_SALLY_NANI_SKIN,ناني SALLY
TID_SALLY_NANI_SHOP,ناني\nSALLY
TID_CONY_MAX_SKIN,ماكس CONY
TID_CONY_MAX_SKIN_SHOP,ماكس\nCONY
TID_WANTED_17B,الأخدود الممتد
TID_BANKHEIST_17B,الجواهر الملتوية
TID_WANTED_3B,قلعة الجواهر
TID_BOSS_7,المواجهة المشتعلة
TID_BOSS_8,الموسم المفتوح
TID_COOP_7,القمة الأخيرة
TID_COOP_8,صمود إلى النهاية
TID_HERO_INFO_LOCKED_BP_TIER_INFO_SHORT,متاح بعد المستوى <NUM> من الموسم
TID_HERO_INFO_LOCKED_BP_TIER_INFO,متاح بعد المستوى <NUM> من الموسم
TID_HERO_INFO_LOCKED_BP_INFO_SHORT,احصل على Brawl Pass للفتح
TID_HERO_INFO_LOCKED_BP_INFO,احصل على Brawl Pass للفتح
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO_SHORT,يتم الفتح ببلوغ المستوى <NUM> من الموسم
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO,يتم الفتح ببلوغ المستوى <NUM> من الموسم
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO,يصدر في الموسم <SEASON>
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO_SHORT,يصدر في الموسم <SEASON>
TID_RAID_4,ملاكمة في الأدغال
TID_RAID_5,إرهاق الخصم
TID_BRAWLPASS_AUTOCOLLECT_INFO,نود تذكيرك بأن لديك مكافآت من الموسم <NUM> لم تطالب بها. إن لم تطالب بها قريبًا، فسيتم جمع المكافآت من الموسم <NUM> تلقائيًا لك. وستتحول مكافآت نقاط القوة غير المطالب بها، والتي تتجاوز الحد الأقصى لنقاط القوة إلى نقود عند نهاية الموسم الحالي.
TID_BRAWLPASS_AUTOCOLLECT_INFO_TITLE,تنبيه مهم
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO,تم فتح Brawl Pass بالفعل في وقت معالجة عملية الشراء. وتعويضًا لذلك، أضفنا <NUM> من الجواهر إلى حسابك.
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO_TITLE,تم فتح BRAWL PASS بالفعل
TID_MSG_PLAYER_MAP_WON,تهانينا! لقد فازت خريطتك '<NAME>'، وستكون متاحة لكل اللاعبين في حدث الفائزين.
TID_MSG_PLAYER_MAP_REJECTED,للأسف لم يوافق عدد كاف من اللاعبين على خريطتك '<NAME>'. يمكنك تحسينها وإرسالها مجددًا.
TID_MSG_PLAYER_MAP_REJECTED_AUTOREVIEW,للأسف لم تتم الموافقة على خريطتك '<NAME>'. يمكنك تحسينها وإرسالها مجددًا.
TID_MSG_PLAYER_MAP_DELETED,لم تعدل مسودة خريطتك '<NAME>' منذ مدة طويلة، فتم حذفها.
TID_MSG_PLAYER_MAP_BANNED,تم حظر خريطتك '<NAME>' بعد تلقي بلاغات من اللاعبين عنها.
TID_MSG_PLAYER_MAP_GREENLIGHTED,أحسنت! ستُنشر خريطتك '<NAME>' إذا وافق عليها عدد كافٍ من اللاعبين.
TID_MSG_PLAYER_MAP_GREENLIGHTED_AUTOREVIEW,أحسنت! تمت الموافقة على نشر خريطتك '<NAME>'.
TID_MSG_PLAYER_MAP_FEATURED,تهانينا! تم اختيار خريطتك '<NAME>' ضمن الخرائط المتميزة، وحصلت على أصوات إيجابية بنسبة <UPVOTE_PERCENT>% من بين <TOTAL_VOTES> من إجمالي الأصوات.
TID_ESPORT_TOURNAMENTS_POPUP_TITLE,بطولة BRAWL STARS
TID_ESPORT_TOURNAMENTS_BUTTON,ESPORTS
TID_SNAKE_OIL,بايرون
TID_SNAKE_OIL_SHORT_DESC,فئة داعم
TID_SNAKE_OIL_DESC,يستخدم بايرون عقاقير قوية. إنه علم وليس شعوذة!
TID_SNAKE_OIL_WEAPON,الجرعة المضبوطة
TID_SNAKE_OIL_WEAPON_DESC,يطلق سهمًا بعيد المدى يمكنه إصابة خصومه وأصدقائه. سيتلقى خصومه ضررًا بمرور الوقت، بينما سيتعافى أصدقاؤه.
TID_SNAKE_OIL_ULTI,العلاج الكامل
TID_SNAKE_OIL_ULTI_DESC,يرمي قارورة تعافي أصدقاءه وتلحق الضرر بأعدائه.
TID_SPEC_ABI_SNAKE_OIL_1,الوعكة
TID_SPEC_ABI_SNAKE_OIL_1_DESC,سيؤدي كذلك زخم بايرون إلى خفض قدر تعافي خصومه من أي مصدر بنسبة <c00cc00><VALUE1>%</c> لمدة <c00cc00><VALUE2></c> ث.
TID_SPEC_ABI_SNAKE_OIL_2,الحقن
TID_SPEC_ABI_SNAKE_OIL_2_DESC,كل <c00cc00><VALUE1></c> ث، سيخترق الهجوم العادي التالي الأهداف.
TID_ACCESSORY_SNAKE_OIL_HEAL,حقنة الذراع
TID_ACCESSORY_SNAKE_OIL_HEAL_DESC,يستخدم بايرون إحدى حقنه ليعالج نفسه بقدر <c00cc00><VALUE1></c> في الثانية لمدة <c00cc00><VALUE2></c> ث.
TID_ENRAGER,إدجار
TID_ENRAGER_SHORT_DESC,فئة مدمر
TID_ENRAGER_DESC,إدجار جريء ويفضل عدم الاشتباك المباشر؛ لذلك يسدد الضربات باستخدام شاله. عند تنفيذ الزخم، يرتمي إدجار على الآخرين وهو يلوح بشاله.
TID_ENRAGER_WEAPON,لكمات البرق
TID_ENRAGER_WEAPON_DESC,يضرب أعداءه بلكمات سريعة، ويعافي نفسه مع كل لكمة ناجحة.
TID_ENRAGER_ULTI,الوثب
TID_ENRAGER_ULTI_DESC,يقفز إدجار فوق أي عائق، فتزداد سرعته مؤقتًا. سيُشحن زخمه تدريجًا بمرور الوقت.
TID_SPEC_ABI_ENRAGER_1,الهبوط العنيف
TID_SPEC_ABI_ENRAGER_1_DESC,سيلحق زخم إدجار كذلك <c00cc00><VALUE1></c> من الضرر بأعدائه الموجودين بالقرب منه لحظة الهبوط.
TID_SPEC_ABI_ENRAGER_2,قبضة التعافي
TID_SPEC_ABI_ENRAGER_2_DESC,يتعافى إدجار بقدر أعلى بنسبة <c00cc00><VALUE1>%</c> من الضرر الذي يلحقه.
TID_ACCESSORY_ENRAGER_SUPER_BOOST,الطيران
TID_ACCESSORY_ENRAGER_SUPER_BOOST_DESC,يُشحن زخم إدجار بسرعة أكبر بنسبة <c00cc00><VALUE1>%</c> لمدة <c00cc00><VALUE2></c> ث.
TID_SHOP_TAG_LAST_CHANCE,آخر فرصة!
TID_SHOP_SKIN_DESC_LAST_CHANCE_INFO,<INFO>\n\n<cFF6EEE>آخر فرصة للشراء!</c>
TID_SHOP_LAST_CHANCE_DESC,هذه آخر مرة يتوفر فيها هذا المظهر للشراء.
TID_SHOP_LAST_CHANCE_SKINS,الفرصة الأخيرة للحصول على هذه المظاهر
TID_GALE_NUTCRACKER,جايل كسار البندق
TID_OLD_SCHOOL_BROCK,بروك الكلاسيكي
TID_SNOWMAN_TICK,تيك رجل الثلج
TID_HOLIDAY_PARTY_FRANK,فرانك رأس السنة
TID_GALE_NUTCRACKER_SHOP,جايل\nكسار البندق
TID_OLD_SCHOOL_BROCK_SHOP,بروك\nالكلاسيكي
TID_SNOWMAN_TICK_SHOP,تيك\nرجل الثلج
TID_HOLIDAY_PARTY_FRANK_SHOP,فرانك\nرأس السنة
TID_CHALLENGE_BUY_LIVES_CONFIRM_TITLE,أتريد المزيد من المحاولات؟
TID_CHALLENGE_BUY_LIVES_POPUP,قم بشراء <NUM> من المحاولات الإضافية لمتابعة التحدي!
TID_CHALLENGE_OVER_BUY_ATTEMPTS_INFO,لقد نفذت محاولاتك.\n\nيمكنك شراء محاولات إضافية إذا أردت متابعة التحدي.
TID_CHALLENGE_OVER_BUY_ATTEMPTS_BUY,شراء <NUM> من المحاولات
TID_CTF_9,الهدايا الضائعة
TID_KING_OF_HILL_32,أرض الغرائب
TID_KING_OF_HILL_33,الأزيز
TID_TRUE_GOLD_TICK_SKIN,تيك الذهب الخالص
TID_TRUE_GOLD_TICK_SKIN_SHOP,تيك\nالذهب الخالص
TID_TRUE_GOLD_CROW_SKIN,كرو الذهب الخالص
TID_TRUE_GOLD_CROW_SKIN_SHOP,كرو\nالذهب الخالص
TID_TRUE_GOLD_DARRYL_SKIN,داريل الذهب الخالص
TID_TRUE_GOLD_DARRYL_SKIN_SHOP,داريل\nالذهب الخالص
TID_TRUE_GOLD_TARA_SKIN,تارا الذهب الخالص
TID_TRUE_GOLD_TARA_SKIN_SHOP,تارا\nالذهب الخالص
TID_TRUE_GOLD_JESSIE_SKIN,جيسي الذهب الخالص
TID_TRUE_GOLD_JESSIE_SKIN_SHOP,جيسي\nالذهب الخالص
TID_WARRIOR_BO_SKIN,بو المحارب
TID_WARRIOR_BO_SKIN_SHOP,بو\nالمحارب
TID_GOLDRUSH_35C,سد الفيضان
TID_TRUE_SILVER_TICK_SKIN,تيك الفضة الخالصة
TID_TRUE_SILVER_TICK_SKIN_SHOP,تيك\nالفضة الخالصة
TID_TRUE_SILVER_CROW_SKIN,كرو الفضة الخالصة
TID_TRUE_SILVER_CROW_SKIN_SHOP,كرو\nالفضة الخالصة
TID_TRUE_SILVER_DARRYL_SKIN,داريل الفضة الخالصة
TID_TRUE_SILVER_DARRYL_SKIN_SHOP,داريل\nالفضة الخالصة
TID_TRUE_SILVER_TARA_SKIN,تارا الفضة الخالصة
TID_TRUE_SILVER_TARA_SKIN_SHOP,تارا\nالفضة الخالصة
TID_TRUE_SILVER_JESSIE_SKIN,جيسي الفضة الخالصة
TID_TRUE_SILVER_JESSIE_SKIN_SHOP,جيسي\nالفضة الخالصة
TID_EMOTE_BUNDLE_BRALWMAS_GIFT,هدية تعبيرات احتفالات نهاية العام
TID_EMOTE_BUNDLE_BRALWMAS_PACK,تعبيرات احتفالات نهاية العام
TID_MAP_EDITOR_LEGAL_WARNING_TITLE,تنبيه مهم
