TID,TH
TID_ACCESSORY_BOW_TOTEM_DESC,โบวางรูปสลักที่จะช่วยเพิ่มอัตราการชาร์จท่าไม้ตายของพันธมิตรขึ้นอีก <c00cc00><VALUE1></c>% รูปสลักจะสูญเสียพลังชีวิตอย่างช้าๆ เมื่อเวลาผ่านไป
TID_ACCESSORY_PRIMO_GRAB_DESC,เอล ปริโม่คว้าศัตรูที่อยู่ใกล้ที่สุดในระยะและจับพาดบนไหล่อย่างง่ายดายราวกลับด้านแพนเค้ก
TID_ACCESSORY_MORTIS_SWING_DESC,มอร์ติสหมุนพลั่ว ฟาดศัตรูรอบตัว และสร้างความเสียหาย <c00cc00><VALUE1></c> หน่วย
TID_ACCESSORY_TARA_VISION_DESC,ทาร่าและพันธมิตรสามารถมองเห็นศัตรูทั้งหมดเป็นเวลา <c00cc00><VALUE1></c> วินาที แม้พวกเขาจะอยู่ในพุ่มไม้ก็ตาม
TID_ACCESSORY_POCO_REGEN_DESC,โปโค่และพันธมิตรใกล้ๆ ทั้งหมดฟื้นคืนพลังชีวิต <c00cc00><VALUE1></c> หน่วยต่อวินาทีเป็นเวลา <c00cc00><VALUE2></c> วินาที
TID_ACCESSORY_SNIPER_HANDGUN_DESC,ไพเพอร์ยิงกระสุนป้องกันตัวใส่ศัตรูที่ใกล้ที่สุดและสร้างความเสียหาย <c00cc00><VALUE2></c> หน่วย ทั้งยังผลักศัตรูไปด้านหลังและทำให้เคลื่อนไหวช้าลงไปพร้อมกันอีกด้วย
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC,มิสเตอร์พีบัฟหุ่นบ๋อยตัวปัจจุบันโดยเพิ่มความเสียหาย <c00cc00><VALUE1></c> หน่วย และพลังชีวิต <c00cc00><VALUE2></c> หน่วย
TID_ACCESSORY_SANDY_SLEEP_DESC,แซนดี้หลับเป็นเวลา <c00cc00><VALUE1></c> วินาทีเพื่อเพิ่มพลังชีวิตจนเต็ม
TID_ACCESSORY_BEE_SNIPER_SLOW_DESC,บีทริซทิ้งรวงผึ้งเหนียวหนึบ น้ำผึ้งจะทำให้ศัตรูที่เหยียบโดนเคลื่อนที่ได้ช้าลง
TID_ACCESSORY_BULL_HEAL_DESC,บูลฟื้นคืนพลังชีวิต <c00cc00><VALUE1></c> หน่วยในทันที
TID_ACCESSORY_GUNSLINGER_RELOAD_DESC,โคลท์บรรจุกระสุน <c00cc00><VALUE1></c> นัดในทันที
TID_ACCESSORY_MUMMY_PUSH_DESC,เอมซ์ผลักศัตรูรอบตัวทั้งหมดให้กระเด็นไปด้านหลัง พร้อมสร้างความเสียหาย <c00cc00><VALUE1></c> หน่วย
TID_ACCESSORY_NINJA_FAKE_DESC,ลีออนสร้างภาพร่างโคลนลวงตาทำให้ศัตรูสับสน
TID_ACCESSORY_BASEBALL_HEAL_DESC,บีบีฟื้นคืนพลังชีวิต <c00cc00><VALUE1></c> หน่วยต่อวินาทีเป็นเวลา <c00cc00><VALUE2></c> วินาที
TID_ACCESSORY_GROW_BUSH,ไฟปลูกต้นไม้
TID_ACCESSORY_CROW_SHIELD,บูสเตอร์ป้องกัน
TID_ACCESSORY_WALLY_HEAL,เครื่องตัดหญ้า
TID_ACCESSORY_ROCKET_JUMP,สายรัดจรวด
TID_ACCESSORY_RICO_SHOOT_AROUND,เครื่องยิงลูกบอล
TID_ACCESSORY_CACTUS_SHOOT_AROUND,หมอนปักเข็มพองโต
TID_ACCESSORY_ARTILLERY_DESTROY_PET,ตัวจุดระเบิดแบบพกพา
TID_ACCESSORY_PET_SLAM,อุ้งเท้าหมี
TID_ACCESSORY_BARKEEP_SLOW,น้ำเชื่อมเหนียวหนึบ
TID_ACCESSORY_JESSIE_SLOW,หัวเทียน
TID_ACCESSORY_GENE_PUSH,ตะเกียงผลัก
TID_ACCESSORY_TICK_EXTRA_MINES,ระเบิดอลหม่าน
TID_ACCESSORY_MAX_DASH,วงจรเลื่อนเฟส
TID_ACCESSORY_SHELLY_DASH,เครื่องพุ่งฉิ่ว
TID_ACCESSORY_DRILLER_SPEED_BOOST,บูสเตอร์อัดอากาศ
TID_ACCESSORY_TOWER_BURST_HEAL,เครื่องคุมสัญญาณพัลส์
TID_ACCESSORY_TNT_SPIN,เครื่องหมุนปั่นป่วน
TID_ACCESSORY_TELEPORT_TO_PET,เครื่องย้ายสสาร
TID_ACCESSORY_BARREL_SPIN,เครื่องหมุนถอยหลัง
TID_ACCESSORY_FRANK_CC_IMMUNITY,ระบบกำจัดเสียงรบกวน
TID_ACCESSORY_CARL_TRAIL,เครื่องดีดหินร้อน
TID_ACCESSORY_BOW_TOTEM,รูปสลักศักดิ์สิทธิ์
TID_ACCESSORY_PRIMO_GRAB,ซูเพล็กซ์เสริมพลัง
TID_ACCESSORY_MORTIS_SWING,คอมโบควงหมุน
TID_ACCESSORY_TARA_VISION,เครื่องรางเสริมพลังจิต
TID_ACCESSORY_POCO_REGEN,ส้อมเสียง
TID_ACCESSORY_SNIPER_HANDGUN,เครื่องเล็งอัตโนมัติ
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE,กระดิ่งหุ่นบ๋อย
TID_ACCESSORY_SANDY_SLEEP,เครื่องกระตุ้นการหลับ
TID_ACCESSORY_BEE_SNIPER_SLOW,กากน้ำผึ้ง
TID_ACCESSORY_BULL_HEAL,ยาเสริมโปรตีน
TID_ACCESSORY_GUNSLINGER_RELOAD,เครื่องบรรจุกระสุนด่วน
TID_ACCESSORY_MUMMY_PUSH,กำไลเพื่อนรัก
TID_ACCESSORY_NINJA_FAKE,เครื่องฉายร่างโคลน
TID_ACCESSORY_BASEBALL_HEAL,บูสเตอร์วิตามิน
TID_KAKAO_TEAM_INVITE,เชิญ
TID_KAKAO_TEAM_INVITING,กำลังเชิญ
TID_KAKAO_TEAM_INVITED_SUCCESS,ส่งคำเชิญทีมแล้ว!
TID_KAKAO_TEAM_INVITED_FAILED_DISABLED,คำเชิญล้มเหลว ผู้เล่นไม่รับข้อความ!
TID_KAKAO_TEAM_INVITED_FAILED_DAILY_LIMIT,คำเชิญล้มเหลว การเชิญประจำวันถึงขีดจำกัดแล้ว!
TID_KAKAO_TEAM_INVITED_FAILED_MONTHLY_LIMIT,คำเชิญล้มเหลว การเชิญรายเดือนสำหรับผู้เล่นคนนี้ถึงขีดจำกัดแล้ว!
TID_KAKAO_TEAM_INVITED_FAILED_GENERIC,คำเชิญล้มเหลว ลองใหม่อีกครั้ง!
TID_MUTE_FREE_TEXT_CHAT,ปิดข้อความแชต:
TID_QUICK_MESSAGE_LETS_CHAT,ต้องการแชตหรือไม่?
TID_FAMILY_FRIENDLY,เหมาะกับเยาวชน
TID_CLAN_INFO_FF_NOTICE,การตั้งค่านี้ไม่สามารถเปลี่ยนแปลงได้ในภายหลัง
TID_CLAN_INFO_FF_INFO,เมื่อตั้งค่าคลับของคุณให้\nเหมาะกับเยาวชนเท่ากับว่าคุณอนุญาตผู้เล่นทุกวัยให้เข้าร่วมคลับได้
TID_CLAN_INFO_FF_NOTICE_ON_OFF,หากคุณเปิดการตั้งค่า คุณไม่สามารถเลือกปิดการตั้งค่าได้ในภายหลัง
TID_SETTINGS_AGE_TITLE,ตั้งค่าอายุ
TID_POPUP_AGE_TITLE,แจ้งวันเกิดของคุณ
TID_POPUP_AGE_CONTINUE,ไปต่อ
TID_POPUP_AGE_DAY,วัน
TID_POPUP_AGE_MONTH,เดือน
TID_POPUP_AGE_YEAR,ปี
TID_TEAM_SETTING_ACCESSORIES,ใช้อุปกรณ์เสริม
TID_FREE_TEXT_CHAT_MUTED,ปิดข้อความแชตแล้ว
TID_PSG_SHELLY_SKIN,เชลลี่ PSG
TID_PSG_SHELLY_SKIN_SHOP,เชลลี่\nPSG
TID_COACH_MIKE_SKIN,โค้ชไมค์
TID_COACH_MIKE_SKIN_SHOP,โค้ช\nไมค์
TID_MASCOT_DARRYL_SKIN,มาสค็อตดารีล
TID_MASCOT_DARRYL_SKIN_SHOP,มาสค็อต\nดารีล
TID_HORUS_BO_SKIN,โบ เทพเจ้าฮอรัส
TID_HORUS_BO_SKIN_SHOP,โบ\nเทพเจ้าฮอรัส
TID_TANUKI_JESSIE_SKIN,ทานูกิเจสซี่
TID_TANUKI_JESSIE_SKIN_SHOP,ทานูกิ\nเจสซี่
TID_BLACK_BUNNY_PENNY_SKIN,เพนนี กระต่ายสีดำ
TID_BLACK_BUNNY_PENNY_SKIN_SHOP,เพนนี\nกระต่ายสีดำ
TID_COLLEGE_EMZ_SKIN,นักศึกษาเอมซ์
TID_COLLEGE_EMZ_SKIN_SHOP,นักศึกษา\nเอมซ์
TID_IAP_PSG_WEEKEND,PSG สุดสัปดาห์
TID_IAP_APRIL20_0,ต้อนรับเดือนเมษายน!
TID_IAP_GOLDENWEEK20,โกลเด้นวีค
TID_IAP_APRIL20_1,เล็กน้อยไม่ด้อยค่า
TID_IAP_APRIL20_2,มีแต่เหรียญเต็มไปหมด
TID_BALL_30,สนามประลองกาแล็คซี่
TID_BALL_31,กระทบไหล่
TID_BALL_32,ตัดชิงบอล
TID_BALL_33,สนามกลาง
TID_BALL_34,หาดทรงโค้ง
TID_BATTLE_ROYALE_44,ทะเลสาบพันบ่อ
TID_ACCESSORY_BLOCKED_PORTER_ALREADY_PROMOTED,บัฟหุ่นบ๋อยไปแล้ว!
TID_ACCESSORY_BLOCKED_TARGET_ALREADY_ACTIVE,เป้าหมายใช้งานอยู่แล้ว!
TID_ACCESSORY_BLOCKED_FULL_AMMO,กระสุนเต็มอยู่แล้ว!
TID_ENTER_BIRTHDAY_BUTTON,ป้อนวันเกิด
TID_FREE_TEXT_CHAT_MUTED_OTHER,ผู้เล่นอีกคนปิดข้อความแชต
TID_FREE_TEXT_CHAT_MUTED_LFG,ข้อความแชตจะปิดเมื่อใช้ฟีเจอร์ค้นหาทีม
TID_FREE_TEXT_CHAT_MUTED_YOU,คุณได้ปิดข้อความแชตแล้ว ไปยังเมนูผู้เล่นออนไลน์เพื่อเปิดแชต
TID_SKIN_INFO_CAMPAIGN_6_NOT_AVAILABLE,PSG
TID_KAKAO_TEAM_INVITED,เชิญแล้ว
TID_ACCESSORY_CHARGES_PER_MATCH,ชาร์จต่อแมตช์: <NUM>
TID_SKIN_INFO_CAMPAIGN_7_NOT_AVAILABLE,สกิน Supercell Make\n\nคอนเซ็ปต์โดย:\n<cff8000><CREDIT></c>
TID_CLAN_CANNOT_JOIN_NON_FF_CLAN,ไม่สามารถเข้าร่วมคลับที่ไม่เหมาะกับเยาวชนได้
TID_ALLIANCE_FF_FAILED_NO_RIGHTS,มีเพียงประธานคลับเท่านั้นที่สามารถตั้งค่าคลับเป็นเหมาะกับเยาวชนได้
TID_QQ_LOGIN_BUTTON,ล็อกอิน QQ
TID_WECHAT_LOGIN_BUTTON,ล็อกอิน WeChat
TID_GUEST_LOGIN_BUTTON,ล็อกอินผู้เยี่ยมชม
TID_WECHAT_LOGGED_IN,เชื่อมต่อกับ WeChat แล้ว
TID_QQ_LOGGED_IN,เชื่อมต่อกับ QQ แล้ว
TID_WECHAT_LOGOUT_BUTTON,ล็อกเอาท์
TID_WECHAT_NOT_INSTALLED,คุณยังไม่ได้ติดตั้ง WeChat
TID_SHARE_DIALOG_TITLE,แบ่งปัน
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE,บัญชีเกมใหม่
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM,ความคืบหน้าปัจจุบันของคุณเชื่อมต่ออยู่กับบัญชีอื่น! แน่ใจหรือไม่ว่าคุณต้องการล็อกอินและสร้างเกมใหม่ด้วยบัญชี QQ/WeChat นี้?
TID_TENCENT_BOUND_TO_OTHER_ACCOUNT,คุณต้องการโหลดความคืบหน้าของ <name> ที่มีถ้วยรางวัล <trophies> ถ้วยหรือไม่?
TID_INFO_POP_UP_IAP_NOTE_TENCENT,Brawl Stars เป็นเกมแบบเล่นฟรี แต่คุณสามารถคืบหน้าได้เร็วขึ้นด้วยการซื้อในแอป
TID_MULTIDEVICE_INFO_TENCENT,เพื่อเล่นบนอุปกรณ์ Android หลายเครื่อง ลงชื่อเข้าใช้ด้วยบัญชี WeChat หรือ QQ เดียวกัน
TID_LINK_SAME_PLATFORM_TITLE_TENCENT,ซิงค์กับบัญชีของคุณ
TID_LINK_SAME_PLATFORM_TENCENT,เพื่อเล่นบนอุปกรณ์หลายเครื่อง โปรดดูให้แน่ใจว่าคุณได้ลงชื่อเข้าใช้บัญชี WeChat หรือ QQ ของคุณในการตั้งค่าของเกม\n\nจากนั้น ลงชื่อเข้าใช้บัญชี WeChat หรือ QQ เดียวกันในอุปกรณ์อื่นๆ ความคืบหน้าของคุณจะซิงค์กันโดยอัตโนมัติ
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT,ความคืบหน้าปัจจุบันของคุณเชื่อมต่อกับบัญชีที่คุณลงชื่อเข้าใช้ถาวรแล้ว\n\nเนื่องจากมีความคืบหน้าแล้ว (เลเวล <level> หรือมีการสั่งซื้อ) คุณไม่สามารถบันทึกทับความคืบหน้านี้ได้
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT,เพื่อเล่นบนอุปกรณ์ Android เครื่องอื่น ดาวน์โหลด Brawl Stars จาก Tencent Store และลงชื่อเข้าใช้ด้วยบัญชี WeChat หรือ QQ เดียวกัน\n\nความคืบหน้าของคุณจะซิงค์โดยอัตโนมัติ
TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT,เพิ่มเพื่อน Brawl Stars จากประวัติผู้เล่นของพวกเขา เพื่อนใน WeChat หรือ QQ จะปรากฏโดยอัตโนมัติเมื่อล็อกอิน
TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT,Brawl Stars เป็นเกมแบบเล่นฟรี แต่คุณสามารถคืบหน้าได้เร็วขึ้นด้วยการซื้อในแอป แตะตกลงเพื่อยอมรับเงื่อนไขและนโยบายความเป็นส่วนตัวของเรา
TID_POPUP_CONFLICTING_ACCOUNT_TITLE,บัญชีขัดแย้งกัน
TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT,บัญชีที่คุณพยายามล็อกอินเป็นคนละบัญชีกับที่บันทึกไว้ เปลี่ยนเป็นบัญชีปัจจุบันหรือไม่?
TID_BUTTON_CONFLICTING_ACCOUNT_YES,ใช่ เปลี่ยนเป็นบัญชีปัจจุบัน
TID_BUTTON_CONFLICTING_ACCOUNT_NO,ไม่ ใช้บัญชีดั้งเดิม
TID_TENCENT_AUTH_EXPIRED,การยืนยันตัวตนหมดอายุ กรุณาล็อกอินใหม่อีกครั้ง
TID_BLOWER,เกล
TID_BLOWER_SHORT_DESC,ตัวลดค่าสถานะ
TID_BLOWER_DESC,เกลคือช่างซ่อมบำรุงผู้ไม่เคยเหนื่อยล้าและทำงานโดยไม่พักผ่อน เขาใช้เครื่องเป่าลมยิงศัตรูด้วยด้วยลมและหิมะ ส่วนท่าไม้ตายของเขาคือการผลักศัตรูไปด้านหลังด้วยพายุหิมะ!
TID_BLOWER_WEAPON,ลมวนขั้วโลก
TID_BLOWER_WEAPON_DESC,เกลยิงกำแพงหิมะขนาดใหญ่ใส่ศัตรูของเขา!
TID_BLOWER_ULTI,พลังลมเกล!
TID_BLOWER_ULTI_DESC,เกลปล่อยกระแสลมและหิมะรุนแรงและผลักศัตรูทุกคนที่อยู่ในทิศทาง
TID_SPEC_ABI_BLOWER_1,ลมกระโชกแรง
TID_SPEC_ABI_BLOWER_1_DESC,ตอนนี้ท่าไม้ตายของเกลจะสตันศัตรูเป็นเวลา <c00cc00><VALUE1></c> วินาทีหากศัตรูถูกผลักไปติดสิ่งกีดขวาง
TID_SPEC_ABI_BLOWER_2,หิมะหนาวเหน็บ
TID_SPEC_ABI_BLOWER_2_DESC,ตอนนี้ลูกบอลหิมะของเกลจะทำให้คู่ต่อสู้ช้าลงเป็นเวลา <c00cc00><VALUE1></c> วินาที
TID_CONTROLLER,นานิ
TID_CONTROLLER_SHORT_DESC,นักแม่นปืน
TID_CONTROLLER_DESC,นานิรักพวกพ้องและคอยปกป้องดูแลเป็นอย่างดี เธอจัดการกับผู้คุกคามด้วยการยิงหลายทิศทาง และท่าไม้ตายของนานิทำให้เธอสามารถเรียกเพื่อนรักนาม ปิ๊ป ออกมาช่วยระเบิดตู้มต้ามได้!
TID_CONTROLLER_WEAPON,กระสุนตรีโกณมิติ
TID_CONTROLLER_WEAPON_DESC,นานิยิงลูกบอลไฟ 3 ลูกซึ่งเคลื่อนที่ไปคนละทิศทางก่อนจะมาบรรจบพุ่งใส่เป้าหมายที่เล็งไว้
TID_CONTROLLER_ULTI,ระบบทำลายตัวเอง
TID_CONTROLLER_ULTI_DESC,นานิเข้าควบคุมปิ๊ปแบบระยะไกล แล้วพาเข้าพุ่งชนพร้อมระเบิดศัตรูเมื่อสัมผัส!
TID_SPEC_ABI_CONTROLLER_1,โฟกัสอัตโนมัติ
TID_SPEC_ABI_CONTROLLER_1_DESC,ปิ๊ปสร้างความเสียหายเพิ่มเติม <c00cc00><VALUE1></c> หน่วยขึ้นอยู่กับระยะทางที่เขาเคลื่อนที่
TID_SPEC_ABI_CONTROLLER_2,เหล็กกล้าทนทาน
TID_SPEC_ABI_CONTROLLER_2_DESC,นานิได้รับความเสียหายลดลง <c00cc00><VALUE1>%</c> ระหว่างเปิดใช้ท่าไม้ตาย
TID_EDIT_CONTROLS,แก้ไขการควบคุม
TID_EDIT_SAVE,บันทึก
TID_EDIT_MOVEMENT,การเคลื่อนไหว
TID_EDIT_ATTACK,การโจมตี
TID_EDIT_REVERT,รีเซ็ต
TID_EDIT_SCALE,ขนาด
TID_EDIT_HINT_DRAG,ลากแป้นควบคุมเพื่อเปลี่ยนตำแหน่ง
TID_EDIT_HINT_PROPS,ใช้แถบสไลด์เพื่อเปลี่ยนขนาด
TID_EDIT_FIXED_JOYSTICK,ล็อคแป้นควบคุมการเคลื่อนไหว
TID_YOOZOO_LOGIN_AGREEMENT,ฉันได้อ่านและยอมรับ <UA> และ <PP>
TID_YOOZOO_LOGIN_UA,ข้อตกลงในการใช้บริการ
TID_YOOZOO_LOGIN_PP,นโยบายความเป็นส่วนตัว
TID_YOOZOO_LOGIN_BUTTON,ล็อกอิน
TID_YOOZOO_LOGIN_DESC,本网络游戏适合年满12周岁以上的用户使用，\n请您确认已如实进行实名认证。为了您的健康，请合理控制游戏时间。\n健康游戏忠告 抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当\n适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活
TID_SETTINGS_LOGOUT_BUTTON,ล็อกเอาท์
TID_ACCESSORY_BLOWER_TRAMPOLINE,สปริงดีดตัว
TID_ACCESSORY_BLOWER_TRAMPOLINE_DESC,เกลวางแผ่นดีดตัวลงบนพื้น ส่งทั้งเพื่อนและศัตรูลอยขึ้นไปในอากาศ
TID_ACCESSORY_CONTROLLER_EXPLODE,เครื่องวาร์ป
TID_ACCESSORY_CONTROLLER_EXPLODE_DESC,นานิปลดชนวนระเบิดปิ๊ป\nและวาร์ปไปยังตำแหน่งสุดท้ายที่ปิ๊ปอยู่
TID_ACCESSORY_BLOCKED_MISSING_GUIDED_PROJECTILE,ไม่สามารถเปิดใช้ท่าไม้ตายได้!
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING,เนื่องจากคุณยังไม่ได้ยืนยันชื่อจริง คุณจึงอยู่ภายใต้ข้อจำกัดของระบบป้องกันการติดเกม คุณเหลือเวลาเล่นเกม <MINS> นาทีสำหรับวันนี้
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING,เนื่องจากคุณยังเป็นเยาวชน คุณจึงอยู่ภายใต้ข้อจำกัดของระบบป้องกันการติดเกม คุณเหลือเวลาเล่นเกม <MINS> นาทีสำหรับวันนี้
TID_ANTIADDICTION_WARNING_TITLE,คำเตือน
TID_SETTINGS_SOCIAL_TITLE_YOOZOO,Yoozoo
TID_SETTINGS_SOCIAL_TITLE_TENCENT,โซเชียล
TID_SETTINGS_BUTTON_YOOZOO_LOGOUT,ล็อกเอาท์
TID_SETTINGS_BUTTON_QQ_LOGIN,ล็อกอิน QQ
TID_SETTINGS_BUTTON_WECHAT_LOGIN,ล็อกอิน WeChat
TID_SETTINGS_WECHAT_LOGGED_IN,เชื่อมต่อกับ WeChat แล้ว
TID_SETTINGS_QQ_LOGGED_IN,เชื่อมต่อกับ QQ แล้ว
TID_SETTINGS_BUTTON_WECHAT_LOGOUT,ล็อกเอาท์
TID_SETTINGS_BUTTON_QQ_LOGOUT,ล็อกเอาท์
TID_SETTINGS_WECHAT_NOT_INSTALLED,คุณยังไม่ได้ติดตั้ง WeChat
TID_BRAWL_PASS_BUTTON,Brawl Pass
TID_ACCESSORY_BLOCKED_INVALID_SPAWN_POSITION,ไม่สามารถวางอุปกรณ์เสริมตรงนี้!
TID_TENCENT_MULTIPLE_LOGINS,คุณสามารถล็อกอินได้บัญชีเดียวในแต่ละครั้งเท่านั้น กรุณาล็อกเอาท์ออกก่อน
TID_TENCENT_CONFIRM_LOG_OUT_TITLE,ล็อกเอาท์
TID_TENCENT_CONFIRM_LOG_OUT,คุณต้องการล็อกเอาท์ออกจากบัญชีปัจจุบันหรือไม่?
TID_API_TOKEN_COPIED,คัดลอก API Token ไปยังคลิปบอร์ดแล้ว
TID_API_TOKEN_COPY,API Token:\n<TOKEN>
TID_API_TOKEN_SHOW,API Token
TID_BOXES_EXTRA_INFO,ซื้อกล่องประจำวัน <AMOUNT> กล่อง จำกัดจำนวนที่ <MAX> กล่อง
TID_BRAWL_BOX_INFO_LIMIT,\n\nซื้อกล่องประจำวันแล้ว: <AMOUNT> กล่อง จำกัดจำนวนที่ <MAX> กล่อง
TID_YOOZOO_ORDER_DELIVERY_FAILED,หากการซื้อสินค้าล้มเหลว กรุณาติดต่อความช่วยเหลือและการสนับสนุนเพื่อแก้ปัญหา
TID_CHINESE_APP_STORE_CONFLICT_MESSAGE,此微信/QQ账号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ账号重新开始游戏，请从游戏内联系Supercell玩家支持团队。
TID_IAP_SC10_1,ข้อเสนอครบรอบ
TID_IAP_SC10_2,ข้อเสนอครบรอบ
TID_IAP_0620,ต้อนรับเดือนมิถุนายน!
TID_IAP_0720,ต้อนรับเดือนกรกฎาคม!
TID_IAP_0520C,คุ้มจุใจ
TID_IAP_0620C,ฉลองเปิดเกมในจีน
TID_IAP_0620D,ฉลองเปิดเกมในจีน
TID_IAP_MS20_1,สุขสันต์หน้าร้อน!
TID_IAP_MS20_2,สุขสันต์หน้าร้อน!
TID_IAP_MS20_3,สุขสันต์หน้าร้อน!
TID_IAP_COINS_0620,แพ็คเหรียญสุดคุ้ม
TID_HOMEPAGE_GUIDE_START_BATTLE_1,แตะที่นี่เพื่อเริ่มการต่อสู้!
TID_HOMEPAGE_GUIDE_COLLECT_TR_1,คุณได้รับรางวัลจากถนนถ้วยรางวัล!\nแตะที่นี่เพื่อรับรางวัล
TID_HOMEPAGE_GUIDE_UPGRADE_SHELLY_1,มาเรียนวิธีอัปเกรดบรอว์เลอร์\nแตะที่นี่เพื่อเริ่ม!
TID_HOMEPAGE_GUIDE_COLLECT_TR_2,คุณปลดล็อคบรอว์เลอร์ใหม่!\nแตะที่นี่เพื่อรับ
TID_HOMEPAGE_GUIDE_START_SELECT_NITA,ตอนนี้เลือกบรอว์เลอร์ใหม่ของคุณโดยแตะที่นี่!
TID_HOMEPAGE_GUIDE_START_BRAWL_PASS,ขั้น Brawl Pass ปลดล็อคแล้ว! แตะที่นี่เพื่อรับรางวัล!
TID_HOMEPAGE_GUIDE_START_BATTLE_2,ตอนนี้ มาลองอัปเกรดด้วยการต่อสู้อีกครั้ง!
TID_HOMEPAGE_GUIDE_SHOP_FREE,คุณมีไอเท็มฟรีในร้านค้า\nแตะที่นี่เพื่อไปรับของตอนนี้!
TID_HOMEPAGE_GUIDE_ESPORTS_NEW,ทัวร์นาเมนต์ใหม่ปลดล็อคแล้ว\nแตะที่นี่เพื่อดูข้อมูลอีเวนท์!
TID_SKIN_INFO_CAMPAIGN_8_NOT_AVAILABLE,สกินนี้จะถูกย้ายไปยังคลังเก็บเร็วๆ นี้!
TID_SKIN_INFO_CAMPAIGN_9_NOT_AVAILABLE,สกินในคลังเก็บ - ไม่อยู่ในการหมุนเวียนสกินทั่วไป!
TID_SKIN_INFO_CAMPAIGN_10_NOT_AVAILABLE,Supercell อายุ 10 ปี
TID_SKIN_INFO_CAMPAIGN_11_NOT_AVAILABLE,Brawl Pass
TID_SKIN_INFO_CAMPAIGN_12_NOT_AVAILABLE,ยินดีต้อนรับประเทศจีน!
TID_HOMEPAGE_GUIDE_NEW_EVENT,ปลดล็อคอีเวนท์ใหม่แล้ว!
TID_HOMEPAGE_GUIDE_NEW_BRAWLER,ปลดล็อคบรอว์เลอร์ใหม่แล้ว!
TID_HOMEPAGE_GUIDE_QUESTS_UNLOCKED,ปลดล็อคเควสต์แล้ว!
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKABLE,ปลดล็อคคลับแล้ว!
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKED,พบคลับของคุณได้ที่นี่!
TID_HOMEPAGE_GUIDE_FIRST_MASTERY_REWARD,คุณได้ปลดล็อคขั้นความชำนาญใหม่สำหรับ <HERO> รับรางวัลของคุณไปสิ!
TID_BRAWL_PASS_SEASON_0,ตลาดบาซาร์ของทาร่า
TID_BRAWL_PASS_TAB_REWARDS,รางวัล
TID_BRAWL_PASS_TAB_QUESTS,เควสต์
TID_BRAWL_PASS_TAB_PAST_REWARDS,ฤดูกาลก่อนหน้า
TID_BRAWL_PASS_PREMIUM,Brawl Pass
TID_BRAWL_PASS_FREE,ฟรี
TID_BRAWL_PASS_BUY,เปิดใช้
TID_BRAWL_PASS_UNLOCK_ITEM_AT_TIER,ปลดล็อค <ITEM> ที่ขั้น <NUM>
TID_BRAWL_PASS_SEASON_HEADER,ฤดูกาล Brawl Pass
TID_QUEST_NEW_BATCH_IN,เควสต์ใหม่จะปลดล็อคใน:
TID_QUEST_NEW_DAILY_IN,เควสต์ประจำวันจะรีเฟรชใน:
TID_BRAWL_PASS_OLD_BOXES_BUTTON,เปิดกล่องเก่า
TID_BRAWL_PASS_TIER_INFO,ชิงโทเค็นเพื่อปลดล็อคขั้นนี้ คุณสามารถรับโทเค็นได้จากการต่อสู้หรือการทำเควสต์ให้เสร็จสิ้น
TID_BRAWL_PASS_TIER_SHORTCUT,ขั้น <NUM>: <REWARD>
TID_BRAWL_PASS_TAIL_TITLE,รางวัลโบนัส!
