TID,RU
TID_HERO_SCREEN_ITEM,ГАДЖЕТ
TID_HERO_SCREEN_STAR_POWER,ЗВЁЗДНАЯ СИЛА
TID_TYPE_AGE_GATE_EXT_URL_TITLE,ВНИМАНИЕ
TID_TYPE_AGE_GATE_EXT_URL_TEXT,Вы собираетесь покинуть Brawl Stars.
TID_NOTIFICATION_CC_STARTED,ИСПЫТАНИЕ ЧЕМПИОНАТА началось!
TID_NOTIFICATION_CC_ENDING,"ИСПЫТАНИЕ ЧЕМПИОНАТА скоро закончится, но ты всё ещё можешь победить!"
TID_NOTIFICATION_PSG_STARTED,"КУБОК PSG начался! Победи, чтобы получить бесплатный скин."
TID_NOTIFICATION_PSG_ENDING,"КУБОК PSG подходит к концу, но ты всё ещё можешь победить!"
TID_NOTIFICATION_CHALLENGE_STARTED,<CHALLENGE> началось!
TID_NOTIFICATION_CHALLENGE_ENDING,"<CHALLENGE> заканчивается, но ты ещё можешь успеть пройти его!"
TID_NOTIFICATION_COIN_RUSH,Доступна новая карта в ЗАХВАТЕ КРИСТАЛЛОВ. Выиграй новые награды!
TID_NOTIFICATION_ATTACK_DEFEND,Доступен режим ОГРАБЛЕНИЯ. Пришло время выиграть новые награды!
TID_NOTIFICATION_BOUNTY_HUNTER,Доступен режим НАГРАДЫ ЗА ПОИМКУ. Пришло время выиграть новые награды!
TID_NOTIFICATION_LASER_BALL,БРОУЛБОЛ: доступна новая карта! Вперёд за наградами!
TID_NOTIFICATION_BATTLE_ROYAL,Доступна новая карта в СТОЛКНОВЕНИИ. Продержись дольше всех!
TID_NOTIFICATION_BOSS,Началась БОЛЬШАЯ ИГРА. Шанс получить отличные награды!
TID_NOTIFICATION_COOP,Началась РОБОРУБКА. Победи ботов и получи награды!
TID_NOTIFICATION_RAID_BOSS,БОЙ С БОССОМ возвращается. Как далеко ты сможешь пройти?
TID_NOTIFICATION_ROBO_WARS,Доступен режим ОСАДЫ. Пришло время выиграть новые награды!
TID_NOTIFICATION_BOSS_RACE,ПЕРЕХВАТ: доступна новая карта! Вперёд за наградами!
TID_NOTIFICATION_LONE_STAR,ОДИНОКАЯ ЗВЕЗДА: доступна новая карта! Вперёд за наградами!
TID_NOTIFICATION_CTF,КРАЖА ПОДАРКОВ: доступна новая карта! Вперёд за наградами!
TID_NOTIFICATION_KING_OF_HILL,ГОРЯЧАЯ ЗОНА: доступна новая карта! Вперёд за наградами!
TID_NOTIFICATION_TOWN_CRUSHER,БОЙ С БОССОМ возвращается! Как далеко ты сможешь пройти?
TID_NOTIFICATION_MULTIPLE_MODES,Новых карт: <PARAM>. Выиграй новые награды!
TID_NOTIFICATION_CLUB_LEAGUE_EVENT_DAY_STARTED,Начался новый день событий ЛИГИ КЛУБОВ. Вперёд!
TID_FREE_BOX_AVAILABLE_0,Тебя ждёт награда!
TID_FREE_BOX_AVAILABLE_1,Можно получить награду!
TID_FREE_BOX_AVAILABLE_2,"Забери свою награду, пока она не пропала!"
TID_FREE_BOX_AVAILABLE_3,Тебя ждут награды!
TID_FREE_BOX_AVAILABLE_4,Забери свою награду!
TID_SEASON_ENDED_NOTI,Трофейная лига закончилась. Тебя ждут награды!
TID_KEY_BAR_FULL,Накоплено <PARAM> жетонов. Пора в бой!
TID_COME_BACK_NOTIFICATION_SMALL,Ещё один бой?
TID_COME_BACK_NOTIFICATION_MEDIUM,Ещё один бой?
TID_COME_BACK_NOTIFICATION_LARGE,Ещё один бой?
TID_POWER_PLAY_NOTIFICATION,В режиме СИЛОВОЙ ГОНКИ открылась карта «<PARAM>».
TID_NOTIFICATION_NEW_BRAWLER,<PARAM> уже в игре. Посмотри!
TID_NOTIFICATION_DOUBLE_TOKENS_STARTED,Началось событие с УДВОЕННЫМИ ЖЕТОНАМИ.
TID_NOTIFICATION_DOUBLE_COINS_STARTED,Началось событие c ЛАВИНОЙ МОНЕТ. Сражайся за монеты!
TID_A_OUT_OF_B,<VALUE_A>/<VALUE_B>
TID_ENTER_AGE_PROMPT,Укажите свой возраст
TID_ENTER_AGE_CONTINUE,ПОДТВЕРДИТЬ
TID_ENTER_AGE_GAMEPLAY,Это не повлияет на игровой процесс
TID_ENTER_AGE_TIP,"Воспользуйтесь ползунком, чтобы задать свой возраст."
TID_ENTER_AGE_TITLE,Добро пожаловать в Brawl Stars!
TID_ENTER_AGE_LEGAL,"Нажимая «ПОДТВЕРДИТЬ», вы принимаете следующее: <TOS> и <PP>."
TID_CHALLENGE_WON_TITLE,ПОБЕДА!
TID_CHALLENGE_REWARD_CLAIM,ЗАБРАТЬ
TID_BUTTON_INVITE_SNS,ПРИГЛАШЕНИЕ В КОМАНДУ
TID_OFFLINE_FRIENDS,"ПРИГЛАСИТЬ ДРУЗЕЙ, КОТОРЫЕ НЕ В СЕТИ"
TID_BATTLE_END_CHALLENGE_WIN_LABEL,ПОБЕДА!
TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO,Поздравляем! Ты выигрываешь Кубок PSG и становишься настоящим чемпионом броулбола!
TID_PSG_TEASER_TITLE,Начало уже скоро!
TID_PSG_TEASER_INFO,"Готовься к Кубку PSG!\n\nВыиграй бои (<WIN>) в режиме «Броулбол» и получи бесплатный скин «Шелли PSG»! Играй с друзьями или используй функцию поиска команды, чтобы повысить свои шансы на успех.\n\nИ помни, испытание продлится всего <DURATION> ч.!"
TID_ACCESSORY_BLOCKED_DEAD,Павший боец не может использовать гаджет!
TID_ACCESSORY_BLOCKED_NO_USES_LEFT,Все заряды использованы!
TID_ACCESSORY_BLOCKED_COOLDOWN,Для повторного использования гаджета нужно подождать!
TID_ACCESSORY_BLOCKED_CARRYING_ITEM,"Нельзя использовать, пока несёшь предмет!"
TID_ACCESSORY_BLOCKED_TARGET_MISSING,Цели отсутствуют!
TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR,Цель слишком далеко!
TID_ACCESSORY_BLOCKED_NO_AMMO,Не хватает боеприпасов!
TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL,"Нельзя активировать, пока несёшь мяч!"
TID_ACCESSORY_BLOCKED_MISSING_TURRET,Нельзя активировать без турели!
TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR,Турель слишком далеко!
TID_ACCESSORY_BLOCKED_MISSING_BEAR,Нельзя активировать без медведя!
TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR,Медведь слишком далеко!
TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE,В зоне действия нет врагов!
TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR,В зоне действия нет кустов!
TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE,В зоне действия нет носильщиков!
TID_ACCESSORY_BLOCKED_FULL_HEALTH,Здоровье уже на максимуме!
TID_ACCESSORY_BLOCKED_REQUIRES_BULLDOZER,Бульдозер должен быть активирован!
TID_ACCESSORY_BLOCKED_REQUIRES_WALL,Нужна действующая преграда!
TID_ACCESSORY_BLOCKED_ULTI_ALREADY_CHARGED,Супер уже заряжен!
TID_ACCESSORY_BLOCKED_MISSING_LOU_ULTI,На земле должен быть сироп!
TID_ACCESSORY_BLOCKED_MISSING_OPPONENT_IN_AREA,В сиропе нет противников!
TID_ACCESSORY_BLOCKED_REQUIRES_RAGE,Нужно больше ярости!
TID_ACCESSORY_BLOCKED_SUPER_REQUIRED,Нужен заряженный Супер!
TID_ACCESSORY_BLOCKED_REQUIRES_MECHA,Нужно активировать МЕХА-режим!
TID_ACCESSORY_BLOCKED_REQUIRES_DUPLICATE,Требуется эго Лолы!
TID_ACCESSORY_BLOCKED_DUPLICATE_TOO_FAR,Эго Лолы слишком далеко!
TID_ACCESSORY_BLOCKED_SILENCED,Заглушено!
TID_ACCESSORY_BLOCKED_RANGE_TO_TURRET,В зоне действия нет врагов!
TID_ACCESSORY_BLOCKED_MIND_CONTROL,Ты попадаешь под контроль!
TID_WALLY_SHORT_DESC,АРТИЛЛЕРИЯ
TID_WALLY_DESC,"Спраут был создан, чтобы сеять жизнь и любовь с помощью скачущих зернобомб. Его Супер создаёт преграду из кустов."
TID_WALLY_WEAPON,ЗЕРНОБОМБА
TID_WALLY_WEAPON_DESC,"Спраут бросает полный семян шар, который скачет по полю, а потом взрывается. Если шар задевает врага, то взрывается при контакте."
TID_WALLY_ULTI,ПРЕГРАДА
TID_WALLY_ULTI_DESC,"Спраут использует своё суперзерно, чтобы создать преграду из густой лозы, которая временно останавливает врагов."
TID_SPEC_ABI_WALLY_1,СВЕРХРОСТ
TID_SPEC_ABI_WALLY_1_DESC,Каждые <c00cc00><VALUE1></c> с. одна зернобомба взрывается с увеличенным радиусом поражения.
TID_SPEC_ABI_WALLY_2,ФОТОСИНТЕЗ
TID_SPEC_ABI_WALLY_2_DESC,"Спраут активирует щит, частично защищающий его от всех атак, пока он находится в кустах."
TID_DRILLER_SHORT_DESC,ТАНК
TID_DRILLER_DESC,"Джеки орудует отбойным молотком, сотрясая землю и врагов поблизости. Её Супер притягивает оказавшихся рядом противников, заставляя их глотать пыль."
TID_DRILLER_WEAPON,ЯМОБУР
TID_DRILLER_WEAPON_DESC,"Джеки запрыгивает на свой отбойный молоток, сотрясая землю вокруг. Любому врагу, подошедшему слишком близко, не поздоровится."
TID_DRILLER_ULTI,КОПАТЬ-КОЛОТИТЬ!
TID_DRILLER_ULTI_DESC,"Джеки бурит в земле яму, затягивая туда врагов, которым предстоит познакомиться с её отбойным молотком!"
TID_SPEC_ABI_DRILLER_1,КОНТРДРОБИЛКА
TID_SPEC_ABI_DRILLER_1_DESC,При получении урона Джеки превращает <c00cc00><VALUE1> %</c> урона в контратаку с помощью ямобура.
TID_SPEC_ABI_DRILLER_2,ЗАЩИТНАЯ КАСКА
TID_SPEC_ABI_DRILLER_2_DESC,Защитная каска Джеки снижает любой получаемый ею урон на <c00cc00><VALUE1> %</c>.
TID_ACCESSORY_GROW_BUSH_DESC,"Роза удобряет землю вокруг, и на ней сразу же вырастают кусты, служащие отличным прикрытием."
TID_ACCESSORY_CROW_SHIELD_DESC,"Ворон получает щит, снижающий урон на <c00cc00><VALUE1> %</c> в течение <c00cc00><VALUE2></c> с."
TID_ACCESSORY_WALLY_HEAL_DESC,"Спраут съедает куст, восстанавливая <c00cc00><VALUE1></c> очков здоровья."
TID_ACCESSORY_ROCKET_JUMP_DESC,"Брок взрывает землю под собой и взмывает ввысь. Взрыв наносит <c00cc00><VALUE1></c> ед. урона врагам, находящимся поблизости."
TID_ACCESSORY_RICO_SHOOT_AROUND_DESC,Рико стреляет во все стороны очередями пружинящих пуль.
TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC,"Спайк <c00cc00><VALUE1> р.</c> стреляет во все стороны иголками, каждая из которых наносит <c00cc00><VALUE2> ед.</c> урона."
TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC,"Пенни взрывает свою пушку, разрушая стены и нанося <c00cc00><VALUE1></c> ед. урона врагам, находящимся поблизости."
TID_ACCESSORY_PET_SLAM_DESC,"Нита приказывает медведю нанести по земле удар, оглушающий всех врагов в радиусе действия."
TID_ACCESSORY_BARKEEP_SLOW_DESC,"Барли разбивает бутылку липкой смеси, оставляя лужу, которая замедляет всех наступивших в неё врагов."
TID_ACCESSORY_JESSIE_SLOW_DESC,"Турель Джесси порождает ударную волну, замедляющую всех врагов, находящихся в зоне её действия."
TID_ACCESSORY_GENE_PUSH_DESC,"Всех врагов, находящихся рядом с Джином, отбрасывает назад. Если в зоне действия есть хоть один противник, Джин также восстановит <c00cc00><VALUE1></c> очк. здоровья."
TID_ACCESSORY_TICK_EXTRA_MINES_DESC,Во время следующей атаки количество мин Тика увеличивается до <c00cc00><VALUE1>.</c>
TID_ACCESSORY_MAX_DASH_DESC,Макс бросается вперёд. Во время броска она невосприимчива к любому урону.
TID_ACCESSORY_SHELLY_DASH_DESC,"Шелли делает бросок вперёд, преодолевая большее, чем обычно, расстояние."
TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC,Джеки получает заряд энергии и двигается на <c00cc00><VALUE1> %</c> быстрее в течение <c00cc00><VALUE2></c> с.
TID_ACCESSORY_TOWER_BURST_HEAL_DESC,"Лечебная турель Пэм даёт залп, восстанавливающий <c00cc00><VALUE1></c> очков здоровья самой Пэм и всем союзникам в радиусе действия турели."
TID_ACCESSORY_TNT_SPIN_DESC,"Динамайк бешено вращается, ускоряясь и разбрасывая вокруг себя динамит. Каждая динамитная шашка наносит врагам <c00cc00><VALUE1></c> ед. урона."
TID_ACCESSORY_TELEPORT_TO_PET_DESC,8-БИТ мгновенно телепортируется к усилителю урона.
TID_ACCESSORY_BARREL_SPIN_DESC,"Дэррил крутится вокруг своей оси, стреляя во всех направлениях. Каждый достигший цели выстрел наносит <c00cc00><VALUE1></c> ед. урона и заряжает его Супер на <c00cc00><VALUE2> %</c>!"
TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC,"Фрэнк прерывает любые действующие на него негативные эффекты и ненадолго становится невосприимчивым к оглушению, замедлению и отбрасыванию назад."
TID_ACCESSORY_CARL_TRAIL_DESC,"Следующий бросок кирки Карла оставляет за собой шлейф горячих камней! Прикоснувшихся к ним врагов охватывает огонь, постепенно нанося каждому <c00cc00><VALUE1></c> ед. урона."
TID_ACCESSORY_BOW_TOTEM_DESC,"Бо ставит тотем, который ускоряет зарядку Супера союзников на <c00cc00><VALUE1></c> %. Запас здоровья тотема постепенно убывает."
TID_ACCESSORY_PRIMO_GRAB_DESC,"Эль Примо хватает ближайшего врага и бросает его через плечо, словно пёрышко."
TID_ACCESSORY_MORTIS_SWING_DESC,"Мортис делает взмах лопатой, нанося всем врагам поблизости <c00cc00><VALUE1></c> ед. урона."
TID_ACCESSORY_TARA_VISION_DESC,"В течение <c00cc00><VALUE1></c> с. Тара и её союзники видят всех врагов — даже тех, кто в кустах!"
TID_ACCESSORY_POCO_REGEN_DESC,Поко и все союзники рядом с ним восстанавливают <c00cc00><VALUE1></c> очков здоровья в секунду в течение <c00cc00><VALUE2></c> с.
TID_ACCESSORY_SNIPER_HANDGUN_DESC,"Пайпер стреляет в ближайшего врага. Выстрел наносит <c00cc00><VALUE2></c> ед. урона, а также отбрасывает и замедляет противника."
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC,"Мистер П. усиливает носильщика, повышая его урон на <c00cc00><VALUE1></c> ед., а здоровье — на <c00cc00><VALUE2></c> очков."
TID_ACCESSORY_SANDY_SLEEP_DESC,Сэнди засыпает на <c00cc00><VALUE1></c> с. и полностью восстанавливает здоровье.
TID_ACCESSORY_BEE_SNIPER_SLOW_DESC,"Беа оставляет на поле боя улей, из которого вытекает лужа липкого мёда. Враги, наступившие в лужу, замедляются!"
TID_ACCESSORY_BULL_HEAL_DESC,Булл мгновенно восстанавливает <c00cc00><VALUE1></c> очков здоровья.
TID_ACCESSORY_GUNSLINGER_RELOAD_DESC,Кольт мгновенно перезаряжает револьверы <c00cc00><VALUE1></c> пулями.
TID_ACCESSORY_MUMMY_PUSH_DESC,"Эмз отбрасывает назад всех врагов вокруг себя, нанося им <c00cc00><VALUE1></c> ед. урона."
TID_ACCESSORY_NINJA_FAKE_DESC,"Леон создаёт своего двойника, чтобы сбить врагов с толку."
TID_ACCESSORY_BASEBALL_HEAL_DESC,Биби восстанавливает <c00cc00><VALUE1></c> очков здоровья в секунду в течение <c00cc00><VALUE2></c> с.
TID_ACCESSORY_GROW_BUSH,ФИТОЛАМПА
TID_ACCESSORY_CROW_SHIELD,УСИЛИТЕЛЬ ЗАЩИТЫ
TID_ACCESSORY_WALLY_HEAL,ЛАНДШАФТНЫЙ ДИЗАЙН
TID_ACCESSORY_ROCKET_JUMP,РЕАКТИВНЫЕ КРОССОВКИ
TID_ACCESSORY_RICO_SHOOT_AROUND,ШАРОМЁТ
TID_ACCESSORY_CACTUS_SHOOT_AROUND,ИГОЛЬНИЦА
TID_ACCESSORY_ARTILLERY_DESTROY_PET,КАРМАННЫЙ ДЕТОНАТОР
TID_ACCESSORY_PET_SLAM,МЕДВЕЖЬИ ЛАПЫ
TID_ACCESSORY_BARKEEP_SLOW,ЛИПКИЙ СИРОП
TID_ACCESSORY_JESSIE_SLOW,СВЕЧА ЗАЖИГАНИЯ
TID_ACCESSORY_GENE_PUSH,РАЗБИТАЯ ЛАМПА
TID_ACCESSORY_TICK_EXTRA_MINES,МИНОМАНИЯ
TID_ACCESSORY_MAX_DASH,ФАЗОРЕГУЛЯТОР
TID_ACCESSORY_SHELLY_DASH,ПЕРЕМОТКА
TID_ACCESSORY_DRILLER_SPEED_BOOST,ПНЕВМОУСИЛИТЕЛЬ
TID_ACCESSORY_TOWER_BURST_HEAL,ИМПУЛЬСНЫЙ МОДУЛЯТОР
TID_ACCESSORY_TNT_SPIN,СПИННЕР
TID_ACCESSORY_TELEPORT_TO_PET,ЧИТ-КАРТРИДЖ
TID_ACCESSORY_BARREL_SPIN,ПОВОРОТНОЕ УСТРОЙСТВО
TID_ACCESSORY_FRANK_CC_IMMUNITY,ШУМОПОДАВИТЕЛЬ
TID_ACCESSORY_CARL_TRAIL,КЛАПАН СБРОСА
TID_ACCESSORY_BOW_TOTEM,СУПЕРТОТЕМ
TID_ACCESSORY_PRIMO_GRAB,ПРОТЕИНОВЫЙ КОКТЕЙЛЬ
TID_ACCESSORY_MORTIS_SWING,КОМБО-СПИННЕР
TID_ACCESSORY_TARA_VISION,ХРУСТАЛЬНЫЙ ШАР
TID_ACCESSORY_POCO_REGEN,КАМЕРТОН
TID_ACCESSORY_SNIPER_HANDGUN,АВТОМАТИЧЕСКИЙ ПРИЦЕЛ
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE,ЗВОНОК
TID_ACCESSORY_SANDY_SLEEP,СНОТВОРНОЕ
TID_ACCESSORY_BEE_SNIPER_SLOW,МЕДОВАЯ ПАТОКА
TID_ACCESSORY_BULL_HEAL,СОЧНЫЙ СТЕЙК
TID_ACCESSORY_GUNSLINGER_RELOAD,УСТРОЙСТВО ДЛЯ ПЕРЕЗАРЯДКИ
TID_ACCESSORY_MUMMY_PUSH,ФРЕНДЗОНА
TID_ACCESSORY_NINJA_FAKE,КЛОНИРОВАНИЕ
TID_ACCESSORY_BASEBALL_HEAL,ВИТАМИНКА
TID_KAKAO_TEAM_INVITE,ПРИГЛАСИТЬ
TID_KAKAO_TEAM_INVITING,ПРИГЛАШЕНИЕ
TID_KAKAO_TEAM_INVITED_SUCCESS,Приглашение в команду отправлено.
TID_KAKAO_TEAM_INVITED_FAILED_DISABLED,Пригласить не удалось. Игрок не принимает сообщения.
TID_KAKAO_TEAM_INVITED_FAILED_DAILY_LIMIT,Пригласить не удалось. Достигнут дневной лимит приглашений.
TID_KAKAO_TEAM_INVITED_FAILED_MONTHLY_LIMIT,Пригласить не удалось. Достигнут месячный лимит приглашений этого игрока.
TID_KAKAO_TEAM_INVITED_FAILED_GENERIC,Пригласить не удалось. Попробуй позже.
TID_MUTE_FREE_TEXT_CHAT,Заглушить текстовый чат
TID_QUICK_MESSAGE_LETS_CHAT,Хочешь пообщаться в чате?
TID_FAMILY_FRIENDLY,СЕМЕЙНЫЙ
TID_CLAN_INFO_FF_NOTICE,Эту настройку потом нельзя будет изменить
TID_CLAN_INFO_FF_INFO,"Если сделать клуб семейным, то в него смогут вступать игроки любого возраста."
TID_CLAN_INFO_FF_NOTICE_ON_OFF,"Однажды включив этот параметр, его больше нельзя будет отключить."
TID_SETTINGS_AGE_TITLE,УКАЗАТЬ ВОЗРАСТ
TID_POPUP_AGE_TITLE,Дата рождения
TID_POPUP_AGE_CONTINUE,Продолжить
TID_POPUP_AGE_DAY,День
TID_POPUP_AGE_MONTH,Месяц
TID_POPUP_AGE_YEAR,Год
TID_TEAM_SETTING_ACCESSORIES,Использовать гаджеты
TID_FREE_TEXT_CHAT_MUTED,Текстовый чат заглушен
TID_PSG_SHELLY_SKIN,ШЕЛЛИ PSG
TID_PSG_SHELLY_SKIN_SHOP,ШЕЛЛИ PSG\n
TID_COACH_MIKE_SKIN,ТРЕНЕР МАЙК
TID_COACH_MIKE_SKIN_SHOP,ТРЕНЕР\nМАЙК
TID_MASCOT_DARRYL_SKIN,ТАЛИСМАН ДЭРРИЛ
TID_MASCOT_DARRYL_SKIN_SHOP,ТАЛИСМАН\nДЭРРИЛ
TID_HORUS_BO_SKIN,БО-ГОР
TID_HORUS_BO_SKIN_SHOP,БО-ГОР\n
TID_TANUKI_JESSIE_SKIN,ТАНУКИ ДЖЕССИ
TID_TANUKI_JESSIE_SKIN_SHOP,ТАНУКИ\nДЖЕССИ
TID_BLACK_BUNNY_PENNY_SKIN,ТЁМНАЯ ЗАЙКА ПЕННИ
TID_BLACK_BUNNY_PENNY_SKIN_SHOP,ТЁМНАЯ ЗАЙКА\nПЕННИ
TID_COLLEGE_EMZ_SKIN,СТУДЕНТКА ЭМЗ
TID_COLLEGE_EMZ_SKIN_SHOP,СТУДЕНТКА\nЭМЗ
TID_IAP_PSG_WEEKEND,PSG-ВЫХОДНЫЕ
TID_IAP_APRIL20_0,"ПРИВЕТ, АПРЕЛЬ!"
TID_IAP_GOLDENWEEK20,ЗОЛОТАЯ НЕДЕЛЯ
TID_IAP_APRIL20_1,"МЕНЬШЕ, ДА ЛУЧШЕ"
TID_IAP_APRIL20_2,ЗВОНКИЕ МОНЕТЫ
TID_BALL_30,Галактическая арена
TID_BALL_31,Плечом к плечу
TID_BALL_32,Хорошая выкройка
TID_BALL_33,Центр поля
TID_BALL_34,Кривой пляж
TID_BATTLE_ROYALE_44,Тысяча озёр
TID_ACCESSORY_BLOCKED_PORTER_ALREADY_PROMOTED,Носильщик уже усилен!
TID_ACCESSORY_BLOCKED_TARGET_ALREADY_ACTIVE,Цель уже активна!
TID_ACCESSORY_BLOCKED_FULL_AMMO,Патроны уже на максимуме!
TID_ENTER_BIRTHDAY_BUTTON,Введите дату рождения
TID_FREE_TEXT_CHAT_MUTED_OTHER,Текстовый чат заглушен у другого игрока
TID_FREE_TEXT_CHAT_MUTED_LFG,При поиске команды текстовый чат заглушается
TID_FREE_TEXT_CHAT_MUTED_YOU,Текстовый чат заглушён. Его можно снова включить в меню «Игроки в сети».
TID_SKIN_INFO_CAMPAIGN_6_NOT_AVAILABLE,PSG
TID_KAKAO_TEAM_INVITED,— ИГРОК ПРИГЛАШЁН
TID_ACCESSORY_CHARGES_PER_MATCH,Зарядов на матч: <NUM>.
TID_SKIN_INFO_CAMPAIGN_7_NOT_AVAILABLE,Скин Supercell Make\n\nИдея:\n<cff8000><CREDIT></c>
TID_CLAN_CANNOT_JOIN_NON_FF_CLAN,Можно вступать только в семейные клубы.
TID_ALLIANCE_FF_FAILED_NO_RIGHTS,Только президент клуба может сделать клуб семейным.
TID_QQ_LOGIN_BUTTON,Вход в QQ
TID_WECHAT_LOGIN_BUTTON,Вход в WeChat
TID_GUEST_LOGIN_BUTTON,Гостевой вход
TID_WECHAT_LOGGED_IN,Выполнен вход в WeChat
TID_QQ_LOGGED_IN,Выполнен вход в QQ
TID_WECHAT_LOGOUT_BUTTON,Выход
TID_WECHAT_NOT_INSTALLED,WeChat ещё не установлен
TID_SHARE_DIALOG_TITLE,Поделиться
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE,Новая игра
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM,Ваши достижения в игре привязаны к другой учётной записи! Вы точно хотите войти с этой учётной записью QQ/WeChat и начать новую игру?
TID_TENCENT_BOUND_TO_OTHER_ACCOUNT,Загрузить игровой прогресс игрока <name> (количество трофеев: <trophies>)?
TID_INFO_POP_UP_IAP_NOTE_TENCENT,"Brawl Stars — бесплатная игра, но вы можете ускорить её прохождение с помощью встроенных покупок."
TID_MULTIDEVICE_INFO_TENCENT,"Чтобы играть на другом устройстве Android, войдите с него в ту же учётную запись WeChat или QQ."
TID_LINK_SAME_PLATFORM_TITLE_TENCENT,Синхронизация учётной записи
TID_LINK_SAME_PLATFORM_TENCENT,"Чтобы играть на нескольких устройствах, войдите в учётную запись WeChat или QQ в настройках игры.\n\nПосле этого войдите в ту же учётную запись WeChat или QQ на другом устройстве. Синхронизация произойдёт автоматически."
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT,"Ваша игра уже привязана к учётной записи, с помощью которой вы вошли.\n\nИгру нельзя стереть или перезаписать, так как вы уже достигли <level>-го уровня или совершили покупку."
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT,"Чтобы играть на другом устройстве Android, скачайте Brawl Stars из магазина Tencent и войдите в ту же учётную запись WeChat или QQ.\n\nСинхронизация произойдёт автоматически."
TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT,"Добавляйте друзей в Brawl Stars прямо из профиля игрока. Друзья из WeChat или QQ появятся автоматически, когда вы выполните вход."
TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT,"Brawl Stars — бесплатная игра, но вы можете ускорить её прохождение с помощью встроенных покупок. Нажмите «OK», чтобы принять положения Условий пользования и Политики конфиденциальности."
TID_POPUP_CONFLICTING_ACCOUNT_TITLE,Конфликт учётных записей
TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT,"Учётная запись, в которую вы пытаетесь войти, отличается от учётной записи, сохранённой на этом устройстве. Переключиться на неё?"
TID_BUTTON_CONFLICTING_ACCOUNT_YES,"Да, переключиться."
TID_BUTTON_CONFLICTING_ACCOUNT_NO,"Нет, оставить существующую."
TID_TENCENT_AUTH_EXPIRED,"Истёк срок авторизации. Пожалуйста, войдите снова."
TID_BLOWER,ГЭЙЛ
TID_BLOWER_SHORT_DESC,КОНТРОЛЬ
TID_BLOWER_DESC,"Гэйл — мастер на все руки! Он атакует врагов широким потоком воздуха со снегом, а его Супер отбрасывает противников назад."
TID_BLOWER_WEAPON,ПОЛЯРНЫЙ ВИХРЬ
TID_BLOWER_WEAPON_DESC,Гэйл забрасывает врагов огромными снежками!
TID_BLOWER_ULTI,ШТОРМОВОЙ ВЕТЕР
TID_BLOWER_ULTI_DESC,"Гэйл атакует мощным потоком воздуха со снегом, который отбрасывает назад всех оказавшихся на пути врагов."
TID_SPEC_ABI_BLOWER_1,БЕШЕНЫЙ ПОРЫВ
TID_SPEC_ABI_BLOWER_1_DESC,Супер Гэйла оглушает отброшенных к препятствиям врагов на <c00cc00><VALUE1></c> с.
TID_SPEC_ABI_BLOWER_2,ЛЕДЯНОЙ СНЕГ
TID_SPEC_ABI_BLOWER_2_DESC,Снежки Гэйла замедляют врагов на <c00cc00><VALUE1></c> с.
TID_CONTROLLER,НАНИ
TID_CONTROLLER_SHORT_DESC,СТРЕЛОК
TID_CONTROLLER_DESC,Нани обожает своих друзей и всегда заботится о них. Она стреляет сразу в нескольких направлениях и управляет собственным роботом Пипом с помощью Супера!
TID_CONTROLLER_WEAPON,ТРИГОНОМЕТРИЯ
TID_CONTROLLER_WEAPON_DESC,"Нани стреляет в разных направлениях тремя световыми сферами, траектории которых сходятся у цели."
TID_CONTROLLER_ULTI,РУЧНОЕ УПРАВЛЕНИЕ
TID_CONTROLLER_ULTI_DESC,"Нани берёт управление над Пипом, чтобы отправить его к цели и взорвать при столкновении!"
TID_SPEC_ABI_CONTROLLER_1,АВТОФОКУС
TID_SPEC_ABI_CONTROLLER_1_DESC,В зависимости от пройденной дистанции Пип может нанести на <c00cc00><VALUE1></c> ед. урона больше.
TID_SPEC_ABI_CONTROLLER_2,ЗАКАЛЁННАЯ СТАЛЬ
TID_SPEC_ABI_CONTROLLER_2_DESC,"Нани получает на <c00cc00><VALUE1> %</c> меньше урона, пока действует её Супер."
TID_EDIT_CONTROLS,Смена управления
TID_EDIT_SAVE,Сохранить
TID_EDIT_MOVEMENT,ДВИЖЕНИЕ
