"Name","FileNames","BackgroundFile","MinVolume","MaxVolume","MinPitch","MaxPitch","Priority","MaximumByType","MaxRepeatMs","Loop","PlayVariationsInSequence","PlayVariationsInSequenceManualReset","StartDelayMinMs","StartDelayMaxMs","PlayOnlyWhenInView","MaxVolumeScaleLimit","NoSoundScaleLimit","PadEmpyToEndMs","MovieClipFrameLabel"
"Nani_Reload","sfx/nani_reload_01.ogg",,30,30,98,102,1,3,,,,,,,,,,,
"Nani_Dryfire","sfx/nani_dry_fire_01.ogg",,40,40,98,102,1,3,,,,,,,,,,,
"Nani_Heli","sfx/nani_super_heli_01.ogg",,50,50,98,102,1,3,,,,,,,,,,,
"Brawl_Pass_purchase","sfx/buy_brawl_pass_01.ogg",,60,60,100,100,1,3,,,,,,,,,,,
"Emote_equip","sfx/brawl_equip_emote_01.ogg",,60,60,100,100,1,3,,,,,,,,,,,
"Emote_Vuvuzela","sfx/emote_vuvu_01.ogg",,30,50,90,110,1,3,,,,,,,,,,,
"Brawl_Pass_Vfx","sfx/brawl_pass_buy_vfx_sfx_01.ogg",,80,80,100,100,1,3,,,,,,,,,,,"sfx_brawl_pass_buy_vfx_sfx_01"
"Barnzilla_Bite","sfx/kaiju_bite_01.ogg",,80,80,90,110,1,3,,,,,,,,,,,
"Barnzilla_Tail","sfx/kaiju_tail_01.ogg",,80,80,90,110,1,3,,,,,,,,,,,"sfx_kaiju_tail_01"
"Barnzilla_Jump","sfx/kaiju_jump_01.ogg",,80,80,90,110,1,3,,,,,,,,,,,"sfx_kaiju_jump_01"
"Colette_Atk","sfx/colette_atk_01.ogg",,60,60,95,105,1,3,,,,,,,,,,,
"Colette_Ulti","sfx/colette_ulti_01.ogg",,60,60,95,105,1,3,,,,,,,,,,,
"Colette_Reload","sfx/colette_reload_01.ogg",,30,30,95,105,1,3,,,,,,,,,,,
"Colette_Atk_End","sfx/colette_atk_end_01.ogg",,30,30,95,105,1,3,,,,,,,,,,,
"Colette_Atk_Hit","sfx/colette_atk_hit_01.ogg",,30,30,95,105,1,3,,,,,,,,,,,
"Teleport_Start","sfx/brawl_teleport_start_01.ogg",,80,80,100,100,1,3,,,,,,,,,,,
"Teleport_Use","sfx/brawl_teleport_use_01.ogg",,80,80,100,100,1,3,,,,,,,,,,,
"Max_Gadget_Teleport","sfx/max_gadget_tele_01.ogg",,60,60,100,100,1,3,,,,,,,,,,,
"Brock_Gadget_Megarocket","sfx/brock_gadget_rocket_01.ogg",,70,70,98,102,1,3,,,,,,,,,,,
"Bea_Gadget_Bees","sfx/beasbees_gadget_01.ogg",,70,70,98,102,1,3,,,,,,,,,,,
"Daryl_Gadget_Pulse","sfx/daryl_pulse_gadget_01.ogg",,70,70,98,102,1,3,,,,,,,,,,,
"Bull_Gadget_Timestomp","sfx/bull_gadget_time_stomp_01.ogg",,90,90,98,102,1,3,,,,,,,,,,,"sfx_bull_gadget_time_stomp_01"
"Amber_Atk","sfx/amber_atk_02.ogg",,60,70,90,110,1,10,,,,,,,,,,,
"Amber_Ulti_Throw","sfx/amber_ulti_throw_02.ogg",,60,70,90,110,1,3,,,,,,,,,,,
"Amber_Dryfire","sfx/amber_dry_fire_01.ogg",,60,60,90,110,1,3,,,,,,,,,,,
"Amber_Reload","sfx/amber_reload_01.ogg",,30,30,90,110,1,3,,,,,,,,,,,"sfx_amber_reload_01"
"Amber_Ulti_Ground","sfx/amber_ulti_ground_01.ogg",,60,60,90,110,1,3,,,,,,,,,,,
"Amber_Oil_Burn","sfx/amber_oil_burn_01.ogg",,60,60,90,110,1,3,,,,,,,,,,,
"Lou_Start_VO","sfx/lou_start_vo_01.ogg",,40,40,98,102,1,2,,,,,,,,,,,
,"sfx/background/lou_start_vo_02.ogg","TRUE",40,40,98,102,1,2,,,,,,,,,,,
,"sfx/lou_start_vo_03.ogg",,40,40,98,102,1,2,,,,,,,,,,,
,"sfx/background/lou_start_vo_04.ogg","TRUE",40,40,98,102,1,2,,,,,,,,,,,
,"sfx/background/lou_start_vo_05.ogg","TRUE",40,40,98,102,1,2,,,,,,,,,,,
,"sfx/background/lou_start_vo_06.ogg","TRUE",40,40,98,102,1,2,,,,,,,,,,,
,"sfx/background/lou_start_vo_07.ogg","TRUE",40,40,98,102,1,2,,,,,,,,,,,
,"sfx/background/lou_start_vo_08.ogg","TRUE",40,40,98,102,1,2,,,,,,,,,,,
"Lou_Hurt_VO","sfx/lou_hurt_vo_01.ogg",,40,40,98,102,1,2,12000,,,,,,,,,,
,"sfx/lou_hurt_vo_02.ogg",,40,40,98,102,1,2,12000,,,,,,,,,,
,"sfx/background/lou_hurt_vo_03.ogg","TRUE",40,40,98,102,1,2,12000,,,,,,,,,,
,"sfx/background/lou_hurt_vo_04.ogg","TRUE",40,40,98,102,1,2,12000,,,,,,,,,,
,"sfx/background/lou_hurt_vo_05.ogg","TRUE",40,40,98,102,1,2,12000,,,,,,,,,,
"Lou_Kill_VO","sfx/lou_kill_vo_01.ogg",,40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/lou_kill_vo_02.ogg",,40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_kill_vo_03.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_kill_vo_04.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_kill_vo_05.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_kill_vo_06.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_kill_vo_07.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
"Lou_Ulti_VO","sfx/lou_ulti_vo_01.ogg",,40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/lou_ulti_vo_02.ogg",,40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_ulti_vo_03.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_ulti_vo_04.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_ulti_vo_05.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_ulti_vo_06.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
"Lou_Die_VO","sfx/lou_die_vo_01.ogg",,40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/lou_die_vo_02.ogg",,40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_die_vo_03.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_die_vo_04.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
,"sfx/background/lou_die_vo_05.ogg","TRUE",40,40,98,102,1,2,15000,,,,,,,,,,
"Lou_Lead_VO","sfx/lou_lead_vo_01.ogg",,40,40,98,102,1,3,22000,,,,,,,,,,
,"sfx/lou_lead_vo_02.ogg",,40,40,98,102,1,3,22000,,,,,,,,,,
,"sfx/background/lou_lead_vo_03.ogg","TRUE",40,40,98,102,1,3,22000,,,,,,,,,,
,"sfx/background/lou_lead_vo_04.ogg","TRUE",40,40,98,102,1,3,22000,,,,,,,,,,
"Lou_Atk_VO","sfx/lou_atk_vo_01.ogg",,40,40,98,102,1,3,15000,,,,,,,,,,
,"sfx/lou_atk_vo_02.ogg",,40,40,98,102,1,3,15000,,,,,,,,,,
,"sfx/background/lou_atk_vo_03.ogg","TRUE",40,40,98,102,1,3,15000,,,,,,,,,,
,"sfx/background/lou_atk_vo_04.ogg","TRUE",40,40,98,102,1,3,15000,,,,,,,,,,
,"sfx/background/lou_atk_vo_05.ogg","TRUE",40,40,98,102,1,3,15000,,,,,,,,,,
,"sfx/background/lou_atk_vo_06.ogg","TRUE",40,40,98,102,1,3,15000,,,,,,,,,,
,"sfx/background/lou_atk_vo_07.ogg","TRUE",40,40,98,102,1,3,15000,,,,,,,,,,
,"sfx/background/lou_atk_vo_08.ogg","TRUE",40,40,98,102,1,3,15000,,,,,,,,,,
"Otis_Start_VO","sfx/otis_start_vo_01.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/otis_start_vo_02.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/otis_start_vo_03.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/otis_start_vo_04.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/otis_start_vo_05.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/otis_start_vo_06.ogg",,60,60,98,102,1,2,,,,,,,,,,,
"Otis_Hurt_VO","sfx/otis_hurt_vo_01.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/otis_hurt_vo_02.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/otis_hurt_vo_03.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/otis_hurt_vo_04.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/otis_hurt_vo_05.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
"Otis_Kill_VO","sfx/otis_kill_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/otis_kill_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/otis_kill_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/otis_kill_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"Otis_Die_VO","sfx/otis_die_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/otis_die_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/otis_die_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/otis_die_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"Otis_Lead_VO","sfx/otis_lead_vo_01.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/otis_lead_vo_02.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/otis_lead_vo_03.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/otis_lead_vo_04.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/otis_lead_vo_05.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
"RT_Start_VO","sfx/rt_start_vo_01.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_02.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_03.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_04.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_05.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_06.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_07.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_08.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/rt_start_vo_09.ogg",,60,60,98,102,1,2,,,,,,,,,,,
"RT_Hurt_VO","sfx/rt_hurt_vo_01.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/rt_hurt_vo_02.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/rt_hurt_vo_03.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/rt_hurt_vo_04.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/rt_hurt_vo_05.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/rt_hurt_vo_06.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/rt_hurt_vo_07.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
"RT_Kill_VO","sfx/rt_kill_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_05.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_06.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_07.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_08.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_kill_vo_09.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"RT_Die_VO","sfx/rt_die_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_05.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_06.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_07.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_08.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_09.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/rt_die_vo_10.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"RT_Lead_VO","sfx/rt_lead_vo_01.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/rt_lead_vo_02.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/rt_lead_vo_03.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/rt_lead_vo_04.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/rt_lead_vo_05.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/rt_lead_vo_06.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/rt_lead_vo_07.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/rt_lead_vo_08.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
"RT_Atk","sfx/rt_atk_01.ogg",,40,60,90,110,1,3,,,,,,,,,,,
"RT_Reload","sfx/rt_reload_01.ogg",,20,30,100,100,1,3,,,,,,,,,,,
"RT_Dryfire","sfx/rt_dry_fire_01.ogg",,40,50,100,100,1,3,,,,,,,,,,,
"RT_Ulti_VO","sfx/rt_ulti_vo_01.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/rt_ulti_vo_02.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/rt_ulti_vo_03.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/rt_ulti_vo_04.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/rt_ulti_vo_05.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/rt_ulti_vo_06.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/rt_ulti_vo_07.ogg",,60,60,98,102,1,3,,,,,,,,,,,
"RT_Ulti","sfx/rt_ulti_01.ogg",,50,70,98,102,1,3,,,,,,,,,,,
"RT_Ulti_Scanner","sfx/rt_scanner_signal_01.ogg",,50,50,100,100,1,3,,,,,,,,,,,
"Willow_Start_VO","sfx/willow_start_vo_01.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_02.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_03.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_04.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_05.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_06.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_07.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_08.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_09.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/willow_start_vo_10.ogg",,60,60,98,102,1,2,,,,,,,,,,,
"Willow_Hurt_VO","sfx/willow_hurt_vo_01.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/willow_hurt_vo_02.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/willow_hurt_vo_03.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/willow_hurt_vo_04.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
,"sfx/willow_hurt_vo_05.ogg",,60,60,98,102,1,2,12000,,,,,,,,,,
"Willow_Kill_VO","sfx/willow_kill_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_05.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_06.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_07.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_08.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_kill_vo_09.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"Willow_Die_VO","sfx/willow_die_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_die_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_die_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_die_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_die_vo_05.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/willow_die_vo_06.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"Willow_Lead_VO","sfx/willow_lead_vo_01.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/willow_lead_vo_02.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/willow_lead_vo_03.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/willow_lead_vo_04.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/willow_lead_vo_05.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/willow_lead_vo_06.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
"Willow_Ulti_VO","sfx/willow_ulti_vo_01.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/willow_ulti_vo_02.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/willow_ulti_vo_03.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/willow_ulti_vo_04.ogg",,60,60,98,102,1,3,,,,,,,,,,,
"Willow_Ulti_Success_VO","sfx/willow_ulti_success_vo_01.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/willow_ulti_success_vo_02.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/willow_ulti_success_vo_03.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/willow_ulti_success_vo_04.ogg",,60,60,98,102,1,3,,,,,,,,,,,
"Hank_Start_VO","sfx/hank_start_vo_01.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_02.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_03.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_04.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_05.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_06.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_07.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_08.ogg",,60,60,98,102,1,2,,,,,,,,,,,
,"sfx/hank_start_vo_09.ogg",,60,60,98,102,1,2,,,,,,,,,,,
"Hank_Hurt_VO","sfx/hank_hurt_vo_01.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
,"sfx/hank_hurt_vo_02.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
,"sfx/hank_hurt_vo_03.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
,"sfx/hank_hurt_vo_04.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
,"sfx/hank_hurt_vo_05.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
,"sfx/hank_hurt_vo_06.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
,"sfx/hank_hurt_vo_07.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
,"sfx/hank_hurt_vo_08.ogg",,60,60,98,102,1,2,10000,,,,,,,,,,
"Hank_Kill_VO","sfx/hank_kill_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_kill_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_kill_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_kill_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_kill_vo_05.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_kill_vo_06.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_kill_vo_07.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"Hank_Die_VO","sfx/hank_die_vo_01.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_02.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_03.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_04.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_05.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_06.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_07.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_08.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
,"sfx/hank_die_vo_09.ogg",,60,60,98,102,1,2,15000,,,,,,,,,,
"Hank_Lead_VO","sfx/hank_lead_vo_01.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/hank_lead_vo_02.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/hank_lead_vo_03.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/hank_lead_vo_04.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
,"sfx/hank_lead_vo_05.ogg",,60,60,98,102,1,3,22000,,,,,,,,,,
"Hank_Ulti_VO","sfx/hank_ulti_vo_01.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/hank_ulti_vo_02.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/hank_ulti_vo_03.ogg",,60,60,98,102,1,3,,,,,,,,,,,
,"sfx/hank_ulti_vo_04.ogg",,60,60,98,102,1,3,,,,,,,,,,,
"Doug_Start_VO","sfx/doug_start_vo_01.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_02.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_03.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_04.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_05.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_06.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_07.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_08.ogg",,50,50,98,102,1,2,,,,,,,,,,,
,"sfx/doug_start_vo_09.ogg",,50,50,98,102,1,2,,,,,,,,,,,
"Doug_Hurt_VO","sfx/doug_hurt_vo_01.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_02.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_03.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_04.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_05.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_06.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_07.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_08.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_09.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
,"sfx/doug_hurt_vo_10.ogg",,50,50,98,102,1,2,10000,,,,,,,,,,
"Doug_Kill_VO","sfx/doug_kill_vo_01.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_02.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_03.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_04.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_05.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_06.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_07.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_08.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_kill_vo_09.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
"Doug_Die_VO","sfx/doug_die_vo_01.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_02.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_02.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_03.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_04.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_05.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_06.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_07.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_08.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_09.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_10.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
,"sfx/doug_die_vo_11.ogg",,50,50,98,102,1,2,15000,,,,,,,,,,
"Doug_Lead_VO","sfx/doug_lead_vo_01.ogg",,50,50,98,102,1,3,22000,,,,,,,,,,
,"sfx/doug_lead_vo_02.ogg",,50,50,98,102,1,3,22000,,,,,,,,,,
,"sfx/doug_lead_vo_03.ogg",,50,50,98,102,1,3,22000,,,,,,,,,,
