TID,DE
TID_MAP_EDITOR_PENDING,"Aktion wird durchgeführt, bitte versuche es später erneut."
TID_MAP_EDITOR_RENAME_OK,Map wurde neu benannt.
TID_MAP_EDITOR_UNAVAILABLE_TROPHY_LIMIT,"Um den Map-Maker nutzen zu können, benötigst du <NUM> Trophäen."
TID_MAP_EDITOR_NAME_ERROR,Neubenennung der Map fehlgeschlagen
TID_MAP_EDITOR_NAME_EMPTY_NAME,Der Mapname muss Zeichen enthalten.
TID_MAP_EDITOR_NAME_SHORT_NAME,Der Mapname ist zu kurz.
TID_MAP_EDITOR_NAME_LONG_NAME,Der Mapname ist zu lang.
TID_MAP_EDITOR_NAME_INVALID_NAME,Dieser Mapname ist nicht erlaubt.
TID_MAP_EDITOR_NAME_OK,Die Map wurde neu benannt.
TID_MAP_EDITOR_MAP_DELETE_TITLE,MAP LÖSCHEN
TID_MAP_EDITOR_MAP_DELETE_TEXT,"Bist du sicher, dass du die folgende Map löschen möchtest:\n<NAME>?"
TID_MAP_EDITOR_MAP_DELETE_OK,Map gelöscht
TID_MAP_EDITOR_MAP_DELETE_ERROR,Fehler beim Löschen der Map
TID_MAP_EDITOR_QUIT_TITLE,Map-Maker beenden?
TID_MAP_EDITOR_QUIT_TEXT,"Wenn du den Map-Maker jetzt beendest, werden alle ungespeicherten Änderungen gelöscht."
TID_MAP_EDITOR_PLACEMENT_MODE_NORMAL,Platzierungsmodus: Einzeln
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_X,Platzierungsmodus: Horizontal spiegeln
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_Y,Platzierungsmodus: Vertikal spiegeln
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_DIAGONAL,Platzierungsmodus: Diagonal spiegeln
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_BOTH,Platzierungsmodus: In alle Richtungen
TID_MAP_EDITOR_BUTTON_QUIT,Beenden
TID_MAP_EDITOR_BUTTON_UNDO,Rückgängig
TID_MAP_EDITOR_BUTTON_REDO,Wiederh.
TID_MAP_EDITOR_BUTTON_LOAD,Laden
TID_MAP_EDITOR_BUTTON_SAVE,Speichern
TID_MAP_EDITOR_BUTTON_CLEAR_ALL,Löschen
TID_MAP_EDITOR_BUTTON_GRID,Raster
TID_MAP_EDITOR_BUTTON_MODIFIERS,Modifikatoren
TID_MAP_EDITOR_CANNOT_SAVE,Die Map kann nicht gespeichert werden. Diese Objektplatzierung ist nicht erlaubt.
TID_MAP_EDITOR_CANNOT_SAVE_BLOCK_SPACING,Der Abstand zwischen den Objekten ist zu klein.
TID_MAP_EDITOR_CANNOT_SAVE_WATER,Du kannst keine einzelnen Wasserblöcke platzieren.
TID_MAP_EDITOR_CANNOT_SAVE_CLOSED_AREA,Maps können keine geschlossenen Bereiche haben.
TID_MAP_EDITOR_CANNOT_SAVE_RESTRICTED_AREA,Du kannst hier keine Objekte platzieren.
TID_MAP_EDITOR_CANNOT_SAVE_MAX_OBJECTS,Die maximale Anzahl dieser Objekte wurde platziert.
TID_MAP_EDITOR_SAVE_ERROR,Fehler beim Speichern der Map
TID_MAP_EDITOR_SAVE_OK,Die Map wurde gespeichert.
TID_MAP_EDITOR_HEIST_SAFE,Jedes Team muss auf seiner Seite der Map einen Tresor haben.
TID_MAP_EDITOR_SECOND_TELEPORT,Der zweite Teleporter fehlt.
TID_MAP_EDITOR_SECOND_SPAWN_POINT,Ungültige Platzierung des Spawn-Punkts
TID_MAP_EDITOR_BUTTON_REMOVE,ENTFERNEN
TID_MAP_EDITOR_HOT_ZONE_AREA,Du musst ein paar Hotzones platzieren.
TID_MAP_EDITOR_SIEGE_BOLT,Du musst ein paar Bolzenstandorte platzieren.
TID_MAP_EDITOR_MODIFIERS_TITLE,Modifikatoren
TID_PLAYER_MAP_SLOT_MAPS_MADE,Erstellte Maps: <NUM>/<MAX>
TID_PLAYER_MAP_SLOT_DRAFT_MAPS,Mapentwürfe: <NUM>/<MAX>
TID_PLAYER_MAP_SLOT_STATUS,Status: <STATUS>
TID_PLAYER_MAP_SLOT_STATUS_UNKNOWN,Unbekannt
TID_PLAYER_MAP_SLOT_STATUS_DRAFT,Entwurf
TID_PLAYER_MAP_SLOT_STATUS_SUBMITTED,Abgeschickt. <APPROVAL>
TID_PLAYER_MAP_SLOT_STATUS_GREENLIGHTED,Angenommen
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED,Veröffentlicht
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED_VOTE,Veröffentlicht. <VOTE>
TID_PLAYER_MAP_SLOT_STATUS_BANNED,Gesperrt
TID_PLAYER_MAP_SLOT_STATUS_WINNER,Gewinner
TID_PLAYER_MAP_SLOT_STATUS_REJECTED,Abgelehnt
TID_PLAYER_MAP_SLOT_STATUS_FEATURED,Gefeaturet. <VOTE>
TID_PLAYER_MAP_STATUS_INFO_TITLE,Mapstatus
TID_PLAYER_MAP_STATUS_INFO_DRAFT,"Du kannst eine neue Map in Testspielen bewerten lassen. Wenn sie genug Likes bekommt, kannst du sie als Tageskandidaten veröffentlichen."
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED,"Wenn in Testspielen genug Spieler eine Map liken, kann diese beim Mapwettbewerb eingereicht werden. Wenn du eine Map bearbeitest, wird sie wieder in den Entwurfstatus versetzt und alle bisherigen Bewertungen werden entfernt."
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED,"Wenn deine Map von anderen Spielern geliket und so angenommen wurde, kannst du am Mapwettbewerb teilnehmen. Achtung! Wenn du eine Map bearbeitest, gehen alle bisherigen Bewertungen verloren."
TID_PLAYER_MAP_STATUS_INFO_PUBLISHED,Veröffentlichte Maps nehmen am Mapwettbewerb teil und können von anderen teilnehmenden Spielern gespielt werden. Dann wird abgestimmt und die Maps mit den meisten Stimmen erhalten einen Platz beim Gewinnerereignis.
TID_PLAYER_MAP_STATUS_INFO_BANNED,Gesperrte Maps können nicht bearbeitet werden. Sie können nur gelöscht werden.
TID_PLAYER_MAP_STATUS_INFO_REJECTED,"Deine Map wurde abgelehnt? Kein Problem! Du kannst sie weiterhin bearbeiten und verbessern, um sie dann erneut einzureichen."
TID_PLAYER_MAP_STATUS_INFO_WINNER,Herzlichen Glückwunsch an alle Gewinner! Die Gewinnermaps sind beim Gewinnerereignis dabei.
TID_PLAYER_MAP_STATUS_INFO_FEATURED,"Gefeaturete Maps wurden im Tageskandidaten-Ereignisplatz präsentiert. Die Wahl der Spieler entscheidet, welche Maps es ins Siegerereignis schaffen."
TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW,"Du kannst neue Maps abschicken, um mit ihnen am Mapwettbewerb teilzunehmen. Vor ihrer Veröffentlichung müssen sie zuerst auf unangemessene Inhalte überprüft und angenommen werden."
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW,"Die abgeschickte Map muss angenommen werden, bevor du mit ihr am Mapwettbewerb teilnehmen kannst. Wenn du eine Map bearbeitest, wird sie auf den Entwurfstatus zurückgesetzt. Dadurch gilt sie nicht mehr als angenommen."
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW,"Wenn die Map für die Veröffentlichung zugelassen ist, kannst du mit ihr am Mapwettbewerb teilnehmen. Achtung! Die Bearbeitung einer Map macht die Zulassung rückgängig."
TID_PLAYER_MAP_STATUS_INFO_REJECTED_AUTOREVIEW,"Deine Map wurde abgelehnt? Kein Problem! Du kannst sie weiterhin bearbeiten und verbessern, um sie dann erneut einzureichen."
TID_PLAYER_MAP_CREATE_POPUP_TITLE,NEUE MAP ERSTELLEN
TID_PLAYER_MAP_CREATE_POPUP_MAP_NAME,MAPNAME
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE,SPIELMODUS AUSWÄHLEN
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE_WARNING,Wähle zuerst einen Spielmodus aus!
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT,UMGEBUNG AUSWÄHLEN
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT_WARNING,Wähle zuerst eine Umgebung aus!
TID_PLAYER_MAP_CREATE_POPUP_BUTTON_CREATE,ERSTELLEN
TID_BUTTON_MAP_EDITOR,MAP-MAKER
TID_PLAYER_MAP_LIST_TITLE,MAP-MAKER
TID_PLAYER_MAP_UNNAMED,Unbenannt
TID_CREATE_MAP_ERROR_INTERNAL,"Interner Fehler beim Erstellen der Map, bitte versuche es später erneut."
TID_CREATE_MAP_ERROR_MISSING_NAME,Der Mapname fehlt.
TID_CREATE_MAP_ERROR_EXISTING_NAME,Der Mapname existiert bereits.
TID_CREATE_MAP_ERROR_NAME_TOO_SHORT,Der Mapname ist zu kurz.
TID_CREATE_MAP_ERROR_NAME_TOO_LONG,Der Mapname ist zu lang.
TID_CREATE_MAP_ERROR_INVALID_NAME,Der Mapname ist ungültig.
TID_CREATE_MAP_ERROR_GAME_MODE_VARIATION_NOT_SUPPORTED,Der ausgewählte Spielmodus wird momentan nicht unterstützt.
TID_CREATE_MAP_ERROR_INELIGIBLE,"Du bist momentan nicht imstande, eine Map zu erstellen."
TID_CREATE_MAP_ERROR_DRAFT_MAP_NUMBER_LIMIT,Du verfügst bereits über die maximale Anzahl an Mapentwürfen.
TID_CREATE_MAP_ERROR_TOTAL_MAP_NUMBER_LIMIT,Du verfügst bereits über die maximale Gesamtanzahl an Maps.
TID_CREATE_MAP_ERROR_INVALID_MAP_ENV,Die ausgewählte Umgebung wird momentan nicht unterstützt.
TID_CREATE_MAP_ERROR_UNKNOWN,"Fehler beim Erstellen der Map, bitte versuche es später erneut."
TID_CREATE_MAP_TROPHY_REQUIREMENTS,"Der Map-Maker ist verfügbar, sobald du <TROPHIES> Trophäen erreicht hast."
TID_TRUE_SILVER_BULL_SKIN,STARSILBER BULL
TID_TRUE_SILVER_BULL_SKIN_SHOP,STARSILBER\nBULL
TID_TRUE_GOLD_BULL_SKIN,STARGOLD BULL
TID_TRUE_GOLD_BULL_SKIN_SHOP,STARGOLD\nBULL
TID_TRUE_SILVER_BARLEY_SKIN,STARSILBER BARLEY
TID_TRUE_SILVER_BARLEY_SKIN_SHOP,STARSILBER\nBARLEY
TID_TRUE_GOLD_BARLEY_SKIN,STARGOLD BARLEY
TID_TRUE_GOLD_BARLEY_SKIN_SHOP,STARGOLD\nBARLEY
TID_TRUE_SILVER_RICO_SKIN,STARSILBER RICO
TID_TRUE_SILVER_RICO_SKIN_SHOP,STARSILBER\nRICO
TID_TRUE_GOLD_RICO_SKIN,STARGOLD RICO
TID_TRUE_GOLD_RICO_SKIN_SHOP,STARGOLD\nRICO
TID_TRUE_SILVER_FRANK_SKIN,STARSILBER FRANK
TID_TRUE_SILVER_FRANK_SKIN_SHOP,STARSILBER\nFRANK
TID_TRUE_GOLD_FRANK_SKIN,STARGOLD FRANK
TID_TRUE_GOLD_FRANK_SKIN_SHOP,STARGOLD\nFRANK
TID_TRUE_SILVER_MORTIS_SKIN,STARSILBER MORTIS
TID_TRUE_SILVER_MORTIS_SKIN_SHOP,STARSILBER\nMORTIS
TID_TRUE_GOLD_MORTIS_SKIN,STARGOLD MORTIS
TID_TRUE_GOLD_MORTIS_SKIN_SHOP,STARGOLD\nMORTIS
TID_CHALLENGER_COLT_SKIN,HERAUSFORDERER COLT
TID_CHALLENGER_COLT_SKIN_SHOP,HERAUSFORDERER\nCOLT
TID_ZOMBIBI_SKIN,ZOMBIBI
TID_ZOMBIBI_SKIN_SHOP,ZOMBIBI
TID_UNDERWORLD_BO_SKIN,UNTERWELT BO
TID_UNDERWORLD_BO_SKIN_SHOP,UNTERWELT\nBO
TID_BRAWLOWEEN_ROSA_SKIN,BRAWL-O-WEEN ROSA
TID_BRAWLOWEEN_ROSA_SKIN_SHOP,BRAWL-O-WEEN\nROSA
TID_ENVIRONMENT_MINE,Mine
TID_ENVIRONMENT_DEFAULT,Wüste
TID_ENVIRONMENT_OLDTOWN,Alte Stadt
TID_ENVIRONMENT_WAREHOUSE,Warenhaus
TID_ENVIRONMENT_OASIS,Oase
TID_ENVIRONMENT_MORTUARY,Mortis‘ Schattenreich
TID_ENVIRONMENT_GRASSFIELD,Grasfeld
TID_ENVIRONMENT_BEACHBALL,Strandfußball
TID_ENVIRONMENT_ARCADE,Arcade
TID_ENVIRONMENT_BBARENA,Brawlball-Arena
TID_ENVIRONMENT_BAZAAR,Taras Basar
TID_ENVIRONMENT_MINICITY,Ministadt
TID_ENVIRONMENT_GIFTSHOP,Souvenirladen
TID_ENVIRONMENT_SCRAPYARD,Schrottplatz
TID_PERCENT_DAMAGE_STAT_DESC,<PERCENT> % (minimal <MIN_DAMAGE>)
TID_VOTE_MAP_TO_CONTINUE,ABSTIMMEN ZUM FORTFAHREN
TID_VOTE_MAP_TO_CONTINUE_2,ABSTIMMEN ZUM\nFORTFAHREN
TID_VOTE_PLAYED_MAP_TITLE,KANDIDATENMAP ABGESCHLOSSEN!
TID_VOTE_PLAYED_MAP_TITLE_2,MAPTEST ABGESCHLOSSEN!
TID_VOTE_PLAYED_MAP_DESC,Wie hat dir diese Map gefallen?
TID_VOTE_PLAYED_MAP_DESC_2,War die Map gut?
TID_BATTLE_END_MAP_TEST_COMPLETE,MAPTEST\nABGESCHLOSSEN
TID_BATTLE_END_MAP_TEST_CREATOR_DESC,von <NAME>
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY,TAGESKANDIDATEN
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_2,TESTE MAPS UND STIMME AB!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_3,EXPERIMENTELLE FAHRGESCHÄFTE
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC,"Spiele diese Map, um im Wettbewerb für sie abzustimmen!"
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_2,Teste Maps und stimme ab!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_3,Spiele Maps von anderen Spielern und stimme über sie ab!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER,TAGESSIEGER
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE,GEWINNERMAP FÜR <MODE>
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC,Diese Map hat einen vorherigen Wettbewerb gewonnen!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC_2,"Spiele Maps, die die meisten Stimmen erhalten haben!"
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE_DESC,Gewinner des Mapwettbewerbs für <MODE>
TID_PLAYER_MAP_SLOT_COMING_SOON,BALD VERFÜGBAR
TID_PLAYER_MAP_FRIENDLY_REQUIRES_GREENLIGHT,"Die Map muss zugelassen werden, bevor du sie mit Freunden spielen kannst."
TID_PLAYER_MAP_FRIENDLY_INVITE_REQUIRES_GREENLIGHT,"Die ausgewählte Map muss zugelassen werden, bevor du Freunde einladen kannst."
TID_PLAYER_MAP_TAG_BETA,BETA
TID_DRAFT_MAP_WATERMARK,UNVERÖFFENTLICHTE MAP DES SPIELERS<TAG>
TID_SKIN_INFO_CAMPAIGN_15_NOT_AVAILABLE,World-Finals-2020-Skin
TID_CONTEXT_MENU_PUBLISH,VERÖFFENTLICHEN
TID_CONTEXT_MENU_INFO,INFO
TID_CONTEXT_MENU_REPORT_MAP,MAP MELDEN
TID_CONTEXT_MENU_STATUS_INFO,STATUSINFO
TID_CONTEXT_MENU_FRIENDLY_GAME,TESTSPIEL
TID_SUBMIT_MAP_TITLE,Map einreichen?
TID_SUBMIT_MAP_DESC,"Eingereichte Maps müssen von anderen Spielern in Testspielen geliket werden. Wenn die Map oft genug geliket wird, kannst du sie veröffentlichen. Möchtest du die aktuelle Map <NAME> einreichen?"
TID_SUBMIT_MAP_DESC_AUTOREVIEW,"Abgeschickte Maps müssen für die Veröffentlichung zugelassen werden. Hierbei werden sie auf unangemessene Inhalte geprüft. Wenn eine Map zugelassen ist, kannst du sie veröffentlichen. Möchtest du die aktuelle Map \q<NAME>\q abschicken?"
TID_EDIT_SUBMITTED_MAP_TITLE,Eingereichte Map bearbeiten?
TID_EDIT_SUBMITTED_MAP_DESC,"Die Map \q<NAME>\q wurde bereits eingereicht. Wenn du eine bearbeitete Map speicherst, wird sie in den Entwurfstatus zurückversetzt und alle Bewertungen werden entfernt. Wirklich bearbeiten?"
TID_SUBMIT_MAP_ERROR_GENERIC,Diese Map kann momentan nicht abgeschickt werden.
TID_SUBMIT_MAP_ERROR_NUM_LIMIT,Du hast bereits die maximale Anzahl an Maps veröffentlicht.
TID_SUBMIT_MAP_ERROR_GREENLIT_NUM_LIMIT,Die angenommene Map muss zuerst veröffentlicht werden!
TID_FEATURE_NOT_AVAILABLE_TO_UNDERAGE,Nicht verfügbar für junge Spieler
TID_SUBMIT_MAP_ERROR_NOT_ENOUGH_TROPHY,"Du brauchst <TROPHIES> Trophäen, um eine Map abschicken zu können."
TID_PUBLISH_MAP_TITLE,Map veröffentlichen?
TID_PUBLISH_MAP_DESC,Möchtest du die Map \q<NAME>\q veröffentlichen?
TID_PUBLISH_MAP_ERROR_GENERIC,Diese Map kann momentan nicht veröffentlicht werden.
TID_PUBLISH_MAP_ERROR_NOT_GREENLIGHTED,Nur angenommene Maps können veröffentlicht werden.
TID_PUBLISH_MAP_ERROR_NUM_LIMIT,Die maximale Anzahl an Maps ist erreicht.
TID_MAP_EDITOR_UNAVAILABLE,Der Map-Maker ist momentan nicht verfügbar.
TID_MAP_EDITOR_BLOCKED_WITH_GUEST_LOGIN,Der Map-Maker ist nicht für Spieler mit Gastkonten verfügbar.
TID_MAP_EDITOR_MENU_BLOCKED_IN_HOMESCREEN_TEAM,"Der Map-Maker ist nicht verfügbar, während du in einem Team bist."
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM_OWNER,Mit dem Ereignismenü kannst du in Testspiel-Lobbys auf Maps zugreifen.
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM,"Der Map-Maker ist nicht verfügbar, während du in einer Testspiel-Lobby bist."
TID_MAP_FEATURE_UNAVAILABLE,Dieses Feature ist momentan nicht verfügbar.
TID_MAP_SUBMITTED_INFO_TITLE,Map abgeschickt
TID_MAP_SUBMITTED_INFO,Deine Map \q<NAME>\q wurde abgeschickt!
TID_MAP_GREENLIGHTED_INFO_TITLE,Map angenommen
TID_MAP_GREENLIGHTED_INFO,Deine Map \q<NAME>\q wurde angenommen und kann veröffentlicht werden!
TID_MAP_PUBLISHED_INFO_TITLE,Map veröffentlicht
TID_MAP_PUBLISHED_INFO,Deine Map \q<NAME>\q wurde veröffentlicht!
TID_MAP_WINNER_INFO_TITLE,Deine Map hat gewonnen!
TID_MAP_WINNER_INFO,Deine Map \q<NAME>\q hat bei der Abstimmung gewonnen!
TID_MAP_BANNED_INFO_TITLE,Map gesperrt
TID_MAP_BANNED_INFO,Deine Map \q<NAME>\q wurde gesperrt.
TID_SIGNOFF_MAP_TITLE,Mapveröffentlichung genehmigen?
TID_SIGNOFF_MAP_DESC,Stimmst du der Veröffentlichung der von dir gespielten Map \q<NAME>\q für alle Spieler zu?
TID_SIGNOFF_MAP_BUTTON_YES,JA
TID_SIGNOFF_MAP_BUTTON_NO,NEIN
TID_SIGNOFF_MAP_BUTTON_REPORT,INHALT MELDEN
TID_MAP_GREENLIGHT_APPROVE_RATE,Beliebtheitsgrad: <NUM>/<TOTAL>
TID_MAP_GREENLIGHT_APPROVE_PERCENT,Beliebtheitsgrad: <PERCENT> %
TID_MAP_GREENLIGHT_APPROVE_FULL,"<NUM>/<LIMIT> Likes, <c<COLOR>><PERCENT> %</c> positiv"
TID_MAP_GREENLIGHT_APPROVE_AUTOREVIEW,Ausstehende Überprüfung
TID_MAP_VOTE_PERCENT,<c<COLOR>><PERCENT> %</c> Likes
TID_REPORT_MAP_BUTTON,MELDEN
TID_MAP_REPORT_CONFIRMATION_TITLE,Diese Map melden?
TID_MAP_REPORT_CONFIRMATION,Möchtest du die Map \q<NAME>\q (<TAG>) wirklich wegen unangemessener Inhalte melden?
TID_MAP_REPORT_CONFIRMATION_UNAPPROVED,"Die Map \q<NAME>\q wurde nicht angenommen. Enthielt sie unangemessene Inhalte, die gemeldet werden sollten?"
TID_MAP_REPORTED_INFO_TITLE,Map gemeldet
TID_MAP_REPORTED_INFO,Die Map \q<NAME>\q wurde wegen unangemessener Inhalte gemeldet.
TID_MAP_REPORTED_INFO_NONAME,Die Map wurde wegen unangemessener Inhalte gemeldet.
TID_MAP_REPORT_ERROR_MAP_NOT_FOUND,Die gemeldete Map konnte nicht gefunden werden.
TID_MAP_REPORT_ERROR_TOO_MANY_REPORTS_SENT,Es wurden zu viele Mapmeldungen eingereicht.
TID_MAP_REPORT_ERROR_MAP_ALREADY_REPORTED,Die Map \q<NAME>\q wurde bereits gemeldet!
TID_MAP_REPORT_ERROR_UNKNOWN,Die Map kann nicht gemeldet werden.
TID_PLAYER_MAP_ERROR_INVALID_CONTENT,Mapinhalt ist ungültig!
TID_PLAYER_MAP_ERROR_NOT_FOUND,Die Map konnte nicht gefunden werden!
TID_SPAWN_POINTS_MISSING,Es fehlen Spawn-Punkte für die Spieler!
TID_MAP_OBJECTIVES_MISSING,Es fehlen Ziele auf der Map!
TID_PLAYER_OPPONENT,Gegner
TID_TEAM_MEMBER_STATUS_14,<c999999>MAP-MAKER</c>
TID_TEAM_MEMBER_STATUS_NEW_14,MAP-MAKER
TID_FRIEND_STATUS_MAP_MAKER,Map-Maker
TID_CLAN_MEMBER_ONLINE_STATUS_14,MAP-MAKER
TID_ICE_DUDE,LOU
TID_ICE_DUDE_SHORT_DESC,KONTROLLE
TID_ICE_DUDE_DESC,"Lou ist ein cooler Typ und bewahrt immer einen kühlen Kopf, doch Gegner bewegen sich bei ihm auf dünnem Eis!"
TID_ICE_DUDE_WEAPON,HIRNFROST
TID_ICE_DUDE_WEAPON_DESC,Lou kann Gegner mit leckerem Eis bewerfen und sie so nach einer Zeit <accumulatedStun> Sekunde(n) lang auf der Stelle einfrieren.
TID_ICE_DUDE_ULTI,SIRUPRUTSCHBAHN
TID_ICE_DUDE_ULTI_DESC,"Lou wirft eine Dose mit eiskaltem Sirup, der den Boden mit glitschigem Frost überzieht und Gegner langsam einfriert. Achtung, Rutschgefahr!"
TID_SPEC_ABI_ICE_DUDE_1,SUPERCOOL
TID_SPEC_ABI_ICE_DUDE_1_DESC,"Gegner, die auf Lous Superskill-Bereich stehen, werden <c00cc00><VALUE1> %</c> schneller eingefroren."
TID_SPEC_ABI_ICE_DUDE_2,UNTERKÜHLUNG
TID_SPEC_ABI_ICE_DUDE_2_DESC,"Abhängig davon, wie sehr sie von Lous Angriffen eingefroren sind, verursachen Gegner bis zu <c00cc00><VALUE1> %</c> weniger Schaden."
TID_ACCESSORY_ICE_DUDE_GADGET,EISBLOCK
TID_ACCESSORY_ICE_DUDE_GADGET_DESC,"Lou errichtet einen Schild aus Eis, der ihn für <c00cc00><VALUE1></c> Sekunde(n) unverwundbar macht."
TID_INVITE_CLAN_TOKEN_ERROR_FULL,Einladung nicht möglich. Dein Club ist voll.
TID_INVITE_CLAN_TOKEN_ERROR_TOO_MANY_INVITES,Einladung nicht möglich. Du hast zu viele Spieler eingeladen.
TID_INVITE_CLAN_TOKEN_ERROR_NO_PERMISSION,Einladung nicht möglich. Nur die Anführer eines Clubs können neue Mitglieder einladen.
TID_BRAWLPASS_PROMO_POPUP_TITLE,EINE NEUE SAISON HAT BEGONNEN!
TID_BRAWLPASS_PROMO_POPUP_TEXT,Willkommen in Saison <NUM>: <SEASON>!
TID_QUESTS_RECOMMENDED,Empfohlen
TID_KING_LOU_SKIN,KÖNIG LOU
TID_KING_LOU_SHOP,KÖNIG\nLOU
TID_BELLHOP_MIKE_SKIN,PAGE MIKE
TID_BELLHOP_MIKE_SHOP,PAGE\nMIKE
TID_CHOCO_PIPER_SKIN,CHOCO PIPER
TID_CHOCO_PIPER_SHOP,CHOCO\nPIPER
TID_SALLY_NANI_SKIN,SALLY NANI
TID_SALLY_NANI_SHOP,SALLY\nNANI
TID_CONY_MAX_SKIN,CONY MAX
TID_CONY_MAX_SKIN_SHOP,CONY\nMAX
TID_WANTED_17B,Verwilderte Schlucht
TID_BANKHEIST_17B,Verdrehte Juwelen
TID_WANTED_3B,Juwelenfort
TID_BOSS_7,Brennendes Streichholz
TID_BOSS_8,Jagdsaison
TID_COOP_7,Voll drauf
TID_COOP_8,Letztes Gefecht
TID_HERO_INFO_LOCKED_BP_TIER_INFO_SHORT,Nach Saisonstufe <NUM> verfügbar
TID_HERO_INFO_LOCKED_BP_TIER_INFO,Nach Saisonstufe <NUM> verfügbar
TID_HERO_INFO_LOCKED_BP_INFO_SHORT,Zum Freischalten Brawlpass benötigt
TID_HERO_INFO_LOCKED_BP_INFO,Zum Freischalten Brawlpass benötigt
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO_SHORT,Auf Saisonstufe <NUM> freischalten
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO,Auf Saisonstufe <NUM> freischalten
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO,Verfügbar in Saison <SEASON>
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO_SHORT,Verfügbar in Saison <SEASON>
TID_RAID_4,Rumble in the Jungle
TID_RAID_5,Rope-a-dope
TID_BRAWLPASS_AUTOCOLLECT_INFO,"Es sind Belohnungen aus Saison <NUM> verfügbar, die du noch nicht eingesammelt hast! Wenn du sie nicht bald abholst, werden die Belohnungen aus Saison <NUM> automatisch eingesammelt. Nicht abgeholte Powerpunkt-Belohnungen, die das Powerpunkt-Limit übersteigen, werden am Ende der aktuellen Saison in Münzen umgewandelt."
TID_BRAWLPASS_AUTOCOLLECT_INFO_TITLE,WICHTIGER HINWEIS!
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO,Der Brawlpass war zum Zeitpunkt der Bearbeitung deines Kaufs bereits freigeschaltet. Deshalb wurden deinem Konto als Entschädigung <NUM> Juwelen gutgeschrieben.
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO_TITLE,BRAWLPASS BEREITS FREIGESCHALTET
TID_MSG_PLAYER_MAP_WON,Herzlichen Glückwunsch! Deine Map \q<NAME>\q hat gewonnen und wird im Gewinnerereignis für alle Spieler verfügbar sein.
TID_MSG_PLAYER_MAP_REJECTED,Leider wurde deine Map \q<NAME>\q nicht von genug Spielern geliket. Du kannst sie verbessern und erneut einreichen!
TID_MSG_PLAYER_MAP_REJECTED_AUTOREVIEW,Leider ist deine Map namens <NAME> nicht zugelassen worden. Passe sie an und schicke sie erneut ab!
TID_MSG_PLAYER_MAP_DELETED,Dein Mapentwurf \q<NAME>\q wurde lange nicht bearbeitet und wurde gelöscht.
TID_MSG_PLAYER_MAP_BANNED,Deine Map \q<NAME>\q wurde aufgrund von Spielermeldungen gesperrt.
TID_MSG_PLAYER_MAP_GREENLIGHTED,"Gute Arbeit! Deine Map \q<NAME>\q wurde von genug Spielern geliket, um veröffentlicht zu werden."
TID_MSG_PLAYER_MAP_GREENLIGHTED_AUTOREVIEW,Gute Arbeit! Deine Map \q<NAME>\q wurde für die Veröffentlichung zugelassen.
TID_MSG_PLAYER_MAP_FEATURED,Herzlichen Glückwunsch! Deine Map \q<NAME>\q wurde gefeaturet und hat <UPVOTE_PERCENT> % positive Bewertungen mit insgesamt <TOTAL_VOTES> Stimmen erhalten.
TID_ESPORT_TOURNAMENTS_POPUP_TITLE,BRAWL STARS CHAMPIONSHIP
TID_ESPORT_TOURNAMENTS_BUTTON,E-SPORTS
