TID,HE
TID_DEVICE_LINK_CONFIRMATION_PLAYER_DESC,רמה <level>
TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID,"כדי לשחק במכשירים מרובים, נא לוודא חיבור ל-WeChat או QQ במכשיר זה.\n\nלאחר מכן, יש להיכנס אל WeChat או QQ דרך המכשיר האחר. ההתקדמות שלך תסונכרן אוטומטית."
TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN,ההתקדמות הנוכחית מקושרת כבר. ניתן לבצע קישור רק פעם אחת.
TID_LINK_NEW_DEVICE_TITLE,קישור מכשיר
TID_LINK_NEW_DEVICE_TEXT,"אם ברצונך לשחק בשני מכשירים או להעביר את החשבון למכשיר חדש, ניתן לעשות זאת כאן."
TID_LINK_NEW_DEVICE_TEXT2,"להתחלה, מקישים אחת:"
TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE,"שימו לב: אם משחקים רק במכשירי iOS ומשתמשים בחשבון Game Center, אין צורך לקשר את המכשירים. פשוט התחברו באמצעות אותו חשבון Game Center."
TID_LINK_NEW_DEVICE_OLD_BUTTON,זהו המכשיר הישן
TID_LINK_NEW_DEVICE_NEW_BUTTON,זהו המכשיר החדש
TID_LINK_CODE_TITLE,קוד קישור
TID_LINK_CODE_TEXT,"כעת, יש להשאיר את המסך הזה פתוח. במכשיר האחר יש לעבור למסך הקישור ולהקיש על \qזהו לחצן המכשיר החדש\q."
TID_LINK_CODE_TEXT2,יש להזין קוד זה במכשיר החדש:
TID_LINK_CODE_WARNING_TEXT,אזהרה: אין למסור את הקוד הזה לאיש! הוא נועד לשימוש אישי בלבד. שימ לב שהקישור הוא קבוע.
TID_LINK_DEVICES_ENTER_CODE_TITLE,הכניסו קוד קישור
TID_LINK_DEVICES_ENTER_CODE_TEXT,לקבלת קוד קישור: במכשיר הישן יש לעבור למסך הקישור ולהקיש על זהו לחצן המכשיר החדש.
TID_LINK_DEVICES_ENTER_CODE_TEXT2,יש להזין את קוד הקישור כאן:
TID_LINK_TARGET_IOS_BUTTON,"אני רוצה לקשר ל-\niPhone‏, iPad או iPod"
TID_LINK_TARGET_IOS_BUTTON_ANDROID,אני רוצה לקשר\nלמכשיר Android
TID_LINK_TARGET_OTHER_BUTTON,אני רוצה לקשר\nלמכשיר אחר
TID_LINK_TARGET_DEVICE_TYPE,מכשיר יעד
TID_LINK_TARGET_DEVICE_TEXT,יש לבחור את סוג המכשיר שברצונך להתחבר אליו:
TID_LINK_SAME_PLATFORM_TITLE,סנכרון עם Game Center
TID_LINK_SAME_PLATFORM_TITLE_ANDROID,סנכרון עם חשבון Google
TID_LINK_SAME_PLATFORM_TITLE_KUNLUN,סנכרון עם החשבון שלך
TID_LINK_SAME_PLATFORM,"כדי לשחק במכשירי iOS מרובים, וודאו שהתחברתם ל-Game Center במכשיר זה.\n\nלאחר מכן, הכנסו ל-Game Center דרך המכשיר האחר. ההתקדמות שלכם תסונכרן אוטומטית."
TID_LINK_SAME_PLATFORM_ANDROID,"כדי לשחק במספר מכשירים, נא לוודא שהתחברת לחשבון Google שלכם בהגדרות המשחק.\n\nלאחר מכן יש להתחבר באמצעות אותו חשבון Google גם במכשיר האחר. ההתקדמות שלך תסונכרן באופן אוטומטי."
TID_LINK_SAME_PLATFORM_KUNLUN,"כדי לשחק במכשירי Android מרובים, יש להוריד את Brawl Stars מה-App Store שבאותו מכשיר Android ולהתחבר באמצעות החשבון שלך. ההתקדמות שלך תסונכרן באופן אוטומטי."
TID_LINK_CANCELLED_TITLE,הקישור בוטל
TID_LINK_CANCELLED,ביטלת את הקישור. שום מכשיר לא קושר.
TID_LINK_CODE_GENERATE_CODE_TEXT,השתמשו בקישור הבא כדי להעביר את ההתקדמות שלכם ל-App Store במכשיר Android אחר. עברו את ההדרכה לקבלת הוראות מפורטות!
TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT,ניתן לקבל קוד קישור מההתקדמות שלך על ידי מעבר להגדרות - קישור מכשיר. יש לעיין בהדרכה לקבלת הנחיות מפורטות!
TID_DEVICE_LINK_MIGRATION_TEXT,"כדי להמשיך לשחק, נדרשת העברת התקדמות המשחק לאפליקציה אחרת באמצעות קוד קישור מכשירים."
TID_DEVICE_LINK_MIGRATION_INSTALL_BUTTON,התקנה
TID_DEVICE_LINK_MIGRATION_LAUNCH_BUTTON,הפעלת משחק
TID_DEVICE_LINK_MIGRATION_HELP_BUTTON,עזרה
TID_DEVICE_LINK_CODE_COPIED,קוד קישור הועתק ללוח
TID_DEVICE_LINK_CODE_BUTTON_LINK,קישור
TID_PERCENTER,סופיה
TID_PERCENTER_SHORT_DESC,גורמת נזק
TID_PERCENTER_DESC,סופיה עומדת להשיג אותך! היא מטילה מס על בריאות האויבים ויש לה גם המון מהלכים מגניבים.
TID_PERCENTER_WEAPON,יריית מס
TID_PERCENTER_WEAPON_DESC,"סופיה יורה ירייה שגובה ממך את החוב שלך. וככל שיש לך יותר, כך החוב שלך גדול יותר."
TID_PERCENTER_ULTI,הגיע הזמן לאסוף
TID_PERCENTER_ULTI_DESC,"סופיה מבצעת זינוק קדימה ואחורה וגורמת נזקי מיסוי לכל מי שניקרה בדרכה, על סמך מד הבריאות המרבי שלהם."
TID_SPEC_ABI_PERCENTER_1,עד הסוף
TID_SPEC_ABI_PERCENTER_1_DESC,כל הבראולרים של האויב שחוטפים מסופיה עוברים לנקודה הכי מרוחקת של המתקפה!
TID_SPEC_ABI_PERCENTER_2,מס מסיבי
TID_SPEC_ABI_PERCENTER_2_DESC,"תכונת הסופר של סופיה מספקת לה <c00cc00><VALUE1>%</c> מגן למשך <c00cc00><VALUE3></c> שניות. כל בראולר אויב שחוטף ממנה, יוסיף לה <c00cc00><VALUE2>%</c> הגנה."
TID_ACCESSORY_PERCENTER_STATIC_DAMAGE,מה עכשיו?!
TID_ACCESSORY_PERCENTER_STATIC_DAMAGE_DESC,הירייה הבאה של סופיה גורמת <c00cc00><VALUE1></c> נזק נוסף.
TID_TUTORIAL_PLAYED_BEFORE,שיחקת בעבר?
TID_SUPPORT_NEW_VERSION_TITLE,נדרש עדכון!
TID_SUPPORT_NEW_VERSION_TEXT,גירסה חדשה של Brawl Stars זמינה כעת. חשוב לעדכן את המשחק לפני פנייה לעזרה ותמיכה.
TID_SUPPORT_NEW_VERSION_BUTTON,עדכון
TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE,מידע
TID_TENCENT_LOGIN_AGREEMENT_POPUP,"לפני השימוש בשירות Tencent שלנו, חשוב לעיין ב-<TOS>, <PP> <CHILDREN> ו-<THIRDPARTY> ולוודא שהבנת באופן מלא את הפריטים ואת כללי העיבוד. בינתיים,נא לשים לב לפריטים בהסכמים אלה הפוטרים או מגבילים את אחריותנו, פריטים המגבילים את הזכויות שלך ולסעיפים העוסקים בפתרון מחלוקות ובתחומי השיפוט. נא ללחוץ על \qאישור\q אם קראת בעיון ונתונה לנו הסכמתך ל-<TOS><PP>, <CHILDREN> ו-<THIRDPARTY>."
TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE,אישור
TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE,סירוב
TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE,שימו לב!
TID_TENCENT_LOGIN_AGREEMENT_POPUP_2,"נא לקרוא בעיון ולהסכים ל-\n<TOS>,\n<PP>,\n<CHILDREN> ו-\n<THIRDPARTY>\nלפני הכניסה למשחק."
TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK,חזרה
TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO,לא
TID_TENCENT_LOGIN_BS_PP,荒野乱斗隐私保护指引
TID_TENCENT_LOGIN_SPECIAL_TOS,《腾讯游戏许可及服务协议》
TID_TENCENT_LOGIN_SPECIAL_OLD_PP,《腾讯游戏隐私保护指引》
TID_TENCENT_LOGIN_SPECIAL_BS_PP,《荒野乱斗隐私保护指引》
TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_1_TITLE,更新提示
TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_1,尊敬的腾讯游戏用户：\n为充分保障您的权利及个人信息安全，我们根据法律法规要求，\n对<OLDPP>进行了更新。我们结合本产品和业务实际，更详细、具体地向您说明我们收集和使用您个人信息的业务场景及目的，具体可参见<PP>内更新提示。\n您也可以阅读完整版\n<PP>和<TOS>\n了解详尽的个人信息处理规则和用户权利义务。如您已详细阅读并同意\n<TOS>和<PP>，\n请点击\q同意\q继续使用我们的服务。
TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_2,尊敬的用户，您需要详细阅读并同意\n<TOS>、<PP>、\n<CHILDREN>和<THIRDPARTY>，\n才可进入游戏哦。
TID_BRAWL_PASS_SEASON_2,ברוכים הבאים לפארק סטארר!
TID_BRAWL_PASS_SEASON_3,משחק בריחה לחגים
TID_BRAWL_PASS_SEASON_4,סטארר סוער!
TID_BRAWL_PASS_INFO_TEXT_GENERIC,"אפשר לקבל המון פרסים נוספים, כולל:\n\n<BRAWLER> - בראולר כרומטי חדש!\n\nסקין בלעדי לזמן מוגבל: <SKIN_1>!\n\nסקין בלעדי לזמן מוגבל: <SKIN_2>!\n\nסיכות מדליקות בלעדיות לזמן מוגבל עבור <BRAWLER>\n\nמכלי ספריי ייחודיים לזמן מוגבל\n\nמטבעות נוספים ונקודות כוח!\n\nקווסטים נוספים כדי להשלים מהר יותר את ה-Brawl Pass!\n\n<NUM_REROLL>הפעלות מחדש נוספות של קווסטים לכל שבוע\n\nשם כרומטי בלעדי למשך כל העונה!"
TID_QUESTS_MORE,הצגת הקווסטים
TID_QUESTS_MORE_NEXT_SEASON,השלמת את כל הקווסטים של עונה <THIS_SEASON>. קווסטים חדשים יהיו זמינים עם תחילת עונה <NEXT_SEASON>.
TID_BRAWL_PASS_AUTOCOLLECT_TITLE,הפרסים של עונה <NUM>
TID_BRAWL_PASS_AUTOCOLLECT,פרסי עונה <NUM> שלך נאספו אוטומטית.
TID_BRAWL_PASS_AUTOCOLLECT_INFO,"כדאי לאסוף את כל פרסי עונה <OLD> לפני שעונה <CURRENT> מסתיימת, אחרת הם ייאספו אוטומטית."
TID_AUTH_WECHAT_SUCCESS,ההרשאה ניתנה בהצלחה.
TID_AUTH_WECHAT_CANCEL,ביטלת את הרשאת Wechat.
TID_AUTH_QQ_SUCCESS,ההרשאה ניתנה בהצלחה.
TID_AUTH_QQ_CANCEL,ביטלת את הרשאת QQ.
TID_TENCENT_AUTH_SUCCESS,ההרשאה ניתנה בהצלחה.
TID_TENCENT_AUTH_CANCEL,ביטלת את הרשאת הכניסה.
TID_GOLDRUSH_57,יהלומים נצחיים
TID_GOLDRUSH_58,עונג האספן
TID_GOLDRUSH_59,חיתוך חד
TID_GOLDRUSH_60,טיסה לגובה
TID_GOLDRUSH_61,שמאל או ימין
TID_GOLDRUSH_62,מכרה קשה כאבן II
TID_GOLDRUSH_63,גן-עדן סגול
TID_MASK_SPIKE_SKIN,מסיכת ספייק
TID_SUPER_FAN_EMZ_SKIN,המעריצה EMZ
TID_SUGAR_RUSH_SANDY_SKIN,סנדי מכור לסוכר
TID_LUNAR_SPROUT_SKIN,ספראוט ירח
TID_TRIXIE_COLETTE_SKIN,סופיה הטריקסטרית
TID_EL_ATOMICO_SKIN,אל אטומיקו
TID_POCO_STARR_SKIN,פוקו סטארר
TID_MASK_SPIKE_SKIN_SHOP,מסיכת\nספייק
TID_SUPER_FAN_EMZ_SKIN_SHOP,המעריצה\nEMZ
TID_SUGAR_RUSH_SANDY_SKIN_SHOP,סנדי\nמכור לסוכר
TID_LUNAR_SPROUT_SKIN_SHOP,ספראוט\nירח
TID_TRIXIE_COLETTE_SKIN_SHOP,סופיה\nהטריקסטרית
TID_EL_ATOMICO_SKIN_SHOP,אל אטומיקו
TID_POCO_STARR_SKIN_SHOP,פוקו\nסטארר
TID_IAP_STARR_09001,מבצע מיוחד
TID_IAP_STARR_09002,חבילה עונתית
TID_IAP_STARR_09003,חבילה בערך גבוה
TID_IAP_STARR_09004,חבילה בערך גבוה
TID_IAP_STARR_09005,חבילת פסטיבל ירח
TID_IAP_STARR_09006,חבילת פסטיבל ירח
TID_SHOP_OFFER_PURCHASE_ERROR_6,רכישה במסגרת מבצע זו כבר בביצוע
TID_SHOP_OFFER_PURCHASE_ERROR_7,אפשרות הרכישה לא נפתחה עבור מבצע זה
TID_SHOP_OFFER_PURCHASE_ERROR_8,אי אפשר לבצע רכישה כשיתרת היהלומים שלילית
TID_FRIENDLY_MIN_TEAMS,נדרשים לפחות 2 קבוצות למצב זה.
TID_FRIENDLY_MIN_PLAYERS,נדרשים לפחות 2 שחקנים למצב זה.
TID_GOLDRUSH_32T,תיק בפינה
TID_GOLDRUSH_33T,"דילוג, ניתור וקפיצה"
TID_GOLDRUSH_34T,השרת בעומס יתר
TID_CC_POPUP_TITLE_BRAWLOWEEN,אתגר ליל כל הבראולרים
TID_CC_POPUP_TITLE_BRAWLIDAYS,אתגר כפול
TID_CC_POPUP_TITLE_SOLO,אתגר סולו
TID_CC_POPUP_QUALIFY_INFO_GENERIC,הצלחה באתגר מזכה בסקין <SKIN> ובחבילת סיכות בלעדית!
TID_QUALIFIED_INFO_GENERIC,כל הכבוד! ניצחת ב<CHALLENGE>! שחררת את הסקין <SKIN> ואת חבילת הסיכות הבלעדית!
TID_CC_POPUP_QUALIFY_INFO_GENERIC_NO_PIN,כדאי לנצח באתגר כדי לזכות בסקין <SKIN>!
TID_QUALIFIED_INFO_GENERIC_NO_PIN,כל הכבוד! ניצחת ב<CHALLENGE>! פתחת את הסקין <SKIN>!
TID_BATTLE_END_BRAWLOWEEN_WIN_INFO,ברכותינו! ניצחת באתגר ליל כל הבראולרים!
TID_BATTLE_END_GENERIC_WIN_INFO,מזל טוב! ניצחת באתגר!
TID_CHALLENGE_TEASER_INFO_GENERIC,"כדאי להתכונן ל-<CHALLENGE>!\n\nניצחוןב<WIN> משחקים מזכה בסקין<SKIN> חינמי ובחבילת סיכות בלעדית! אפשר לשחק עם חברים או להשתמש בתכונה \qחיפוש קבוצה\q כדי להגדיל את הסיכויים.\n\nהאתגר יהיה זמין רק למשך <DURATION> שעות, אז כל רגע נחשב!"
TID_CHALLENGE_TEASER_INFO_GENERIC_NO_PIN,"כדאי להתכונן ל-<CHALLENGE>!\n\nניצחון <WIN>במשחקים מזכה בסקין <SKIN> חינמי! אפשר לשחק עם חברים או להשתמש בתכונה \qחיפוש קבוצה\q כדי להגדיל את הסיכויים.\n\nהאתגר יהיה זמין למשך <DURATION> שעות בלבד, אז כל רגע נחשב!"
TID_ACCESSORY_BULL_STOMP,דרסן
TID_ACCESSORY_BULL_STOMP_DESC,בול יכול להפסיק את השימוש בתכונת הסופר שלו ולהאט את האויבים הסמוכים כשהוא דורס אותם למשך <c00cc00><VALUE1></c> שניות.
TID_ACCESSORY_REWIND,סניקי סניקרס
TID_ACCESSORY_REWIND_DESC,"מקס ממצמצת ושולחת את עצמה למקום לפי בחירתה לאחר <c00cc00><VALUE1></c> שניות של השהיה, ומרפאה כל נזק שחטפה בינתיים."
TID_ACCESSORY_EXTRA_BEE,כוורת רוחשת
TID_ACCESSORY_EXTRA_BEE_DESC,"בי משחררת <c00cc00><VALUE1></c> דבורים זועמות שעפות ממנה והלאה וגורמות נזק ככל שהן מתרחקות, עד <c00cc00><VALUE2></c> דרגות נזק."
TID_ACCESSORY_BARREL_SLOW,חבית זפת
TID_ACCESSORY_BARREL_SLOW_DESC,דאריל יוצר שטח האטה סביבו למשך <c00cc00><VALUE1></c> שניות.
TID_ACCESSORY_SHAMAN_SHIELD,פרווה מלאכותית
TID_ACCESSORY_SHAMAN_SHIELD_DESC,"למשך <c00cc00><VALUE1></c> השניות הבאות, הדוב של ניטה משיג <c00cc00><VALUE2>%</c> הגנה נגד נזקים."
TID_ACCESSORY_WALLY_REPOSITION,השתלה
TID_ACCESSORY_WALLY_REPOSITION_DESC,"ספראוט הורס את גדר השיחים הנוכחית שלו, אבל תכונת הסופר שלו מייד תיטען מחדש במלואה."
TID_ACCESSORY_MEGA_ROCKET,דלק טילים
TID_ACCESSORY_MEGA_ROCKET_DESC,"ההתקפה הבאה של ברוק היא מגה טיל שהוא גדול יותר, מרושע יותר, מהיר יותר ומשמיד חומות."
TID_ACCESSORY_WHIRLWIND_FLY,קרס מעופף
TID_ACCESSORY_WHIRLWIND_FLY_DESC,ההתקפה הבאה של קארל גורמת למכוש שלו לגרור אותו לנקודה המרוחקת ביותר בהתקפה.
TID_ACCESSORY_ARCADE_DOUBLE,קרדיטים נוספים
TID_ACCESSORY_ARCADE_DOUBLE_DESC,ההתקפה הבאה של 8 ביט מעלה את מספר הטילים ל-<c00cc00><VALUE1></c>
TID_ACCESSORY_GUNSLINGER_BIG_BULLET,קליע כסף
TID_ACCESSORY_GUNSLINGER_BIG_BULLET_DESC,"ההתקפה הבאה של קולט היא ירייה חזקה שגורמת נזק כמו <c00cc00><VALUE1></c> קליעים רגילים שלו, בזמן שהוא חולף על פני מכשולים ואויבים."
TID_MULTIPLE_PURCHASE_RESTART_WARNING_TITLE,להתחיל את הרכישה מחדש?
TID_MULTIPLE_PURCHASE_RESTART_WARNING,"רכישה במסגרת מבצע זה כבר החלה בעבר. המבצע זמין רק פעם אחת. רכישות נוספות, גם אם בטעות, לא יספקו את אותם פריטים בפעם השנייה. אם אתם בטוחים שהרכישה הקודמת בוטלה, נסו לרכוש שוב, על אחריותכם בלבד. להמשיך?"
TID_FIRE_DUDE,אמבר
TID_FIRE_DUDE_SHORT_DESC,בקר
TID_FIRE_DUDE_DESC,לאמבר תמיד הייתה חולשה לאש. היא אוהבת להעלות באש את העולם וכל אויב שניצב למולה!
TID_FIRE_DUDE_WEAPON,נשימת דרקון
TID_FIRE_DUDE_WEAPON_DESC,"אמבר שולחת אש תופת לכיוון האויבים שלה. זה נראה מדהים, אבל זהירות מכוויות!"
TID_FIRE_DUDE_ULTI,צלו אותם!
TID_FIRE_DUDE_ULTI_DESC,אמבר משליכה בקבוקון ובו נוזל ההצתה שלה שאותו תוכל אחר כך להצית באמצעות נשיפת האש שלה. שיחים ובראולרים ייצלו! (בקבוקון אחד בכל פעם!)
TID_SPEC_ABI_FIRE_DUDE_1,להבות פרא
TID_SPEC_ABI_FIRE_DUDE_1_DESC,אמבר יכולה ליצור שתי שלוליות דלק על הקרקע בו זמנית ולהטעין מחדש את תכונת הסופר שלה באופן אוטומטי כשתעמוד ליד אחת מהן.
TID_SPEC_ABI_FIRE_DUDE_2,צינור בערה
TID_SPEC_ABI_FIRE_DUDE_2_DESC,"כשהיא עומדת ליד שלולית של נוזל הצתה, אמבר משתמשת בו כדי לטעון את נשיפת האש שלה <c00cc00><VALUE1>%</c> מהר יותר."
TID_ACCESSORY_FIRE_DUDE_SPILL,מחוללי אש
TID_ACCESSORY_FIRE_DUDE_SPILL_DESC,"אמבר רצה במהירות במשך <c00cc00><VALUE1></c> שניות בזמן שהיא שופכת את נוזל ההצתה שלה, אותו תוכל להצית אחר כך."
TID_EMOTE_EQUIP_ALREADY_IN_USE,סיכה זו כבר בשימוש!
TID_ALLIANCE_CHAT_DISABLED_FOR_YP_IN_NON_FF,ניתן לשוחח בצ‘אט רק במועדונים שמתאימים גם לילדים
TID_KING_OF_HILL_15F,מוש פיט
TID_KING_OF_HILL_16F,טבעת אש
TID_KING_OF_HILL_17F,נקודת כאב
TID_KING_OF_HILL_18F,המשפך
TID_KING_OF_HILL_19F,נקודת ביקורת
TID_WANTED_30T,דילוג מהיר
TID_BANKHEIST_29T,להסתובב לאחור
TID_EMOTE_BUNDLE_ROSALLOWEEN,סיכות ליל כל הבראולרים של רוזה
TID_EMOTE_BUNDLE_WF,סיכות הגמר העולמי
TID_EMOTE_PLAYERS,של השחקן
TID_SPRAY_PLAYERS,ספריי
TID_KING_OF_HILL_30,זהירות
TID_KING_OF_HILL_31,הפתעה רוחשת
TID_PLAYER_MAP_SLOT_CREATE_NEW_TITLE,יצירת מפה חדשה!
TID_PLAYER_MAP_SLOT_CREATE_NEW_DESC,יוצר מפות
TID_KING_OF_HILL_20F,חיפושיות לוחמות
TID_CONTEXT_MENU_EDIT,עריכה
TID_CONTEXT_MENU_RENAME,החלפת שם
TID_CONTEXT_MENU_DELETE,מחיקה
TID_CONTEXT_MENU_SUBMIT,שליחה
TID_MAP_EDITOR_RENAME_MAP_TITLE,החלפת שם מפה
TID_MAP_EDITOR_PENDING,"הפעולה בהמתנה, נסו שוב מאוחר יותר"
TID_MAP_EDITOR_RENAME_OK,שם המפה הוחלף
TID_MAP_EDITOR_UNAVAILABLE_TROPHY_LIMIT,צריך <NUM> גביעים כדי להשתמש ביוצר המפות
TID_MAP_EDITOR_NAME_ERROR,החלפת שם המפה נכשלה
TID_MAP_EDITOR_NAME_EMPTY_NAME,שם המפה לא יכול להישאר ריק
TID_MAP_EDITOR_NAME_SHORT_NAME,שם המפה קצר מדי.
TID_MAP_EDITOR_NAME_LONG_NAME,שם המפה ארוך מדי.
TID_MAP_EDITOR_NAME_INVALID_NAME,שם המפה לא התקבל
TID_MAP_EDITOR_NAME_OK,שם המפה הוחלף
TID_MAP_EDITOR_MAP_DELETE_TITLE,מחיקת מפה
TID_MAP_EDITOR_MAP_DELETE_TEXT,האם באמת ברצונך למחוק את\n<NAME>
TID_MAP_EDITOR_MAP_DELETE_OK,המפה נמחקה
TID_MAP_EDITOR_MAP_DELETE_ERROR,שגיאה במחיקת המפה
TID_MAP_EDITOR_QUIT_TITLE,לצאת מיוצר מפות?
TID_MAP_EDITOR_QUIT_TEXT,יציאה כעת תגרום לאבדן כל השינויים שלא נשמרו.
TID_MAP_EDITOR_PLACEMENT_MODE_NORMAL,מצב שיבוץ: יחיד
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_X,מצב שיבוץ: הכפלה לרוחב
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_Y,מצב שיבוץ: הכפלה לאורך
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_DIAGONAL,מצב שיבוץ: הכפלה באלכסון
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_BOTH,מצב שיבוץ: הכפלת הכל
TID_MAP_EDITOR_BUTTON_QUIT,יציאה
TID_MAP_EDITOR_BUTTON_UNDO,ביטול
TID_MAP_EDITOR_BUTTON_REDO,חזרה על פעולה
TID_MAP_EDITOR_BUTTON_LOAD,טעינה
TID_MAP_EDITOR_BUTTON_SAVE,שמירה
TID_MAP_EDITOR_BUTTON_CLEAR_ALL,מחיקת הכול
TID_MAP_EDITOR_BUTTON_GRID,רשת
TID_MAP_EDITOR_BUTTON_MODIFIERS,משני מצב
TID_MAP_EDITOR_CANNOT_SAVE,לא ניתן לשמור מפה. הצבת אריח לא תקינה.
TID_MAP_EDITOR_CANNOT_SAVE_BLOCK_SPACING,הפער בין העצמים קטן מדי.
TID_MAP_EDITOR_CANNOT_SAVE_WATER,לא ניתן ליצור מחסום מים יחיד.
TID_MAP_EDITOR_CANNOT_SAVE_CLOSED_AREA,לא ניתן לסגור אזורים.
TID_MAP_EDITOR_CANNOT_SAVE_RESTRICTED_AREA,לא ניתן למקם כאן עצמים.
TID_MAP_EDITOR_CANNOT_SAVE_MAX_OBJECTS,הוצב כבר המספר המרבי של עצמים אלה.
TID_MAP_EDITOR_SAVE_ERROR,שגיאה בשמירת מפה
TID_MAP_EDITOR_SAVE_OK,המפה נשמרה
TID_MAP_EDITOR_HEIST_SAFE,כל קבוצה צריכה להחזיק בכספת בצד שלה במפה.
TID_MAP_EDITOR_SECOND_TELEPORT,המשגר השני חסר.
TID_MAP_EDITOR_SECOND_SPAWN_POINT,מיקום לא תקין של נקודת יצירת חיים
TID_MAP_EDITOR_BUTTON_REMOVE,הסרה
TID_MAP_EDITOR_HOT_ZONE_AREA,צריך למקם מספר אזורים חמים
TID_MAP_EDITOR_SIEGE_BOLT,צריך לקבוע מספר מיקומי ברגים
TID_MAP_EDITOR_MODIFIERS_TITLE,משני מצב
TID_PLAYER_MAP_SLOT_MAPS_MADE,המפות שנוצרו: <NUM>/<MAX>
TID_PLAYER_MAP_SLOT_DRAFT_MAPS,מפות טיוטה: <MAX>/<NUM>
TID_PLAYER_MAP_SLOT_STATUS,סטטוס: <STATUS>
TID_PLAYER_MAP_SLOT_STATUS_UNKNOWN,לא ידוע
TID_PLAYER_MAP_SLOT_STATUS_DRAFT,טיוטה
TID_PLAYER_MAP_SLOT_STATUS_SUBMITTED,נשלחה. <APPROVAL>
TID_PLAYER_MAP_SLOT_STATUS_GREENLIGHTED,ניתן אישור
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED,פורסמה
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED_VOTE,פורסם. <VOTE>
TID_PLAYER_MAP_SLOT_STATUS_BANNED,נפסלה
TID_PLAYER_MAP_SLOT_STATUS_WINNER,מנצחת
TID_PLAYER_MAP_SLOT_STATUS_REJECTED,נדחתה
TID_PLAYER_MAP_SLOT_STATUS_FEATURED,הנבחרות. <VOTE>
TID_PLAYER_MAP_STATUS_INFO_TITLE,סטטוס המפה שלך
TID_PLAYER_MAP_STATUS_INFO_DRAFT,"אפשר לשלוח מפה חדשה לאישור בקרבות ידידותיים. אם היא תאושר על ידי שחקנים אחרים, אפשר לפרסם אותה כמועמדת למפת היום."
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED,"אם מספיק שחקנים מאשרים מפה בקרבות ידידותיים, ניתן להכניס אותה לתחרות המפות. עריכת מפה מחזירה אותה לסטטוס טיוטה ומבטלת אישורים קודמים של המפה."
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED,"אחרי שהמפה אושרה על ידי שחקנים אחרים, ניתן להכניס אותה לתחרות המפות. לתשומת לבך! עריכת מפה מבטלת אישורים קודמים."
TID_PLAYER_MAP_STATUS_INFO_PUBLISHED,"מפות שפורסמו משתתפות בתחרות המפות, ומשתתפים אחרים יוכלו לשחק בהן. המפות הזוכות יקבלו את מקומן באירוע הזוכים על פי קולות המצביעים."
TID_PLAYER_MAP_STATUS_INFO_BANNED,"לא ניתן לערוך מפות שנפסלו, רק למחוק אותן."
TID_PLAYER_MAP_STATUS_INFO_REJECTED,"אם המפה שלך נדחתה, לא נורא. אפשר עדיין לערוך, לשפר ולהגיש אותה שוב."
TID_PLAYER_MAP_STATUS_INFO_WINNER,"מזל טוב, יש לנו זוכים! המפות הזוכות יוצגו באירוע המנצחים."
TID_PLAYER_MAP_STATUS_INFO_FEATURED,"מפות נבחרות מוצגות במשבצת של מועמדות היום. על בסיס קולות השחקנים, המפות הזוכות יקבלו מקום של כבוד באירוע המנצחים."
TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW,"אפשר להגיש מפות חדשות להשתתפות בתחרות. לפני שמפרסמים אותן, המפות שהוגשו ייבדקו כדי לוודא שאין בהן תוכן בלתי הולם ויקבלו אור ירוק ."
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW,"מפה שהוגשה מחכה לאישור לפני פרסום. אחרי שיתקבל אישור, ניתן להכניס אותה לתחרות המפות. עריכת מפה מחזירה אותה לסטטוס טיוטה ומבטלת אישורים קודמים של אותה מפה."
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW,"אחרי שהמפה אושרה לפרסום, ניתן להכניס אותה לתחרות המפות. לתשומת לבך! עריכת המפה תבטל את הסטטוס המאושר."
TID_PLAYER_MAP_STATUS_INFO_REJECTED_AUTOREVIEW,"אם המפה שלך נדחתה, לא נורא. אפשר עדיין לערוך, לשפר ולהגיש אותה שוב."
