"Name","BehaviorType","EquipType","CanMoveAtSameTime","Targeted","AutoAttackType","AttackFacing","Cooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","MeleeAttackPiercesEnvironment","Projectile","OverchargedProjectile","OverchargedChainProjectile","SummonedCharacter","OverchargedSummonedCharacter","AreaEffectObject","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","SecondaryProjectile","ThirdProjectile","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffect","ActivationSelfStatusEffectOvercharged","InterruptType","TID","Desc","CustomString","CustomString2","CustomValue","CustomValue2"
"JesterUltiPoisoning","Attack","ulti","true","true","","","250","150","","17","","","","","","","","290","","150","100","5","5","","true","","","","","","","","","","","","JesterUltiProjectilePoisoning","","","","","","","","","","","","","","sc/ui.sc","button_ulti_chester_cone_poison","button_ulti_blue_chester_cone_poison","chester_def_ulti_poison_spray","","","","","","","","","","","","1","JesterUltiExploding","JesterUltiStunning","JesterUltiDamageArea","JesterUltiHeal","","","","","","","","","","","","","","","","TID_JESTER_ULTI_POISON","","3",""
"JesterUltiDamageArea","Attack","ulti","true","","","","250","150","","","","","","","","","","160","","150","","","1","","","","","","","","","","","","","","","","","","","JesterUltiDamageArea","","","","","","","","","sc/ui.sc","button_ulti_chester_drop_damaging_area","button_ulti_blue_chester_drop_damaging_area","barkeep_attack","","Dummy_effect","","","","","","","","","","1","JesterUltiExploding","JesterUltiStunning","JesterUltiPoisoning","JesterUltiHeal","","","","","","","","","","","","","","","","TID_JESTER_ULTI_AREA","","4",""
"JesterUltiHeal","Heal","ulti","true","","","","250","150","","","","","","","","","","2400","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","button_ulti_chester_direct_heal","button_ulti_blue_chester_direct_heal","","","chester_def_ulti_heal","","","","","","","","","","1","JesterUltiExploding","JesterUltiStunning","JesterUltiPoisoning","JesterUltiDamageArea","","","","","","","","","","","","","","","","TID_JESTER_ULTI_HEAL","","5",""
"DoorManWeapon","Attack","weapon","true","true","","","500","150","","27","","","","","","1400","3","1160","","100","0","","1","","true","","","","","","","","","","","","DoorManProjectile","","","","","","","","","","","","","","","","","gray_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"DoorManUlti","Portals","ulti","true","true","","","50","250","","20","","","","","1","","","","","200","","","1","","true","","","","2000","","","","","","","","","","","","","","","","","","","Portal","OverChargedPortal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeamerWeapon","Attack","weapon","true","true","","","500","150","","27","","","","","","1500","3","1300","","100","","","1","","true","","","","","","","","","","","","BeamerProjectile","","","","","","","","","","","","","","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"BeamerUlti","Attack","ulti","","true","","2","150","300","750","120","","","","true","","100","1","2500","","300","","","1","","true","","","","","","","","","","true","","BeamerUltiProjectile","","","","","","","","","","","","","","","","","bibi_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterWeapon","Attack","weapon","true","true","","","500","150","","30","","","","","","1500","3","700","","100","0","","1","","true","","","","","","","","","","","","SplitterProjectile","","","","","","","","","","","","","","","","","arcade_def_atk","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","",""
"SplitterUlti","Split","ulti","true","","","","50","250","","","","","","","","","","","","200","","","1","","true","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","arcade_def_ulti_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterLegsWeapon","Attack","weapon","true","","","1","500","150","","10","","","","","","1800","3","","","1000","","","","","","","","","","","","","","","","","","","","","","SplitterLegsDamageArea","","","","","follow","","","","","","","luchador_attack","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","",""
"PuppeteerWeapon","Attack","weapon","true","true","","","250","150","","22","","","","","","2000","3","","","100","0","","1","","true","","","","","","","","","","","","PuppeteerProjectile","","","","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"PuppeteerUlti","Attack","ulti","true","true","","","500","150","","25","","","","","","1500","","","","150","","","1","","true","","","","","","","","","","","","PuppeteerUltiProjectile","OverchargedPuppeteerUltiProjectile","","","","","","","","","","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieWeapon","Attack","weapon","true","true","","","250","150","","26","","","","","","1500","3","1500","","100","","","1","","true","","","","","","","","","","","","MaisieProjectile","","","","","","","","","","","","","","","","","maisie_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"MaisieUlti","Attack","ulti","true","","","1","250","150","500","10","","","","","","1800","","","","1000","","","","","","","","","","","","","","","","","","","","","","MaisieUltiShockwave","","","MaisieOverchargedUltiShockwave","MaisieOverchargedUltiBulletExplosion","follow","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankWeapon","Attack","weapon","true","true","","2","250","150","","10","","","","true","","250","1","","","150","","15","","","","","","","","","","","","","","","","","","","","FishTankBlast","","","","","follow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"FishTankUlti","Attack","ulti","true","","","","250","150","","","","","","","","","","1320","","100","","","","","true","","","","","","","","","","","","","","","","","FishTankUltiArea","","","FishTankOverchargedAreaEffect","","follow","","","","","","","tenant_def_ulti","hank_def_oc_ulti","Dummy_effect","","","","","","","","","","","","","","","","","","","","","","2","50","","","","","","","","","",""
"DuelistWeapon","Attack","weapon","true","true","","","100","450","","16","","","","","","1200","3","700","","200","","","1","","true","","","","","","","","","","","","DuelistProjectile","","","","","","","","","","","","","","","","","cordelius_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"DuelistUlti","Attack","ulti","true","true","","","250","150","","27","","","","true","","","","","","150","","","1","","true","","","","","","","","","","","","DuelistUltiProjectile","DuelistOverchargedUltiProjectile","","","","","","","","","","","","","","","","cordelius_ulti_atk","cordelius_def_oc_muzzle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverWeapon","Attack","weapon","true","","","1","250","150","","10","","","","","","1500","3","1200","","1000","","","","","","","","","","","","","","","","","","","","","","ReviverDamageArea","","","","","follow","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"ReviverUlti","Attack","ulti","true","true","","","500","150","","28","","","","","","2000","","","","100","","","1","","true","","","","","","","","","","","","ReviverUltiProjectile","","","","","","","","","","","","","","","","","doug_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerWeapon","Attack","weapon","true","true","","","50","650","","27","","","","","","1500","3","260","","100","40","1","1","","true","","","","","","","","","","","","CookerProjectile","","","","","","","","","","","","","","","","","pam_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"CookerUlti","Attack","ulti","true","","","1","250","150","300","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","CookerUltiExplosion","","","CookerOverchargedUltiExplosion","CookerOverchargedUltiArea","","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorWeapon","Attack","weapon","true","true","","","350","500","","20","","","","","","2000","3","540","","150","","","1","","true","","","","","","","","","","","","ConductorProjectile","","","","","","","","","","","","","","","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"ConductorUltiSpawn","Attack","ulti","true","true","","","50","250","","30","","","","","1","","","400","","200","","","1","","true","","","","","","1","3","","","","","ConductorUltiProjectile","","","","","","","","","","","ConductorSign","","","sc/ui.sc","button_ulti_chuck_1","button_ulti_blue_chuck_1","","","","","","","","","","","","","3","ConductorUltiCharge","","","","","","","","","","","","","","","","","","","","","",""
"ConductorUltiCharge","Charge","ulti","","","","","50","","","20","","","","","","","","1750","","","","","","","","","0","","3700","17","","","","","true","","","","","","","","","","","","","","","","sc/ui.sc","button_ulti_chuck_2","button_ulti_blue_chuck_2","","","","","","","chuck_def_ulti_use","fang_def_ulti_cover","","","Rhinostep","","4","ConductorUltiSpawn","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerWeapon","Attack","weapon","true","true","","","500","150","","25","","","","","","2000","1","800","","100","0","","1","","true","","","","","","","","","","","","CocoonerProjectile","","","","","","","","","","","","","","","","","whirlwind_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"CocoonerUlti","Attack","ulti","true","true","","2","251","250","","27","","","","","","","","","","200","","","1","","true","","","","","","1","10","","","","","CocoonerUltiProjectile","CocoonerOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerPetWeapon","Charge","weapon","","true","","","750","750","","6","","","","true","","100","3","400","","","","","","","","","","","2200","4","","","","","true","","","","","","","","","","","","","","","","","","","","","mortis_def_sound","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"CocoonerPetUltiDummy","Attack","ulti","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperWeapon","Charge","weapon","","true","","","750","","","12","","","","","","2600","3","1090","","","","","","","","","","","5200","18","","","","","","","","","","","","LeaperWeaponArea","","","","","","","","","","","","","","mico_def_atk_jump","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"LeaperUlti","FlyJump","ulti","","","","","1000","6000","1000","","","","","","","","","","","","","","","","","1025","","","","","","","","","","","","","","","","LeaperUltiArea","","","LeaperOverchargedUltiArea","","","","","","","","","","","mico_def_ulti_casting","mico_def_oc_casting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherWeapon","Attack","weapon","true","true","","","100","250","","11","","","","","","800","3","1000","","100","150","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","AttacherWeaponAlternate","","","","","","","","","","true","","","","","","","","","TID_ATTACHER_WEAPON","","",""
"AttacherUlti","Charge","ulti","true","true","","","50","","","20","","","","","","","","1000","","","","","","","","","","","6000","19","","","","","","","","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","1","AttacherUltiAlternate","","","","","","","","","","","","","","","","","","","","","",""
"AttacherWeaponAlternate","Attack","weapon","true","true","","","250","150","","22","","","","","","2000","3","1600","","100","0","","1","","true","","","","","","","","","","","","AttacherProjectile","","","","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","1","AttacherWeapon","","","","","","","","","","true","","","","","","","","","TID_ATTACHER_WEAPON_ATTACHED","","",""
"AttacherUltiAlternate","Charge","ulti","true","true","","","50","","","6","","","","","","","","0","","","","","","","","","","","2000","5","","","","","","","","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","1","AttacherUlti","","","","","","","","","","","","","","","","","","","","","",""
"TwinsWeaponThrower","Attack","weapon","true","true","","","250","300","","22","","","","","","2200","3","700","","300","0","","1","","true","","","","","","","","","","","","TwinsThrowerProjectile","","","","","","","","","","","","","","","","","twin_def_atk","","","","","","","","","","","","1","TwinsWeaponShotgun","","","","","","","","","","true","","","","","","","","","","","",""
"TwinsWeaponShotgun","Attack","weapon","true","true","","","250","500","","20","","","","","","1800","3","150","","250","25","16","3","","true","","","","","","","","","","","","TwinsShotgunProjectile","","","","","","","","","","","","","","","","","max_def_atk","","","","","","","","","","","","1","TwinsWeaponThrower","","","","","","","","","","true","","","","","","","","","","","",""
"TwinsUlti","Attack","ulti","true","true","","","50","250","","15","","","","","1","","","","","200","","","1","","true","","","","","","1","1","","","","","TwinsUltiProjectile","","","TwinsPet","","","","","","","","","","","","","","shaman_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsUltiDummy","Attack","ulti","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AxeJugglerWeapon","Attack","weapon","true","true","","","250","150","","24","","","","","","1500","3","460","","150","","","1","","true","","","","","","","","","","","","AxeJugglerProjectile","","AxeJugglerOverchargedProjectile2","","","","","","","","","","","","","","","melodie_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"AxeJugglerUlti","Charge","ulti","","true","1","","","","","16","","","","","","","","","","","","","","","","","","","3700","5","","","","","true","","","","AxeJugglerOverchargedProjectile2","","","","","","","","","","","","","","","","","","","","","melodie_def_ulti","stu_def_ulti_cover","melodie_def_hc_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManWeapon","Attack","weapon","true","true","","2","500","150","","30","","","","","","100","1","2000","","100","","17","1","","true","","","","","","","","","","","","MosquitoProjectile","","","","","","","","","","","","","","","","","angelo_def_atk","","","","","","","","","","","","1","InsectManWeaponPoison","","","","","","","","","","true","","","","","","","","","","","50",""
"InsectManUlti","Attack","ulti","true","","","","","","","","","","","","","","","500","","70","","","","","","","","","","","","","","","","","","","","","","InsectManUltiDamageArea","InsectManUltiSwitchSkillArea","","InsectManOverchargedUltiDamageArea","InsectManOverchargedUltiSwitchSkillArea","","","","","","","","","","emz_def_ulti_use","","","","Dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManWeaponPoison","Attack","weapon","true","true","","","500","150","","30","","","","","","100","1","2000","","100","","17","1","","true","","","","","","","","","","","","MosquitoProjectilePoison","","","","","","","","","","","","","","","","","angelo_def_atk","","","","","","","","","","","","1","InsectManWeapon","","","","","","","","","","true","","","","","","","","","","","50",""
"InsectManChargeGadget","Charge","utility","","true","","","50","1000","","18","","","","","","100","1","","","760","0","12","1","","","","","","2000","20","","","","","","","","","","","","InsectManGadgetDamageArea","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","",""
"DragonRiderWeapon","Attack","weapon","true","true","","2","250","500","","12","","","","","","1000","3","700","","500","","","1","","true","","","","","","","","","","","","DragonRiderProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","DragonRiderDragonWeapon","","","","","","","","","","true","","","","","","","","","","","",""
"DragonRiderDragonWeapon","Attack","weapon","true","true","","2","60","120","","17","","","","","","220","40","80","","120","90","","4","","true","","","","","","","","","","","","DragonRiderDragonProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","DragonRiderWeapon","","","","","","","","","true","true","","","","","","","","","","","",""
"DragonRiderUlti","MountUp","ulti","","","","","600","600","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","draco_def_ulti_use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","50"
"AmbusherWeapon","Attack","weapon","true","true","","","50","150","","6","","","","","","800","2","1060","","150","0","","1","","true","","","","","","","","","","","","AmbusherProjectile","","","","","","","","","","","","","","","","","bea_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"AmbusherUlti","Attack","ulti","true","true","","","250","150","","27","","","","","","","","500","","150","","","1","","true","","","","","","","","","","","","AmbusherUltiProjectile","AmbusherOverchargedUltiProjectile","","","","","","","","","","","","","","","","cordelius_ulti_atk","cordelius_def_oc_muzzle","","","","","","","","","","","1","AmbusherUlti2","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherUlti2","Attack","ulti","true","true","","","250","150","","27","","","","","","","","1000","","150","","","1","","true","","","","","","","","","","","","AmbusherUltiProjectile2","AmbusherOverchargedUltiProjectile2","","","","","","","","","","","","","","","","cordelius_ulti_atk","cordelius_def_oc_muzzle","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"GodzillaWeapon1","Attack","weapon","true","true","1","2","50","700","","13","","","","","","800","1","2000","","700","100","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","godzilla_atk_claw","","","","","","","","","","","","2","GodzillaWeapon2","","","","","","","","","","true","","","","","","","","","","","",""
"GodzillaWeapon2","Attack","weapon","true","true","1","2","50","700","","13","","","","","","800","1","2000","","700","100","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","godzilla_atk_bite","","","","","","","","","","","","2","GodzillaWeapon1","","","","","","","","","","true","","","","","","","","","","","",""
"GodzillaUlti","Attack","ulti","false","true","","","50","2000","","30","","","","","","","","1000","","100","180","2","1","","true","","","","","","","","","","","","Godzilla1UltiProjectile","","","","","","","","","","","","","","","","","godzilla_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterWeapon","Attack","weapon","true","true","","","250","150","","19","","","","","","2400","3","660","","100","0","","1","","true","","","","","","","","","","","","PainterProjectile","","","","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"PainterUlti","Charge","ulti","","true","1","","","","","25","","","","","","","","1520","","","","","","","","","","","3000","21","","","","","true","","","","","","","PainterAreaEffect","","","PainterAreaEffectOvercharged","","","","","","","","","","","","","","","berry_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrabWeapon1","Attack","weapon","true","true","","","200","200","","23","","","","","","2000","3","600","","200","0","","1","","true","","","","","","","","","","","","CrabProjectile","","","","","","","","","","","","","","","","","clancy_def_atk","","","","","","","","","","","","1","CrabWeapon1","CrabWeapon2","CrabWeapon3","","","","","","","","true","","","","","","","","","","","",""
"CrabWeapon2","Attack","weapon","true","true","","","200","400","","23","","","","","","2000","3","700","","200","0","","1","","true","","","","","","","","","","","","CrabProjectile","","","","","","","","","","","","","","","","","clancy_def_atk","","","","","","","","","","","","1","CrabWeapon1","CrabWeapon2","CrabWeapon3","","","","","","","","true","","","","","","","","","","","",""
"CrabWeapon3","Attack","weapon","true","true","","","200","400","","23","","","","","","2000","3","800","","200","250","20","1","","true","","","","","","","","","","","","CrabProjectile","","","","","","","","","","","","","","","","","clancy_def_atk","","","","","","","","","","","","1","CrabWeapon1","CrabWeapon2","CrabWeapon3","","","","","","","","true","","","","","","","","","","","",""
"CrabUlti1","Attack","ulti","true","true","","","250","1200","","17","","","","","","","","600","","150","220","22","2","","true","","","","","","","","","","","","CrabUltiProjectile","","","","","","","","","","","","","","","","","clancy_def_ulti","","Dummy_effect","","","","","","","","","","1","CrabUlti1","CrabUlti2","CrabUlti3","","","","","","","","","","","","","","","","","","","50","340"
"CrabUlti2","Attack","ulti","true","true","","","250","1200","","25","","","","","","","","600","","150","220","22","2","","true","","","","","","","","","","","","CrabUltiProjectile","","","","","","","","","","","","","","","","","clancy_def_ulti","","Dummy_effect","","","","","","","","","","1","CrabUlti1","CrabUlti2","CrabUlti3","","","","","","","","","","","","","","","","","","","50","340"
"CrabUlti3","Attack","ulti","true","true","","","250","1200","","25","","","","","","","","700","","150","220","22","2","","true","","","","","","","","","","","","CrabUltiProjectile","","","","","","","","","","","","","","","","","clancy_def_ulti","","Dummy_effect","","","","","","","","","","1","CrabUlti1","CrabUlti2","CrabUlti3","","","","","","","","","","","","","","","","","","","50","340"
"DiggerWeapon","Attack","weapon","true","true","","","250","150","","15","","","","","","2000","3","500","","150","","","1","","true","","","","","","","","","","","","DiggerProjectile","","","","","","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"DiggerUlti","Charge","ulti","true","true","","2","50","150","","22","","","","","","","","600","","","","","","","","","","","2500","22","","","","","","","","","","DiggerDrill","","DiggerDrillDive","DiggerDrillSurface","","","","","","","","sc/ui.sc","button_ulti_digger","button_ulti_blue_digger","","","bonnie_def_ulti_return","","cannongirl_ulti_ground_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillWeapon","Attack","weapon","true","true","","2","50","100","","5","","","","","","220","40","280","","100","","","1","","true","","","","","","","","","","","","DiggerDrillProjectile","","","","","","","","","","","","","","","","","","","moe_underground_start_end","","","","","","","","","","1","","","","","","","","","","true","true","","","","","","","","","","","",""
"DiggerDrillUlti","ChangeCharacter","ulti","","","","","300","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Digger","","","","","","","","","","","","","","","","moe_underground_start_end","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiWeaponDash","Charge","weapon","","true","","","200","","","8","","","","","","1000","3","750","","","","","","","","","","","2700","4","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","SamuraiWeaponSlash","","","","","","","","","","true","","","","","","","","","","","",""
"SamuraiWeaponSlash","Attack","weapon","true","true","","","150","250","","11","","","","","","1000","3","1000","","150","300","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","SamuraiWeaponDash","","","","","","","","","","true","","","","","","","","","","","",""
"SamuraiUlti","Attack","ulti","","true","","","50","150","","22","","","","","","","","1300","","100","","","1","","true","","","","8000","23","","","","","","","SamuraiUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SamuraiHide","","","","","","","",""
"GhostWeapon","Attack","weapon","true","true","","","150","250","350","11","","","","","","800","3","800","","150","300","","1","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","2","","","","","",""
"GhostUlti","Charge","ulti","true","true","1","","50","150","","10","","","","","","","","","","100","","","","","","","","","3000","25","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GhostIncorporeal","","","","","","","",""
"VoodooWeaponEarth","Attack","weapon","true","true","","","250","150","","19","","","","","","1600","3","1000","","100","0","","1","","true","","","","","","","","","","","","VoodooProjectileEarth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","0",""
"VoodooWeaponForest","Attack","weapon","true","true","","","250","150","","27","","","","","","1600","3","800","","100","0","","1","","true","","","","","","","","","","","","VoodooProjectileForest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","7",""
"VoodooWeaponWater","Attack","weapon","true","true","","","250","150","","19","","","","","","1600","3","800","","100","0","","1","","true","","","","","","","","","","","","VoodooProjectileWater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","9",""
"VoodooUlti","Attack","ulti","true","true","","","50","250","","15","","","","","1","","","","","200","","","1","","true","","","","","","1","1","","","","","VoodooUltiProjectile","","","VoodooPet","","","","","","","","","","","","","","selena_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooWeaponAll","Attack","weapon","true","true","","","250","150","","27","","","","","","2000","3","1000","","100","0","","1","","true","","","","","","","","","","","","VoodooProjectileAll","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","-1",""
"InstagibWeapon","Attack","weapon","true","true","","","500","150","","30","","","","","","2500","1","1","","100","","","1","","true","","","","","","","","","","","","SniperProjectile","","","","","","","","","","","","","","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"b40a4793907fff3f6a0e19022540f55cc0a67609","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"2d8b18c2e5019afd6061ce2f1c43957ed5a2a1c5","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"6266808256dfc48ff53ffd9e5d792db5142ba3a8","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"457c0cd14ef02760fe4e37bafb1d04d720d0686b","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"1b114f438bb3cdb14d10fe7bcdc8d4022c050421","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"864543ea2dd155af5a789bf54c36589a3ea04c61","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"MeepleWeapon","Attack","weapon","true","true","","","500","150","","23","","","","","","1900","3","1300","","100","","","1","","true","","","","","","","","","","","","MeepleProjectile","","","","","","","","","","","","","","","","","meeple_def_atk","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","","","","","","",""
"MeepleWallWeapon","Attack","weapon","true","true","","","250","150","","23","","","","","1","2000","3","500","","100","0","","1","","true","","","","","","","","","","","","MeepleWallProjectile","","","","","","","","","","","","","","","","","sprout_def_ulti","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleUlti","Attack","ulti","true","true","2","","50","250","","15","","","","","","","","","","200","","","1","","true","","","","","","1","1","","","","","MeepleUltiProjectile","","","","","","","","","","","","","","","","","meeple_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterWeapon","Attack","weapon","true","true","","","350","250","","19","","","","","","1800","3","1000","","200","27","","2","","true","","","","","","","","","","","","SkaterProjectile","","","","","","","","","","","","","","","","","ollie_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"SkaterUlti","Charge","ulti","","true","","","50","","","17","","","","","","","","","","","","","","","","","","","2300","5","","","","","","","","","","","","","SkaterUltiLanding","true","","","follow","","","","","","","","","ollie_def_ulti_trail","luchador_overcharged_ulti","","luchador_overcharged_ulti_ground_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
