"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargeSkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","MainAttackOverchargedProjectile","SecondaryProjectile","ThirdProjectile","UltiProjectile","OverchargedUltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","PoisonEffect","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","CustomEffect1","CustomEffect2"
"MechaDudeRhino","MechaDude","meg_beetle_geo.glb","","","meg_portrait.glb","","MechaDudeRhinoIdle","MechaDudeRhinoWalk","MechaDudeRhinoAttack","MechaDudeRhinoSuper","MechaDudeRhinoSuper","MechaDudeRhinoRecoil","","MechaDudeRhinoSuperRecoil","","MechaDudeRhinoReload","MechaDudeRhinoBeaPushback","","MechaDudeRhinoWin","MechaDudeRhinoWinloop","","MechaDudeRhinoLose","MechaDudeRhinoLoseloop","MechaDudeRhinoWin","MechaDudeRhinoWinloop","MechaDudeRhinoIdle","MechaDudeRhinoWin","MechaDudeRhinoWinloop","MechaDudeRhinoWin","","MechaDudeRhinoIdle","MechaDudeRhinoLose","MechaDudeRhinoPortrait","MechaDudeRhinoWinloop","","MechaDudeRhinoPortrait","BeaIdle","","","","","","Meg002Still","Meg002Still","Meg002Win","Meg002WinLoop","","Meg002Lose","Meg002LoseLoop","Meg002Win","Meg002WinLoop","Meg002WinLoop","Meg002Win","Meg002WinLoop","Meg002Win","Meg002Still","Meg002Still","","","","","","","true","true","Mecha002Projectile","","","","","","mecha_002_atk1","","bea_def_ulti","","","","","","","mecha_002_ulti1_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bea_def_atk_charged","","","","","","","",""
"MechaDudeBigRhino","MechaDudeBig","meg_beetle_mecha_geo.glb","","","darryl_base_cam.scw","","MechaDudeBigRhinoIdle","MechaDudeBigRhinoWalk","MechaDudeBigRhinoAttack","MechaDudeBigRhinoSuper","MechaDudeBigRhinoSuper","MechaDudeBigRhinoRecoilL","MechaDudeBigRhinoRecoilR","MechaDudeBigRhinoSuperRecoil","","MechaDudeBigRhinoDarrylDroidReload","MechaDudeBigRhinoDarrylDroidPushback","","MechaDudeBigRhinoIdle","MechaDudeBigRhinoIdle","","MechaDudeBigRhinoIdle","MechaDudeBigRhinoIdle","MechaDudeBigRhinoWin","MechaDudeBigRhinoWin","MechaDudeBigRhinoWin","MechaDudeBigRhinoWin","MechaDudeBigRhinoWin","MechaDudeBigRhinoWin","","MechaDudeBigRhinoIdle","MechaDudeBigRhinoIdle","MechaDudeBigRhinoWin","","","MechaDudeBigRhinoWin","DarrylDroidIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","Mecha002UltiProjectile","","","","","","mecha_002_atk2","","mecha_002_ulti","","","","","","","","","","","mecha_def_ulti1_spawnEnd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mecha_002_ulti2_death","","","","","","","","","","","","","","",""
"BullDudeLion","BullDude","bull_lion_geo.glb","","","bull_bullfasa_portrait_cam.glb","","BullDudeLionIdle","BullDudeLionWalk","BullDudeLionPrimary","BullDudeLionSecondary","BullDudeLionSecondary","BullDudeLionRecoil","","BullDudeLionRecoil","","BullDudeLionReload","BullDudeLionPushback","","BullDudeLionWin","BullDudeLionWinloop","","BullDudeLionLose","BullDudeLionLoseloop","BullDudeLionWin","BullDudeLionWinloop","BullDudeLionIdle","BullDudeLionWin","BullDudeLionWinloop","BullDudeLionWin","","BullDudeLionIdle","BullDudeLionIdle","BullDudeLionProfile","","","BullDudeLionProfile","BullRockIdle","","","","","","Bull005Still","Bull005Still","Bull005Win","Bull005WinLoop","","Bull005Lose","Bull005LoseLoop","Bull005Win","Bull005WinLoop","BullWinLoop","Bull005Win","Bull005WinLoop","Bull005Win","Bull005Still","Bull005Still","bull_006_win","bull_006_win","bull_006_win","bull_006_win","","","true","","Bull006Projectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeWasp","BowDude","bo_wasp_geo.glb","","","bo_wasp_portrait_cam.glb","","BowDudeWaspIdle","BowDudeWaspWalk","BowDudeWaspAttack","BowDudeWaspSecondary","BowDudeWaspSecondary","BowDudeWaspRecoil","","BowDudeWaspRecoil2","","","BowDudeWaspIdle","","BowDudeWaspWin","BowDudeWaspWinloop","","BowDudeWaspLose","BowDudeWaspLoseloop","BowDudeWaspWin","BowDudeWaspWinloop","BowDudeWaspIdle","BowDudeWaspWin","BowDudeWaspWinloop","BowDudeWaspWin","","BowDudeWaspIdle","BowDudeWaspIdle","BowDudeWaspProfile","","","BowDudeWaspProfile","BowGuyIdle","","","","","","Bo006Still","Bo006Still","Bo006Win","Bo006WinLoop","","Bo006Lose","Bo006LoseLoop","Bo006Win","Bo006WinLoop","Bo006WinLoop","Bo006Win","Bo006WinLoop","Bo006Win","Bo006Still","Bo006Still","","","","","","","","","Bo006Projectile","","","","Bo006UltiProjectile","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","MineWasp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeFly","SpawnerDude","mrp_fly_geo.glb","","","mrp_portrait.scw","","SpawnerDudeFlyIdle","SpawnerDudeFlyWalk","SpawnerDudeFlyAttack","SpawnerDudeFlyAttack","SpawnerDudeFlyAttack","SpawnerDudeFlyRecoil","","SpawnerDudeFlyRecoil","","","SpawnerDudeFlyPushBack","","SpawnerDudeFlyWin","SpawnerDudeFlyWinloop","","SpawnerDudeFlyLose","SpawnerDudeFlyLoseloop","SpawnerDudeFlyWin","SpawnerDudeFlyWinloop","SpawnerDudeFlyIdle","SpawnerDudeFlyWin","SpawnerDudeFlyWinloop","SpawnerDudeFlyWin","","SpawnerDudeFlyIdle","SpawnerDudeFlyIdle","SpawnerDudeFlyPortrait","SpawnerDudeFlyIdle","","SpawnerDudeFlyPortrait","MrPIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","SpawnerDude003Projectile","","","","SpawnerDude003UltiProjectile","","mrp_def_atk","","mrp_003_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeTurretFly","SpawnerDudeTurret","mrp_fly_pet_spawn_geo.glb","","","portrait_cam.scw","","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","","SpawnerDudeTurretFlyIdle","","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","","SpawnerDudeTurretFlySpawn","SpawnerDudeTurretFlySpawnLoop","","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlySpawn","SpawnerDudeTurretFlySpawnLoop","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlySpawn","SpawnerDudeTurretFlySpawnLoop","SpawnerDudeTurretFlyIdle","","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","SpawnerDudeTurretFlyIdle","","","SpawnerDudeTurretFlyIdle","MrPSpawnerIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerPetFly","SpawnerPet","mrp_fly_pet_geo.glb","","","portrait_cam.scw","","SpawnerPetFlyIdle","SpawnerPetFlyWalk","SpawnerPetFlyAttack","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyAttack","","SpawnerPetFlyIdle","","SpawnerPetFlyIdle","SpawnerPetFlyIdle","","SpawnerPetFlyIdle","SpawnerPetFlyIdle","","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyIdle","","SpawnerPetFlyIdle","SpawnerPetFlyIdle","SpawnerPetFlyIdle","","","SpawnerPetFlyIdle","MrPPetIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpawnerPet003Projectile","","","","","","mrp_def_pet_attack","","","","","","","","","","","mrp_003_ulti_spawn","","mrp_003_ulti_spawn","mrp_003_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpawnerPet003Projectile","","","","","","","","","","","","","","","","","","","",""
"CrossBomberEaster","CrossBomber","grom_easter_geo.glb","","","grom_easter_portrait_cam.glb","","CrossBomberEasterIdle","CrossBomberEasterWalk","CrossBomberEasterAttack","CrossBomberEasterSecondary","CrossBomberEasterSecondary","CrossBomberEasterRecoil","","CrossBomberEasterSecondary","","","CrossBomberEasterPushback","","CrossBomberEasterWin","CrossBomberEasterWinloop","","CrossBomberEasterLose","CrossBomberEasterLoseloop","CrossBomberEasterWin","CrossBomberEasterWinloop","CrossBomberEasterIdle","CrossBomberEasterWin","CrossBomberEasterWinloop","CrossBomberEasterWin","","CrossBomberEasterIdle","CrossBomberEasterIdle","CrossBomberEasterProfile","","","CrossBomberEasterProfile","GromIdle","","","","","","GromStill","GromStill","GromWin","GromWinLoop","","GromLose","GromLoseLoop","GromWin","GromWinLoop","GromWinLoop","GromWin","GromWinLoop","GromWin","GromStill","GromStill","","","","","","","true","true","Grom002Projectile","","","","Grom002UltiProjectile","","grom_002_atk","","grom_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","always","","","","","","","","","","","","","","","","","","","","",""
"RosaMantis","Rosa","rosa_mantis_geo.glb","","","rosa_mantis_portrait.glb","","RosaMantisIdle","RosaMantisWalk","RosaMantisAttack","RosaMantisIdle","RosaMantisIdle","RosaMantisAttackRecoil","RosaMantisAttackRecoil2","RosaMantisUltRecoil","RosaMantisUltRecoil2","","RosaMantisIdle","","RosaMantisWin","RosaMantisWinloop","","RosaMantisLose","RosaMantisLoseloop","RosaMantisWin","RosaMantisWinloop","RosaMantisIdle","RosaMantisWin","RosaMantisWinloop","RosaMantisWin","","RosaMantisIdle","RosaMantisIdle","RosaMantisProfile","RosaMantisIdle","","RosaMantisProfile","RosaIdle","","","","","","Rosa004Still","Rosa004Still","Rosa004Win","Rosa004WinLoop","","Rosa004Lose","Rosa004LoseLoop","Rosa004Win","Rosa004WinLoop","Rosa004WinLoop","Rosa004Win","Rosa004WinLoop","Rosa004Win","Rosa004Still","Rosa004WinLoop","","","","","","","","","Rosa005Projectile","","","","","","rosa_005_atk","","","","","","","","","","","","","","","rosa_005_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaSpaceCactus","Flea","eve_space_cactus_geo.glb","","","eve_portrait_cam.glb","","FleaSpaceCactusIdle","FleaSpaceCactusWalk","FleaSpaceCactusAttack","FleaSpaceCactusSuper","FleaSpaceCactusSuper","FleaSpaceCactusAttackRecoil","","FleaSpaceCactusSuperRecoil","","FleaSpaceCactusIdle","EvePushback","","FleaSpaceCactusHappy","FleaSpaceCactusHappyLoop","","FleaSpaceCactusSad","FleaSpaceCactusSadLoop","FleaSpaceCactusHappy","FleaSpaceCactusHappyLoop","FleaSpaceCactusIdle","FleaSpaceCactusHappy","FleaSpaceCactusHappyLoop","FleaSpaceCactusHappy","","FleaSpaceCactusIdle","FleaSpaceCactusIdle","FleaSpaceCactusProfile","","","","SproutIdle","","","","","","Eve002Still","Eve002Still","Eve002Win","Eve002WinLoop","","Eve002Lose","Eve002LoseLoop","Eve002Win","Eve002WinLoop","Eve002WinLoop","Eve002Win","Eve002WinLoop","Eve002Win","Eve002Still","Eve002Still","","","","","","","true","true","Flea002Projectile1","","Flea002Projectile2","Flea002Projectile3","Flea002UltiProjectile","","flea_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","flea_def_moving","","","","","","","","","","","","","",""
"FleaPetSpaceCactus","FleaPet","eve_space_cactus_baby_geo.glb","","","nita_base_cam.scw","","FleaPetSpaceCactusIdle","FleaPetSpaceCactusWalk","FleaPetSpaceCactusAttack","","","","","","","","FleaPetSpaceCactusIdle","","","","","","","","","","","","","","","","","ShamanIdle","","","ShamanIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","flea_002_ulti_landing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","flea_def_ulti_bite","","","","","","","","","","","","","","",""
"FleaBigEggSpaceCactus","FleaBigEgg","eve_space_cactus_egg_geo.glb","","","portrait_cam.scw","","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","","FleaBigEggSpaceCactusIdle","","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","","","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","","FleaBigEggSpaceCactusIdle","","","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","FleaBigEggSpaceCactusIdle","","","FleaBigEggSpaceCactusIdle","8bitTurretIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","flea_002_ulti_landing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Flea002SpawnProjectile","","","","","flea_002_ulti_explosion","","","","","","flea_002_ulti_loading","","","","","","","","",""
"PayloadDefault","Payload","payload_cart.scw","","","portrait_cam.scw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyWeirdPlant","Wally","sprout_weird_plant_geo.glb","","","sprout_weird_plant_portrait_cam.glb","","WallyWeirdPlantIdle","WallyWeirdPlantWalk","WallyWeirdPlantPrimary","WallyWeirdPlantPrimary","WallyWeirdPlantPrimary","WallyWeirdPlantRecoil","","WallyWeirdPlantRecoil","","WallyWeirdPlantReload","WallyWeirdPlantPushback","","WallyWeirdPlantWin","WallyWeirdPlantWinloop","","WallyWeirdPlantLose","WallyWeirdPlantLoseloop","WallyWeirdPlantWin","WallyWeirdPlantWinloop","WallyWeirdPlantIdle","WallyWeirdPlantWin","WallyWeirdPlantWinloop","WallyWeirdPlantWin","","WallyWeirdPlantIdle","WallyWeirdPlantIdle","WallyWeirdPlantPortrait","WallyWeirdPlantIdle","","WallyWeirdPlantPortrait","SproutIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","Sprout004Projectile","","Sprout004SecondaryProjectile","","Sprout004UltiProjectile","","sprout_004_atk","","sprout_004_ulti","","","","","","","","","","","","","","","","","","","","Sprout_004_sp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperPlanthunter","ElectroSniper","belle_planthunter_geo.glb","","","belle_biodome_portrait_cam.glb","","ElectroSniperPlanthunterIdle","ElectroSniperPlanthunterWalk","ElectroSniperPlanthunterAttack","ElectroSniperPlanthunterAttack","ElectroSniperPlanthunterAttack","ElectroSniperPlanthunterRecoil","","ElectroSniperPlanthunterRecoil","","","ElectroSniperPlanthunterPushback","","ElectroSniperPlanthunterWin","ElectroSniperPlanthunterWinloop","","ElectroSniperPlanthunterLose","ElectroSniperPlanthunterLoseloop","ElectroSniperPlanthunterWin","ElectroSniperPlanthunterWinloop","ElectroSniperPlanthunterIdle","ElectroSniperPlanthunterWin","ElectroSniperPlanthunterWinloop","ElectroSniperPlanthunterWin","","ElectroSniperPlanthunterIdle","ElectroSniperPlanthunterIdle","ElectroSniperPlanthunterPortrait","ElectroSniperPlanthunterIdle","","ElectroSniperPlanthunterIdle","BelleIdle","","","","","","Belle003Still","Belle003Still","Belle003Win","Belle003WinLoop","","Belle003Lose","Belle003LoseLoop","Belle003Win","Belle003WinLoop","Belle003WinLoop","Belle003Win","Belle003WinLoop","Belle003Win","Belle003Still","Belle003Still","belle_003_lobby","belle_003_lobby","belle_003_lobby","belle_003_lobby","","","true","true","Belle003Projectile","","","","Belle003UltiProjectile","","belle_003_atk","","belle_003_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsGold","Ruffs","ruffs_geo.scw","","","spike_base_cam.scw","","RuffsIdle","RuffsWalk","RuffsAttack","RuffsSuper","RuffsSuper","RuffsRecoil","","RuffsSuperRecoil","","RuffsIdle","RuffsPushback","","RuffsWin","RuffsWinloop","","RuffsLose","RuffsLoseloop","RuffsWin","RuffsWinloop","RuffsIdle","RuffsWin","RuffsWinloop","RuffsWin","","RuffsIdle","RuffsIdle","RuffsPortrait","","","RuffsIdle","RuffsIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","ruffs_def_atk","gen_gold_atk_single","cactus_003_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"RuffsSilver","Ruffs","ruffs_geo.scw","","","spike_base_cam.scw","","RuffsIdle","RuffsWalk","RuffsAttack","RuffsSuper","RuffsSuper","RuffsRecoil","","RuffsSuperRecoil","","RuffsIdle","RuffsPushback","","RuffsWin","RuffsWinloop","","RuffsLose","RuffsLoseloop","RuffsWin","RuffsWinloop","RuffsIdle","RuffsWin","RuffsWinloop","RuffsWin","","RuffsIdle","RuffsIdle","RuffsPortrait","","","RuffsIdle","RuffsIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","ruffs_def_atk","","cactus_003_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"Wallygold","Wally","sprout_geo.scw","","","sprout_portrait.scw","","SproutIdle","SproutWalk","SproutPrimary","SproutPrimary","SproutPrimary","SproutRecoil","","SproutRecoil","","SproutReload","SproutPushback","","SproutWin","SproutWinloop","","SproutLose","SproutLoseloop","SproutWin","SproutWinloop","SproutIdle","SproutWin","SproutWinloop","SproutWin","","SproutIdle","SproutIdle","SproutPortrait","","","SproutPortrait","SproutIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","sprout_def_atk","gen_gold_atk_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"Wallysilver","Wally","sprout_geo.scw","","","sprout_portrait.scw","","SproutIdle","SproutWalk","SproutPrimary","SproutPrimary","SproutPrimary","SproutRecoil","","SproutRecoil","","SproutReload","SproutPushback","","SproutWin","SproutWinloop","","SproutLose","SproutLoseloop","SproutWin","SproutWinloop","SproutIdle","SproutWin","SproutWinloop","SproutWin","","SproutIdle","SproutIdle","SproutPortrait","","","SproutPortrait","SproutIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"RopeDudeGold","RopeDude","buzz_geo.glb","","","buzz_portrait.glb","","BuzzIdle","BuzzWalk","BuzzAttack","BuzzSuperThrow","BuzzSuperThrow","","","BuzzSuperThrowRecoil","BuzzSuperJump","BuzzIdle","BuzzIdle","","BuzzWin","BuzzWinloop","","BuzzLose","BuzzLoseloop","BuzzWin","BuzzWinloop","BuzzWinloop","BuzzWin","BuzzWinloop","BuzzWin","","BuzzIdle","BuzzIdle","BuzzPortrait","","","BuzzIdle","BuzzIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","gen_gold_atk_multiple","","","","","","","","buzz_def_atk","buzz_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","buzz_def_ulti_trail","gen_gold_moving","","","","","","","","","","",""
"RopeDudeSilver","RopeDude","buzz_geo.glb","","","buzz_portrait.glb","","BuzzIdle","BuzzWalk","BuzzAttack","BuzzSuperThrow","BuzzSuperThrow","","","BuzzSuperThrowRecoil","BuzzSuperJump","BuzzIdle","BuzzIdle","","BuzzWin","BuzzWinloop","","BuzzLose","BuzzLoseloop","BuzzWin","BuzzWinloop","BuzzWinloop","BuzzWin","BuzzWinloop","BuzzWin","","BuzzIdle","BuzzIdle","BuzzPortrait","","","BuzzIdle","BuzzIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","","","","","","","","","buzz_def_atk","buzz_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","buzz_def_ulti_trail","gen_silver_moving","","","","","","","","","","",""
"PowerLevelerGold","PowerLeveler","surge_geo.glb","","","surge_portrait.scw","","SurgeIdle","SurgeWalk","","SurgeSecondary","SurgeSecondary","SurgeAttackRecoil","","","","SurgeReload","SurgePushback","","SurgeWin","SurgeWinloop","","SurgeLose","SurgeLoseloop","SurgeWin","SurgeWinloop","SurgeIdle","SurgeWin","SurgeWinloop","SurgeWin","","SurgeIdle","SurgeIdle","SurgeProfile","","","SurgeIdle","SurgeIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","surge_def_atk","gen_gold_atk_single","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"PowerLevelerSilver","PowerLeveler","surge_geo.glb","","","surge_portrait.scw","","SurgeIdle","SurgeWalk","","SurgeSecondary","SurgeSecondary","SurgeAttackRecoil","","","","SurgeReload","SurgePushback","","SurgeWin","SurgeWinloop","","SurgeLose","SurgeLoseloop","SurgeWin","SurgeWinloop","SurgeIdle","SurgeWin","SurgeWinloop","SurgeWin","","SurgeIdle","SurgeIdle","SurgeProfile","","","SurgeIdle","SurgeIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"MechaDudeBigRhinoAddon","","meg_beetle_geo.glb","","","","","MegAddonIdle","MegAddonWalk","MegAddonAttack","MegAddonSuper","MegAddonSuper","MegAddonRecoilL","MegAddonRecoilR","MegAddonSuperRecoil","","","BeaPushback","","MegAddonIdle","MegAddonIdle","","MegAddonIdle","MegAddonIdle","BeaWin","BeaWinloop","BeaIdle","BeaWin","BeaWinloop","BeaWin","","MegAddonIdle","MegAddonIdle","BeaPortrait","","","BeaPortrait","BeaIdle","","","","","","MegStill","MegStill","MegStill","MegStill","","MegStill","MegStill","MegStill","MegStill","MegStill","MegStill","MegStill","MegStill","MegStill","MegStill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BallLava","","brawl_ball_lava.scw","","","portrait_cam.scw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
