"TID","FR"
"TID_GOLDRUSH_11",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID",
"TID_RATE_APP_MESSAGE_ANDROID",
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE",
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT",
"TID_SHOWDOWN_END",
"TID_SETTINGS_FIXES_JOYSTICK",
"TID_SETTINGS_SC_ID",
"TID_LANGUAGE_LOCALIZED_NAME",
"TID_POPUP_CHANGE_LANGUAGE_TITLE",
"TID_POPUP_CHANGE_LANGUAGE",
"TID_SKIN_RARITY_1",
"TID_SKIN_RARITY_2",
"TID_SKIN_RARITY_3",
"TID_SKIN_RARITY_4",
"TID_PLAYER_XP_LEVEL",
"TID_PLAYER_RANK_TIER_0",
"TID_PLAYER_RANK_TIER_1",
"TID_PLAYER_RANK_TIER_2",
"TID_PLAYER_RANK_TIER_3",
"TID_PLAYER_RANK_TIER_4",
"TID_PLAYER_RANK_TIER_5",
"TID_ADD_FRIEND_FAILED",
"TID_ADD_FRIEND_FAILED_TOKEN_EXPIRED",
"TID_ADD_FRIEND_FAILED_THEIR_LIST_FULL",
"TID_ADD_FRIEND_FAILED_YOUR_LIST_FULL",
"TID_ADD_FRIEND_FAILED_BANNED",
"TID_KEYPOOL_KEYS_REMAINING",
"TID_KEYPOOL_NEXT_PATCH",
"TID_TOP_HUD_NEXT_REWARD",
"TID_RANK_UP_REWARD_REPLACED_TITLE",
"TID_RANK_UP_REWARD_REPLACED_POWER",
"TID_RANK_UP_REWARD_REPLACED_HERO",
"TID_PLAYER_INFO_SEND_FRIEND_REQUEST",
"TID_PLAYER_INFO_REMOVE_FRIEND",
"TID_PLAYER_INFO_FRIEND_REQUEST_SENT",
"TID_PLAYER_INFO_IS_YOUR_FRIEND",
"TID_POWER_POINTS",
"TID_HERO_INFO_LEVEL",
"TID_HERO_INFO_RANK",
"TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL",
"TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL",
"TID_HERO_INFO_MAX_LEVEL",
"TID_HERO_INFO_MORE_POWER_NEEDED",
"TID_HERO_INFO_LEVEL_UP_ERROR_4",
"TID_HERO_INFO_LEVEL_UP_ERROR_3",
"TID_HERO_INFO_LEVEL_UP_PRICE_MISSING",
"TID_HERO_INFO_LEVEL_UP_PRICE",
"TID_HERO_INFO_STARTING_HERO",
"TID_PLAYER_REPORTED_SUCCESSFULLY",
"TID_TOO_MANY_REPORTS_SENT",
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT",
"TID_CHOOSE_CHARACTER",
"TID_ARMOR",
"TID_ARMOR_DESC",
"TID_SHOTGUN_GIRL",
"TID_SHOTGUN_GIRL_DESC",
"TID_LONG_RANGE_SHOTGUN",
"TID_LONG_RANGE_SHOTGUN_DESC",
"TID_MEGA_BLASH_ULTI",
"TID_MEGA_BLASH_ULTI_DESC",
"TID_GUNSLINGER",
"TID_GUNSLINGER_DESC",
"TID_RAPID_FIRE",
"TID_RAPID_FIRE_DESC",
"TID_RAPID_FIRE_ULTI",
"TID_RAPID_FIRE_ULTI_DESC",
"TID_BULL_DUDE",
"TID_SHOTGUN_BLAST",
"TID_SHOTGUN_BLAST_DESC",
"TID_CHARGE",
"TID_CHARGE_DESC",
"TID_ROCKET_GIRL",
"TID_ROCKET_GIRL_DESC",
"TID_FIREWORKS_WEAPON",
"TID_FIREWORKS_ULTI",
"TID_FIREWORKS_ULTI_DESC",
"TID_TNT_DUDE",
"TID_MORTAR",
"TID_MORTAR_DESC",
"TID_MORTAR_ULTI",
"TID_MORTAR_ULTI_DESC",
"TID_LUCHADOR",
"TID_LUCHADOR_WEAPON",
"TID_LUCHADOR_WEAPON_DESC",
"TID_LUCHADOR_ULTI",
"TID_LUCHADOR_ULTI_DESC",
"TID_TRICKSHOT_DUDE",
"TID_TRICKSHOT_DUDE_WEAPON",
"TID_TRICKSHOT_DUDE_WEAPON_DESC",
"TID_TRICKSHOT_DUDE_ULTI",
"TID_TRICKSHOT_DUDE_ULTI_DESC",
"TID_CACTUS",
"TID_CACTUS_DESC",
"TID_CACTUS_WEAPON",
"TID_CACTUS_WEAPON_DESC",
"TID_CACTUS_ULTI",
"TID_CACTUS_ULTI_DESC",
"TID_BARKEEP",
"TID_BARKEEP_WEAPON",
"TID_BARKEEP_WEAPON_DESC",
"TID_BARKEEP_ULTI",
"TID_BARKEEP_ULTI_DESC",
"TID_MECHANIC",
"TID_MECHANIC_WEAPON",
"TID_MECHANIC_WEAPON_DESC",
"TID_MECHANIC_ULTI",
"TID_MECHANIC_ULTI_DESC",
"TID_SHAMAN",
"TID_SHAMAN_WEAPON",
"TID_SHAMAN_WEAPON_DESC",
"TID_SHAMAN_ULTI",
"TID_SHAMAN_ULTI_DESC",
"TID_UNDERTAKER",
"TID_UNDERTAKER_WEAPON",
"TID_UNDERTAKER_WEAPON_DESC",
"TID_UNDERTAKER_ULTI",
"TID_CROW",
"TID_CROW_WEAPON",
"TID_CROW_WEAPON_DESC",
"TID_CROW_ULTI",
"TID_DEAD_MARIACHI",
"TID_DEAD_MARIACHI_WEAPON",
"TID_DEAD_MARIACHI_ULTI",
"TID_DEAD_MARIACHI_ULTI_DESC",
"TID_BOW_DUDE",
"TID_BOW_DUDE_WEAPON",
"TID_BOW_DUDE_ULTI",
"TID_BOW_DUDE_ULTI_DESC",
"TID_SNIPER",
"TID_SNIPER_WEAPON",
"TID_SNIPER_ULTI",
"TID_MINIGUN_DUDE",
"TID_MINIGUN_DUDE_WEAPON",
"TID_MINIGUN_DUDE_WEAPON_DESC",
"TID_MINIGUN_DUDE_ULTI",
"TID_MINIGUN_DUDE_ULTI_DESC",
"TID_BONE_THROWER",
"TID_BONE_THROWER_WEAPON",
"TID_BONE_THROWER_ULTI",
"TID_BLACK_HOLE",
"TID_BLACK_HOLE_WEAPON",
"TID_BLACK_HOLE_ULTI",
"TID_BLACK_HOLE_ULTI_DESC",
"TID_TURRET_DAMAGE",
"TID_TURRET_HEALTH",
"TID_ROBOT",
"TID_ROBOT_WEAPON",
"TID_ROBOT_ULTI",
"TID_BATTLE",
"TID_TIME_MINS",
"TID_TIME_SECS",
"TID_SUPERCELL_ID_TITLE",
"TID_SUPERCELL_ID_BUTTON_CONNECTED",
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED",
"TID_SUPERCELL_ID_LOGIN_BUTTON",
"TID_SUPERCELL_ID_NEW_GAME_BUTTON",
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID",
"TID_COME_BACK_NOTIFICATION_SMALL",
"TID_COME_BACK_NOTIFICATION_MEDIUM",
"TID_COME_BACK_NOTIFICATION_LARGE",
"TID_PRACTICE",
"TID_BATTLE_END_TITLE_VICTORY",
"TID_BATTLE_END_TITLE_DEFEAT",
"TID_BATTLE_END_TVST_DRAW_DESC",
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM",
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS",
"TID_BATTLE_END_RETURN_HOME",
"TID_BATTLE_END_NO_PRACTISE_TROPHIES",
"TID_BATTLE_END_XP_CAPPED",
"TID_BATTLE_END_PLAY_AGAIN",
"TID_BATTLE_END_PLAY_AGAIN_CANCEL",
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS",
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS",
"TID_BATTLE_END_PLAY_AGAIN_TIMER",
"TID_TEAMS_POPUP_TITLE",
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN",
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN",
"TID_TEAMS_POPUP_SEARCH",
"TID_TEAMS_POPUP_CREATE",
"TID_TEAM_SEARCH_POPUP_TITLE",
"TID_TEAM_SEARCH_POPUP_SEARCH",
"TID_TEAM_JOIN_ROOM_CODE",
"TID_TEAM_CHANGE_MAP",
"TID_TEAM_TYPE_INFO_0",
"TID_TEAM_TYPE_INFO_1",
"TID_TEAM_TYPE_INFO_2",
"TID_TEAM_MEMBER_LEFT_2",
"TID_TEAM_MEMBER_LEFT_3",
"TID_TEAM_MEMBER_INVITE_STATUS_1",
"TID_TEAM_MEMBER_INVITE_STATUS_2",
"TID_TEAM_MEMBER_INVITE_STATUS_3",
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO",
"TID_TEAM_ERROR_14",
"TID_TEAM_ERROR_20",
"TID_TEAM_ERROR_22",
"TID_TEAM_ERROR_24",
"TID_TEAM_ERROR_25",
"TID_TEAM_ERROR_26",
"TID_TEAM_ERROR_27",
"TID_TEAM_ERROR_28",
"TID_TEAM_ERROR_29",
"TID_TEAM_ERROR_30",
"TID_TEAM_ERROR_31",
"TID_SELECT_LOCATION_TITLE",
"TID_SELECT_LOCATION_LOCATIONS",
"TID_SELECT_LOCATION_EVENTS",
"TID_TEAM_LEAVE",
"TID_TEAM_READY_BUTTON_LABEL",
"TID_TEAM_QUIT",
"TID_TEAM_NO_MEMBER",
"TID_TEAM_NO_MEMBER_INVITE",
"TID_TEAMCREATE_EVENT",
"TID_TEAM_PROFILE",
"TID_TEAM_CREATOR_ONLY_FEATURE",
"TID_TEAM_PROFILE_BLOCKED",
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY",
"TID_TEAM_PRACTISE_BUTTON_LABEL",
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL",
"TID_TEAM_LOOT_UNLOCKS",
"TID_RARITY_NAME_0",
"TID_RARITY_COLOR_0",
"TID_RARITY_COLOR_1",
"TID_RARITY_COLOR_2",
"TID_RARITY_COLOR_3",
"TID_RARITY_COLOR_4",
"TID_RARITY_COLOR_5",
"TID_HERO_SCREEN_DIM_COLOR",
"TID_RANK_UP_POPUP_TITLE",
"TID_RANK_UP_POPUP_HEADER",
"TID_EVENT_STARTED",
"TID_SELECT_HERO_INFO_FRIENDLY",
"TID_SELECT_HERO_INFO_RANK_REWARD",
"TID_SELECT_HERO_POW_INFO_TITLE",
"TID_SELECT_HERO_POW_INFO_BODY",
"TID_NAVI_2",
"TID_NAVI_3",
"TID_NAVI_5",
"TID_NAVI_6",
"TID_NAVI_7",
"TID_LEADERBOARD_TITLE",
"TID_LEADERBOARD_TAB_TOTAL",
"TID_LEADERBOARD_TAB_HEROES",
"TID_LEADERBOARD_TAB_CLANS",
"TID_LEADERBOARD_TAB_FRIENDS",
"TID_LEADERBOARD_SUBTITLE_1",
"TID_LEADERBOARD_SUBTITLE_2",
"TID_LEADERBOARD_SUBTITLE_0",
"TID_BATTLE_MAIN_NEXT_PLANET",
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD",
"TID_GATCHA_INFO",
"TID_HERO_INFO_ABILITY_COLOR_1",
"TID_HERO_INFO_ABILITY_COLOR_2",
"TID_HERO_INFO_ABILITY_COLOR_3",
"TID_HERO_INFO_ARMOR",
"TID_HERO_INFO_ABILITY",
"TID_HERO_INFO_ULTI",
"TID_HERO_INFO_RARITY",
"TID_HERO_INFO_POWER_BAR_TOOL_TIP",
"TID_HERO_INFO_STAR_POWER_CAN_DROP",
"TID_HERO_INFO_STAR_POWER_BLOCKED",
"TID_HERO_INFO_STAR_POWER_LABEL",
"TID_HERO_INFO_ABILITY_DESC",
"TID_MATCHMAKE_FAILED_11",
"TID_HERO_LIST_UNLOCKED",
"TID_HERO_LIST_LABEL",
"TID_RANK_POPUP_TITLE",
"TID_RANK_POPUP_WILD_CARD_POWER_OVERFLOW",
"TID_RANK_POPUP_NEXT_GOAL",
"TID_RANK_POPUP_COLLECT",
"TID_RANK_POPUP_SEASON_END_REWARD",
"TID_RANK_POPUP_SEASON_END_REWARD_OWN",
"TID_RANK_POPUP_TOTAL_INFO",
"TID_RANK_POPUP_SEASON_END_TITLE",
"TID_RANK_POPUP_SEASON_END_INFO",
"TID_RANK_POPUP_HILITE_CAPTION_3",
"TID_RANK_POPUP_HILITE_CAPTION_13",
"TID_RANK_POPUP_HILITE_CAPTION_10",
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4",
"TID_GATCHA_SCREEN_NEW_HERO",
"TID_GATCHA_SCREEN_NEW_ITEM",
"TID_GATCHA_SCREEN_BOXES_REMAINING",
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER",
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS",
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING",
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE",
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE",
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER",
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC",
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE",
"TID_GATCHA_SCREEN_GOLD_DROP_DESC",
"TID_GATCHA_SCREEN_GEM_DROP_TITLE",
"TID_GATCHA_SCREEN_GEM_DROP_DESC",
"TID_GATCHA_SCREEN_HERO_POWER_TITLE",
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED",
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE",
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS",
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED",
"TID_TEAM_GATCHA_BLOCKED",
"TID_TEAM_NO_MEMBER_INFO",
"TID_LEADERBOARD_LOCAL",
"TID_REGION_0",
"TID_REGION_1",
"TID_VICTORY_CONDITION_COINRUSH_TEXT",
"TID_NOT_ENOUGH_GOLD",
"TID_SKIN_COMING_SOON",
"TID_TOP_TOOL_TIP_1",
"TID_TOP_TOOL_TIP_3",
"TID_TOP_TOOL_TIP_2",
"TID_TOP_TOOL_TIP_4",
"TID_GAME_MODE_0",
"TID_GAME_MODE_0_DESC",
"TID_GAME_MODE_2_DESC",
"TID_GAME_MODE_6",
"TID_GAME_MODE_6_COMBINED",
"TID_GAME_MODE_6_DESC_COMBINED",
"TID_GAME_MODE_5_DESC",
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN",
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL",
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER",
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS",
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM",
"TID_BATTLE_END_COIN_REWARDS",
"TID_TUTORIAL_1",
"TID_TUTORIAL_2",
"TID_TUTORIAL_3",
"TID_TUTORIAL_GOOD_JOB_1",
"TID_TUTORIAL_5",
"TID_TUTORIAL_6",
"TID_TUTORIAL_555",
"TID_TUTORIAL_7",
"TID_TUTORIAL_8",
"TID_TUTORIAL_10",
"TID_TUTORIAL_11",
"TID_FIGHT_TUTORIAL",
"TID_HERO_SCORE_INFO",
"TID_XP_INFO_ME",
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT",
"TID_SOCIAL_TAB_CLANS",
"TID_SOCIAL_TAB_FRIENDS",
"TID_FRIEND_STATUS_YOU",
"TID_FRIEND_STATUS_OFFLINE",
"TID_FRIEND_STATUS_BATTLE",
"TID_FRIEND_STATUS_BATTLE_END_SCREEN",
"TID_FRIEND_STATUS_SPECTATING",
"TID_FRIEND_STATUS_PRACTICING",
"TID_FRIEND_STATUS_MATCHMAKE",
"TID_FRIEND_STATUS_HOME_AD_FULL",
"TID_FRIEND_STATUS_HOME_WITH_AD",
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM",
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM",
"TID_ONLINE_FRIENDS_POPUP_TITLE",
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS",
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS",
"TID_CLAN_CREATE_BUTTON",
"TID_CLAN_SAVE_BUTTON",
"TID_CLAN_CREATE_TITLE",
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR",
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS",
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS",
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG",
"TID_CLAN_MEMBER_ONLINE_STATUS_1",
"TID_CLAN_MEMBER_ONLINE_STATUS_2",
"TID_CLAN_MEMBER_ONLINE_STATUS_3",
"TID_CLAN_MEMBER_ONLINE_STATUS_4",
"TID_CLAN_MEMBER_ONLINE_STATUS_5",
"TID_CLAN_MEMBER_ONLINE_STATUS_7",
"TID_CLAN_MEMBER_ONLINE_STATUS_8",
"TID_CLAN_MEMBER_ONLINE_STATUS_9",
"TID_CLAN_MEMBER_ONLINE_STATUS_10",
"TID_CLAN_MEMBER_ONLINE_STATUS_11",
"TID_CLAN_ENTRY_ONLINE_MEMBERS",
"TID_CLAN_ENTRY_ONLINE_MEMBER",
"TID_CLAN_SEARCH_TITLE",
"TID_CLAN_INTRO_AD_TITLE",
"TID_CLAN_INTRO_AD_DESC",
"TID_CLAN_INTRO_CREATE_GO",
"TID_CLAN_INTRO_SEARCH_GO",
"TID_CLAN_INTRO_REFRESH",
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN",
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN",
"TID_GOLDRUSH_6",
"TID_GOLDRUSH_7",
"TID_CLAN_MEMBERS_ONLINE",
"TID_CLAN_SEARCH_OK",
"TID_CLAN_INFO_NAME",
"TID_CLAN_INFO_BADGE",
"TID_CLAN_INFO_DESC",
"TID_CLAN_INFO_TOTAL_TROPHIES",
"TID_CLAN_INFO_TYPE",
"TID_CLAN_INFO_MIN_TROPHIES",
"TID_CLAN_INFO_LEAVE",
"TID_CLAN_INFO_SETTINGS",
"TID_CLAN_INFO_JOIN",
"TID_CLAN_SEARCH_INITIAL",
"TID_CLAN_INFO_SELECT_BADGE",
"TID_SELECT_BADGE",
"TID_CLAN_CHANGE_SETTINGS_TITLE",
"TID_SELECT_PLAYER_THUMBNAIL",
"TID_PLAYER_INFO_WINS_AMOUNT",
"TID_PLAYER_INFO_STATS_HEADER",
"TID_PLAYER_STAT_1",
"TID_PLAYER_STAT_4",
"TID_PLAYER_STAT_8",
"TID_PLAYER_STAT_10",
"TID_PLAYER_STAT_9",
"TID_PLAYER_STAT_11",
"TID_COIN_RUSH_INTRO_TEXT",
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK",
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND",
"TID_GO",
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE",
"TID_ALLIANCE_LEAVE_CONFIRMATION",
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE",
"TID_CLAN_RESPONSE_21",
"TID_CLAN_RESPONSE_23",
"TID_CLAN_RESPONSE_24",
"TID_CLAN_NO_RIGHTS",
"TID_HINT_ACTIVATE_ULTI",
"TID_HINT_COLLECT_GOLD",
"TID_HINT_HOLD_GOLD",
"TID_HINT_ATTACK_BASE",
"TID_HINT_DEFEND_BASE",
"TID_BOUNTY_1",
"TID_TEAM_ADVERTISE",
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN",
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS",
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM",
"TID_TEAM_MEMBER_STATUS_0",
"TID_TEAM_MEMBER_STATUS_1",
"TID_TEAM_MEMBER_STATUS_2",
"TID_TEAM_MEMBER_STATUS_3",
"TID_TEAM_MEMBER_STATUS_4",
"TID_TEAM_MEMBER_STATUS_5",
"TID_TEAM_MEMBER_STATUS_6",
"TID_TEAM_MEMBER_STATUS_7",
"TID_TEAM_MEMBER_STATUS_8",
"TID_TEAM_MEMBER_STATUS_9",
"TID_TEAM_MEMBER_STATUS_10",
"TID_TEAM_MEMBER_STATUS_11",
"TID_TEAM_MEMBER_STATUS_READY",
"TID_TEAM_STATUS_IN_MATCH",
"TID_TEAM_STATUS_IN_MATCHMAKING",
"TID_TEAM_STATUS_FULL",
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS",
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS",
"TID_TEAM_DISPLAY_TITLE_EVENT",
"TID_STREAM_EVENT_101",
"TID_STREAM_EVENT_113",
"TID_HERO_INFO_UPGRADE_TITLE",
"TID_HERO_INFO_ITEMS",
"TID_HERO_INFO_SKINS",
"TID_HERO_INFO_SKIN_OWNED",
"TID_HERO_INFO_SKIN_ACTIVE",
"TID_HERO_INFO_SKIN_ACTIVATE",
"TID_HERO_INFO_PINPOWER_TOOLTIP",
"TID_HERO_INFO_ITEM_PINPOWER_TOOLTIP",
"TID_CLAN_SEARCH_GO",
"TID_HINT_COLLECT_BUFFS",
"TID_AVOID_POISON",
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED",
"TID_DOUBLE_COINS_INFO",
"TID_DOUBLE_XP_INFO",
"TID_SETTINGS_TITLE",
"TID_SETTINGS_CONTROL_MODE_TITLE",
"TID_SETTINGS_CONTROL_MODE_INFO_1",
"TID_SETTINGS_CONTROL_MODE_INFO_2",
"TID_CHANGE_NAME_TITLE",
"TID_SETTINGS_PLAYERNAME_CURRENT",
"TID_SETTINGS_PLAYERNAME_ENTERNEW",
"TID_ERROR_NAMES_DONT_MATCH",
"TID_CONTINUE",
"TID_NAMECHANGE_WARNING",
"TID_CONFIRM",
"TID_INVALID_NAME",
"TID_SETTINGS_PLAYERNAME_REENTERNEW",
"TID_NAME_ALREADY_CHANGED",
"TID_NAME_CHANGE_ALREADY_USED",
"TID_NAME_CHANGED_SUCCESS",
"TID_NAME_CHANGE_IN_PROGRESS",
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW",
"TID_CONFIRM_CONFIRM",
"TID_CONFIRM_WORD",
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW",
"TID_BUTTON_CONFIRM",
"TID_EVENTS_TIME",
"TID_EVENTS_EVENT_LOCKED",
"TID_EVENTS_TROPHY_REQ",
"TID_PLAYER_KILLED_SOMEONE",
"TID_SHOP_WELCOME_TITLE",
"TID_SHOP_WELCOME",
"TID_SHOP_SPECIAL_OFFER",
"TID_SHOP_COIN_BOOSTERS",
"TID_SHOP_GEM_PACKS",
"TID_SHOP_OBTAINED",
"TID_SHOP_INVALIDATED",
"TID_SHOP_DOUBLE_COINS_TITLE",
"TID_SHOP_DOUBLE_COINS_INFO_2",
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING",
"TID_SHOP_OFFER_PURCHASE_ERROR_3",
"TID_SHOP_OFFER_PURCHASE_ERROR_4",
"TID_SHOP_OFFER_TITLE",
"TID_SHOP_HEROES_OF_RARITY",
"TID_SHOP_HERO_OF_RARITY_TITLE",
"TID_SHOP_HERO_POWER_TITLE",
"TID_SHOP_GATCHA_BOXES",
"TID_SHOP_GATCHA_BOX_1",
"TID_SHOP_GATCHA_BOX_2",
"TID_SHOP_GATCHA_BOX_3",
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3",
"TID_SHOP_TICKETS",
"TID_SHOP_TICKET_PACK_0",
"TID_SHOP_TICKET_PACK_1",
"TID_SHOP_TICKET_PACK_2",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2",
"TID_HERO_LVL_MATERIAL_RECEIVED",
"TID_SHOP_DAILY_OFFERS",
"TID_SHOP_FREE",
"TID_SHOP_CLAIM",
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN",
"TID_SHOP_TICKETS_AVAILABLE_FOR",
"TID_SHOP_DISCOUNT",
"TID_SHOP_OFFER_TITLE_0",
"TID_SHOP_OFFER_TITLE_1",
"TID_SHOP_OFFER_TITLE_6",
"TID_SHOP_OFFER_TITLE_7",
"TID_SHOP_OFFER_TITLE_8",
"TID_SHOP_OFFER_TITLE_9",
"TID_SHOP_OFFER_TITLE_10",
"TID_SHOP_OFFER_TITLE_12",
"TID_SHOP_OFFER_TITLE_14",
"TID_SHOP_OFFER_DESC_GOLD",
"TID_SHOP_OFFER_ANY_BRAWLER",
"TID_PURCHASE_OFFER_POPUP_TITLE",
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE",
"TID_SHOP_OFFER_NEW_HERO_LABEL",
"TID_SHOP_OFFER_HERO_POWER_TITLE",
"TID_SHOP_TICKET_PURCHASE_ERROR_4",
"TID_SHOP_OFFER_NEW",
"TID_GATCHA_BOX_TITLE_2",
"TID_GATCHA_BOX_TITLE_3",
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL",
"TID_GATCHA_BOX_INFO_2",
"TID_GATCHA_BOX_INFO_3",
"TID_SHOP_OFFER_INFO_0",
"TID_SHOP_OFFER_INFO_1",
"TID_SHOP_OFFER_INFO_2",
"TID_SHOP_OFFER_INFO_3",
"TID_SHOP_OFFER_INFO_6",
"TID_SHOP_OFFER_INFO_7",
"TID_SHOP_OFFER_INFO_8",
"TID_SHOP_OFFER_INFO_9",
"TID_SHOP_OFFER_INFO_10",
"TID_SHOP_OFFER_INFO_12",
"TID_SHOP_OFFER_INFO_13",
"TID_SHOP_OFFER_INFO_14",
"TID_SHOP_OFFER_HOR_NEW",
"TID_SHOP_OFFER_HOR_RARITY",
"TID_SHOP_OFFER_HOR_BRAWLER",
"TID_SHOP_OFFER_HOR_POPUP_RARITY",
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER",
"TID_SHOP_SKIN_OFFER",
"TID_SHOP_OFFER_SKIN_INFO",
"TID_SKINS_AD_TITLE",
"TID_SKINS_AD_OK",
"TID_SKINS_AD_INFO",
"TID_BATTLE_END_PROCEED",
"TID_HINT_TAP_TO_MOVE_1",
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1",
"TID_HINT_SHOOT_1",
"TID_HINT_DRAG_TO_ULTI_1",
"TID_SETTINGS_MUSIC",
"TID_SETTINGS_SFX",
"TID_SETTINGS_LANGUAGE",
"TID_SETTINGS_FACEBOOK",
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED",
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED",
"TID_ABOUT",
"TID_NOT_ENOUGH_GEMS_INFO",
"TID_COIN_DOUBLER_TITLE",
"TID_COIN_DOUBLER_TITLE_WITH_COINS",
"TID_COIN_DOUBLER_INFO",
"TID_COIN_DOUBLER_INFO_WITH_COINS",
"TID_STARS_1",
"TID_STARS_2",
"TID_STARS_3",
"TID_STARS_4",
"TID_GATCHA_BUTTON_TITLE",
"TID_1ST_WIN_CHEST_BUTTON_TITLE",
"TID_SPECIAL_EVENT_TITLE_TOP",
"TID_ROCKET_BEACH_SKIN",
"TID_CACTUS_PINK_SKIN",
"TID_SHAMAN_PANDA_SKIN",
"TID_CROW_WHITE_SKIN",
"TID_BULL_HAIR_SKIN",
"TID_TRICKSHOT_GOLD_SKIN",
"TID_BARKEEP_GOLD_SKIN",
"TID_GUNSLINGER_ROCKSTAR_SKIN",
"TID_LUCHADOR_RUDO_SKIN",
"TID_HERO_INFO_PURCHASE_SKIN_LABEL",
"TID_COLLECTED_COINS_INFO",
"TID_COLLECTED_COINS_INFO_CAPPED",
"TID_FIRST_WIN_INFO",
"TID_TICKET_COUNTER_INFO",
"TID_EVENT_LIST_GAME_ROOMS",
"TID_EVENT_LIST_WELCOME",
"TID_COOP_NOT_SUPPORTED",
"TID_PRACTISE_NOT_SUPPORTED",
"TID_EVENT_POPUP_HIGHSTAKES_INFO",
