"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Humanoid","Priority"
"MechaDudePiratePortrait","meg_portrait.glb","","-1","-1","","","","","true","",""
"MechaDudeBigPirateIdle","meg_mech_idle.glb","","-1","-1","","200","200","","true","",""
"MechaDudeBigPirateWalk","meg_mech_walk.glb","","-1","-1","","200","200","","true","","1"
"MechaDudeBigPirateAttack","meg_mech_attack_l.glb","","5","-1","","100","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateSuper","meg_mech_super.glb","","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateRecoilL","meg_mech_attack_l.glb","2","20","-1","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateRecoilR","meg_mech_attack_r.glb","2","20","-1","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateSuperRecoil","meg_mech_super.glb","6","-1","-1","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateDarrylDroidReload","droid_darryl_idle.scw","","10","","","800","800","800","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateDarrylDroidPushback","droid_darryl_pushback.scw","1","10","","","50","100","200","","","5"
"MechaDudeBigPirateWin","meg_mech_win.glb","","-1","-1","","","","","","",""
"IceDudeStonetrollIdle","lou_troll_idle.glb","","-1","","","100","100","","true","",""
"IceDudeStonetrollWalk","lou_troll_walk.glb","1","22","","","100","100","","true","","1"
"IceDudeStonetrollAttack","lou_troll_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"IceDudeStonetrollSuper","lou_troll_attack.glb","1","20","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"IceDudeStonetrollRecoil","lou_troll_attack.glb","6","20","-1","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"IceDudeStonetrollWin","lou_troll_win.glb","","188","","","","","","","",""
"IceDudeStonetrollWinloop","lou_troll_win.glb","150","188","","","","","","true","",""
"IceDudeStonetrollLose","lou_troll_lose.glb","1","188","","","","","","","",""
"IceDudeStonetrollLoseloop","lou_troll_lose.glb","151","188","","","","","","true","",""
"IceDudeStonetrollPortrait","lou_troll_portrait.glb","4","4","","","","","","","",""
"BaseballPirateIdle","bibi_pirate_idle.glb","1","29","","","100","100","","true","",""
"BaseballPirateWalk","bibi_pirate_walk.glb","1","29","","","120","200","","true","","1"
"BaseballPiratePrimary","bibi_pirate_attack.glb","1","51","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballPirateSecondary","bibi_pirate_attack.glb","1","51","","","100","100","100","true","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballPirateRecoil","bibi_pirate_attack.glb","22","51","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballPirateRecoil2","bibi_pirate_attack.glb","17","51","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballPiratePushback","bibi_pushback.scw","","-1","","","100","100","100","","","5"
"BaseballPirateWin","bibi_pirate_win.glb","1","156","","","100","","","","","5"
"BaseballPirateWinloop","bibi_pirate_win.glb","96","156","","","","","","true","","1"
"BaseballPirateLose","bibi_pirate_lose.glb","1","179","","","","","","","","5"
"BaseballPirateLoseloop","bibi_pirate_lose.glb","118","179","","","","","","true","","1"
"BaseballPirateProfile","bibi_win.scw","108","108","","","","","","","","5"
"AssaultShotgunTreasureIdle","griff_treasure_idle.glb","","38","-1","","100","100","","true","",""
"AssaultShotgunTreasureWalk","griff_treasure_walk.glb","","-1","-1","","100","100","","true","",""
"AssaultShotgunTreasureAttack","griff_treasure_attack.glb","","3","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"AssaultShotgunTreasureRecoil","griff_treasure_attack.glb","4","-1","-1","","","100","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"AssaultShotgunTreasureWin","griff_treasure_win_120.glb","","724","-1","","","","","","",""
"AssaultShotgunTreasureWinloop","griff_treasure_win.glb","153","181","-1","","","","","true","",""
"AssaultShotgunTreasureLose","griff_treasure_lose.glb","","181","-1","","50","","","","",""
"AssaultShotgunTreasureLoseloop","griff_treasure_lose.glb","144","181","-1","","","","","true","",""
"AssaultShotgunTreasurePortrait","griff_treasure_portrait.glb","5","5","-1","","","","","true","",""
"DamageBoosterHauntedHouseIdle","8bit_haunted_house_turret_idle.glb","","-1","","","","","","true","",""
"DamageBoosterHauntedHouseSpawn","8bit_haunted_house_turret_idle.glb","","","","","","","","true","",""
"ReviverDefaultIdle","doug_idle.glb","1","28","","","100","100","","true","",""
"ReviverDefaultWalk","doug_walk.glb","1","-1","","","100","100","","true","","1"
"ReviverDefaultAttack","doug_attack.glb","6","20","","","","","","","","3"
"ReviverDefaultRecoil","doug_attack.glb","6","20","","","","","100","","","4"
"ReviverDefaultHappy","doug_win.glb","","140","","","100","","","","",""
"ReviverDefaultHappyLoop","doug_win.glb","103","140","","","100","200","200","true","",""
"ReviverDefaultLose","doug_lose.glb","","167","","","","","","","",""
"ReviverDefaultLoseloop","doug_lose.glb","110","-1","","","","","","true","",""
"ReviverDefaultPortrait","doug_portrait.glb","1","1","","","","","","true","",""
"ReviverDefaultIntro","doug_portrait.glb","","-1","","","","","","","",""
"PowerLevelerKrakenIdle","surge_idle.glb","","-1","","","100","100","","true","","1"
"PowerLevelerKrakenWalk","surge_walk.glb","","-1","","75","100","100","","true","","1"
"PowerLevelerKrakenSecondary","surge_super.glb","","40","","","","","250","","","4"
"PowerLevelerKrakenAttackRecoil","surge_attack.glb","1","-1","","","50","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"PowerLevelerKrakenReload","surge_reload.glb","","20","","","52000","5000","5000","","","hips_s#0+chest_s#5+L_clavicle_s#1+head_s#0+L_upperLeg_s#0+R_upperLeg_s#0"
"PowerLevelerKrakenPushback","surge_pushback.glb","","10","","","50","100","100","","","5"
"PowerLevelerKrakenWin","surge_kraken_win.glb","","146","","","","","","","",""
"PowerLevelerKrakenWinloop","surge_kraken_win.glb","88","146","","","","","","true","",""
"PowerLevelerKrakenLose","surge_kraken_lose.glb","","200","","","","","","","",""
"PowerLevelerKrakenLoseloop","surge_kraken_lose.glb","140","200","","","","","","true","",""
"PowerLevelerKrakenProfile","surge_kraken_portrait.glb","","-1","","","","","","","",""
"PowerLevelerKrakenWalk_transform","surge_kraken_walk_transform.glb","","-1","","75","100","100","","true","","1"
"PowerLevelerKrakenAttackRecoil_transform","surge_kraken_attack_transform.glb","1","-1","","","50","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"PowerLevelerKrakenIdle_transform","surge_kraken_idle_transform.glb","","-1","","","100","100","","true","","1"
"ArtilleryDudeSmugglerWalk","penny_smuggler_walk.glb","","25","","","100","100","","true","","1"
"ArtilleryDudeSmugglerPrimary","penny_smuggler_attack.glb","1","4","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ArtilleryDudeSmugglerUltiAttack","penny_smuggler_super.glb","","5","","","","","10","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ArtilleryDudeSmugglerRecoil","penny_smuggler_attack.glb","1","20","","","","","150","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ArtilleryDudeSmugglerUltiRecoil","penny_smuggler_super.glb","5","22","","","","","250","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ArtilleryDudeSmugglerReload","penny_smuggler_idle.glb","","5","","","200","200","200","","",""
"ArtilleryDudeSmugglerPushback","penny_smuggler_idle.glb","","-1","","","100","100","200","","","5"
"ArtilleryDudeSmugglerLose","penny_smuggler_lose.glb","1","179","","","","","","","",""
"ArtilleryDudeSmugglerLoseloop","penny_smuggler_lose.glb","179","179","","","","","","true","",""
"ArtilleryDudeSmugglerProfile","penny_portrait_redux.glb","1","1","","","","","","true","",""
"DuelistDefaultIdle","cordelius_idle.glb","1","73","","","200","100","","true","",""
"DuelistDefaultWalk","cordelius_walk.glb","1","23","","","100","100","","true","","1"
"DuelistDefaultAttack","cordelius_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistDefaultSecondary","cordelius_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistDefaultRecoil","cordelius_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistDefaultRecoil2","cordelius_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistDefaultReload","cordelius_idle.glb","","-1","","","500","500","500","","","ChestBone#2"
"DuelistDefaultPushback","cordelius_idle.glb","1","34","","","100","100","100","","","5"
"DuelistDefaultWin","cordelius_win.glb","1","237","","","","10","100","","","5"
"DuelistDefaultWinloop","cordelius_win.glb","244","320","","","10","","","true","","1"
"DuelistDefaultLose","cordelius_lose.glb","1","729","","","","","","","","5"
"DuelistDefaultLoseloop","cordelius_lose.glb","254","729","","","","","","true","","1"
"DuelistDefaultProfile","cordelius_portrait.glb","1","10","","","","","","true","","5"
"DuelistDefaultIntro","cordelius_portrait.glb","","","","","","","","","",""
"DuelistBrainIdle","cordelius_brain_idle.glb","1","73","","","200","100","","true","",""
"DuelistBrainWalk","cordelius_brain_walk.glb","1","23","","","100","100","","true","","1"
"DuelistBrainAttack","cordelius_brain_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistBrainSecondary","cordelius_brain_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistBrainRecoil","cordelius_brain_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistBrainRecoil2","cordelius_brain_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistBrainReload","cordelius_brain_idle.glb","","-1","","","500","500","500","","","ChestBone#2"
"DuelistBrainPushback","cordelius_brain_idle.glb","1","34","","","100","100","100","","","5"
"DuelistBrainWin","cordelius_brain_win_120.glb","","800","","","","10","100","","","5"
"DuelistBrainWinloop","cordelius_brain_win.glb","161","202","","","10","","","true","","1"
"DuelistBrainLose","cordelius_brain_lose.glb","","200","","","","","","","","5"
"DuelistBrainLoseloop","cordelius_brain_lose.glb","156","200","","","","","","true","","1"
"DuelistBrainProfile","cordelius_brain_portrait.glb","","","","","","","","","","5"
"DuelistBrainIntro","cordelius_brain_portrait.glb","","","","","","","","","",""
"ArtilleryDudeSmugglerTurretIdle","penny_smuggler_turret_idle.glb","","-1","","","100","100","","true","",""
"ArtilleryDudeSmugglerTurretAttack","penny_smuggler_turret_attack.glb","","-1","","","","","50","","","4"
"ArtilleryDudeSmugglerTurretSpawn","penny_smuggler_turret_idle.glb","","35","","","","","100","","","3"
"CannonGirlSoccerIdle","clyde_idle_anim.glb","","58","","","100","100","","true","",""
"CannonGirlSoccerWalk","clyde_run_anim.glb","","68","","","100","100","","true","","1"
"CannonGirlSoccerAttack","clyde_attack_anim.glb","","6","","","","50","","","","3"
"CannonGirlSoccerAttackRecoil","clyde_attack_anim.glb","6","25","","","50","","100","","","4"
"CannonGirlSoccerReload","clyde_idle_anim.glb","1","15","","","1000","1000","100","","","5"
"CannonGirlSoccerPushback","carl_pirate_pushback.scw","","-1","","","50","200","100","","","5"
"CannonGirlSoccerWin","clyde_soccer_win.glb","","198","","","","","","","",""
"CannonGirlSoccerWinloop","clyde_soccer_win.glb","134","200","","","","","","true","",""
"CannonGirlSoccerLose","clyde_lose_anim.glb","","113","","","","","","","",""
"CannonGirlSoccerLoseloop","clyde_lose_anim.glb","114","248","","","","","","true","",""
"CannonGirlSoccerProfile","clyde_soccer_portrait.glb","30","30","","","","","","true","",""
"DuelistToxicIdle","cordelius_idle.glb","1","73","","","200","100","","true","",""
"DuelistToxicWalk","cordelius_walk.glb","1","23","","","100","100","","true","","1"
"DuelistToxicAttack","cordelius_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistToxicSecondary","cordelius_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistToxicRecoil","cordelius_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistToxicRecoil2","cordelius_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistToxicReload","cordelius_idle.glb","","-1","","","500","500","500","","","ChestBone#2"
"DuelistToxicPushback","cordelius_idle.glb","1","34","","","100","100","100","","","5"
"DuelistToxicWin","cordelius_toxic_win.glb","1","237","","","","10","100","","","5"
"DuelistToxicWinloop","cordelius_toxic_win.glb","244","320","","","10","","","true","","1"
"DuelistToxicLose","cordelius_lose.glb","1","729","","","","","","","","5"
"DuelistToxicLoseloop","cordelius_lose.glb","254","729","","","","","","true","","1"
"DuelistToxicProfile","cordelius_portrait.glb","1","10","","","","","","true","","5"
"DuelistToxicIntro","cordelius_portrait.glb","","","","","","","","","",""
"JetpackGirlDarkFairyIdle","janet_darkfairy_idle.glb","","-1","-1","","100","100","","true","",""
"JetpackGirlDarkFairyWalk","janet_darkfairy_walk.glb","","-1","-1","80","100","100","","true","","1"
"JetpackGirlDarkFairyAttack","janet_darkfairy_attack.glb","","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"JetpackGirlDarkFairySuper","janet_darkfairy_super.glb","","-1","-1","","200","200","250","true","","4"
"JetpackGirlDarkFairyAttackRecoil","janet_darkfairy_attack.glb","1","-1","-1","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"JetpackGirlDarkFairyPushback","janet_pushback.glb","","10","-1","","10","","200","","",""
"JetpackGirlDarkFairyWin","janet_darkfairy_win.glb","","208","-1","","100","","","","",""
"JetpackGirlDarkFairyWinloop","janet_darkfairy_win.glb","179","208","-1","","","","","true","",""
"JetpackGirlDarkFairyLose","janet_darkfairy_lose.glb","","134","-1","","","","","","",""
"JetpackGirlDarkFairyLoseloop","janet_darkfairy_lose.glb","96","134","-1","","","","","true","",""
"JetpackGirlDarkFairyPortrait","janet_portrait.glb","","-1","-1","","","","","","",""
"RollerUniversityIdle","stu_university_idle.glb","1","29","-1","","100","100","","true","",""
"RollerUniversityWalk","stu_university_walk.glb","1","29","-1","","100","100","","true","","1"
"RollerUniversityAttack","stu_university_attack.glb","3","22","-1","","25","","50","","","3"
"RollerUniversityRecoil","stu_university_attack.glb","3","22","-1","","","","200","","","4"
"RollerUniversityPushback","stu_pushback.glb","","10","-1","","25","200","100","","",""
"RollerUniversityWin","stu_university_win.glb","","191","-1","","","","","","",""
"RollerUniversityWinloop","stu_university_win.glb","154","191","-1","","","","","true","",""
"RollerUniversityLose","stu_university_lose.glb","","289","-1","","","","","","",""
"RollerUniversityLoseloop","stu_university_lose.glb","212","289","-1","","","","","true","",""
"RollerUniversityLoseEnter","stu_university_lose.glb","","1","-1","","","","","","",""
"RollerUniversityPortrait","stu_portrait.glb","1","1","-1","","","","","","",""
"RosaUniversityIdle","rosa_university_idle.glb","1","25","","","100","100","","true","",""
"RosaUniversityWalk","rosa_university_walk.glb","1","24","","","100","100","","true","","1"
"RosaUniversityAttack","rosa_university_attack.glb","1","11","","","100","100","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUniversityAttackRecoil","rosa_university_attack.glb","12","19","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUniversityAttackRecoil2","rosa_university_attack.glb","20","28","","","1","100","100","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUniversityUltRecoil","rosa_university_super.glb","","-1","","","1","100","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUniversityUltRecoil2","rosa_university_detransform.glb","","-1","","","1","100","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUniversityWin","rosa_university_win.glb","1","198","","","100","200","100","","",""
"RosaUniversityWinloop","rosa_university_win.glb","161","198","","","500","100","100","true","",""
"RosaUniversityLose","rosa_university_lose.glb","1","258","","","100","100","200","","",""
"RosaUniversityLoseloop","rosa_university_lose.glb","181","258","","","1","100","200","true","",""
"RosaUniversityProfile","rosa_university_portrait.glb","1","1","","","","","","true","",""
"StickyBombUniversityIdle","squeak_university_idle.glb","","-1","-1","","100","100","","true","",""
"StickyBombUniversityWalk","squeak_university_walk.glb","","-1","-1","","100","100","","true","","1"
"StickyBombUniversityAttack","squeak_university_attack.glb","5","20","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"StickyBombUniversityRecoil","squeak_university_attack.glb","5","20","-1","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"StickyBombUniversityPushback","squeak_pushback.glb","","-1","-1","","","","","","",""
"StickyBombUniversityWin","squeak_university_win.glb","","174","-1","","","","","","",""
"StickyBombUniversityWinloop","squeak_university_win.glb","126","174","-1","","","","","true","",""
"StickyBombUniversityLose","squeak_university_lose.glb","","199","-1","","","","","","",""
"StickyBombUniversityLoseloop","squeak_university_lose.glb","119","199","-1","","","","","true","",""
"StickyBombUniversityPortrait","squeak_portrait.glb","150","150","-1","","","","","","",""
"DuelistWastelandIdle","cordelius_raider_idle.glb","1","73","","","200","100","","true","",""
"DuelistWastelandWalk","cordelius_walk.glb","1","23","","","100","100","","true","","1"
"DuelistWastelandAttack","cordelius_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistWastelandSecondary","cordelius_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistWastelandRecoil","cordelius_attack.glb","7","24","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistWastelandRecoil2","cordelius_super.glb","9","37","","","","200","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"DuelistWastelandReload","cordelius_idle.glb","","-1","","","500","500","500","","","ChestBone#2"
"DuelistWastelandPushback","cordelius_idle.glb","1","34","","","100","100","100","","","5"
"DuelistWastelandWin","cordelius_raider_win_120.glb","","752","","","","10","100","","","5"
"DuelistWastelandWinloop","cordelius_raider_win.glb","152","188","","","10","","","true","","1"
"DuelistWastelandLose","cordelius_raider_lose.glb","1","177","","","","","","","","5"
"DuelistWastelandLoseloop","cordelius_raider_lose.glb","135","177","","","","","","true","","1"
"DuelistWastelandProfile","cordelius_raider_portrait.glb","1","1","","","","","","","","5"
"DuelistWastelandIntro","cordelius_portrait.glb","","","","","","","","","",""
"RosaUniversityIdle_transform","rosa_university_idle_transform.glb","1","25","","","100","100","","true","",""
"RosaUniversityWalk_transform","rosa_university_walk_transform.glb","1","24","","","100","100","","true","","1"
"RosaUniversityAttack_transform","rosa_university_attack_transform.glb","1","11","","","100","100","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUniversityAttackRecoil_transform","rosa_university_attack_transform.glb","12","19","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaUniversityAttackRecoil2_transform","rosa_university_attack_transform.glb","20","28","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"PuppeteerWastelandIdle","willow_wasteland_idle.glb","","31","","","100","100","","true","",""
"PuppeteerWastelandWalk","willow_wasteland_walk.glb","1","23","","","100","100","","true","","1"
"PuppeteerWastelandPrimary","willow_wasteland_attack.glb","1","29","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"PuppeteerWastelandSecondary","willow_wasteland_attack.glb","1","29","","","","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"PuppeteerWastelandRecoil","willow_wasteland_attack.glb","6","29","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"PuppeteerWastelandWin","willow_wasteland_win.glb","1","224","","","","","","","","5"
"PuppeteerWastelandWinloop","willow_wasteland_win.glb","127","224","","","","","","true","","1"
"PuppeteerWastelandLose","willow_wasteland_lose.glb","1","179","","","","","","","","5"
"PuppeteerWastelandLoseloop","willow_wasteland_lose.glb","102","179","","","","","","true","","1"
"PuppeteerWastelandProfile","willow_wasteland_portrait.glb","","","","","","","","true","",""
"PuppeteerWastelandIntro","willow_win.glb","250","250","","","","","","","",""
"ArtilleryGalElfBunnyWalk","penny_bunny_redux_walk.glb","1","29","","150","100","100","","true","","1"
"ArtilleryGalElfBunnyWin","penny_bunny_redux_win.glb","1","150","","","","","","","",""
"ArtilleryGalElfBunnyWinloop","penny_bunny_redux_win.glb","107","150","","","","","","true","",""
"ArtilleryGalElfBunnyLoseloop","penny_bunny_redux_lose.glb","90","105","","","","","","true","",""
"FishTankWastelandIdle","fishtank_wasteland_idle.glb","","-1","","","100","100","","true","",""
"FishTankWastelandWalk","fishtank_wasteland_walk.glb","","-1","","125","100","100","","true","","1"
"FishTankWastelandPrimary","fishtank_wasteland_attack.glb","16","20","","","100","100","100","","",""
"FishTankWastelandSecondary","fishtank_wasteland_attack.glb","16","20","","","100","100","100","","",""
"FishTankWastelandRecoil","fishtank_wasteland_attack.glb","16","20","","","100","100","100","","",""
"FishTankWastelandRecoil2","fishtank_wasteland_attack.glb","16","20","","","100","100","100","","",""
"FishTankWastelandWin","fishtank_wasteland_win.glb","","-1","","","","","","","",""
"FishTankWastelandWinloop","fishtank_wasteland_win.glb","142","172","","","","","","true","",""
"FishTankWastelandLose","fishtank_wasteland_lose.glb","","231","","","","","200","","",""
"FishTankWastelandLoseloop","fishtank_wasteland_lose.glb","187","231","","","","","200","true","",""
"FishTankWastelandProfile","fishtank_wasteland_portrait.glb","1","1","","","","","","true","",""
"JetpackGirlMoonIdle","janet_moon_idle.glb","","-1","-1","","100","100","","true","",""
"JetpackGirlMoonWalk","janet_moon_walk.glb","","-1","-1","80","100","100","","true","","1"
"JetpackGirlMoonAttack","janet_moon_attack.glb","","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"JetpackGirlMoonSuper","janet_moon_super.glb","","-1","-1","","200","200","250","true","","4"
"JetpackGirlMoonAttackRecoil","janet_moon_attack.glb","1","-1","-1","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"JetpackGirlMoonPushback","janet_pushback.glb","","10","-1","","10","","200","","",""
"JetpackGirlMoonWin","janet_moon_win.glb","","171","-1","","100","","","","",""
"JetpackGirlMoonWinloop","janet_moon_win.glb","137","171","-1","","","","","true","",""
"JetpackGirlMoonLose","janet_moon_lose.glb","","214","-1","","","","","","",""
"JetpackGirlMoonLoseloop","janet_moon_lose.glb","153","214","-1","","","","","true","",""
"JetpackGirlMoonPortrait","janet_moon_portrait.glb","","-1","-1","","","","","","",""
"MaisieWastelandIdle","maisie_wasteland_idle.glb","","-1","","50","100","100","","true","",""
"MaisieWastelandWalk","maisie_wasteland_walk.glb","","21","","","100","100","","true","","1"
"MaisieWastelandPrimary","maisie_wasteland_attack.glb","1","-1","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieWastelandSecondary","maisie_wasteland_super.glb","1","-1","","50","","100","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieWastelandRecoil","maisie_wasteland_attack.glb","6","-1","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieWastelandWin","maisie_wasteland_win.glb","1","198","","","","","","","","5"
"MaisieWastelandWinloop","maisie_wasteland_win.glb","162","198","","","","","","true","","1"
"MaisieWastelandLose","maisie_wasteland_lose.glb","1","-1","","","","","","","","5"
"MaisieWastelandLoseloop","maisie_wasteland_lose.glb","162","203","","","","","","true","","1"
"MaisieWastelandProfile","maisie_wasteland_portrait.glb","","-1","","","","","","true","",""
"MaisieWastelandIntro","shelly_intro_pose.scw","","","","","","","","","",""
"BeamerharvestIdle","mandy_harvest_idle.glb","1","46","","","50","50","50","true","",""
"BeamerharvestWalk","mandy_harvest_walk.glb","1","21","","","","","","true","","1"
"BeamerharvestAttack","mandy_harvest_attack.glb","1","12","","","","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"BeamerharvestSecondary","mandy_harvest_super.glb","","45","","","100","100","100","true","","5"
"BeamerharvestRecoil","mandy_harvest_attack.glb","7","25","","","","","100","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"BeamerharvestReload","mandy_harvest_idle.glb","1","1","","","50","50","50","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0"
"BeamerharvestPushback","mandy_harvest_idle.glb","1","1","","","50","50","50","","","5"
"BeamerharvestWin","mandy_harvest_win.glb","1","163","","","","","","","","5"
"BeamerharvestWinloop","mandy_harvest_win.glb","130","163","","","","","","true","","1"
"BeamerharvestLose","mandy_harvest_lose.glb","1","218","","","","","","","","5"
"BeamerharvestLoseloop","mandy_harvest_lose.glb","181","218","","","","","","true","","1"
"BeamerharvestProfile","mandy_harvest_portrait.glb","","","","","","","","","","5"
"EnragerMechaIdle","edgar_mecha_idle.glb","1","44","-1","","100","100","","true","","L_Down_tenti_01_s#1+R_Down_tenti_01_s#1+L_Up_tenti_01_s#1+R_Up_tenti_01_s#1"
"EnragerMechaWalk","edgar_mecha_walk.glb","1","22","-1","","100","100","","true","","1"
"EnragerMechaAttack","edgar_mecha_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
