"Name","BehaviorType","CanMoveAtSameTime","Targeted","CanAutoShoot","MovementBasedAutoshoot","AttackFacing","Cooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","Projectile","OverchargedProjectile","SummonedCharacter","AreaEffectObject","AreaEffectObject2","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollow","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","SecondaryProjectile","ThirdProjectile","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","CustomString","CustomString2","CustomValue","CustomValue2"
"ReviverWeapon","Attack","true","","true","","1","250","150","","10","","","","","","1500","3","1200","","1000","","","","","","","","","","","","","","","","","","","ReviverDamageArea","","","","true","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"ReviverUlti","Attack","true","true","true","","","500","150","","28","","","","","","2000","","","","100","","","1","","true","","","","","","","","","","","ReviverUltiProjectile","","","","","","","","","","","","","","doug_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerWeapon","Attack","true","true","true","","","50","650","","27","","","","","","1500","3","260","","100","40","1","1","","true","","","","","","","","","","","CookerProjectile","","","","","","","","","","","","","","pam_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"CookerUlti","Attack","true","","true","","1","250","150","300","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","CookerUltiExplosion","","CookerOverchargedUltiExplosion","CookerOverchargedUltiArea","","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorWeapon","Attack","true","true","true","","","350","500","","20","","","","","","2000","3","540","","150","","","1","","true","","","","","","","","","","","ConductorProjectile","","","","","","","","","","","","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"ConductorUltiSpawn","Attack","true","true","true","","","50","250","","30","","","","","","","","400","","200","","","1","","true","","","","","","1","3","","","","ConductorUltiProjectile","","","","","","","","ConductorSign","","","sc/ui.sc","button_ulti_chuck_1","button_ulti_blue_chuck_1","","","","","","","","","","","","","3","ConductorUltiCharge","","","","","","","","","","","","","","","","",""
"ConductorUltiCharge","Charge","","","true","","","50","","","20","","","","","","","","1750","","","","","","","","","0","","3700","17","","","","","true","","","","","","","","","","","","sc/ui.sc","button_ulti_chuck_2","button_ulti_blue_chuck_2","","","","","","","chuck_def_ulti_use","fang_def_ulti_cover","","","Rhinostep","","4","ConductorUltiSpawn","","","","","","","","","","","","","","","","",""
"CocoonerWeapon","Attack","true","true","true","","","500","150","","25","","","","","","2000","1","760","","100","0","","1","","true","","","","","","","","","","","CocoonerProjectile","","","","","","","","","","","","","","whirlwind_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"CocoonerUlti","Attack","true","true","true","","2","251","250","","27","","","","","","","","","","200","","","1","","true","","","","","","1","10","","","","CocoonerUltiProjectile","CocoonerOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerPetWeapon","Charge","","true","true","","","750","750","","6","","","","true","","100","3","400","","","","","","","","","","","2200","4","","","","","true","","","","","","","","","","","","","","","","","mortis_def_sound","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"CocoonerPetUltiDummy","Attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperWeapon","Charge","","true","true","","","750","","","12","","","","","","2600","3","1090","","","","","","","","","","","5200","18","","","","","","","","","LeaperWeaponArea","","","","","","","","","","","","","mico_def_atk_jump","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"LeaperUlti","FlyJump","","","true","","","1000","6000","1000","","","","","","","","","","","","","","","","","1025","","","","","","","","","","","","","LeaperUltiArea","","LeaperOverchargedUltiArea","","","","","","","","","","","mico_def_ulti_casting","mico_def_oc_casting","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherWeapon","Attack","true","true","true","","","100","250","","11","","","","","","800","3","1000","","100","150","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","AttacherWeaponAlternate","","","","","","","","","","true","","","","TID_ATTACHER_WEAPON","","",""
"AttacherUlti","Charge","true","true","true","","","50","","","20","","","","","","","","1000","","","","","","","","","","","6000","19","","","","","","","","","","","","","true","","","","","","","","","crow_ulti","","","","","","","","","","1","AttacherUltiAlternate","","","","","","","","","","","","","","","","",""
"AttacherWeaponAlternate","Attack","true","true","true","","","250","150","","22","","","","","","2000","3","1600","","100","0","","1","","true","","","","","","","","","","","AttacherProjectile","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","1","AttacherWeapon","","","","","","","","","","true","","","","TID_ATTACHER_WEAPON_ATTACHED","","",""
"AttacherUltiAlternate","Charge","true","true","true","","","50","","","6","","","","","","","","0","","","","","","","","","","","2000","5","","","","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","1","AttacherUlti","","","","","","","","","","","","","","","","",""
"TwinsWeaponThrower","Attack","true","true","true","","","250","300","","22","","","","","","2200","3","700","","300","0","","1","","true","","","","","","","","","","","TwinsThrowerProjectile","","","","","","","","","","","","","","twin_def_atk","","","","","","","","","","","","1","TwinsWeaponShotgun","","","","","","","","","","true","","","","","","",""
"TwinsWeaponShotgun","Attack","true","true","true","","","250","500","","20","","","","","","1800","3","150","","250","25","16","3","","true","","","","","","","","","","","TwinsShotgunProjectile","","","","","","","","","","","","","","max_def_atk","","","","","","","","","","","","1","TwinsWeaponThrower","","","","","","","","","","true","","","","","","",""
"TwinsUlti","Attack","true","true","true","","","50","250","","15","","","","","","","","","","200","","","1","","true","","","","","","1","1","","","","TwinsUltiProjectile","","TwinsPet","","","","","","","","","","","","shaman_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsUltiDummy","Attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AxeJugglerWeapon","Attack","true","true","true","","","250","150","","24","","","","","","1500","3","460","","150","","","1","","true","","","","","","","","","","","AxeJugglerProjectile","","","","","","","","","","","","","","melodie_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"AxeJugglerUlti","Charge","","true","true","true","","","","","16","","","","","","","","","","","","","","","","","","","3700","5","","","","","true","","","","","","","","","","","","","","","","","","","","","melodie_def_ulti","stu_def_ulti_cover","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManWeapon","Attack","true","true","true","","2","500","150","","30","","","","","","100","1","2000","","100","","17","1","","true","","","","","","","","","","","MosquitoProjectile","","","","","","","","","","","","","","angelo_def_atk","","","","","","","","","","","","1","InsectManWeaponPoison","","","","","","","","","","true","","","","","","50",""
"InsectManUlti","Attack","true","","true","","","","","","","","","","","","","","500","","70","","","","","","","","","","","","","","","","","","","InsectManUltiDamageArea","InsectManUltiSwitchSkillArea","InsectManOverchargedUltiDamageArea","InsectManOverchargedUltiSwitchSkillArea","","","","","","","","","","emz_def_ulti_use","","","","Dummy_effect","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManWeaponPoison","Attack","true","true","true","","","500","150","","30","","","","","","100","1","2000","","100","","17","1","","true","","","","","","","","","","","MosquitoProjectilePoison","","","","","","","","","","","","","","angelo_def_atk","","","","","","","","","","","","1","InsectManWeapon","","","","","","","","","","true","","","","","","50",""
"InsectManChargeGadget","Charge","","true","true","","","50","1000","","18","","","","","","100","1","","","760","0","12","1","","","","","","2000","20","","","","","","","","","InsectManGadgetDamageArea","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","true","","","","","","",""
"DragonRiderWeapon","Attack","true","true","true","","2","250","500","","12","","","","","","1000","3","700","","500","","","1","","true","","","","","","","","","","","DragonRiderProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","1","DragonRiderDragonWeapon","","","","","","","","","","true","","","","","","",""
"DragonRiderDragonWeapon","Attack","true","true","true","","2","60","120","","17","","","","","","220","40","80","","120","90","","4","","true","","","","","","","","","","","DragonRiderDragonProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","1","DragonRiderWeapon","","","","","","","","","true","true","","","","","","",""
"DragonRiderUlti","MountUp","","","true","","","600","600","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","draco_def_ulti_use","","","","","","","","","","","","","","","","","","","","","","","","","","","200","50"
"AmbusherWeapon","Attack","true","true","true","","","50","150","","6","","","","","","800","2","1200","","150","0","","1","","true","","","","","","","","","","","AmbusherProjectile","","","","","","","","","","","","","","bea_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"AmbusherUlti","Attack","true","true","true","","","250","150","","27","","","","","","","","500","","150","","","1","","true","","","","","","","","","","","AmbusherUltiProjectile","AmbusherOverchargedUltiProjectile","","","","","","","","","","","","","cordelius_ulti_atk","cordelius_def_oc_muzzle","","","","","","","","","","","1","AmbusherUlti2","","","","","","","","","","","","","","","","",""
"AmbusherUlti2","Attack","true","true","true","","","250","150","","27","","","","","","","","1000","","150","","","1","","true","","","","","","","","","","","AmbusherUltiProjectile2","AmbusherOverchargedUltiProjectile2","","","","","","","","","","","","","cordelius_ulti_atk","cordelius_def_oc_muzzle","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"GodzillaWeapon1","Attack","true","true","true","true","2","50","700","","13","","","","","","800","1","2000","","700","100","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","godzilla_atk_claw","","","","","","","","","","","","2","GodzillaWeapon2","","","","","","","","","","true","","","","","","",""
"GodzillaWeapon2","Attack","true","true","true","true","2","50","700","","13","","","","","","800","1","2000","","700","100","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","godzilla_atk_bite","","","","","","","","","","","","2","GodzillaWeapon1","","","","","","","","","","true","","","","","","",""
"GodzillaUlti","Attack","false","true","true","","","50","2000","","30","","","","","","","","1000","","100","180","2","1","","true","","","","","","","","","","","Godzilla1UltiProjectile","","","","","","","","","","","","","","godzilla_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterWeapon","Attack","true","true","true","","","250","150","","19","","","","","","2400","3","660","","100","0","","1","","true","","","","","","","","","","","PainterProjectile","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","",""
"PainterUlti","Charge","","true","true","true","","","","","25","","","","","","","","1520","","","","","","","","","","","3000","21","","","","","true","","","","","","","","","","","","","","","","","","","","","berry_def_ulti","","","","","","","","","","","","","","","","","","","","","","","",""
"CrabWeapon1","Attack","true","true","true","","","200","200","","23","","","","","","2000","3","800","","200","0","","1","","true","","","","","","","","","","","CrabProjectile","","","","","","","","","","","","","","clancy_def_atk","","","","","","","","","","","","1","CrabWeapon1","CrabWeapon2","CrabWeapon3","","","","","","","","true","","","","","","",""
"CrabWeapon2","Attack","true","true","true","","","200","400","","23","","","","","","2000","3","800","","200","0","","1","","true","","","","","","","","","","","CrabProjectile","","","","","","","","","","","","","","clancy_def_atk","","","","","","","","","","","","1","CrabWeapon1","CrabWeapon2","CrabWeapon3","","","","","","","","true","","","","","","",""
"CrabWeapon3","Attack","true","true","true","","","200","400","","23","","","","","","2000","3","800","","200","250","20","1","","true","","","","","","","","","","","CrabProjectile","","","","","","","","","","","","","","clancy_def_atk","","","","","","","","","","","","1","CrabWeapon1","CrabWeapon2","CrabWeapon3","","","","","","","","true","","","","","","",""
"CrabUlti1","Attack","true","true","true","","","250","1200","","17","","","","","","","","600","","150","220","22","2","","true","","","","","","","","","","","CrabUltiProjectile","","","","","","","","","","","","","","clancy_def_ulti","","Dummy_effect","","","","","","","","","","1","CrabUlti1","CrabUlti2","CrabUlti3","","","","","","","","","","","","","","50","340"
"CrabUlti2","Attack","true","true","true","","","250","1200","","25","","","","","","","","600","","150","220","22","2","","true","","","","","","","","","","","CrabUltiProjectile","","","","","","","","","","","","","","clancy_def_ulti","","Dummy_effect","","","","","","","","","","1","CrabUlti1","CrabUlti2","CrabUlti3","","","","","","","","","","","","","","50","340"
"CrabUlti3","Attack","true","true","true","","","250","1200","","25","","","","","","","","900","","150","220","22","2","","true","","","","","","","","","","","CrabUltiProjectile","","","","","","","","","","","","","","clancy_def_ulti","","Dummy_effect","","","","","","","","","","1","CrabUlti1","CrabUlti2","CrabUlti3","","","","","","","","","","","","","","50","340"
