"Name","ParentAreaEffectForSkin","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","TimeMs","Radius","Damage","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","DestroysEnvironment","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SlowStrength","FreezeTicks","IgnoreFadeout","ShouldShowEvenIfOutsideScreen","SameAreaEffectCanNotDamageMs","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SkinnedCustomValue","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType"
"Sprout_005_ulti","WallyUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","sprout_005_ulti_explosion","","","","","170","500","400","800","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","",""
"Sprout_005_sp","WallyExplosionBig","","sc/effects.sc","","","","","GroundHigh","","","","sprout_005_sp_explosion","","","","","200","700","750","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"BushGrowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_rosa_growbush","","","","","170","500","600","800","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","",""
"RocketJumpExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","","","","165","700","800","25","1","","","Damage","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeAccessoryExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","100","700","600","140","1","8","","BulletExplosion","","","","","","","","TrickshotDudeGadgetProjectile","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusAccessoryExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","100","700","600","100","1","10","","BulletExplosion","","","","","","","","CactusSpikeGadget","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeAccessoryExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","","","","165","700","800","1500","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"ShamanBearSlam","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gadget_nita_petslam","","","","","100","4500","1000","","","20","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepSlowPuddle","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_barley_slow","","","","","100","4000","1000","","","","","Slow","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"MechanicSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_jessie_spark","","","","","255","1000","1300","","","","","Slow","","","","","","","","","","","","","","","","","","","","350","60","","","","","","","","","","","","","","","","",""
"HookDudePushback","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_gene_push","","","","","235","700","800","","","","","Pushback","","","","","","","","","","","","","","","150","","","true","","","","","","","","","","","","","","","","","","","",""
"ClusterBombDashMine","","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","","","","100","700","800","700","1","1","","BulletExplosion","","","","","","","","","0","ClusterMine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MinigunDudeTowerBurstHeal","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_pam_healburst","","","","","125","250","1000","-20","2","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindTrail","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_carl_hottrail","","","","","28","3900","300","","","","","StatusEffect","","","WhirlwindTrailFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyAccessoryPushback","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_emz_push","","","","","100","700","800","65","1","","","Damage","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","",""
"PocoRegenArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_poco_heal","","","","","125","250","1000","-10","2","100","","HealRegen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerSwingDamage","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_mortis_shovel","","","","","100","300","1000","100","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"BeeSniperSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","","gadget_bea_honeypot","","","","100","600000","1200","","","","","Slow","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"BowDudeSuperChargeArea","","","sc/effects_brawler.sc","gadget_bo_totem_base","gadget_bo_totem_base","gadget_bo_totem_base_red","","GroundHigh","","","","","","","","","310","600000","1600","","","50","","ExtraSuperCharge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerReflectArea","","","sc/effects.sc","","","","","GroundHigh","","","","driller_def_sp1","","","","","100","500","1200","0","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyExplosionBig","","","sc/effects.sc","","","","","GroundHigh","","","","sprout_def_sp1_explosion","","","","","200","700","750","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_002_sp1","WallyExplosionBig","","sc/effects.sc","","","","","GroundHigh","","","","sprout_002_sp1_explosion","","","","","200","700","750","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeTeleport","Bo_def_ulti1_area","","sc/effects.sc","","","","","GroundHigh","","","","gadget_arcade_teleport","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerUltiExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","","","","100","700","500","","","","","Damage","","","","","","","","","","","","","true","","150","","","","","","","","","","","","","","","","","","","","","","",""
"Nani004UltiExplosion","ControllerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","nani_004_ulti_explosion","","","","","100","700","500","","","","","Damage","","","","","","","","","","","","","true","","150","","","","","","","","","","","","","","","","","","","","","","",""
"Nani005UltiExplosion","ControllerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","nani_005_ulti_explosion","","","","","100","700","500","","","","","Damage","","","","","","","","","","","","","true","","150","","","","","","","","","","","","","","","","","","","","","","",""
"BossTownCrushAoEArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","boss_tc_attack_area","","","","","100","500","1000","1200","","40","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossRocketExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","raidboss_rocket_explosion","","","","","185","700","1000","2000","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossRocketBurn","","","sc/effects.sc","brock_ground_fire_red","brock_ground_fire_red","brock_ground_fire_red","","GroundHigh","","","","burning_ground_raid_boss","","","","","100","6900","1000","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"LuchadorMeteorSpawn","","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","gadget_primo_meteor","gadget_primo_meteor_red","","meteor_warning","","","","","120","2500","800","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","LuchadorMeteorExplosion","","","","","","","","","","",""
"LuchadorMeteorExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_primo_meteor","","","","","168","700","1000","","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepHealingArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_barley_heal","","","","","160","4500","800","","","","","Hot","","","","","","","","","","","","","","","","","","","","350","21","","","1000","","","","","","","","","","","","","",""
"PetrolDistributionArea","","","sc/effects.sc","","","","","GroundHigh","","","","amber_def_ulti_hit","","","","","150","500","800","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionArea003","PetrolDistributionArea","","sc/effects.sc","","","","","GroundHigh","","","","amber_003_ulti_hit","","","","","150","500","800","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionArea004","PetrolDistributionArea","","sc/effects.sc","","","","","GroundHigh","","","","amber_004_ulti_hit","","","","","150","500","800","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionTrail","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","100","500","300","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire","","","sc/effects.sc","","","","","GroundHigh","","","","amber_def_ulti_oil_burning","","","","","70","500","300","","","","","StatusEffect","","","PetrolFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire002","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_002_ulti_oil_burning","","","","","70","500","300","","","","","StatusEffect","","","PetrolFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire003","","","sc/effects.sc","","","","","GroundHigh","","","","amber_003_ulti_oil_burning","","","","","70","500","300","","","","","StatusEffect","","","PetrolFireIce","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire004","","","sc/effects.sc","","","","","GroundHigh","","","","amber_004_ulti_oil_burning","","","","","70","500","300","","","","","StatusEffect","","","PetrolFireBubbles","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoostPlugIn","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade_plugged_area","","","","125","600000","1000","50","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"DamageBoostPlugIn002","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade002_plugged_area","","","","125","600000","1000","50","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"DamageBoostPlugIn003","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade003_plugged_area","","","","125","600000","1000","50","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"DamageBoostPlugIn004","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade004_plugged_area","","","","125","600000","1000","50","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"DamageBoostPlugIn005","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade005_plugged_area","","","","125","600000","1000","50","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"BullSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_bull_stomp","","","","","200","1000","900","","","","","Slow","","","","","","","","","","","","","","","","","","","","350","30","","","","","","","","","","","","","","","","",""
"SpeedyRewindArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_max_sneaker","","","","","50","3000","200","100","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_darryl_slow","gadget_darryl_area","","","","150","4000","700","","","","","Slow","","","","","","","","","","","","","","","","","","","","350","20","","","","","","","","","","","","","","","","",""
"PetrolDistributionGadget","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","150","500","600","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BrockAttackAreaGadget","","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_explosion_blue","","","","","70","700","600","","","","","Damage","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"TeleportTileLeave","","","sc/effects.sc","","","","","GroundHigh","","","","teleport_tile_leave","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TeleportTileArrive","","","sc/effects.sc","","","","","GroundHigh","","","","teleport_tile_arrive","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeUltiArea","","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_def_ulti_area","","","","","250","10000","1100","","","90","6","Slippery","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"IceDudeKingUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_002_ulti_area","","","","","250","10000","1100","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"IceDudeValentineUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_003_ulti_area","","","","","250","10000","1100","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"IceDudeBurgerUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_004_ulti_area_base","lou_004_ulti_area_base","lou_004_ulti_area_base_red","","GroundHigh","","","","lou_004_ulti_area","","","","","250","10000","1100","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"IceDudeStonetrollUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_005_ulti_area_base","lou_005_ulti_area_base","lou_005_ulti_area_base_red","","GroundHigh","","","","lou_005_ulti_area","","","","","250","10000","1100","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"SnakeOilUltiExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","byron_def_ulti_hit","","","","","160","500","800","1500","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilWizardUltiExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_002_ulti_hit","","","","","160","500","800","1500","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilVillainExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_003_ulti_hit","","","","","160","500","800","1500","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilRingMasterExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_004_ulti_hit","","","","","160","500","800","1500","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerUltiSpeed","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","100","1000","500","200","","50","","SpeedBuff","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerStarPowerDamage","","","sc/effects.sc","","","","","GroundHigh","","","","edgar_def_ulti_sp","","","","","133","500","900","125","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsSupplySpawn","","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_def_ulti_crate","ruffs_def_ulti_crate_red","","ruffs_def_ulti_beacon","","","","","90","800","600","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","RuffsSupplyExplosion","","","","","","","","","","",""
"RuffsSupplyExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_primo_meteor","","","","","118","100","700","","","","","Damage","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","RuffsBuff","","","",""
"Ruffs004SupplyExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_004_ulti_explosion","","","","","118","100","700","","","","","Damage","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","RuffsBuff","","","",""
"RuffsIncreaseHealth","","","sc/effects.sc","heal_area_effect_blue","heal_area_effect_blue","heal_area_effect_red","","GroundHigh","","","","ruffs_promotion","","","","","100","500","1000","","","","","IncreaseHealth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs002SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_002_ulti_crate","ruffs_002_ulti_crate_red","","ruffs_002_ulti_beacon","","","","","90","800","600","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","RuffsSupplyExplosion","","","","","","","","","","",""
"Ruffs003SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_def_ulti_crate","ruffs_def_ulti_crate_red","","ruffs_003_ulti_beacon","","","","","90","800","600","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","RuffsSupplyExplosion","","","","","","","","","","",""
"Ruffs004SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_def_ulti_crate","ruffs_def_ulti_crate_red","","ruffs_004_ulti_beacon","","","","","90","800","600","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","Ruffs004SupplyExplosion","","","","","","","","","","",""
"Ruffs005SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_005_ulti_target","ruffs_005_ulti_target","ruffs_005_ulti_target_red","","GroundHigh","ruffs_005_ulti_crate","ruffs_005_ulti_crate_red","","ruffs_005_ulti_beacon","ruffs_005_ulti_map","","","","90","800","600","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","Ruffs005SupplyExplosion","","","","","","","","","","",""
"Ruffs005SupplyExplosion","RuffsSupplyExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_005_ulti_explosion","","","","","118","100","700","","","","","Damage","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","RuffsBuff","","","",""
"PocoCleanseArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_poco_cleanse","","","","","400","1000","1800","","","80","","Cleanse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TickGadgetExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","","","","165","700","800","100","1","","","Damage","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"SpeedBoost","","","sc/effects.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_stu_speed","","","","400","600000","2000","100","","10","","SpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","","","","150","100","800","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak003BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_003_atk_explode","","","","","150","100","800","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak004BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_004_atk_explode","","","","","150","100","800","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak005BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_005_atk_explode","","","","","150","100","800","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak006BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_006_atk_explode","","","","","150","100","800","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerFire","","","sc/effects.sc","","","","","GroundHigh","","","","stu_def_ulti_trail","","","","","100","3000","300","","","","","StatusEffect","","","RollerFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Roller002Fire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_002_ulti_trail","","","","","100","3000","300","","","","","StatusEffect","","","RollerFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Roller003Fire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_003_ulti_trail","","","","","100","3000","300","","","","","StatusEffect","","","RollerFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Roller004Fire","","","sc/effects.sc","","","","","GroundHigh","","","","stu_004_ulti_trail","","","","","100","3000","300","","","","","StatusEffect","","","RollerFireIce","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombClusterExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","","","","100","700","","","","6","","BulletExplosion","","","","","","","","StickyBombUltiProjectile2","20","","","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombUltiExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_ulti_explode","","","","","150","700","400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberClusterExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","CrossBomberProjectile2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberUltiClusterExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","CrossBomberUltiProjectile2","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grom002ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","Grom002Projectile2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grom002UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","Grom002UltiProjectile2","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grom003ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","Grom003Projectile2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grom003UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","Grom003UltiProjectile2","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grom004ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","Grom004Projectile2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grom004UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","","","","100","700","","","","4","","BulletExplosion","","","","","","","","Grom004UltiProjectile2","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak003ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_003_ulti_explode","","","","","100","700","","","","6","","BulletExplosion","","","","","","","","Squeak003UltiProjectile2","20","","","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak003UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_003_ulti_explode","","","","","150","700","400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak004ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_004_ulti_explode","","","","","100","700","","","","6","","BulletExplosion","","","","","","","","Squeak004UltiProjectile2","20","","","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak004UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_004_ulti_explode","","","","","150","700","400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak005ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_005_ulti_explode","","","","","100","700","","","","6","","BulletExplosion","","","","","","","","Squeak005UltiProjectile2","20","","","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak005UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_005_ulti_explode","","","","","150","700","400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak006ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_006_ulti_explode","","","","","100","700","","","","6","","BulletExplosion","","","","","","","","Squeak006UltiProjectile2","20","","","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak006UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_006_ulti_explode","","","","","150","700","400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroTrapExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","","","","133","700","600","","","","","Damage","","","","","","","","","","","","","","","","","","","","350","60","","","","","","","","","","","","","","","","",""
"PullRopeStun","","","sc/effects.sc","","","","","GroundHigh","","","","buzz_def_ulti_explosion","","","","","150","700","700","","","30","10","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PullRopeStun002","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_002_ulti_explosion","","","","","150","700","700","","","30","10","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
