"TID","MS"
"TID_GEAR_PETROL_SLOWS_INFO","Tumpahan minyak Amber kini juga memperlahankan musuh sebanyak <c00cc00><NUM>%</c>."
"TID_GEAR_PETROL_SLOWS_UPGRADE_INFO","Tumpahan minyak Amber kini juga memperlahankan musuh"
"TID_GEAR_PETROL_SLOWS_UPGRADE_TARGET","Kesan memperlahankan"
"TID_GEAR_GADGET_COOLDOWN_TITLE","MASA MENUNGGU ALAT"
"TID_GEAR_GADGET_COOLDOWN_INFO","Mengurangkan masa menunggu alat sebanyak <c00cc00><NUM></c>%."
"TID_GEAR_GADGET_COOLDOWN_UPGRADE_INFO","Mengurangkan masa menunggu alat"
"TID_GEAR_GADGET_COOLDOWN_UPGRADE_TARGET","Masa menunggu alat"
"TID_ITEMS_TITLE","ITEM"
"TID_TEAMUP_YOUR_SETTINGS_TITLE","TETAPAN PERIBADI"
"TID_TRUE_SILVER_BROCK_SKIN","BROCK PERAK"
"TID_TRUE_GOLD_BROCK_SKIN","BROCK EMAS"
"TID_TRUE_SILVER_BROCK_SKIN_SHOP","BROCK\nPERAK"
"TID_TRUE_GOLD_BROCK_SKIN_SHOP","BROCK\nEMAS"
"TID_TRUE_SILVER_POCO_SKIN","POCO PERAK"
"TID_TRUE_GOLD_POCO_SKIN","POCO EMAS"
"TID_TRUE_SILVER_POCO_SKIN_SHOP","POCO\nPERAK"
"TID_TRUE_GOLD_POCO_SKIN_SHOP","POCO\nEMAS"
"TID_TRUE_SILVER_MAX_SKIN","MAX PERAK"
"TID_TRUE_GOLD_MAX_SKIN","MAX EMAS"
"TID_TRUE_SILVER_MAX_SKIN_SHOP","MAX\nPERAK"
"TID_TRUE_GOLD_MAX_SKIN_SHOP","MAX\nEMAS"
"TID_TRUE_SILVER_PAM_SKIN","PAM PERAK"
"TID_TRUE_GOLD_PAM_SKIN","PAM EMAS"
"TID_TRUE_SILVER_8-BIT_SKIN_SHOP","8-BIT\nPERAK"
"TID_TRUE_GOLD_8-BIT_SKIN_SHOP","8-BIT\nEMAS"
"TID_TRUE_SILVER_8-BIT_SKIN","8-BIT PERAK"
"TID_TRUE_GOLD_8-BIT_SKIN","8-BIT EMAS"
"TID_TRUE_SILVER_PAM_SKIN_SHOP","PAM\nPERAK"
"TID_TRUE_GOLD_PAM_SKIN_SHOP","PAM\nEMAS"
"TID_GLADIATOR_COLETTE_SKIN","COLETTE GLADIATOR"
"TID_GLADIATOR_COLETTE_SKIN_SHOP","COLETTE\nGLADIATOR"
"TID_V8-BIT_SKIN","V8-BIT"
"TID_V8-BIT_SKIN_SHOP","V8-BIT"
"TID_TEAM_LOOKING_2","Pasukan sedang mencari pemain:"
"TID_TEAM_PLAYER_2","Saya sedang mencari pasukan:"
"TID_TEAM_INVITE_TEAM_UP","<NAME> ingin membentuk pasukan dengan anda!"
"TID_TEAM_INVITE_API","Anda telah dijemput untuk menyertai perlawanan kejohanan!"
"TID_SHOWDOWN_63","Sungai Kering"
"TID_SHOWDOWN_66","Reruntuhan"
"TID_KNOCKOUT_13","Tuntut Bela Luis"
"TID_KNOCKOUT_15","Phoenix Membara"
"TID_GEMGRAB_45","Menusuk"
"TID_GEMGRAB_46","Sumber Permata"
"TID_BOUNTY_23","Zon Elektrik"
"TID_BOUNTY_24","Kuasa Kiub"
"TID_BRAWLBALL_45","Cengkaman Kuat"
"TID_BRAWLBALL_46","Pengekodan Perduaan"
"TID_SIEGE_23","Gelanggang Robot"
"TID_SIEGE_24","Keropas-kerapis"
"TID_HEIST_30","Lorong Pepenjuru"
"TID_HEIST_32","Gaung Ular Orok-orok"
"TID_HOTZONE_29","Malam Di Muzium"
"TID_HOTZONE_31","Zon Bahaya"
"TID_CLUB_LEAGUE_TITLE","LIGA KELAB"
"TID_CLUB_LEAGUE_HOMESCREEN_TITLE","LIGA KELAB"
"TID_CLUB_LEAGUE_NAME","LIGA <LEAGUE>"
"TID_CLUB_LEAGUE_TAB_PROGRESS","KEMAJUAN"
"TID_CLUB_LEAGUE_TAB_REWARDS","GANJARAN"
"TID_CLUB_LEAGUE_BUTTON_TICKETS","Tiket:"
"TID_CLUB_LEAGUE_EVENT_DAY","HARI ACARA <NUM>/<MAX>"
"TID_CLUB_LEAGUES_BUTTON_EVENT_DAY","Hari Acara <DAY>"
"TID_CLUB_LEAGUES_BUTTON_DAY_NEW","HARI BAHARU!"
"TID_CLUB_LEAGUES_BUTTON_NEXT_EVENTS","ACARA SETERUSNYA"
"TID_CLUB_LEAGUES_BUTTON_RACE_COOLDOWN_DESC","Hari Acara seterusnya:"
"TID_CLUB_LEAGUES_BUTTON_SEASON_COOLDOWN_DESC","Minggu seterusnya bermula dalam:"
"TID_CLUB_LEAGUES_BUTTON_SEASON_RANK","Kedudukan minggu ini: <RANK>"
"TID_CLUB_LEAGUES_BUTTON_SEASON_RANK_NOT_RANKED","Tiada kedudukan dalam minggu ini"
"TID_CLUB_LEAGUES_BUTTON_JOIN_CLUB_DESC","Sertai kelab untuk bermain"
"TID_CLUB_LEAGUES_BUTTON_REGISTRATION_CLOSED","Pendaftaran tutup"
"TID_CLUB_LEAGUE_EVENT_TIME_LEFT","Baki <TIME>"
"TID_CLUB_LEAGUE_EVENT_RACE_COOLDOWN_DESC","Hari Acara seterusnya:"
"TID_CLUB_LEAGUE_EVENT_RACE_COOLDOWN_TIME","<TIME>"
"TID_CLUB_LEAGUE_EVENT_SEASON_COOLDOWN_TIME","Minggu seterusnya bermula dalam: <TIME>"
"TID_CLUB_LEAGUE_EVENT_SEASON_COOLDOWN_TITLE","LIGA KELAB"
"TID_CLUB_LEAGUE_EVENT_SEASON_NEXT_EVENTS","Acara minggu seterusnya:"
"TID_CLUB_LEAGUE_TICKETS_PER_PLAY","<NUM><cA4B7E0>/PERMAINAN</c>"
"TID_CLUB_LEAGUE_TROPHIES_MAX_PER_WIN","Maksimum/Menang"
"TID_CLUB_LEAGUE_EVENT_TROPHY_WIN_DESC","Menang bersama pasukan kelab:"
"TID_CLUB_LEAGUE_TEAM_MEMBERS_NO_TEAM","Tiada dalam pasukan kelab"
"TID_CLUB_LEAGUE_TEAM_MEMBERS_PARTIAL","<NUM>/<MAX> ahli kelab dalam pasukan"
"TID_CLUB_LEAGUE_TEAM_MEMBERS_CLUB","Dalam pasukan kelab"
"TID_CLUB_LEAGUE_TEAM_MEMBERS_FULL","Pasukan kelab sepenuhnya"
"TID_CLUB_LEAGUE_TROPHY_REWARD_PER_WIN","<NUM><cFFFFFF>/Menang</c>"
"TID_CLUB_LEAGUE_WARNING_NOT_IN_LEAGUE","Kelab tiada dalam liga"
"TID_CLUB_LEAGUE_WARNING_WAITING_LEAGUE","Menunggu Liga bermula"
"TID_CLUB_LEAGUE_WARNING_NOT_ENOUGH_TICKETS","Tidak cukup tiket"
"TID_CLUB_LEAGUE_WARNING_MORE_TICKETS_NEEDED","Memerlukan <NUM> tiket lagi"
"TID_CLUB_LEAGUE_WARNING_MORE_TICKETS_NEEDED_SINGLE","Memerlukan <NUM> tiket lagi"
"TID_CLUB_LEAGUE_WARNING_NOT_ENOUGH_TICKETS_FLOATER","Tidak cukup tiket untuk bermain!"
"TID_BATTLE_END_CLUB_LEAGUE_TEAM_BONUS","BONUS PASUKAN"
"TID_EVENT_NAME_CLUB_LEAGUE_COMPETITIVE","PERLAWANAN BINTANG"
"TID_EVENT_LOCATION_CLUB_LEAGUE_COMPETITIVE_DESC","Menang 2"
"TID_CLUB_LEAGUE_BRONZE_I","GANGSA I"
"TID_CLUB_LEAGUE_BRONZE_II","GANGSA II"
"TID_CLUB_LEAGUE_BRONZE_III","GANGSA III"
"TID_CLUB_LEAGUE_SILVER_I","PERAK I"
"TID_CLUB_LEAGUE_SILVER_II","PERAK II"
"TID_CLUB_LEAGUE_SILVER_III","PERAK III"
"TID_CLUB_LEAGUE_GOLD_I","EMAS I"
"TID_CLUB_LEAGUE_GOLD_II","EMAS II"
"TID_CLUB_LEAGUE_GOLD_III","EMAS III"
"TID_CLUB_LEAGUE_DIAMOND_I","BERLIAN I"
"TID_CLUB_LEAGUE_DIAMOND_II","BERLIAN II"
"TID_CLUB_LEAGUE_DIAMOND_III","BERLIAN III"
"TID_CLUB_LEAGUE_MYTHIC_I","MITOS I"
"TID_CLUB_LEAGUE_MYTHIC_II","MITOS II"
"TID_CLUB_LEAGUE_MYTHIC_III","MITOS III"
"TID_CLUB_LEAGUE_LEGENDARY_I","LEGENDA I"
"TID_CLUB_LEAGUE_LEGENDARY_II","LEGENDA II"
"TID_CLUB_LEAGUE_LEGENDARY_III","LEGENDA III"
"TID_CLUB_LEAGUE_MASTERS","JAGUH"
"TID_CLUB_LEAGUE_TIER_1","I"
"TID_CLUB_LEAGUE_TIER_2","II"
"TID_CLUB_LEAGUE_TIER_3","III"
"TID_CLUB_LEAGUE_SEASON_PROGRESS","KEMAJUAN MINGGU INI"
"TID_CLUB_LEAGUE_SEASON_ENDS_IN","Tamat dalam:"
"TID_CLUB_LEAGUE_WAITING_FINAL_RESULTS","Menunggu keputusan akhir"
"TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS","Menunggu keputusan minggu ini"
"TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS_DESC","Keputusan minggu ini sedang diproses. Kembali nanti untuk keputusan akhir!"
"TID_CLUB_LEAGUE_RESULTS_TITLE","Keputusan:"
"TID_CLUB_LEAGUE_SEASON_OVER","MINGGU TAMAT!"
"TID_CLUB_LEAGUE_SEASON_OVER_2","MINGGU TAMAT"
"TID_CLUB_LEAGUE_MAX_TROPHIES_AVAILABLE","Trofi maksimum tersedia"
"TID_CLUB_LEAGUE_SEASON_PROGRESS_TITLE","KEMAJUAN MINGGU INI"
"TID_CLUB_LEAGUE_SEASON_RESULTS_TITLE","KEPUTUSAN MINGGU INI"
"TID_CLUB_LEAGUE_ITEM_PROMOTING","NAIK PANGKAT"
"TID_CLUB_LEAGUE_ITEM_PROMOTING_MULTIPLE","NAIK PANGKAT X<NUM>"
"TID_CLUB_LEAGUE_ITEM_DEMOTING","TURUN PANGKAT"
"TID_CLUB_LEAGUE_ITEM_DEMOTING_MULTIPLE","TURUN PANGKAT X<NUM>"
"TID_CLUB_LEAGUE_COLUMN_CLUB_NAME","NAMA KELAB"
"TID_CLUB_LEAGUE_COLUMN_DAILY_RANKS","KEDUDUKAN HARIAN"
"TID_CLUB_LEAGUE_COLUMN_TOTAL_POINTS","JUMLAH MATA"
"TID_CLUB_LEAGUE_COLUMN_MAX_REWARD","GANJARAN MAKSIMUM"
"TID_CLUB_LEAGUE_SHOP_DESC","Galakkan kemajuan anda & beli kulit eksklusif!"
"TID_CLUB_LEAGUE_SHOP_BUTTON_DESC","GALAKKAN KEMAJUAN ANDA & BELI KULIT EKSKLUSIF:"
"TID_CLUB_LEAGUE_BUTTON_VISIT_CLUB_SHOP","KE KEDAI KELAB"
"TID_CLUB_LEAGUE_SEASON_END_REWARD_DESC","GANJARAN HUJUNG MINGGU ANDA"
"TID_CLUB_LEAGUE_SEASON_END_REWARD_CLAIMED","DIKUMPUL"
"TID_CLUB_LEAGUE_NOT_YET_RANKED","BELUM BERKEDUDUKAN"
"TID_CLUB_LEAGUE_SEASON_REGISTRATION_CLOSED","PENDAFTARAN MINGGU INI TELAH TAMAT"
"TID_CLUB_LEAGUE_SPECTATE_THIS_SEASON","TONTON MINGGU INI"
"TID_CLUB_LEAGUE_WAIT_NEXT_SEASON","Tunggu minggu seterusnya untuk bermain!"
"TID_CLUB_LEAGUE_NEXT_SEASONS_EVENTS","Acara minggu seterusnya:"
"TID_CLUB_LEAGUE_NEXT_SEASON_STARTS_TIME","Minggu seterusnya bermula dalam <TIME>"
"TID_CLUB_LEAGUE_SEASON_TICKETS_REWARD_DESC","Guna semua tiket dalam satu minggu untuk menerima ganjaran maksimum anda!"
"TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED_TITLE","TIKET DIGUNAKAN:"
"TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED","<NUM>/<MAX>"
"TID_CLUB_LEAGUE_SEASON_CLUB_COIN_REWARD","<NUM>/<MAX>"
"TID_CLUB_LEAGUE_BUY","BELI"
"TID_CLUB_LEAGUE_BUY_OR","atau"
"TID_CLUB_LEAGUE_NOT_ENOUGH_TICKETS","TIDAK CUKUP TIKET"
"TID_CLUB_LEAGUE_NEED_MORE_GOLDEN_TICKETS","Anda memerlukan <NUM> Tiket Emas lagi untuk bermain!"
"TID_CLUB_LEAGUE_NOT_ENOUGH_GOLDEN_TICKETS_AVAILABLE_TO_PURCHASE","Tidak cukup Tiket Emas untuk dibeli"
"TID_CLUB_LEAGUE_FEATURE_UNAVAILABLE","Ciri ini tidak tersedia sekarang"
"TID_CLUB_LEAGUE_NOT_IN_LEAGUE","Kelab tiada dalam liga"
"TID_CLUB_LEAGUE_NO_CURRENT_LEAGUE_SEASON","Kelab tidak berada dalam minggu liga semasa!"
"TID_DUPLICATOR","LOLA"
"TID_DUPLICATOR_SHORT_DESC","PEROSAK"
"TID_DUPLICATOR_DESC","Lola memastikan dia menjadi tumpuan apabila dia tiba di suatu tempat. Dia pakar dalam seni membuat kecoh untuk mendapatkan apa sahaja yang dia mahu, dan dia bangga akannya!"
"TID_DUPLICATOR_WEAPON","MATA BERLIAN"
"TID_DUPLICATOR_WEAPON_DESC","Aksesori kegemaran Lola juga merupakan senjata kegemarannya! Ia menembak dari matanya dalam tembakan jarak dekat dan penuh gaya."
"TID_DUPLICATOR_ULTI","MEGAH MEGA"
"TID_DUPLICATOR_ULTI_DESC","Lola melepaskan Ego yang meniru setiap pergerakannya. Semakin dekat dengan Lola, semakin kurang kerosakan yang dilakukannya."
"TID_SPEC_ABI_DUPLICATOR_1","IMPROVISASI"
"TID_SPEC_ABI_DUPLICATOR_1_DESC","Dalam pusingan terakhir, Lola melakukan <c00cc00><VALUE2>%</c> kerosakan tambahan."
"TID_SPEC_ABI_DUPLICATOR_2","KUCUPAN HAYAT"
"TID_SPEC_ABI_DUPLICATOR_2_DESC","Tembakan dari ego Lola akan menyembuhkan sekutu yang berada di laluannya sebanyak <c00cc00><VALUE1></c> nilai nyawa."
"TID_ACCESSORY_DUPLICATOR_GADGET","PEGUN GAMBAR"
"TID_ACCESSORY_DUPLICATOR_GADGET_DESC","Ego Lola berhenti bergerak untuk melagakkan gaya! Mendapat <c00cc00><VALUE1>%</c> perisai selama <c00cc00><VALUE2></c> saat."
"TID_CLUB_UNLOCK_TITLE_CLUBS","KELAB"
"TID_CLUB_UNLOCK_TITLE_UNLOCKED","Dibuka!"
"TID_CLUB_UNLOCK_SEARCHING_FOR_CLUB","Mencari kelab terbaik untuk anda..."
"TID_CLUB_UNLOCK_CLUB_LEAGUE_TITLE","LIGA KELAB"
"TID_CLUB_UNLOCK_JOIN_NEXT_SEASON","Sertai minggu seterusnya untuk memenangi ganjaran eksklusif!"
"TID_CLUB_UNLOCK_CLUB_FOUND","KELAB DITEMUI!"
"TID_CLUB_UNLOCK_WELCOME_TO_CLUB","SELAMAT DATANG KE KELAB!"
"TID_CLUB_UNLOCK_LETS_GO","AYUH"
"TID_CLUB_UNLOCK_REQUIRED_TROPHIES","TROFI DIPERLUKAN"
"TID_CLUB_UNLOCK_INFO_TITLE","Anda kini ahli:"
"TID_CLUB_UNLOCK_FOUND_DESC","Kami rasa kelab ini sesuai untuk anda! Anda boleh sentiasa keluar dan mencari kelab lain. Ataupun anda boleh mencipta kelab sendiri!"
"TID_CLUB_UNLOCK_FOUND_CLUB_DESC","Selamat datang ke kelab baharu anda! Bertempur bersama rakan kelab dan mencapai kedudukan tertinggi dalam liga!"
"TID_CLUB_UNLOCK_STAT_TAG","Tag Kelab"
"TID_CLUB_UNLOCK_STAT_TYPE","Jenis"
"TID_SHOP_BRAWLOWEEN_TITLE","BRAWL-O-WEEN"
"TID_SHOP_BRAWLOWEEN_INFO","Set kulit"
"TID_SKIN_INFO_BRAWLOWEEN","BRAWL-O-WEEN"
"TID_CLUB_LEAGUE_FLOW_NEW_SEASON","Minggu Baharu!"
"TID_CLUB_LEAGUE_FLOW_SEASON_ENDED","Minggu telah tamat"
"TID_CLUB_LEAGUE_FLOW_CLUB_LEAGUE","LIGA KELAB"
"TID_CLUB_LEAGUE_FLOW_DAY_NEW","BAHARU!"
"TID_CLUB_LEAGUE_FLOW_EVENT_DAY_STARTED","HARI ACARA <NUM> BERMULA!"
"TID_CLUB_LEAGUE_FLOW_EVENT_DAY_ENDED","HARI ACARA <NUM> TAMAT!"
"TID_CLUB_LEAGUE_FLOW_BUTTON_GO","TERIMA"
"TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_START","JOM"
"TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_END","TERIMA"
"TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_START","JOM"
"TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_END","TERIMA"
"TID_CLUB_LEAGUE_FLOW_BUTTON_GO_LEAGUE_PROMOTION","TERIMA"
"TID_CLUB_LEAGUE_FLOW_SEASON_RANK","Kedudukan Minggu Ini"
"TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_REWARD","GANJARAN HUJUNG MINGGU ANDA"
"TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED_TITLE","Tiket digunakan"
"TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED","<NUM><cA4B7E0>/<MAX></c>"
"TID_CLUB_LEAGUE_FLOW_CLUB_COIN_REWARD","<NUM>/<MAX>"
"TID_CLUB_LEAGUE_FLOW_PROMOTED","NAIK PANGKAT"
"TID_CLUB_LEAGUE_FLOW_TICKET_REFILL","Ditambah!"
"TID_CLUB_LEAGUE_TICKET_REFILL_BUBBLE","Ditambah pada Hari Acara berikut"
"TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_1","Pembelian gagal"
"TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_COINS","Tidak cukup syiling!"
"TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_GEMS","Tidak cukup permata!"
"TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_3","Tiada tiket tersedia untuk dibeli!"
"TID_CLUB_LEAGUE_SEASON_ENDS_IN_TIME","Minggu ini tamat dalam <TIME>"
"TID_CLUB_LEAGUE_TICKET_SHOP_TITLE","TIKET EMAS"
"TID_CLUB_LEAGUE_TICKET_SHOP_INFO","Anda boleh bermain sehingga <cFEA305><NUM> Tiket Emas</c> semasa musim Liga Kelab. Gunakannya untuk bermain perlawanan tambahan dan dapatkan lebih banyak Trofi Kelab. Tiket Emas boleh meningkatkan kedudukan harian Kelab anda untuk Hari Acara yang digunakannya.\n\nSebarang baki Tiket Emas pada penghujung musim akan dipindahkan secara automatik ke musim seterusnya.\n\nTiket Emas tidak dikira dalam ganjaran penghujung musim."
"TID_CLUB_LEAGUE_TICKETS_GET_MORE","Dapatkan lagi..."
"TID_CLUB_LEAGUE_TICKETS_GET_MORE_ONE","Dapatkan satu lagi Tiket Emas!"
"TID_CLUB_LEAGUE_TICKETS_GET_MORE_UP_TO_NUM","Dapatkan sehingga <NUM> Tiket Emas tambahan!"
"TID_CLUB_LEAGUE_TICKETS_NO_MORE_TICKETS","Tiada lagi Tiket Emas untuk dibeli"
"TID_CLUB_LEAGUE_TICKETS_OWNED","Anda ada: <NUM>"
"TID_CLUB_LEAGUE_TICKETS_PLAYED","<NUM>/<MAX> digunakan"
"TID_CLUB_LEAGUE_YOUR_GOLDEN_TICKETS_THIS_SEASON","Tiket Emas anda pada musim ini:"
"TID_CLUB_LEAGUE_GOLDEN_TICKET_PACK","PEK TIKET EMAS"
"TID_CLUB_LEAGUE_GOLDEN_TICKET","TIKET EMAS"
"TID_CLUB_LEAGUE_TICKET_OUT_OF_STOCK","Kehabisan stok"
"TID_CLUB_LEAGUE_TICKET_NOT_ENOUGH_SPACE","Tidak cukup ruang"
"TID_CLUB_LEAGUE_GOLDEN_TICKETS_NOT_AVAILABLE","Pembelian tiket tidak tersedia sekarang"
"TID_CLUB_LEAGUE_GOLDEN_TICKET_TUTORIAL","Nampaknya anda memerlukan lebih banyak tiket untuk terus bermain Liga Kelab!\n\nAnda boleh membeli dan bermain sehingga <NUM> <cFEA305>Tiket Emas</c> setiap musim! Apabila digunakan secara taktikal, Tiket Emas boleh meningkatkan kedudukan harian Kelab anda untuk Hari Acara yang digunakannya."
"TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON","HARI ACARA"
"TID_CLUB_LEAGUE_EVENT_DAYS_TITLE","HARI ACARA"
"TID_CLUB_LEAGUE_EVENT_SCHEDULE_DAY_TITLE","HARI ACARA <NUM>"
"TID_CLUB_LEAGUE_EVENTS_TITLE","ACARA"
"TID_CLUB_LEAGUE_EVENT_UNLOCKS_AT","Dibuka di"
"TID_CLUB_LEAGUE_SHOW_TICKETS_TOGGLE","Tunjukkan trofi kelab <cFFDA14>maksimum</c> untuk dikumpul"
"TID_CLUB_LEAGUE_INFO_TITLE","MAKLUMAT LIGA KELAB"
"TID_CLUB_LEAGUE_INFO_PAGE_1_MARKER","Selamat Datang"
"TID_CLUB_LEAGUE_INFO_PAGE_1_TITLE","<cFCBC22>SELAMAT DATANG KE PERMAINAN KELAB</c>"
"TID_CLUB_LEAGUE_INFO_PAGE_1_DESC","Main bersama kelab anda dan meraih ganjaran <cFCBC22>Kedai Kelab</c> setiap minggu!\n\n1 permainan kelab akan aktif setiap minggu:\n<cFCBC22>MINGGU LIGA KELAB</c> - Bersaing dengan kelab lain dalam Liga Kelab untuk memperoleh ganjaran kedudukan tertinggi dan memanjat liga.\n<cFCBC22>MINGGU MISI KELAB</c> - Selesaikan 3 misi kelab anda bagi memperoleh mata untuk kelab anda. Semakin banyak misi yang diselesaikan oleh seluruh kelab anda pada minggu itu, semakin tinggi ganjaran semua orang."
"TID_CLUB_LEAGUE_INFO_PAGE_2_MARKER","Liga Kelab"
"TID_CLUB_LEAGUE_INFO_PAGE_2_TITLE","<cFCBC22>MINGGU LIGA KELAB</c>"
"TID_CLUB_LEAGUE_INFO_PAGE_2_DESC","Semasa minggu Liga Kelab, kelab anda bersaing dengan 7 kelab lain dalam liga anda. Main acara Liga Kelab pada <cFCBC22>3 hari berasingan</c> dan bersaing untuk merebut kedudukan <cFCBC22>trofi kelab</c> tertinggi. Anda memerlukan <cFCBC22>tiket</c> untuk bermain perlawanan Liga Kelab.\n\nKelab dengan prestasi terbaik sepanjang minggu itu akan meraih ganjaran terbaik. <cFCBC22>Kenaikan</c> dan <cFCBC22>penurunan</c> pangkat akan berlaku pada penghujung minggu.\n\nBonus: Bermain dengan rakan kelab lain untuk meraih <cFCBC22>trofi kelab tambahan</c> daripada perlawanan anda."
"TID_CLUB_LEAGUE_INFO_PAGE_3_MARKER","Misi Kelab"
"TID_CLUB_LEAGUE_INFO_PAGE_3_TITLE","<cFCBC22>MINGGU MISI KELAB</c>"
"TID_CLUB_LEAGUE_INFO_PAGE_3_DESC","Semasa Minggu Misi Kelab, anda perlu menyelesaikan <cFCBC22>3 misi</c>.\n\nMenyelesaikan misi kelab akan menyumbangkan <cFCBC22>mata</c> kepada kelab. Semakin banyak mata yang diperoleh oleh kelab pada penghujung minggu, semakin tinggi ganjaran setiap orang. Selesaikan sekurang-kurangnya 1 misi kelab untuk mengumpul ganjaran anda.\n\nBonus: Bermain dengan rakan kelab untuk <cFCBC22>menggandakan kemajuan misi anda</c>."
"TID_CLUB_LEAGUE_INFO_PAGE_4_MARKER","Kedai Kelab"
"TID_CLUB_LEAGUE_INFO_PAGE_4_TITLE","<cFCBC22>APAKAH ITU KEDAI KELAB</c>"
"TID_CLUB_LEAGUE_INFO_PAGE_4_DESC","Main permainan kelab untuk memperoleh <cFCBC22>syiling kedai</c>. Guna syiling kelab anda di kedai kelab!\n\nDi kedai kelab, anda boleh <cFCBC22>menggalakkan kemajuan anda</c> sehingga 50% dan mendapatkan<cFCBC22>kulit eksklusif</c>!"
"TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_1","BERSAING DENGAN 7 KELAB"
"TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_2","3 HARI ACARA"
"TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_3","MAIN ACARA UNTUK MENDAPAT TROFI KELAB"
"TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_4","BUAT YANG TERBAIK DALAM SETIAP HARI ACARA..."
"TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_5","MENDUDUKI TEMPAT TERATAS PAPAN PENDAHULU MUSIM!"
"TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_1","ACARA MEMERLUKAN TIKET"
"TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_2","ANDA MENDAPAT TIKET PADA SETIAP HARI ACARA"
"TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_3","GUNA SEMUA TIKET ANDA UNTUK MENDAPAT GANJARAN MAKSIMUM"
"TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_1","MUSIM BERAKHIR SELEPAS HARI ACARA KE-3"
"TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_2","KELAB BERKEDUDUKAN TERTINGGI AKAN DINAIKKAN PANGKAT"
"TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_3","KELAB BERKEDUDUKAN TERENDAH AKAN DITURUNKAN PANGKAT"
"TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_4","SETIAP PEMAIN YANG MENYERTAI AKAN MENDAPAT GANJARAN SYILING KELAB"
"TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_1","PERGI KE KEDAI KELAB UNTUK..."
"TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_2","KULIT EKSKLUSIF!"
"TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_3","MATA KUASA UNTUK SEBARANG BRAWLER!"
"TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_4","ITEM PELENGKAP UNTUK BRAWLER TAHAP KUASA 10 DAN KE ATAS!"
"TID_CLUB_LEAGUE_ONBOARDING_TITLE","LIGA KELAB"
"TID_CLUB_LEAGUE_ONBOARDING_WELCOME","Pertandingan Kelab Mingguan"
"TID_CLUB_LEAGUE_ONBOARDING_COMPETE_DESC","8 Kelab bersaing setiap musim"
"TID_CLUB_LEAGUE_ONBOARDING_TAP_TO_CONTINUE","Ketik untuk teruskan"
"TID_CLUB_LEAGUE_ONBOARDING_LETS_GO","JOM"
"TID_CLUB_LEAGUE_ONBOARDING_EVENT_DAYS","3 Hari Acara"
"TID_CLUB_LEAGUE_ONBOARDING_TEAM_UP","Bentuk pasukan dalam kelab anda!"
"TID_CLUB_LEAGUE_ONBOARDING_EVENTS","ACARA"
"TID_CLUB_LEAGUE_ONBOARDING_TICKETS","Memerlukan tiket untuk bermain"
"TID_CLUB_LEAGUE_ONBOARDING_CLUB_TROPHIES","Meraih trofi kelab"
"TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_1","Lebih banyak trofi"
"TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_2","Memberikan lebih banyak mata"
"TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_3","Untuk memanjat papan pendahulu"
"TID_CLUB_LEAGUE_ONBOARDING_CLUB_COIN_REWARDS","Mengganjari Syiling Kelab pada penghujung minggu!"
"TID_CLUB_LEAGUE_ONBOARDING_CLUB_SHOP","Guna Syiling Kelab anda di Kedai Kelab!"
"TID_CLUB_LEAGUE_ONBOARDING_DAY_1","HARI 1"
