"TID","IT"
"TID_ALLIANCE_LOCATION","UBICAZIONE DEL CLUB"
"TID_LOCATION_TITLE","SCEGLI UBICAZIONE"
"TID_SETTINGS_LOCATION","UBICAZIONE"
"TID_REGION_INT","Internazionale"
"TID_POPUP_CHANGE_LOCATION_TITLE","Cambiare ubicazione?"
"TID_POPUP_CHANGE_LOCATION","Vuoi davvero cambiare l'ubicazione? Puoi farlo solo una volta al giorno."
"TID_CHANGE_LOCATION_RESULT_0","Ora l'ubicazione è: <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","Impossibile cambiare l'ubicazione ora. Riprova tra: <TIME>."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Festeggia la mischia lunare con questa skin celebrativa!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Skin della mischia lunare"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Festeggia la mischia lunare con questa skin celebrativa!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Skin della mischia lunare"
"TID_CACTUS_PINK_SKIN","SPIKE SAKURA"
"TID_CACTUS_PINK_SKIN_SHOP","SPIKE\nSAKURA"
"TID_TRICKSHOT_DUDE","STECCA"
"TID_TRICKSHOT_GOLD_SKIN","RE STECCA"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","RE\nSTECCA"
"TID_SKIN_POPCORN_RICO","STECCA SCOPPIETTANTE"
"TID_SKIN_POPCORN_RICO_SHOP","STECCA\nSCOPPIETTANTE"
"TID_SKIN_FOOTBULL","BULL QUARTERBACK"
"TID_SKIN_FOOTBULL_SHOP","BULL\nQUARTERBACK"
"TID_SKIN_DUMPLING_DARRYL","BARRYL RAVIOLONE"
"TID_SKIN_DUMPLING_DARRYL_SHOP","BARRYL\nRAVIOLONE"
"TID_SKIN_LUNAR_BROCK","KUNG FU BROCK"
"TID_SKIN_LUNAR_BROCK_SHOP","KUNG FU\nBROCK"
"TID_SKIN_LUNAR_COLT","COLT GUARDIA IMPERIALE"
"TID_SKIN_LUNAR_COLT_SHOP","COLT\nGUARDIA IMPERIALE"
"TID_SKIN_VALENTINE_POCO","POCHO ROMANTICONE"
"TID_SKIN_VALENTINE_POCO_SHOP","POCHO\nROMANTICONE"
"TID_BANKHEIST_9","Camera blindata"
"TID_BANKHEIST_10","Caveau tonante"
"TID_BANKHEIST_11","Banco dei brawler"
"TID_BANKHEIST_12","Ponte"
"TID_BANKHEIST_13","Antro delle ricchezze"
"TID_WANTED_10","Piscina"
"TID_WANTED_11","Recinto dei tori"
"TID_WANTED_12","Arena dei ricercati"
"TID_WANTED_13","Arena stratificata"
"TID_WANTED_14","Steppa arida"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Punti stellari insufficienti!"
"TID_NOT_ENOUGH_GOLD_TITLE","Monete insufficienti!"
"TID_NOT_ENOUGH_GOLD_TEXT","Vuoi comprare le monete mancanti (<NUM>)?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Vuoi comprare la moneta mancante?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","BLOCCA GLI INVITI RICEVUTI NELLA PROSSIMA ORA"
"TID_TEAM_INVITATION_SETTING_MUTE","Blocca tutti gli inviti alla squadra"
"TID_BUTTON_TEAM_DND","Non disturbare"
"TID_SHOP_VALENTINE_OFFER","OFFERTA DI SAN VALENTINO"
"TID_SHOP_BRAWLER_BUNDLE","BUNDLE BRAWLER"
"TID_SHOP_SEASONAL_SKIN_OFFER","OFFERTA SKIN STAGIONALE"
"TID_SHOP_WELCOME_OFFER","OFFERTA DI BENVENUTO"
"TID_SHOP_BRAWLER_PACK","PACCHETTO BRAWLER"
"TID_SHOP_STAR_POWER_OFFER","OFFERTA ABILITÀ STELLARE"
"TID_SHOP_UPGRADE_BUNDLE","BUNDLE MIGLIORAMENTO"
"TID_SHOP_NEW_BRAWLER_OFFER","OFFERTA NUOVO BRAWLER"
"TID_SHOP_NEW_SKIN_RELEASE","RILASCIO NUOVA SKIN"
"TID_SHOP_NEW_SKIN_OFFER","OFFERTA NUOVA SKIN"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Le amichevoli si sbloccano al livello di esperienza <NUM>"
"TID_HEROES_COMING_SOON","NUOVI BRAWLER IN ARRIVO"
"TID_RARITY_NAME_0_UPPER","PREMIO DEL CAMMINO DEI TROFEI"
"TID_RARITY_NAME_1_UPPER","RARO"
"TID_RARITY_NAME_2_UPPER","SUPER RARO"
"TID_RARITY_NAME_3_UPPER","EPICO"
"TID_RARITY_NAME_4_UPPER","MITICO"
"TID_RARITY_NAME_5_UPPER","LEGGENDARIO"
"TID_RARITY_NAME_6_UPPER","CROMATICO"
"TID_STARTER_PACK_5","PACCHETTO LIV. 50"
"TID_STARTER_PACK_6","PACCHETTO LIV. 75"
"TID_STARTER_PACK_7","PACCHETTO LIV. 100"
"TID_STARTER_PACK_8","PACCHETTO LIV. 125"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","COMBATTENTE"
"TID_WHIRLWIND_DESC","Carl lancia il suo piccone come un boomerang, mentre con la super rotea vorticosamente sul suo carrello elargendo sane picconate a chi gli sta attorno."
"TID_WHIRLWIND_WEAPON","PICCONE"
"TID_WHIRLWIND_ULTI","TORNADO"
"TID_WHIRLWIND_WEAPON_DESC","Il piccone si comporta come un boomerang: una volta lanciato, Carl dovrà aspettare che ritorni prima di attaccare nuovamente."
"TID_WHIRLWIND_ULTI_DESC","Carl esegue una serie di testacoda da capogiro, che oltre a dargli la nausea, gli permettono di danneggiare seriamente chi gli sta vicino."
"TID_STAT_DAMAGE_EACH_WAY","Danno per colpo"
"TID_STAT_DAMAGE_PER_SWING","Danno per rotazione"
"TID_HINT_43","Il piccone di Carl rimbalza e torna indietro subito quando colpisce un ostacolo, permettendoti così di rilanciarlo più velocemente."
"TID_SPEC_ABI_PROJECTILE_SPEED","PICCONATA TURBO"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","La velocità con cui viene lanciato il piccone aumenta del <c00cc00><VALUE1>%</c>, permettendogli di percorrere il tragitto di andata e ritorno più in fretta."
"TID_SPEC_ABI_SUPERSPEED","RUOTE OLIATE"
"TID_SPEC_ABI_SUPERSPEED_DESC","Il carrello di Carl gira più velocemente durante la super."
"TID_HERO_SORTING_TROPHIES","Meno trofei"
"TID_HERO_SORTING_TROPHIES_DESC","Più trofei"
"TID_HERO_SORTING_RARITY","Rarità"
"TID_HERO_SORTING_RARITY_DESC","Rarità discendente"
"TID_HERO_SORTING_POWER_DESC","Livello"
"TID_HERO_SORTING_RANKUP","Quasi al grado succ."
"TID_MUTE_INVITES_LABEL","Non disturbare:"
"TID_GEM_BALANCE_TITLE","Quantità gemme"
"TID_JP_BUTTON","Quantità gemme"
"TID_GEM_BALANCE","Quantità gemme attuale: <total>\n\nGemme guadagnate: <free>\n\nGemme acquistate: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Una transazione compiuta con il presente account è stata rimborsata in data <DATE> o ritenuta fraudolenta. Il rimborso richiesto sarà eseguito attraverso lo stesso metodo di pagamento con cui è stato fatto l'ordine. Sono state detratte <X> gemme, pari al valore della transazione o delle transazioni in questione, e ciò potrebbe comportare un saldo di gemme negativo: in tal caso, è possibile farlo tornare in positivo raccogliendo risorse nel gioco o effettuando altri ordini."
"TID_HERO_DISABLED_CURRENTLY","Brawler al momento non disponibile"
"TID_SKIN_FARMER_POCO","POCHO CONTADINO"
"TID_SKIN_FARMER_POCO_SHOP","POCHO\nCONTADINO"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","MORTIS STREGA NOTTURNA"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","MORTIS\nSTREGA NOTTURNA"
"TID_FRIEND_ADDED","Ora tu e <FRIEND> siete amici!"
"TID_IAP_REFRESHER_BUNDLE","BUNDLE DI RINNOVO"
"TID_IAP_REFRESHER_PACK","PACCHETTO DI RINNOVO"
"TID_IAP_WOMENS_DAY_1","POTERE ALLE DONNE"
"TID_IAP_WOMENS_DAY_2","BUONA FESTA DELLA DONNA"
"TID_IAP_LIMITED_TIME_DISCOUNT","OFFERTA A TEMPO LIMITATO"
"TID_IAP_GOLDENWEEK_PACK","PACC. GOLDEN WEEK"
"TID_IAP_GOLDENWEEK_PACK_DESC","Festeggia la Golden Week!"
"TID_LIMITED_AVAILABILITY","AFFRETTATI!"
"TID_ROBO_WARS_2","Laboratorio robotico"
"TID_ROBO_WARS_3","Cantiere"
"TID_ROBO_WARS_4","Catena di assemblaggio"
"TID_ROBO_WARS_5","Base militare"
"TID_ROBO_WARS_6","Robostazione"
"TID_ROBO_WARS_7","Officina"
"TID_ROBO_WARS_8","Robot S.p.A."
"TID_ROBO_WARS_9","Fabbrica assediata"
"TID_GOLDRUSH_12","Grotta di diamanti"
"TID_GOLDRUSH_13","Piazza sotterranea"
"TID_GOLDRUSH_14","Rupe"
"TID_GOLDRUSH_15","Gallerie nascoste"
"TID_GOLDRUSH_16","Sito di estrazione"
"TID_GOLDRUSH_17","Piattaforma di lancio"
"TID_GOLDRUSH_18","Abisso"
"TID_BATTLE_ROYALE_13","Terre infestate"
"TID_BATTLE_ROYALE_14","Cortile"
"TID_BATTLE_ROYALE_15","Meridiana"
"TID_BATTLE_ROYALE_16","Spianata stellare"
"TID_BATTLE_ROYALE_17","Passaggio spettrale"
"TID_BATTLE_ROYALE_18","Colle delle sfide"
"TID_BALL_8","Brawlbera"
"TID_BALL_9","Brawlodrome"
"TID_BALL_10","Stadio delle Brawlpi"
"TID_BALL_11","Wanda Metrobrawlitano"
"TID_BANKHEIST_14","Arena Royale"
"TID_HERO_DISABLED_CURRENTLY_PRINT","Questo brawler al momento non è disponibile, prova più tardi."
"TID_NEXT_ROBO_IN","Nuovo robot tra"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED","<c998888ff>ROBOT ALLEATO</c> di livello <num> assemblato. <c998888ff>ATTACCA</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED","<c99dd3333>ROBOT NEMICO</c> di livello <num> assemblato. <c99dd3333>DIFENDITI</c>!"
"TID_HERO_DISABLED_CURRENTLY_START_GAME","Questo brawler al momento non è disponibile. Usa un altro brawler."
"TID_HERO_COMING_SOON","Brawler in arrivo!"
"TID_NO_ROBOS_SPAWNED","Pareggio! Nessun ROBOT assemblato."
"TID_LAST_ROBO_IN","Ultimo robot tra"
"TID_ROBO_LEVEL","ROBOT DI LIVELLO <num>"
"TID_BATTLE_ROYALE_19","Landa rupestre"
"TID_BATTLE_ROYALE_20","Gola astrale"
"TID_BATTLE_ROYALE_21","Occhio del ciclone"
"TID_BATTLE_ROYALE_22","Pianura alluvionata"
"TID_BATTLE_ROYALE_23","Torrente tonante"
"TID_BATTLE_ROYALE_24","Doppio crocevia"
"TID_BATTLE_ROYALE_25","Giardino fortificato"
"TID_BATTLE_ROYALE_26","Piazza della giustizia"
"TID_BATTLE_ROYALE_27","Terre cineree"
"TID_BALL_12","Brawlympiastadion"
"TID_BALL_13","Palazzetto dello sport"
"TID_BALL_14","Campetto di battaglia"
"TID_BALL_15","Brawlacanã"
"TID_BALL_16","Parco dei brawler"
"TID_GOLDRUSH_19","Valle insidiosa"
"TID_GOLDRUSH_20","Piazza degli scacchi"
"TID_GOLDRUSH_21","Incrocio strategico"
"TID_GOLDRUSH_22","Rifugio remoto"
"TID_GOLDRUSH_23","Trattoria rimbalzante"
"TID_GOLDRUSH_24","Piazza reticolare"
"TID_GOLDRUSH_25","Arco doppio"
"TID_GOLDRUSH_26","Yin Yang"
"TID_ROBO_HEALTH","ROBOT:"
"TID_TEAMING_WARNING","<c99dd3333>ATTACCA I NEMICI</c> o dovrai schivare una <c99dd3333>PIOGGIA DI METEORITI</c>!"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","Puoi cambiare gratuitamente il nome solo una volta. Le modifiche successive richiedono delle gemme."
"TID_PAID_NAME_CHANGE_INTRO_TEXT","Vuoi modificare il nome in cambio di gemme?\nCi riserviamo il diritto di cambiare i nomi inappropriati, senza effettuare alcun rimborso."
"TID_NAME_CHANGE_INTRO_TITLE","CAMBIA NOME"
"TID_NAME_CHANGE_ON_COOLDOWN","Devi attendere <time> per modificare nuovamente il nome."
"TID_NAME_CHANGE_FREE","GRATUITO"
"TID_PLAYER_YOU","TU"
"TID_NEWS_TAB_NEWS","NOTIZIE"
"TID_NEWS_TAB_VIDEOS","VIDEO"
"TID_VS_TRAINING","Ingresso\ndello Starr Park"
"TID_TRAINING_DPS","Danni al secondo:"
"TID_SHOP_SHORTCUT_1","OFFERTE"
"TID_SHOP_SHORTCUT_2","OFFERTE GIORNALIERE"
"TID_SHOP_SHORTCUT_NOT_USED","CASSE"
"TID_SHOP_SHORTCUT_3","SKIN"
"TID_SHOP_SHORTCUT_4","NEGOZIO STELLARE"
"TID_SHOP_SHORTCUT_5","RISORSE"
"TID_SHOP_NOTIFICATION_NEW","NUOVO"
"TID_SHOP_NOTIFICATION_FREE","GRATIS"
"TID_SKIN_INFO_INCLUDES","La skin include:\n"
"TID_SKIN_INFO_NORMAL","- aspetto personalizzato del brawler"
"TID_SKIN_INFO_NORMAL_PET","- aspetto personalizzato del brawler\n- aspetto personalizzato dell'animale"
"TID_SKIN_INFO_NORMAL_TURRET","- aspetto personalizzato del brawler\n- aspetto personalizzato della torretta"
"TID_SKIN_INFO_FX","- aspetto personalizzato del brawler\n- effetti personalizzati"
"TID_SKIN_INFO_ANIM_PET","- aspetto personalizzato del brawler\n- aspetto personalizzato dell'animale\n- animazioni personalizzate"
"TID_SKIN_INFO_ANIM_TURRET","- aspetto personalizzato del brawler\n- aspetto personalizzato della torretta\n- animazioni personalizzate"
"TID_SKIN_INFO_ANIM_FX","- aspetto personalizzato del brawler\n- effetti personalizzati\n- animazioni personalizzate"
"TID_SKIN_INFO_ANIM_FX_PET","- aspetto personalizzato del brawler\n- aspetto personalizzato dell'animale\n- effetti personalizzati\n- animazioni personalizzate"
"TID_SKIN_INFO_ANIM_FX_SOUND_PET","- aspetto personalizzato del brawler\n- aspetto personalizzato dell'animale\n- effetti personalizzati\n- animazioni personalizzate\n- suoni personalizzati"
"TID_SKIN_INFO_ANIM_FX_TURRET","- aspetto personalizzato del brawler\n- aspetto personalizzato della torretta\n- effetti personalizzati\n- animazioni personalizzate"
"TID_SKIN_INFO_ANIM_FX_SOUND_TURRET","- aspetto personalizzato del brawler\n- aspetto personalizzato della torretta\n- effetti personalizzati\n- animazioni personalizzate\n- suoni personalizzati"
"TID_SKIN_INFO_ANIM","- aspetto personalizzato del brawler\n- animazioni personalizzate"
"TID_SKIN_INFO_ANIM_SOUND_FX","- aspetto personalizzato del brawler\n- effetti personalizzati\n- animazioni personalizzate\n- suoni personalizzati"
"TID_SKIN_INFO_FX_SOUND","- aspetto personalizzato del brawler\n- effetti personalizzati\n- suoni personalizzati"
"TID_SKIN_INFO_SOUND","- aspetto personalizzato del brawler\n- suoni personalizzati"
"TID_GOLDRUSH_27","Binari in disuso"
"TID_BUTTON_SETTINGS","IMPOSTAZIONI"
"TID_BUTTON_BATTLELOG","REGISTRO MISCHIE"
"TID_BUTTON_LEADERBOARD","CLASSIFICHE"
"TID_BUTTON_BRAWLTV","BRAWL TV"
"TID_BUTTON_NEWS","NOTIZIE"
"TID_BRAWL_TV_LIVE","LIVE"
"TID_BUTTON_TEST_HERO","PROVA"
"TID_CONTENT_UPDATE","Download del contenuto..."
"TID_BATTLE_ROYALE_28","Pianura volante"
"TID_SHAMAN_SHIBA_SKIN","NITA SHIBA"
"TID_PENNY_BUNNY_SKIN","PENNY PASQUALINA"
"TID_SHAMAN_SHIBA_SKIN_SHOP","NITA SHIBA"
"TID_PENNY_BUNNY_SKIN_SHOP","PENNY PASQUALINA"
"TID_PURCHASE_POPUP_CONFIRM_OFFER","ACQUISTARE L'OFFERTA?"
"TID_PURCHASE_POPUP_CONFIRM_SKIN","ACQUISTARE LA SKIN?"
"TID_PURCHASE_POPUP_CONFIRM_HERO","ACQUISTARE IL BRAWLER?"
"TID_BUTTON_NAME_COLOR","COLORE NOME"
"TID_SELECT_COLOR_TITLE","SCEGLI UN COLORE"
"TID_PROFILE_COLOR","COLORE"
"TID_POPUP_BRAWLTV_TITLE","BRAWL TV"
"TID_POPUP_BRAWLTV_TEXT","Guarda le battaglie dei giocatori di Brawl Stars più forti al mondo!"
"TID_POPUP_BRAWLTV_BUTTON","VAI"
"TID_GOLDRUSH_28","Deposito ferroviario"
"TID_GOLDRUSH_29","Stazione"
"TID_GOLDRUSH_30","Vagoni sgangherati"
"TID_GOLDRUSH_31","Miniera preziosa"
"TID_GOLDRUSH_32","Rimessa dei treni"
"TID_GOLDRUSH_33","Negozio di serpenti"
"TID_GOLDRUSH_34","Nastri trasportatori"
"TID_ROBO_WARS_10","Fabbrica deserta"
"TID_ROBO_WARS_11","Campo di addestramento"
"TID_ROBO_WARS_12","Autostrada robotica"
"TID_ROBO_WARS_13","Discarica"
"TID_ROBO_WARS_14","Zona rossa"
"TID_BATTLE_ROYALE_29","Valle aurea"
"TID_BATTLE_ROYALE_30","Arenile"
"TID_BATTLE_ROYALE_31","Parco reale"
"TID_BATTLE_ROYALE_32","Isole Arcobaleno"
"TID_BATTLE_ROYALE_33","Eremo"
"TID_BALL_17","Stamford Brawl"
"TID_BALL_18","Campo infangato"
"TID_BALL_19","Brawll'ara"
"TID_BALL_20","Brawlbonera"
"TID_BALL_21","Campetto sintetico"
"TID_SUPPORT_CREATOR_BUTTON","Sostieni"
"TID_SUPPORT_CREATOR_LABEL","Sostieni <NAME>."
"TID_SUPPORT_CREATOR_POPUP_TITLE","AIUTA UN CREATORE DI CONTENUTI"
"TID_SUPPORT_CREATOR_POPUP_TEXT","Aiuta il tuo creatore di contenuti preferito spendendo le gemme."
"TID_SUPPORT_CREATOR_POPUP_ENTER_CODE","Inserisci il codice del creatore:"
"TID_SUPPORT_CREATOR_POPUP_INPUT_CODE","Inserisci qui il codice."
"TID_SUPPORT_CREATOR_POPUP_BUTTON","INSERISCI"
"TID_SUPPORT_CREATOR_POPUP_BUTTON_MORE","Altre info"
"TID_SUPPORT_CREATOR_POPUP_INVALID_NAME","Codice non valido, ricontrollalo."
"TID_SUPPORT_SUCCESS_FLOATER","Stai dando il tuo sostegno a <NAME>!"
"TID_SUPPORT_LINK_FAIL_FLOATER","Il link per sostenere il creatore di contenuti non è valido o è scaduto!"
"TID_SUPPORT_CREATOR_SHOP_TITLE","AIUTA UN CREATORE DI CONTENUTI"
"TID_SUPPORT_CREATOR_BTN_SUPPORT","INSERISCI CODICE"
"TID_SUPPORT_CREATOR_BTN_CHANGE","CAMBIA"
"TID_SUPPORT_CREATOR_BTN_STOP","INTERROMPI"
"TID_SUPPORT_CREATOR_INFO","Inserisci il codice di un creatore di contenuti per sostenerlo ogni volta che spendi delle gemme!"
"TID_SUPPORT_CREATOR_SUPPORTING","Al momento sostieni:"
"TID_SUPPORT_CREATOR_NOT_SUPPORTING","Al momento non sostieni\nnessun creatore di contenuti."
"TID_STOP_SUPPORTING_CREATOR_TITLE","Interruzione del sostegno"
"TID_STOP_SUPPORTING_CREATOR_DESC","Confermi di non voler più sostenere <NAME>?"
"TID_STAT_DAMAGE_PER_PROXIMITY_MINE","Danni per mina"
"TID_OFFER_POPUP_CONFIRMATION_POPUP","Vuoi davvero acquistare <offer_name>?"
"TID_OFFER_POPUP_CONFIRMATION_POPUP_NO_NAME","Vuoi davvero acquistare questa offerta?"
"TID_BRAWLTV_FAILED","Errore durante il caricamento di Brawl TV. Riprova più tardi."
"TID_LINE_ACCOUNT_BIND_INFO_TITLE","Collega LINE"
"TID_LINE_ACCOUNT_BIND_INFO","Collega l'account di gioco a LINE per vedere nella lista degli amici quelli che giocano a Brawl Stars. Essi potranno visualizzare il tuo account, controllare se sei online o meno e invitarti a giocare con loro. Vuoi connetterti ora?"
"TID_LINE_LOG_OUT_TITLE","Scollega LINE"
"TID_LINE_LOG_OUT_DESC","Vuoi davvero scollegare l'account LINE?"
"TID_LINE_CONNECT","Connetti a LINE"
"TID_LINE_CONNECT_UP","CONNETTI A LINE"
"TID_LINE_CONNECTED","Connesso a LINE"
"TID_LINE_CONNECTED_UP","CONNESSO A LINE"
"TID_SKIN_INFO_FX_TURRET","- aspetto personalizzato del brawler\n- aspetto personalizzato della torretta\n- effetti personalizzati"
"TID_SPEC_ABI_SPED_FULL_AMMO","FUORICAMPO"
"TID_SPEC_ABI_SPED_FULL_AMMO_DESC","La velocità di movimento di Bibi aumenta del <c00cc00><VALUE1>%</c> quando l'indicatore del fuoricampo è carico."
"TID_BASEBALL","BIBI"
"TID_BASEBALL_SHORT_DESC","BATTITRICE"
"TID_BASEBALL_DESC","Bibi ha la stoffa del campione e il suo swing sbalza all'indietro gli avversari, quando l'indicatore del fuoricampo è carico. Con la super lancia una palla fatta di chewing gum che rimbalza all'impazzata e causa danni."
"TID_BASEBALL_WEAPON","TRE STRIKE"
"TID_BASEBALL_ULTI","ELIMINATO"
"TID_BASEBALL_WEAPON_DESC","Bibi non fa prigionieri con la sua mazza. Quando ha tutti e tre i colpi a disposizione, l'indicatore del fuoricampo si riempie e, una volta carico, le permette di sbalzare all'indietro i nemici."
"TID_BASEBALL_ULTI_DESC","Bibi usa la mazza per lanciare una gomma da masticare che rimbalza ovunque e perfora i nemici, anche più di una volta."
"TID_BARLEY_MS_SKIN","BOMBARDINO CASALINGO"
"TID_BARLEY_MS_SKIN_SHOP","BOMBARDINO\nCASALINGO"
"TID_BROCK_HOTROD_SKIN","BROCK MCQUEEN"
"TID_BROCK_HOTROD_SKIN_SHOP","BROCK\nMCQUEEN"
"TID_CARL_RR_SKIN","CARL SPERICOLATO"
"TID_CARL_RR_SKIN_SHOP","CARL\nSPERICOLATO"
"TID_BARLEY_MAPLE_SKIN","BOMBARDINO TAGLIALEGNA"
"TID_BARLEY_MAPLE_SKIN_SHOP","BOMBARDINO\nTAGLIALEGNA"
"TID_BANKHEIST_14B","Pit stop"
"TID_BANKHEIST_15","Drive-in"
"TID_IAP_RETROPOLIS_PACK","PACCHETTO DI GEMME RETROPOLI"
"TID_IAP_RETROCOIN_PACK_1","PACCHETTO DI MONETE (1/3)"
"TID_IAP_RETROCOIN_PACK_2","PACCHETTO DI MONETE (2/3)"
"TID_IAP_RETROCOIN_PACK_3","PACCHETTO DI MONETE (3/3)"
"TID_GOLDRUSH_21C","Garage dismesso"
"TID_SPEC_SPOT_FROM_AIR","Vedetta"
"TID_SPEC_SUPER_RANGE","RAFFICA INTENSA"
"TID_SPEC_SUPER_RANGE_DESC","La zona d'impatto della super di Shelly assume un'angolatura più stretta, ma la sua portata e la velocità con cui viaggiano i proiettili aumentano del <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_PET_ATTACK_SPEED","CORSO DI SBERLE"
"TID_SPEC_ABI_PET_ATTACK_SPEED_DESC","L'attacco dell'orso di Nita è più rapido e il tempo tra una zampata e l'altra è ridotto del <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_LOW_HEALTH_SHIELD","TIPO TOSTO"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC","Quando la sua salute è inferiore al <c00cc00><VALUE1>%</c>, Bull ottiene uno scudo protettivo che riduce la potenza dei danni subiti del <c00cc00><VALUE2>%</c>."
"TID_SPEC_ABI_ATTACK_RANGE","MAGNUM SPECIAL"
"TID_SPEC_ABI_ATTACK_RANGE_DESC","La portata dell'attacco di Colt e la velocità dei proiettili sparati aumentano del <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_TURRET_AOE","VENDETTA MATERNA"
"TID_SPEC_ABI_TURRET_AOE_DESC","La torretta guaritrice infligge anche <c00cc00><VALUE1></c> punti danno al secondo ai nemici."
"TID_SPEC_ABI_SPEED_AFTER_ULTI","SPRINT FIAMMANTE"
"TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC","Dopo aver usato la super, la velocità di movimento di El Primo aumenta del <c00cc00><VALUE1>%</c> per <c00cc00><VALUE2></c> secondi."
"TID_SPEC_ABI_HOT_INVISIBLE","CURA INVISIBILE"
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","Leon recupera <c00cc00><VALUE1></c> punti salute al secondo mentre usa la super."
"TID_SPEC_ULTI_BURN","BOMBE INCENDIARIE"
"TID_SPEC_ULTI_BURN_DESC","Le bombe lanciate dal mortaio di Penny incendiano il terreno per 3 secondi e infliggono <c00cc00><VALUE1></c> punti danno al secondo ai nemici che si trovano nell'area colpita."
"TID_SPEC_ABI_REPAIR_SELF","RIPRISTINO"
"TID_SPEC_ABI_REPAIR_SELF_DESC","Quando Tick non attacca e non subisce danni, rigenera la sua salute <c00cc00><VALUE1></c> secondi più velocemente del normale."
"TID_HEAD_HEALTH","Salute testa"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","LANCIATORE"
"TID_CLUSTER_BOMB_DUDE_DESC","Tick è un concentrato di metallo ed energia... esplosiva! Col suo attacco base piazza delle mine, mentre con la super si smonta la testa, che va a caccia di un bersaglio su cui farsi esplodere."
"TID_CLUSTER_BOMB_DUDE_WEAPON","MINIMINE"
"TID_CLUSTER_BOMB_DUDE_ULTI","TESTA CALDA"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","Tick lancia delle mine che si sparpagliano sul terreno ed esplodono dopo alcuni secondi oppure quando i nemici le calpestano."
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","Tick usa la testa come una granata impazzita, che va alla ricerca dell'avversario più vicino ed esplode quando lo raggiunge."
"TID_CLUSTER_BOMB_DUDE","TICK"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","CORVO AVVOLTOIO"
"TID_SPEC_DAMAGE_SUPER","RIFF AGGRESSIVO"
"TID_SPEC_DAMAGE_SUPER_DESC","La super di Pocho spacca i timpani ai nemici e gli infligge <c00cc00><VALUE1></c> punti danno."
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","SENZA PIETÀ"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","Con la super Carl distrugge le coperture e gli ostacoli."
"TID_SPEC_ABI_SUPER_SLOW","GOMMA APPICCICOSA"
"TID_SPEC_ABI_SUPER_SLOW_DESC","La chewing gum lanciata da Bibi con la super rallenta i nemici per <c00cc00><VALUE1></c> secondi."
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","GANCI SPINOSI"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","I pugni di Rosa infliggono <c00cc00><VALUE1></c> danni in più quando usa la super."
"TID_SPEC_ABI_STUN_TRAP","AGGUATO"
"TID_SPEC_ABI_STUN_TRAP_DESC","Le trappole esplosive di Bo stordiscono i nemici per <c00cc00><VALUE1></c> secondi, invece di sbalzarli via."
"TID_SPEC_ABI_TURRET_ELECTRICITY","LATTINA ENERGIZZATA"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","La torretta di Jessie spara sfere di energia che rimbalzano da un nemico all'altro e la cui distanza aumenta del <c00cc00><VALUE1>%</c> rispetto alla norma dopo ogni rimbalzo."
"TID_SPEC_EXTRA_BULLET","QUARTO POTERE"
"TID_SPEC_EXTRA_BULLET_DESC","Brock ha ora quattro colpi a disposizione, perché si è accorto che il suo lanciarazzi ha quattro scomparti e non tre."
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","SULLE SPINE"
