TID,MS
TID_ENVIRONMENT_OLDTOWN,Bandar Lama
TID_ENVIRONMENT_WAREHOUSE,Gudang
TID_ENVIRONMENT_OASIS,Oasis
TID_ENVIRONMENT_MORTUARY,Rumah Mayat Mortis
TID_ENVIRONMENT_GRASSFIELD,Padang Rumput
TID_ENVIRONMENT_BEACHBALL,Bola Pantai
TID_ENVIRONMENT_ARCADE,Arked
TID_ENVIRONMENT_BBARENA,Arena Bola Brawl
TID_ENVIRONMENT_BAZAAR,Bazar Tara
TID_ENVIRONMENT_MINICITY,Bandar Mini
TID_ENVIRONMENT_GIFTSHOP,Kedai Hadiah
TID_ENVIRONMENT_SCRAPYARD,Ruang Sekerap
TID_PERCENT_DAMAGE_STAT_DESC,<PERCENT>% (min <MIN_DAMAGE>)
TID_VOTE_MAP_TO_CONTINUE,UNDI UNTUK TERUSKAN
TID_VOTE_MAP_TO_CONTINUE_2,UNDI UNTUK\nTERUSKAN
TID_VOTE_PLAYED_MAP_TITLE,PETA CALON SELESAI!
TID_VOTE_PLAYED_MAP_TITLE_2,UJIAN PETA SELESAI!
TID_VOTE_PLAYED_MAP_DESC,Adakah anda suka peta ini?
TID_VOTE_PLAYED_MAP_DESC_2,Adakah peta itu bagus?
TID_BATTLE_END_MAP_TEST_COMPLETE,UJIAN PETA\nSELESAI
TID_BATTLE_END_MAP_TEST_CREATOR_DESC,oleh <NAME>
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY,CALON HARI INI
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_2,UJI DAN UNDI PETA!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_3,TUNGGANGAN EKSPERIMEN
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC,Main peta ini untuk mengundinya dalam pertandingan peta!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_2,Uji dan undi peta!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_3,Main dan undi peta yang dibuat oleh pemain!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER,PEMENANG HARI INI
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE,PEMENANG PETA <MODE>
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC,Peta ini memenangi pertandingan lepas!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC_2,Main peta yang mendapat undian terbanyak!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE_DESC,Pemenang pertandingan peta <MODE>
TID_PLAYER_MAP_SLOT_COMING_SOON,AKAN DATANG
TID_PLAYER_MAP_FRIENDLY_REQUIRES_GREENLIGHT,Peta mesti diluluskan sebelum bermain dengan rakan
TID_PLAYER_MAP_FRIENDLY_INVITE_REQUIRES_GREENLIGHT,Peta yang dipilih mesti mendapat kelulusan sebelum menjemput rakan.
TID_PLAYER_MAP_TAG_BETA,BETA
TID_DRAFT_MAP_WATERMARK,PETA PEMAIN <TAG> YANG TIDAK DITERBITKAN
TID_SKIN_INFO_CAMPAIGN_15_NOT_AVAILABLE,Kulit Peringkat Akhir Dunia 2020
TID_CONTEXT_MENU_PUBLISH,TERBIT
TID_CONTEXT_MENU_INFO,MAKLUMAT
TID_CONTEXT_MENU_REPORT_MAP,LAPORKAN PETA
TID_CONTEXT_MENU_STATUS_INFO,MAKLUMAT STATUS
TID_CONTEXT_MENU_FRIENDLY_GAME,PERTEMPURAN PERSAHABATAN
TID_SUBMIT_MAP_TITLE,Serahkan peta?
TID_SUBMIT_MAP_DESC,Peta yang diserahkan mesti diluluskan oleh pemain lain di pertempuran persahabatan. Anda boleh menerbitkan peta jika peta mendapat kelulusan yang cukup. Adakah anda ingin menyerahkan peta '<NAME>' semasa?
TID_SUBMIT_MAP_DESC_AUTOREVIEW,Peta yang diserahkan mesti menunggu kelulusan penerbitan untuk disemak sama ada mempunyai kandungan tidak sesuai. Peta boleh diterbitkan selepas mendapat kelulusan. Adakah anda mahu menyerahkan peta '<NAME>' ini?
TID_EDIT_SUBMITTED_MAP_TITLE,Edit peta yang diserahkan?
TID_EDIT_SUBMITTED_MAP_DESC,Peta '<NAME>' telah diserahkan. Menyimpan peta yang diedit akan mengembalikannya ke status draf dan set semula kelulusan. Adakah anda mahu mengeditnya?
TID_SUBMIT_MAP_ERROR_GENERIC,Peta ini tidak boleh diserahkan sekarang
TID_SUBMIT_MAP_ERROR_NUM_LIMIT,Jumlah maksimum peta yang diserahkan telah dicapai
TID_SUBMIT_MAP_ERROR_GREENLIT_NUM_LIMIT,Peta yang diluluskan perlu diterbitkan dahulu!
TID_FEATURE_NOT_AVAILABLE_TO_UNDERAGE,Tidak tersedia untuk pemain di bawah umur
TID_SUBMIT_MAP_ERROR_NOT_ENOUGH_TROPHY,Anda perlu ada <TROPHIES> trofi untuk serahkan peta
TID_PUBLISH_MAP_TITLE,Terbitkan peta?
TID_PUBLISH_MAP_DESC,Adakah anda ingin menerbitkan peta '<NAME>'?
TID_PUBLISH_MAP_ERROR_GENERIC,Peta ini tidak boleh diterbitkan sekarang
TID_PUBLISH_MAP_ERROR_NOT_GREENLIGHTED,Hanya peta dibenarkan boleh diterbitkan
TID_PUBLISH_MAP_ERROR_NUM_LIMIT,Jumlah maksimum peta telah dicapai
TID_MAP_EDITOR_UNAVAILABLE,Pembuat peta tidak tersedia sekarang
TID_MAP_EDITOR_BLOCKED_WITH_GUEST_LOGIN,Ciri pembuat peta tidak tersedia kepada akaun tetamu.
TID_MAP_EDITOR_MENU_BLOCKED_IN_HOMESCREEN_TEAM,Pembuat peta tidak tersedia ketika dalam pasukan
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM_OWNER,Guna pilihan acara untuk akses peta di dalam pasukan persahabatan!
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM,Pembuat peta tidak tersedia ketika bermain di dalam pasukan persahabatan!
TID_MAP_FEATURE_UNAVAILABLE,Ciri ini tidak tersedia sekarang
TID_MAP_SUBMITTED_INFO_TITLE,Peta telah diserahkan
TID_MAP_SUBMITTED_INFO,Peta ‘<NAME>´ anda telah diserahkan!
TID_MAP_GREENLIGHTED_INFO_TITLE,Peta diluluskan
TID_MAP_GREENLIGHTED_INFO,Penerbitan peta '<NAME>' anda telah diluluskan!
TID_MAP_PUBLISHED_INFO_TITLE,Peta telah diterbitkan
TID_MAP_PUBLISHED_INFO,Peta '<NAME>' anda telah diterbitkan!
TID_MAP_WINNER_INFO_TITLE,Peta ini telah menang!
TID_MAP_WINNER_INFO,Peta '<NAME>' anda memenangi undian!
TID_MAP_BANNED_INFO_TITLE,Peta disekat
TID_MAP_BANNED_INFO,Peta '<NAME>' anda telah disekat
TID_SIGNOFF_MAP_TITLE,Luluskan penerbitan peta?
TID_SIGNOFF_MAP_DESC,Adakah anda meluluskan peta '<NAME>' yang anda main untuk diterbitkan kepada semua pemain?
TID_SIGNOFF_MAP_BUTTON_YES,YA
TID_SIGNOFF_MAP_BUTTON_NO,TIDAK
TID_SIGNOFF_MAP_BUTTON_REPORT,LAPORKAN KANDUNGAN
TID_MAP_GREENLIGHT_APPROVE_RATE,Kadar kelulusan: <NUM>/<TOTAL>
TID_MAP_GREENLIGHT_APPROVE_PERCENT,Kadar kelulusan: <PERCENT>%
TID_MAP_GREENLIGHT_APPROVE_FULL,"<NUM>/<LIMIT> kelulusan, <c<COLOR>><PERCENT>%</c> positif"
TID_MAP_GREENLIGHT_APPROVE_AUTOREVIEW,Menunggu semakan
TID_MAP_VOTE_PERCENT,Undian: <c<COLOR>><PERCENT>%</c> suka
TID_REPORT_MAP_BUTTON,LAPOR
TID_MAP_REPORT_CONFIRMATION_TITLE,Laporkan peta?
TID_MAP_REPORT_CONFIRMATION,Adakah anda pasti ingin melaporkan peta '<NAME>' (<TAG>) kerana kandungan tidak sesuai?
TID_MAP_REPORT_CONFIRMATION_UNAPPROVED,Peta '<NAME>' tidak diluluskan. Adakah ia mempunyai kandungan tidak wajar dan harus dilaporkan sebagai tidak senonoh?
TID_MAP_REPORTED_INFO_TITLE,Peta dilaporkan
TID_MAP_REPORTED_INFO,Peta '<NAME>' telah dilaporkan kerana kandungan tidak wajar
TID_MAP_REPORTED_INFO_NONAME,Peta telah dilaporkan kerana mengandungi kandungan tidak wajar
TID_MAP_REPORT_ERROR_MAP_NOT_FOUND,Peta yang dilaporkan tidak dapat ditemukan
TID_MAP_REPORT_ERROR_TOO_MANY_REPORTS_SENT,Terlalu banyak laporan peta yang dihantar
TID_MAP_REPORT_ERROR_MAP_ALREADY_REPORTED,Peta '<NAME>' telah dilaporkan!
TID_MAP_REPORT_ERROR_UNKNOWN,Tidak dapat melaporkan peta
TID_PLAYER_MAP_ERROR_INVALID_CONTENT,Kandungan peta tidak sah!
TID_PLAYER_MAP_ERROR_NOT_FOUND,Peta tidak dapat ditemukan!
TID_SPAWN_POINTS_MISSING,Tiada titik kewujudan pemain!
TID_MAP_OBJECTIVES_MISSING,Peta tiada objektif!
TID_PLAYER_OPPONENT,Pihak lawan
TID_TEAM_MEMBER_STATUS_14,<c999999>PEMBUAT PETA</c>
TID_TEAM_MEMBER_STATUS_NEW_14,PEMBUAT PETA
TID_FRIEND_STATUS_MAP_MAKER,Pembuat Peta
TID_CLAN_MEMBER_ONLINE_STATUS_14,PEMBUAT PETA
TID_ICE_DUDE,LOU
TID_ICE_DUDE_SHORT_DESC,PENGAWAL
TID_ICE_DUDE_DESC,Sikap Lou ni dingin! Begitu dingin sekali sehingga boleh membekukan benda di sekelilingnya. Berhati-hati apabila berjalan di atas ais dan jaga-jaga agar otak tidak terbeku!
TID_ICE_DUDE_WEAPON,OTAK BEKU
TID_ICE_DUDE_WEAPON_DESC,Lou lepaskan tembakan kon salji yang bertubi-tubi dan membekukan musuh selama <accumulatedStun> saat.
TID_ICE_DUDE_ULTI,TANAH BEKU
TID_ICE_DUDE_ULTI_DESC,Lou melempar satu tin sirap sejuk yang membentuk kawasan diliputi ais dan licin di atas tanah dan membekukan musuh secara perlahan-lahan. Saja nak menyukarkan pihak lawan berjalan!
TID_SPEC_ABI_ICE_DUDE_1,BEKU LAMPAU
TID_SPEC_ABI_ICE_DUDE_1_DESC,Pihak lawan yang berdiri di kawasan Super Lou akan membeku <c00cc00><VALUE1>%</c> lebih cepat.
TID_SPEC_ABI_ICE_DUDE_2,HIPOTERMIA
TID_SPEC_ABI_ICE_DUDE_2_DESC,Pihak lawan hilang sehingga <c00cc00><VALUE1>%</c> kerosakan berdasarkan tahap pembekuan mereka daripada serangan Lou.
TID_ACCESSORY_ICE_DUDE_GADGET,BLOK AIS
TID_ACCESSORY_ICE_DUDE_GADGET_DESC,"Lou melindungi dirinya dengan ais, menjadi kebal selama <c00cc00><VALUE1></c> saat."
TID_INVITE_CLAN_TOKEN_ERROR_FULL,"Gagal menjemput, kelab anda penuh"
TID_INVITE_CLAN_TOKEN_ERROR_TOO_MANY_INVITES,"Gagal menjemput, anda telah jemput terlalu ramai pemain"
TID_INVITE_CLAN_TOKEN_ERROR_NO_PERMISSION,"Gagal menjemput, hanya Presiden Kelab boleh jemput ahli baharu"
TID_BRAWLPASS_PROMO_POPUP_TITLE,MUSIM BAHARU TELAH BERMULA!
TID_BRAWLPASS_PROMO_POPUP_TEXT,Selamat datang ke Musim <NUM>: <SEASON>!
TID_QUESTS_RECOMMENDED,Disyorkan
TID_KING_LOU_SKIN,RAJA LOU
TID_KING_LOU_SHOP,LOU\nRAJA
TID_BELLHOP_MIKE_SKIN,MIKE PORTER
TID_BELLHOP_MIKE_SHOP,MIKE\nPORTER
TID_CHOCO_PIPER_SKIN,PIPER CHOCO
TID_CHOCO_PIPER_SHOP,PIPER\nCHOCO
TID_SALLY_NANI_SKIN,NANI SALLY
TID_SALLY_NANI_SHOP,NANI\nSALLY
TID_CONY_MAX_SKIN,MAX CONY
TID_CONY_MAX_SKIN_SHOP,MAX\nCONY
TID_WANTED_17B,Ngarai Besar
TID_BANKHEIST_17B,Permata Bengkok
TID_WANTED_3B,Kubu Permata
TID_BOSS_7,Gores Api
TID_BOSS_8,Musim Memburu
TID_COOP_7,Kuasa Penuh
TID_COOP_8,Pertahanan Terakhir
TID_HERO_INFO_LOCKED_BP_TIER_INFO_SHORT,Tersedia selepas peringkat <NUM> musim ini
TID_HERO_INFO_LOCKED_BP_TIER_INFO,Tersedia selepas peringkat <NUM> musim ini
TID_HERO_INFO_LOCKED_BP_INFO_SHORT,Dapatkan Brawl Pass untuk membuka
TID_HERO_INFO_LOCKED_BP_INFO,Dapatkan Brawl Pass untuk membuka
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO_SHORT,Buka pada peringkat <NUM> musim ini
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO,Buka pada peringkat <NUM> musim ini
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO,Tiba dalam Musim <SEASON>
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO_SHORT,Tiba dalam Musim <SEASON>
TID_RAID_4,Deram-derum di dalam Hutan
TID_RAID_5,Sandaran Tali
TID_BRAWLPASS_AUTOCOLLECT_INFO,"Ini peringatan mesra untuk mengingatkan anda tentang ganjaran Musim <NUM> yang belum dikumpul. Jika tidak dikumpul secepat mungkin, ganjaran daripada Musim <NUM> ini akan dikumpul secara automatik. Ganjaran mata kuasa yang melampaui maksimum mata kuasa akan ditukar menjadi syiling selepas musim ini tamat."
TID_BRAWLPASS_AUTOCOLLECT_INFO_TITLE,NOTIS PENTING!
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO,"Brawl Pass telah dibuka semasa pembelian anda diproses. Sebagai pampasan, <NUM> permata telah ditambah ke akaun anda."
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO_TITLE,BRAWL PASS SUDAH DIBUKA
TID_MSG_PLAYER_MAP_WON,"Tahniah! Peta anda, <NAME> telah menang dan akan tersedia untuk semua pemain dalam acara pemenang."
TID_MSG_PLAYER_MAP_REJECTED,"Malangnya, peta anda, <NAME> tidak diluluskan pemain yang mencukupi. Anda boleh memperbaiknya dan serahkan sekali lagi!"
TID_MSG_PLAYER_MAP_REJECTED_AUTOREVIEW,"Malangnya, peta anda, <NAME> tidak diluluskan. Anda boleh memperbaiknya dan serahkan sekali lagi!"
TID_MSG_PLAYER_MAP_DELETED,"Peta draf anda, <NAME> telah lama tidak diedit dan telah dihapuskan."
TID_MSG_PLAYER_MAP_BANNED,"Peta anda, <NAME> telah disekat disebabkan laporan pemain."
TID_MSG_PLAYER_MAP_GREENLIGHTED,"Syabas! Peta anda, <NAME> telah diluluskan oleh bilangan pemain yang cukup untuk diterbitkan."
TID_MSG_PLAYER_MAP_GREENLIGHTED_AUTOREVIEW,"Syabas! Peta anda, <NAME> telah diluluskan untuk diterbitkan."
TID_MSG_PLAYER_MAP_FEATURED,"Tahniah! Peta anda, <NAME> telah terpilih dan mendapat <UPVOTE_PERCENT>% undian positif daripada jumlah <TOTAL_VOTES> undian."
TID_ESPORT_TOURNAMENTS_POPUP_TITLE,KEJUARAAN BRAWL STARS
TID_ESPORT_TOURNAMENTS_BUTTON,E-SUKAN
TID_SNAKE_OIL,BYRON
TID_SNAKE_OIL_SHORT_DESC,SOKONGAN
TID_SNAKE_OIL_DESC,"Byron mahir dalam rawatan tradisional, tetapi jangan sekali-kali memanggilnya jurujual minyak ular!"
TID_SNAKE_OIL_WEAPON,DOS BERPILIH
TID_SNAKE_OIL_WEAPON_DESC,Menembak damak jarak jauh yang boleh mengenai pihak lawan dan rakan. Pihak lawan akan menerima kerosakan dari masa ke masa dan rakan akan sembuh dari masa ke masa.
TID_SNAKE_OIL_ULTI,RAWATAN PENUH
TID_SNAKE_OIL_ULTI_DESC,Melempar bebuli yang menyembuhkan rakan dan mengenakan kerosakan terhadap pihak lawan.
TID_SPEC_ABI_SNAKE_OIL_1,GANGGUAN
TID_SPEC_ABI_SNAKE_OIL_1_DESC,Super Byron juga akan menyebabkan pihak lawan menyembuh <c00cc00><VALUE1>%</c> lebih kurang selama <c00cc00><VALUE2></c> saat apabila menerima sumber penyembuhan.
TID_SPEC_ABI_SNAKE_OIL_2,SUNTIKAN
TID_SPEC_ABI_SNAKE_OIL_2_DESC,"Setiap <c00cc00><VALUE1></c> saat, serangan asas seterusnya akan menembusi sasaran."
TID_ACCESSORY_SNAKE_OIL_HEAL,SWASEMBUH
TID_ACCESSORY_SNAKE_OIL_HEAL_DESC,Byron menggunakan salah satu tembakannya untuk menyembuhkan dirinya sebanyak <c00cc00><VALUE1></c> setiap saat selama <c00cc00><VALUE2></c> saat.
TID_ENRAGER,EDGAR
TID_ENRAGER_SHORT_DESC,ASASIN
TID_ENRAGER_DESC,Edgar gelisah dan tidak suka didekati. Dia lebih gemar melemparkan tumbukan dengan selendang. Super Edgar membolehkan dia terjun ke dalam pertempuran sambil menghayunkan selendang di sekelilingnya.
TID_ENRAGER_WEAPON,KELAB TINJU
TID_ENRAGER_WEAPON_DESC,"Menyerang musuh dengan tumbukan pantas, setiap tumbukan yang terkena akan menyembuhkan dirinya."
TID_ENRAGER_ULTI,MELOMPAT GALAH
TID_ENRAGER_ULTI_DESC,Edgar melompat melepasi sebarang halangan dan mendapat galakan kelajuan sementara. Supernya akan dicas perlahan-lahan dari masa ke masa.
TID_SPEC_ABI_ENRAGER_1,PENDARATAN MENGEGAR
TID_SPEC_ABI_ENRAGER_1_DESC,Super Edgar juga akan melakukan <c00cc00><VALUE1></c> kerosakan kepada musuh berdekatan semasa mendarat.
TID_SPEC_ABI_ENRAGER_2,BERTUMBUKAN
TID_SPEC_ABI_ENRAGER_2_DESC,Edgar mendapat <c00cc00><VALUE1>%</c> lebih penyembuhan daripada kerosakan yang dilakukannya.
TID_ACCESSORY_ENRAGER_SUPER_BOOST,JOM TERBANG
TID_ACCESSORY_ENRAGER_SUPER_BOOST_DESC,"Super Edgar mengecas lebih cepat, <c00cc00><VALUE1>%</c> selama <c00cc00><VALUE2></c> saat."
TID_SHOP_TAG_LAST_CHANCE,PELUANG TERAKHIR!
TID_SHOP_SKIN_DESC_LAST_CHANCE_INFO,<INFO>\n\n<cFF6EEE>PELUANG PEMBELIAN TERAKHIR!</c>
TID_SHOP_LAST_CHANCE_DESC,Ini kali terakhir kulit tersedia untuk pembelian.
TID_SHOP_LAST_CHANCE_SKINS,PELUANG TERAKHIR UNTUK MENDAPATKAN KULIT INI!
TID_GALE_NUTCRACKER,GALE NUTCRACKER
TID_OLD_SCHOOL_BROCK,BROCK GAYA LAMA
TID_SNOWMAN_TICK,TICK ORANG SALJI
TID_HOLIDAY_PARTY_FRANK,FRANK BERPESTA
TID_GALE_NUTCRACKER_SHOP,GALE\nNUTCRACKER
TID_OLD_SCHOOL_BROCK_SHOP,BROCK\nGAYA LAMA
TID_SNOWMAN_TICK_SHOP,TICK\nORANG SALJI
TID_HOLIDAY_PARTY_FRANK_SHOP,FRANK\nBERPESTA
TID_CHALLENGE_BUY_LIVES_CONFIRM_TITLE,NAK LAGI CUBAAN?
TID_CHALLENGE_BUY_LIVES_POPUP,Beli <NUM> lagi cubaan untuk meneruskan cabaran!
TID_CHALLENGE_OVER_BUY_ATTEMPTS_INFO,Anda kehabisan cubaan.\n\nAnda boleh membeli lebih banyak cubaan jika anda ingin meneruskan cabaran.
TID_CHALLENGE_OVER_BUY_ATTEMPTS_BUY,Beli <NUM> cubaan
TID_CTF_9,Menolak Hadiah
TID_KING_OF_HILL_32,Peduli Apa
TID_KING_OF_HILL_33,Percikan
TID_TRUE_GOLD_TICK_SKIN,TICK EMAS
TID_TRUE_GOLD_TICK_SKIN_SHOP,TICK\nEMAS
TID_TRUE_GOLD_CROW_SKIN,CROW EMAS
TID_TRUE_GOLD_CROW_SKIN_SHOP,CROW\nEMAS
TID_TRUE_GOLD_DARRYL_SKIN,DARRYL EMAS
TID_TRUE_GOLD_DARRYL_SKIN_SHOP,DARRYL\nEMAS
TID_TRUE_GOLD_TARA_SKIN,TARA EMAS
TID_TRUE_GOLD_TARA_SKIN_SHOP,TARA\nEMAS
TID_TRUE_GOLD_JESSIE_SKIN,JESSIE EMAS
TID_TRUE_GOLD_JESSIE_SKIN_SHOP,JESSIE\nEMAS
TID_WARRIOR_BO_SKIN,BO PAHLAWAN
TID_WARRIOR_BO_SKIN_SHOP,BO\nPAHLAWAN
TID_GOLDRUSH_35C,Empangan Melimpah
TID_TRUE_SILVER_TICK_SKIN,TICK PERAK
TID_TRUE_SILVER_TICK_SKIN_SHOP,TICK\nPERAK
TID_TRUE_SILVER_CROW_SKIN,CROW PERAK
TID_TRUE_SILVER_CROW_SKIN_SHOP,CROW\nPERAK
TID_TRUE_SILVER_DARRYL_SKIN,DARRYL PERAK
TID_TRUE_SILVER_DARRYL_SKIN_SHOP,DARRYL\nPERAK
TID_TRUE_SILVER_TARA_SKIN,TARA PERAK
TID_TRUE_SILVER_TARA_SKIN_SHOP,TARA\nPERAK
TID_TRUE_SILVER_JESSIE_SKIN,JESSIE PERAK
TID_TRUE_SILVER_JESSIE_SKIN_SHOP,JESSIE\nPERAK
TID_EMOTE_BUNDLE_BRALWMAS_GIFT,HADIAH PIN CUTI BRAWLER
TID_EMOTE_BUNDLE_BRALWMAS_PACK,PIN CUTI BRAWLER
TID_MAP_EDITOR_LEGAL_WARNING_TITLE,Notis penting
TID_MAP_EDITOR_LEGAL_WARNING_DESC,"Terima kasih kerana menggunakan ciri pembuat peta. Sila mematuhi Lesen dan Perjanjian Khidmat Tencent Games dan peraturan lain yang berkaitan ketika menggunakan ciri pembuat peta. Jangan membuat atau menyebarkan kandungan tidak wajar yang bersifat erotik, lucah atau membahayakan perpaduan nasional, kedaulatan, dan keutuhan wilayah, atau melanggar undang-undang dan peraturan lain."
TID_MAP_EDITOR_LEGAL_WARNING_DESC_YOOZOO,"Terima kasih kerana menggunakan ciri pembuat peta. Sila mematuhi Perjanjian Pengguna dan peraturan lain yang berkaitan ketika menggunakan ciri pembuat peta. Jangan membuat atau menyebarkan kandungan yang tidak wajar yang bersifat erotik, lucah atau membahayakan perpaduan nasional, kedaulatan, dan keutuhan wilayah, atau melanggar undang-undang dan peraturan lain."
TID_RUFFS,RUFFS
TID_RUFFS_SHORT_DESC,SOKONGAN
TID_RUFFS_DESC,"Colonel Ruffs memekikkan perintah kepada orang bawahannya, tetapi sebenarnya dia baik hati!\n\nRuffs selalunya tenang, tetapi naluri kaninnya akan kelihatan apabila ada permainan mengutip!"
TID_RUFFS_WEAPON,LASER DWILARAS
TID_RUFFS_WEAPON_DESC,Laser berganda Ruffs melantun dari dinding berbilang kali dan boleh mengenai lawan yang berada di sebalik penghalang.
TID_RUFFS_ULTI,BEKALAN BANTUAN
TID_RUFFS_ULTI_DESC,Ruffs menyeru bekalan bantuan yang merosakkan semua lawan yang terkena dan meninggalkan item untuk brawler rakan. Item ini meningkatkan nilai nyawa dan kuasa serangan. Bilangan item ini tidak bertindan dan anda akan kehilangannya jika dikalahkan.
TID_SPEC_ABI_RUFFS_1,PENGUASAAN UDARA
TID_SPEC_ABI_RUFFS_1_DESC,Bekalan bantuan kini termasuk bom yang melakukan <c00cc00>+<VALUE1></c> kerosakan tambahan dan boleh memusnahkan dinding.
TID_SPEC_ABI_RUFFS_2,LAPANGAN KUASA
TID_SPEC_ABI_RUFFS_2_DESC,"Setiap saat brawler rakan berada dalam julat keupayaan ini ketika ia aktif, nilai nyawa maksimum mereka akan ditingkatkan sebanyak <c00cc00><VALUE1></c>"
TID_ACCESSORY_RUFFS_COVER,BERLINDUNG
TID_ACCESSORY_RUFFS_COVER_DESC,Ruffs melemparkan <c00cc00><VALUE1></c> beg pasir sebagai pelindung. Setiap satu mempunyai <c00cc00><VALUE2></c> nilai nyawa.
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2019,Kulit Ulang Tahun 2019
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2020,Kulit Ulang Tahun 2020
TID_ENTER_AGE_TIP_NUM_PAD,Sila masukkan umur anda untuk teruskan.
TID_ACCESSORY_ROSA_BUSH_CONTROL,SEMAK BERDURI
TID_ACCESSORY_ROSA_BUSH_CONTROL_DESC,Semua lawan yang bersembunyi dalam semak akan dikenakan <c00cc00><VALUE2></c> kerosakan dan diperlahankan selama <c00cc00><VALUE1></c> saat.
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER,BANTUAN PORTER
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER_DESC,Serangan seterusnya akan mengerahkan porter lemah di tempat serangan mendarat.
TID_ACCESSORY_POCO_CLEANSE,LAGU TENANG
TID_ACCESSORY_POCO_CLEANSE_DESC,Membuang kesan negatif aktif daripada brawler rakan dalam kawasan yang luas dan memberikan <c00cc00><VALUE2></c> saat keimunan.
TID_ACCESSORY_FRANK_PULL,DAYA TARIKAN
TID_ACCESSORY_FRANK_PULL_DESC,Serangan Frank seterusnya melakukan <c00cc00><VALUE1>%</c> kerosakan tambahan dan menarik lawan ke arah dia.
TID_ACCESSORY_GENE_HOMING,SEMANGAT BERDENDAM
TID_ACCESSORY_GENE_HOMING_DESC,"Gene menembak peluru berpandu ke arah semua lawan yang dapat dilihatnya dalam kawasan yang luas, melakukan sehingga <c00cc00><VALUE2></c> kerosakan berdasarkan jarak."
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK,HUTANG BUDI
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK_DESC,"Untuk <c00cc00><VALUE1></c> saat seterusnya, kali pertama Nani menerima kerosakan daripada musuh, <c00cc00><VALUE2>%</c> kerosakan akan dikembalikan kepada musuh."
TID_ACCESSORY_TICK_EXPLOSION,KEGEMILANGAN TERAKHIR
TID_ACCESSORY_TICK_EXPLOSION_DESC,"Tick mendapat <c00cc00><VALUE3>%</c> perisai selama <c00cc00><VALUE1></c> saat. Selepas itu, ia meletup dan melalukan <c00cc00><VALUE2></c> kerosakan."
TID_ACCESSORY_TARA_SHADOWS,SOKONGAN ALAM GHAIB
TID_ACCESSORY_TARA_SHADOWS_DESC,Tara mengelilingi dirinya dengan tiga bayangan lemah yang menyerang lawan dan hilang selepas <c00cc00><VALUE1></c> saat.
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE,KRIOSIRAP
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE_DESC,Segera menambah <c00cc00><VALUE1>%</c> meter pembekuan ke atas lawan di dalam Super Lou.
TID_ACCESSORY_ROLLER_MEGA_STUNT,KUASA TEMBUS
TID_ACCESSORY_ROLLER_MEGA_STUNT_DESC,"Super Stu seterusnya boleh merempuh halangan, menyebabkan serpihan melantun ke depan. Setiap kepingan serpihan melakukan <c00cc00><VALUE1></c> kerosakan pada lawan yang terkena."
TID_ACCESSORY_RUFFS_AIR_STRIKE,SOKONGAN UDARA
TID_ACCESSORY_RUFFS_AIR_STRIKE_DESC,"Ruffs menyeru tembakan bertalu-talu sekitar lawan terdekat, setiap serangan akan melakukan <c00cc00><VALUE1></c> kerosakan."
TID_ACCESSORY_ENRAGER_PROTECTION,TERAS KERAS
TID_ACCESSORY_ENRAGER_PROTECTION_DESC,Edgar mendapat perisai yang melindunginya daripada <c00cc00><VALUE1></c> kerosakan seterusnya. Perisai menjadi semakin lemah apabila masa berlalu.
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK,PENYEDUT SEKERAP
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK_DESC,Setiap serangan Pam seterusnya akan mengurangkan <c00cc00><VALUE1>%</c> serangan maksimum Brawler lawan. Pam akan mengambil <c00cc00><VALUE2>%</c> serangan yang diserap.
