TID,JP
TID_TENCENT_BOUND_TO_OTHER_ACCOUNT,「<name>」のセーブデータ（<trophies>トロフィー）を読み込みますか？
TID_INFO_POP_UP_IAP_NOTE_TENCENT,ブロスタは無料でプレイできますが、アプリ内でアイテムを購入することで、ゲームを早く進めることもできます。
TID_MULTIDEVICE_INFO_TENCENT,複数のAndroidデバイスでプレイするには、同じWeChatまたはQQアカウントでサインインしてください。
TID_LINK_SAME_PLATFORM_TITLE_TENCENT,アカウントと同期
TID_LINK_SAME_PLATFORM_TENCENT,複数のデバイスでプレイするには、ゲームの設定でWeChatまたはQQ アカウントにサインインしていることを確認してください。\n\nそれから他のデバイスでも同じWeChat / QQアカウントでサインインしてください。ゲームのデータは自動的に同期されます。
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT,このゲームデータは、現在ログイン中のアカウントに連携されており、解除することはできません。\n\nすでに進行中のデータ（レベル<level>またはゲーム内購入歴あり）が存在するため、上書きすることもできません。
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT,他のAndroidデバイスでプレイするには、ブロスタをテンセントストアでダウンロードし、同じWeChat / QQアカウントでサインインしてください。\n\nゲームのデータは自動的に同期されます。
TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT,他のプレイヤーのプロフィールからブロスタフレンドを追加しましょう。WeChatまたはQQのフレンドはログイン時に自動的に表示されます。
TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT,ブロスタは無料でプレイできますが、アプリ内でアイテムを購入することで、ゲームを早く進めることもできます。「OK」をタップすると、当社のサービス利用規約とプライバシーポリシーに同意したものとみなされます。
TID_POPUP_CONFLICTING_ACCOUNT_TITLE,アカウントの不一致
TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT,ログインしようとしているアカウントがデバイス内で保存されているアカウントと異なります。現在のアカウントに切り替えますか？
TID_BUTTON_CONFLICTING_ACCOUNT_YES,はい、現在のアカウントに切り替える。
TID_BUTTON_CONFLICTING_ACCOUNT_NO,いいえ、本来のアカウントを使用する。
TID_TENCENT_AUTH_EXPIRED,認証期間が終了しました。再ログインしてください。
TID_BLOWER,ゲイル
TID_BLOWER_SHORT_DESC,コントローラー
TID_BLOWER_DESC,便利屋のゲイルは、疲れ知らずの働き者だ。広範囲に風雪を起こして攻撃し、必殺技の凄まじい突風で敵を吹き飛ばす！
TID_BLOWER_WEAPON,ポーラーボルテックス
TID_BLOWER_WEAPON_DESC,巨大な雪玉の壁で敵を押しのける！
TID_BLOWER_ULTI,ゲイルフォース！
TID_BLOWER_ULTI_DESC,強烈な吹雪を起こし、当たったすべての敵を押し戻す。
TID_SPEC_ABI_BLOWER_1,暴風
TID_SPEC_ABI_BLOWER_1_DESC,必殺技で押し戻されて障害物に激突した敵は<c00cc00><VALUE1></c>秒間気絶する。
TID_SPEC_ABI_BLOWER_2,凍てつく雪
TID_SPEC_ABI_BLOWER_2_DESC,雪玉に当たった敵は、<c00cc00><VALUE1></c>秒にわたってスローダウンする。
TID_CONTROLLER,ナーニ
TID_CONTROLLER_SHORT_DESC,スナイパー
TID_CONTROLLER_DESC,友達思いのナーニは、いつも友達を見守っている。屈折しながら進む光球で敵を攻撃し、必殺技では相棒のピープを操作して、強烈な爆発をお見舞いする！
TID_CONTROLLER_WEAPON,三角射法
TID_CONTROLLER_WEAPON_DESC,屈折しながら飛ぶ光球を、3方向に発射する。3つの光球は狙った目標の位置で合流する。
TID_CONTROLLER_ULTI,手動オーバーライド
TID_CONTROLLER_ULTI_DESC,ピープを遠隔操作で敵に向かわせる。接触時に爆発！
TID_SPEC_ABI_CONTROLLER_1,オートフォーカス
TID_SPEC_ABI_CONTROLLER_1_DESC,ピープが移動距離に基づいて最大<c00cc00><VALUE1></c>の追加ダメージを与える。
TID_SPEC_ABI_CONTROLLER_2,強化鋼
TID_SPEC_ABI_CONTROLLER_2_DESC,必殺技発動中に受けるダメージが<c00cc00><VALUE1>％</c>低下する。
TID_EDIT_CONTROLS,操作設定
TID_EDIT_SAVE,保存
TID_EDIT_MOVEMENT,移動
TID_EDIT_ATTACK,攻撃
TID_EDIT_REVERT,リセット
TID_EDIT_SCALE,サイズ
TID_EDIT_HINT_DRAG,コントローラーを\nドラッグして移動します
TID_EDIT_HINT_PROPS,スライダーでサイズを変更できます
TID_EDIT_FIXED_JOYSTICK,コントローラーを固定
TID_YOOZOO_LOGIN_AGREEMENT,私は<UA>と<PP>を読んで同意しました
TID_YOOZOO_LOGIN_UA,ユーザー同意書
TID_YOOZOO_LOGIN_PP,プライバシーポリシー
TID_YOOZOO_LOGIN_BUTTON,ログイン
TID_YOOZOO_LOGIN_DESC,本网络游戏适合年满12周岁以上的用户使用，\n请您确认已如实进行实名认证。为了您的健康，请合理控制游戏时间。\n健康游戏忠告 抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当\n适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活
TID_SETTINGS_LOGOUT_BUTTON,ログアウト
TID_ACCESSORY_BLOWER_TRAMPOLINE,バネジャンプ
TID_ACCESSORY_BLOWER_TRAMPOLINE_DESC,ゲイルは足元にジャンプ台を置いて、味方も敵も空中に跳ね上げる。
TID_ACCESSORY_CONTROLLER_EXPLODE,ワープブラスト
TID_ACCESSORY_CONTROLLER_EXPLODE_DESC,ナーニはピープを起爆させ、ピープが最後にいた場所にテレポートする。
TID_ACCESSORY_BLOCKED_MISSING_GUIDED_PROJECTILE,必殺技を発動していません！
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING,実名認証を完了されていないため、ゲーム依存防止システムによるプレイ制限がかかっております。本日のプレイ可能時間は残り<MINS>分です。
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING,プレイヤー様は未成年であるため、ゲーム依存防止システムによるプレイ制限がかかっております。本日のプレイ可能時間は残り<MINS>分です。
TID_ANTIADDICTION_WARNING_TITLE,警告
TID_SETTINGS_SOCIAL_TITLE_YOOZOO,YOOZOO
TID_SETTINGS_SOCIAL_TITLE_TENCENT,ソーシャル
TID_SETTINGS_BUTTON_YOOZOO_LOGOUT,ログアウト
TID_SETTINGS_BUTTON_QQ_LOGIN,QQログイン
TID_SETTINGS_BUTTON_WECHAT_LOGIN,WeChatログイン
TID_SETTINGS_WECHAT_LOGGED_IN,WeChatにログインしました
TID_SETTINGS_QQ_LOGGED_IN,QQにログインしました
TID_SETTINGS_BUTTON_WECHAT_LOGOUT,ログアウト
TID_SETTINGS_BUTTON_QQ_LOGOUT,ログアウト
TID_SETTINGS_WECHAT_NOT_INSTALLED,まだWeChatをインストールしていません
TID_BRAWL_PASS_BUTTON,ブロスタパス
TID_ACCESSORY_BLOCKED_INVALID_SPAWN_POSITION,ここには設置できません！
TID_TENCENT_MULTIPLE_LOGINS,同時にログインできるアカウントは1つだけです。まずログアウトしてください。
TID_TENCENT_CONFIRM_LOG_OUT_TITLE,ログアウト
TID_TENCENT_CONFIRM_LOG_OUT,現在のアカウントからログアウトしますか？
TID_API_TOKEN_COPIED,APIトークンをクリップボードにコピーしました
TID_API_TOKEN_COPY,APIトークン：\n<TOKEN>
TID_API_TOKEN_SHOW,APIトークン
TID_BOXES_EXTRA_INFO,デイリーボックス購入：<AMOUNT>個（上限：<MAX>個）
TID_BRAWL_BOX_INFO_LIMIT,\n\nデイリーボックス購入完了：<AMOUNT>個（上限：<MAX>個）
TID_YOOZOO_ORDER_DELIVERY_FAILED,製品の購入に失敗した場合、恐れ入りますがヘルプとサポートにお問い合わせくださいませ。
TID_CHINESE_APP_STORE_CONFLICT_MESSAGE,此微信/QQ账号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ账号重新开始游戏，请从游戏内联系Supercell玩家支持团队。
TID_IAP_SC10_1,10周年記念オファー
TID_IAP_SC10_2,10周年記念オファー
TID_IAP_0620,いよいよ6月です！
TID_IAP_0720,いよいよ7月です
TID_IAP_0520C,大特価
TID_IAP_0620C,中国リリース記念
TID_IAP_0620D,中国リリース記念
TID_IAP_MS20_1,真夏はアツい！
TID_IAP_MS20_2,真夏はアツい！
TID_IAP_MS20_3,真夏はアツい！
TID_IAP_COINS_0620,超お得コインパック
TID_HOMEPAGE_GUIDE_START_BATTLE_1,ここをタップして\nバトル開始！
TID_HOMEPAGE_GUIDE_COLLECT_TR_1,トロフィー目標報酬を\n獲得しました！\nタップして受け取りましょう。
TID_HOMEPAGE_GUIDE_UPGRADE_SHELLY_1,ここをタップして\nキャラクターを\nアップグレード！
TID_HOMEPAGE_GUIDE_COLLECT_TR_2,新キャラクターを\nアンロックしました！\nタップして受け取りましょう。
TID_HOMEPAGE_GUIDE_START_SELECT_NITA,次はここをタップして\n新キャラクターを\n選択しましょう！
TID_HOMEPAGE_GUIDE_START_BRAWL_PASS,ブロスタパスのグレードが\nアンロックされました！\nここをタップして\n報酬を受け取りましょう！
TID_HOMEPAGE_GUIDE_START_BATTLE_2,次は、バトルで\nアップグレードを\n試してみましょう！
TID_HOMEPAGE_GUIDE_SHOP_FREE,ショップに無料の\nアイテムがあります。\nここをタップして\nさっそく受け取りましょう！
TID_HOMEPAGE_GUIDE_ESPORTS_NEW,新たな大会が\nアンロックされました！\nここをタップして\nイベント情報を見てみましょう！
TID_SKIN_INFO_CAMPAIGN_8_NOT_AVAILABLE,このスキンはまもなくアーカイブに移動されます！
TID_SKIN_INFO_CAMPAIGN_9_NOT_AVAILABLE,アーカイブスキン：通常のスキンローテーションには入っていません！
TID_SKIN_INFO_CAMPAIGN_10_NOT_AVAILABLE,Supercell創立10周年
TID_SKIN_INFO_CAMPAIGN_11_NOT_AVAILABLE,ブロスタパス
TID_SKIN_INFO_CAMPAIGN_12_NOT_AVAILABLE,中国も仲間入り！
TID_HOMEPAGE_GUIDE_NEW_EVENT,新イベントがアンロックされました！
TID_HOMEPAGE_GUIDE_NEW_BRAWLER,新キャラクターが\nアンロックされました！
TID_HOMEPAGE_GUIDE_QUESTS_UNLOCKED,クエストがアンロックされました！
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKABLE,クラブがアンロックされました！
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKED,ここでクラブを探しましょう！
TID_HOMEPAGE_GUIDE_FIRST_MASTERY_REWARD,<HERO>の新しいマスタリーランクをアンロックしました！報酬を回収しましょう！
TID_BRAWL_PASS_SEASON_0,タラのバザー
TID_BRAWL_PASS_TAB_REWARDS,報酬
TID_BRAWL_PASS_TAB_QUESTS,クエスト
TID_BRAWL_PASS_TAB_PAST_REWARDS,前のシーズン
TID_BRAWL_PASS_PREMIUM,ブロスタパス
TID_BRAWL_PASS_FREE,無料
TID_BRAWL_PASS_BUY,有効にする
TID_BRAWL_PASS_UNLOCK_ITEM_AT_TIER,<ITEM>はグレード<NUM>でアンロックされます
TID_BRAWL_PASS_SEASON_HEADER,ブロスタパスシーズン
TID_QUEST_NEW_BATCH_IN,新クエストのアンロックまで：
TID_QUEST_NEW_DAILY_IN,デイリークエストの更新まで：
TID_BRAWL_PASS_OLD_BOXES_BUTTON,以前のボックスを\n開ける
TID_BRAWL_PASS_TIER_INFO,トークンを獲得してこのグレードをアンロックしましょう。トークンはバトルやクエストを完了することで入手できます。
TID_BRAWL_PASS_TIER_SHORTCUT,グレード<NUM>： <REWARD>
TID_BRAWL_PASS_TAIL_TITLE,ボーナス報酬！
TID_BRAWL_PASS_TAIL_INFO,ブロスタパスを完了すると、<NUM>トークンごとにビッグボックスを獲得します！
TID_BRAWL_PASS_TAIL_INFO_NEW,ブロスタパスを完了すると、<NUM>トークンごとに追加の報酬を獲得できます！
TID_BRAWL_PASS_PURCHASE_OR,or
TID_EMOTES_POPUP_TITLE,ピンズ
TID_EMOTES_POPUP_TEXT,バトルで使うピンズを選択しましょう
TID_SPRAYS_POPUP_TITLE,スプレー
TID_SPRAYS_POPUP_TEXT,バトルで使うスプレーを選択しましょう
TID_BRAWL_PASS_INFO_TITLE_0,ブロスタパスの内容
TID_EVIL_GENE_SKIN,悪の化身 ジーン
TID_EVIL_GENE_SKIN_SHOP,悪の化身\nジーン
TID_ROGUE_MORTIS_SKIN,ローグ モーティス
TID_ROGUE_MORTIS_SKIN_SHOP,ローグ\nモーティス
TID_GUARD_RICO_SKIN,ガード リコ
TID_GUARD_RICO_SKIN_SHOP,ガード\nリコ
TID_MERCHANT_GALE_SKIN,商人 ゲイル
TID_MERCHANT_GALE_SKIN_SHOP,商人\nゲイル
TID_RED_DRAGON_JESSIE_SKIN,レッドドラゴン ジェシー
TID_RED_DRAGON_JESSIE_SKIN_SHOP,レッドドラゴン\nジェシー
TID_BARBARIAN_KING_BULL_SKIN,バーバリアンキング ブル
TID_BARBARIAN_KING_BULL_SKIN_SHOP,バーバリアンキング\nブル
TID_HOLIDAY_PAM_SKIN,ホリデー パム
TID_HOLIDAY_PAM_SKIN_SHOP,ホリデー\nパム
TID_TROPICAL_SPROUT_SKIN,トロピカル スプラウト
TID_TROPICAL_SPROUT_SKIN_SHOP,トロピカル\nスプラウト
TID_CONSTRUCTOR_JACKY_SKIN,建設作業員 ジャッキー
TID_CONSTRUCTOR_JACKY_SKIN_SHOP,建設作業員\nジャッキー
TID_NOTIFICATION_BP_SEASON_STARTED,ブロスタパスの新シーズンがスタート！
TID_NOTIFICATION_BP_SEASON_ENDING,ブロスタパスシーズンがまもなく終了します。今のうちに残りの報酬をアンロックしましょう！
TID_NOTIFICATION_QUEST_REFRESH,新しいクエストがあります！
TID_EMOTE_DROP_CHANCE_INFO,このピンズパックにはノーマルピンズ<NUM>個とスペシャルピンズ1個が含まれます。スペシャルピンズは、レアまたはハイパーレアのピンズです。確率：\n\nレアピンズ：<Rare>％\nハイパーレアピンズ：<Epic>％
TID_EMOTE_DROP_CHANCE_INFO_2,このピンパックにはノーマルピン<NUM>個と特別なピンが1個含まれます。特別なピンはレア、ハイパーレア、またはレジェンドレアのピンとなります。確率：\n\nレアピン：<Rare>％\nハイパーレアピン：<Epic>％\nレジェンドレアピン：<LEGENDARY>％
TID_ROBO_WARS_15,密封ファクトリー
TID_ROBO_WARS_16,包囲フェンス
TID_ROBO_WARS_17,オリーブの枝
TID_WANTED_27,ヒートウェーブ
TID_WANTED_28,クモの巣
TID_BANKHEIST_27,交通渋滞
TID_BANKHEIST_28,クロスロード
TID_EMOTE_RARITY_NAME_0,ノーマル
TID_EMOTE_RARITY_NAME_1,レア
TID_EMOTE_RARITY_NAME_2,ハイパーレア
TID_EMOTE_RARITY_NAME_3,レジェンドレア
TID_EMOTE_RARITY_NAME_4,コレクターズ
TID_ZONE_CAPTURED_OPPONENT,敵チームにゾーンを支配されました！
TID_ZONE_CAPTURED_OPPONENT_GAME_OVER,敵チームにゾーンを支配されました！\nバトル終了
TID_ZONE_CAPTURED,味方チームがゾーンを支配しました！
TID_ZONE_CAPTURED_GAME_OVER,味方チームがゾーンを支配しました！\nバトル終了
TID_BRAWL_PASS_NEW_SEASON,新シーズン！
TID_BRAWL_PASS_UNLOCK_PASS,ブロスタパスを手に入れて\nプレミアム報酬を\nアンロックしましょう！
TID_BRAWL_PASS_GET_MORE_POINTS,トークンをもっと獲得して\nこのグレードを\nアンロックしましょう！
TID_RANK_GET_MORE_TROPHIES,トロフィーをもっと集めて\nこの報酬を\nアンロックしましょう！
TID_RANK_COLLECT_PREVIOUS_REWARD,以前の報酬を\n先に回収してください！
TID_BRAWL_PASS_GET_MORE_POINTS_TAIL,トークンをもっと獲得して\nボーナス報酬を\nアンロックしましょう！
TID_BRAWL_PASS_SEASON,ブロスタパスシーズン：
TID_IAP_0520G,もっとエメラルドが必要です！
TID_EMOTE_BUNDLE_1,商人ゲイルのピンズセット
TID_GOLDRUSH_47,謎めくエメラルド
TID_GOLDRUSH_48,東洋の彩り
TID_GOLDRUSH_49,ダイヤモンドの原石
TID_GOLDRUSH_50,スリの楽園
TID_GOLDRUSH_51,エメラルドアドベンチャー
TID_GOLDRUSH_52,ラグ&ルビー
TID_GOLDRUSH_53,びっくりバザー
TID_QUESTS_NEXT_BATCH_IN,新しいクエストまで<time>
TID_QUESTS_THIS_BATCH_IN,開始まで<time>
TID_QUESTS_BATCH_EXPIRES_IN,終了まで<time>
TID_QUESTS_DAILY_REFRESH_IN,更新まで<time>
TID_BRAWL_PASS_SEASON_END_TITLE,シーズン終了まで
TID_QUESTS_DAILY,デイリークエスト
TID_QUESTS_SEASON,シーズンクエスト
TID_QUESTS_SPECIAL,特別イベントクエスト
TID_QUESTS_CHRONOS,スペシャルクエスト
TID_QUESTS_LVL,レベル：<NUM>
TID_CONTEXT_MENU_INVITE_ONLINE,オンラインに招待
TID_CONTEXT_MENU_INVITE_TO_TEAM,チームに招待
TID_TENCENT_INVITE_TO_TEAM_TITLE,チームに招待
TID_TENCENT_INVITE_TO_TEAM,<c<COLOR>><NAME></c>を自分のチームに招待しますか？
TID_TENCENT_INVITE_FRIENDS,フレンドを招待
TID_TENCENT_INVITE_WECHAT_FRIENDS,WeChatのフレンドを招待
TID_TENCENT_INVITE_QQ_FRIENDS,QQのフレンドを招待
TID_REGION_CHINA,中国
TID_QUALIFIED_TITLE_CHINA,线上资格赛已解锁！
TID_QUALIFIED_INFO_CHINA,您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！
TID_CHINA_REAL_NAME_REGULATION,実名で登録しました
TID_CHINA_LOGIN_DESC,本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。沪网文【2018】8544-517号、新出网证（沪）字33号 著作权人：SUPERCELL OY 出版单位：上海游族信息技术有限公司 运营单位：上海游族信息技术有限公司 国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0
TID_POWER_LEVELER,サージ
TID_POWER_LEVELER_SHORT_DESC,アタッカー
TID_POWER_LEVELER_DESC,サージは、パーティー好きのガーディアンだ。敵に当たると分裂するエナジードリンクを発射して攻撃する。必殺技でステータスを3段階上げ、超クールな強化パーツも装備できる！
TID_POWER_LEVELER_WEAPON,正義の電解液
TID_POWER_LEVELER_WEAPON_DESC,敵に当たると2つに分裂する液体の弾を放つ。
TID_POWER_LEVELER_ULTI,パーティートリック
TID_POWER_LEVELER_ULTI_DESC,最大3段階まで自分を強化できるが、倒されると元のステータスに戻る。\n\n第1段階：移動スピードが上昇\n第2段階：攻撃範囲が拡大\n第3段階：弾が2つではなく6つに分裂
TID_SPEC_ABI_POWER_LEVELER_1,マキシマムショット
TID_SPEC_ABI_POWER_LEVELER_1_DESC,通常攻撃が壁に当たると、弾丸が分裂する。
TID_SPEC_ABI_POWER_LEVELER_2,ベストタイミング
TID_SPEC_ABI_POWER_LEVELER_2_DESC,バトルの間、常に第1段階の強化が維持される。
TID_ACCESSORY_POWER_LEVELER_BLINK,パワーサージ
TID_ACCESSORY_POWER_LEVELER_BLINK_DESC,出力のリミッターを外し、少し前方にテレポートする。
TID_FRIEND_INVITE_POST_SHARE_TITLE,一緒にプレイしましょう！
TID_YOOZOO_TERMS_CHECK_REQUIRED,プライバシー保護とセキュリティ確保のため\nまず、ユーザー同意書とプライバシーポリシーをご一読のうえ、同意してください。
TID_POPUP_BRAWLTV_TEXT_CN,ブロスタのトッププレイヤーのマッチを観ましょう！
TID_PRO_LEAGUE_INFO_POPUP_RANK_INFO_CN,跻身排行榜前列\n可获得的额外奖励
TID_PRO_LEAGUE_POPUP_INFO_CN,在星徽竞技场中证明自己的实力！每天可参加3场星徽竞技场对战，在赛季排行榜上冲击更高排名。赛季结束后，您将根据自己的积分和在排行榜上的排名获得星光点数奖励。
TID_QUALIFIED_INFO_CN,您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！
TID_GAME_MODE_18,スーパーシティ乱闘
TID_GAME_MODE_18_DESC,町を救うため、メガモンスターと対決せよ！2人のチームメイトと協力して撃破しよう。チームメイトが一人でも生きていれば、何度でもリスポーンできる。全員倒されてしまうか、建物がすべて破壊されるとゲームオーバー！\n\nスーパーシティ乱闘のチャレンジレベルにはノーマルからクレイジーまで段階があり、メガモンスターを倒すたびに難易度が上がる。
TID_TENCENT_TEAM_INVITED_FAILED_901203,招待できませんでした。招待制限に達しています！
TID_TENCENT_TEAM_INVITED_FAILED_901204,招待できませんでした。招待の受け手が制限に達しています！
TID_TENCENT_TEAM_INVITED_FAILED_901205,招待できませんでした。一日に送れるメッセージは、一人のフレンドにつき一度だけです。
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS_TOWN_CRUSHER,プレイヤー3人 VS メガモンスター
TID_BUILDINGS_LEFT,残っている建物：<num>
TID_ONLINE_FRIENDS_POPUP_CODE_TITLE,チームを組もう！
TID_TEAM_INVITE_BUTTON_LABEL_SHORT,チームへの招待
TID_CLAN_INTRO_INVITE_SHORT,招待
TID_ALLIANCE_INVITE_TITLE,私のクラブに参加してください
TID_RAID_TOWN_CRUSH_1,スーパーシティ
TID_GUEST_LOGIN_IAP_BLOCKED_TITLE,注意！
TID_GUEST_LOGIN_IAP_BLOCKED,最新のゲーム依存防止ルールにより、ゲストアカウントでログインしているときは、ゲーム内購入をすることができません。ベストなゲーム体験をしていただくため、QQまたはWeChatでログインのうえ、実名認証を完了していただくことを強くおすすめしております。すでにゲストアカウントでログインされている場合は、ゲームの「設定」から、お使いのアカウントをQQまたはWeChatに接続することができます。
TID_TENCENT_GUEST_LOGIN_WARNING_TITLE,ゲストとしてログインしていますか？
TID_TENCENT_GUEST_LOGIN_WARNING,最新のゲーム依存防止ルールにより、ゲストアカウントでログインしているときは実名認証を完了することができなくなり、プレイ時間が15日間につき1時間に制限されます。ベストなゲーム体験をしていただくためには、QQまたはWeChatにログインしたうえで、実名認証を完了していただくことを強くおすすめしております。
TID_ACCESSORY_CROW_POISON_TRIGGER,スローダウンポイズン
TID_ACCESSORY_CROW_POISON_TRIGGER_DESC,使用時に毒状態の敵全員の動きが、<c00cc00><VALUE1></c>秒間遅くなる。
TID_ACCESSORY_ARTILLERY_BARRAGE,船長のコンパス
TID_ACCESSORY_ARTILLERY_BARRAGE_DESC,自分の位置に大砲から砲弾を発射させ、攻撃する。
TID_ACCESSORY_SHELLY_FOCUS,クレーピジョン
TID_ACCESSORY_SHELLY_FOCUS_DESC,発動してから<c00cc00><VALUE1></c>秒にわたって通常攻撃の幅が狭くなり、射程距離が延びる。
TID_ACCESSORY_BO_MINE_TRIGGER,ワイヤートラップ
TID_ACCESSORY_BO_MINE_TRIGGER_DESC,<c00cc00><VALUE1></c>秒後にすべての地雷を起爆させる。起爆するまで、敵は地雷がどこにあるか分からない。
TID_ACCESSORY_UNDERTAKER_RELOAD,サバイバルシャベル
TID_ACCESSORY_UNDERTAKER_RELOAD_DESC,<c00cc00><VALUE1></c>秒間リロードが速くなる。
TID_ACCESSORY_SNIPER_SEEKER,ホームメイドレシピ
TID_ACCESSORY_SNIPER_SEEKER_DESC,使用すると、エリザベスの次の通常攻撃が敵にホーミングされる。
TID_ACCESSORY_LUCHADOR_METEOR,アステロイドベルト
TID_ACCESSORY_LUCHADOR_METEOR_DESC,小惑星を召喚して最も近くにいる敵にぶつける。<c00cc00><VALUE1></c>ダメージを与え、壁を破壊する。
TID_ACCESSORY_BARKEEP_HEAL_POTION,薬草の強壮剤
TID_ACCESSORY_BARKEEP_HEAL_POTION_DESC,回復ポーションを近くに味方に投げ、1秒につき<c00cc00><VALUE1></c>回復させるエリアをつくりだす。
TID_ACCESSORY_TNT_STUN,梱包爆薬
TID_ACCESSORY_TNT_STUN_DESC,使用すると、次の通常攻撃は敵を<c00cc00><VALUE1></c>秒間気絶させる。
TID_ACCESSORY_MECHANIC_TURRET_BUFF,リコイルスプリング
TID_ACCESSORY_MECHANIC_TURRET_BUFF_DESC,がらくタレットの攻撃速度が、<c00cc00><VALUE1></c>秒間2倍になる。
TID_ACCESSORY_BLOCKED_MISSING_MINES,地雷がないため\n使用できません！
TID_BRAWLPASS_POPUP_UNLOCKED,ブロスタパスアンロック！
TID_BRAWL_PASS_SEASON_1,モンスターの夏
TID_EMOTE_EQUIP_NOT_OWNED,ピンズパックでこのピンズを\n見つけよう！
TID_RAID_BOSS_TOWN_CRUSHER_INTRO_TEXT,メガモンスターを倒そう！
TID_EMOTE_CATEGORY_1,スロット1
TID_EMOTE_CATEGORY_2,スロット2
TID_EMOTE_CATEGORY_3,スロット3
TID_EMOTE_CATEGORY_4,スロット1
TID_EMOTE_CATEGORY_5,スロット2
TID_EMOTE_CATEGORY_BRAWLER_PINS,<BRAWLER>のピンズ
TID_EMOTE_CATEGORY_PLAYER_PINS,プレイヤーピンズ
TID_SPRAY_CATEGORY_BRAWLER,<BRAWLER>のスプレー
TID_SPRAY_CATEGORY_SHARED,共通スプレー
TID_SPRAY_CATEGORY_1,スロット1
TID_SPRAY_CATEGORY_2,スロット1
TID_SPRAY_CATEGORY_3,スロット2
TID_SPRAY_CATEGORY_4,スロット3
TID_SPRAY_CATEGORY_5,スロット4
TID_SPRAY_EQUIP_NOT_OWNED,まだアンロックしていません！
TID_SPRAY_BRAWLER_EQUIP_NOT_OWNED,ショップで購入しましょう！
TID_SPRAY_SLOT_LOCKED,このスロットは<NUM>トロフィーでアンロックされます！
TID_EDIT_MUTE_EMOTES,バトル中はピンズをミュート
TID_ACCESSORY_BLOCKED_INVISIBILITY_ALREADY_ACTIVE,すでに透明化しています！
TID_ACCESSORY_BLOCKED_SHIELD_ALREADY_ACTIVE,シールドは発動済みです！
TID_ACCESSORY_BLOCKED_ALREADY_ACTIVE,ガジェットがすでに\nアクティブです！
TID_ACCESSORY_BLOCKED_ALREADY_MAX_LEVEL,これ以上強化できません！
TID_SETTINGS_PLAYER_ID,プレイヤーID：<ID>
TID_NAME_COLOR_REQUIRES_BRAWL_PASS,ブロスタパスを購入して、シーズン期間中の名前の色をクロマティックにしましょう！
TID_RANK_COLLECT_PREVIOUS_REWARD_SPECIFIC,以前の報酬を\n先に回収してください！
TID_MEGA_BEETLE_BEA_SKIN,メガビートル ビー
TID_MEGA_BEETLE_BEA_SKIN_SHOP,メガビートル\nビー
TID_STREETWEAR_MAX_SKIN,ストリート MAX
TID_STREETWEAR_MAX_SKIN_SHOP,ストリート\nMAX
TID_KING_CRAB_TICK_SKIN,キングクラブ ティック
TID_KING_CRAB_TICK_SKIN_SHOP,キングクラブ\nティック
