TID,FR
TID_ICE_DUDE_WEAPON_DESC,Lou inonde ses adversaires sous un déluge de cônes glacés jusqu'à les geler sur place pendant <accumulatedStun> secondes.
TID_ICE_DUDE_ULTI,PISTE DE GLISSE
TID_ICE_DUDE_ULTI_DESC,Lou lance une bouteille de sirop super glacé pour créer une zone glissante sur le sol qui gèle progressivement ses ennemis. Ses adversaires ont plutôt intérêt à travailler leur jeu de jambes...
TID_SPEC_ABI_ICE_DUDE_1,SUPER FRAIS
TID_SPEC_ABI_ICE_DUDE_1_DESC,Les adversaires qui se tiennent dans la zone d'effet du super de Lou sont gelés <c00cc00><VALUE1> %</c> plus vite.
TID_SPEC_ABI_ICE_DUDE_2,HYPOTHERMIE
TID_SPEC_ABI_ICE_DUDE_2_DESC,Les adversaires perdent jusqu'à <c00cc00><VALUE1> %</c> de leurs dégâts en fonction de leur niveau de congélation.
TID_ACCESSORY_ICE_DUDE_GADGET,BLOC DE GLACE
TID_ACCESSORY_ICE_DUDE_GADGET_DESC,Lou s'entoure d'un bouclier de glace et devient invulnérable pendant <c00cc00><VALUE1></c> seconde(s).
TID_INVITE_CLAN_TOKEN_ERROR_FULL,Invitation impossible. Le club est complet.
TID_INVITE_CLAN_TOKEN_ERROR_TOO_MANY_INVITES,Invitation impossible. Vous avez invité trop de joueurs.
TID_INVITE_CLAN_TOKEN_ERROR_NO_PERMISSION,Invitation impossible. Seuls les présidents de club peuvent inviter des nouveaux membres.
TID_BRAWLPASS_PROMO_POPUP_TITLE,Nouvelle saison
TID_BRAWLPASS_PROMO_POPUP_TEXT,Bienvenue dans la saison <NUM> : <SEASON> !
TID_QUESTS_RECOMMENDED,Recommandé
TID_KING_LOU_SKIN,ROI LOU
TID_KING_LOU_SHOP,ROI\nLOU
TID_BELLHOP_MIKE_SKIN,MIKE BAGAGISTE
TID_BELLHOP_MIKE_SHOP,MIKE\nBAGAGISTE
TID_CHOCO_PIPER_SKIN,POLLY CHOCO
TID_CHOCO_PIPER_SHOP,POLLY\nCHOCO
TID_SALLY_NANI_SKIN,NANI SALLY
TID_SALLY_NANI_SHOP,NANI\nSALLY
TID_CONY_MAX_SKIN,MAX CONY
TID_CONY_MAX_SKIN_SHOP,MAX\nCONY
TID_WANTED_17B,Canyon de verdure
TID_BANKHEIST_17B,Gemmes tordues
TID_WANTED_3B,Fort de gemmes
TID_BOSS_7,Lueur de torche
TID_BOSS_8,Saison ouverte
TID_COOP_7,À fond
TID_COOP_8,Baroud d'honneur
TID_HERO_INFO_LOCKED_BP_TIER_INFO_SHORT,Disponible après le palier de saison <NUM>
TID_HERO_INFO_LOCKED_BP_TIER_INFO,Disponible après le palier <NUM> de la saison.
TID_HERO_INFO_LOCKED_BP_INFO_SHORT,Débloquez avec le Pass Brawl
TID_HERO_INFO_LOCKED_BP_INFO,Débloquez avec le Pass Brawl
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO_SHORT,Débloqué au palier <NUM> de la saison.
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO,Débloqué au palier <NUM> de la saison.
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO,Arrivée pour la saison <SEASON>
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO_SHORT,Arrivée pour la saison <SEASON>
TID_RAID_4,Lutte dans la jungle
TID_RAID_5,Corde-a-dope
TID_BRAWLPASS_AUTOCOLLECT_INFO,"Rappel : il vous reste des récompenses à récupérer pour la saison <NUM>. Si vous ne les récupérez pas bientôt, les récompenses de la saison <NUM> seront ajoutées à votre compte automatiquement. Les points de pouvoir que vous n'avez pas récupérés dépassant la limite seront convertis en pièces à la fin de la saison actuelle."
TID_BRAWLPASS_AUTOCOLLECT_INFO_TITLE,Informations importantes
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO,"Le Pass Brawl avait déjà été débloqué au moment du traitement de votre achat. En compensation, nous avons crédité votre compte de <NUM> gemmes."
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO_TITLE,Pass Brawl déjà débloqué
TID_MSG_PLAYER_MAP_WON,Félicitations ! La carte <NAME> a gagné. Elle sera disponible pour tous les joueurs dans l'événement des gagnants.
TID_MSG_PLAYER_MAP_REJECTED,"Malheureusement, la carte <NAME> n'a pas été approuvée par suffisamment de joueurs. Vous pouvez l'améliorer et la soumettre à nouveau."
TID_MSG_PLAYER_MAP_REJECTED_AUTOREVIEW,"Malheureusement, la carte <NAME> n'a pas été approuvée. Vous pouvez l'améliorer et la soumettre à nouveau."
TID_MSG_PLAYER_MAP_DELETED,Le brouillon de la carte <NAME> n'a pas été modifié pendant trop longtemps. Il a été supprimé.
TID_MSG_PLAYER_MAP_BANNED,La carte <NAME> a été bannie car elle a été signalée par trop de joueurs.
TID_MSG_PLAYER_MAP_GREENLIGHTED,Bien joué ! La carte <NAME> a été approuvée par suffisamment de joueurs. Elle est prête à être publiée.
TID_MSG_PLAYER_MAP_GREENLIGHTED_AUTOREVIEW,Bien joué ! La carte <NAME> a été approuvée. Elle est prête à être publiée.
TID_MSG_PLAYER_MAP_FEATURED,"Félicitations ! Votre carte, <NAME>, a obtenu <UPVOTE_PERCENT> % de votes positifs sur un total de <TOTAL_VOTES> votes."
TID_ESPORT_TOURNAMENTS_POPUP_TITLE,CHAMPIONNAT BRAWL STARS
TID_ESPORT_TOURNAMENTS_BUTTON,E-SPORT
TID_SNAKE_OIL,BYRON
TID_SNAKE_OIL_SHORT_DESC,SOUTIEN
TID_SNAKE_OIL_DESC,Byron manipule toutes sortes de remèdes puissants. Mais rien à voir avec du charlatanisme !
TID_SNAKE_OIL_WEAPON,POSOLOGIE
TID_SNAKE_OIL_WEAPON_DESC,Tire une fléchette à longue distance qui touche les ennemis et les alliés. Les adversaires subissent des dégâts sur la durée et les alliés sont soignés sur la durée.
TID_SNAKE_OIL_ULTI,TRAITEMENT DE CHOC
TID_SNAKE_OIL_ULTI_DESC,Lance une fiole qui soigne les alliés et blesse les ennemis.
TID_SPEC_ABI_SNAKE_OIL_1,MALAISE
TID_SPEC_ABI_SNAKE_OIL_1_DESC,Le super de Byron réduit l'efficacité de tous les soins de <c00cc00><VALUE1> %</c> pendant <c00cc00><VALUE2></c> secondes.
TID_SPEC_ABI_SNAKE_OIL_2,INJECTION
TID_SPEC_ABI_SNAKE_OIL_2_DESC,"Toutes les <c00cc00><VALUE1></c> secondes, l'attaque normale passe à travers les cibles."
TID_ACCESSORY_SNAKE_OIL_HEAL,COCKTAIL REVIGORANT
TID_ACCESSORY_SNAKE_OIL_HEAL_DESC,Byron s'injecte un puissant remède pour récupérer <c00cc00><VALUE1></c> points de santé par seconde pendant <c00cc00><VALUE2></c> secondes.
TID_ENRAGER,EDGAR
TID_ENRAGER_SHORT_DESC,ASSASSINAT
TID_ENRAGER_DESC,"Edgar est d'un naturel plutôt distant, et il préfère donc utiliser son écharpe pour frapper. Grâce à son super, il se propulse au cœur de la mêlée, son écharpe prête à en démêler."
TID_ENRAGER_WEAPON,BAGARREUR
TID_ENRAGER_WEAPON_DESC,Edgar frappe les ennemis avec des coups de poing rapides et se soigne chaque fois qu'il touche un ennemi.
TID_ENRAGER_ULTI,EMMAGASINAGE
TID_ENRAGER_ULTI_DESC,Edgar saute au-dessus de n'importe quel obstacle et obtient un boost de vitesse temporaire. Son super se recharge progressivement sur la durée.
TID_SPEC_ABI_ENRAGER_1,ATTERRISAGE CONTRÔLÉ
TID_SPEC_ABI_ENRAGER_1_DESC,Le super d'Edgar inflige <c00cc00><VALUE1></c> points de dégâts aux ennemis proches lorsqu'il atterrit après un saut.
TID_SPEC_ABI_ENRAGER_2,RIFIFI
TID_SPEC_ABI_ENRAGER_2_DESC,Edgar se soigne pour <c00cc00><VALUE1></c> % des dégâts qu'il inflige.
TID_ACCESSORY_ENRAGER_SUPER_BOOST,CHARGEUR INDUCTION
TID_ACCESSORY_ENRAGER_SUPER_BOOST_DESC,Le super d'Edgar se recharge <c00cc00><VALUE1></c> % plus rapidement pendant <c00cc00><VALUE2></c> secondes.
TID_SHOP_TAG_LAST_CHANCE,Dernière chance !
TID_SHOP_SKIN_DESC_LAST_CHANCE_INFO,<INFO>\n\n<cFF6EEE>Dernière chance !</c>
TID_SHOP_LAST_CHANCE_DESC,Ce skin ne sera plus disponible à l'achat.
TID_SHOP_LAST_CHANCE_SKINS,Dernière chance d'acheter ces skins !
TID_GALE_NUTCRACKER,GAËL CASSE-NOISETTES
TID_OLD_SCHOOL_BROCK,BROCK OLD SCHOOL
TID_SNOWMAN_TICK,TICK DE NEIGE
TID_HOLIDAY_PARTY_FRANK,FRANK MON BEAU SAPIN
TID_GALE_NUTCRACKER_SHOP,GAËL\nCASSE-NOISETTES
TID_OLD_SCHOOL_BROCK_SHOP,BROCK\nOLD SCHOOL
TID_SNOWMAN_TICK_SHOP,TICK\nBONHOMME DE NEIGE
TID_HOLIDAY_PARTY_FRANK_SHOP,FRANK\nMON BEAU SAPIN
TID_CHALLENGE_BUY_LIVES_CONFIRM_TITLE,Tentatives supplémentaires ?
TID_CHALLENGE_BUY_LIVES_POPUP,Acheter <NUM> tentatives pour continuer le défi ?
TID_CHALLENGE_OVER_BUY_ATTEMPTS_INFO,Tentatives épuisées.\n\nAchetez d'autres tentatives pour continuer le défi.
TID_CHALLENGE_OVER_BUY_ATTEMPTS_BUY,Acheter <NUM> tentatives
TID_CTF_9,Cadeaux empoisonnés
TID_KING_OF_HILL_32,Pour de vrai ?
TID_KING_OF_HILL_33,Plouf
TID_TRUE_GOLD_TICK_SKIN,TICK OR MASSIF
TID_TRUE_GOLD_TICK_SKIN_SHOP,TICK\nOR MASSIF
TID_TRUE_GOLD_CROW_SKIN,CORBAC OR MASSIF
TID_TRUE_GOLD_CROW_SKIN_SHOP,CORBAC\nOR MASSIF
TID_TRUE_GOLD_DARRYL_SKIN,DARRYL OR MASSIF
TID_TRUE_GOLD_DARRYL_SKIN_SHOP,DARRYL\nOR MASSIF
TID_TRUE_GOLD_TARA_SKIN,TARA OR MASSIF
TID_TRUE_GOLD_TARA_SKIN_SHOP,TARA\nOR MASSIF
TID_TRUE_GOLD_JESSIE_SKIN,JESSIE OR MASSIF
TID_TRUE_GOLD_JESSIE_SKIN_SHOP,JESSIE\nOR MASSIF
TID_WARRIOR_BO_SKIN,BO GUERRIER
TID_WARRIOR_BO_SKIN_SHOP,BO\nGUERRIER
TID_GOLDRUSH_35C,Barrage inondé
TID_TRUE_SILVER_TICK_SKIN,TICK ARGENT MASSIF
TID_TRUE_SILVER_TICK_SKIN_SHOP,TICK\nARGENT MASSIF
TID_TRUE_SILVER_CROW_SKIN,CORBAC ARGENT MASSIF
TID_TRUE_SILVER_CROW_SKIN_SHOP,CORBAC\nARGENT MASSIF
TID_TRUE_SILVER_DARRYL_SKIN,DARRYL ARGENT MASSIF
TID_TRUE_SILVER_DARRYL_SKIN_SHOP,DARRLY\nARGENT MASSIF
TID_TRUE_SILVER_TARA_SKIN,TARA ARGENT MASSIF
TID_TRUE_SILVER_TARA_SKIN_SHOP,TARA\nARGENT MASSIF
TID_TRUE_SILVER_JESSIE_SKIN,JESSIE ARGENT MASSIF
TID_TRUE_SILVER_JESSIE_SKIN_SHOP,JESSIE\nARGENT MASSIF
TID_EMOTE_BUNDLE_BRALWMAS_GIFT,ÉMOTES CADEAU DES FÊTES BRAWL
TID_EMOTE_BUNDLE_BRALWMAS_PACK,ÉMOTES DES FÊTES BRAWL
TID_MAP_EDITOR_LEGAL_WARNING_TITLE,Annonce importante
TID_MAP_EDITOR_LEGAL_WARNING_DESC,"Nous espérons que vous vous amusez bien avec la création de carte ! Lorsque vous utilisez la création de carte, veuillez respecter la licence de jeu et le contrat de service des jeux Tencent, ainsi que les autres règles associées. Nous vous prions de ne pas créer ou partager de contenu érotique, obscène, susceptible de mettre en danger l'unité nationale, la souveraineté et l'intégrité territoriale, ou en infraction avec les lois et autres régulations en vigueur."
TID_MAP_EDITOR_LEGAL_WARNING_DESC_YOOZOO,"Nous espérons que vous vous amusez bien avec la création de carte ! Lorsque vous utilisez la création de carte, veuillez respecter le contrat d'utilisation, ainsi que les autres règles associées. Nous vous prions de ne pas créer ou partager de contenu érotique, obscène, susceptible de mettre en danger l'unité nationale, la souveraineté et l'intégrité territoriale, ou en infraction avec les lois et autres régulations en vigueur."
TID_RUFFS,MÉDOR
TID_RUFFS_SHORT_DESC,SOUTIEN
TID_RUFFS_DESC,"Quand il n'aboie pas ses ordre à ses subordonnés, Colonel Médor est un très bon chien !\n\nD'un naturel plutôt calme, son côté canin reprend le dessus quand il voit une baballe."
TID_RUFFS_WEAPON,DOUBLE LASER
TID_RUFFS_WEAPON_DESC,Le double laser du colonel rebondit contre les murs plusieurs fois et peut atteindre les adversaires abrités derrière des obstacles.
TID_RUFFS_ULTI,LARGAGE AÉRIEN
TID_RUFFS_ULTI_DESC,"Médor ordonne un largage aérien, infligeant des dégâts aux adversaires touchés et laissant un boost à ses équipiers. Le boost améliore leur santé et les dégâts infligés. Les boosts ne sont pas cumulables et les brawlers vaincus perdent leur boost."
TID_SPEC_ABI_RUFFS_1,AVANTAGE AÉRIEN
TID_SPEC_ABI_RUFFS_1_DESC,Le largage aérien est agrémenté d'une petite bombe qui ajoute <c00cc00><VALUE1></c> points de dégâts à l'impact et lui permet de détruire les murs.
TID_SPEC_ABI_RUFFS_2,PROMOTION
TID_SPEC_ABI_RUFFS_2_DESC,"Tant que cette capacité est active, la santé maximale des brawlers alliés à portée est augmentée de <c00cc00><VALUE1></c> points chaque seconde."
TID_ACCESSORY_RUFFS_COVER,SACS DE SABLE
TID_ACCESSORY_RUFFS_COVER_DESC,Le colonel s'abrite derrière <c00cc00><VALUE1></c> sacs de sable. Chaque sac dispose de <c00cc00><VALUE2></c> points de santé.
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2019,Skin anniversaire 2019
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2020,Skin anniversaire 2020
TID_ENTER_AGE_TIP_NUM_PAD,"Avant de continuer, veuillez saisir votre âge."
TID_ACCESSORY_ROSA_BUSH_CONTROL,BUISSONS HOSTILES
TID_ACCESSORY_ROSA_BUSH_CONTROL_DESC,Tous les ennemis cachés dans les buissons subissent <c00cc00><VALUE2></c> points de dégâts et sont ralentis pendant <c00cc00><VALUE1></c> secondes.
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER,ROBO-PORTEUR DE RENFORT
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER_DESC,La prochaine attaque génère un robo-porteur plus faible à l'endroit où elle atterrit.
TID_ACCESSORY_POCO_CLEANSE,CHANT DE PROTECTION
TID_ACCESSORY_POCO_CLEANSE_DESC,Élimine les effets négatifs infligés aux brawlers alliés sur une large zone et les immunise pendant <c00cc00><VALUE2></c> seconde(s).
TID_ACCESSORY_FRANK_PULL,MASSUE AIMANTÉE
TID_ACCESSORY_FRANK_PULL_DESC,La prochaine attaque de Frank inflige <c00cc00><VALUE1> %</c> de dégâts supplémentaires et attire ses adversaires vers lui.
TID_ACCESSORY_GENE_HOMING,GANTS CHERCHEURS
TID_ACCESSORY_GENE_HOMING_DESC,"D'jinn tire un projectile guidé sur chaque adversaire visible dans une large zone, infligeant jusqu'à <c00cc00><VALUE2></c> points de dégâts selon la distance."
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK,FORMULAIRE DE RETOUR
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK_DESC,"Pendant <c00cc00><VALUE2></c> seconde(s), la première fois que Nani subit des dégâts, <c00cc00><VALUE1></c> % de ces dégâts sont retournés à l'ennemi."
TID_ACCESSORY_TICK_EXPLOSION,EXPLOSIF ULTIME
TID_ACCESSORY_TICK_EXPLOSION_DESC,"Tick gagne un bouclier de <c00cc00><VALUE3> %</c> pendant <c00cc00><VALUE1></c> seconde(s). Lorsque le bouclier expire, il explose et inflige <c00cc00><VALUE2></c> points de dégâts."
TID_ACCESSORY_TARA_SHADOWS,SORT D'INVOCATION
TID_ACCESSORY_TARA_SHADOWS_DESC,Tara s'entoure de trois ombres néfastes qui attaquent les adversaires et disparaissent après <c00cc00><VALUE1></c> secondes.
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE,SIROP CRYO
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE_DESC,Ajoute instantanément <c00cc00><VALUE1> %</c> de gel aux adversaires pris dans le super de Lou.
TID_ACCESSORY_ROLLER_MEGA_STUNT,ROUE LIBRE
TID_ACCESSORY_ROLLER_MEGA_STUNT_DESC,Le prochain super de Stu lui permet de foncer dans les obstacles. Les débris créés dans l'accident infligent <c00cc00><VALUE1></c> points de dégâts aux ennemis qu'ils percutent.
TID_ACCESSORY_RUFFS_AIR_STRIKE,RADIO MILITAIRE
TID_ACCESSORY_RUFFS_AIR_STRIKE_DESC,"Médor fait appel à un barrage aérien autour de l'adversaire le plus proche, infligeant <c00cc00><VALUE1></c> points de dégâts à chaque coup."
TID_ACCESSORY_ENRAGER_PROTECTION,PROTECTIONS
TID_ACCESSORY_ENRAGER_PROTECTION_DESC,Edgar reçoit un bouclier qui bloque jusqu'à <c00cc00><VALUE1></c> points de dégâts. Le bouclier s'affaiblit avec le temps.
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK,AIMANT À FERRAILLE
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK_DESC,"Lors de sa prochaine attaque, chaque coup lancé par Pam réduit les munitions maximum des brawlers adverses de <c00cc00><VALUE1> %</c>. Pam récupère <c00cc00><VALUE2> %</c> de ses propres munitions."
TID_ACCESSORY_SANDSTORM_STUN_SLEEP,SABLE MAGIQUE
TID_ACCESSORY_SANDSTORM_STUN_SLEEP_DESC,La prochaine attaque d'Émeri plonge les adversaires dans un profond sommeil pendant <c00cc00><VALUE1></c> seconde(s). Ils se réveillent s'ils subissent des dégâts.
TID_ACCESSORY_CACTUS_COVER,CACTUS EN POT
TID_ACCESSORY_CACTUS_COVER_DESC,"Spike fait pousser un immense cactus avec <c00cc00><VALUE1></c> points de santé pour protéger ses alliés. Lorsqu'il est détruit, le cactus explose et tous les alliés à proximité récupèrent <c00cc00><VALUE2></c> points de santé."
TID_ACCESSORY_BLOWER_STOPPER,GÉNÉRATEUR DE TORNADE
TID_ACCESSORY_BLOWER_STOPPER_DESC,"Gaël utilise sa souffleuse pour créer une mini-tornade, repoussant les adversaires qui tentent de la traverser."
TID_ACCESSORY_NINJA_INVISIBLE_AREA,SUCETTE MASQUÉE
TID_ACCESSORY_NINJA_INVISIBLE_AREA_DESC,Léon crée une zone furtive dans laquelle son équipe peut se cacher. La santé de la sucette diminue progressivement avec le temps.
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL,CHÂTEAU GONFLABLE
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL_DESC,La prochaine attaque de Ricochet le soigne à hauteur de <c00cc00><VALUE1></c> points de santé pour chaque rebond de projectile.
TID_TRAITS_HEADER,SPÉCIFICITÉS
TID_TRAIT_CHARGE_SUPER_FROM_DAMAGE,Ce brawler charge son super en recevant des dégâts.
TID_TRAIT_CHARGE_SUPER_AUTOMATIC,Ce brawler charge son super avec le temps.
TID_TRAIT_CHARGE_SUPER_FROM_DISTANCE,Ce brawler charge son super à proximité des brawlers ennemis.
TID_TRAIT_MOVE_ON_WATER,Ce brawler peut se déplacer sur l'eau.
TID_SECTION_SHORTCUT_0,SPÉCIAL
TID_SECTION_SHORTCUT_1,COUPE STAR
TID_SECTION_SHORTCUT_2,TROPHÉES
TID_SECTION_SHORTCUT_3,COMMUNAUTÉ
TID_SECTION_SHORTCUT_4,MARATHON STAR
TID_SECTION_SHORTCUT_5,SPÉCIAL
TID_SECTION_SHORTCUT_6,COUPE STAR
TID_SECTION_HEADER_0,ÉVÉNEMENTS SPÉCIAUX
TID_SECTION_HEADER_1,COUPE STAR
TID_SECTION_HEADER_2,ÉVÉNEMENTS DE TROPHÉE
TID_SECTION_HEADER_3,CRÉATION DE CARTE
TID_SECTION_HEADER_4,MARATHON STAR
TID_SECTION_HEADER_5,ÉVÉNEMENTS SPÉCIAUX
TID_SECTION_HEADER_6,COUPE STAR
TID_SECTION_HEADER_OWN,VOS CARTES
TID_SECTION_HEADER_CLUB_LEAGUE,LIGUE DES CLUBS
TID_SECTION_SHORTCUT_CLUB_LEAGUE,LIGUE DES CLUBS
TID_RANKED2_ROUNDS_HEADER,Rounds de Brawl
TID_RANKED2_ROUNDS_INFO,La première équipe à gagner <NUM> combats remporte le match !
TID_RANKED2_ROUNDS_NEXT_TIMER,Le round <NUM> commencera dans :
TID_RANKED2_ROUNDS_NEXT_TIMER_TIME,<SECONDS>
TID_RONIN_RUFFS_SKIN,MÉDOR RONIN
TID_RONIN_RUFFS_SKIN_SHOP,MÉDOR\nRONIN
TID_DARK_LORD_SPIKE_SKIN,SPIKE SUPER-VILAIN
TID_DARK_LORD_SPIKE_SKIN_SHOP,SPIKE\nSUPER-VILAIN
TID_SPACE_OX_BULL_SKIN,BULL DE L'ESPACE
TID_SPACE_OX_BULL_SKIN_SHOP,BULL\nDE L'ESPACE
TID_NAVIGATOR_COLETTE_SKIN,COLETTE DE L'ESPACE
TID_NAVIGATOR_COLETTE_SHOP,COLETTE\nDE L'ESPACE
TID_DARK_TIDE_CARL_SKIN,CAP'TAINE CARLBATOR
TID_DARK_TIDE_CARL_SKIN_SHOP,CAP'TAINE\nCARLBATOR
TID_SMOOTH_LOU_SKIN,LOU LE DOUX
TID_SMOOTH_LOU_SKIN_SHOP,LOU\nLE DOUX
TID_D4R-RY1_SKIN,D4R-RY1
TID_D4R-RY1_SKIN_SHOP,D4R-RY1
TID_EMOTE_BUNDLE_LUNARBRAWL21_GIFT,ÉMOTES BRAWL LUNAIRE
TID_JAN2021MAPS_1,Emprise 2
TID_JAN2021MAPS_2,Fête hivernale
TID_JAN2021MAPS_3,Arène en folie
TID_JAN2021MAPS_4,Arcade rustique
TID_JAN2021MAPS_5,Encerclement
TID_JAN2021MAPS_6,Pois sauteurs
TID_JAN2021MAPS_7,Tir dégagé
TID_JAN2021MAPS_8,Jour de soldes
TID_JAN2021MAPS_9,Triumvirat
TID_JAN2021MAPS_10,Voyage instantané
TID_JAN2021MAPS_11,Terrains toxiques
TID_JAN2021MAPS_12,Hautes falaises
TID_JAN2021MAPS_13,Terres inondées
TID_JAN2021MAPS_14,Fièvre de canyon
TID_JAN2021MAPS_15,Clash en série
TID_JAN2021MAPS_16,Voyage instantané
TID_JAN2021MAPS_17,Pierre blanche
TID_JAN2021MAPS_18,Vision concentrée
TID_JAN2021MAPS_19,Traffic de ville
TID_JAN2021MAPS_20,Attaque serpentine
TID_JAN2021MAPS_21,Révolution des robots
TID_JAN2021MAPS_22,Place centrale
TID_JAN2021MAPS_23,Gemmes cosmiques
TID_JAN2021MAPS_24,Grande classe
TID_JAN2021MAPS_25,Draps frais
TID_JAN2021MAPS_26,Flip flap
TID_JAN2021MAPS_27,Homme d'acier
TID_JAN2021MAPS_28,Ancre de terrain
TID_JAN2021MAPS_29,Cercle de douleur
TID_JAN2021MAPS_30,Possession restreinte
TID_JAN2021MAPS_31,Fourchette rapide
TID_JAN2021MAPS_32,Champ magnétique
TID_JAN2021MAPS_33,La galaxie
TID_ROLLER,STU
TID_ROLLER_SHORT_DESC,ASSASSINAT
TID_ROLLER_DESC,"Stu est un pilote cascadeur hors pair, qui aime soigner ses entrées et faire crisser son pneu haut et fort !"
TID_ROLLER_WEAPON,TOUT FEU TOUT FLAMME
TID_ROLLER_WEAPON_DESC,Stu en met plein la vue avec des effets pyrotechniques dévastateurs.
TID_ROLLER_ULTI,BOOST NITRO
TID_ROLLER_ULTI_DESC,"Si l'attaque de Stu touche des ennemis, elle charge le boost nitro et permet à Stu de charger. Il laisse derrière lui des traces de gomme brûlée, qui mettent le feu aux adversaires qui marchent dessus."
TID_SPEC_ABI_ROLLER_1,DÉRAPAGE
TID_SPEC_ABI_ROLLER_1_DESC,"Lorsqu'il utilise son super, la distance parcourue par Stu augmente de <c00cc00><VALUE1> %</c>."
TID_SPEC_ABI_ROLLER_2,GASOLESSENCE
TID_SPEC_ABI_ROLLER_2_DESC,Stu récupère <c00cc00><VALUE1></c> points de santé lorsqu'il utilise son super.
TID_ACCESSORY_ROLLER_SPEED,LEVIER DE VITESSE
TID_ACCESSORY_ROLLER_SPEED_DESC,"Stu génère un boost qui lui permet, à lui et à ses équipiers, de passer à la vitesse supérieure tant qu'ils restent dans la zone d'effet."
TID_RANKED2_PICK_NEXT,Suiv.
TID_RANKED2_BAN,BANNIR
TID_RANKED2_BANNED,BANNI
TID_RANKED2_BAN_QUESTION,BANNIR ?
TID_RANKED2_COIN_FLIP_HEADER,Quelle équipe commence la sélection de brawler ?
TID_RANKED2_COIN_FLIP_TITLE,PILE OU FACE
TID_RANKED2_CON_FLIP_RED,L'ÉQUIPE ROUGE COMMENCE
TID_RANKED2_CON_FLIP_BLUE,L'ÉQUIPE BLEUE COMMENCE
TID_EVENT_NAME_POWER_LEAGUE,COUPE STAR
TID_EVENT_LOCATION_POWER_LEAGUE,Événements 3c3
TID_RANKED_SOLO,SOLO
TID_RANKED_TEAM,ÉQUIPE
TID_RANKED_LEADERBOARDS_POPUP_LEADERBOARDS_LABEL,CLASSEMENT
TID_RANKED_LEADERBOARDS_POPUP_TITLE,CLASSEMENT DE LA COUPE STAR
TID_RANKED_LEADERBOARDS_POPUP_INFO,Distinguez-vous lors de la Coupe star ! Hissez-vous au sommet du classement et devenez une star du Brawl !
TID_RANKED_LEADERBOARDS_POPUP_CURRENT_SEASON,LIGUE ACTUELLE
TID_RANKED_LEADERBOARDS_POPUP_PREVIOUS_SEASON,LIGUE PRÉCÉDENTE
TID_RANKED_LEADERBOARDS_POPUP_SOLO,SOLO
TID_RANKED_LEADERBOARDS_POPUP_TEAM,ÉQUIPE
TID_RANKED_SOLO_MODE,Mode solo
TID_RANKED_TEAM_MODE,Mode équipe
TID_BATTLE_END_RANKED_RANK_UP_TITLE,COUPE STAR
TID_BATTLE_END_RANKED_RANK_UP_TITLE_NEW_HIGH,<cFFEF49>NOUVEAU MEILLEUR RANG</c> DE COUPE STAR !
TID_BATTLE_END_RANKED_RANK_UP,RANG SUPÉRIEUR
TID_RANKED_EVENT_GAMEMODE_INFO,COUPE STAR
TID_RANKED_EVENT_LOCATION_INFO,Mode et carte aléatoires
TID_RANKED_EVENT_DESC_1,Créez votre propre équipe ou joignez-vous à d'autres joueurs de votre niveau pour participer à des combats en 3c3.
TID_RANKED_EVENT_DESC_2,La première équipe à gagner deux combats remporte le match !
TID_RANKED_EVENT_DESC_3,"Les modes et les cartes changent souvent et de manière complètement aléatoire, alors tenez-vous prêt !"
TID_RANKED_EVENT_DESC_4,"Une fois la saison terminée, vous recevez les récompenses correspondant à votre meilleur classement de la saison."
TID_RANKED_CLUB_LEAGUE_EVENT_GAMEMODE_INFO,MATCH STAR
TID_RANKED_CLUB_LEAGUE_EVENT_LOCATION_INFO,Mode de jeu et carte aléatoires
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_1,Participez à des combats en 3c3 en équipe ou avec d'autres joueurs du même niveau.
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_2,La première équipe à remporter deux combats gagne le match.
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_3,Les modes de jeu et les cartes sont sélectionnés au hasard. Soyez prêt !
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_4,"À la fin de la semaine, vous recevez des récompenses en fonction du nombre de tickets joués et du classement de votre club."
TID_RANKED_EVENT_SEASON_REWARDS_BUTTON,RÉCOMPENSES
