TID_WECHAT_NOT_INSTALLED,Bạn chưa cài đặt WeChat
TID_SHARE_DIALOG_TITLE,Chia sẻ
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE,Tài khoản trò chơi mới
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM,Tiến trình hiện tại của bạn được kết nối với một tài khoản khác! Bạn có chắc muốn đăng nhập và tạo một phiên chơi mới bằng tài khoản QQ/WeChat này không?
TID_TENCENT_BOUND_TO_OTHER_ACCOUNT,Bạn có muốn tải tiến trình của <name> với <trophies> cúp không?
TID_INFO_POP_UP_IAP_NOTE_TENCENT,"Bạn được chơi Brawl Stars miễn phí, tuy nhiên, bạn có thể đẩy nhanh tiến trình bằng cách mua vật phẩm trong ứng dụng."
TID_MULTIDEVICE_INFO_TENCENT,"Để chơi trên nhiều thiết bị Android, hãy đăng nhập bằng cùng một tài khoản WeChat hoặc QQ."
TID_LINK_SAME_PLATFORM_TITLE_TENCENT,Đồng bộ với tài khoản của bạn
TID_LINK_SAME_PLATFORM_TENCENT,"Để chơi trên nhiều thiết bị, vui lòng đảm bảo rằng bạn đã đăng nhập vào tài khoản WeChat hoặc QQ của mình trong cài đặt của trò chơi.\n\nSau đó, đăng nhập bằng cùng một tài khoản WeChat hoặc QQ trên thiết bị khác. Tiến trình của bạn sẽ được tự động đồng bộ."
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT,Tiến trình hiện tại của bạn đã được liên kết vĩnh viễn vào tài khoản bạn đã dùng để đăng nhập.\n\nVì tiến trình đã tồn tại (Cấp <level> hoặc giao dịch mua đã được thực hiện) nên không ghi đè được nữa.
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT,"Để chơi trên một thiết bị Android khác, hãy tải xuống Brawl Stars từ Tencent Store và đăng nhập bằng cùng một tài khoản WeChat hoặc QQ.\n\nTiến trình của bạn sẽ được tự động đồng bộ."
TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT,Thêm bạn bè Brawl Stars từ hồ sơ người chơi của họ. Bạn bè WeChat hoặc QQ tự động xuất hiện khi bạn đăng nhập.
TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT,"Bạn được chơi Brawl Stars miễn phí, tuy nhiên, bạn có thể đẩy nhanh tiến trình bằng cách mua vật phẩm trong ứng dụng. Nhấn OK để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
TID_POPUP_CONFLICTING_ACCOUNT_TITLE,Tài khoản xung đột
TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT,Tài khoản bạn đang tìm cách đăng nhập vào khác với tài khoản được lưu trữ cục bộ. Chuyển sang tài khoản hiện tại?
TID_BUTTON_CONFLICTING_ACCOUNT_YES,"Có, chuyển sang tài khoản hiện tại."
TID_BUTTON_CONFLICTING_ACCOUNT_NO,"Không, sử dụng tài khoản ban đầu."
TID_TENCENT_AUTH_EXPIRED,"Ủy quyền đã hết hạn, vui lòng đăng nhập lại."
TID_BLOWER,GALE
TID_BLOWER_SHORT_DESC,CHIẾN BINH KIỂM SOÁT
TID_BLOWER_DESC,"Gale là một người thợ siêng năng, không biết mệt mỏi và không bao giờ chịu nghỉ ngơi. Với chiếc máy thổi của mình, ông ta thổi bay kẻ thù bằng một luồng gió và tuyết có phạm vi rộng, trong khi Tuyệt chiêu của ông ta có thể đẩy lui mọi kẻ địch bằng một cơn bão tuyết dữ dội!"
TID_BLOWER_WEAPON,GIÓ LỐC BĂNG GIÁ
TID_BLOWER_WEAPON_DESC,Gale bắn ra một bức tường quả cầu tuyết to lớn về phía kẻ thù!
TID_BLOWER_ULTI,CUỒNG PHONG!
TID_BLOWER_ULTI_DESC,"Gale tạo ra một cơn gió tuyết dữ dội, đẩy lùi mọi kẻ địch cản đường."
TID_SPEC_ABI_BLOWER_1,BÃO TÁP
TID_SPEC_ABI_BLOWER_1_DESC,Tuyệt chiêu của Gale giờ đây sẽ khiến kẻ địch bị choáng trong <c00cc00><VALUE1></c> giây nếu họ bị đẩy lùi vào chướng ngại vật.
TID_SPEC_ABI_BLOWER_2,TUYẾT ĐÓNG BĂNG
TID_SPEC_ABI_BLOWER_2_DESC,Hiện các quả cầu tuyết của Gale cũng sẽ làm chậm bước tiến của đối thủ trong <c00cc00><VALUE1></c> giây.
TID_CONTROLLER,NANI
TID_CONTROLLER_SHORT_DESC,TAY THIỆN XẠ
TID_CONTROLLER_DESC,"Nani yêu quý bạn bè của mình và luôn canh chừng để bảo vệ họ. Cô ấy ngăn chặn các mối đe dọa bằng những phát bắn từ nhiều góc. Đồng thời khi thi triển Tuyệt chiêu, Nani có thể ra lệnh cho Peep phóng vào kẻ thù và phát nổ!"
TID_CONTROLLER_WEAPON,QUẢ CẦU ÁNH SÁNG
TID_CONTROLLER_WEAPON_DESC,Nani bắn 3 quả cầu ánh sáng di chuyển ở các góc khác nhau và hội tụ về phía mục tiêu đã được nhắm.
TID_CONTROLLER_ULTI,ĐIỀU KHIỂN TỪ XA
TID_CONTROLLER_ULTI_DESC,Nani có thể ở từ xa điều khiển Peep lao vào kẻ thù và phát nổ khi tiếp xúc!
TID_SPEC_ABI_CONTROLLER_1,TỰ ĐỘNG TÌM DIỆT
TID_SPEC_ABI_CONTROLLER_1_DESC,Peep gây thêm tối đa <c00cc00><VALUE1></c> sát thương tùy thuộc vào khoảng cách di chuyển của nó.
TID_SPEC_ABI_CONTROLLER_2,CHÂN ĐỒNG VAI SẮT
TID_SPEC_ABI_CONTROLLER_2_DESC,Nani nhận ít hơn <c00cc00><VALUE1>%</c> sát thương trong khi thi triển Tuyệt chiêu.
TID_EDIT_CONTROLS,Chỉnh sửa nút điều khiển
TID_EDIT_SAVE,Lưu
TID_EDIT_MOVEMENT,DI CHUYỂN
TID_EDIT_ATTACK,TẤN CÔNG
TID_EDIT_REVERT,ĐẶT LẠI
TID_EDIT_SCALE,KÍCH CỠ
TID_EDIT_HINT_DRAG,Kéo để thay đổi vị trí của nút điều khiển
TID_EDIT_HINT_PROPS,Dùng thanh cuộn để thay đổi kích cỡ
TID_EDIT_FIXED_JOYSTICK,Đã khóa nút điều khiển di chuyển
TID_YOOZOO_LOGIN_AGREEMENT,Tôi đã đọc và đồng ý với <UA> và <PP>
TID_YOOZOO_LOGIN_UA,Thỏa thuận Người dùng
TID_YOOZOO_LOGIN_PP,Chính sách Quyền riêng tư
TID_YOOZOO_LOGIN_BUTTON,Đăng nhập
TID_YOOZOO_LOGIN_DESC,本网络游戏适合年满12周岁以上的用户使用，\n请您确认已如实进行实名认证。为了您的健康，请合理控制游戏时间。\n健康游戏忠告 抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当\n适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活
TID_SETTINGS_LOGOUT_BUTTON,Đăng xuất
TID_ACCESSORY_BLOWER_TRAMPOLINE,TẤM NHẢY LÒ XO
TID_ACCESSORY_BLOWER_TRAMPOLINE_DESC,"Gale thả một tấm nhảy lò xo dưới chân, phóng cả đồng đội và kẻ địch lên không trung."
TID_ACCESSORY_CONTROLLER_EXPLODE,DI CHUYỂN TỨC THỜI
TID_ACCESSORY_CONTROLLER_EXPLODE_DESC,Nani kích nổ Peep và dịch chuyển đến vị trí cuối cùng của nó.
TID_ACCESSORY_BLOCKED_MISSING_GUIDED_PROJECTILE,Chưa kích hoạt Tuyệt chiêu!
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING,Do bạn vẫn chưa hoàn tất quá trình xác minh tên thật nên bạn phải chịu sự giới hạn của hệ thống chống nghiện game. Bạn còn <MINS> phút chơi game cho ngày hôm nay.
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING,Do chưa đủ tuổi nên bạn phải chịu sự giới hạn của hệ thống chống nghiện game. Bạn còn <MINS> phút chơi game cho ngày hôm nay.
TID_ANTIADDICTION_WARNING_TITLE,Cảnh báo
TID_SETTINGS_SOCIAL_TITLE_YOOZOO,YOOZOO
TID_SETTINGS_SOCIAL_TITLE_TENCENT,XÃ HỘI
TID_SETTINGS_BUTTON_YOOZOO_LOGOUT,Đăng xuất
TID_SETTINGS_BUTTON_QQ_LOGIN,Đăng nhập QQ
TID_SETTINGS_BUTTON_WECHAT_LOGIN,Đăng nhập WeChat
TID_SETTINGS_WECHAT_LOGGED_IN,Đã đăng nhập vào WeChat
TID_SETTINGS_QQ_LOGGED_IN,Đã đăng nhập vào QQ
TID_SETTINGS_BUTTON_WECHAT_LOGOUT,Đăng xuất
TID_SETTINGS_BUTTON_QQ_LOGOUT,Đăng xuất
TID_SETTINGS_WECHAT_NOT_INSTALLED,Bạn chưa cài đặt WeChat
TID_BRAWL_PASS_BUTTON,VÉ BRAWL PASS
TID_ACCESSORY_BLOCKED_INVALID_SPAWN_POSITION,Không thể thả Phụ kiện ở đây!
TID_TENCENT_MULTIPLE_LOGINS,Bạn chỉ có thể đăng nhập vào một tài khoản tại một thời điểm. Vui lòng đăng xuất trước.
TID_TENCENT_CONFIRM_LOG_OUT_TITLE,Đăng xuất
TID_TENCENT_CONFIRM_LOG_OUT,Bạn có muốn đăng xuất khỏi tài khoản hiện tại không?
TID_API_TOKEN_COPIED,ĐÃ SAO CHÉP TOKEN API VÀO BẢNG GHI TẠM
TID_API_TOKEN_COPY,TOKEN API:\n<TOKEN>
TID_API_TOKEN_SHOW,Token API
TID_BOXES_EXTRA_INFO,"Lượt mua Hộp hằng ngày: <AMOUNT>, đã được giới hạn: <MAX>"
TID_BRAWL_BOX_INFO_LIMIT,\n\nĐã thực hiện mua Hộp hằng ngày: <AMOUNT>. Đã giới hạn: <MAX>.
TID_YOOZOO_ORDER_DELIVERY_FAILED,"Nếu bạn mua sản phẩm không thành công, vui lòng liên hệ với bộ phận Trợ giúp và Hỗ trợ để xử lý."
TID_CHINESE_APP_STORE_CONFLICT_MESSAGE,此微信/QQ账号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ账号重新开始游戏，请从游戏内联系Supercell玩家支持团队。
TID_IAP_SC10_1,ƯU ĐÃI MỪNG SINH NHẬT
TID_IAP_SC10_2,ƯU ĐÃI MỪNG SINH NHẬT
TID_IAP_0620,CHÀO THÁNG SÁU!
TID_IAP_0720,CHÀO THÁNG BẢY
TID_IAP_0520C,SIÊU TIẾT KIỆM
TID_IAP_0620C,MỪNG PHÁT HÀNH Ở TRUNG QUỐC
TID_IAP_0620D,MỪNG PHÁT HÀNH Ở TRUNG QUỐC
TID_IAP_MS20_1,ƯU ĐÃI GIỮA MÙA HÈ!
TID_IAP_MS20_2,ƯU ĐÃI GIỮA MÙA HÈ!
TID_IAP_MS20_3,ƯU ĐÃI GIỮA MÙA HÈ!
TID_IAP_COINS_0620,GÓI XU SIÊU TIẾT KIỆM
TID_HOMEPAGE_GUIDE_START_BATTLE_1,Nhấn vào đây để bắt đầu Trận chiến!
TID_HOMEPAGE_GUIDE_COLLECT_TR_1,Bạn đã đạt được phần thưởng Cột mốc cúp!\nNhấn để THU THẬP.
TID_HOMEPAGE_GUIDE_UPGRADE_SHELLY_1,Hãy cùng tìm hiểu về cách nâng cấp Chiến binh Brawl.\nNhấn vào đây để bắt đầu!
TID_HOMEPAGE_GUIDE_COLLECT_TR_2,Bạn đã mở khóa một Chiến binh Brawl mới!\nNhấn vào đây để THU THẬP.
TID_HOMEPAGE_GUIDE_START_SELECT_NITA,"Bây giờ, bạn chọn Chiến binh Brawl mới bằng cách nhấn vào đây!"
TID_HOMEPAGE_GUIDE_START_BRAWL_PASS,Một Bậc Vé Brawl Pass đã được mở khóa! Nhấn vào đây để THU THẬP phần thưởng!
TID_HOMEPAGE_GUIDE_START_BATTLE_2,"Bây giờ, hãy thử nâng cấp với một Trận chiến khác!"
TID_HOMEPAGE_GUIDE_SHOP_FREE,Bạn có một vật phẩm MIỄN PHÍ trong Cửa hàng.\nNhấn vào đây để vào và THU THẬP ngay!
TID_HOMEPAGE_GUIDE_ESPORTS_NEW,Đã mở khóa một giải đấu mới!\nNhấn vào đây để xem thông tin sự kiện!
TID_SKIN_INFO_CAMPAIGN_8_NOT_AVAILABLE,Trang phục này sẽ sớm được chuyển đến Kho lưu trữ!
TID_SKIN_INFO_CAMPAIGN_9_NOT_AVAILABLE,Trang phục trong Kho lưu trữ - không nằm trong quá trình luân phiên trang phục thông thường!
TID_SKIN_INFO_CAMPAIGN_10_NOT_AVAILABLE,Supercell tròn 10 tuổi
TID_SKIN_INFO_CAMPAIGN_11_NOT_AVAILABLE,Vé Brawl Pass
TID_SKIN_INFO_CAMPAIGN_12_NOT_AVAILABLE,Chào mừng Trung Quốc!
TID_HOMEPAGE_GUIDE_NEW_EVENT,Đã mở khóa Sự kiện mới!
TID_HOMEPAGE_GUIDE_NEW_BRAWLER,Đã mở khóa Chiến binh Brawl mới!
TID_HOMEPAGE_GUIDE_QUESTS_UNLOCKED,Đã mở khóa Nhiệm vụ!
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKABLE,Đã mở khóa Câu lạc bộ!
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKED,Tìm Câu lạc bộ tại đây!
TID_HOMEPAGE_GUIDE_FIRST_MASTERY_REWARD,Bạn đã mở khóa một Thứ hạng thành thạo cho <HERO>. Hãy nhận phần thưởng!
TID_BRAWL_PASS_SEASON_0,KHU CHỢ CỦA TARA
TID_BRAWL_PASS_TAB_REWARDS,PHẦN THƯỞNG
TID_BRAWL_PASS_TAB_QUESTS,NHIỆM VỤ
TID_BRAWL_PASS_TAB_PAST_REWARDS,MÙA GIẢI TRƯỚC
TID_BRAWL_PASS_PREMIUM,VÉ BRAWL PASS
TID_BRAWL_PASS_FREE,MIỄN PHÍ
TID_BRAWL_PASS_BUY,KÍCH HOẠT
TID_BRAWL_PASS_UNLOCK_ITEM_AT_TIER,MỞ KHÓA <ITEM> Ở BẬC <NUM>
TID_BRAWL_PASS_SEASON_HEADER,MÙA GIẢI BRAWL PASS
TID_QUEST_NEW_BATCH_IN,Nhiệm vụ mới sẽ mở khóa sau:
TID_QUEST_NEW_DAILY_IN,Nhiệm vụ hằng ngày sẽ làm mới sau:
TID_BRAWL_PASS_OLD_BOXES_BUTTON,MỞ HỘP CŨ
TID_BRAWL_PASS_TIER_INFO,Kiếm Thẻ để mở khóa Bậc này. Bạn có thể kiếm thẻ từ các Trận chiến và hoàn thành Nhiệm vụ.
TID_BRAWL_PASS_TIER_SHORTCUT,BẬC <NUM>: <REWARD>
TID_BRAWL_PASS_TAIL_TITLE,Phần thưởng thêm!
TID_BRAWL_PASS_TAIL_INFO,"Khi hoàn tất Vé Brawl Pass, bạn sẽ kiếm được một Hộp lớn với mỗi <NUM> thẻ!"
TID_BRAWL_PASS_TAIL_INFO_NEW,"Khi hoàn tất Vé Brawl Pass, bạn sẽ kiếm được thêm phần thưởng với mỗi <NUM> thẻ!"
TID_BRAWL_PASS_PURCHASE_OR,HOẶC
TID_EMOTES_POPUP_TITLE,HUY HIỆU
TID_EMOTES_POPUP_TEXT,Chọn huy hiệu để sử dụng trong Trận chiến.
TID_SPRAYS_POPUP_TITLE,SƠN XỊT
TID_SPRAYS_POPUP_TEXT,Chọn sơn xịt để sử dụng trong trận chiến.
TID_BRAWL_PASS_INFO_TITLE_0,VÉ BRAWL PASS BAO GỒM
TID_EVIL_GENE_SKIN,THẦN ĐÈN HẮC ÁM
TID_EVIL_GENE_SKIN_SHOP,THẦN ĐÈN\nHẮC ÁM
TID_ROGUE_MORTIS_SKIN,MORTIS GIAN XẢO
TID_ROGUE_MORTIS_SKIN_SHOP,MORTIS\nGIAN XẢO
TID_GUARD_RICO_SKIN,RICO HỘ VỆ
TID_GUARD_RICO_SKIN_SHOP,RICO\nHỘ VỆ
TID_MERCHANT_GALE_SKIN,GALE THƯƠNG GIA
TID_MERCHANT_GALE_SKIN_SHOP,GALE\nTHƯƠNG GIA
TID_RED_DRAGON_JESSIE_SKIN,JESSIE RỒNG ĐỎ
TID_RED_DRAGON_JESSIE_SKIN_SHOP,JESSIE\nRỒNG ĐỎ
TID_BARBARIAN_KING_BULL_SKIN,BULL MAN DI VƯƠNG
TID_BARBARIAN_KING_BULL_SKIN_SHOP,BULL\nMAN DI VƯƠNG
TID_HOLIDAY_PAM_SKIN,PAM MÙA HÈ
TID_HOLIDAY_PAM_SKIN_SHOP,PAM\nMÙA HÈ
TID_TROPICAL_SPROUT_SKIN,RÔ BỐT RAU MẦM NHIỆT ĐỚI
TID_TROPICAL_SPROUT_SKIN_SHOP,RÔ BỐT RAU MẦM\nNHIỆT ĐỚI
TID_CONSTRUCTOR_JACKY_SKIN,JACKY KỸ SƯ XÂY DỰNG
TID_CONSTRUCTOR_JACKY_SKIN_SHOP,JACKY\nKỸ SƯ XÂY DỰNG
TID_NOTIFICATION_BP_SEASON_STARTED,MÙA GIẢI BRAWL PASS mới đã bắt đầu!
TID_NOTIFICATION_BP_SEASON_ENDING,MÙA GIẢI BRAWL PASS sắp kết thúc. Bạn vẫn có thể mở khóa thêm nhiều phần thưởng nữa đấy!
TID_NOTIFICATION_QUEST_REFRESH,Bạn có Nhiệm vụ mới!
TID_EMOTE_DROP_CHANCE_INFO,Gói Huy hiệu này có chứa <NUM> Huy hiệu Thường và một Huy hiệu Đặc biệt. Huy hiệu Đặc biệt có thể thuộc loại Hiếm hoặc Quý hiếm với xác suất như sau:\n\nHuy hiệu Hiếm: <Rare>%\nHuy hiệu Quý hiếm: <Epic>%
TID_EMOTE_DROP_CHANCE_INFO_2,"Gói Huy hiệu này chứa <NUM> Huy hiệu Thường và một Huy hiệu Đặc biệt. Huy hiệu Đặc biệt có thể thuộc loại Hiếm, Quý hiếm hoặc Huyền thoại với xác suất như sau:\n\nHuy hiệu Hiếm: <Rare>%\nHuy hiệu Quý hiếm: <Epic>%\nHuy hiệu Huyền thoại: <LEGENDARY>%"
TID_ROBO_WARS_15,Nhà máy đóng thùng
TID_ROBO_WARS_16,Hàng rào bao quanh
TID_ROBO_WARS_17,Cành ô liu
TID_WANTED_27,Sóng nhiệt
TID_WANTED_28,Mạng nhện
TID_BANKHEIST_27,Tắc đường
TID_BANKHEIST_28,Ngã tư đường
TID_EMOTE_RARITY_NAME_0,Thường
TID_EMOTE_RARITY_NAME_1,Hiếm
TID_EMOTE_RARITY_NAME_2,Quý hiếm
TID_EMOTE_RARITY_NAME_3,Huyền thoại
TID_EMOTE_RARITY_NAME_4,Nhà sưu tầm
TID_ZONE_CAPTURED_OPPONENT,Kẻ địch đã chiếm giữ Cấm Địa!
TID_ZONE_CAPTURED_OPPONENT_GAME_OVER,Kẻ địch đã chiếm giữ Cấm Địa!\nTrận đấu kết thúc
TID_ZONE_CAPTURED,Đội của bạn đã chiếm giữ Cấm Địa!
TID_ZONE_CAPTURED_GAME_OVER,Đội của bạn đã chiếm giữ Cấm Địa!\nTrận đấu kết thúc
TID_BRAWL_PASS_NEW_SEASON,MÙA GIẢI MỚI!
TID_BRAWL_PASS_UNLOCK_PASS,Mua VÉ BRAWL PASS để mở khóa các phần thường cao cấp!
TID_BRAWL_PASS_GET_MORE_POINTS,Hãy kiếm thêm Thẻ để mở khóa bậc này!
TID_RANK_GET_MORE_TROPHIES,Hãy kiếm thêm Cúp để mở khóa phần thưởng này!
TID_RANK_COLLECT_PREVIOUS_REWARD,Bạn cần phải thu thập phần thưởng trước đó trước!
TID_BRAWL_PASS_GET_MORE_POINTS_TAIL,Kiếm thêm Thẻ để nhận THÊM phần thưởng!
TID_BRAWL_PASS_SEASON,MÙA GIẢI VÉ BRAWL PASS:
TID_IAP_0520G,CÀNG NHIỀU NGỌC CÀNG TỐT!
TID_EMOTE_BUNDLE_1,BỘ HUY HIỆU GALE THƯƠNG GIA
TID_GOLDRUSH_47,Ngọc bí ẩn
TID_GOLDRUSH_48,Đồ trang trí Phương Đông
TID_GOLDRUSH_49,Kim cương thô
TID_GOLDRUSH_50,Thiên đường của kẻ móc túi
TID_GOLDRUSH_51,Cuộc phiêu lưu của Ngọc lục bảo
TID_GOLDRUSH_52,Thảm và Hồng ngọc
TID_GOLDRUSH_53,Khu chợ kỳ quái
TID_QUESTS_NEXT_BATCH_IN,Nhiệm vụ mới sau: <time>
TID_QUESTS_THIS_BATCH_IN,Bắt đầu sau <time>
TID_QUESTS_BATCH_EXPIRES_IN,KẾT THÚC SAU <time>
TID_QUESTS_DAILY_REFRESH_IN,LÀM MỚI SAU <time>
TID_BRAWL_PASS_SEASON_END_TITLE,MÙA GIẢI KẾT THÚC SAU
TID_QUESTS_DAILY,NHIỆM VỤ MỖI NGÀY
TID_QUESTS_SEASON,NHIỆM VỤ MÙA GIẢI
TID_QUESTS_SPECIAL,NHIỆM VỤ SỰ KIỆN ĐẶC BIỆT
TID_QUESTS_CHRONOS,NHIỆM VỤ ĐẶC BIỆT
TID_QUESTS_LVL,CẤP: <NUM>
TID_CONTEXT_MENU_INVITE_ONLINE,MỜI TRỰC TUYẾN
TID_CONTEXT_MENU_INVITE_TO_TEAM,MỜI VÀO ĐỘI
TID_TENCENT_INVITE_TO_TEAM_TITLE,MỜI VÀO ĐỘI
TID_TENCENT_INVITE_TO_TEAM,Bạn có muốn mời <c<COLOR>><NAME></c> chơi trong đội của mình không?
TID_TENCENT_INVITE_FRIENDS,MỜI BẠN BÈ
TID_TENCENT_INVITE_WECHAT_FRIENDS,MỜI BẠN BÈ WECHAT
TID_TENCENT_INVITE_QQ_FRIENDS,MỜI BẠN BÈ QQ
TID_REGION_CHINA,Trung Quốc
TID_QUALIFIED_TITLE_CHINA,线上资格赛已解锁！
TID_QUALIFIED_INFO_CHINA,您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！
TID_CHINA_REAL_NAME_REGULATION,Đã đăng ký bằng tên thật
TID_CHINA_LOGIN_DESC,本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。沪网文【2018】8544-517号、新出网证（沪）字33号 著作权人：SUPERCELL OY 出版单位：上海游族信息技术有限公司 运营单位：上海游族信息技术有限公司 国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0
TID_POWER_LEVELER,SURGE
TID_POWER_LEVELER_SHORT_DESC,KẺ GÂY SÁT THƯƠNG
TID_POWER_LEVELER_DESC,Cậu ta là một Hộ vệ và rất thích tiệc tùng. Surge tấn công kẻ thù bằng luồng nước tăng lực và luồng nước này sẽ phân ra làm 2 khi trúng mục tiêu. Tuyệt chiêu của cậu ta sẽ nâng cấp các thông số của cậu ta trong 3 giai đoạn và cũng mang lại cho cậu ta một diện mạo cực ngầu!
TID_POWER_LEVELER_WEAPON,NƯỚC ÉP CÔNG LÝ
TID_POWER_LEVELER_WEAPON_DESC,Bắn ra một luồng Nước ép hoa quả và luồng nước này sẽ phân làm hai khi trúng kẻ địch.
TID_POWER_LEVELER_ULTI,THỦ THUẬT TIỆC TÙNG
TID_POWER_LEVELER_ULTI_DESC,"Với mỗi Tuyệt chiêu, Surge sẽ được nâng cấp (TỐI ĐA LÀ 3). Các nâng cấp sẽ biến mất khi Surge bị đánh bại.\n\nGIAI ĐOẠN 1: cường hóa tốc độ di chuyển\nGIAI ĐOẠN 2: tăng tầm vũ khí\nGIAI ĐOẠN 3: đòn tấn công chính phân ra làm 6 (thay vì 2)"
TID_SPEC_ABI_POWER_LEVELER_1,HIỆU QUẢ TỐI ĐA!
TID_SPEC_ABI_POWER_LEVELER_1_DESC,Hiện đòn tấn công chính của Surge sẽ tách ra khi trúng tường.
TID_SPEC_ABI_POWER_LEVELER_2,PHỤC VỤ VỚI ĐÁ LẠNH
TID_SPEC_ABI_POWER_LEVELER_2_DESC,Surge giữ nâng cấp Tuyệt chiêu GIAI ĐOẠN 1 của cậu ta trong suốt trận đấu.
TID_ACCESSORY_POWER_LEVELER_BLINK,SIÊU NHÂN SURGE
TID_ACCESSORY_POWER_LEVELER_BLINK_DESC,"Khi các mạch điện của Surge bị nạp quá tải, cậu ta sẽ dịch chuyển về phía trước một khoảng cách ngắn."
TID_FRIEND_INVITE_POST_SHARE_TITLE,Hãy chơi cùng nhau nào!
TID_YOOZOO_TERMS_CHECK_REQUIRED,"Để đảm bảo quyền riêng tư và bảo mật cá nhân của bạn,\nvui lòng đọc và chấp nhận thỏa thuận người dùng và chính sách quyền riêng tư trước."
TID_POPUP_BRAWLTV_TEXT_CN,Xem những game thủ hàng đầu chơi Brawl Stars!
TID_PRO_LEAGUE_INFO_POPUP_RANK_INFO_CN,跻身排行榜前列\n可获得的额外奖励
TID_PRO_LEAGUE_POPUP_INFO_CN,在星徽竞技场中证明自己的实力！每天可参加3场星徽竞技场对战，在赛季排行榜上冲击更高排名。赛季结束后，您将根据自己的积分和在排行榜上的排名获得星光点数奖励。
TID_QUALIFIED_INFO_CN,您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！
TID_GAME_MODE_18,BẢO VỆ SIÊU ĐÔ THỊ
TID_GAME_MODE_18_DESC,"Bạn có thể tiêu diệu Siêu Quái thú và bảo vệ Thành phố không? Hãy gia nhập lực lượng cùng với 2 đồng đội để hạ gục Siêu Quái thú. Bạn có thể quay trở lại cuộc chiến nếu có ít nhất 1 đồng đội của bạn vẫn còn sống sót. Nếu mọi người đều bị tiêu diệt HOẶC tất cả các công trình đều bị phá hủy, thì trận đấu sẽ kết thúc!\n\nĐộ khó sẽ tăng lên trong Thử thách, từ Bình tường cho đến Điên cuồng, mỗi lần bạn hạ gục được Siêu Quái thú."
TID_TENCENT_TEAM_INVITED_FAILED_901203,Không thể mời. Đã đạt giới hạn mời!
TID_TENCENT_TEAM_INVITED_FAILED_901204,Không thể mời. Người nhận đã đạt giới hạn nhận lời mời!
TID_TENCENT_TEAM_INVITED_FAILED_901205,Không thể mời. Bạn chỉ có thể gửi một tin nhắn đến một người bạn mỗi ngày!
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS_TOWN_CRUSHER,3 game thủ vs SIÊU QUÁI THÚ
TID_BUILDINGS_LEFT,Công trình còn lại: <num>
TID_ONLINE_FRIENDS_POPUP_CODE_TITLE,LẬP ĐỘI!
TID_TEAM_INVITE_BUTTON_LABEL_SHORT,LỜI MỜI VÀO ĐỘI
TID_CLAN_INTRO_INVITE_SHORT,MỜI
