Name,FileName,StartFrame,EndFrame,FaceFreezeFrame,Speed,TransitionInMs,TransitionOutMs,AutoFadeMs,Looping,Priority
BullGuyHairProfile,bull_viking_win.scw,91,91,,,,,,true,
TurretRedDragonIdle,turret_jessie_red_dragon_idle.scw,,-1,,,,,,true,
TurretRedDragon,turret_jessie_red_dragon_geo.scw,,10,,,,,,,
TurretRedDragonAttack,turret_jessie_red_dragon_attack.scw,,-1,,80,,,1,,4
TurretRedDragonSpawn,turret_jessie_red_dragon_spawn.scw,,-1,,,,,1,,3
8bitIdle,8bit_idle.scw,1,29,,,100,100,,true,
8BitWalk,8bit_walk.scw,1,20,,,100,100,,true,1
8bitAttack,8bit_attack.scw,1,5,,,50,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
8bitRecoil,8bit_attack.scw,5,-1,,,,,250,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
8bitReload,8bit_reload.scw,,13,,,,,150,,hips_s#1+L_upperLeg_s#0+R_upperLeg_s#0+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4+R_clavicle_s#0+R_shoulder_s#0+R_elbow_s#0
8bitPushback,8bit_pushback.scw,,-1,,,50,100,200,,
8bitWin,8bit_win.scw,1,70,,,,,,,
8bitWinloop,8bit_win.scw,71,99,,,,,,true,
8bitProfile,8bit_base_cam.scw,1,1,,,,,,true,
8bitLose,8bit_lose.scw,1,99,,,,,,,
8bitLoseloop,8bit_lose.scw,100,139,,,,,,true,
8bitTurretIdle,8bit_turret_idle.scw,,-1,,,,,,true,
8bitTurretSpawn,8bit_turret_spawn.scw,,-1,,,,,,true,
FrankReloading,frank_idle.scw,,6,,,,,50,,
SandyIdle,sandy_idle.scw,1,128,,,500,500,,true,5
LouchadorRudoPortrait,primo_elrudo_portrait.scw,1,1,,,,,,true,
SandyWalk,sandy_walk.scw,1,20,,,500,500,,true,1
SandyAttack,sandy_attack.scw,,5,,,,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SandyRecoil,sandy_attack.scw,,20,,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SandyReload,sandy_idle.scw,,10,,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorRudoWin,primo_elrudo_win.scw,,117,,,,,,,
SandyWin,sandy_win.scw,1,192,,,,,,,
SandyWinloop,sandy_win.scw,193,320,,,,,,true,1
LuchadorReyWin,primo_rey_win.scw,,153,,,,,,,5
LuchadorReyWinloop,primo_rey_win.scw,154,198,,,,,,true,1
LuchadorRudoWinloop,primo_elrudo_win.scw,118,-1,,,,,,true,
LuchadorReyIdle,primo_rey_idle.scw,1,49,,,200,200,,true,
LuchadorReyWalk,primo_rey_walk.scw,1,-1,,,150,150,,true,1
LuchadorReyPrimary,primo_rey_attack.scw,,5,,,1,100,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorReyRecoil,primo_rey_attack.scw,5,12,,,,,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorReyRecoil2,primo_rey_attack.scw,16,24,,,,,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorReySecondary,primo_rey_super.scw,,-1,,,100,100,,,
SandyLose,sandy_win.scw,193,320,,,,,,,
SandyPushBack,sandy_pushback.scw,,10,,,100,100,100,,
LuchadorReyLose,primo_rey_lose.scw,1,41,,,,,200,,5
LuchadorReyLoseloop,primo_rey_lose.scw,42,-1,,,,,,true,1
SandyProfile,sandy_win.scw,220,220,,,,,,true,1
TntDudeMechaProfile,dynamike_mecha_idle.scw,,,,,,,,,
EmzIdle,emz_idle.scw,,-1,,,100,100,,true,
EmzWalk,emz_walk.scw,,29,,,100,100,,true,1
EmzPrimary,emz_attack.scw,2,6,,,,,,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
EmzRecoil,emz_attack.scw,7,22,,,50,,100,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
EmzReload,emz_reload.scw,,-1,,,,,100,,hips_s#1+L_upperLeg_s#0+R_upperLeg_s#0+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4+R_clavicle_s#0+R_shoulder_s#0+R_elbow_s#0
EmzPushback,emz_pushback.scw,,-1,,,100,100,100,,
EmzSecondary,emz_idle.scw,,,,,,,,,
EmzSecondaryRecoil,emz_idle.scw,,,,,,,,,
EmzWin,emz_win.scw,,171,,,,,,,
EmzWinloop,emz_win.scw,172,231,,,,,,true,
EmzLose,emz_lose.scw,,50,,,,,,,
EmzLoseloop,emz_lose.scw,50,50,,,,,,,
EmzProfile,emz_win.scw,77,77,,,,,,,
EmzIntro,emz_intro_pose.scw,,,,,,,,true,
ShellyWitchIdle,shelly_witch_idle.scw,,-1,,,100,100,,true,
ShellyWitchWalk,shelly_witch_walk.scw,1,30,,,100,100,,true,1
ShellyWitchPrimarySkill,shelly_witch_attack.scw,1,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
ShellyWitchSecondarySkill,shelly_witch_attack.scw,-1,-1,,,,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
ShellyWitchRecoil,shelly_witch_attack.scw,6,20,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
ShellyWitchReload,shelly_witch_reload.scw,1,30,,,,,100,,hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4
ShellyWitchHappy,shelly_witch_win.scw,,180,,,,,,,
ShellyWitchHappyLoop,shelly_witch_win.scw,181,220,,,,,,true,
ShellyWitchLose,shelly_witch_lose.scw,1,50,,,,,,,
ShellyWitchLoseloop,shelly_witch_lose.scw,50,130,,,,,,true,
ShellyWitchProfile,shelly_witch_win.scw,200,200,,,,,,true,
JunkerKnightDarkIdle,jessie_knightdark_idle.scw,1,29,,,100,100,,true,
JunkerKnightDarkPrimary,jessie_knight_attack.scw,1,5,,,,,1,,spine_lower_s#3
JunkerKnightDarkUltiAttack,jessie_knightdark_idle.scw,1,29,,,200,200,10,,5
JunkerKnightDarkRecoil,jessie_knight_attack.scw,5,15,,,25,,100,,spine_lower_s#4
JunkerKnightDarkUltiRecoil,jessie_knightdark_idle.scw,1,29,,,200,200,100,,5
JunkerKnightDarkReload,jessie_knightdark_idle.scw,1,29,,,200,200,200,,ChestBone#2
JunkerKnightDarkPushback,jessie_knight_pushback.scw,-1,-1,,,100,100,100,,5
JunkerKnightDarkWin,jessie_knightdark_win.scw,1,100,,,,,,,
JunkerKnightDarkWinloop,jessie_knightdark_win.scw,100,130,,,,,,true,
JunkerKnightDarkBattleWin,jessie_knightdark_battlewin.scw,1,107,,,,,,,
JunkerKnightDarkBattleWinloop,jessie_knightdark_battlewin.scw,107,139,,,,,,true,
JunkerKnightDarkLose,jessie_knight_lose.scw,1,56,,,,,,,
JunkerKnightDarkLoseloop,jessie_knight_lose.scw,56,70,,,,,,true,
JunkerKnightDarkPortrait,jessie_knightdark_idle.scw,1,1,,,,,,,
LeonWolfWin,leon_wolf_win.scw,,145,,,,,,,
LeonWolfIdle,leon_wolf_idle.scw,,29,,,100,100,,true,
LeonWolfWalk,leon_wolf_walk.scw,,29,,150,100,100,,true,1
LeonWolfHappyLoop,leon_wolf_win.scw,146,-1,,,,,,true,
LeonWolfAttack,leon_wolf_attack.scw,1,3,,,,,10,,spine_lower_s#4
LeonWolfSecondary,leon_wolf_idle.scw,1,20,,,,,10,,spine_lower_s#4
LeonWolfRecoil,leon_wolf_attack.scw,3,7,,,,,10,,spine_lower_s#4
LeonWolfRecoil2,leon_wolf_attack.scw,7,11,,,,,10,,spine_lower_s#4
LeonWolfReload,leon_wolf_idle.scw,,10,,,100,100,100,,ChestBone#2
LeonWolfPushBack,leon_wolf_pushback.scw,1,10,,,100,100,100,,5
LeonWolfLose,leon_wolf_lose.scw,,-1,,,,,,,
LeonWolfLoseLoop,leon_wolf_lose.scw,39,-1,,,,,,true,
LeonWolfProfile,leon_wolf_portrait.scw,,10,,,,,,true,
LuchadorBrownIdle,primo_brown_idle.scw,1,49,,,200,200,,true,
LuchadorBrownWalk,primo_brown_walk.scw,1,-1,,,150,150,,true,1
LuchadorBrownPrimary,primo_brown_attack.scw,,5,,,50,50,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorBrownRecoil1,primo_brown_attack.scw,5,12,,,50,50,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorBrownRecoil2,primo_brown_attack.scw,17,24,,,50,50,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorBrownPushback,primo_brown_pushback.scw,,10,,,50,100,100,,5
LuchadorBrownSecondary,primo_brown_super.scw,,-1,,,100,100,,,5
LuchadorBrownWin,primo_brown_win.scw,,98,,,,,,,
LuchadorBrownWinloop,primo_brown_win.scw,99,159,,,,,,true,
LuchadorBrownLose,primo_brown_lose.scw,,44,,,,,,,
LuchadorBrownLoseloop,primo_brown_lose.scw,45,143,,,,,,true,
LuchadorBrownGadgetFlipPrimary,primo_brown_gadget_flip_attack.scw,1,6,,,,,1,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorBrownGadgetFlipRecoil1,primo_brown_gadget_flip_attack.scw,6,20,,,,,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LeonSallyWin,leon_sally_win.scw,1,84,,,,,,,5
LeonSallyWinloop,leon_sally_win.scw,84,-1,,,,,,true,1
LuchadorBrownProfile,primo_brown_portrait.scw,,-1,,,,,,true,
CarlHotrodProfile,carl_hotrod_cam.scw,,-1,,,,,,true,
GenePirateIdle,gene_pirate_anim_idle.scw,,79,,,100,100,,true,
GenePirateWalk,gene_pirate_anim_walk.scw,1,29,,120,100,100,,true,1
GenePirateAttack,gene_pirate_anim_attack.scw,1,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
GenePirateAttackRecoil,gene_pirate_anim_attack.scw,5,20,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
GenePirateSecondary,gene_pirate_anim_super.scw,1,30,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
GenePirateSecondaryRecoil,gene_pirate_anim_super.scw,1,30,,,100,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
GenePirateReload,gene_pirate_anim_reload.scw,1,25,,,100,200,200,,spine_lower_s#2
GenePirateWin,gene_pirate_anim_win.scw,1,119,,,,,,,
GenePirateWinloop,gene_pirate_anim_win.scw,120,204,,,,,,true,
GenePirateLose,gene_pirate_anim_lose.scw,,129,,,100,,,,
GenePirateLoseloop,gene_pirate_anim_lose.scw,130,224,,,,,,true,
TntDudeSantaRopeLoop,dynamike_santa_rope_loop.scw,-1,-1,,,,,,true,1
CarlPirateIdle,carl_pirate_idle.scw,,111,,,200,200,,true,
CarlPirateWalk,carl_pirate_walk.scw,,62,,,200,200,,true,1
CarlPirateAttack,carl_pirate_attack.scw,2,6,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
CarlPirateAttackRecoil,carl_pirate_attack.scw,7,-1,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
CarlPirateSecondary,carl_pirate_super.scw,1,59,,,200,200,200,true,5
CarlPirateSecondaryRecoil,carl_pirate_super.scw,1,59,,,,,,true,5
CarlPirateReload,carl_pirate_reload.scw,1,15,,,100,100,100,,5
CarlPiratePushback,carl_pirate_pushback.scw,,-1,,,50,200,100,,5
CarlPirateWin,carl_pirate_win.scw,,100,,,,,,,
CarlPirateWinloop,carl_pirate_win.scw,101,200,,,,,,true,
CarlPirateLose,carl_pirate_lose.scw,,113,,,,,,,
CarlPirateLoseloop,carl_pirate_lose.scw,114,175,,,,,,true,
CarlPirateProfile,carl_pirate_idle.scw,30,30,,,,,,true,
BeaIdle,bea_idle.scw,,-1,,,100,100,,true,
BeaWalk,bea_walk.scw,1,26,,,100,100,,true,1
BeaAttack,bea_attack.scw,,4,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BeaRecoil,bea_attack.scw,5,20,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BeaReload,bea_reload.scw,,20,,,100,100,100,,spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2
BeaPushback,bea_pushback.scw,,-1,,,25,100,200,,5
BeaIntro,bea_intro_pose.scw,,,,,,,,,
GunslingerPirateWin,colt_pirate_win.scw,,58,,,,,,,
GunslingerPirateWinloop,colt_pirate_win.scw,59,-1,,,,,,true,
BeaWin,bea_win.scw,,120,,,,,,,5
BeaWinloop,bea_win.scw,121,-1,,,,,,true,1
BeaPortrait,bea_portrait.scw,,,,,,,,,
MaxIdle,max_idle.scw,1,30,,,50,50,,true,
MaxWalk,max_walk.scw,1,20,,,50,50,,true,1
MaxPrimary,max_attack.scw,,4,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MaxRecoil,max_attack.scw,5,21,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MaxSecondary,max_super.scw,,,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MaxSecondaryRecoil,max_super.scw,,-1,,,50,50,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BeeSmallIdle,bee_small_idle.scw,-1,-1,,,,,,true,
BeeBigIdle,bee_big_idle.scw,-1,-1,,,,,,true,
BeeSmallReload,bee_small_reload.scw,1,-1,,,,,200,,5
BeeBigReload,bee_big_reload.scw,1,13,,,,,200,,5
PocoPirateIdle,poco_pirate_idle.scw,,-1,,,100,100,,true,
PocoPirateWalk,poco_pirate_walk.scw,,-1,,,100,100,,true,1
PocoPirateHappy,poco_pirate_win.scw,,30,,,,,,,
PocoPirateHappyLoop,poco_pirate_win.scw,30,-1,,,,,,true,
PocoPirateProfile,poco_pirate_idle.scw,20,20,,,,,,,
GunslingerPirateIdle,colt_pirate_idle.scw,,-1,,,100,100,,true,
GunslingerPirateWalk,colt_pirate_walk.scw,,-1,,125,100,100,,true,1
GunslingerPirateLose,colt_pirate_lose.scw,,67,,,,,,,
GunslingerPirateLoseloop,colt_pirate_lose.scw,68,-1,,,,,,true,
GunslingerPirateProfile,colt_pirate_idle.scw,90,90,,,,,,,
MaxWin,max_win.scw,,152,,,,,,,5
MaxWinloop,max_win.scw,153,181,,,,,,true,1
BeaLose,bea_lose.scw,,21,,,,,,,
BeaLoseloop,bea_lose.scw,22,-1,,,,,,true,
MaxLose,max_lose.scw,1,70,,,,,,,
MaxLoseloop,max_lose.scw,71,100,,,,,,true,
MaxPortrait,max_portrait.scw,,-1,,,,,,true,
MaxReload,max_reload.scw,3,20,,,100,100,100,,spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2
MaxPushback,max_pushback.scw,,10,,,50,100,50,,
GunslingerPirateReload,colt_pirate_idle.scw,,10,,,,,100,,
PocoPirateLose,poco_pirate_lose.scw,,15,,,,,,,
PocoPirateLoseloop,poco_pirate_lose.scw,15,-1,,,,,,true,
GunslingerPiratePrimary,colt_pirate_attack.scw,,-1,,,100,200,100,,spine_lower_s#3
GunslingerPirateRecoil,colt_pirate_recoil1.scw,1,10,,,100,100,200,,spine_lower_s#4
GunslingerPirateRecoil2,colt_pirate_recoil2.scw,1,10,,,100,100,200,,spine_lower_s#4
GunslingerPiratePushBack,colt_pirate_pushback.scw,,-1,,,100,100,100,,5
8bitVirusIdle,8bit_virus_idle.scw,1,29,,,100,100,,true,
8BitVirusWalk,8bit_virus_walk.scw,1,20,,110,100,100,,true,1
8bitVirusAttack,8bit_virus_attack.scw,1,5,,,50,,,,hips_s#4+L_front_leg_01_s#0+R_front_leg_01_s#0+L_back_leg_01_s#0+R_back_leg_01_s#0
8bitVirusRecoil,8bit_virus_attack.scw,5,-1,,,,,250,,hips_s#5+L_front_leg_01_s#0+R_front_leg_01_s#0+L_back_leg_01_s#0+R_back_leg_01_s#0
8bitVirusReload,8bit_virus_reload.scw,,13,,,,,150,,hips_s#1+L_front_leg_01_s#0+R_front_leg_01_s#0+L_back_leg_01_s#0+R_back_leg_01_s#0+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4+R_clavicle_s#0+R_shoulder_s#0+R_elbow_s#0
8bitVirusPushback,8bit_pushback.scw,,-1,,,50,100,200,,
8bitVirusWin,8bit_virus_win.scw,1,127,,,,,,,
8bitVirusWinloop,8bit_virus_win.scw,128,157,,,,,,true,
8bitVirusLose,8bit_virus_lose.scw,1,99,,,,,,,
8bitVirusLoseloop,8bit_virus_lose.scw,100,139,,,,,,true,
BibiGamerIdle,bibi_gamer_idle.scw,1,29,,,100,100,,true,
BibiGamerWalk,bibi_gamer_walk.scw,1,29,,,120,200,,true,1
BibiGamerPrimary,bibi_gamer_attack.scw,1,51,,,100,100,100,,R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerSecondary,bibi_gamer_attack.scw,1,51,,,100,100,100,,R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerRecoil,bibi_gamer_attack.scw,22,51,,,1,100,100,,R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerPushback,bibi_gamer_pushback.scw,,-1,,,100,100,100,,5
BibiGamerRecoil2,bibi_gamer_attack.scw,17,51,,,100,100,100,,R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerWin,bibi_gamer_win.scw,1,189,,,100,,,,5
BibiGamerWinloop,bibi_gamer_win.scw,190,238,,,,,,true,1
BibiGamerLose,bibi_gamer_lose.scw,1,29,,,,,,,5
BibiGamerLoseloop,bibi_gamer_lose.scw,30,89,,,,,,true,1
BibiGamerProfile,bibi_gamer_portrait.scw,1,10,,,,,,true,5
TaraStreetninjaIdle,tara_streetninja_idle.scw,1,28,,,200,,,true,5
TaraStreetninjaWalk,tara_streetninja_walk.scw,1,20,,80,200,,200,true,1
TaraStreetninjaPrimary,tara_streetninja_attack.scw,1,4,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaRecoil,tara_streetninja_attack.scw,4,20,,,,,200,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaReload,tara_streetninja_idle.scw,1,12,,,,,50,,
TaraStreetninjaSecondary,tara_streetninja_ult.scw,1,4,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaSecondaryRecoil,tara_streetninja_ult.scw,4,22,,,,,200,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaWin,tara_streetninja_win.scw,1,34,,,,,,,5
TaraStreetninjaWinloop,tara_streetninja_win.scw,35,70,,,,,,true,1
TaraStreetninjaLose,tara_streetninja_lose.scw,1,97,,,,,,,
TaraStreetninjaLoseloop,tara_streetninja_lose.scw,98,-1,,,,,,true,
TaraStreetninjaProfile,tara_streetninja_portrait.scw,10,10,,,,,,true,5
MrPIdle,mrp_idle.scw,,-1,,,100,100,100,true,1
MrPWalk,mrp_walk.scw,1,-1,,,100,100,100,true,
MrPAttack,mrp_attack.scw,,5,,,,,,,R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MrPRecoil,mrp_attack.scw,6,20,,,,200,50,,R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
MrPPetWalk,mrp_count_pengula_pet_walk.glb,,-1,,,100,100,100,true,
MrPPetIdle,mrp_pet_idle.scw,,-1,,,100,100,100,true,1
MrPSpawnerIdle,mrp_spawner_idle.scw,,-1,,,,,,true,1
MrPSpawnerSpawn,mrp_spawner_spawn.scw,,84,,,,,,,5
MrPSpawnerSpawnLoop,mrp_spawner_spawn.scw,84,100,,,,,,true,1
MrPWin,mrp_win.scw,,110,,,,,,,5
MrPWinloop,mrp_win.scw,111,-1,,,,,,true,1
MrPLose,mrp_lose.scw,,45,,,,,,,5
MrPLoseloop,mrp_lose.scw,46,61,,,,,,true,1
MrPPushBack,mrp_idle.scw,,-1,,,100,100,100,,5
8bitVirusProfile,8bit_virus_portrait.scw,,-1,,,,,,,
MrPPortrait,mrp_portrait.scw,,-1,,,,,,true,5
MrPAgentWin,mrp_agentp_win.scw,,110,,,,,,,5
MrPAgentWinloop,mrp_agentp_win.scw,111,-1,,,,,,true,1
SniperValentinesIdle,piper_valentines_idle.scw,1,41,,,100,100,,true,
SniperValentinesWalk,piper_valentines_run.scw,1,20,,,100,100,,true,1
SniperValentinesAttack,piper_valentines_attack.scw,1,12,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0
SniperValentinesRecoil,piper_valentines_attack.scw,1,25,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0
SniperValentinesReload,piper_valentines_idle.scw,,10,,,100,100,500,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0
SniperValentinesWin,piper_valentines_win.scw,1,114,,,,,,,5
SniperValentinesWinloop,piper_valentines_win.scw,115,155,,,,,,true,1
SniperValentinesLose,piper_valentines_lose.scw,1,61,,,,,,,5
SniperValentinesLoseloop,piper_valentines_lose.scw,62,104,,,,,,true,1
SproutIdle,sprout_idle.scw,,-1,,,100,100,,true,
SproutWalk,sprout_walk.scw,1,29,,,100,100,,true,1
SproutPrimary,sprout_attack.scw,,5,,,,,,,body_s#3+L_wheel_s#0+R_wheel_s#0
SproutRecoil,sprout_attack.scw,5,30,,,,,100,,body_s#4+L_wheel_s#0+R_wheel_s#0
SproutReload,sprout_reload.scw,,20,,,100,100,100,,body_s#0+L_arm_01_s#4+L_wheel_s#0+R_wheel_s#0
SproutPushback,sprout_pushback.scw,,10,,,50,100,100,,5
JackyIdle,jacky_idle.scw,1,45,,,100,100,,true,
JackyWalk,jacky_walk.scw,1,-1,,,100,100,,true,1
JackyAttack,jacky_attack.scw,6,20,,,,,,true,3
JackyRecoil,jacky_attack.scw,6,20,,,,,100,,4
JackySuper,jacky_super.scw,1,-1,,120,,,83,true,3
JackySuperRecoil,jacky_super.scw,1,-1,,120,,,83,true,4
DynamikeCoachIdle,dynamike_coach_idle.scw,,-1,,,100,100,,true,0
DynamikeCoachWalk,dynamike_coach_walk.scw,1,29,,150,100,100,,true,1
DynamikeCoachPrimary,dynamike_coach_attack.scw,1,5,,,,,,,hips_s#3
DynamikeCoachSecondary,dynamike_coach_super.scw,1,5,,,,,,,hips_s#3
DynamikeCoachRecoil,dynamike_coach_attack.scw,5,20,,,,,100,,hips_s#4
DynamikeCoachReload,dynamike_coach_walk.scw,1,5,,150,66,66,6,,spine_lower_s#0
DynamikeCoachUlti,dynamike_coach_super.scw,5,20,,,,,100,,hips_s#4
DynamikeCoachPushback,dynamike_coach_pushback.scw,,-1,,,100,100,100,,5
DynamikeCoachWin,dynamike_coach_win.scw,,84,,,,,,,
DynamikeCoachWinloop,dynamike_coach_win.scw,85,156,,,,,,true,
DynamikeCoachLose,dynamike_coach_lose.scw,1,225,,,,,,,
DynamikeCoachLoseloop,dynamike_coach_lose.scw,226,307,,,,,,true,
DynamikeCoachProfile,dynamike_coach_idle.scw,20,20,,,,,,true,
JessieTanukiIdle,jessie_tanuki_idle.scw,,29,,,100,100,,true,
JessieTanukiWalk,jessie_tanuki_walk.scw,,28,,150,100,100,,true,1
JessieTanukiPrimary,jessie_tanuki_attack.scw,1,5,,,,,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
JessieTanukiUltiAttack,jessie_tanuki_idle.scw,,-1,,,200,200,10,true,5
JessieTanukiRecoil,jessie_tanuki_attack.scw,5,15,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
JessieTanukiUltiRecoil,jessie_tanuki_idle.scw,,-1,,,200,200,100,,5
JessieTanukiReload,jessie_tanuki_idle.scw,,-1,,,200,200,200,,chest_s#2
JessieTanukiPushback,jessie_pushback.scw,,-1,,,100,100,100,,5
JessieTanukiWin,jessie_tanuki_win.scw,1,107,,,,,,,
JessieTanukiWinloop,jessie_tanuki_win.scw,107,139,,,,,,true,
JessieTanukiLose,jessie_tanuki_lose.scw,1,56,,,,,,,
JessieTanukiLoseloop,jessie_tanuki_lose.scw,56,70,,,,,,true,
JessieTanukiProfile,jessie_portrait.scw,1,1,,,,,,true,
BoFalconIdle,bo_falcon_idle.scw,1,29,,,100,100,,true,
BoFalconWalk,bo_falcon_walk.scw,1,20,,,100,100,,true,1
BoFalconAttack,bo_falcon_attack.scw,1,12,,,,,100,,arrow1_s#3+hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconSecondary,bo_falcon_attack.scw,1,12,,,,,100,,arrow1_s#3+hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconRecoil,bo_falcon_attack.scw,13,30,,,,,200,,arrow1_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconRecoil2,bo_falcon_attack.scw,13,30,,,,,200,,arrow1_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconWin,bo_falcon_win.scw,,174,,,,,,,
BoFalconWinloop,bo_falcon_win.scw,175,322,,,,,,true,
BoFalconLose,bo_falcon_lose.scw,,175,,,,,,,
BoFalconLoseloop,bo_falcon_lose.scw,175,-1,,,,,,true,
BoFalconProfile,bo_falcon_portrait.scw,1,1,,,,,,true,
JackyHappy,jacky_win.scw,,122,,,100,,,,
JackyHappyLoop,jacky_win.scw,123,171,,,,,,true,
JackyLose,jacky_lose.scw,,-1,,200,,,,,
JackyLoseloop,jacky_lose.scw,80,-1,,,,,,true,
SproutWin,sprout_win.scw,,125,,,,,,,
SproutWinloop,sprout_win.scw,126,185,,,,,,true,
SproutLose,sprout_lose.scw,,-1,,,,,,,
SproutLoseloop,sprout_lose.scw,99,-1,,,,,,true,
SproutEnter,sprout_win.scw,1,1,,,100,100,,,
DarrylFootballIdle,darryl_fb_idle.scw,1,-1,,,100,100,,true,
DarrylFootballWalk,darryl_fb_walk.scw,1,20,,,100,100,,true,1
DarrylFootballPrimary,darryl_fb_attack.scw,,10,,,100,100,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballSecondary,darryl_fb_super.scw,,29,,,1,1,1,true,5
DarrylFootballRecoil,darryl_fb_recoil_01.scw,1,10,,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballRecoil2,darryl_fb_recoil_02.scw,1,10,,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballReload,darryl_fb_idle.scw,,-1,,,800,800,800,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballPushback,darryl_pushback.scw,1,10,,,50,100,200,,5
DarrylFootballWin,darryl_fb_win.scw,-1,70,,,,,200,,
DarrylFootballWinloop,darryl_fb_win.scw,71,99,,,,,,true,
DarrylFootballLose,darryl_fb_lose.scw,-1,-1,,,,,200,,
DarrylFootballHide,darryl_fb_idle.scw,,-1,,,200,200,100,true,
