"Name","Conf","Disabled","Campaigns","IconOverride","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","BlueTexture","RedTexture","BlueSpecular","RedSpecular","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"HealingstationQueen","HealingstationQueen","","","","","","","","","","","","","","","","","","","","","","","pam_queen_gun_tex.pvr","pam_queen_gun_tex.pvr","pam_queen_gun_tex.pvr","pam_queen_gun_tex.pvr","","","","","","","","",""
"BarkeepUnicorn","BarkeepUnicorn","","ONCEUPON","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_UNICORN_KNIGHT_BARLEY_SKIN","TID_UNICORN_KNIGHT_BARLEY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","barley_unicornknight_tex.pvr","barley_unicornknight_tex.pvr","barley_unicornknight_tex.pvr","barley_unicornknight_tex.pvr","","","","","","","","",""
"SnakeOilWizard","SnakeOilWizard","","RANKED_OLD","","","3","3","","","","","","","5000","149","","","EPIC","TID_WIZARD_BYRON_SKIN","TID_WIZARD_BYRON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","byron_wizard_tex.pvr","byron_wizard_tex.pvr","byron_wizard_tex.pvr","byron_wizard_tex.pvr","","","","","","","","",""
"ShotgunGirlPrincess","ShotgunGirlPrincess","","BRAWLPASS","","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_PRINCESS_SHELLY_SKIN","TID_PRINCESS_SHELLY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","shelly_princess_tex.pvr","shelly_princess_tex.pvr","shelly_princess_tex.pvr","shelly_princess_tex.pvr","","","","","","","","",""
"LuchadorDragonChroma","LuchadorDragonChroma","","ONCEUPON","","10","","","","","","","","","5000","149","129","","EPIC","TID_EL_DRAGON_ROSADO_SKIN","TID_EL_DRAGON_ROSADO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","primo_dragon_chroma_01_tex.pvr","primo_dragon_chroma_01_tex.pvr","primo_dragon_chroma_01_tex.pvr","primo_dragon_chroma_01_tex.pvr","","","","","","","","",""
"MechaDudeDefault","MechaDudeDefault","","","","","","","","","MechaDudeBigDefault","MechaDudeReloadTowerDefault","","","","","","","","","","","","","meg_tex.pvr","meg_tex.pvr","meg_tex.pvr","meg_tex.pvr","","","","","","","","",""
"MechaDudeBigDefault","MechaDudeBigDefault","","","","","","","","","","","","","","","","","","","","","","","meg_mecha_tex.pvr","meg_mecha_tex.pvr","meg_mecha_tex.pvr","meg_mecha_tex.pvr","","","","","","","","",""
"BowDudeGold","BowDudeGold","","GOLD","","","","","","","BowDudeTotemDefault","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BO_SKIN","TID_TRUE_GOLD_BO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","bo_gold_tex.pvr","bo_gold_tex.pvr","bo_gold_tex.pvr","bo_gold_tex.pvr","","","","","","","","",""
"BowDudeSilver","BowDudeSilver","","SILVER","","","","","","","BowDudeTotemDefault","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BO_SKIN","TID_TRUE_SILVER_BO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","bo_siler_tex.pvr","bo_siler_tex.pvr","bo_siler_tex.pvr","bo_siler_tex.pvr","","","","","","","","",""
"BeeSniperGold","BeeSniperGold","","GOLD","","","","","","","BeeSniperSlowPotDefault","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BEA_SKIN","TID_TRUE_GOLD_BEA_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","bea_gold_tex.pvr","bea_gold_tex.pvr","bea_gold_tex.pvr","bea_gold_tex.pvr","","","","","","","","",""
"BeeSniperSilver","BeeSniperSilver","","SILVER","","","","","","","BeeSniperSlowPotDefault","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BEA_SKIN","TID_TRUE_SILVER_BEA_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","bea_silver_tex.pvr","bea_silver_tex.pvr","bea_silver_tex.pvr","bea_silver_tex.pvr","","","","","","","","",""
"BlowerSilver","BlowerSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_GALE_SKIN","TID_TRUE_SILVER_GALE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","gale_silver_tex.pvr","gale_silver_tex.pvr","gale_silver_tex.pvr","gale_silver_tex.pvr","","","","","","","","",""
"BlowerGold","BlowerGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_GALE_SKIN","TID_TRUE_GOLD_GALE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","gale_gold_tex.pvr","gale_gold_tex.pvr","gale_gold_tex.pvr","gale_gold_tex.pvr","","","","","","","","",""
"ControllerGold","ControllerGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_NANI_SKIN","TID_TRUE_GOLD_NANI_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","nani_gold_tex.pvr","nani_gold_tex.pvr","nani_gold_tex.pvr","nani_gold_tex.pvr","","","","","","","","",""
"ControllerSilver","ControllerSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_NANI_SKIN","TID_TRUE_SILVER_NANI_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","nani_silver_tex.pvr","nani_silver_tex.pvr","nani_silver_tex.pvr","nani_silver_tex.pvr","","","","","","","","",""
"SandstormGold","SandstormGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SANDY_SKIN","TID_TRUE_GOLD_SANDY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","sandy_gold_tex.pvr","sandy_gold_tex.pvr","sandy_gold_tex.pvr","sandy_gold_tex.pvr","","","","","","","","",""
"SandstormSilver","SandstormSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_SANDY_SKIN","TID_TRUE_SILVER_SANDY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","sandy_silver_tex.pvr","sandy_silver_tex.pvr","sandy_silver_tex.pvr","sandy_silver_tex.pvr","","","","","","","","",""
"BeeSniperGoldAddonBee","BeeSniperGoldAddonBee","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","bea_gold_tex.pvr","bea_gold_tex.pvr","bea_gold_tex.pvr","bea_gold_tex.pvr","","","","","","","","",""
"BeeSniperSilverAddonBee","BeeSniperSilverAddonBee","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","bea_silver_tex.pvr","bea_silver_tex.pvr","bea_silver_tex.pvr","bea_silver_tex.pvr","","","","","","","","",""
"ControllerGoldAddon","ControllerGoldAddon","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","nani_gold_tex.pvr","nani_gold_tex.pvr","nani_gold_tex.pvr","nani_gold_tex.pvr","","","","","","","","",""
"ControllerSilverAddon","ControllerSilverAddon","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","nani_silver_tex.pvr","nani_silver_tex.pvr","nani_silver_tex.pvr","nani_silver_tex.pvr","","","","","","","","",""
"GunslingerHeist","GunslingerHeist","","","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_HANDSOME_COLT_SKIN","TID_HANDSOME_COLT_SKIN_SHOP","MODEL,TEXTURE,ANIM","","","colt_heist_tex.pvr","colt_heist_tex.pvr","colt_heist_tex.pvr","colt_heist_tex.pvr","","","","","","","","",""
"UseMe5","BallDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyPrince","WallyPrince","","ONCEUPON","","11","","","","","","","","","2750","79","69","","SUPER_RARE","TID_EMERALD_PRINCE_SPROUT_SKIN","TID_EMERALD_PRINCE_SPROUT_SKIN_SHOP","MODEL,TEXTURE,VFX","","","sprout_prince_tex.pvr","sprout_prince_tex.pvr","sprout_prince_tex.pvr","sprout_prince_tex.pvr","","","","","","","","",""
"StickyBombVeteran","StickyBombVeteran","","ACTION","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_VETERAN_SQUEAK_SKIN","TID_VETERAN_SQUEAK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","squeak_veteran_tex.pvr","squeak_veteran_tex.pvr","squeak_veteran_tex.pvr","squeak_veteran_tex.pvr","","","","","","","","",""
"KnightNinja","KnightNinja","","BRAWLPASS","","","3","3","","","KnightPetNinja","","","","5000","149","","","EPIC","TID_NINJA_ASH_SKIN","TID_NINJA_ASH_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","","","",""
"SniperMoon","SniperMoon","","LUNAREVENT","","","","","","","","","","","5000","149","129","","EPIC","TID_LUNAR_PIPER_SKIN","TID_LUNAR_PIPER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","piper_lunar_tex.pvr","piper_lunar_tex.pvr","piper_lunar_tex.pvr","piper_lunar_tex.pvr","","","","","","","","",""
"WallyPrinceChroma","WallyPrinceChroma","","ONCEUPON","","11","","","","","","","","","2750","79","69","","SUPER_RARE","TID_RUBY_PRINCE_SPROUT_SKIN","TID_RUBY_PRINCE_SPROUT_SKIN_SHOP","MODEL,TEXTURE,VFX","","","sprout_prince_chroma_01_tex.pvr","sprout_prince_chroma_01_tex.pvr","sprout_prince_chroma_01_tex.pvr","sprout_prince_chroma_01_tex.pvr","","","","","","","","",""
"KnightPetDefault","KnightPetDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightPetNinja","KnightPetNinja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeDirector","RopeDudeDirector","","RANKED_OLD","","","3","3","","","","","","","5000","149","","","EPIC","TID_DIRECTOR_BUZZ_SKIN","TID_DIRECTOR_BUZZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","buzz_director_tex.pvr","buzz_director_tex.pvr","buzz_director_tex.pvr","buzz_director_tex.pvr","","","","","","","","",""
"","","","BRAWLYWOOD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlowerBusters","BlowerBusters","","BRAWLYWOOD","","","","","","","","","","","5000","149","129","","EPIC","TID_SQUEAKBUSTER_GALE_SKIN","TID_SQUEAKBUSTER_GALE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","","","",""
"HookDudeSwamp","HookDudeSwamp","","BRAWLOWEEN","emoji_gene_brawloween","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_SWAMP_GENE_SKIN","TID_SWAMP_GENE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gene_swamp_tex.pvr","gene_swamp_tex.pvr","gene_swamp_tex.pvr","gene_swamp_tex.pvr","","","","150","","","","",""
"CrowSuper","CrowSuper","","BRAWLYWOOD","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_CAPTAIN_CROW_SKIN","TID_CAPTAIN_CROW_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","crow_superhero_tex.pvr","crow_superhero_tex.pvr","crow_superhero_tex.pvr","crow_superhero_tex.pvr","","","500","600","","","","",""
"PercenterGladiator","PercenterGladiator","","SC_MAKE","","","","","","","MechanicTurretTanuki","","","","5000","149","129","","EPIC","TID_GLADIATOR_COLETTE_SKIN","TID_GLADIATOR_COLETTE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Francy and Beats","","colette_gladiator_tex.pvr","colette_gladiator_tex.pvr","colette_gladiator_tex.pvr","colette_gladiator_tex.pvr","","","","","","","","",""
"StickyBombPotato","StickyBombPotato","","CLUBLEAGUE","","","","","","","","","2500","","","","","","","TID_POTATO_SQUEAK_SKIN","TID_POTATO_SQUEAK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","squeak_potato_tex.pvr","squeak_potato_tex.pvr","squeak_potato_tex.pvr","squeak_potato_tex.pvr","","","","","","","","",""
"BullDudeTerminator","BullDudeTerminator","","BRAWLPASS","","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_B800_BULL_SKIN","TID_B800_BULL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bull_terminator_tex.pvr","bull_terminator_tex.pvr","bull_terminator_tex.pvr","bull_terminator_tex.pvr","","","","-350","","","","",""
"","","","BRAWLYWOOD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicThief","MechanicThief","","WF_2021","","","3","3","","","MechanicTurretThief","","","","5000","149","","","EPIC","TID_CAT_BURGLAR_JESSIE_SKIN","TID_CAT_BURGLAR_JESSIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","-700","","","","","",""
"MechanicTurretThief","MechanicTurretThief","","","","","","","","","","","","","","","","","","","","","","","jessie_thief_turret_tex.pvr","jessie_thief_turret_tex.pvr","jessie_thief_turret_tex.pvr","jessie_thief_turret_tex.pvr","","","","","","","","",""
"TrickshotDudeChicken","TrickshotDudeChicken","","CLUBLEAGUE","","","","","","","","","2500","","","","","","","TID_CHICKEN_RICO_SKIN","TID_CHICKEN_RICO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","rico_chicken_tex.pvr","rico_chicken_tex.pvr","rico_chicken_tex.pvr","rico_chicken_tex.pvr","","","","","","","","",""
"TntDudeToxic","TntDudeToxic","","CLUBLEAGUE","","","","","","","","","2500","","","","","","","TID_RANCID_MIKE_SKIN","TID_RANCID_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_toxic_tex.pvr","dynamike_toxic_tex.pvr","dynamike_toxic_tex.pvr","dynamike_toxic_tex.pvr","","","","","","","","",""
"DuplicatorDefault","DuplicatorDefault","","","","","","","","","","","","","","","","","","","","","","","lolla_tex.pvr","lolla_tex.pvr","lolla_tex.pvr","lolla_tex.pvr","","","","","","","","",""
"RocketGirlSilver","RocketGirlSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BROCK_SKIN","TID_TRUE_SILVER_BROCK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","brock_silver_tex.pvr","brock_silver_tex.pvr","brock_silver_tex.pvr","brock_silver_tex.pvr","","","","","","","","",""
"RocketGirlGold","RocketGirlGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BROCK_SKIN","TID_TRUE_GOLD_BROCK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","brock_gold_tex.pvr","brock_gold_tex.pvr","brock_gold_tex.pvr","brock_gold_tex.pvr","","","","","","","","",""
"ArcadeSilver","ArcadeSilver","","SILVER","","","","","","","DamageBoosterSilver","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_8-BIT_SKIN","TID_TRUE_SILVER_8-BIT_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","8bit_silver_tex.pvr","8bit_silver_tex.pvr","8bit_silver_tex.pvr","8bit_silver_tex.pvr","","","","","","","","",""
"ArcadeGold","ArcadeGold","","GOLD","","","","","","","DamageBoosterGold","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_8-BIT_SKIN","TID_TRUE_GOLD_8-BIT_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","8bit_gold_tex.pvr","8bit_gold_tex.pvr","8bit_gold_tex.pvr","8bit_gold_tex.pvr","","","","","","","","",""
"SpeedySilver","SpeedySilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MAX_SKIN","TID_TRUE_SILVER_MAX_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","max_silver_tex.pvr","max_silver_tex.pvr","max_silver_tex.pvr","max_silver_tex.pvr","","","","","","","","",""
"SpeedyGold","SpeedyGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MAX_SKIN","TID_TRUE_GOLD_MAX_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","max_gold_tex.pvr","max_gold_tex.pvr","max_gold_tex.pvr","max_gold_tex.pvr","","","","","","","","",""
"DeadMariachiGold","DeadMariachiGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_POCO_SKIN","TID_TRUE_GOLD_POCO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","poco_gold_tex.pvr","poco_gold_tex.pvr","poco_gold_tex.pvr","poco_gold_tex.pvr","","","","","","","","",""
"DeadMariachiSilver","DeadMariachiSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_POCO_SKIN","TID_TRUE_SILVER_POCO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","poco_silver_tex.pvr","poco_silver_tex.pvr","poco_silver_tex.pvr","poco_silver_tex.pvr","","","","","","","","",""
"MechaDudeBigDefaultAddon","MechaDudeBigDefaultAddon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeRetropolis","ArcadeRetropolis","","RETRO","emoji_8bit_retro","","3","3","","","DamageBoosterRetropolis","","","","2750","79","","","SUPER_RARE","TID_V8-BIT_SKIN","TID_V8-BIT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","8bit_retropolis_tex.pvr","8bit_retropolis_tex.pvr","8bit_retropolis_tex.pvr","8bit_retropolis_tex.pvr","","","","","","","","",""
"DamageBoosterRetropolis","DamageBoosterRetropolis","","","","","","","","","","","","","","","","","","","","","","","8bit_retropolis_tex.pvr","8bit_retropolis_tex.pvr","8bit_retropolis_tex.pvr","8bit_retropolis_tex.pvr","","","","","","","","",""
"MinigunDudeGold","MinigunDudeGold","","GOLD","","","","","","","HealstationGold","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PAM_SKIN","TID_TRUE_GOLD_PAM_SKIN_SHOP","MODEL,TEXTURE","","pam_gold_materials.scw","","","","","","","","","","","","",""
"MinigunDudeSilver","MinigunDudeSilver","","SILVER","","","","","","","HealstationSilver","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PAM_SKIN","TID_TRUE_SILVER_PAM_SKIN_SHOP","MODEL,TEXTURE","","pam_silver_materials.scw","","","","","","","","","","","","",""
"DamageBoosterGold","DamageBoosterGold","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","8bit_gold_tex.pvr","8bit_gold_tex.pvr","8bit_gold_tex.pvr","8bit_gold_tex.pvr","","","","","","","","",""
"DamageBoosterSilver","DamageBoosterSilver","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","8bit_silver_tex.pvr","8bit_silver_tex.pvr","8bit_silver_tex.pvr","8bit_silver_tex.pvr","","","","","","","","",""
"SpawnerDudeDracula","SpawnerDudeDracula","","BRAWLOWEEN","emoji_mrp_brawloween","","3","3","","","SpawnerDudeTurretDracula","SpawnerPetDracula","","","2750","79","","","SUPER_RARE","TID_COUNT_PENGULA_MRP_SKIN","TID_COUNT_PENGULA_MRP_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mrp_count_pengula_tex.pvr","mrp_count_pengula_tex.pvr","mrp_count_pengula_tex.pvr","mrp_count_pengula_tex.pvr","","","","","","","","",""
"SpawnerDudeTurretDracula","SpawnerDudeTurretDracula","","","","","","","","","","","","","","","","","","","","","","","mrp_count_pengula_spawner_tex.pvr","mrp_count_pengula_spawner_tex.pvr","mrp_count_pengula_spawner_tex.pvr","mrp_count_pengula_spawner_tex.pvr","","","","","","","","",""
"SpawnerPetDracula","SpawnerPetDracula","","","","","","","","","","","","","","","","","","","","","","","mrp_count_pengula_spawner_tex.pvr","mrp_count_pengula_spawner_tex.pvr","mrp_count_pengula_spawner_tex.pvr","mrp_count_pengula_spawner_tex.pvr","","","","","","","","",""
"StickyBombGhost","StickyBombGhost","","BRAWLOWEEN","emoji_squeak_brawloween","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_GHOST_SQUEAK_SKIN","TID_GHOST_SQUEAK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","squeak_ghost_tex.pvr","squeak_ghost_tex.pvr","squeak_ghost_tex.pvr","squeak_ghost_tex.pvr","","","","","","","","",""
"PowerLevelerKong","PowerLevelerKong","","BRAWLYWOOD","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_SURGE_KONG_SKIN","TID_SURGE KONG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_kong_tex.pvr","surge_kong_tex.pvr","surge_kong_tex.pvr","surge_kong_tex.pvr","","","","","","","","",""
"RollerHeadless","RollerHeadless","","BRAWLOWEEN","emoji_stu_brawloween","","3","3","","","","","","","5000","149","","","EPIC","TID_HEADLESS_RIDER_STU_SKIN","TID_HEADLESS_RIDER_STU_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","stu_headless_tex.pvr","stu_headless_tex.pvr","stu_headless_tex.pvr","stu_headless_tex.pvr","","","","","","","","",""
"KickerDudeDefault","KickerDudeDefault","","","","","","","","","","","","","","","","","","","","","","","fang_tex.pvr","fang_tex.pvr","fang_tex.pvr","fang_tex.pvr","","","","","","","","",""
"BaseballGold","BaseballGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BIBI_SKIN","TID_TRUE_GOLD_BIBI_SKIN_SHOP","MODEL,TEXTURE","","bibi_gold_materials.scw","bibi_gold_tex.pvr","bibi_gold_tex.pvr","bibi_gold_tex.pvr","bibi_gold_tex.pvr","","","","","","","","",""
"BaseballSilver","BaseballSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BIBI_SKIN","TID_TRUE_SILVER_BIBI_SKIN_SHOP","MODEL,TEXTURE","","bibi_silver_materials.scw","bibi_silver_tex.pvr","bibi_silver_tex.pvr","bibi_silver_tex.pvr","bibi_silver_tex.pvr","","","","","","","","",""
"WhirlwindGold","WhirlwindGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CARL_SKIN","TID_TRUE_GOLD_CARL_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","carl_gold_tex.pvr","carl_gold_tex.pvr","carl_gold_tex.pvr","carl_gold_tex.pvr","","","","","","","","",""
"WhirlwindSilver","WhirlwindSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CARL_SKIN","TID_TRUE_SILVER_CARL_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","carl_silver_tex.pvr","carl_silver_tex.pvr","carl_silver_tex.pvr","carl_silver_tex.pvr","","","","","","","","",""
"FireDudeGold","FireDudeGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_AMBER_SKIN","TID_TRUE_GOLD_AMBER_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","amber_gold_tex.pvr","amber_gold_tex.pvr","amber_gold_tex.pvr","amber_gold_tex.pvr","","","","","","","","",""
"FireDudeSilver","FireDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_AMBER_SKIN","TID_TRUE_SILVER_AMBER_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","amber_silver_tex.pvr","amber_silver_tex.pvr","amber_silver_tex.pvr","amber_silver_tex.pvr","","","","","","","","",""
"PercenterGold","PercenterGold","","GOLD","","","","","","","MechanicTurretTanuki","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_COLETTE_SKIN","TID_TRUE_GOLD_COLETTE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","colette_gold_tex.pvr","colette_gold_tex.pvr","colette_gold_tex.pvr","colette_gold_tex.pvr","","","","","","","","",""
"PercenterSilver","PercenterSilver","","SILVER","","","","","","","MechanicTurretTanuki","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_COLETTE_SKIN","TID_TRUE_SILVER_COLETTE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","colette_silver_tex.pvr","colette_silver_tex.pvr","colette_silver_tex.pvr","colette_silver_tex.pvr","","","","","","","","",""
"TntDudeGold","TntDudeGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_DYNAMIKE_SKIN","TID_TRUE_GOLD_DYNAMIKE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","dynamike_gold_tex.pvr","dynamike_gold_tex.pvr","dynamike_gold_tex.pvr","dynamike_gold_tex.pvr","","","","","","","","",""
"TntDudeSilver","TntDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_DYNAMIKE_SKIN","TID_TRUE_SILVER_DYNAMIKE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","dynamike_silver_tex.pvr","dynamike_silver_tex.pvr","dynamike_silver_tex.pvr","dynamike_silver_tex.pvr","","","","","","","","",""
"SpawnerDudeDraculaBrawliwood","SpawnerDudeDraculaBrawliwood","","","","","","","","","SpawnerDudeTurretDracula","SpawnerPetDracula","","","","","","","","","","","","","mrp_count_pengula_tex.pvr","mrp_count_pengula_tex.pvr","mrp_count_pengula_tex.pvr","mrp_count_pengula_tex.pvr","","","","","","","","",""
"DuplicatorChola","DuplicatorChola","","BRAWLPASS","","","3","3","","","DuplicatorChola","","","","5000","149","","","EPIC","TID_CHOLLA_SKIN","TID_CHOLLA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","","","",""
"4ef885e8233982730ee9251f8346a0ea843a8546","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e149761d50424697c7a3c7b94a99d85da59e7c24","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepDrunken","BarkeepDrunken","","LNY","emoji_barley_LNY2022","","3","3","","","","","","","5000","149","","","EPIC","TID_DRUNKEN_MASTER_BARLEY_SKIN","TID_DRUNKEN_MASTER_BARLEY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","barley_drunken_master_tex.pvr","barley_drunken_master_tex.pvr","barley_drunken_master_tex.pvr","barley_drunken_master_tex.pvr","","","","","","","","",""
"EnragerSnake","EnragerSnake","","LNY","emoji_edgar_LNY2022","","3","3","","","","","","","5000","149","","","EPIC","TID_EDGAR_SERPENT_SKIN","TID_EDGAR_SERPENT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","edgar_snakelord_tex.pvr","edgar_snakelord_tex.pvr","edgar_snakelord_tex.pvr","edgar_snakelord_tex.pvr","","","","","","","","",""
"LuchadorTiger","LuchadorTiger","","LNY","emoji_primo_LNY2022","","3","3","","","","","","","5000","149","","","EPIC","TID_EL_PRIMO_TIGER_SKIN","TID_EL_PRIMO_TIGER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","primo_tigro_tex.pvr","primo_tigro_tex.pvr","primo_tigro_tex.pvr","primo_tigro_tex.pvr","","","-100","400","","","","",""
"ShamanDragon","ShamanDragon","","RANKED_OLD","emoji_nita_LNY2022","","3","3","","","ShamanPetDragon","","","","5000","149","","","EPIC","TID_NIAN_NITA_SKIN","TID_NIAN_NITA_SKIN_SHOP","MODEL,TEXTURE,VFX","","","nita_nian_tex.pvr","nita_nian_tex.pvr","nita_nian_tex.pvr","nita_nian_tex.pvr","","","","","","","","",""
