"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundSCW","EnvironmentSCW","MaskedEnvironmentSCW","CampaignGroundSCW","Blocking1SCW","Blocking1Mesh","Blocking1AngleStep","Blocking2SCW","Blocking2Mesh","Blocking2AngleStep","Blocking3SCW","Blocking3Mesh","Blocking3AngleStep","Blocking4SCW","Blocking4Mesh","Blocking4AngleStep","RespawningWallSCW","RespawningWallMesh","RespawningWallAngleStep","RespawningForestSCW","ForestSCW","DestructableSCW","DestructableMesh","DestructableAngleStep","DestructableSCW_CN","DestructableMesh_CN","DestructableAngleStep_CN","FragileSCW","FragileMesh","FragileAngleStep","FragileSCW_CN","FragileMesh_CN","FragileAngleStep_CN","WaterTileSCW","FenceSCW","RopeFenceSCW","RoadSCW","IndestructibleFenceSCW","IndestructibleSCW","IndestructibleMesh","Damageable1SCW","Damageable1Mesh","Damageable1AngleStep","Damageable2SCW","Damageable2Mesh","Damageable2AngleStep","Damageable3SCW","Damageable3Mesh","Damageable3AngleStep","Damageable4SCW","Damageable4Mesh","Damageable4AngleStep","IndestructibleDeco1SCW","IndestructibleDeco1Mesh","IndestructibleDeco1AngleStep","IndestructibleDeco2SCW","IndestructibleDeco2Mesh","IndestructibleDeco2AngleStep","IndestructibleDeco3SCW","IndestructibleDeco3Mesh","IndestructibleDeco3AngleStep","IndestructibleDeco4SCW","IndestructibleDeco4Mesh","IndestructibleDeco4AngleStep","GroundFillerSCW","LaserBallSkinOverride","MineGemSpawnSCWOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostSCWOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GiftShop","TRUE","giftshop_","sc/events.sc","event_giftshop_banner",,"Giftshop_Level_Music","sc3d/bgr_giftshop_ground.scw","sc3d/bgr_giftshop.scw",,,"sc3d/giftshop_wall.scw","giftshop_wall",90,"sc3d/bargain_bin.scw","bargain_bin_1",90,"sc3d/cardboard_box.scw","cardboard_box",90,"sc3d/barrel1.scw","barrel_1",1,"sc3d/tv_set.scw","tv_set",0,"sc3d/grass_giftshop.scw","sc3d/grass_giftshop.scw","sc3d/giftshop_clutter.scw","clutter_1",1,,,1,"sc3d/fragile_balloon.scw",,1,,,1,"sc3d/water_tile_town.scw","sc3d/fence_giftshop.scw","sc3d/giftshop_rope_fence.scw",,"sc3d/fence_giftshop.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_giftshop.scw",,,,,133,70,86,69,136,255,"giftshop_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,"sc3d/bargain_bin.scw","bargain_bin_2",90,"sc3d/cardboard_box.scw","cardboard_box",90,,,,,,,,,"sc3d/giftshop_clutter.scw","clutter_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/bargain_bin.scw","bargain_bin_3",90,"sc3d/cardboard_box.scw","cardboard_box",90,,,,,,,,,"sc3d/giftshop_clutter.scw","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/bargain_bin.scw","bargain_bin_4",90,"sc3d/cardboard_box.scw","cardboard_box",90,,,,,,,,,"sc3d/giftshop_clutter.scw","clutter_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/cardboard_box.scw","cardboard_box_2",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/cardboard_box.scw","cardboard_box_3",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BandStand","TRUE","bandstand_","sc/events.sc","event_pocostand_banner",,"Poco_Band_Ingame","sc3d/bgr_bandstand_ground.scw","sc3d/bgr_bandstand.scw",,,"sc3d/rock_bandstand_1.scw","rock_bandstand",90,"sc3d/rock_bandstand_2.scw","rock_bandstand_2",90,"sc3d/crate_bandstand.scw","crate_1",0,"sc3d/barrel1_dark.scw","barrel_1",1,"sc3d/ball_cactus.scw","ball_cactus",1,"sc3d/grass8.scw","sc3d/grass8.scw","sc3d/plant_1_small.scw",,1,,,,"sc3d/vase_1.scw","vase_1",1,,,,"sc3d/water_tile_bandstand.scw","sc3d/fence_bandstand.scw","sc3d/bandstand_rope_fence.scw",,"sc3d/fence_bandstand.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_bazaar.scw",,,,,247,148,100,69,136,255,"bazaar_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rock_bandstand_1.scw","rock_bandstand_b",90,"sc3d/rock_bandstand_2.scw","rock_bandstand_2_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BandStandHW","TRUE","bandstand_","sc/events.sc","event_pocostand_banner",,"Poco_Band_Ingame","sc3d/bgr_bandstand_ground.scw","sc3d/bgr_bandstand.scw+sc3d/bgr_bandstand_decos_hw.scw",,,"sc3d/rock_bandstand_1.scw","rock_bandstand",90,"sc3d/rock_bandstand_2.scw","rock_bandstand_2",90,"sc3d/crate_bandstand.scw","crate_1",0,"sc3d/barrel1_dark.scw","barrel_1",1,"sc3d/ball_cactus.scw","ball_cactus",1,"sc3d/grass8.scw","sc3d/grass8.scw","sc3d/plant_1_small.scw",,1,,,,"sc3d/vase_1.scw","vase_1",1,,,,"sc3d/water_tile_bandstand.scw","sc3d/fence_bandstand.scw","sc3d/bandstand_rope_fence.scw",,"sc3d/fence_bandstand.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_bazaar.scw",,,,,247,148,100,69,136,255,"bazaar_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rock_bandstand_1.scw","rock_bandstand_b",90,"sc3d/rock_bandstand_2.scw","rock_bandstand_2_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SnowtelXmas","TRUE","snowtel_","sc/events.sc","event_snowtel_banner",,"Snowtel_Ingame","sc3d/bgr_snowtel_ground.glb","sc3d/bgr_snowtel.glb+sc3d/bgr_snowtel_decos_xmas.glb",,,"sc3d/snowtel_rock.glb","rock_snowtel",90,"sc3d/snowtel_blocking2.glb","rock_snowtel_2",90,"sc3d/snowtel_crate_xmas.glb","crate_xmas",0,"sc3d/snowtel_barrel_xmas.glb","barrel_xmas",1,"sc3d/snowtel_green.glb","tree_fir_small",1,"sc3d/snowtel_grass.glb","sc3d/snowtel_grass.glb","sc3d/snowtel_deco.glb",,1,,,,"sc3d/snowtel_fragile.glb","snow_lantern",0,,,,"sc3d/snowtel_water_tile.glb","sc3d/snowtel_fence.glb","sc3d/snowtel_rope_fence.glb",,"sc3d/snowtel_fence.glb","sc3d/indestructible_metal_1.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/snowtel_mine_gem_spawn.glb",,,,,50,70,115,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/snowtel_rock.glb","rock_snowtel_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snowtel","TRUE","snowtel_","sc/events.sc","event_snowtel_banner",,"Snowtel_Ingame","sc3d/bgr_snowtel_ground.glb","sc3d/bgr_snowtel.glb",,,"sc3d/snowtel_rock.glb","rock_snowtel",90,"sc3d/snowtel_blocking2.glb","rock_snowtel_2",90,"sc3d/snowtel_crate.glb","crate_1",0,"sc3d/snowtel_barrel.glb","barrel_1",1,"sc3d/snowtel_green.glb","tree_fir_small",1,"sc3d/snowtel_grass.glb","sc3d/snowtel_grass.glb","sc3d/snowtel_deco.glb",,1,,,,"sc3d/snowtel_fragile.glb","snow_lantern",0,,,,"sc3d/snowtel_water_tile.glb","sc3d/snowtel_fence.glb","sc3d/snowtel_rope_fence.glb",,"sc3d/snowtel_fence.glb","sc3d/indestructible_metal_1.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/snowtel_mine_gem_spawn.glb",,,,,50,70,115,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/snowtel_rock.glb","rock_snowtel_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scrapyard","TRUE","scrapyard_","sc/events.sc","event_robowars_banner",,"Scrapyard_ingame_music","sc3d/bgr_scrapyard_ground.scw","sc3d/bgr_scrapyard.scw",,,"sc3d/scrap_pile.scw","scrap_pile",90,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/crate2.scw","crate_1",0,"sc3d/barrel2.scw","barrel_2",1,"sc3d/car_tires.scw",,90,"sc3d/grass5.scw","sc3d/grass5.scw","sc3d/scrap_deco.scw","scrap_deco_a",1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile_mortuary.scw","sc3d/fence_scrapyard.scw","sc3d/scrapyard_rope_fence.scw",,"sc3d/fence_scrapyard.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_retropolis.scw",,,,,48,42,79,7,26,60,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,27,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/scrap_deco.scw","scrap_deco_b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/scrap_deco.scw","scrap_deco_c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"StarrForce","TRUE","starrforce_","sc/events.sc","event_starr_force_banner",,"Space_Brawl_Ingame","sc3d/bgr_starr_force_ground.scw","sc3d/bgr_starr_force.scw","sc3d/bgr_starr_force_hold.scw",,"sc3d/wall_starr_force_1.scw","wall_starr_force_1",90,"sc3d/wall_starr_force_1.scw","wall_starr_force_2",90,"sc3d/crate_starr_force.scw","crate_starr_force",90,"sc3d/barrel_starr_force.scw","barrel_starr_force",1,"sc3d/computer_starr_force.scw","computer",0,"sc3d/grass_spaceweed.scw","sc3d/grass_spaceweed.scw","sc3d/deco_light_starr_force.scw",,0,,,,"sc3d/fragile_starr_force.scw",,90,,,,"sc3d/water_tile_starr_force.scw","sc3d/fence_starr_force.scw","sc3d/scrapyard_rope_fence.scw",,"sc3d/fence_starr_force.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_starr_force.scw",,,,,28,57,99,69,136,255,"starrforce_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ActionShow","TRUE","actionshow_","sc/events.sc","event_actionshow_banner",,"Action_Western_Ingame","sc3d/bgr_action_show_ground.scw","sc3d/bgr_action_show.scw",,,"sc3d/hay_bale.scw","hay_bale",90,"sc3d/hay_bale.scw","hay_bale",90,"sc3d/crate1.scw","crate_1",0,"sc3d/barrel1.scw","barrel_1",1,"sc3d/ball_cactus.scw","ball_cactus",1,"sc3d/grass3.scw","sc3d/grass3.scw","sc3d/bone_single.scw","bone_single",1,"sc3d/plant_1_small_canyon.scw",,1,"sc3d/fragile_cactus.scw","fragile_cactus_1",1,,,,"sc3d/water_tile.scw","sc3d/wooden_fence.scw","sc3d/canyon_rope_fence.scw",,"sc3d/wooden_fence.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,,,,,,249,166,117,148,187,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/hay_bale.scw","hay_bale_b",90,"sc3d/hay_bale.scw","hay_bale_b",90,,,,,,,,,,,,"sc3d/bone_ribs.scw","bone_ribs",1,,,,"sc3d/fragile_cactus.scw","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WaterPark",,"waterpark_","sc/events.sc","event_velocirapids_banner",,"Summer_Brawl_Ingame_Music","sc3d/bgr_waterpark_ground.glb","sc3d/bgr_waterpark.glb",,,"sc3d/waterpark_wall1.glb","rock_waterpark",90,"sc3d/waterpark_wall2.glb","inflatable_blocker",90,"sc3d/waterpark_crate.glb","crate_1",0,"sc3d/waterpark_barrel.glb","barrel_2",1,"sc3d/waterpark_themed.glb","surfboard",0,"sc3d/waterpark_grass.glb","sc3d/waterpark_grass.glb","sc3d/waterpark_clutter.glb",,1,,,1,"sc3d/waterpark_fragile.glb","fragile_bucket",1,,,,"sc3d/waterpark_water.glb","sc3d/waterpark_fence.glb","sc3d/waterpark_rope.glb",,"sc3d/waterpark_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/waterpark_gem_spawn.glb",,,,,254,171,198,69,136,255,"town_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/waterpark_themed.glb","surfboard_b",0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33
"ArcadeBasket","TRUE","arcade_","sc/events.sc","event_arcade_banner",,"Brawlcade_Ingame","sc3d/bgr_arcade_ground.scw+sc3d/basketball_line.scw","sc3d/bgr_arcade.scw+sc3d/basketball_fence.scw",,,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/blocker_arcade.scw","blocker_arcade",0,"sc3d/crate2.scw","crate_1",0,"sc3d/barrel_arcade.scw","barrel_arcade",1,"sc3d/construction_sign.scw","construction_sign",180,"sc3d/grass7.scw","sc3d/grass7.scw","sc3d/pothole.scw","pothole",1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile_retropolis.scw","sc3d/fence_arcade.scw","sc3d/scrapyard_rope_fence.scw",,"sc3d/fence_arcade.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_retropolis.scw",,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BBArenaVolley","TRUE","bbarena_","sc/events.sc","event_brawlball_arena_banner",,"Footbrawl_ingame_muzak","sc3d/bgr_bb_arena_ground.scw+sc3d/bgr_bb_arena_ground_decos_volley.scw","sc3d/bgr_bb_arena.scw+sc3d/bgr_bb_arena_decos_default.scw+sc3d/volleyball_fence.scw",,,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/car_tires.scw",,90,"sc3d/arena_blocker.scw","arena_blocker",90,"sc3d/barrel2.scw","barrel_2",1,"sc3d/potted_plant_1.scw","potted_plant_1",1,"sc3d/grass2.scw","sc3d/grass2.scw","sc3d/plant_1_small.scw",,1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile.scw","sc3d/fence_arcade.scw","sc3d/generic_rope_fence.scw",,"sc3d/fence_arcade.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,"BallArena","sc3d/mine_gem_spawn_retropolis.scw",,,,,60,150,87,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball_football","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/potted_plant_1.scw","potted_plant_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CastleCourtyard","TRUE","castlecourtyard_","sc/events.sc","event_fairytale_banner",,"Courtyard_Ingame","sc3d/bgr_castle_courtyard_ground.scw","sc3d/bgr_castle_courtyard.scw+sc3d/bgr_castle_courtyard_decos_xmas.scw",,,"sc3d/rock_castle_courtyard.scw","rock_1",90,"sc3d/rock_castle_courtyard.scw","rock_1",90,"sc3d/crate2.scw","crate_1",0,"sc3d/barrel1_dark.scw","barrel_1",1,"sc3d/potted_plant_castle_courtyard.scw","potted_plant_castle",90,"sc3d/grass10.scw","sc3d/grass10.scw","sc3d/deco_castle_courtyard.scw","deco1",1,,,1,"sc3d/fragile_castle_courtyard.scw",,90,,,1,"sc3d/water_tile_castle_courtyard.scw","sc3d/fence_castle_courtyard.scw","sc3d/castle_courtyard_rope_fence.scw",,"sc3d/fence_castle_courtyard.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_castle_courtyard.scw",,,,,73,68,99,69,136,255,"castle_courtyard_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_castle_courtyard.scw","deco2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_castle_courtyard.scw","deco3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_castle_courtyard.scw","deco4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brawlywood","TRUE","brawlywood_","sc/events.sc","event_brawlywood_banner",,"Brawlywood_Ingame","sc3d/bgr_brawlywood_ground.scw","sc3d/bgr_brawlywood.scw",,,"sc3d/rock_brawlywood.scw","rock_1",90,"sc3d/rock_brawlywood.scw","rock_1",90,"sc3d/crate_brawlywood.scw","crate_1",90,"sc3d/film_reels.scw","film_reels",1,"sc3d/potted_palm_tree.scw","potted_palm_1",90,"sc3d/grass_town.scw","sc3d/grass_town.scw","sc3d/deco_brawlywood.scw","deco1",45,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile_town.scw","sc3d/fence_brawlywood.scw","sc3d/brawlywood_rope_fence.scw",,"sc3d/fence_brawlywood.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_town.scw",,,,,175,116,135,69,136,255,"town_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/potted_palm_tree.scw","potted_palm_1b",90,,,"sc3d/deco_brawlywood.scw","deco2",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_brawlywood.scw","deco3",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_brawlywood.scw","deco4",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FightingGame","TRUE","fightinggame_","sc/events.sc","event_tigerpit_banner",,"Retro_Fight_Ingame","sc3d/bgr_fighting_game_ground.glb","sc3d/bgr_fighting_game.glb","sc3d/bgr_fighting_game_hold.glb",,"sc3d/fighting_game_rock.glb","rock_1",0,"sc3d/fighting_game_rock.glb","rock_1b",0,"sc3d/fighting_game_crate.glb","crate_1",0,"sc3d/fighting_game_barrel.glb","barrel_1",90,"sc3d/fighting_game_potted_tree.glb","potted_tree",90,"sc3d/fighting_game_grass.glb","sc3d/fighting_game_grass.glb","sc3d/fighting_game_deco.glb","deco1",0,,,,"sc3d/fighting_game_vase.glb","vase_1",90,,,,"sc3d/fighting_game_water_tile.glb","sc3d/fighting_game_fence.glb","sc3d/fighting_game_rope_fence.glb",,"sc3d/fighting_game_fence.glb","sc3d/indestructible_metal_1.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/fighting_game_mine_gem_spawn.glb",,,"SafeVoxel",,186,123,86,69,136,255,"fightinggame_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","fightinggame_heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/fighting_game_deco.glb","deco2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Biodome","TRUE","biodome_","sc/events.sc","event_biodome_banner",,"Biodome_Ingame","sc3d/bgr_biodome_ground.scw","sc3d/bgr_biodome.scw",,,"sc3d/blocking_biodome.scw","blocking_1",180,"sc3d/blocking_biodome.scw","blocking_1b",180,"sc3d/crate1.scw","crate_1",0,"sc3d/barrel_biodome.scw","barrel_2",0,"sc3d/biodome_eye_plant.scw",,30,"sc3d/grass_spaceweed.scw","sc3d/grass_spaceweed.scw","sc3d/biodome_deco.scw",,1,,,,"sc3d/fragile_biodome.scw","beahive",0,,,,"sc3d/water_tile_biodome.scw","sc3d/fence_biodome.scw","sc3d/biodome_rope_fence.scw","sc3d/payload_track.scw","sc3d/fence_biodome.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_biodome.scw",,,,,36,69,126,,,,"biodome_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
