"Name","Conf","Disabled","Campaigns","IconOverride","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","BlueTexture","RedTexture","BlueSpecular","RedSpecular","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"BarrelBotCrash","BarrelBotCrash","","RANKED_OLD","","","","","","","","","","","5000","149","","","EPIC","TID_CRASH_TEST_DARRYL_SKIN","TID_CRASH_TEST_DARRYL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_crashtest_tex.ktx","darryl_crashtest_tex.ktx","darryl_crashtest_tex.ktx","darryl_crashtest_tex.ktx","","","","","","","","",""
"SnakeOilVillain","SnakeOilVillain","","VILLAINS","emoji_byron_starrforce","","","","","","","","","","5000","149","","","EPIC","TID_OVERLORD_BYRON_SKIN","TID_OVERLORD_BYRON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","byron_villain_tex.ktx","byron_villain_tex.ktx","byron_villain_tex.ktx","byron_villain_tex.ktx","","","-350","","","","","",""
"SpawnerDudeDaruma","SpawnerDudeDaruma","","GOLDENWEEK","emoji_mrp_goldenweek","","","","","","SpawnerDudeTurretDaruma","SpawnerPetDaruma","","","2750","79","69","","SUPER_RARE","TID_DARUMA_MRP_SKIN","TID_DARUMA_MRP_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mrp_daruma_tex.ktx","mrp_daruma_tex.ktx","mrp_daruma_tex.ktx","mrp_daruma_tex.ktx","","HERO_SCREEN_IDLE","","400","","","","",""
"SpawnerDudeTurretDaruma","SpawnerDudeTurretDaruma","","","","","","","","","","","","","","","","","","","","","","","mrp_daruma_spawner_tex.ktx","mrp_daruma_spawner_tex.ktx","mrp_daruma_spawner_tex.ktx","mrp_daruma_spawner_tex.ktx","","","","","","","","",""
"SpawnerPetDaruma","SpawnerPetDaruma","","","","","","","","","","","","","","","","","","","","","","","mrp_daruma_spawner_tex.ktx","mrp_daruma_spawner_tex.ktx","mrp_daruma_spawner_tex.ktx","mrp_daruma_spawner_tex.ktx","","","","","","","","",""
"BlackHoleDevious","BlackHoleDevious","","LANTERN","","","","","","","","","","","5000","149","129","","EPIC","TID_TEMPEST_TARA_SKIN","TID_TEMPEST_TARA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tara_devious_tex.ktx","tara_devious_tex.ktx","tara_devious_tex.ktx","tara_devious_tex.ktx","","","250","200","","","","",""
"MechaDudeMonsterTruck","MechaDudeMonsterTruck","","STUNTSHOW","emoji_meg_stunt","","","","","","MechaDudeBigMonsterTruck","","","","5000","149","129","","EPIC","TID_MONSTER_TRUCK_MEG_SKIN","TID_MONSTER_TRUCK_MEG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","250","100","","","","",""
"MechaDudeBigMonsterTruck","MechaDudeBigMonsterTruck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BallPinball","BallPinball","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBigMonsterTruckAddon","MechaDudeBigMonsterTruckAddon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlVillain","CannonGirlVillain","","VILLAINS","emoji_bonnie_starrforce","","","","","","CannonGirlSmallVillain","","","","5000","149","","","EPIC","TID_EMPRESS_BONNIE_SKIN","TID_EMPRESS_BONNIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bonnie_villain_tex.ktx","bonnie_villain_tex.ktx","bonnie_villain_tex.ktx","bonnie_villain_tex.ktx","","","","","","","","",""
"CannonGirlSmallVillain","CannonGirlSmallVillain","","","","","","","","","","","","","","","","","","","","","","","bonnie_villain_tex.ktx","bonnie_villain_tex.ktx","bonnie_villain_tex.ktx","bonnie_villain_tex.ktx","","","","","","","","",""
"MechaDudeReloadTowerDefault","MechaDudeReloadTowerDefault","","","","","","","","","","","","","","","","","","","","","","","meg_toolbox_gadget_tex.ktx","meg_toolbox_gadget_tex.ktx","meg_toolbox_gadget_tex.ktx","meg_toolbox_gadget_tex.ktx","","","","","","","","",""
"ElectroSniperGold","ElectroSniperGold","","GOLD","","","","","","","HealingStationSummer","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BELLE_SKIN","TID_TRUE_GOLD_BELLE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","belle_gold_tex.ktx","belle_gold_tex.ktx","belle_gold_tex.ktx","belle_gold_tex.ktx","","","","","","","","",""
"ElectroSniperSilver","ElectroSniperSilver","","SILVER","","","","","","","HealingStationSummer","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BELLE_SKIN","TID_TRUE_SILVER_BELLE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","belle_silver_tex.ktx","belle_silver_tex.ktx","belle_silver_tex.ktx","belle_silver_tex.ktx","","","","","","","","",""
"RollerGold","RollerGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_STU_SKIN","TID_TRUE_GOLD_STU_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","stu_gold_tex.ktx","stu_gold_tex.ktx","stu_gold_tex.ktx","stu_gold_tex.ktx","","","","","","","","",""
"RollerSilver","RollerSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_STU_SKIN","TID_TRUE_SILVER_STU_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","stu_silver_tex.ktx","stu_silver_tex.ktx","stu_silver_tex.ktx","stu_silver_tex.ktx","","","","","","","","",""
"KnightGold","KnightGold","","GOLD","","","","","","","KnightPetDefault","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_ASH_SKIN","TID_TRUE_GOLD_ASH_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","ash_gold_tex.ktx","ash_gold_tex.ktx","ash_gold_tex.ktx","ash_gold_tex.ktx","","","","","","","","",""
"KnightSilver","KnightSilver","","SILVER","","","","","","","KnightPetDefault","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_ASH_SKIN","TID_TRUE_SILVER_ASH_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","ash_silver_tex.ktx","ash_silver_tex.ktx","ash_silver_tex.ktx","ash_silver_tex.ktx","","","","","","","","",""
"DuplicatorGold","DuplicatorGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_LOLA_SKIN","TID_TRUE_GOLD_LOLA_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","lolla_gild_tex.ktx","lolla_gild_tex.ktx","lolla_gild_tex.ktx","lolla_gild_tex.ktx","","","","","","","","",""
"DuplicatorSilver","DuplicatorSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_LOLA_SKIN","TID_TRUE_SILVER_LOLA_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","lolla_silver_tex.ktx","lolla_silver_tex.ktx","lolla_silver_tex.ktx","lolla_silver_tex.ktx","","","","","","","","",""
"MechaDudeGold","MechaDudeGold","","GOLD","","","","","","","MechaDudeBigGold","MechaDudeReloadTowerDefault","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MEG_SKIN","TID_TRUE_GOLD_MEG_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","meg_gold_tex.ktx","meg_gold_tex.ktx","meg_gold_tex.ktx","meg_gold_tex.ktx","","","","","","","","",""
"MechaDudeSilver","MechaDudeSilver","","SILVER","","","","","","","MechaDudeBigSilver","MechaDudeReloadTowerDefault","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MEG_SKIN","TID_TRUE_SILVER_MEG_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","meg_silver_tex.ktx","meg_silver_tex.ktx","meg_silver_tex.ktx","meg_silver_tex.ktx","","","","","","","","",""
"MechaDudeBigGold","MechaDudeBigGold","","GOLD","","","","","","","","","","","","","","","","","","","","gold_materials.scw","meg_mecha_gold_tex.ktx","meg_mecha_gold_tex.ktx","meg_mecha_gold_tex.ktx","meg_mecha_gold_tex.ktx","","","","","","","","",""
"MechaDudeBigSilver","MechaDudeBigSilver","","SILVER","","","","","","","","","","","","","","","","","","","","silver_materials.scw","meg_mecha_silver_tex.ktx","meg_mecha_silver_tex.ktx","meg_mecha_silver_tex.ktx","meg_mecha_silver_tex.ktx","","","","","","","","",""
"JetpackGirlValkyrie","JetpackGirlValkyrie","","BRAWLPASS","","","","","","","","","","","5000","149","","","EPIC","TID_VALKYRIE_JANET_SKIN","TID_VALKYRIE_JANET_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","janet_valkyrie_tex.ktx","janet_valkyrie_tex.ktx","janet_valkyrie_tex.ktx","janet_valkyrie_tex.ktx","","","","","","","","",""
"MechaDudeBigSilverAddon","MechaDudeBigSilverAddon","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","meg_silver_tex.ktx","meg_silver_tex.ktx","meg_silver_tex.ktx","meg_silver_tex.ktx","","","","","","","","",""
"MechaDudeBigGoldAddon","MechaDudeBigGoldAddon","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","meg_gold_tex.ktx","meg_gold_tex.ktx","meg_gold_tex.ktx","meg_gold_tex.ktx","","","","","","","","",""
"RuffsChimmy","RuffsChimmy","","BT21","","","","8","","","","","","","","149","","","EPIC","TID_BT21_RUFFS_SKIN","TID_BT21_RUFFS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ruffs_chimmy_tex.ktx","ruffs_chimmy_tex.ktx","ruffs_chimmy_tex.ktx","ruffs_chimmy_tex.ktx","","","","","","","","",""
"SilencerDefault","SilencerDefault","","","","","","","","","","","","","","","","","","","","","","","otis_tex.ktx","otis_tex.ktx","otis_tex.ktx","otis_tex.ktx","","","","","","","","",""
"RocketGirlDelivery","RocketGirlDelivery","","RANKED_OLD","","","","","","","","","","","5000","149","","","EPIC","TID_POSTAL_BROCK_SKIN","TID_POSTAL_BROCK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","brock_delivery_tex.ktx","brock_delivery_tex.ktx","brock_delivery_tex.ktx","brock_delivery_tex.ktx","","","","","","","","",""
"MummyDj","MummyDj","","SC_MAKE","","","","","","","","","","","5000","149","129","","EPIC","TID_MAKE_EMZ_SKIN","TID_MAKE_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Bouncyduck","","emz_dj_tex.ktx","emz_dj_tex.ktx","emz_dj_tex.ktx","emz_dj_tex.ktx","","","","","","","","",""
"","","","MUSIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SafeDeepsea","SafeDeepsea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerPaintball","GunslingerPaintball","","BRAWLPASS","emoji_colt_deepsea","","","","","","","","","","2750","79","","","SUPER_RARE","TID_SHARK_JAW_COLT_SKIN","TID_SHARK_JAW_COLT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colt_paintball_tex.ktx","colt_paintball_tex.ktx","colt_paintball_tex.ktx","colt_paintball_tex.ktx","","","-200","-100","","","","",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SilencerPharaoh","SilencerPharaoh","","BRAWLPASS","","","","","","","","","","","5000","149","","","EPIC","TID_PHARA_OTIS_SKIN","TID_PHARA_OTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","","","",""
"ElectroSniperCoral","ElectroSniperCoral","","DEEPSEA","emoji_belle_deepsea","","","","","","HealingStationSummer","","","","5000","149","129","","EPIC","TID_CORAL_BELLE_SKIN","TID_CORAL_BELLE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","","","",""
"KickerDudeOcto","KickerDudeOcto","","DEEPSEA","emoji_fang_deepsea","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_OCTO_FANG_SKIN","TID_OCTO_FANG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","fang_octo_tex.ktx","fang_octo_tex.ktx","fang_octo_tex.ktx","fang_octo_tex.ktx","","","","","","","","",""
"SilencerDefaultAddonStarfish","SilencerDefaultAddonStarfish","","","","","","","","","","","","","","","","","","","","","","","otis_tex.ktx","otis_tex.ktx","otis_tex.ktx","otis_tex.ktx","","","","","","","","",""
"CrossBomberGold","CrossBomberGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_GROM_SKIN","TID_TRUE_GOLD_GROM_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","grom_gold_tex.ktx","grom_gold_tex.ktx","grom_gold_tex.ktx","grom_gold_tex.ktx","","","","","","","","",""
"CrossBomberSilver","CrossBomberSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_GROM_SKIN","TID_TRUE_SILVER_GROM_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","grom_silver_tex.ktx","grom_silver_tex.ktx","grom_silver_tex.ktx","grom_silver_tex.ktx","","","","","","","","",""
"FleaGold","FleaGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_EVE_SKIN","TID_TRUE_GOLD_EVE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","eve_gold_tex.ktx","eve_gold_tex.ktx","eve_gold_tex.ktx","eve_gold_tex.ktx","","","","","","","","",""
"FleaSilver","FleaSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_EVE_SKIN","TID_TRUE_SILVER_EVE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","eve_silver_tex.ktx","eve_silver_tex.ktx","eve_silver_tex.ktx","eve_silver_tex.ktx","","","","","","","","",""
"JetpackGirlGold","JetpackGirlGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_JANET_SKIN","TID_TRUE_GOLD_JANET_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","janet_gold_tex.ktx","janet_gold_tex.ktx","janet_gold_tex.ktx","janet_gold_tex.ktx","","","","","","","","",""
"JetpackGirlSilver","JetpackGirlSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_JANET_SKIN","TID_TRUE_SILVER_JANET_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","janet_silver_tex.ktx","janet_silver_tex.ktx","janet_silver_tex.ktx","janet_silver_tex.ktx","","","","","","","","",""
"CannonGirlGold","CannonGirlGold","","GOLD","","","","","","","CannonGirlSmallGold","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BONNIE_SKIN","TID_TRUE_GOLD_BONNIE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","bonnie_gold_tex.ktx","bonnie_gold_tex.ktx","bonnie_gold_tex.ktx","bonnie_gold_tex.ktx","","","","","","","","",""
"CannonGirlSilver","CannonGirlSilver","","SILVER","","","","","","","CannonGirlSmallSilver","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BONNIE_SKIN","TID_TRUE_SILVER_BONNIE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","bonnie_silver_tex.ktx","bonnie_silver_tex.ktx","bonnie_silver_tex.ktx","bonnie_silver_tex.ktx","","","","","","","","",""
"KickerDudeGold","KickerDudeGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_FANG_SKIN","TID_TRUE_GOLD_FANG_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","fang_gold_tex.ktx","fang_gold_tex.ktx","fang_gold_tex.ktx","fang_gold_tex.ktx","","","","","","","","",""
"KickerDudeSilver","KickerDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_FANG_SKIN","TID_TRUE_SILVER_FANG_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","fang_silver_tex.ktx","fang_silver_tex.ktx","fang_silver_tex.ktx","fang_silver_tex.ktx","","","","","","","","",""
"ArtilleryDudeCoverDefault","ArtilleryDudeCoverDefault","","","","","","","","","","","","","","","","","","","","","","","penny_barrel_gadget_tex.ktx","penny_barrel_gadget_tex.ktx","penny_barrel_gadget_tex.ktx","penny_barrel_gadget_tex.ktx","","","","","","","","",""
"SilencerPharaohAddonStarfish","SilencerPharaohAddonStarfish","","","","","","","","","","","","","","","","","","","","","","","otis_phara_tex.ktx","otis_phara_tex.ktx","otis_phara_tex.ktx","otis_phara_tex.ktx","","","","","","","","",""
"CannonGirlSmallGold","CannonGirlSmallGold","","GOLD","","","","","","","","","","","","","","","","","","","","gold_materials.scw","bonnie_gold_tex.ktx","bonnie_gold_tex.ktx","bonnie_gold_tex.ktx","bonnie_gold_tex.ktx","","","","","","","","",""
"CannonGirlSmallSilver","CannonGirlSmallSilver","","SILVER","","","","","","","","","","","","","","","","","","","","silver_materials.scw","bonnie_silver_tex.ktx","bonnie_silver_tex.ktx","bonnie_silver_tex.ktx","bonnie_silver_tex.ktx","","","","","","","","",""
"MinigunDudeBroker","MinigunDudeBroker","","CITY","","","","","","","HealingStationBroker","","","","2750","79","69","","SUPER_RARE","TID_BROKER_PAM_SKIN","TID_BROKER_PAM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","NinjaGhost","","","","","","",""
"NinjaGhost","NinjaGhost","","BRAWLOWEEN","emoji_leon_ghost","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_BRAWLOWEEN_LEON_SKIN","TID_BRAWLOWEEN_LEON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","leon_ghost_tex.ktx","leon_ghost_tex.ktx","leon_ghost_tex.ktx","leon_ghost_tex.ktx","","","","","","","","",""
"UndertakerMecha","UndertakerMecha","","MECHA","","1","","","","","","","","","","299","","","LEGENDARY","TID_MECHA_MORIS_SKIN","TID_MECHA_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","","","","","","","500","","","","","",""
"WeaponThrowerDefault","WeaponThrowerDefault","","","","","","","","","","","","","","","","","","","","","","","bronson_tex.ktx","bronson_tex.ktx","bronson_tex.ktx","bronson_tex.ktx","","","","","","","","",""
"SoulCollectorDefault","SoulCollectorDefault","","","","","","","","","","","","","","","","","","","","","","","gus_tex.ktx","gus_tex.ktx","gus_tex.ktx","gus_tex.ktx","","","","","","","","",""
"CrowVulture","CrowVulture","","CALAMITY","emoji_crow_gang","","","","","","","","","","5000","149","129","","EPIC","TID_OUTLAW_CROW","TID_OUTLAW_CROW_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","crow_outlaw_tex.ktx","crow_outlaw_tex.ktx","crow_outlaw_tex.ktx","crow_outlaw_tex.ktx","","","","","","","","",""
"DeadMariachiOutlaw","DeadMariachiOutlaw","","BRAWLPASS","emoji_poco_gang","","","","","","","","","","5000","149","","","EPIC","TID_OUTLAW_POCO_SKIN","TID_OUTLAW_POCO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","poco_dark_horse_tex.ktx","poco_dark_horse_tex.ktx","poco_dark_horse_tex.ktx","poco_dark_horse_tex.ktx","","","-300","","","","","",""
"","","","CALAMITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerEmperor","WeaponThrowerEmperor","","BRAWLPASS","","","","","","","","","","","5000","149","","","EPIC","TID_CAESAR_BRONSON_SKIN","TID_CAESAR_BRONSON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bronson_emperor_tex.ktx","bronson_emperor_tex.ktx","bronson_emperor_tex.ktx","bronson_emperor_tex.ktx","","","","","","","","",""
"BossBotOld","BossBotOld","","","","","","","","","","","","","","","","","","","","","","","bossbot_tex.ktx","bossbot_tex.ktx","bossbot_tex.ktx","bossbot_tex.ktx","","","","","","","","",""
"MeleeBotOld","MeleeBotOld","","","","","","","","","","","","","","","","","","","","","","","meleebot_tex.ktx","meleebot_tex.ktx","meleebot_tex.ktx","meleebot_tex.ktx","","","","","","","","",""
"RangedBotOld","RangedBotOld","","","","","","","","","","","","","","","","","","","","","","","rangedbot_tex.ktx","rangedbot_tex.ktx","rangedbot_tex.ktx","rangedbot_tex.ktx","","","","","","","","",""
"MeleeFastBotOld","MeleeFastBotOld","","","","","","","","","","","","","","","","","","","","","","","fastmeleebot_tex.ktx","fastmeleebot_tex.ktx","fastmeleebot_tex.ktx","fastmeleebot_tex.ktx","","","","","","","","",""
"DuplicatorOutlaw","DuplicatorOutlaw","","RANKED_OLD","emoji_lolla_gang","","","","","","DuplicatorOutlaw","","","","5000","149","","","EPIC","TID_OUTLAW_LOLA_SKIN","TID_OUTLAW_LOLA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lolla_outlow_tex.ktx","lolla_outlow_tex.ktx","lolla_outlow_tex.ktx","lolla_outlow_tex.ktx","","","","","","","","",""
"","","","CALAMITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombRabbit","StickyBombRabbit","","LUNAREVENT","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_MOON_FESTIVAL_SQUEAK_SKIN","TID_MOON_FESTIVAL_SQUEAK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","squeak_rabbit_tex.ktx","squeak_rabbit_tex.ktx","squeak_rabbit_tex.ktx","squeak_rabbit_tex.ktx","","","","","","","","",""
"AssaultShotgunGold","AssaultShotgunGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_GRIFF_SKIN","TID_TRUE_GOLD_GRIFF_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","griff_gold_tex.ktx","griff_gold_tex.ktx","griff_gold_tex.ktx","griff_gold_tex.ktx","","","","","","","","",""
"AssaultShotgunSilver","AssaultShotgunSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_GRIFF_SKIN","TID_TRUE_SILVER_GRIFF_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","griff_silver_tex.ktx","griff_silver_tex.ktx","griff_silver_tex.ktx","griff_silver_tex.ktx","","","","","","","","",""
"EnragerGold","EnragerGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_EDGAR_SKIN","TID_TRUE_GOLD_EDGAR_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","edgar_gold_tex.ktx","edgar_gold_tex.ktx","edgar_gold_tex.ktx","edgar_gold_tex.ktx","","","","","","","","",""
"EnragerSilver","EnragerSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_EDGAR_SKIN","TID_TRUE_SILVER_EDGAR_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","edgar_silver_tex.ktx","edgar_silver_tex.ktx","edgar_silver_tex.ktx","edgar_silver_tex.ktx","","","","","","","","",""
"SilencerGold","SilencerGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_OTIS_SKIN","TID_TRUE_GOLD_OTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","otis_gold_tex.ktx","otis_gold_tex.ktx","otis_gold_tex.ktx","otis_gold_tex.ktx","","","","","","","","",""
"SilencerSilver","SilencerSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_OTIS_SKIN","TID_TRUE_SILVER_OTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","otis_silver_tex.ktx","otis_silver_tex.ktx","otis_silver_tex.ktx","otis_silver_tex.ktx","","","","","","","","",""
"SnakeOilGold","SnakeOilGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BYRON_SKIN","TID_TRUE_GOLD_BYRON_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","byron_gold_tex.ktx","byron_gold_tex.ktx","byron_gold_tex.ktx","byron_gold_tex.ktx","","","","","","","","",""
"SnakeOilSilver","SnakeOilSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BRYON_SKIN","TID_TRUE_SILVER_BYRON_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","byron_silver_tex.ktx","byron_silver_tex.ktx","byron_silver_tex.ktx","byron_silver_tex.ktx","","","","","","","","",""
"StickyBombGold","StickyBombGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SQUEAK_SKIN","TID_TRUE_GOLD_SQUEAK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","squeak_gold_tex.ktx","squeak_gold_tex.ktx","squeak_gold_tex.ktx","squeak_gold_tex.ktx","","","","","","","","",""
"StickyBombSilver","StickyBombSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_SQUEAK_SKIN","TID_TRUE_SILVER_SQUEAK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","squeak_silver_tex.ktx","squeak_silver_tex.ktx","squeak_silver_tex.ktx","squeak_silver_tex.ktx","","","","","","","","",""
"HealingStationBroker","HealingStationBroker","","","","","","","","","","","","","","","","","","","","","","","pam_broker_turret_tex.ktx","pam_broker_turret_tex.ktx","pam_broker_turret_tex.ktx","pam_broker_turret_tex.ktx","","","","","","","","",""
"UndertakerChromaLight","UndertakerChromaLight","","MECHA","","1","","","","","","","","","","49","","","LEGENDARY","TID_LIGHT_MECHA_MORTIS_SKIN","TID_LIGHT_MECHA_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","","","","","","","","","","","UndertakerMecha","",""
"UndertakerChromaDark","UndertakerChromaDark","","MECHA","","1","","","","","","","","","","49","","","LEGENDARY","TID_DARK_MECHA_MORTIS_SKIN","TID_DARK_MECHA_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","","","","","","","","","","","UndertakerMecha","",""
"KnightPizza","KnightPizza","","MEAL","","","","","","","KnightPetPizza","","","","5000","149","","","EPIC","TID_BRICK_OVEN_ASH_SKIN","TID_BRICK_OVEN_ASH_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ash_pizza_tex.ktx","ash_pizza_tex.ktx","ash_pizza_tex.ktx","ash_pizza_tex.ktx","","","","","","","","",""
"KnightPetPizza","KnightPetPizza","","","","","","","","","","","","","","","","","","","","","","","ash_pizza_tex.ktx","ash_pizza_tex.ktx","ash_pizza_tex.ktx","ash_pizza_tex.ktx","","","","","","","","",""
"BarrelBotOmegabox","BarrelBotOmegabox","","LASTBOX","","","4","4","true","","","","","","5000","149","","","EPIC","TID_MEGA_MEGABOX_DARRYL_SKIN","TID_MEGA_MEGABOX_DARRYL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_omegabox_tex.ktx","darryl_omegabox_tex.ktx","darryl_omegabox_tex.ktx","darryl_omegabox_tex.ktx","","","","","","","","",""
"ShieldTankDefault","ShieldTankDefault","","","","","","","","","","","","","","","","","","","","","","","buster_tex.ktx","buster_tex.ktx","buster_tex.ktx","buster_tex.ktx","","","","","","","","",""
