"Name","Character","Model","ModelCNOverride","GadgetModel","BigHeroIconOverrideSWF","BigHeroIconOverrideExportName","SmallHeroIconOverrideSWF","SmallHeroIconOverrideExportName","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargedSecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","LobbyLoopEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","OverchargedMainAttackProjectile","UltiProjectile","OverchargedUltiProjectile","AlternativeSkillProjectile","UltiAlternativeSkillProjectile","MainAttackEffect","MainAttackEffect2","MainAttackEffect3","OverchargedMainAttackEffect","OverchargedMainAttackEffect2","OverchargedMainAttackEffect3","AlternatingMainAttackEffect","UltiAttackEffect","UltiAttackEffect2","UltiAttackEffect3","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","OverchargedUltiAttackEffect3","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","OverchargedMainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","OverchargedMeleeHitEffect","OverchargedUltiMeleeHitEffect","SpawnAreaEffect","SpawnEffect","SpawnShieldEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","OverchargedStarPower1Effect","StarPower2Effect","OverchargedStarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPowerOvercharged","AreaEffectStarPower2","AreaEffectStarPower2Overcharged","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","ActivationSelfStatusEffectAttack","ActivationSelfStatusEffectUlti","StatusEffectSP1","StatusEffectSP2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","UltiChargeMoveEffect","OverchargedChargeMoveEffect","OverchargedUltiChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","FaceScaledUpTexture","TransformWhenOvercharged","ShadowRealmEnterEffect","ShadowRealmExitEffect","ShadowRealmFrameEffect","CustomEffect1","CustomEffect2","OverchargedCustomEffect1","OverchargedCustomEffect2","CustomAnim1","CustomAnim1Face","CustomAnim2","CustomAnim2Face","CustomAnim3","CustomAnim3Face","CustomAnim4","CustomAnim4Face","HighlightAnimSequence","SortOrder","SpawnedItemClip","SpawnedItemLoopingEffect","SpawnedItemActiveEffect","SpawnedItemStartClip","SpawnedItemReadyEffect","CustomAreaEffect1","CustomAreaEffect2","SurpriseAnim","SurpriseAnimDelay","SurpriseAnimProbability"
"AmbusherSilver","Ambusher","lily_geo.glb","","","","","","","lily_portrait.glb","","AmbusherDefaultIdle","AmbusherDefaultWalk","AmbusherDefaultAttack","AmbusherDefaultSecondary","AmbusherDefaultSecondary","AmbusherDefaultRecoil","AmbusherDefaultRecoil2","AmbusherDefaultRecoil","","AmbusherDefaultReload","AmbusherDefaultPushback","","AmbusherDefaultWin","AmbusherDefaultWinloop","","AmbusherDefaultLose","AmbusherDefaultLoseloop","AmbusherDefaultWin","AmbusherDefaultWinloop","AmbusherDefaultIdle","AmbusherDefaultWin","AmbusherDefaultWinloop","AmbusherDefaultWin","","AmbusherDefaultIdle","AmbusherDefaultIdle","AmbusherDefaultProfile","","","AmbusherDefaultIntro","LeonIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","","lily_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","","","","gen_silver_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsGold","Twins","goodtwin_geo.glb","","","","","","","goodtwin_portrait.glb","","TwinsDefaultIdle","TwinsDefaultWalk","TwinsDefaultPrimary","TwinsDefaultSecondary","TwinsDefaultSecondary","TwinsDefaultRecoil","","TwinsDefaultRecoil","","TwinsDefaultReload","TwinsDefaultPushback","","TwinsDefaultWin","TwinsDefaultWinloop","","TwinsDefaultLose","TwinsDefaultLoseloop","TwinsDefaultWin","TwinsDefaultWinloop","TwinsDefaultWinidleloop","TwinsDefaultWin","TwinsDefaultWinidleloop","TwinsDefaultWin","","TwinsDefaultIdle","TwinsDefaultIdle","TwinsDefaultProfile","","","TwinsDefaultIntro","BarkeepIdle","","","","BarkeepSecondary","BarkeepRecoil","","","","","","","","","","","","","","","","gen_gold_lobby_aura","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","","","","gen_gold_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsSilver","Twins","goodtwin_geo.glb","","","","","","","goodtwin_portrait.glb","","TwinsDefaultIdle","TwinsDefaultWalk","TwinsDefaultPrimary","TwinsDefaultSecondary","TwinsDefaultSecondary","TwinsDefaultRecoil","","TwinsDefaultRecoil","","TwinsDefaultReload","TwinsDefaultPushback","","TwinsDefaultWin","TwinsDefaultWinloop","","TwinsDefaultLose","TwinsDefaultLoseloop","TwinsDefaultWin","TwinsDefaultWinloop","TwinsDefaultWinidleloop","TwinsDefaultWin","TwinsDefaultWinidleloop","TwinsDefaultWin","","TwinsDefaultIdle","TwinsDefaultIdle","TwinsDefaultProfile","","","TwinsDefaultIntro","BarkeepIdle","","","","BarkeepSecondary","BarkeepRecoil","","","","","","","","","","","","","","","","gen_silver_lobby_aura","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","","","","gen_silver_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsPetGold","TwinsPet","badtwin_geo.glb","","","","","","","barley_base_cam.scw","","TwinsPetDefaultIdle","TwinsPetDefaultWalk","TwinsPetDefaultPrimary","TwinsPetDefaultSecondary","TwinsPetDefaultSecondary","TwinsPetDefaultRecoil","","TwinsPetDefaultRecoil","","TwinsPetDefaultReload","TwinsPetDefaultBarkeepPushback","","TwinsPetDefaultWin","TwinsPetDefaultWinloop","","TwinsPetDefaultLose","TwinsPetDefaultLoseloop","TwinsPetDefaultWin","TwinsPetDefaultWinloop","TwinsPetDefaultWinloop","TwinsPetDefaultWin","TwinsPetDefaultWinloop","TwinsPetDefaultWin","","TwinsPetDefaultIdle","TwinsPetDefaultIdle","TwinsPetDefaultProfile","","","TwinsPetDefaultIntro","BarkeepMsIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","","","","gen_gold_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsPetSilver","TwinsPet","badtwin_geo.glb","","","","","","","barley_base_cam.scw","","TwinsPetDefaultIdle","TwinsPetDefaultWalk","TwinsPetDefaultPrimary","TwinsPetDefaultSecondary","TwinsPetDefaultSecondary","TwinsPetDefaultRecoil","","TwinsPetDefaultRecoil","","TwinsPetDefaultReload","TwinsPetDefaultBarkeepPushback","","TwinsPetDefaultWin","TwinsPetDefaultWinloop","","TwinsPetDefaultLose","TwinsPetDefaultLoseloop","TwinsPetDefaultWin","TwinsPetDefaultWinloop","TwinsPetDefaultWinloop","TwinsPetDefaultWin","TwinsPetDefaultWinloop","TwinsPetDefaultWin","","TwinsPetDefaultIdle","TwinsPetDefaultIdle","TwinsPetDefaultProfile","","","TwinsPetDefaultIntro","BarkeepMsIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","","","","gen_silver_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AxeJugglerGold","AxeJuggler","melodie_geo.glb","","","","","","","melodie_portrait.glb","","AxeJugglerDefaultIdle","AxeJugglerDefaultWalk","AxeJugglerDefaultAttack","AxeJugglerDefaultSecondary","AxeJugglerDefaultSecondary","AxeJugglerDefaultRecoil","AxeJugglerDefaultSecondary","AxeJugglerDefaultIdle","AxeJugglerDefaultSecondary","","AxeJugglerDefaultPushback","","AxeJugglerDefaultWin","AxeJugglerDefaultWinloop","","AxeJugglerDefaultLose","AxeJugglerDefaultLoseloop","AxeJugglerDefaultWin","AxeJugglerDefaultWinloop","AxeJugglerDefaultIdle","AxeJugglerDefaultWin","AxeJugglerDefaultWinloop","AxeJugglerDefaultWin","","AxeJugglerDefaultIdle","AxeJugglerDefaultLoseEnter","AxeJugglerDefaultPortrait","","","","StuIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","","","","gen_gold_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AxeJugglerSilver","AxeJuggler","melodie_geo.glb","","","","","","","melodie_portrait.glb","","AxeJugglerDefaultIdle","AxeJugglerDefaultWalk","AxeJugglerDefaultAttack","AxeJugglerDefaultSecondary","AxeJugglerDefaultSecondary","AxeJugglerDefaultRecoil","AxeJugglerDefaultSecondary","AxeJugglerDefaultIdle","AxeJugglerDefaultSecondary","","AxeJugglerDefaultPushback","","AxeJugglerDefaultWin","AxeJugglerDefaultWinloop","","AxeJugglerDefaultLose","AxeJugglerDefaultLoseloop","AxeJugglerDefaultWin","AxeJugglerDefaultWinloop","AxeJugglerDefaultIdle","AxeJugglerDefaultWin","AxeJugglerDefaultWinloop","AxeJugglerDefaultWin","","AxeJugglerDefaultIdle","AxeJugglerDefaultLoseEnter","AxeJugglerDefaultPortrait","","","","StuIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","","","","gen_silver_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DragonRiderGold","DragonRider","draco_gold_geo.glb","","","","","","","draco_portrait.glb","","DragonRiderDefaultIdle","DragonRiderDefaultWalk","DragonRiderDefaultAttack","DragonRiderDefaultSecondary","DragonRiderDefaultSecondary","DragonRiderDefaultAttack","","","","","DragonRiderDefaultPushback","","DragonRiderDefaultWin","DragonRiderDefaultWinloop","","DragonRiderDefaultLose","DragonRiderDefaultLoseloop","DragonRiderDefaultWin","DragonRiderDefaultWinloop","DragonRiderDefaultIdle","DragonRiderDefaultWin","DragonRiderDefaultWinloop","DragonRiderDefaultWin","","DragonRiderDefaultIdle","DragonRiderDefaultIdle","DragonRiderDefaultProfile","","","DragonRiderDefaultIdle","SurgeIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","draco_def_atk","draco_def_ulti","","","draco_def_oc_ulti","","","","","","","","","","","","","","","draco_def_ulti_use_off","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","","","","gen_gold_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DragonRiderSilver","DragonRider","draco_silver_geo.glb","","","","","","","draco_portrait.glb","","DragonRiderDefaultIdle","DragonRiderDefaultWalk","DragonRiderDefaultAttack","DragonRiderDefaultSecondary","DragonRiderDefaultSecondary","DragonRiderDefaultAttack","","","","","DragonRiderDefaultPushback","","DragonRiderDefaultWin","DragonRiderDefaultWinloop","","DragonRiderDefaultLose","DragonRiderDefaultLoseloop","DragonRiderDefaultWin","DragonRiderDefaultWinloop","DragonRiderDefaultIdle","DragonRiderDefaultWin","DragonRiderDefaultWinloop","DragonRiderDefaultWin","","DragonRiderDefaultIdle","DragonRiderDefaultIdle","DragonRiderDefaultProfile","","","DragonRiderDefaultIdle","SurgeIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","draco_def_atk","draco_def_ulti","","","draco_def_oc_ulti","","","","","","","","","","","","","","","draco_def_ulti_use_off","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","","","","gen_silver_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDefault","Digger","moe_geo.glb","","","","","","","moe_portrait.glb","","DiggerSmallIdle","DiggerSmallWalk","DiggerSmallAttack","DiggerSmallSuper","DiggerSmallSuper","DiggerSmallRecoil","DiggerSmallRecoil2","DiggerSmallSuperRecoil","DiggerSmallSecondary","DiggerSmallReload","DiggerSmallPushback","","DiggerWin1","DiggerWinloop1","","DiggerSmallLose","DiggerSmallLoseloop","DiggerSmallWin","DiggerSmallWinloop","DiggerSmallIdle","DiggerSmallWin","DiggerSmallWinloop","DiggerWin1","","DiggerSmallIdle","DiggerSmallIdle","DiggerSmallProfile","","","DiggerSmallProfile","LeonIdle","","","","","","MoeStill","MoeStill","MoeWin","MoeWinLoop","","MoeLose","MoeLoseLoop","MoeWin","MoeWinLoop","MoeWinLoop","MoeWin","MoeWinLoop","MoeWin","MoeStill","MoeStill","digger_def_lobby","","digger_def_lobby","","","","","","","","","","","","","moe_def_atk_small","","","","","","","","","","","","","","","","","","","moe_def_ulti_use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","moe_def_ulti_trail","","moe_def_oc_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillDefault","DiggerDrill","moe_geo.glb","","","","","","","moe_portrait.glb","","DiggerIdle","DiggerWalk","DiggerAttack","DiggerSmallSuper_transform","","DiggerAttackRecoil","","","","DiggerReload","DiggerPushback","","DiggerWin1","DiggerWinloop1","","DiggerLose","DiggerLoseloop","DiggerWin","DiggerWinloop","DiggerIdle","DiggerWin","DiggerWinloop","DiggerWin","","DiggerIdle","DiggerIdle","DiggerProfile","","","DiggerProfile","CarlPirateIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","moe_def_atk","","","","","","","","","","","","","","","","","","","moe_def_ulti_use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","driller_def_moving","","moe_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DragonRiderOnceupon","DragonRider","draco_spirit_knight_geo.glb","","","","","","","draco_spirit_knight_portrait.glb","","DragonRiderOnceuponIdle","DragonRiderOnceuponWalk","DragonRiderOnceuponAttack","DragonRiderOnceuponSecondary","DragonRiderOnceuponSecondary","DragonRiderOnceuponAttack","","","","","DragonRiderOnceuponPushback","","DragonRiderOnceuponWin","DragonRiderOnceuponWinloop","","DragonRiderOnceuponLose","DragonRiderOnceuponLoseloop","DragonRiderOnceuponWin","DragonRiderOnceuponWinloop","DragonRiderOnceuponIdle","DragonRiderOnceuponWin","DragonRiderOnceuponWinloop","DragonRiderOnceuponWin","","DragonRiderOnceuponIdle","DragonRiderOnceuponIdle","DragonRiderOnceuponProfile","","","DragonRiderOnceuponIdle","SurgeIdle","","","","","","Draco003Still","Draco003Still","Draco003Win","Draco003WinLoop","","Draco003Lose","Draco003LoseLoop","Draco003Win","Draco003WinLoop","Draco003WinLoop","Draco003Win","Draco003WinLoop","Draco003Win","Draco003Still","Draco003Still","draco_002_lobby","","draco_002_lobby","draco_002_lobby","draco_002_lobby","","","true","true","DragonRider002Projectile","","DragonRiderDragon002Projectile","","","","draco_002_atk","draco_002_ulti","","","draco_def_oc_ulti","","","","","","","","","","","","","draco_002_ulti_use","","draco_002_ulti_use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ddraco_Kill_VO","Ddraco_Lead_VO","Ddraco_Start_VO","Ddraco_Ulti_VO","Ddraco_Hurt_VO","Ddraco_Die_VO","Ddraco_Atk_VO","Ddraco_Start_VO","","","","","","","","","","","","","","","","","","draco_002_kill","","","","","","","","","","draco_002_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerOnceupon","Cooker","pearl_medieval_geo.glb","","","","","","","pearl_medieval_portrait.glb","","CookerOnceuponIdle","CookerOnceuponWalk","CookerOnceuponAttack","CookerOnceuponSuper","CookerOnceuponSuper","CookerOnceuponRecoil","","CookerOnceuponSuperRecoil","","","CookerOnceuponPushback","","CookerOnceuponWin","CookerOnceuponWinloop","","CookerOnceuponLose","CookerOnceuponLoseloop","CookerOnceuponWin","CookerOnceuponWinloop","CookerOnceuponIdle","CookerOnceuponWin","CookerOnceuponWinloop","CookerOnceuponWin","","CookerOnceuponIdle","CookerOnceuponIdle","CookerOnceuponPortrait","","","","BibiIdle","","","","","","Pearl003Still","Pearl003Still","Pearl003Win","Pearl003WinLoop","","Pearl003Lose","Pearl003LoseLoop","Pearl003Win","Pearl003WinLoop","Pearl003WinLoop","Pearl003Win","Pearl003WinLoop","Pearl003Win","Pearl003Still","Pearl003Still","pearl_003_lobby","","pearl_003_lobby","pearl_003_lobby","pearl_003_lobby","","","","","Pearl003Projectile","","","","","","pearl_003_atk","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pearl003UltiExplosion","","","","","","","","","","","","","","","","","","","","pearl_003_smoke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeamerOnceupon","Beamer","mandy_evilsorceress_geo.glb","","","","","","","mandy_evilsorceress_portrait.glb","","BeamerOnceuponIdle","BeamerOnceuponWalk","BeamerOnceuponAttack","BeamerOnceuponSecondary","BeamerOnceuponSecondary","BeamerOnceuponRecoil","","","","BeamerOnceuponReload","BeamerOnceuponPushback","","BeamerOnceuponWin","BeamerOnceuponWinloop","","BeamerOnceuponLose","BeamerOnceuponLoseloop","BeamerOnceuponWin","BeamerOnceuponWinloop","BeamerOnceuponIdle","BeamerOnceuponWin","BeamerOnceuponWinloop","BeamerOnceuponWin","","BeamerOnceuponIdle","BeamerOnceuponIdle","BeamerOnceuponProfile","","","BeamerOnceuponProfile","SniperIdle","","","","","","Mandy004Still","Mandy004Still","Mandy004Win","Mandy004WinLoop","","Mandy004Lose","Mandy004LoseLoop","Mandy004Win","Mandy004WinLoop","Mandy004WinLoop","Mandy004Win","Mandy004WinLoop","Mandy004Win","Mandy004Still","Mandy004Still","mandy_004_lobby","","mandy_004_lobby","mandy_004_lobby","mandy_004_lobby","","","true","","Beamer004Projectile","","Beamer004UltiProjectile","","","","mandy_004_atk","","","","","","","mandy_004_ulti","","","","","","","","","","","","","","","","","","","","","","","","power_up_bottle_sparkle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DeadMariachiOnceupon","DeadMariachi","poco_skullknight_geo.glb","","","","","","","poco_skullknight_portrait.glb","","DeadMariachiOnceuponIdle","DeadMariachiOnceuponWalk","DeadMariachiOnceuponAttack","DeadMariachiOnceuponSecondary","DeadMariachiOnceuponSecondary","DeadMariachiOnceuponRecoil","","DeadMariachiOnceuponRecoil","","DeadMariachiOnceuponReload","DeadMariachiOnceuponPushback","","DeadMariachiOnceuponWin","DeadMariachiOnceuponWinloop","","DeadMariachiOnceuponLose","DeadMariachiOnceuponLoseloop","DeadMariachiOnceuponWin","DeadMariachiOnceuponWinloop","DeadMariachiOnceuponIdle","DeadMariachiOnceuponWin","DeadMariachiOnceuponWinloop","DeadMariachiOnceuponWin","","DeadMariachiOnceuponIdle","DeadMariachiOnceuponIdle","DeadMariachiOnceuponProfile","","","DeadMariachiOnceuponProfile","PocoIdle","","","","","","Poco007Still","Poco007Still","Poco007Win","Poco007WinLoop","","Poco007Lose","Poco007LoseLoop","Poco007Win","Poco007WinLoop","Poco007WinLoop","Poco007Win","Poco007WinLoop","Poco007Win","Poco007Still","Poco007Still","poco_008_lobby","","poco_008_lobby","poco_008_lobby","poco_008_lobby","","","","","Poco008Projectile","","Poco008UltiProjectile","","","","poco_008_atk","","","","","","","poco_008_ulti_atk","","","","","","","","poco_008_atk_root","","poco_008_atk_root","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","poco_008_loop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerOnceupon","PowerLeveler","surge_evilking_geo.glb","","","","","","","surge_evilking_portrait.glb","","PowerLevelerOnceuponIdle","PowerLevelerOnceuponWalk","","PowerLevelerOnceuponSecondary","PowerLevelerOnceuponSecondary","PowerLevelerOnceuponAttackRecoil","","","","PowerLevelerOnceuponReload","PowerLevelerOnceuponPushback","","PowerLevelerOnceuponWin","PowerLevelerOnceuponWinloop","","PowerLevelerOnceuponLose","PowerLevelerOnceuponLoseloop","PowerLevelerOnceuponWin","PowerLevelerOnceuponWinloop","PowerLevelerOnceuponIdle","PowerLevelerOnceuponWin","PowerLevelerOnceuponWinloop","PowerLevelerOnceuponWin","","PowerLevelerOnceuponIdle","PowerLevelerOnceuponIdle","PowerLevelerOnceuponProfile","","","PowerLevelerOnceuponIdle","SurgeIdle","","","","","","Surge003Still","Surge003Still","Surge003Win","Surge003WinLoop","","Surge003Lose","Surge003LoseLoop","Surge003Win","Surge003WinLoop","Surge003WinLoop","Surge003Win","Surge003WinLoop","Surge003Win","Surge003Still","Surge003Still","surge_007_lobby","","surge_007_lobby","surge_007_lobby","surge_007_lobby","","","true","true","Surge007Projectile","","","","","","surge_007_atk","","","","","","","","","","","","","","","","","surge_007_ulti_use","","surge_007_ulti_ground","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherOnceupon","Attacher","kit_thief_geo.glb","","","","","","","kit_thief_portrait.glb","","AttacherOnceuponIdle","AttacherOnceuponWalk","AttacherOnceuponAttack","AttacherOnceuponSecondary","AttacherOnceuponSecondary","AttacherOnceuponRecoil","","AttacherOnceuponRecoil","","AttacherOnceuponReload","AttacherOnceuponPushback","","AttacherOnceuponWin","AttacherOnceuponWinloop","","AttacherOnceuponLose","AttacherOnceuponLoseloop","AttacherOnceuponWin","AttacherOnceuponWinloop","AttacherOnceuponIdle","AttacherOnceuponWin","AttacherOnceuponWinloop","AttacherOnceuponWin","","AttacherOnceuponIdle","AttacherOnceuponIdle","AttacherOnceuponProfile","","","AttacherOnceuponProfile","ShamanIdle","","","","","","Kit005Still","Kit005Still","Kit005Win","Kit005WinLoop","","Kit005Lose","Kit005Lose","Kit005Win","Kit005WinLoop","Kit005WinLoop","Kit005Win","Kit005WinLoop","Kit005Win","Kit005Still","Kit005Still","kit_003_lobby","","kit_003_lobby","kit_003_lobby","kit_003_lobby","","","true","true",";Attacher003Projectile","","","","","","kit_003_atk","","","","","","","kit_def_ulti","","","","","","","","","","kit_def_ulti","","","kit_003_atk_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","kit_003_ulti_fight","","moe_def_oc_start_dig","","","","","","","","","","","","","","","","","","","","",""
