"Name","ServerOnly","NeverRemove","Stackable","Type","Value","Projectile","AreaEffect","Character","Skill","StatusEffect","Item","Components","OverchargeActive","SpawnedObjectDamage","SpawnedObjectRange","BooleanAttributes"
"R_BulletSize_Max_E","","","TRUE","AddBulletSizePercent","45","","","","","","","","","","",""
"R_BulletSize_Max_L","","","TRUE","AddBulletSizePercent","60","","","","","","","","","","",""
"R_Janet_ActiveTime_E","","","TRUE","AddActiveTimeUltiAttackPercentage","30","","","","","","","","","","",""
"R_Frank_SpeedDown_S","","","TRUE","IncreaseSpeedPercent","-4","","","","","","","","","","",""
"R_Frank_SpeedDown_E","","","TRUE","IncreaseSpeedPercent","-7","","","","","","","","","","",""
"R_Frank_SpeedDown_L","","","TRUE","IncreaseSpeedPercent","-11","","","","","","","","","","",""
"R_MoveSpeedInBush_Mini_S","TRUE","","TRUE","IncreaseSpeedInBushPercent","10","","","","","","","","","","",""
"R_Kaze_EffectSize_S","","","TRUE","AddEffectSizePercent","15","","","","","","","","","","",""
"R_Kaze_EffectSize_E","","","TRUE","AddEffectSizePercent","25","","","","","","","","","","",""
"R_Kaze_EffectSize_L","","","TRUE","AddEffectSizePercent","45","","","","","","","","","","",""
"R_MaxHp_Absolute_Meg_S","TRUE","","TRUE","IncreaseMaxHpAbsolute","500","","","","","","","","","","",""
"R_MaxHp_Absolute_Meg_E","TRUE","","TRUE","IncreaseMaxHpAbsolute","800","","","","","","","","","","",""
"R_MaxHp_Absolute_Meg_L","TRUE","","TRUE","IncreaseMaxHpAbsolute","1000","","","","","","","","","","",""
"R_HighHealthDamage_E","TRUE","","TRUE","AddHighHealthDamage","25","","","","","","","","","","",""
"ShadowdemonMinionDamage","TRUE","TRUE","","DamageOutputReducePercent","45","","","","","","","","","","",""
"ShadowdemonMinionHealth","TRUE","TRUE","","IncreaseMaxHp","-40","","","","","","","","","","",""
"ShadowdemonMinionDamageOvercharged","TRUE","TRUE","","DamageOutputReducePercent","30","","","","","","","","","","",""
"ShadowdemonMinionHealthOvercharged","TRUE","TRUE","","IncreaseMaxHp","-15","","","","","","","","","","",""
"MB_StickyBomb_Slow","TRUE","","","SpawnAreaEffectWhileMoving","15","","MegaBossStickyBombSlowAreaSmall","","","","","","","","",""
"MB_Shade_PassWall","TRUE","","","AddStatusEffectOnStart","","","","","","MegaBossGhostIncorporeal","","","","","",""
"MB_Crow_ProjectileSpeed","TRUE","","TRUE","AddProjectileSpeedPercent","35","","","","","","","","","","",""
"MB_Rico_BulletExplode_1","TRUE","","","SpawnAreaEffectWhileMoving","12","","MegaBossRicoMoveBullet1","","","","","","","","",""
"MB_Rico_BulletExplode_2","TRUE","","","SpawnAreaEffectWhileMoving","12","","MegaBossRicoMoveBullet2","","","","","","","","",""
"MB_Rico_BulletExplode_3","TRUE","","","SpawnAreaEffectWhileMoving","12","","MegaBossRicoMoveBullet3","","","","","","","","",""
"MB_Grom_BulletSize","","","TRUE","AddBulletSizePercent","50","","","","","","","","","","",""
"MB_Grom_AreaEffectSize","","","TRUE","AddAreaEffectPercent","50","","","","","","","","","","",""
"MB_Grom_EffectSize","","","TRUE","AddEffectSizePercent","50","","","","","","","","","","",""
"MB_Griff_ProjectilSize","","","TRUE","AddBulletSizePercent","50","","","","","","","","","","",""
"MB_Nita_ProjectilSize","","","TRUE","AddBulletSizePercent","100","","","","","","","","","","",""
"MB_DragonCrowL1_ProjectilSize","","","TRUE","AddBulletSizePercent","15","","","","","","","","","","",""
"MB_DragonCrowL2_ProjectilSize","","","TRUE","AddBulletSizePercent","40","","","","","","","","","","",""
"MB_DragonCrowL3_ProjectilSize","","","TRUE","AddBulletSizePercent","110","","","","","","","","","","",""
"MB_Crow_FireBallAround","TRUE","","","SpawnProjectileOnStartOrSelectPerk_2","2","MegaBossDragonCirclingProjectile","","","","","","","","","",""
"MB_Colette_ProjectilSize","","","TRUE","AddBulletSizePercent","10","","","","","","","","","","",""
"SN_Spike_ProjectileSize","","","","AddBulletSizePercent","50","","","","","","","","","","",""
"SN_Spike_ProjectileSpeed","","","","AddProjectileSpeedPercent","-20","","","","","","","","","","",""
"SN_Spike_AreaEffect","","","","AddAreaEffectPercent","40","","","","","","","","","","",""
"SN_Juju_ProjectileSize","","","","AddBulletSizePercent","50","","","","","","","","","","",""
"SN_Juju_AreaEffect","","","","AddAreaEffectPercent","65","","","","","","","","","","",""
"SN_Juju_ProjectileSpeed","","","","AddProjectileSpeedPercent","-35","","","","","","","","","","",""
"SN_Stella_AttackRange","","","","AddCastingRange","1","","","","","","","","","","",""
"SN_Stella_EffectSize","","","","AddEffectSizePercent","20","","","","","","","","","","",""
"SN_Stella_ChargeSpeed","TRUE","","TRUE","AddChargeSpeedPercentage","50","","","","","","","","","","",""
"SN_AttackRange_Minus1","","","","AddCastingRange","-1","","","","","","","","","","",""
"SN_Bea_ProjectileSize","","","","AddBulletSizePercent","50","","","","","","","","","","",""
"SN_Bea_ProjectileSpeed","","","","AddProjectileSpeedPercent","-10","","","","","","","","","","",""
"SN_Colette_ProjectileSize","","","","AddBulletSizePercent","30","","","","","","","","","","",""
"SN_Finx_AreaEffect","","","","AddAreaEffectPercent","30","","","","","","","","","","",""
"SN_Spike_ChargeSuper","","","","AddChargeUltiAutomaticallyPerSecond","1000","","","","","","","","","","",""
"SN_Juju_ChargeSuper","","","","AddChargeUltiAutomaticallyPerSecond","1000","","","","","","","","","","",""
"SN_Bea_ChargeSuper","","","","AddChargeUltiAutomaticallyPerSecond","1000","","","","","","","","","","",""
"SN_Amber_ChargeSuper","","","","AddChargeUltiAutomaticallyPerSecond","1000","","","","","","","","","","",""
"SN_Stella_ChargeSuper","","","","AddChargeUltiAutomaticallyPerSecond","1400","","","","","","","","","","",""
"SN_ChargeSuper","","","","AddChargeUltiAutomaticallyPerSecond","1500","","","","","","","","","","",""
"SN_ChargeRateNerf","","","","AddUltiOnlyChargePercent","-60","","","","","","","","","","",""
"SN_Amber_ProjectileSize","","","","AddBulletSizePercent","50","","","","","","","","","","",""
"SN_HP_Buff","","","","IncreaseMaxHp","0","","","","","","","","","","",""
"SN_Damage_Buff","","","","AddDamagePercent","0","","","","","","","","","","",""
"SN_SpeedUpOnAtk","TRUE","","","TriggerAreaEffectOnBasicAttack","","","OnHitSpeedyUpArea_StarNovaAmber","","","","","","","","",""
"SN_AntiBoss_Shield","","","","DamageReductionPercent","40","","","","","","","","","","",""
"Mod_speedup","","","TRUE","IncreaseSpeedPercent","30","","","","","","","","","","",""
"ColtOverchargedProjectileBuff","TRUE","","TRUE","MsBetweenBasicAttacksAddPercentage","-1","","","","","","","","","","",""
"ColtOverchargedProjectileBuff2","TRUE","","TRUE","ActiveTimeBasicAttacksAddPercentage","-80","","","","","","","","","","",""
"ColtBuddySp1","TRUE","TRUE","TRUE","ApplyStatusEffectOnHit","","","","","","ColtSpeedBuddySp","","","","","",""
"EmzBuddySp2","TRUE","TRUE","","ApplyStatusEffectWhenUsingUlti","","","","","","EmzBuddySp2","","","","","",""
"FrankBuddySp1","TRUE","TRUE","","ApplyStatusEffectOnKill","","","","","","FrankBuddySp1","","","","","",""
"MortisBuddySp1","TRUE","TRUE","","GainMaxHpOnKill","250","","","","","","","","","","",""
"EmzBuddySp1","TRUE","TRUE","","ApplyStatusEffectToEnemiesOnHitWithBasicAttack","","","","","","EmzBuddySp1","","","","","",""
"SpikeSp1","TRUE","TRUE","","LifeStealFromDamagePercentOnlyUlti","75","","","","","","","","","","",""
"SpikeBuddySp1","TRUE","TRUE","","AddProjectileSpeedPercentOnlyUlti","30","","","","","","","","","","",""
"MortisBuddySp2","TRUE","TRUE","","ApplyStatusEffectOnLongDash","","","","","","MortisBuddySp2","","","","","",""
"ColtBuddySp2","TRUE","TRUE","","OverrideProjectileDmgPercentageOverDistance","105","","","","","","","","","","",""
"ShelllyBuddySp1","TRUE","TRUE","","AddChainAreaEffectToUltiProjectileMod","4","","ShellyBuddySPBurnArea","","","","","","","","",""
"ShelllyBuddySp2","TRUE","TRUE","","ApplyStatusEffectOnMedikit","","","","","","ShelllyBuddySp2","","","","","",""
"ShamanBuddySp1","TRUE","TRUE","","PetLifestealOverhealShield","20","","","","","","","","","","",""
"ShamanBuddySp2","TRUE","TRUE","","ApplyStatusEffectWhenUsingUlti","","","","","","ShamanSp2AmmoReloadBoost","","","","","",""
"CrowBuddySp2","","TRUE","","IncreaseStatusEffectsTicks","20","","","","","","","","","","",""
"CrowBuddySp1","","TRUE","","ReceiveStatusEffectBasedOnNumberOfAppliedStatusEffects","","","","","","CrowBuddySp1","","","","","",""
"BullDude_Gadget_1","","TRUE","","HealOnKillIfEnemyHasStatusEffect","10","","","","","BullGadget1","","","","","",""
"BullDude_Gadget_2","","TRUE","","ApplyStatusEffectOnStun","","","","","","BullDudeGadget2","","","","","",""
"NinjaBuddySp2","","TRUE","","AddActiveTimeUltiAttackPercentage","17","","","","","","","","","","",""
"NinjaBuddySp1","","TRUE","","ApplyStatusEffectWhileInvisibleDuringSuper","","","","","","NinjaBuddySp1","","","","","",""
"BaseballSP2ExtraUltiDuration","TRUE","TRUE","","ExtraUltiDuration","50","","","","","","","","","","",""
"BowDudeSPHiddenDuringAttackInForest","TRUE","TRUE","","HiddenDuringAttackInForest","","","","","","","","","","","",""
"BowDudeSPMineShotSpeed","TRUE","TRUE","","AddProjectileSpeedPercentOnlyUlti","100","","","","","","","","","","",""
"RedirecterStarPowerCurrentHPPoisonTrait","TRUE","","","ApplyStatusEffectOnApplyStatus","","","","","","RedirecterStarPowerCurrentHPPoison","","","","","",""
"RedirecterStarPowerSpawnPetOnTargetDeathTrait","TRUE","","","ApplyStatusEffectOnApplyStatus","","","","","","RedirecterStarPowerSpawnPetOnTargetDeath","","","","","",""
"IgnoreStatusEffects","TRUE","TRUE","","IgnoreStatusEffects","","","","","","","","","","","",""
"GhostDeadCenterBoost","","TRUE","","MeleeDeadCenterBoost","100;100","","","","","","","","","","",""
"SamuraiLifeSteal","","TRUE","","LifeStealFromDamagePercent","35","","","","","","","","","","",""
"CrowGadgetDaggerSlow","","TRUE","","AddStatusEffectToEnermyOnHit_1","","","","","","CrowPoisonDaggerSlow","","","","","",""
"Gladiator_SpawnFireAreaOnExpire","TRUE","","","SpawnAreaEffectOnStatusExpire","","","GladiatorFire","","","","","","","","","DontTargetSelf"
"AssaultShotgunSp1_Spread","FALSE","TRUE","","AddSpreadBasicAttackPercent","50","","","","","","","","","","",""
"AssaultShotgunSp1_Salvo","FALSE","TRUE","","AddSalvoBasicAttack","1","","","","","","","","","","",""
"Gladiator_SpawnFireAreaExplosionOnExpire","TRUE","","","SpawnAreaEffectOnStatusExpire","","","GladiatorFireExplosion","","","","","","","","",""
"AssaultShotgunBuddySp1","FALSE","TRUE","","OverrideBasicAttackPatternAtFullAmmo","25","","","","","","","","","","",""
"AssaultShotgunBuddySp2","TRUE","TRUE","","UltiHealSelfOnReturn","5","","","","","","","","","","",""
"GladiatorOverrideChargeUpType","","TRUE","","OverrideChargeUpType","8","","","","","","","","","","",""
"GladiatorOverrideChargeUpMax","","TRUE","","OverrideChargeUpMax","10","","","","","","","","","","",""
"SwarmMeteorOverTimeLevel1","TRUE","","TRUE","SpawnAreaEffectOverTime","60","","PetrolFire","","","SwarmCooldownTimer","","","","","",""
"SwarmShootDemonicProjectileOverTimeLevel1","TRUE","","TRUE","ShootProjectileOverTime","60","BarkeepProjectile","","","","SwarmCooldownTimer","","","","","",""
"SwarmShootOtherProjectileOverTimeLevel1","TRUE","","TRUE","ShootProjectileOverTime","30","ElectroSniperMutantProjectile","","","","SwarmCooldownTimer","","","","","",""
"SwarmTimeBendOverTimeLevel1","TRUE","","TRUE","SpawnAreaEffectOverTime","60","","ChronomancerOverchargedUltiTimebend","","","SwarmCooldownTimer","","","","","",""
"SwarmWhirlwindProjectileOverTimeLevel1","TRUE","","TRUE","ShootProjectileOverTime","60","WhirlwindProjectile","","","","SwarmCooldownTimer","","","","","",""
"SwarmBarleyBottleFireL1","TRUE","","TRUE","ShootProjectileOverTime","60","BarkeepProjectile","","","","SwarmCooldownTimer","","","","2000","5000",""
"SwarmBarleyBottleFireL2","TRUE","","TRUE","ShootProjectileOverTime","45","BarkeepProjectile","","","","SwarmCooldownTimer","","","","2000","5000",""
"SwarmWhirlwindFireL1","TRUE","","TRUE","ShootProjectileOverTime","60","WhirlwindProjectile","","","","SwarmCooldownTimer","","","","1500","2000",""
"SwarmWhirlwindFireL2","TRUE","","TRUE","ShootProjectileOverTime","45","WhirlwindProjectile","","","","SwarmCooldownTimer","","","","1500","2000",""
"SwarmHealthBoostL1","TRUE","","TRUE","GainMaxHpKeepDeficit","500","","","","","","","","","","",""
"SwarmHealthBoostL2","TRUE","","TRUE","GainMaxHpKeepDeficit","1000","","","","","","","","","","",""
"SwarmHealthBoostL3","TRUE","","TRUE","GainMaxHpKeepDeficit","2000","","","","","","","","","","",""
"SwarmDamageBoostL1","TRUE","","TRUE","AddDamagePercent","10","","","","","","","","","","",""
"SwarmDamageBoostL2","TRUE","","TRUE","AddDamagePercent","20","","","","","","","","","","",""
"SwarmDamageBoostL3","TRUE","","TRUE","AddDamagePercent","35","","","","","","","","","","",""
"SwarmBarleyBottleFireL3","TRUE","","TRUE","ShootProjectileOverTime","45","BarkeepProjectile","","","","SwarmCooldownTimer","","","","2500","5000",""
"SwarmWhirlwindFireL3","TRUE","","TRUE","ShootProjectileOverTime","45","WhirlwindProjectile","","","","SwarmCooldownTimer","","","","1800","2000",""
"MB_FinxL1_ProjectilSize","","","TRUE","AddBulletSizePercent","50","","","","","","","","","","",""
"MB_FinxL2_ProjectilSize","","","TRUE","AddBulletSizePercent","75","","","","","","","","","","",""
"EnragerBuddySp1","TRUE","TRUE","","ExtraUltiChargeFromAreaEffectInnerRadiusHeroHit","1000","","","","","","","","","","",""
"EnragerBuddySp2","TRUE","TRUE","","HealPercentOnKill","20","","","","","","","","","","",""
"MB_FinxTowerUntargetable","TRUE","TRUE","","FinxTowerUntargetable","","","","","","FinxTowerUntargetable","","","","","",""
"MB_FinxTowerAreaEffect","","TRUE","","AddAreaEffectThatFollows","","","MegaBossFinxTowerTimebend","","","","","","","","",""
"Swarm_PickupRange_Base","","TRUE","TRUE","AddPickupRange","0","","","","","","","","","","",""
"Swarm_MoveSpeed_Base","","","TRUE","IncreaseSpeedPercent","0","","","","","","","","","","",""
"SwarmElectroBoltFireL1","TRUE","","TRUE","ShootProjectileOverTime","60","ElectroSniperMutantProjectile","","","","SwarmCooldownTimer","","","","1500","4000",""
"SwarmElectroBoltFireL2","TRUE","","TRUE","ShootProjectileOverTime","50","ElectroSniperMutantProjectile","","","","SwarmCooldownTimer","","","","1500","4000",""
"SwarmElectroBoltFireL3","TRUE","","TRUE","ShootProjectileOverTime","50","ElectroSniperMutantProjectile","","","","SwarmCooldownTimer","","","","2000","4000",""
"SwarmElectroBoltFireL2_2","TRUE","","TRUE","ShootProjectileOverTime","50;12","ElectroSniperMutantProjectile","","","","SwarmCooldownTimer","","","","1500","4000",""
"SwarmElectroBoltFireL3_2","TRUE","","TRUE","ShootProjectileOverTime","50;12","ElectroSniperMutantProjectile","","","","SwarmCooldownTimer","","","","2000","4000",""
"SwarmFireAuraTraitL1","TRUE","","","AddAreaEffectThatFollows","480;560","","SwarmFireAuraL1","","","","","","","","",""
"SwarmFireAuraTraitL2","TRUE","","","AddAreaEffectThatFollows","480;560","","SwarmFireAuraL2","","","","","","","","",""
"SwarmFireAuraTraitL3","TRUE","","","AddAreaEffectThatFollows","600;840","","SwarmFireAuraL3","","","","","","","","",""
"PercenterOverchargeFollowupProjectile","TRUE","TRUE","","PercenterHcBuddyProjectile","5;30","PercenterOverchargedProjectileSecondary","","","","","","","TRUE","","",""
"MB_FinxL2_AreaSize","","","TRUE","AddAreaEffectPercent","35","","","","","","","","","","",""
"ColetteLifestealBuddyOverheal","TRUE","TRUE","TRUE","OverhealShield","60;1000","","","","","","","","","","",""
"MB_FinxTowerAreaSize","","","TRUE","AddAreaEffectPercent","50","","","","","","","","","","",""
"RockProjectileMagnet_SteerStrength","TRUE","","","AddProjectileSteerStrength","30","","","","","","","","","","",""
"RockProjectileMagnet_SteerIgnoreTicks","TRUE","","","OverrideProjectileSteerIgnoreTicks","1","","","","","","","","","","",""
"RockProjectileMagnet_SteerHomeDistance","TRUE","","","OverrideProjectileHomeDistance","10","","","","","","","","","","",""
"RockProjectileMagnet_OverrideTravelType","TRUE","","","OverrideProjectileTravelType","10","","","","","","","","","","",""
"PercenterBuddySp1","TRUE","TRUE","","OverrideChargeSpeed","6000","","","","","","","","","","",""
"PercenterBuddySp2","TRUE","TRUE","","StealAmmoOnChargeHit","33;100","","","","","","","","","","",""
"RockChargeUltiOnMove","TRUE","TRUE","","ChargeUltiOnMove","14;1","","","","","","","","","","",""
"PercenterSp2ChargeDamageReduction","TRUE","TRUE","","ApplyStatusEffectWhenUsingUlti","","","","","","PercenterStarPowerChargeDamageReductionBase","","","","","",""
"ConductorSp2ChargeAmmoSteal","TRUE","TRUE","","StealAmmoOnChargeHit","33;100","","","","","","","","","","",""
"FutureGirlTraitShieldOnMoving","TRUE","TRUE","TRUE","AddConsumableShieldOnMoving","5;-1;-1;100","","","","","","","","","","",""
"FutureGirlTraitShieldOnSpawn","TRUE","TRUE","TRUE","AddConsumableShieldOnSpawn","-1;-1;100","","","","","","","","","","",""
"Nano_Merge_General","","","TRUE","IncreaseHeroMaxHpAbsolute","2000","","","","","","","","","","",""
"Nano_Merge_General_Meg","","","TRUE","IncreaseHeroMaxHpAbsolute","1000","","","","","","","","","","",""
"Nano_Angelo_Swap","","","","SwapAttackStyleEveryXSecond","6;200;3","","","","","","","","","","",""
"Nano_Angelo_Super_Area","","","","AddAreaEffectPercentSuper","100","","","","","","","","","","",""
"Nano_Angelo_Super_Damage","","","","AddDamagePercentSuper","50","","","","","","","","","","",""
"Nano_Angelo_HoldTime","","","","AddHoldChargeUpTimePercent","40","","","","","","","","","","",""
"Nano_Mandy_Attack_Range","","","","AddBeamerStandRange","100","","","","","","","","","","",""
"Nano_Mandy_Super_Size","","","","AddBulletSizePercentSuper","100","","","","","","","","","","",""
"Nano_Mandy_Super_Rate","","","","AddUltiOnlyChargePercent","0","","","","","","","","","","",""
"Nano_Mandy_Camera_Distance","","","","AddCameraDistance","3400","","","","","","","","","","",""
"Nano_Mandy_Camera_Vision","","","","AddVisibilityRectSize","300;600","","","","","","","","","","",""
"Nano_Max_Projectile_Speed","","","","AddProjectileSpeedPercentNormalAttack","25","","OnHitSpeedyUpArea_MaxNanoPower","","","","","","","","",""
"Nano_Max_Super_Speedup","","","","AddStatusEffectSpeedBoostAbsolutePercent","150","","","","","SpeedyUltiAreaSpeedBoost;SpeedyOverchargedUltiAreaSpeedBoost","","","","","",""
"Nano_Max_Reload","","","","AddReloadSpeedPercent","75","","","","","","","","","","",""
"Nano_Kenji_Range_Slash","","","","AddCastingRangeConeMelee","1.5","","","","","","","","","","",""
"Nano_Kenji_Range_Effect","","","","AddEffectSizePercent","35","","","","","","","","","","",""
"Nano_Kenji_Super_Size","","","","AddAreaEffectPercent","0","","","","","","","","","","",""
"Nano_Kenji_Super_Teleport","","","","TeleportAfterCrossSlash","1","","","","","","","","","","",""
"Nano_Kenji_Super_Rate","","","","AddUltiOnlyChargePercent","35","","","","","","","","","","",""
"Nano_Kenji_Heal","","","","HealingBuff","80","","","","","","","","","","",""
"Nano_Tick_BulleNumber","","","","AddBulletExplosionNumber","2","","ClusterBombExplosion","","","","","","","","",""
"Nano_Tick_PetMax_HP","","","TRUE","AddExtraHealthToSummonedMinions","2000","","","","","","","","","","",""
"Nano_Tick_PetMax_Scale","","","","AddExtraScaleToPets","50","","","","","","","","","","",""
"Nano_Tick_PetMax_Damage","","","","AddAreaEffectDamagePercent","30","","ClusterBombPetExplosion;ClusterBombPetOverchargedExplosion","","","","","","","","",""
"Nano_Tick_PetMax_BigHead","","","","AddScaleToHeadPercent","80","","","ClusterBombDude","","","","","","","",""
"Nano_Tick_PetMax_ProjectileSize","","","","AddBulletSizePercentSuper","80","","","ClusterBombDude","","","","","","","",""
"Nano_Tick_Head_1","","","","OverrideMaxSpawns","2","","","","","","","","","","",""
"Nano_Tick_Head_2","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Ziggy_Attack","","","","AddAreaEffectPercentNormalAttack","20","","","","","","","","","","",""
"Nano_Ziggy_Super","","","","AddAreaEffectPercentSuper","50","","","","","","","","","","",""
"Nano_Ziggy_Slow","","","","AddStatusEffectToEnermyOnHit_1","","","","","","MarksmanHitSlowdown","","","","","",""
"Nano_Piper_Swap","","","","SwapAttackEveryXSecond","2.5","","","","SniperWeaponNanoPower","","","","","","",""
"Nano_Piper_SuperRate","","","","AddUltiOnlyChargePercent","80","","","","","","","","","","",""
"Nano_Piper_SuperSpeed","","","","AddChargeSpeedPercentage","100","","","","","","","","","","",""
"Nano_Piper_Attack_FarDamage","","","","AddProjectileDmgPercentageEndDistance","35","","","","","","","","","","",""
"Nano_Nani_Attack_Bullet","","","","AddBasicAttackNumBullets","2","","","","","","","","","","",""
"Nano_Nani_Attack_Spread","","","","AddSpreadBasicAttackPercent","80","","","","","","","","","","",""
"Nano_Nani_Attack_Damage","","","","AddDamagePercentNormalAttack","0","","","","","","","","","","",""
"Nano_Nani_Super_Damage","","","","AddDamagePercentSuper","30","","","","","","","","","","",""
"Nano_Nani_Super_Time","","","","AddUltiSteerLifeTimePercent","50","","","","","","","","","","",""
"Nano_Nani_Reflect","","","","AddReflectDamagePercent","30","NaniBounceProjectileSmall","","","","","","","","","",""
"Nano_Hank_Range_1","","","","AddCastingRangePercent","25","","","","","","","","","","",""
"Nano_Hank_Range_2","","","","AddAreaEffectPercent","25","","","","","","","","","","",""
"Nano_Hank_Range_3","","","","AddEffectSizePercent","25","","","","","","","","","","",""
"Nano_Hank_Super_BulletNumber","","","","OverrideNumBulletsInUltiExplosionUlti","10","","","","","","","","","","",""
"Nano_Hank_Super_Heal","","","","HealPercentOnSuperUse","100","","","","","","","","","","",""
"Nano_Hank_Trigger","","","","TriggerAreaEffectWhenReceivingDmg","0.1","","FishTankOnHitArea","","","","","","","","","NoBar"
"Nano_Jessie_ShootTwice_1","","","","ActiveTimeBasicAttackAddPercent","400","","","","","","","","","","",""
"Nano_Jessie_ShootTwice_2","","","","MsBetweenBasicAttacksMultiply","4","","","","","","","","","","",""
"Nano_Jessie_SuperUse","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Jessie_Super_MaxSpawn","","","","OverrideMaxSpawns","2","","","","","","","","","","",""
"Nano_Jessie_Chain_1","","","","AddChainTravelDistancePercent","30","","","","","","","","","","",""
"Nano_Jessie_Chain_2","","","","AddNumsChainsToEnemies","1","","","","","","","","","","",""
"Nano_Melodie_Attack_Chain","","","","AddChainBulletNumber","1","","","","","","","","","","",""
"Nano_Melodie_Notes","","","","AddChainBulletsMaxProjectile","2","","","","","","","","","","",""
"Nano_Melodie_SuperUse","","","","AddUltiUse","2","","","","","","","","","","",""
"Nano_Melodie_Super_ChargeSpeed","","","","AddChargeSpeedPercentage","50","","","","","","","","","","",""
"Nano_Melodie_Orbit_Faster","","","","AddProjectileCircleSpeedPercent","75","","","","","","","","","","",""
"Nano_Melodie_Orbit_Larger","","","","AddTravelTypeVariablePercent","0","","","","","","","","","","",""
"Nano_Mico_Range","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Mico_Super_Size","","","TRUE","AddAreaEffectPercentSuper","70","","","","","","","","","","",""
"Nano_Mico_Super_Damage","","","","AddDamageSuper","2000","","","","","","","","","","",""
"Nano_Mico_Reload","","","","AddReloadSpeedPercent","50","","","","","","","","","","",""
"Nano_Gene_Chain_Number","","","","AddChainBulletNumber","4","","","","","","","","","","",""
"Nano_Gene_Chain_Spread","","","","AddChainSpread","50","","","","","","","","","","",""
"Nano_Gene_Super_Range","","","","OverrideUltiCastingRange","80","","","","","","","","","","",""
"Nano_Gene_Super_Damage","","","","AddDamageSuper","1500","","","","","","","","","","",""
"Nano_Gene_Trigger","","","","TriggerProjectileToEnemyOnHittingEnemy","1000;4","GeneHomingNanoProjectile","","","","","","","","","",""
"Nano_Sirius_Area_1","","","","AddAreaEffectPercent","30","","ShadowdemonIndirectExplosion","","","","","","","","",""
"Nano_Sirius_Area_2","","","","AddBulletSizePercent","50","ShadowdemonProjectileIndirect","","","","","","","","","",""
"Nano_Sirius_Super_Max_Hord","","","","AddShadowdemonMaxReleasedDemonsPerCast","2","","","","","","","","","","",""
"Nano_Sirius_Super_Max_Clone","","","","AddShadowdemonMaxClones","4","","","","","","","","","","",""
"Nano_Sirius_Clone_HP","","","","AddExtraHealthToSummonedMinionsPercent","40","","","","","","","","","","",""
"Nano_Sirius_Clone_Size","","","","AddExtraScaleToShadowClone","30","","","","","","","","","","",""
"Nano_Sirius_Spawn_Teammate","","","","SpawnATeamMateShadowEveryXSecond","8","","","","","","","","","","",""
"Nano_Grom_Attack_Number","","","","AddBulletExplosionNumber","2","","CrossBomberClusterExplosion","","","","","","","","",""
"Nano_Grom_Chain_Distance","","","","AddBulletExplosionBulletDistancePercent","100","","CrossBomberClusterExplosion","","","","","","","","",""
"Nano_Grom_Chain_Effect","","","","AddProjectileEffectPlaySpeedPercent","-25","CrossBomberProjectile2","","","","","","","","","",""
"Nano_Grom_Super_Time","","","","AddActiveTimeUltiAttackPercentage","350","","CrossBomberUltiClusterExplosion;OverchargedCrossBomberUltiClusterExplosion;OverchargedCrossBomberUltiClusterExplosion2","","","","","","","","",""
"Nano_Grom_Super_MS","","","","OverrideMsBetweenAttackUlti","500","","CrossBomberClusterExplosion","","","","","","","","",""
"Nano_Grom_Size","","","","AddBulletSizePercent","0","","CrossBomberUltiClusterExplosion;OverchargedCrossBomberUltiClusterExplosion;OverchargedCrossBomberUltiClusterExplosion2","","","","","","","","",""
"Nano_Grom_Speed","","","","AddProjectileSpeedPercent","15","","CrossBomberUltiClusterExplosion;OverchargedCrossBomberUltiClusterExplosion;OverchargedCrossBomberUltiClusterExplosion2","","","","","","","","",""
"Nano_Gale_Attck_MoreBullet","","","","AddBasicAttackNumBullets","4","","","","","","","","","","",""
"Nano_Gale_Super_MoreBullet","","","","AddUltiAttackNumBullets","5","","","","","","","","","","",""
"Nano_Gale_Freeze_Attack","","","","AddPartialStunPromilleAttack","70","","","","","","","","","","",""
"Nano_Gale_Freeze_Super","","","","AddPartialStunPromilleSuper","550","","","","","","","","","","",""
"Nano_Lou_Attack_Size","","","","AddBulletSizePercentNormalAttack","50","","","","","","","","","","",""
"Nano_Lou_Super_Size","","","","AddAreaEffectPercentSuper","40","","","","","","","","","","",""
"Nano_Lou_Freeze_Super","","","","AddPartialStunPromillePercent","35","","","","","","","","","","",""
"Nano_Eve_Attack_Bullet","","","","OverrideProjectileAttack","","FleaProjectile1;FleaProjectile2;FleaProjectile3;FleaProjectileNano4","","","","","","","","","",""
"Nano_Eve_Attack_ActiveTime","","","","ActiveTimeBasicAttackAddPercent","33","","","","","","","","","","",""
"Nano_Eve_Attack_Damage","","","","AddDamagePercentNormalAttack","0","","","","","","","","","","",""
"Nano_Eve_Super_1","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Eve_Super_2","","","","OverrideMaxSpawns","20","","","","","","","","","","",""
"Nano_Eve_Passive","","","","SpawnCharacterOnGetHurt","1;0.5","","","FleaExtraPet","","","","","","","","NoBar"
"Nano_Moe_Attack_Range","","","","AddBulletExplosionBulletDistancePercent","150","","","","","","","","","","",""
"Nano_Moe_Attack_Damage","","","","AddDamagePercentNormalAttack","0","","","","","","","","","","",""
