"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes"
"SamuraiUltiProjectile","","1000","","0","","true","true","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","",""
"SamuraiOverchargedUltiProjectile","","1000","","0","","true","true","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","",""
"StickyBombOverchargedUltiProjectile","","800","","0","","true","true","","","","60","1","","","","","","","true","","","","","","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombOverchargedUltiProjectileBounce","","800","","0","","","true","","","","60","1","","","","","","","","","TRUE","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombOverchargedUltiProjectile2","","3000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlackHoleOverchargedUltiProjectile","","1522","","0","","true","","","","","200","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillProjectile","","3500","","200","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillOverchargedProjectile","","3500","","200","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicSoulCollectorProjectile","","1500","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","10","","","","20","0","30","80","","25","","","",""
"WrathOfAnAngelProjectile","","2700","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeOverchargedTurretProjectile","","4500","","50","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooOverchargedUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooPetProjectile","","2500","","100","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooPetOverchargedProjectile","","2500","","100","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicPowerProjectile","","1700","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileEarth","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileForest","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileWater","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooPetSlowProjectile","","2500","","100","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooOverchargedPetSlowProjectile","","2500","","325","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooProjectileAll","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearLaserProjectile","","4000","","101","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearLaserUltiProjectile","","4000","","101","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearFlightProjectile","","3500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","100","50","150","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearFlightUltiProjectile","","3000","","0","","true","true","","","","20","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"MeepleProjectile","","3000","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","2","5","5","15","","","","","",""
"MeepleUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleOverchargedUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleWallProjectile","","1600","","0","","true","","","","","330","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterProjectile","","3000","","100","","","","","","","0","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterProjectileTaunt","","3000","","100","","","","","","","0","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"hankOverchargedUltiProjectile","","4000","","101","","","","","","","0","3","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","5","3","15","40","","","","","",""
"BeameOverchargedUltiProjectile","","5000","","250","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","true","","","","","","","","","",""
"BeaOverchargedUltiProjectile","","2500","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","2","","20","17","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","",""
"BeaOverchargedUltiProjectile2","","2500","","101","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeSpawnOverchargedMineProjectile","","2391","","0","","true","","","","","405","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MinigunDudeOverchargedUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeOverchargedUltiProjectile","","1196","","0","","true","","","","","139","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChesterOverchargedUltiProjectile","","800","","0","","true","true","","","","75","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarProjectile","","3500","","170","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarProjectileRecall","","4000","","170","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","26","","","",""
"MorningstarProjectileRecallFrozenSP","","3600","","170","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","26","","","",""
"MorningstarUltiProjectile1","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","240","","","ChangingProjectileCustomRange"
"MorningstarUltiProjectile2","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","555","","","ChangingProjectileCustomRange"
"MorningstarUltiProjectile3","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiProjectileOvercharged1","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","240","","","ChangingProjectileCustomRange"
"MorningstarUltiProjectileOvercharged2","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","555","","","ChangingProjectileCustomRange"
"MorningstarUltiProjectileOvercharged3","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectile","","3000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectileSecondary","","3000","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerUltiProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerUltiHyperProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectileStasis","","3000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectileStasisSecondary","","3000","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GusOverchargedUltiProjectile","","3600","","200","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","2600","200","","","","","","","","","","","","","","","","","","","","","","","",""
"GusOverchargedAreaEffectProjectile","","3600","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MtowerProjectile","","2500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","40","2","30","50","","","","","",""
"ArenaXPProjectile","","3500","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","10","","","","40","2","30","50","","23","","","",""
"MobaKaijuProjectile","","500","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","10","0","15","20","","","","","",""
"MobaBigKaijuProjectile","","800","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","10","0","15","20","","","","","",""
"AlternatorHealProjectile","","3500","","225","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorSpeedProjectile","","3700","","225","","","","","","","0","2","","","","","300","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorDamageProjectile","","3500","","225","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorSlowProjectile","","3500","","225","","","","","","","0","2","","","","","300","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeishaUltiProjectile","","1000","","0","","true","true","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeishaUltiProjectileOvercharged","","1000","","0","","true","true","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeishaTransformedProjectile","","3500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","100","50","150","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeMutantProjectile","","2000","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArenaBaseProjectile","","5500","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","50","100","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","800","",""
"MegaKenjiProjectileSlowBounce","","1400","","0","","","","","","","0","2","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileSpawnRobot","","2500","","0","","true","","","","","400","1","","","","MegaSamuraiRangedEnemy","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileFast360","","1650","","0","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileDeath","","4000","","0","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiRangedEnemyProjectile","","4000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballOverchargedUltiProjectileSticky","","3000","","250","","","","","","","0","3","","","","","","","true","","true","","","false","","","","","","","","2","","20","100","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballOverchargedUltiProjectileStickyChain","","3000","","250","","","","","","","0","3","","","","","","","true","","true","","","true","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AngelicProjectile","","3000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","",""
"DemonicProjectile","","4000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","700","","",""
"DemonicProjectileBoomerang","","4000","","100","","","","","","","0","2","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","1","","","","","","","","","","","","","","700","","",""
"BrawlersMagnetProjectile1_lvl1","","2000","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"BrawlersMagnetProjectile2_lvl1","","2000","","200","","","","","","","0","2","","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"BrawlersMagnetProjectile1_lvl3","","3000","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"BrawlersMagnetProjectile2_lvl3","","3000","","200","","","","","","","0","2","","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"SignalStrikeProjectile","","4000","","225","","","","","","","0","2","","","","","300","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SignalStrikeProjectile_lvl3","","4000","","225","","","","","","","0","2","","","","","300","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EndOfLineProjectile","","3200","","0","","true","","","","","330","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoomBoxProjectile","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoomBoxProjectile_lvl2","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoomBoxProjectile_lvl3","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HookTimeProjectile_lvl1","","2000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","",""
"HookTimeProjectile_lvl3","","4500","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","",""
"JetpackProjectileDamage","","1500","","200","","true","true","","","","20","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"JetpackProjectileDamageAndSlow","","1500","","200","","true","true","","","","20","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"EndOfLineProjectile_lvl3","","3200","","0","","true","","","","","330","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileSingle","","3000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileDouble","","3000","","200","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileTriple","","3000","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileUlti","","2200","","400","","","","","","","0","","","","","","","","true","","","","","true","","","-60","4","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"DancerOverchargedProjectileUlti","","3000","","400","","","","","","","0","","","","","","","","true","","true","1000","3","true","","","-250","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryProjectile","","29000","","0","","true","","","","","250","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryProjectileCrit","","29000","","0","","true","","","","","250","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryUltiProjectile","","1000","","1500","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","","","","","14","50","","","","","","","","28","","","",""
"FuryOverchargedUltiProjectile","","1000","","1500","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","3","","","","14","50","","","","","","","","28","","","",""
"FuryOverchargedUltiProjectileReturn","","1000","","1500","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","3","","","","14","50","","","","","","","","28","","","",""
"MegaBossCrowProjectile","","1500","","40","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusProjectile","","1800","","195","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MegaBossCactusFrag","","1000","","65","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusUltiProjectile","","1739","","0","","true","","","","","240","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPushAwayFrag","","2500","","65","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusProjectileSecond","","1800","","195","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickProjectile","","800","","0","","true","true","900","","","60","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectile","","1200","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectileMid","","1000","","0","","true","","","","","130","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectileLarge","","1500","","0","","true","","","","","150","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSecondProjectile","","1700","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectile","","1100","","85","","","","","","","0","","","","","","","","true","","true","3000","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeUltiProjectile","","1600","","85","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectileLarge","","900","","150","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectileLargeExtra","","2300","","260","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpProjectile","","1000","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","1","","10","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwampProjectile","","1504","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwampProjectileLarge","","1504","","0","","true","","","","","180","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpProjectileChain","","1000","","101","","","","","","","0","3","","","","","","","true","","true","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterProjectileSlow","","1400","","65","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterProjectile","","1900","","50","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterProjectilePierce","","4000","","150","","","","","","","0","3","","","","","","","true","","true","2000","3","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
