"Name","Disabled","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","ActionsSelf","ActionsAlly","ActionsEnemy","ActionsTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance","BooleanAttributes","LifeStealPercent","StatusEffectPassiveMultiplierValues","StatusEffectPassiveMultiplierTickStamps","SuperChargeScalePercent","ReloadDebuffPercent","ReloadDebuffTicks"
"DomainOwnedArea","","20000","","500","","","","","","StatusEffect","DomainOnAreaBuff","","","2","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DomainOwnedAreaBig","","20000","","850","","","","","","StatusEffect","DomainOnAreaBuff","","","2","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicAreaEffectFire","","2900","","300","300","true","5","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AngelicBulletAreaEffect","","200","","600","300","true","","12","","BulletExplosion","","","","","","","","","","","","AngelicProjectile","12","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DodgeballScore","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrainModeAreaEffect","","100","","800","","","","","","StatusEffect","","","CannonGirlOverchargedStun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OutOfLineArea","","500","","700","","","","23","23","MeepleWallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperSneakersSpeed","","1000","","500","350","","","50","","StatusEffect","SuperSneakersSpeedBoost","SuperSneakersSpeedBoost","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunWaypointActivation","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OutOfLineArea_lvl3","","500","","700","","","","24","24","MeepleWallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryWarning","","750","","450","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FuryExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryWarningCritLogic","","750","","450","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FuryExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryExplosion","","600","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryUltiArea","","10000","3000","1500","700","","","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","followTargetGone","","","","","","","","",""
"FuryOverchargedUltiArea","","10000","","1500","700","","","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","followTargetGone","","","","","","","","",""
"FuryGadgetTeleport","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealBoomBox","","5000","","1000","-300","","0","","","Hot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PushbackBoomBox","","300","","450","","","","10","","Pushback","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PushbackBoomBoxLvL3","","300","","650","","","","10","","Pushback","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerBlockProjectiles","","1000","","600","","","","","","BlockProjectiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueliteDancerBlockProjectiles","","3000","","480","","","","","","BlockProjectiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerBlockProjectilesNanoPower","","1500","","900","","","","","","BlockProjectiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CollectionEventModifierSpawn","","1000","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EventCollectToken","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusSpikeExplosion","","700","","300","","","","12","","BulletExplosion","","","","","","","","","","","","CactusSpike","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude360PushAwayBullet","","800","","600","600","","","10","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDudeUltiProjectile","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude360PushAwayArea","","700","","600","600","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude360Madness","","800","","600","400","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDudeProjectile","20","300","","","","","","","","","","","","","","","","","MegaTrickshotDude360Madness2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude360Madness2","","800","","600","400","","","15","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDudeProjectile","20","300","","","","","","","","","","","","","","","","","MegaTrickshotDude360Madness3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude360Madness3","","800","","600","600","","","10","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDudeUltiProjectile","20","300","","","","","","","","","","","","","","","","","MegaTrickshotDude360Madness4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude360Madness4","","800","","600","800","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDudeProjectileLarge","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SubwayTrainRushProjectileSpeedTrail","","2500","","200","","","","","","StatusEffect","AlternatorProjectileSpeedTrail","AlternatorProjectileSpeedTrail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossCrowJumpKnifes","","700","","300","","","","10","","BulletExplosion","","","","","","","","","","","","MegaBossCrowJumpProjectile","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwamp","","4000","","400","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwampStatus","","4000","","400","","","","","","StatusEffect","","","MegaCrowPoisonVirus","2","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwampLarge","","2000","","400","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwampStatusLarge","","2000","","400","","","","","","StatusEffect","","","MegaCrowPoisonVirus","2","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowUltiIndicator","","2500","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpKnifesSmall","","700","","300","","","","3","","BulletExplosion","","","","","","","","","","","","MegaBossCrowJumpProjectile","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpKnifesPushAway","","700","","300","","","","5","","BulletExplosion","","","","","","","","","","","","MegaBossCrowProjectile","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpKnifesPushAwayArea","","700","","600","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpKnifesExplode","","700","","800","500","","","6","","Damage","","","","","","","","","","","","MegaBossCrowJumpProjectile","","","","","","","","","","","","","","","","","","","MegaBossCrowJumpKnifes","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickPushAwayArea","","700","","600","800","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickPushAwayBoom","","700","","300","500","","","6","","BulletExplosion","","","","","","","","","","","","","8","","MegaTickMine","90","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossClusterBombExplosion","","700","","300","","","","6","","BulletExplosion","","","","","","","","","","","","","6","","MegaTickMine","90","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossClusterBombExplosion2","","700","","300","","","","10","","BulletExplosion","","","","","","","","","","","","","13","","MegaTickMine","90","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossClusterBombPetExplosion","","700","","600","99","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossClusterBombPetExplosionMid","","700","","600","99","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossClusterBombPetExplosionLarge","","700","","600","99","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickMeteorite","","800","","850","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaTickMeteoriteExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickMeteoriteExplosion","","100","","850","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSlowArea","","600000","","840","","","","","","StatusEffect","","","MegaTickAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaSplitterLegsDamageAreaPushAway","","300","","1000","500","","","200","","DamageAndStatusEffect","","","MegaBossSplitterTag","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaSplitterLegsDamageArea","","300","","1000","500","","","200","","DamageAndStatusEffect","","","MegaBossSplitterTag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaSplitterLegs360","","1000","","1000","500","","","6","","BulletExplosion","","","MegaBossSplitterTag","","","","","","","","","MegaBossSplitterProjectileSlow","25","","","","","","","","","","","","","","","","","","MegaSplitterLegs360Chain1","","","","","","","","","","","","","","","","","","","","","10","50","","","","","","",""
"MegaSplitterLegs360Chain1","","1000","","1000","500","","","8","","BulletExplosion","","","MegaBossSplitterTag","","","","","","","","","MegaBossSplitterProjectileSlow","25","","","","","","","","","","","","","","","","","","MegaSplitterLegs360Chain2","","","","","","","","","","","","","","","","","","","","","10","50","","","","","","",""
"MegaSplitterLegs360Chain2","","1000","","1000","500","","","10","","BulletExplosion","","","MegaBossSplitterTag","","","","","","","","","MegaBossSplitterProjectileSlow","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","50","","","","","","",""
"MegaCactusExplosion","","700","","300","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaCactusSpikeExplosion","","700","","300","","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossCactusFrag","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","300","","","","","","",""
"MegaCactusSpikeExplosionSecond","","700","","300","","","","10","","BulletExplosion","","","","","","","","","","","","MegaBossCactusFrag","20","","","","","","","","","","","","","","","","","","MegaCactusSpikeExplosionSecondChain1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaCactusSpikeExplosionSecondChain1","","700","","300","","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossCactusFrag","25","","","","","","","","","","","","","","","","","","MegaCactusSpikeExplosionSecondChain2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaCactusSpikeExplosionSecondChain2","","700","","300","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossCactusFrag","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaCactusUltiExplosion","","4500","","560","800","","","","","Dot","","","MegaCactusUltiExplosionSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaCactusUltiExplosionLarge","","4500","","1120","800","","","","","Dot","","","MegaCactusUltiExplosionSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBoomPushAwayArea","","700","","600","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPushAwaySpike","","700","","300","","","","10","","BulletExplosion","","","","","","","","","","","","MegaBossCactusPushAwayFrag","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPushAwayArea","","700","","600","800","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PushAwayAreaNanoPower","","100","","600","2000","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SubwayJetpackDamage","","300","","500","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SubwayJetpackSlow","","300","","500","","","","","","StatusEffect","","","SS_JetpackSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunWin","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowMidSizeIndicator","","2500","","450","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiBulletExplosionPet","","1000","","600","500","","","10","","BulletExplosion","","","","","","","","","","","","MegaKenjiProjectileFast360","80","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpKnifesSmallMore","","700","","300","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossCrowJumpProjectile","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickShotDestroyArea","","700","","1200","500","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossIndicatorLarge","","2500","","1200","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilDamageArea","","300","","700","600","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilUltiNoDamageLeave","","700","","700","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilUltiNoDamageEnter","","700","","700","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilUltiDamage","","700","","700","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilUltiWarning","","500","","450","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilGadgetHide","","3000","","600","","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilSuperChargeArea","","600000","","720","","","","240","","ChargeSuperFromProjectiles","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilSuperChargeAreaGadget","","600000","","1400","","","","200","","ChargeSuperFromProjectiles","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TankBushGrowArea","","500","","100","800","","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TankBushGrowAreaLarge","","500","","500","800","","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealOnMove","","1","","1","","","","200","","HealAbsolute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"BulletstormUltiMarkArea","","500","","900","","","","","","StatusEffect","","","BulletstormUltiMark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiOverchargedMarkArea","","500","","900","","","","","","StatusEffect","","","BulletstormUltiOverchargedMark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormAccessoryPushback","","100","","1200","1","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiWarning","","800","","900","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BulletstormUltiMarkArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiOverchargedWarning","","800","","900","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BulletstormUltiOverchargedMarkArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnockBackReceivingDmg","","100","","700","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerVisionArea","","5000","","50000","","","","","","Vision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OnHitSpeedyUpArea","","60","","20","","","","6","","StatusEffect","OnHitSpeedyUpAreaSpeedBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OnHitSpeedyUpAreaEffectOnly","","200","","40","","","","6","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OnHitSpeedyUpArea_StarNovaAmber","","60","","20","","","","6","","StatusEffect","StarrNovaAmberOnHitSpeedyUpAreaSpeedBoost","StarrNovaAmberOnHitSpeedyUpAreaSpeedBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OnHitSpeedyUpArea_MaxNanoPower","","60","","20","","","","6","","StatusEffect","OnHitSpeedyUpAreaSpeedBoost_MaxNano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OnHitSpeedyUpArea_SamNanoPower","","60","","20","","","","6","","StatusEffect","OnHitSpeedyUpAreaSpeedBoost_SamNano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OnGadgetSpeedyUpArea","","150","","100","700","","","6","","StatusEffect","OnGadgetSpeedyUpAreaSpeedBoost","OnGadgetSpeedyUpAreaSpeedBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OnKillHealArea","","50","","1250","-20","","","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossDgPushBack","","700","","1000","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgDamageArea","","300","","1000","1500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgSpawnBullets","","700","","300","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossDgSpawnProjectile","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecPushBack","","700","","1200","2200","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecBigBlackhole","","700","","2500","0","","0","","","Pushback","","","","","","","","","","","","","","","","","","","","","","-350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecFreezeArea","","500","","300","","","","","","StatusEffect","","","VecnaStunSmash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecFreezeExplosion","","2100","","300","","","","2000","","DelayedDamage","","","","","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankStunArea","","200","","3000","1200","","","40","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankStunIndicator","","3000","","3000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankFireArea","","5000","","300","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OneHPShieldPushback","","100","","1200","1","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankGroundWarning","","1800","","450","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFrankGroundSpike","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankGroundSpike","","600","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecClockSpawn","","2500","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecClockExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecClockExplosion","","700","","1000","","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueliteLCardSqueak","","700","","","","","3","6","","BulletExplosion","","","","","","","","","","","","RogueliteLCardSqueakProjectile2","20","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueliteLCardBombExplosion","","100","","800","1500","","3","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RogueliteLCardSlowArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueliteLCardSlowArea","","3000","","750","","","","","","StatusEffect","","","StickyBombGadgetSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","RevealInForest","","","","","",""
"MegaBossFrankPull","","2000","","3000","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","-150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankPullWarning","","1000","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFrankPull","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RoguelikeShieldAreaEffect_S","","500","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RoguelikeShieldAreaEffect_E","","500","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RoguelikeShieldAreaEffect_L","","500","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldEffectInvulnerable","","1000","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldEffectDamageDeduction","","1000","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecRockExplosion","","1300","","200","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecRockExplosionDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
