"Name","PoolTickets","Disabled","Skins","DiscountPercentage","DropRate","TID"
,,,"WallyDeepsea",40,18,
,,,"WallyDeepsea",50,10,
,,,"WallyDeepsea",100,2,
,,,"ElectroSniperPlanthunter",10,20,
,,,"ElectroSniperPlanthunter",20,30,
,,,"ElectroSniperPlanthunter",30,20,
,,,"ElectroSniperPlanthunter",40,18,
,,,"ElectroSniperPlanthunter",50,10,
,,,"ElectroSniperPlanthunter",100,2,
,,,"KnightPinata",10,20,
,,,"KnightPinata",20,30,
,,,"KnightPinata",30,20,
,,,"KnightPinata",40,18,
,,,"KnightPinata",50,10,
,,,"KnightPinata",100,2,
,,,"ArcadeHauntedHouse",10,20,
,,,"ArcadeHauntedHouse",20,30,
,,,"ArcadeHauntedHouse",30,20,
,,,"ArcadeHauntedHouse",40,18,
,,,"ArcadeHauntedHouse",50,10,
,,,"ArcadeHauntedHouse",100,2,
,,,"PocoValentine",10,20,
,,,"PocoValentine",20,30,
,,,"PocoValentine",30,20,
,,,"PocoValentine",40,18,
,,,"PocoValentine",50,10,
,,,"PocoValentine",100,2,
,,,"BlackHoleMisfortune",10,20,
,,,"BlackHoleMisfortune",20,30,
,,,"BlackHoleMisfortune",30,20,
,,,"BlackHoleMisfortune",40,18,
,,,"BlackHoleMisfortune",50,10,
,,,"BlackHoleMisfortune",100,2,
,,,"TwinsVirus",10,20,
,,,"TwinsVirus",20,30,
,,,"TwinsVirus",30,20,
,,,"TwinsVirus",40,18,
,,,"TwinsVirus",50,10,
,,,"TwinsVirus",100,2,
,,,"SplitterCultist",10,20,
,,,"SplitterCultist",20,30,
,,,"SplitterCultist",30,20,
,,,"SplitterCultist",40,18,
,,,"SplitterCultist",50,10,
,,,"SplitterCultist",100,2,
,,,"MechanicTanuki",10,20,
,,,"MechanicTanuki",20,30,
,,,"MechanicTanuki",30,20,
,,,"MechanicTanuki",40,18,
,,,"MechanicTanuki",50,10,
,,,"MechanicTanuki",100,2,
,,,"ArtilleryDudeSmuggler_orange",10,20,
,,,"ArtilleryDudeSmuggler_orange",20,30,
,,,"ArtilleryDudeSmuggler_orange",30,20,
,,,"ArtilleryDudeSmuggler_orange",40,18,
,,,"ArtilleryDudeSmuggler_orange",50,10,
,,,"ArtilleryDudeSmuggler_orange",100,2,
,,,"NinjaDino",10,20,
,,,"NinjaDino",20,30,
,,,"NinjaDino",30,20,
,,,"NinjaDino",40,18,
,,,"NinjaDino",50,10,
,,,"NinjaDino",100,2,
,,,"ArtilleryGalBunny",10,20,
,,,"ArtilleryGalBunny",20,30,
,,,"ArtilleryGalBunny",30,20,
,,,"ArtilleryGalBunny",40,18,
,,,"ArtilleryGalBunny",50,10,
,,,"ArtilleryGalBunny",100,2,
,,,"JetpackGirlValkyrie",10,20,
,,,"JetpackGirlValkyrie",20,30,
,,,"JetpackGirlValkyrie",30,20,
,,,"JetpackGirlValkyrie",40,18,
,,,"JetpackGirlValkyrie",50,10,
,,,"JetpackGirlValkyrie",100,2,
,,,"CannonGirlDeepsea",10,20,
,,,"CannonGirlDeepsea",20,30,
,,,"CannonGirlDeepsea",30,20,
,,,"CannonGirlDeepsea",40,18,
,,,"CannonGirlDeepsea",50,10,
,,,"CannonGirlDeepsea",100,2,
,,,"SandstormLantern",10,20,
,,,"SandstormLantern",20,30,
,,,"SandstormLantern",30,20,
,,,"SandstormLantern",40,18,
,,,"SandstormLantern",50,10,
,,,"SandstormLantern",100,2,
,,,"KnightPizza",10,20,
,,,"KnightPizza",20,30,
,,,"KnightPizza",30,20,
,,,"KnightPizza",40,18,
,,,"KnightPizza",50,10,
,,,"KnightPizza",100,2,
,,,"SplitterGreek",10,20,
,,,"SplitterGreek",20,30,
,,,"SplitterGreek",30,20,
,,,"SplitterGreek",40,18,
,,,"SplitterGreek",50,10,
,,,"SplitterGreek",100,2,
,,,"WeaponThrowerEmperor",10,20,
,,,"WeaponThrowerEmperor",20,30,
,,,"WeaponThrowerEmperor",30,20,
,,,"WeaponThrowerEmperor",40,18,
,,,"WeaponThrowerEmperor",50,10,
,,,"WeaponThrowerEmperor",100,2,
,,,"ClusterBombMonster",10,20,
,,,"ClusterBombMonster",20,30,
,,,"ClusterBombMonster",30,20,
,,,"ClusterBombMonster",40,18,
,,,"ClusterBombMonster",50,10,
,,,"ClusterBombMonster",100,2,
,,,"ShieldTankChainsaw",10,20,
,,,"ShieldTankChainsaw",20,30,
,,,"ShieldTankChainsaw",30,20,
,,,"ShieldTankChainsaw",40,18,
,,,"ShieldTankChainsaw",50,10,
,,,"ShieldTankChainsaw",100,2,
,,,"SpawnerDudeMake",10,20,
,,,"SpawnerDudeMake",20,30,
,,,"SpawnerDudeMake",30,20,
,,,"SpawnerDudeMake",40,18,
,,,"SpawnerDudeMake",50,10,
,,,"SpawnerDudeMake",100,2,
,,,"JetpackGirlMoon",10,20,
,,,"JetpackGirlMoon",20,30,
,,,"JetpackGirlMoon",30,20,
,,,"JetpackGirlMoon",40,18,
,,,"JetpackGirlMoon",50,10,
,,,"JetpackGirlMoon",100,2,
,,,"DrillerMonster",10,20,
,,,"DrillerMonster",20,30,
,,,"DrillerMonster",30,20,
,,,"DrillerMonster",40,18,
,,,"DrillerMonster",50,10,
,,,"DrillerMonster",100,2,
,,,"WhirlwindRamadan",10,20,
,,,"WhirlwindRamadan",20,30,
,,,"WhirlwindRamadan",30,20,
,,,"WhirlwindRamadan",40,18,
,,,"WhirlwindRamadan",50,10,
,,,"WhirlwindRamadan",100,2,
,,,"ControllerEaster",10,20,
,,,"ControllerEaster",20,30,
,,,"ControllerEaster",30,20,
,,,"ControllerEaster",40,18,
,,,"ControllerEaster",50,10,
,,,"ControllerEaster",100,2,
,,,"CrossBomberHindu",10,20,
,,,"CrossBomberHindu",20,30,
,,,"CrossBomberHindu",30,20,
,,,"CrossBomberHindu",40,18,
,,,"CrossBomberHindu",50,10,
,,,"CrossBomberHindu",100,2,
,,,"BarrelBotFootball",10,20,
,,,"BarrelBotFootball",20,30,
,,,"BarrelBotFootball",30,20,
,,,"BarrelBotFootball",40,18,
,,,"BarrelBotFootball",50,10,
,,,"BarrelBotFootball",100,2,
,,,"WallyMoon",10,20,
,,,"WallyMoon",20,30,
,,,"WallyMoon",30,20,
,,,"WallyMoon",40,18,
,,,"WallyMoon",50,10,
,,,"WallyMoon",100,2,
,,,"BarkeepUnicorn",10,20,
,,,"BarkeepUnicorn",20,30,
,,,"BarkeepUnicorn",30,20,
,,,"BarkeepUnicorn",40,18,
,,,"BarkeepUnicorn",50,10,
,,,"BarkeepUnicorn",100,2,
"Pool6",50,,"DrillerJetski_purple",20,30,
,,,"DrillerJetski_purple",30,30,
,,,"DrillerJetski_purple",40,25,
,,,"DrillerJetski_purple",50,12,
,,,"DrillerJetski_purple",100,3,
,,,"SandstormGiftShop",20,30,
,,,"SandstormGiftShop",30,30,
,,,"SandstormGiftShop",40,25,
,,,"SandstormGiftShop",50,12,
,,,"SandstormGiftShop",100,3,
,,,"MinigunDudeQueen",0,15,
,,,"MinigunDudeQueen",10,22,
,,,"MinigunDudeQueen",20,30,
,,,"MinigunDudeQueen",30,22,
,,,"MinigunDudeQueen",40,10,
,,,"MinigunDudeQueen",100,1,
,,,"StickyBombVeteran",20,30,
,,,"StickyBombVeteran",30,30,
,,,"StickyBombVeteran",40,25,
,,,"StickyBombVeteran",50,12,
,,,"StickyBombVeteran",100,3,
,,,"SpeedyTracksuit",20,30,
,,,"SpeedyTracksuit",30,30,
,,,"SpeedyTracksuit",40,25,
,,,"SpeedyTracksuit",50,12,
,,,"SpeedyTracksuit",100,3,
,,,"LuchadorRey",20,30,
,,,"LuchadorRey",30,30,
,,,"LuchadorRey",40,25,
,,,"LuchadorRey",50,12,
,,,"LuchadorRey",100,3,
,,,"HookDudeBazaar",20,30,
,,,"HookDudeBazaar",30,30,
,,,"HookDudeBazaar",40,25,
,,,"HookDudeBazaar",50,12,
,,,"HookDudeBazaar",100,3,
,,,"SpeedyLeopard",20,30,
,,,"SpeedyLeopard",30,30,
,,,"SpeedyLeopard",40,25,
,,,"SpeedyLeopard",50,12,
,,,"SpeedyLeopard",100,3,
,,,"UndertakerBeach",20,30,
,,,"UndertakerBeach",30,30,
,,,"UndertakerBeach",40,25,
,,,"UndertakerBeach",50,12,
,,,"UndertakerBeach",100,3,
,,,"StickyBombRabbit",20,30,
,,,"StickyBombRabbit",30,30,
,,,"StickyBombRabbit",40,25,
,,,"StickyBombRabbit",50,12,
,,,"StickyBombRabbit",100,3,
,,,"BaseballWarrior",20,30,
,,,"BaseballWarrior",30,30,
,,,"BaseballWarrior",40,25,
,,,"BaseballWarrior",50,12,
,,,"BaseballWarrior",100,3,
,,,"WallyWeirdPlant",20,30,
,,,"WallyWeirdPlant",30,30,
,,,"WallyWeirdPlant",40,25,
,,,"WallyWeirdPlant",50,12,
,,,"WallyWeirdPlant",100,3,
,,,"JetpackGirlDarkFairy",20,30,
,,,"JetpackGirlDarkFairy",30,30,
,,,"JetpackGirlDarkFairy",40,25,
,,,"JetpackGirlDarkFairy",50,12,
,,,"JetpackGirlDarkFairy",100,3,
,,,"WhirlwindHogrider",20,30,
,,,"WhirlwindHogrider",30,30,
,,,"WhirlwindHogrider",40,25,
,,,"WhirlwindHogrider",50,12,
,,,"WhirlwindHogrider",100,3,
,,,"ConductorScorpion",0,15,
,,,"ConductorScorpion",10,22,
,,,"ConductorScorpion",20,30,
,,,"ConductorScorpion",30,22,
,,,"ConductorScorpion",40,10,
,,,"ConductorScorpion",100,1,
,,,"StickyBombPotato",20,30,
,,,"StickyBombPotato",30,30,
,,,"StickyBombPotato",40,25,
,,,"StickyBombPotato",50,12,
,,,"StickyBombPotato",100,3,
,,,"BaseballVigilante",20,30,
,,,"BaseballVigilante",30,30,
,,,"BaseballVigilante",40,25,
,,,"BaseballVigilante",50,12,
,,,"BaseballVigilante",100,3,
,,,"CrowWhite",20,30,
,,,"CrowWhite",30,30,
,,,"CrowWhite",40,25,
,,,"CrowWhite",50,12,
,,,"CrowWhite",100,3,
,,,"BarrelBotCupcake",20,30,
,,,"BarrelBotCupcake",30,30,
,,,"BarrelBotCupcake",40,25,
,,,"BarrelBotCupcake",50,12,
,,,"BarrelBotCupcake",100,3,
,,,"LuchadorDragonChroma",20,30,
,,,"LuchadorDragonChroma",30,30,
,,,"LuchadorDragonChroma",40,25,
,,,"LuchadorDragonChroma",50,12,
,,,"LuchadorDragonChroma",100,3,
,,,"FleaSpaceCactus",20,30,
,,,"FleaSpaceCactus",30,30,
,,,"FleaSpaceCactus",40,25,
,,,"FleaSpaceCactus",50,12,
,,,"FleaSpaceCactus",100,3,
,,,"LuchadorAtomic",20,30,
,,,"LuchadorAtomic",30,30,
,,,"LuchadorAtomic",40,25,
,,,"LuchadorAtomic",50,12,
,,,"LuchadorAtomic",100,3,
,,,"PowerLevelerDIY",20,30,
,,,"PowerLevelerDIY",30,30,
,,,"PowerLevelerDIY",40,25,
,,,"PowerLevelerDIY",50,12,
,,,"PowerLevelerDIY",100,3,
,,,"ShotgunGirlFootball",20,30,
,,,"ShotgunGirlFootball",30,30,
,,,"ShotgunGirlFootball",40,25,
,,,"ShotgunGirlFootball",50,12,
,,,"ShotgunGirlFootball",100,3,
,,,"PuppeteerWasteland",20,30,
,,,"PuppeteerWasteland",30,30,
,,,"PuppeteerWasteland",40,25,
,,,"PuppeteerWasteland",50,12,
,,,"PuppeteerWasteland",100,3,
,,,"MechanicKnight",20,30,
,,,"MechanicKnight",30,30,
,,,"MechanicKnight",40,25,
,,,"MechanicKnight",50,12,
,,,"MechanicKnight",100,3,
,,,"WeaponThrowerDarkcircus",20,30,
,,,"WeaponThrowerDarkcircus",30,30,
,,,"WeaponThrowerDarkcircus",40,25,
,,,"WeaponThrowerDarkcircus",50,12,
,,,"WeaponThrowerDarkcircus",100,3,
,,,"MinigunDudeBroker",20,30,
,,,"MinigunDudeBroker",30,30,
,,,"MinigunDudeBroker",40,25,
,,,"MinigunDudeBroker",50,12,
,,,"MinigunDudeBroker",100,3,
,,,"MaisieWasteland",20,30,
,,,"MaisieWasteland",30,30,
,,,"MaisieWasteland",40,25,
,,,"MaisieWasteland",50,12,
,,,"MaisieWasteland",100,3,
,,,"BullGuyHair",20,30,
,,,"BullGuyHair",30,30,
,,,"BullGuyHair",40,25,
,,,"BullGuyHair",50,12,
,,,"BullGuyHair",100,3,
,,,"BarkeepMaple",20,30,
,,,"BarkeepMaple",30,30,
,,,"BarkeepMaple",40,25,
,,,"BarkeepMaple",50,12,
,,,"BarkeepMaple",100,3,
,,,"FrankCaveman",20,30,
,,,"FrankCaveman",30,30,
,,,"FrankCaveman",40,25,
,,,"FrankCaveman",50,12,
,,,"FrankCaveman",100,3,
,,,"TntDudeFootball",20,30,
,,,"TntDudeFootball",30,30,
,,,"TntDudeFootball",40,25,
,,,"TntDudeFootball",50,12,
,,,"TntDudeFootball",100,3,
,,,"CactusPink",20,30,
,,,"CactusPink",30,30,
,,,"CactusPink",40,25,
,,,"CactusPink",50,12,
,,,"CactusPink",100,3,
,,,"RosaUniversity",20,30,
,,,"RosaUniversity",30,30,
,,,"RosaUniversity",40,25,
,,,"RosaUniversity",50,12,
,,,"RosaUniversity",100,3,
,,,"ShieldTankCroc",20,30,
,,,"ShieldTankCroc",30,30,
,,,"ShieldTankCroc",40,25,
,,,"ShieldTankCroc",50,12,
,,,"ShieldTankCroc",100,3,
,,,"FishTankWasteland",10,20,
,,,"FishTankWasteland",20,30,
,,,"FishTankWasteland",30,20,
,,,"FishTankWasteland",40,18,
,,,"FishTankWasteland",50,10,
,,,"FishTankWasteland",100,2,
,,,"MinigunDudeSummer",20,30,
,,,"MinigunDudeSummer",30,30,
,,,"MinigunDudeSummer",40,25,
,,,"MinigunDudeSummer",50,12,
,,,"MinigunDudeSummer",100,3,
,,,"FireDudeMasked",20,30,
,,,"FireDudeMasked",30,30,
,,,"FireDudeMasked",40,25,
,,,"FireDudeMasked",50,12,
,,,"FireDudeMasked",100,3,
,,,"DuplicatorDarkcircus",20,30,
,,,"DuplicatorDarkcircus",30,30,
,,,"DuplicatorDarkcircus",40,25,
,,,"DuplicatorDarkcircus",50,12,
,,,"DuplicatorDarkcircus",100,3,
,,,"KnightKrampus",20,30,
,,,"KnightKrampus",30,30,
,,,"KnightKrampus",40,25,
,,,"KnightKrampus",50,12,
,,,"KnightKrampus",100,3,
,,,"MechaDudeJaguar",20,30,
,,,"MechaDudeJaguar",30,30,
,,,"MechaDudeJaguar",40,25,
,,,"MechaDudeJaguar",50,12,
,,,"MechaDudeJaguar",100,3,
,,,"DuplicatorVillain",20,30,
,,,"DuplicatorVillain",30,30,
,,,"DuplicatorVillain",40,25,
,,,"DuplicatorVillain",50,12,
,,,"DuplicatorVillain",100,3,
,,,"TntGuyChef",20,30,
,,,"TntGuyChef",30,30,
,,,"TntGuyChef",40,25,
,,,"TntGuyChef",50,12,
,,,"TntGuyChef",100,3,
,,,"IceDudeStonetroll",20,30,
,,,"IceDudeStonetroll",30,30,
,,,"IceDudeStonetroll",40,25,
,,,"IceDudeStonetroll",50,12,
,,,"IceDudeStonetroll",100,3,
,,,"CookerDeepsea",20,30,
,,,"CookerDeepsea",30,30,
,,,"CookerDeepsea",40,25,
,,,"CookerDeepsea",50,12,
,,,"CookerDeepsea",100,3,
,,,"LuchadorRudo",20,30,
,,,"LuchadorRudo",30,30,
,,,"LuchadorRudo",40,25,
,,,"LuchadorRudo",50,12,
,,,"LuchadorRudo",100,3,
,,,"TntDudePsg",20,30,
,,,"TntDudePsg",30,30,
,,,"TntDudePsg",40,25,
,,,"TntDudePsg",50,12,
,,,"TntDudePsg",100,3,
,,,"MechaDudeMonsterTruck",20,30,
,,,"MechaDudeMonsterTruck",30,30,
,,,"MechaDudeMonsterTruck",40,25,
,,,"MechaDudeMonsterTruck",50,12,
,,,"MechaDudeMonsterTruck",100,3,
,,,"BeeSniperArchvillain",20,30,
,,,"BeeSniperArchvillain",30,30,
,,,"BeeSniperArchvillain",40,25,
,,,"BeeSniperArchvillain",50,12,
,,,"BeeSniperArchvillain",100,3,
,,,"RocketGirlBeach",20,30,
,,,"RocketGirlBeach",30,30,
,,,"RocketGirlBeach",40,25,
,,,"RocketGirlBeach",50,12,
,,,"RocketGirlBeach",100,3,
,,,"SpawnerDudeDaruma",20,30,
,,,"SpawnerDudeDaruma",30,30,
,,,"SpawnerDudeDaruma",40,25,
,,,"SpawnerDudeDaruma",50,12,
,,,"SpawnerDudeDaruma",100,3,
,,,"SpawnerDudeFly",20,30,
,,,"SpawnerDudeFly",30,30,
,,,"SpawnerDudeFly",40,25,
,,,"SpawnerDudeFly",50,12,
,,,"SpawnerDudeFly",100,3,
,,,"RosaMantis",20,30,
,,,"RosaMantis",30,30,
,,,"RosaMantis",40,25,
,,,"RosaMantis",50,12,
,,,"RosaMantis",100,3,
,,,"MechanicSummer",20,30,
,,,"MechanicSummer",30,30,
,,,"MechanicSummer",40,25,
,,,"MechanicSummer",50,12,
,,,"MechanicSummer",100,3,
,,,"IceDudeBurger",20,30,
,,,"IceDudeBurger",30,30,
,,,"IceDudeBurger",40,25,
,,,"IceDudeBurger",50,12,
,,,"IceDudeBurger",100,3,
,,,"RocketGirlBoombox",20,30,
,,,"RocketGirlBoombox",30,30,
,,,"RocketGirlBoombox",40,25,
,,,"RocketGirlBoombox",50,12,
,,,"RocketGirlBoombox",100,3,
,,,"CrossBomberEaster",20,30,
,,,"CrossBomberEaster",30,30,
,,,"CrossBomberEaster",40,25,
,,,"CrossBomberEaster",50,12,
,,,"CrossBomberEaster",100,3,
,,,"WallyPrinceChroma",20,30,
,,,"WallyPrinceChroma",30,30,
,,,"WallyPrinceChroma",40,25,
,,,"WallyPrinceChroma",50,12,
,,,"WallyPrinceChroma",100,3,
,,,"RosaCoco",20,30,
,,,"RosaCoco",30,30,
,,,"RosaCoco",40,25,
,,,"RosaCoco",50,12,
,,,"RosaCoco",100,3,
,,,"WallyPrince",20,30,
,,,"WallyPrince",30,30,
,,,"WallyPrince",40,25,
,,,"WallyPrince",50,12,
,,,"WallyPrince",100,3,
,,,"IceDudeCrooner",20,30,
,,,"IceDudeCrooner",30,30,
,,,"IceDudeCrooner",40,25,
,,,"IceDudeCrooner",50,12,
,,,"IceDudeCrooner",100,3,
,,,"RuffsMarshall",20,30,
,,,"RuffsMarshall",30,30,
,,,"RuffsMarshall",40,25,
,,,"RuffsMarshall",50,12,
,,,"RuffsMarshall",100,3,
"Random Super Rare Skin",10,,"DrillerDeepsea",0,100,
,,,"BeeSniperVirus",0,100,
,,,"RollerGoodRandoms",0,100,
,,,"MummyHarajuku",0,100,
,,,"TntDudeClassic_yellow",0,100,
,,,"MorningstarGreekGod",0,100,
,,,"CrabKaiju",0,100,
,,,"AttacherToy",0,100,
,,,"BowDudeBrawlentine",0,100,
,,,"InsectManGreek",0,100,
,,,"TntGuyBrawlentine",0,100,
,,,"KickerDudeOcto",0,100,
,,,"EnragerDuel",0,100,
,,,"HookDudeAngel",0,100,
,,,"TrickshotDudeClassic_red",0,100,
,,,"BaseballZombibi",0,100,
,,,"VoodooSandsOfTimes",0,100,
,,,"SpawnerDudeGym",0,100,
,,,"ShotgunGirlClassic_white",0,100,
,,,"LuchadorCorazon",0,100,
,,,"BullDudeViking_remake_orange",0,100,
,,,"FrankCavemanRed",0,100,
,,,"NinjaShark",0,100,
,,,"KnightToon",0,100,
,,,"RuffsSandsOfTimes",0,100,
,,,"CookerOnceupon",0,100,
,,,"PowerLevelerKong",0,100,
,,,"CannonGirlGreekGod",0,100,
,,,"GunslingerPaintball",0,100,
,,,"RocketGirlClassic_white",0,100,
,,,"HammerDudeDJ",0,100,
,,,"DoorManDetective",0,100,
,,,"BullGuyFootbull",0,100,
,,,"JetpackGirlPopstar",0,100,
,,,"LuchadorButler",0,100,
,,,"TrickshotDudeFirefly",0,100,
,,,"RollerPunk",0,100,
,,,"ShamanSummer",0,100,
,,,"ShamanKoala",0,100,
,,,"ShamanGummybear",0,100,
,,,"GunslingerHeist",0,100,
,,,"JesterWoodspirit",0,100,
,,,"CactusFireproof",0,100,
,,,"FishTankHarvest",0,100,
,,,"MechaDudeRhino",0,100,
,,,"SpeedyHermes",0,100,
,,,"CrowSuper",0,100,
,,,"BeeSniperCat",0,100,
,,,"ElectroSniperPlanthunter",0,100,
,,,"NinjaDino",0,100,
,,,"ArtilleryGalBunny",0,100,
,,,"CannonGirlDeepsea",0,100,
,,,"ClusterBombMonster",0,100,
,,,"ControllerEaster",0,100,
,,,"BarrelBotFootball",0,100,
,,,"BarkeepUnicorn",0,100,
,,,"SandstormGiftShop",0,100,
,,,"StickyBombVeteran",0,100,
,,,"SpeedyTracksuit",0,100,
,,,"SpeedyLeopard",0,100,
,,,"UndertakerBeach",0,100,
,,,"StickyBombRabbit",0,100,
,,,"BaseballWarrior",0,100,
,,,"WallyWeirdPlant",0,100,
,,,"WhirlwindHogrider",0,100,
,,,"StickyBombPotato",0,100,
,,,"BaseballVigilante",0,100,
,,,"CrowWhite",0,100,
,,,"LuchadorAtomic",0,100,
,,,"PowerLevelerDIY",0,100,
,,,"ShotgunGirlFootball",0,100,
,,,"PuppeteerWasteland",0,100,
,,,"WeaponThrowerDarkcircus",0,100,
,,,"MinigunDudeBroker",0,100,
,,,"BullGuyHair",0,100,
,,,"BarkeepMaple",0,100,
,,,"FrankCaveman",0,100,
,,,"CactusPink",0,100,
,,,"MinigunDudeSummer",0,100,
,,,"KnightKrampus",0,100,
,,,"DuplicatorVillain",0,100,
,,,"LuchadorRudo",0,100,
,,,"BeeSniperArchvillain",0,100,
,,,"RocketGirlBeach",0,100,
,,,"SpawnerDudeDaruma",0,100,
,,,"SpawnerDudeFly",0,100,
,,,"MechanicSummer",0,100,
,,,"IceDudeBurger",0,100,
,,,"RocketGirlBoombox",0,100,
,,,"CrossBomberEaster",0,100,
,,,"WallyPrinceChroma",0,100,
,,,"WallyPrince",0,100,
,,,"IceDudeCrooner",0,100,
,,,"RuffsMarshall",0,100,
"Random Epic Skin",5,,"EnragerKaijuChroma1",0,100,
,,,"EnragerKaijuChroma2",0,100,
,,,"EnragerKaiju",0,100,
,,,"PercenterKaiju",0,100,
,,,"BaseballVillain",0,100,
,,,"BaseballVillainChromaBlue",0,100,
,,,"BaseballVillainChromaPink",0,100,
,,,"AssaultShotgunKaiju",0,100,
,,,"StickyBombSandsOfTimes",0,100,
,,,"SniperJapanChromaBlue",0,100,
,,,"SniperJapanChromaGreen",0,100,
,,,"SniperJapan",0,100,
,,,"HammerDudeSandsOfTimes",0,100,
,,,"HammerDudeSandsOfTimesDark",0,100,
,,,"HammerDudeSandsOfTimesLight",0,100,
,,,"GunslingerDarkAngelChroma",0,100,
,,,"MummyDemon",0,100,
,,,"PercenterChromaDemonRed",0,100,
,,,"CrossBomberSupercellMake",0,100,
,,,"RopeDudeGoodRandoms",0,100,
,,,"ReviverFantasy",0,100,
,,,"LeaperKaiju",0,100,
,,,"LuchadorCarreta",0,100,
,,,"MummyGreekRed",0,100,
,,,"MummyGreekBlue",0,100,
,,,"MummyGreek",0,100,
,,,"CactusCarreta",0,100,
,,,"SamuraiStarrForceChroma2",0,100,
,,,"SamuraiStarrForceChroma1",0,100,
,,,"SamuraiStarrForce",0,100,
,,,"BeamerOnceupon",0,100,
,,,"PowerLevelerOnceupon_Gold",0,100,
,,,"PowerLevelerOnceupon",0,100,
,,,"PowerLevelerOnceupon_Red",0,100,
,,,"SniperCarnival",0,100,
,,,"AmbusherAngel",0,100,
,,,"MaisieToonChroma2",0,100,
,,,"MaisieToon",0,100,
,,,"MaisieToonChroma1",0,100,
,,,"SpeedyAngel",0,100,
,,,"KickerDudeMake",0,100,
,,,"AxeJugglerGoodRandomsChroma1",0,100,
,,,"AxeJugglerGoodRandoms",0,100,
,,,"AxeJugglerGoodRandomsChroma2",0,100,
,,,"SilencerDemon",0,100,
,,,"JesterBrawlAcademy",0,100,
,,,"BaseballPirate",0,100,
,,,"DeadMariachiorigins",0,100,
,,,"ShotgunGirlDancerBlue",0,100,
,,,"ShotgunGirlDancerPurple",0,100,
,,,"ShotgunGirlDancer",0,100,
,,,"CrowVulture",0,100,
,,,"SandstormMake",0,100,
,,,"RocketGirlVirusRGB",0,100,
,,,"RocketGirlVirusGold",0,100,
,,,"RocketGirlVirus",0,100,
,,,"DuelistOdin",0,100,
,,,"PercenteranimeChromaYellow",0,100,
,,,"Percenteranime",0,100,
,,,"PercenteranimeChromaGreen",0,100,
,,,"JesterLoki",0,100,
,,,"AxeJugglerGym",0,100,
,,,"BlowerDeepsea",0,100,
,,,"AttacherBoxerChromaGoldpaw",0,100,
,,,"AttacherBoxer",0,100,
,,,"TntDudeDynastic",0,100,
,,,"AttacherBoxerChromaDarkpaw",0,100,
,,,"PuppeteerDemon",0,100,
,,,"TwinsAngel",0,100,
,,,"TwinsAngelChroma2",0,100,
,,,"TwinsAngelChroma1",0,100,
,,,"AttacherOnceupon",0,100,
,,,"DiggerStarrForce",0,100,
,,,"SandstormDeepseaYellow",0,100,
,,,"SandstormDeepseaPurple",0,100,
,,,"SandstormDeepsea",0,100,
,,,"BarrelBotGreekGod",0,100,
,,,"EnragerVine",0,100,
,,,"PowerLevelerKraken",0,100,
,,,"StalkerBrawlentine",0,100,
,,,"HammerDudeknight",0,100,
,,,"RopeDudeFenrir",0,100,
,,,"RopeDudeFenrirBlack",0,100,
,,,"RopeDudeFenrirRed",0,100,
,,,"JesterHarvest",0,100,
,,,"TntDudeTengu",0,100,
,,,"FireDudeFantasy",0,100,
,,,"PainterGreekGod",0,100,
,,,"WhirlwindCarreta",0,100,
,,,"MummyDj",0,100,
,,,"ArtilleryGalBrawlAcademy",0,100,
,,,"BarkeepBrawlAcademy",0,100,
,,,"ControllerOnceupon",0,100,
,,,"LeaperDarkXmas",0,100,
,,,"WeaponThrowerSteamPunk",0,100,
,,,"WhirlwindSupercellMake",0,100,
,,,"PercenterInspector",0,100,
,,,"CocoonerGym",0,100,
,,,"BanditGirlStar_remake",0,100,
,,,"SilencerOni",0,100,
,,,"JetpackGirlSupercellMake",0,100,
,,,"SniperMariposa",0,100,
,,,"MeepleSandsOfTimes",0,100,
,,,"DeadMariachiGoodRandoms",0,100,
,,,"DuelistBrain",0,100,
,,,"BeamerLavaQueen",0,100,
,,,"UndertakerBazaar",0,100,
,,,"TrickshotDudeChicken",0,100,
,,,"SniperMoon",0,100,
,,,"GunslingerMonkey",0,100,
,,,"ShieldTankSupercellMake",0,100,
,,,"Cactusmecha",0,100,
,,,"TrickshotDudeDevil",0,100,
,,,"RopeDudeLollipop",0,100,
,,,"SkaterSandsOfTimes",0,100,
,,,"WeaponThrowerSupercellMake",0,100,
,,,"BullDudeLion",0,100,
,,,"SnakeOilVillain",0,100,
,,,"ConductorSupercellMake",0,100,
,,,"MaisieSnake",0,100,
,,,"FireDudeMake",0,100,
,,,"Beamerharvest",0,100,
,,,"RocketGirlDelivery",0,100,
,,,"UndertakerNightwitch",0,100,
,,,"PowerLevelerGenie",0,100,
,,,"CocoonerRosie",0,100,
,,,"KickerDudeBaseballRed",0,100,
,,,"DeadMariachiOutlaw",0,100,
,,,"DeadMariachiPunk",0,100,
,,,"BlackHoleStreetNinja_remake",0,100,
,,,"DuplicatorKitsune",0,100,
,,,"DuplicatorGiftsToy",0,100,
,,,"PowerLevelerKnight_red",0,100,
,,,"BullDudeAlleycat",0,100,
,,,"SniperValentines",0,100,
,,,"AssaultShotgunTreasure",0,100,
,,,"BowDudeHorus",0,100,
,,,"LuchadorDragon",0,100,
,,,"ShamanDragon_black",0,100,
,,,"GunslingerDarkAngel",0,100,
,,,"BowDudeDemonic",0,100,
,,,"BowDudeWasp",0,100,
