"Name","BehaviorType","EquipType","OverchargedVersion","CanMoveAtSameTime","Targeted","AutoAttackTargetingType","AttackFacing","Cooldown","BonusSkillCooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","DamageForUlti","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","RestrictCastOnSkillActive","Projectiles","OverchargedProjectiles","OverchargedChainProjectile","SummonedCharacters","OverchargedSummonedCharacters","AreaEffectObject","DontTriggerAreaAtEndOfCharge","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","MeleeAttackPiercesEnvironment","MeleeAttackOnHitActions","ConsumableShieldValue","ConsumableShieldTicks","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","CastingEffect","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","OverrideMusicWhenEquipped","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffects","ActivationSelfStatusEffectsOvercharged","OnChargeHitStatusEffect","OnChargeHitStatusEffectOvercharged","InterruptType","TID","Desc","BooleanAttributes","CustomString","CustomString2","CustomValue","CustomValue2","BotUsageHint","ForceWalkAnim","AttackAnimationSpeed","OnChargeHitSelfStatusEffect","ShowChainIndicator"
"MegaBossSplitterUlti360","Attack","weapon","","","","","1","250","","3000","","200","","","","","","1800","3","500","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaSplitterLegs360","","","","","","follow","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterWeaponRange","Attack","weapon","","","true","","","500","","2000","","200","","","","true","","1500","3","800","-1","","2000","0","","1","","true","","","","","","","","","","true","","MegaBossSplitterProjectilePierce","","","","","","","","","","","","","","","","","","","","","","","arcade_def_atk","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterLegDefence","AreaBuff","ulti","","","true","","2","250","","3000","","200","","","","","","","","100","-1","","100","120","","","","","620","","","","","","","","","","","ShieldTankUltiProjectile","ShieldTankOverchargedUltiProjectile","","","","","","","","","","","","","5000","200","","","","","","","","","","","","","","buff_shield_boss","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterSpawnRobotsShoot","Attack","weapon","","","true","","1","150","","1000","","60","","","","","","1000","1","","-1","","1000","","","1","","true","","","","","","","","","","","","MegaBossSplitterSpawnRobotsShoot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterSpawnRobotsThrow","Attack","weapon","","","true","","1","150","","1000","","60","","","","","","1000","1","","-1","","1000","","","1","","true","","","","","","","","","","","","MegaBossSplitterSpawnRobotsThrow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterCharge","Charge","weapon","","","true","","1","50","","","","22","","","","","","","","500","-1","","","","","","","","","80","","2000","1","","","","","true","","","","","","","MegaSplitterLegsDamageArea","","","","","","","","","","","","","","","","","","","","","","","","samurai_mega_atk4_charge_rush","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiSpawnKenji","Attack","weapon","","true","true","","1","150","","800","","30","","","","","","1500","1","500","-1","","800","","","1","","true","","","","","","","","","","","","MegaKenjiProjectileSpawnKenji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPet","Attack","weapon","","","true","","1","150","","2400","","60","","","","","","500","1","","-1","","800","180","10","1","","true","","","","","","","","","","","","MegaBossSpikeSummonPet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusCharge","Charge","weapon","","","true","","1","50","","","","30","","","","","","","","800","-1","","","","","","","","","80","","1500","1","","","","","","","","","","","","MegaCactusUltiExplosionLarge","","","","","","","","","","","","","","","","","","","","","","","","samurai_mega_atk4_charge_rush","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"ActorPlaceholder","Attack","bonusSkill","","true","true","","","300","12000","150","","24","","","","","","1450","1","0","-1","","150","","","1","","true","","","","","","","","","","","","ActorPlaceholderProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","button_ulti_skull","button_ulti_blue_skull","","jaeyong_def_atk2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormWeapon","Attack","weapon","","true","true","","","500","","150","","30","","","","","","","3","950","-1","","100","","","1","","true","","","","","","","","","","","","BulletstormProjectile","","","","","","","","","","","","","","","","","","","","","","","pierce_def_atk","","","","","","","","","","","","","1","BulletstormWeaponLastShot","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"BulletstormWeaponLastShot","Attack","weapon","","true","true","","","500","","150","","30","","","","","","","3","1500","-1","","100","","","1","","true","","","","","","","","","","","","BulletstormLastShotProjectile","","","","","","","","","","","","","","","","","","","","","","","pierce_def_atk_last","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","AlwaysCriticalHit","","","","","","","","",""
"BulletstormUlti","Attack","ulti","","true","true","","","250","","300","","25","","","","","","","","","-1","","300","","","1","","true","","","","","","","","","","","","BulletstormUltiProjectile","BulletstormUltiOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AimIndirectAsFlat","","","","","","","","",""
"DaredevilWeapon","RapidFireArea","weapon","","true","","","","","","190","","10","","","","","","220","10","600","-1","","660","","","","","true","","","","","","","","","","","","","","","","","DaredevilDamageArea","","","","","","follow","","","","","","","","","","","","","","","","gigi_def_atk_spin_end","","gigi_def_atk_spin","","","","","","","1","","","","","","","","true","true","","","","DaredevilWeaponSpeedup","","","","","","","AllowReactivation","","","15","","","","","",""
"DaredevilUlti","Blink","ulti","DaredevilOverchargedUlti","","true","","","100","","","800","22","","","","","1","","","1300","-1","","","","","","","","","","","","","","","","","","","","","","","","DaredevilUltiNoDamageLeave","","DaredevilUltiNoDamageEnter","true","DaredevilUltiNoDamageLeave","DaredevilOverchargedUltiDamage","","","","","","","","","","","","gigi_def_ulti_casting","","","","","","","","","","","","","","7","DaredevilUltiReturn","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilUltiReturn","BlinkReturn","ulti","DaredevilOverchargedUltiReturn","","","","","100","","","","","","","","","1","","","1300","-1","","","","","","","","","","","","","","","","","","","","","","","","DaredevilUltiDamage","","DaredevilUltiNoDamageEnter","true","DaredevilOverchargedUltiDamage","DaredevilUltiNoDamageEnter","","","","","","","","","","","","","","","","","","","","","","","","","","5","DaredevilUlti","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankAttackPushAway","Attack","weapon","","","true","","","50","","1200","","10","","","","","","","","1240","-1","","1100","270","","6","","","","","","","","","","","","","","MegaBossFrankProjectile","HammerDudeOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","frank_boss_atk_red","frank_def_oc_ulti","hammer_dude_start_ulti","frank_def_oc_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankAttackHammer","Attack","weapon","","","true","","1","100","","1000","","30","","","","","","1800","3","1160","-1","","900","270","","6","","","","","","","","","","","","","","MegaBossFrankProjectile","","","","","","","","","","","","","","","","","","","","","","","frank_boss_atk_red","","hammer_dude_start_ulti","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","50","",""
"MegaBossFrankAttackUlti","Attack","weapon","","","true","","","150","","1750","","35","","","","","","","","1500","-1","","1400","","25","12","","","","","","","","","","","","","","MegaBossFrankProjectile","HammerDudeOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","frank_boss_atk_red","frank_def_oc_ulti","hammer_dude_start_ulti","frank_def_oc_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","","","","75","",""
"MegaBossFrankAttackCharge","Charge","weapon","","","true","","1","100","","150","","35","","","","","","","","1750","-1","","","","","","","","","150","","1500","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","frank_boss_rush","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankAttackHyper","Attack","weapon","","","true","","","100","","1200","","40","","","","","","","","1500","-1","","1100","0","19","14","","","","","","","","","","","","","","MegaBossFrankUltiProjectile","HammerDudeOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","frank_def_oc_ulti","frank_def_oc_ulti","frank_def_oc_atk_trail","frank_def_oc_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFangPushAway","Attack","weapon","","","true","","","50","","1200","","21","","","","","","","","1240","-1","","1100","130","","4","","","","","","","","","","","","","","HammerDudeUltiProjectile","HammerDudeOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","hammer_dude_ulti","frank_def_oc_ulti","hammer_dude_start_ulti","frank_def_oc_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFangAttack2","Attack","weapon","","true","true","","2","250","","500","","8","","","","","","1000","3","1360","-1","","500","","","1","","true","","","","","","","","","","","","KickerDudeProjectile","","","","","","","","","","","","","","","","","","","","","","","fang_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFangAttack3","Charge","ulti","","","true","","2","250","","","","30","","","","","","","","1500","-1","","","","","","","","","0","","4000","8","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fang_def_ulti","fang_def_ulti_cover","fang_def_ulti_overcharged","fang_def_ulti_cover_overcharged","","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFangAttack4","Attack","weapon","","true","true","","2","250","","500","","8","","","","","","1000","3","1360","-1","","500","","","1","","true","","","","","","","","","","","","KickerDudeProjectile","","","","","","","","","","","","","","","","","","","","","","","fang_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFangAttack5","Charge","ulti","","","true","","2","250","","","","30","","","","","","","","1500","-1","","","","","","","","","0","","4000","8","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fang_def_ulti","fang_def_ulti_cover","fang_def_ulti_overcharged","fang_def_ulti_cover_overcharged","","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossEmzPushAway","Attack","weapon","","","true","","","50","","1200","","21","","","","","","","","1240","-1","","1100","130","","4","","","","","","","","","","","","","","HammerDudeUltiProjectile","HammerDudeOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","hammer_dude_ulti","frank_def_oc_ulti","hammer_dude_start_ulti","frank_def_oc_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossEmzAttack2","Attack","weapon","","true","true","","","250","","150","","20","","","","","","2000","3","560","-1","","100","80","5","5","","true","","","","","","","","","","","","MummyProjectile","","","","","","","","","","","","","","","","","","","","","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossEmzAttack3","AreaBuff","ulti","","true","","","","50","","5000","","","","","","","","","","240","-1","","70","","","","","","","","","","","","","","","","","","","","","","MummyUltiArea","","","","MummyOverchargedUltiArea","MummyOverchargedUltiAreaPushBack","follow","","","","","","","","","","","","","","emz_def_ulti_use","","","","dummy_effect","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossEmzAttack4","Attack","weapon","","true","true","","","250","","150","","20","","","","","","2000","3","560","-1","","100","80","5","5","","true","","","","","","","","","","","","MummyProjectile","","","","","","","","","","","","","","","","","","","","","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossEmzAttack5","AreaBuff","ulti","","true","","","","50","","5000","","","","","","","","","","240","-1","","70","","","","","","","","","","","","","","","","","","","","","","MummyUltiArea","","","","MummyOverchargedUltiArea","MummyOverchargedUltiAreaPushBack","follow","","","","","","","","","","","","","","emz_def_ulti_use","","","","dummy_effect","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgPushAway","Attack","weapon","","","true","","1","50","","700","","3","","","","","","800","1","500","-1","","600","300","","1","","","","400","","2000","","","","","","","","","","","","","MegaBossDgPushBack","","","","","","","","","","","","","","","","","","","","boss_demogorgon_slash","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgAttackProjectile","Attack","weapon","","","true","","","500","","150","","10","","","","","","2300","3","1700","-1","","100","","","1","","true","","","","","","","","","","","","MegaBossDgProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgAttackPortalSpawn","Attack","weapon","","","true","","1","150","","2400","","30","","","","","","1000","1","","-1","","800","360","10","1","","true","","","","","","","","","","","","MegaBossDgSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgAttackArea","Attack","weapon","","","","","1","250","","150","","10","","","","","","1500","3","1500","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaBossDgDamageArea","","","","","","follow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgAttackCharge","Charge","weapon","","","true","","1","50","","","","15","","","","","","","","1000","-1","","","","","","","","","200","","2500","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","boss_demogorgon_rush","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecPushAway","Attack","weapon","","","true","","1","50","","700","","5","","","","","","800","1","2200","-1","","600","300","","1","","","","400","","2000","","","","","","","","","","","","","MegaBossVecPushBack","","","","","","","","","","","","","","","","","","","","boss_vecna_slash","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecAttackDropClock","Attack","ulti","","true","true","","","250","","150","","50","","","","","","","","500","-1","","150","","","1","","true","","","","","","","","","","","","MegaBossVecTeleport","","","","","","","","","","","","","","","","","","","","","","","cordelius_ulti_atk","cordelius_def_oc_muzzle","","","","","","","","","","","","1","AmbusherUlti2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecAttackRockExplosion","Attack","weapon","","","true","","1","50","","3200","","15","","","","","","1400","3","1000","-1","","600","400","18","1","","true","","","","","","","","","","","","MegaBossVecProjectileRockExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecAttackFreeze","Attack","weapon","","","true","","1","50","","650","","30","","","","","","1400","3","360","-1","","600","0","","1","","true","","","","","","","","","","","","MegaBossVecProjectileFreeze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecAttackBigBlackhole","Attack","weapon","","","","","1","250","","3200","","30","","","","","","1500","3","2500","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaBossVecBigBlackholeEffect","","","","","","follow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecAttackBlackholeDistance","Attack","weapon","","","true","","1","50","","3000","","15","","","","","","1400","3","1200","-1","","3000","400","18","3","","true","","","","","","","","","","true","","MegaBossVecProjectileBlackholeDistance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"EnragerPull","Attack","bonusSkill","","true","true","","","250","18000","150","","20","","","","","","","1","","-1","","100","","","1","","true","","","","","","","","","","","","EnragerPullProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_edgar_1","icon_item_edgar_1","","","","edgar_gadget1_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankAoePull","Attack","ulti","","","","","1","250","","1500","","35","","","","","","","","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaBossFrankPullWarning","","","","","","follow","","","","","","","","","","","","","","driller_def_ulti_use","driller_def_overcharge_use","","","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankSpawnAdds","Attack","weapon","","true","true","","1","150","","2400","","30","","","","","","1000","1","","-1","","800","360","10","1","","true","","","","","","1","","","","","","MegaBossFrankSpawnAdd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankPetWeapon","Charge","weapon","","","true","","","0","","","","8","","","","","","2000","2","550","-1","","","","","","","","","","","2700","4","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","mortis_def_atk","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankGroundSpikes","Attack","weapon","","true","","","1","150","","3500","","30","","","","TRUE","","100","1","","-1","","200","360","10","1","","true","","","","","","","","","","","","MegaBossFrankGroundSpikeProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","75","",""
"MegaBossVecAttackSlowProjectile","Attack","ulti","","","true","","","500","","1200","","55","","","","","","","","800","-1","","200","180","18","1","","true","","","","","","","","","","","","MegaBossVecAttackSlowProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShotgunGirlBuddyBonusSkill","Charge","bonusSkill","","","true","1","","5000","15000","","","12","","","","","","","1","","-1","","","","","","","","","","","6000","11","","","","","","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_shelly_1","","","","","jump_smoke_sb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShotgunGirlOverchargedWeapon","Attack","weapon","","true","true","","","250","","150","","23","","","","","","1500","3","300","-1","","100","60","","5","","true","","","","","","","","","","","","ShellyOverchargedProjectile","ShellyOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"GunslingerOverchargedWeapon","Attack","weapon","","true","true","","","50","","370","","27","","","","","","1400","3","360","-1","","95","0","","1","true","true","","","","","","","","","","","","GunslingerOverchargedProjectile","GunslingerOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"CactusOverchargedWeapon","Attack","weapon","","true","true","","","250","","150","","23","","","","","","2000","3","540","-1","","100","","","1","","true","","","","","","","","","","","","SpikeOverchargedProjectile","SpikeOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","cactus_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MummyOverchargedWeapon","Attack","weapon","","true","true","","","250","","150","","20","","","","","","2000","3","560","-1","","100","100","5","5","","true","","","","","","","","","","","","MummyWeaponOverchargedProjectile","MummyWeaponOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"HammerDudeOverchargedWeapon","Attack","weapon","","","true","","","50","","300","","18","","","","","","800","3","1160","-1","","200","130","","4","","","","","","","","","","","","","true","HammerDudeWeaponOverchargedProjectile","HammerDudeWeaponOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","hammer_dude_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","35","",""
"UndertakerOverchargedWeapon","Charge","weapon","","","true","","","0","","","","8","","","","","","2400","3","500","-1","","","","","","","","","","","2700","4","","","","","true","","","","","","","MortisOverchargedBulletSpawner","true","","","","","","","","","","","","","","","","","","","mortis_def_atk","mortis_def_oc_atk","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MenderWeapon","Attack","weapon","","true","true","","","200","","125","","22","","","","","","1700","3","280","-1","","100","","","1","","true","","","","","","","","","","","","MenderProjectile","","","","","","","","","","","","","","","","","","","","","","","glowbert_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MenderUlti","Attack","ulti","","","true","","","150","","225","175","17","","","","","","","","750","-1","","150","220","","4","","","","","","","","","","","","","","MenderUltiProjectile","MenderUltiOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","","","glowbert_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MenderGadgetSkillDashHeal","Charge","bonusSkill","","","true","1","","50","17000","","","13","","","","","","","1","","-1","","","","","","","","","","","2300","4","","","","","","","","","","","","","","MenderGadgetSkillHealArea","true","","","","","","","","","","","sc/ui.sc","icon_item_mender_1","","","","","glowbert_def_gadget_heal_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonWeapon","Attack","weapon","","true","true","","","300","","250","","22","","","","","","1600","3","600","-1","","250","","","2","","true","","","","","","","","","","","","ShadowdemonProjectileIndirect;ShadowdemonProjectileDirect","","","","","","","","","","","","","","","","","","","","","","","sirius_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","AlternateProjectiles","","","","","","","","",""
"ShadowdemonUltiCommand","Attack","ulti","","true","true","2","","50","","300","","30","","","","","","","","","-1","","","","","1","","true","","","","","","","","","","","","ShadowdemonUltiProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","button_ulti_sirius","button_ulti_blue_sirius","","","","","","","","","","","","","","","3","ShadowdemonUltiSummon","","","","","","","","","","","","","","","","","","","AimIndirectAsFlat","","","","","","","","",""
"ShadowdemonUltiSummon","ShadowdemonSummon","ulti","","true","","","","50","","300","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","ShadowdemonUltiCommand","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonGadgetCloneBullet","Attack","bonusSkill","","true","true","","","250","20000","150","","27","","","","","","","1","","-1","","100","","","1","","true","","","","","","","","","","","","ShadowdemonCloneBulletProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_shadowdemon_1","","","sirius_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BuddyAccessoryAimSkill","Charge","bonusSkill","","","true","","","5000","15000","","","12","","","","","","","1","","-1","","","","","","","","","","","6000","1","","","","","","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_shelly_1","","","","","jump_smoke_sb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusBonusSkillPoppin","Attack","bonusSkill","","true","true","","","250","17000","1500","","23","","","","","","1500","1","500","-1","","1500","60","","5","","true","","","","","","","","","","","","CactusSpikeGadget","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_spike_1","","","cactus_attack_gadget1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusBonusSkillCover","Attack","bonusSkill","","true","true","","","250","20000","150","","22","","","","","","2000","1","800","-1","","100","0","","1","","true","","","","","","1","1","","","","","CactusBonusSkillCoverProjectile","","","CactusCover","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_spike_2","","","cactus_attack_gadget2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged","","","","","","","","",""
"CactusBonusSkillPoppinBuddy","Attack","bonusSkill","","true","true","","","250","17000","1500","","23","","","","","","1500","1","500","-1","","1500","60","","5","","true","","","","","","","","","","","","CactusSpikeGadgetBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_spike_1","","","cactus_attack_buddy_gadget1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusBonusSkillCoverBuddy","Attack","bonusSkill","","true","true","","","250","20000","150","","22","","","","","","2000","1","800","-1","","100","0","","1","","true","","","","","","1","1","","","","","CactusBonusSkillCoverProjectileBuddy","","","CactusCoverBuddy","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_spike_2","","","cactus_attack_buddy_gadget2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged","","","","","","","","",""
"ShotgunGirlBuddyClayPigeons","Attack","bonusSkill","","true","true","","","250","18000","150","","30","","","","","","1500","3","300","-1","","100","30","","5","","true","","","","","","","","","","","","ShotgunGirlProjectileGadgetSkillBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_shelly_2","","","shelly_def_buddy_atk","shelly_def_buddy_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"ShotgunGirlClayPigeons","Attack","bonusSkill","","true","true","","","250","18000","150","","30","","","","","","1500","3","300","-1","","100","30","","5","","true","","","","","","","","","","","","ShotgunGirlProjectileGadgetSkill","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_shelly_2","","","shelly_def_atk","shelly_def_buddy_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"GunslingerGadgetSkillSilverBullet","Attack","bonusSkill","","true","true","","","50","17000","150","","33","","","","","","","1","600","-1","","100","0","","1","true","true","","","","","","","","","","","","GunslingerSilverBulletProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colt_2","","","colt_def_atk","colt_def_overcharge","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"GunslingerGadgetSkillDoubleShot","Attack","bonusSkill","","true","true","","","50","15000","300","","33","","","","","","","1","320","0","","100","0","","1","true","true","","","","","","","","","","","","GunslingerDoubleShotProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colt_1","","","colt_def_ulti","colt_def_overcharge","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
