"Name","Logic","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","ScaleLoopingEffect","HitEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","IgnoreFadeout","SkinnedCustomValue","BlueSCW","RedSCW","SCWLayer"
"MummyOverchargedUltiBulletExplosion","MummyOverchargedUltiBulletExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"PainterAreaExplosion","PainterAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","berry_def_atk_hit","","100","","","","","100","","","","",""
"PainterAreaEffect","PainterAreaEffect","","sc/effects_brawler.sc","berry_def_atk_ground","berry_def_atk_ground","berry_def_atk_ground_red","","GroundHigh","","","","berry_def_ulti_hit","","100","","","","2","60","true","","","",""
"PainterAreaEffectEnd","PainterAreaEffectEnd","","sc/effects.sc","","","","","GroundHigh","","","","berry_def_atk_ground_end","","100","","","","","100","","","","",""
"PainterAccessoryArea","PainterAccessoryArea","","sc/effects.sc","","","","","GroundHigh","","","","berry_def_gadget_pushheal","","100","","","","","100","","","","",""
"Painter002AreaExplosion","PainterAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","berry_002_atk_hit","","100","","","","","100","","","","",""
"Painter002AreaEffect","PainterAreaEffect","","sc/effects_brawler.sc","berry_002_atk_ground","berry_002_atk_ground","berry_002_atk_ground_red","","GroundHigh","","","","berry_002_ulti_hit","","100","","","","0","60","true","","","",""
"Painter002AreaEffectEnd","PainterAreaEffectEnd","","sc/effects_brawler.sc","","","","","GroundHigh","","","","berry_002_atk_ground_end","","100","","","","","100","","","","",""
"Painter003AreaExplosion","PainterAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","berry_003_atk_hit","","100","","","","","100","","","","",""
"Painter003AreaEffect","PainterAreaEffect","","sc/effects_brawler_berry.sc","berry_003_ground","berry_003_ground","berry_003_ground_red","","GroundHigh","","","","berry_003_ulti_hit","","100","","","","0","60","true","","","",""
"Painter003AreaEffectEnd","PainterAreaEffectEnd","","sc/effects.sc","","","","","GroundHigh","","","","berry_003_ground_end","","100","","","","","100","","","","",""
"Painter004AreaExplosion","PainterAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","berry_004_atk_hit","","100","","","","","100","","","","",""
"Painter004AreaEffect","PainterAreaEffect","","sc/effects_brawler_berry.sc","berry_004_atk_ground","berry_004_atk_ground","berry_004_atk_ground_red","","GroundHigh","","","","berry_004_ulti_hit","","100","","","","0","60","true","","","",""
"Painter004AreaEffectEnd","PainterAreaEffectEnd","","sc/effects.sc","","","","","GroundHigh","","","","berry_004_ground_end","","100","","","","","100","","","","",""
"Painter005AreaExplosion","PainterAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","berry_005_atk_hit","","100","","","","","100","","","","",""
"Painter005AreaEffect","PainterAreaEffect","","sc/effects_brawler_berry.sc","berry_005_atk_ground","berry_005_atk_ground","berry_005_atk_ground_red","","GroundHigh","","","","berry_005_ulti_hit","","100","","","","0","60","true","","","",""
"Painter005AreaEffectEnd","PainterAreaEffectEnd","","sc/effects.sc","","","","","GroundHigh","","","","berry_005_ground_end","","100","","","","","100","","","","",""
"PainterAreaEffectOvercharged","PainterAreaEffectOvercharged","","sc/effects_brawler.sc","berry_def_oc_ulti_ground","berry_def_oc_ulti_ground","berry_def_oc_ulti_ground_red","","GroundHigh","","","","berry_def_oc_ulti_hit","","100","","","","2","60","true","","","",""
"PainterAreaEffectEndOvercharged","PainterAreaEffectEndOvercharged","","sc/effects.sc","","","","","GroundHigh","","","","berry_def_oc_ulti_ground_end","","100","","","","","100","","","","",""
"PaintBallSplash","PaintBallSplash","","sc/effects.sc","","","","","GroundHigh","","","","paint_ball_explode","","100","","","","","50","","","","",""
"PaintBallSplash_big","PaintBallSplash_big","","sc/effects.sc","","","","","GroundHigh","","","","paint_ball_explode_big","","100","","","","","50","","","","",""
"SupportArchetypeHeal","SupportArchetypeHeal","","sc/effects.sc","","","","","GroundHigh","","","","pam_def_ulti_area_active","sb_support_area_loop","100","","","","","125","","","","",""
"SupportArchetypeSpawn","SupportArchetypeSpawn","","sc/effects_brawler.sc","sb_support_summon","sb_support_summon","sb_support_summon_red","","object","","","","sb_support_bubble","","100","","","","","90","true","","","",""
"ArtilleryArchetypeCollabSpawnLvl1","ArtilleryArchetypeCollabSpawnLvl1","","sc/effects_brawler.sc","","","","","GroundHigh","sb_thrower_pjt_01","sb_thrower_pjt_01_red","","meteor_warning","","100","","","","","60","","","","",""
"ArtilleryArchetypeCollabSpawnLvl2","ArtilleryArchetypeCollabSpawnLvl2","","sc/effects_brawler.sc","","","","","GroundHigh","sb_thrower_pjt_01","sb_thrower_pjt_01_red","","meteor_warning","","100","","","","","60","","","","",""
"ArtilleryArchetypeCollabSpawnLvl3","ArtilleryArchetypeCollabSpawnLvl3","","sc/effects_brawler.sc","","","","","GroundHigh","sb_thrower_pjt_01","sb_thrower_pjt_01_red","","meteor_warning","","100","","","","","60","","","","",""
"ArtilleryArchetypeCollabExplosion","ArtilleryArchetypeCollabExplosion","","sc/effects.sc","","","","","GroundHigh","","","","gadget_ruffs_airstrike_explosion","","100","","","","","85","","","","",""
"ArtilleryArchetypeCollabBurn","ArtilleryArchetypeCollabBurn","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_starpower","","100","","","","","28","","","","",""
"ArtilleryArchetypeCollabCluster","ArtilleryArchetypeCollabCluster","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MarksmanArchetypeSlowArea","MarksmanArchetypeSlowArea","","sc/effects.sc","toxic_area_effect_blue","toxic_area_effect_blue","toxic_area_effect_red","","GroundHigh","","","","","","100","","","","","50","","","","",""
"ControllerArchetypeTrail","ControllerArchetypeTrail","","sc/effects.sc","","","","","GroundHigh","","","","sb_controller_trigger","","100","","","","","100","","","","",""
"ControllerArchetypeEnd","ControllerArchetypeEnd","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"CashGrabSpawn","CashGrabSpawn","","sc/effects.sc","power_area_effect_blue","power_area_effect_blue","power_area_effect_blue","","GroundHigh","","","","powerup_indicator","","100","","","","","40","","","","",""
"AssassinArchetypeExecuteAreaEffect","AssassinArchetypeExecuteAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","assassinarchetypeexecuteeffect","","100","","","","","100","","","","",""
"DiggerShrapnelArea","DiggerShrapnelArea","","sc/effects.sc","","","","","GroundHigh","","","","moe_def_atk1_explosion","","100","","","","","100","","","","",""
"DiggerShrapnelArea2","DiggerShrapnelArea2","","sc/effects.sc","","","","","GroundHigh","","","","moe_def_atk1_explosion","","100","","","","","100","","","","",""
"DiggerDrillDive","DiggerDrillDive","","sc/effects.sc","","","","","GroundLow","","","","moe_def_start_dig","","100","","","","","60","","","","",""
"DiggerDrillTrail","DiggerDrillTrail","","sc/effects.sc","","","","","GroundLow","","","","moe_underground_trail","","100","","","","","60","","","","",""
"DiggerDrillSurface","DiggerDrillSurface","","sc/effects.sc","","","","","GroundLow","","","","moe_def_atk2_explosion","","100","","","","","60","","","","",""
"DiggerOverchargedDrillDive","DiggerOverchargedDrillDive","","sc/effects.sc","","","","","GroundLow","","","","moe_def_oc_start_dig","","100","","","","","60","","","","",""
"DiggerOverchargedDrillTrail","DiggerOverchargedDrillTrail","","sc/effects.sc","","","","","GroundLow","","","","moe_def_oc_underground_trail","","100","","","","","60","","","","",""
"DiggerOverchargedDrillSurface","DiggerOverchargedDrillSurface","","sc/effects.sc","","","","","GroundLow","","","","moe_def_oc_end_crack","","100","","","","","60","","","","",""
"Digger002ShrapnelArea","DiggerShrapnelArea","","sc/effects.sc","","","","","GroundHigh","","","","moe_002_atk1_explosion","","100","","","","","100","","","","",""
"Digger002ShrapnelArea2","DiggerShrapnelArea2","","sc/effects.sc","","","","","GroundHigh","","","","moe_002_atk1_explosion","","100","","","","","100","","","","",""
"Digger002DrillDive","DiggerDrillDive","","sc/effects.sc","","","","","GroundLow","","","","moe_002_start_dig","","100","","","","","60","","","","",""
"Digger002DrillTrail","DiggerDrillTrail","","sc/effects.sc","","","","","GroundLow","","","","moe_002_underground_trail","","100","","","","","60","","","","",""
"Digger002DrillSurface","DiggerDrillSurface","","sc/effects.sc","","","","","GroundLow","","","","moe_002_ulti_spawn","","100","","","","","60","","","","",""
"Digger003ShrapnelArea","DiggerShrapnelArea","","sc/effects_brawler_moe.sc","","","","","GroundHigh","","","","moe_003_atk1_explosion","","100","","","","","100","","","","",""
"Digger003ShrapnelArea2","DiggerShrapnelArea2","","sc/effects_brawler_moe.sc","","","","","GroundHigh","","","","moe_003_atk1_explosion","","100","","","","","100","","","","",""
"Digger003DrillDive","DiggerDrillDive","","sc/effects_brawler_moe.sc","","","","","GroundLow","","","","moe_003_start_dig","","100","","","","","60","","","","",""
"Digger003DrillTrail","DiggerDrillTrail","","sc/effects_brawler_moe.sc","","","","","GroundLow","","","","moe_003_underground_trail","","100","","","","","60","","","","",""
"Digger003DrillSurface","DiggerDrillSurface","","sc/effects_brawler_moe.sc","","","","","GroundLow","","","","moe_003_ulti_spawn_01","","100","","","","","60","","","","",""
"StickyBombOverchargedClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_oc_atk_explode","","100","","","","","","","","","",""
"StickyBombOverchargedUltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_oc_ulti_explode","","100","","","","","","","","","",""
"BlackHoleOverchargedUltiExplosion","BlackHoleUltiExplosion","","sc/effects_brawler.sc","tara_def_oc_ulti_range450_blue","tara_def_oc_ulti_range450_blue","tara_def_oc_ulti_range450_red","","GroundHigh","","","","blackhole_ulti_damage","","100","","","","","100","","","","",""
"BlackHoleOverchargedUltiSuck","BlackHoleUltiSuck","","sc/effects_brawler.sc","tara_def_oc_ulti_range450_blue","tara_def_oc_ulti_range450_blue","tara_def_oc_ulti_range450_red","","GroundHigh","","","","blackhole_oc_ulti_suck","","100","","","","","290","","","","",""
"SamuraiCrossSlashArea","SamuraiCrossSlashArea","","sc/effects_brawler.sc","samurai_def_ulti_hit_ground","samurai_def_ulti_hit_ground","samurai_def_ulti_hit_ground_red","","GroundHigh","","","","","","100","","","1","3","350","true","","","",""
"Samurai002CrossSlashArea","SamuraiCrossSlashArea","","sc/effects_brawler.sc","samurai_002_ulti_ground_impact","samurai_002_ulti_ground_impact","samurai_002_ulti_ground_impact_red","","GroundHigh","","","","","","100","","","1","3","350","true","","","",""
"Samurai003CrossSlashArea","SamuraiCrossSlashArea","","sc/effects_brawler_kenji.sc","samurai_003_ulti_ground_impact","samurai_003_ulti_ground_impact","samurai_003_ulti_ground_impact_red","","GroundHigh","","","","","","100","","","1","3","350","true","","","",""
"Samurai004CrossSlashArea","SamuraiCrossSlashArea","","sc/effects_brawler_kenji.sc","samurai_004_ulti_ground_impact","samurai_004_ulti_ground_impact","samurai_004_ulti_ground_impact_red","","GroundHigh","","","","","","100","","","1","3","350","true","","","",""
"SamuraiOverchargedCrossSlashArea","SamuraiCrossSlashArea","","sc/effects_brawler_kenji.sc","samurai_def_oc_ulti_hit_ground","samurai_def_oc_ulti_hit_ground","samurai_def_oc_ulti_hit_ground_red","","GroundHigh","","","","","","100","","","1","3","350","true","","","",""
"Samurai003OverchargedCrossSlashArea","SamuraiCrossSlashArea","","sc/effects_brawler_kenji.sc","samurai_003_oc_ulti_ground_impact","samurai_003_oc_ulti_ground_impact","samurai_003_oc_ulti_ground_impact_red","","GroundHigh","","","","","","100","","","1","3","350","true","","","",""
"SamuraiOverchargedPullInArea","SamuraiOverchargedPullInArea","","sc/effects_brawler_kenji.sc","","","","","GroundHigh","","","","samurai_def_oc_ulti_ground","","100","","","","","290","","","","",""
"Samurai003OverchargedPullInArea","SamuraiOverchargedPullInArea","","sc/effects_brawler_kenji.sc","","","","","GroundHigh","","","","samurai_003_oc_ulti_ground","","100","","","","","290","","","","",""
"GhostSuperChargeArea","GhostSuperChargeArea","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","132","","","","",""
"GhostSpookyArea","GhostSpookyArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","shade_def_gadget2","","100","","","","","120","","","","",""
"GraceOfAndAngelAreaEffect","GraceOfAndAngelAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","toy_angel_radiant","","100","","","","","125","","","","",""
"LastBreathPushBack","LastBreathPushBack","","sc/effects_brawler.sc","","","","","GroundHigh","","","","toy_angel_rebirth_push","","100","","","","","350","","","","",""
"DemonicRevengeAreaEffect","DemonicRevengeAreaEffect","","sc/effects_brawler.sc","demon_target","demon_target","demon_target_red","","GroundHigh","","","","","","100","","","","","100","","","","",""
"DemonicRevengeFireAreaEffect","DemonicRevengeFireAreaEffect","","sc/effects_brawler.sc","demon_revenge_fire_ground","demon_revenge_fire_ground","demon_revenge_fire_ground_red","","GroundHigh","","","","toy_demon_revenge_fires","","100","","","","","100","","","","",""
"WrathOfAnAngelAreaEffect","WrathOfAnAngelAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","toy_angel_smith_pole","","100","","","","","100","","","","",""
"DemonicFireAreaEffect","DemonicFireAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","toy_demon_ground_fire","","100","","","","","100","","","","",""
"DemonicPowerAreaEffect","DemonicPowerAreaEffect","","sc/effects_brawler.sc","","","","","object","","","","toy_demon_got_power","","100","","","","","90","true","","","",""
"Enrager008StarPowerDamage","EnragerStarPowerDamage","","sc/effects.sc","","","","","GroundHigh","","","","edgar_008_ulti_sp","","100","","","","","133","","","","",""
"Enrager008OverchargedStarPowerDamage","EnragerStarPowerDamage","","sc/effects.sc","","","","","GroundHigh","","","","edgar_008_oc_ulti_sp","","100","","","","","133","","","","",""
"Enrager009StarPowerDamage","EnragerStarPowerDamage","","sc/effects_brawler_edgar.sc","","","","","GroundHigh","","","","edgar_009_ulti_sp","","100","","","","","133","","","","",""
"Enrager010StarPowerDamage","EnragerStarPowerDamage","","sc/effects_brawler_edgar.sc","","","","","GroundHigh","","","","edgar_010_ulti_sp","","100","","","","","133","","","","",""
"VoodooAttackEarth","VoodooAttackEarth","","sc/effects.sc","","","","","GroundHigh","","","","selena_def_earth_atk","","100","","","","","55","","","","",""
"VoodooAttackForest","VoodooAttackForest","","sc/effects.sc","","","","","GroundHigh","","","","selena_def_forest_atk","","100","","","","","55","","","","",""
"VoodooAttackWater","VoodooAttackWater","","sc/effects.sc","","","","","GroundHigh","","","","selena_def_water_atk","","100","","","","","55","","","","",""
"f5625159144593ccb22972acfa8738c9a2d4d6cd","Brock_def_ulti_area","true","sc/effects.sc","","","","","GroundHigh","","","","brock_def_oc_ultiexp_purple","","100","","","","","100","","","","",""
"VoodooAttackAll","VoodooAttackAll","","sc/effects.sc","","","","","GroundHigh","","","","selena_def_gadget1_all_atk","","100","","","","","55","","","","",""
"VoodooSlowDebuff","VoodooSlowDebuff","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","55","","","","",""
"Voodoo002AttackEarth","VoodooAttackEarth","","sc/effects.sc","","","","","GroundHigh","","","","juju_002_atk1_area","","100","","","","","55","","","","",""
"Voodoo002AttackForest","VoodooAttackForest","","sc/effects.sc","","","","","GroundHigh","","","","juju_002_atk2_area","","100","","","","","55","","","","",""
"Voodoo002AttackWater","VoodooAttackWater","","sc/effects.sc","","","","","GroundHigh","","","","juju_002_atk3_area","","100","","","","","55","","","","",""
"Voodoo003AttackEarth","VoodooAttackEarth","","sc/effects.sc","","","","","GroundHigh","","","","juju_003_atk1_area","","100","","","","","55","","","","",""
"Voodoo003AttackForest","VoodooAttackForest","","sc/effects.sc","","","","","GroundHigh","","","","juju_003_atk2_area","","100","","","","","55","","","","",""
"Voodoo003AttackWater","VoodooAttackWater","","sc/effects.sc","","","","","GroundHigh","","","","juju_003_atk3_area","","100","","","","","55","","","","",""
"BarrelBotOverchargeChargeArea","BarrelBotOverchargeChargeArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"DemonicRevengeAreaEffectExplosion","DemonicRevengeAreaEffectExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","toy_demon_revenge_explosion","","100","","","","","165","","","","",""
"LightyearFlightUltiExplosion","LightyearFlightUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","buzzlight_wing_ulti_explosion","","100","","","","","100","","","","",""
"LightyearSwordLanding","LightyearSwordLanding","","sc/effects.sc","","","","","GroundLow","","","","lightyear_sword_ulti_explosion","","100","","","","","60","","","","",""
"MeepleSuperArea","MeepleSuperArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","meeple_def_ulti_area_active","meeple_def_ulti_area_loop","100","","","","","100","","","","",""
"MeepleOverchargedSuperArea","MeepleOverchargedSuperArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","meeple_def_oc_ulti_area_active","meeple_def_oc_ulti_area_loop","100","","","","","100","","","","",""
"MeepleOverchargedPassWallArea","MeepleOverchargedPassWallArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"Meeple002SuperArea","MeepleSuperArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","meeple_002_ulti_area_active","meeple_002_ulti_area_loop","100","","","","","100","","","","",""
"Meeple003SuperArea","MeepleSuperArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","meeple_003_ulti_area_active","meeple_003_ulti_area_loop","100","","","","","100","","","","",""
"MeepleWallArea","MeepleWallArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","meeple_def_atk_gadget_explo_spawn","","100","","","","","100","","","","",""
"MeepleWallAreaExplosion","MeepleWallAreaExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","meeple_def_atk_gadget_explo_spawn","","100","","","","","100","","","","",""
"SkaterUltiLanding","SkaterUltiLanding","","sc/effects.sc","","","","","GroundHigh","","","","ollie_def_ulti_ground_casting","","100","","","","","100","","","","",""
"SkaterUltiLandingOvercharged","SkaterUltiLandingOvercharged","","sc/effects.sc","","","","","GroundHigh","","","","ollie_def_oc_ground_casting","","100","","","","","100","","","","",""
"SkaterUltiTaunt","SkaterUltiTaunt","","sc/effects.sc","","","","","GroundHigh","","","","ollie_def_ulti_ground","","100","","","","","100","","","","",""
"SkaterUltiTauntOvercharged","SkaterUltiTauntOvercharged","","sc/effects.sc","","","","","GroundHigh","","","","ollie_def_oc_ground","","100","","","","","100","","","","",""
"Skater002UltiLanding","SkaterUltiLanding","","sc/effects_brawler.sc","","","","","GroundHigh","","","","ollie_002_ulti_ground_casting","","100","","","","","100","","","","",""
"Skater002UltiTaunt","SkaterUltiTaunt","","sc/effects_brawler.sc","","","","","GroundHigh","","","","ollie_002_ulti_ground","","100","","","","","100","","","","",""
"Skater003UltiLanding","SkaterUltiLanding","","sc/effects_brawler.sc","","","","","GroundHigh","","","","ollie_003_ulti_ground_casting","","100","","","","","100","","","","",""
"Skater003UltiTaunt","SkaterUltiTaunt","","sc/effects_brawler.sc","","","","","GroundHigh","","","","ollie_003_ulti_ground","","100","","","","","100","","","","",""
"SkaterGadgetTaunt","SkaterGadgetTaunt","","sc/effects_brawler2.sc","","","","","GroundHigh","","","","ollie_def_ulti_ground_gadget","","100","","","","","100","","","","",""
"PayloadSingleMoveArea","PayloadSingleMoveArea","","sc/effects_brawler.sc","area_mode_gift","payload_area_mode_blue","payload_area_mode_blue","","GroundHigh","","","","","","100","","","","","175","","","","",""
"MeepleRageQuitArea","MeepleRageQuitArea","","sc/effects.sc","","","","","GroundHigh","","","","meeple_def_ragequit_ground","","100","","","","","100","","","","",""
"FishTankOverchargedAreaEffect","FishTankOverchargedAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"Bo_def_overcharged_ulti1_area","Bo_def_overcharged_ulti1_area","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_oc_ulti1_explosion","","100","","","","","70","","","","",""
"Bo_def_overcharged_ulti2_area","Bo_def_overcharged_ulti2_area","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_oc_ulti2_explosion","","100","","","","","133","","","","",""
"MinigunOverchargedHealingStationHeal","MinigunOverchargedHealingStationHeal","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pam_def_oc_ulti_area_active","pam_def_oc_ulti_area_loop","100","","","","","125","","","","",""
"MinigunOverchargedInstantHeal","MinigunOverchargedInstantHeal","","sc/effects.sc","","","","","GroundHigh","","","","gadget_pam_healburst","","100","","","","","125","","","","",""
"WhirlwindOverchargedAreaEffect","WhirlwindOverchargedAreaEffect","","sc/effects_brawler.sc","","","","","GroundHigh","","","","carl_def_oc_ground_fire","","","","","","","25","","","","",""
"ChronomancerUltiTimebend","ChronomancerUltiTimebend","","sc/effects_brawler_finx.sc","finx_def_ulti_area","finx_def_ulti_area","finx_def_ulti_area_red","","GroundHigh","","","","","finx_def_ulti_area_loop","100","","","","","100","","","","",""
"ChronomancerNanoPower","ChronomancerNanoPower","","sc/effects_brawler_finx.sc","finx_def_ulti_area","finx_def_ulti_area","finx_def_ulti_area_red","","GroundHigh","","","","","finx_def_ulti_area_loop","100","","","","","100","","","","",""
"ChronomancerOverchargedUltiTimebend","ChronomancerOverchargedUltiTimebend","","sc/effects_brawler_finx.sc","finx_def_oc_ulti_area","finx_def_oc_ulti_area","finx_def_oc_ulti_area_red","","GroundHigh","","","","","finx_def_oc_ulti_area_loop","100","","","","","100","","","","",""
"Chronomancer002UltiTimebend","ChronomancerUltiTimebend","","sc/effects_brawler_finx.sc","finx_002_ulti_area","finx_002_ulti_area","finx_002_ulti_area_red","","GroundHigh","","","","","finx_002_ulti_area_loop","100","","","","","100","","","","",""
"Chronomancer003UltiTimebend","ChronomancerUltiTimebend","","sc/effects_brawler_finx.sc","finx_003_ulti_area","finx_003_ulti_area","finx_003_ulti_area_red","","GroundHigh","","","","","finx_003_ulti_area_loop","100","","","","","100","","","","",""
"SoulCollectorOverchargedPushback","SoulCollectorOverchargedPushback","","sc/effects.sc","","","","","GroundHigh","","","","gus_def_ulti_area","","100","","","","","235","","","","",""
"SoulCollectorOverchargedAreaEffect","SoulCollectorOverchargedAreaEffect","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MorningstarFireGadgetArea","MorningstarFireGadgetArea","","sc/effects_brawler_lumi.sc","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring_red","","GroundHigh","","","","lumi_def_gadget_01","","100","","","","","55","","","","",""
"MorningstarIceGadgetArea","MorningstarIceGadgetArea","","sc/effects_brawler_lumi.sc","lumi_def_gadget2_ice_ground","lumi_def_gadget2_ice_ground","lumi_def_gadget2_ice_ground_red","","GroundHigh","","","","lumi_def_gadget_02","","100","","","","","160","","","","",""
"MorningstarUltiArea1","MorningstarUltiArea1","","sc/effects_brawler.sc","","","","","GroundHigh","","","","lumi_def_ulti_explosion_01","","","","","","","60","","","","",""
"MorningstarUltiArea2","MorningstarUltiArea2","","sc/effects_brawler.sc","","","","","GroundHigh","","","","lumi_def_ulti_explosion_02","","","","","","","89","","","","",""
"MorningstarUltiArea3","MorningstarUltiArea3","","sc/effects_brawler.sc","","","","","GroundHigh","","","","lumi_def_ulti_explosion_03","","","","","","","122","","","","",""
"MorningstarUltiArea1Overcharged","MorningstarUltiArea1","","sc/effects_brawler.sc","","","","","GroundHigh","","","","lumi_def_oc_ulti_explosion_01","","","","","","","60","","","","",""
"MorningstarUltiArea2Overcharged","MorningstarUltiArea2","","sc/effects_brawler.sc","","","","","GroundHigh","","","","lumi_def_oc_ulti_explosion_02","","","","","","","89","","","","",""
"MorningstarUltiArea3Overcharged","MorningstarUltiArea3","","sc/effects_brawler.sc","","","","","GroundHigh","","","","lumi_def_oc_ulti_explosion_03","","","","","","","122","","","","",""
"MorningstarUltiArea3StatusEffect","MorningstarUltiArea3StatusEffect","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","","","","","","","","","","",""
"MorningstarUltiArea1SP","MorningstarUltiArea1SP","","sc/effects_brawler_lumi.sc","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring_red","","GroundHigh","","","","lumi_def_sp1_01","","","","","","","25","","","","",""
"MorningstarUltiArea2SP","MorningstarUltiArea2SP","","sc/effects_brawler_lumi.sc","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring_red","","GroundHigh","","","","lumi_def_sp1_02","","","","","","","41","","","","",""
"MorningstarUltiArea3SP","MorningstarUltiArea3SP","","sc/effects_brawler_lumi.sc","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring","lumi_def_gadget1_fire_ring_red","","GroundHigh","","","","lumi_def_sp1_03","","","","","","","62","","","","",""
"Morningstar002UltiArea1","MorningstarUltiArea1","","sc/effects_brawler_lumi.sc","","","","","GroundHigh","","","","lumi_002_ulti_explosion_01","","","","","","","60","","","","",""
"Morningstar002UltiArea2","MorningstarUltiArea2","","sc/effects_brawler_lumi.sc","","","","","GroundHigh","","","","lumi_002_ulti_explosion_02","","","","","","","89","","","","",""
"Morningstar002UltiArea3","MorningstarUltiArea3","","sc/effects_brawler_lumi.sc","","","","","GroundHigh","","","","lumi_002_ulti_explosion_03","","","","","","","122","","","","",""
"Morningstar003UltiArea1","MorningstarUltiArea1","","sc/effects_brawler_lumi.sc","","","","","GroundHigh","","","","lumi_003_ulti_explosion_01","","","","","","","60","","","","",""
"Morningstar003UltiArea2","MorningstarUltiArea2","","sc/effects_brawler_lumi.sc","","","","","GroundHigh","","","","lumi_003_ulti_explosion_02","","","","","","","89","","","","",""
"Morningstar003UltiArea3","MorningstarUltiArea3","","sc/effects_brawler_lumi.sc","","","","","GroundHigh","","","","lumi_003_ulti_explosion_03","","","","","","","122","","","","",""
"UnoScore","UnoScore","","sc/effects.sc","","","","","GroundHigh","","","","uno_score","","100","","","","","100","","","","",""
"UnoCardSpawn","UnoCardSpawn","","sc/effects.sc","power_area_effect_blue","power_area_effect_blue","power_area_effect_blue","","GroundHigh","","","","","","100","","","","","40","","","","",""
"Mspawn","Mspawn","","sc/effects_brawler.sc","","","","","object","","","","","","100","","","","","90","true","","","",""
"UnoSkip","UnoSkip","","sc/effects.sc","","","","","GroundHigh","","","","uno_player_effect_skip","","100","","","","","100","","","","",""
"UnoDrawTwo","UnoDrawTwo","","sc/effects.sc","","","","","GroundHigh","","","","uno_player_effect_draw2","","100","","","","","100","","","","",""
"FinxTeleport","Bo_def_ulti1_area","","sc/effects.sc","","","","","GroundHigh","","","","finx_def_gadget_teleport","","100","","","","","70","","","","",""
"ChronomancerTimeRewindLocation","ChronomancerTimeRewindLocation","","sc/effects.sc","","","","","GroundHigh","","","","","finx_def_gadget_indicator","100","","","","","50","","","","",""
"ColtRankedSpawn","HeroSpawn","","sc/effects_brawler_colt.sc","","","","","GroundHigh","","","","colt_011_spawn","","100","","","","","100","","","","",""
"ChronomanceUltiDurationIncreasePulse","ChronomanceUltiDurationIncreasePulse","","sc/effects_brawler_finx.sc","","","","","GroundHigh","","","","finx_def_ulti_area_pulse","","100","","","","","100","","","","",""
"Chronomance002UltiDurationIncreasePulse","ChronomanceUltiDurationIncreasePulse","","sc/effects_brawler_finx.sc","","","","","GroundHigh","","","","finx_002_ulti_area_pulse","","100","","","","","100","","","","",""
