"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit","TrainingGroundsEnabled","Adventure"
"Invasion5","true","TID_INVASION_5","Default",,,,"Invasion","Invasion_5","Mordeus",,
"Invasion6","true","TID_INVASION_6","Default",,,,"Invasion","Invasion_6","Mordeus",,
"Invasion7","true","TID_INVASION_7","Default",,,,"Invasion","Invasion_7","Mordeus",,
"Invasion8","true","TID_INVASION_8","Default",,,,"Invasion","Invasion_8","Mordeus",,
"Invasion9","true","TID_INVASION_9","Default",,,,"Invasion","Invasion_9","Mordeus",,
"Invasion10","true","TID_INVASION_10","Default",,,,"Invasion","Invasion_10","Mordeus",,
"Invasion11","true","TID_INVASION_11","Default",,,,"Invasion","Invasion_11","Mordeus",,
"Invasion12","true","TID_INVASION_12","Default",,,,"Invasion","Invasion_12","Mordeus",,
"Invasion13","true","TID_INVASION_13","Default",,,,"Invasion","Invasion_13","Mordeus",,
"Invasion14","true","TID_INVASION_14","Default",,,,"Invasion","Invasion_14","Mordeus",,
"Invasion15","true","TID_INVASION_15","Default",,,,"Invasion","Invasion_15","Mordeus",,
"Invasion16","true","TID_INVASION_16","Default",,,,"Invasion","Invasion_16","Mordeus",,
"KingOfHill33",,"TID_HOTZONE_33","CandyStand",,,,"KingOfHill","KingOfHill_33",,"true",
"Knockout18","true","TID_KNOCKOUT_18","Default",,,,"Knockout","Knockout_18","Oski_01","true",
"Knockout19",,"TID_KNOCKOUT_19","Arcade",,,,"Knockout","Knockout_19",,"true",
"Heist33","true","TID_BANKHEIST_31","Default",,,,"Heist","Bankheist_33",,,
"Ball49","true","TID_BRAWLBALL_49","Grassfield",,,,"BrawlBall","Laserball_49",,,
"Ball50","true","TID_BRAWLBALL_50","Grassfield",,,,"BrawlBall","Laserball_50",,,
"Ball51","true","TID_BRAWLBALL_51","Grassfield",,,,"BrawlBall","Laserball_51",,,
"Ball52","true","TID_BRAWLBALL_52","Grassfield",,,,"BrawlBall","Laserball_52",,,
"SurvivalTeam71","true","TID_SHOWDOWN_71","DefaultShowdown",,,,"DuoShowdown","Survival_71","William Spencer",,
"SurvivalTeam72","true","TID_SHOWDOWN_72","DefaultShowdown",,,,"DuoShowdown","Survival_72","Stunt Freaks Team",,
"SurvivalTeam73","true","TID_SHOWDOWN_73","DefaultShowdown",,,,"DuoShowdown","Survival_73","Charles Poujade",,
"DeathmatchFFA1","true","TID_DEATHMATCH_FFA_1","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_1","Mordeus",,
"DeathmatchFFA2","true","TID_DEATHMATCH_FFA_2","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_2","Mordeus",,
"DeathmatchFFA3","true","TID_DEATHMATCH_FFA_3","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_3","Mordeus",,
"DeathmatchFFA4","true","TID_DEATHMATCH_FFA_4","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_4","Mordeus",,
"DeathmatchFFA5","true","TID_DEATHMATCH_FFA_5","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_5","Mordeus",,
"DeathmatchFFA6","true","TID_DEATHMATCH_FFA_6","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_6","Mordeus",,
"DeathmatchFFA7","true","TID_DEATHMATCH_FFA_7","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_7","DustyBud",,
"Ball441","true","TID_BRAWLBALL_441","Grassfield",,,,"BrawlBall","Laserball_441","Mordeus",,
"Ball442","true","TID_BRAWLBALL_442","Grassfield",,,,"BrawlBall","Laserball_442",,,
"Knockout441","true","TID_KNOCKOUT_441","Default",,,,"Knockout","Knockout_441","Mordeus",,
"Knockout442",,"TID_KNOCKOUT_442","Hub",,,,"Knockout","Knockout_442","Ascend","true",
"Heist441","true","TID_BANKHEIST_441","Default",,,,"Heist","Bankheist_441","Mordeus",,
"Heist442","true","TID_BANKHEIST_442","Default",,,,"Heist","Bankheist_442","Milk",,
"Gemgrab441","true","TID_GEMGRAB_441","Default",,,,"GemGrab","Gemgrab_441","Mordeus",,
"Gemgrab442","true","TID_GEMGRAB_442","Default",,,,"GemGrab","Gemgrab_442","Mordeus",,
"Wanted441","true","TID_BOUNTY_441","Default",,,,"Bounty","Wanted_441","Mordeus",,
"Wanted442","true","TID_BOUNTY_442","Default",,,,"Bounty","Wanted_442","Mordeus",,
"KingOfHill441","true","TID_HOTZONE_441","Default",,,,"KingOfHill","KingOfHill_441","Mordeus",,
"KingOfHill442","true","TID_HOTZONE_442","Default",,,,"KingOfHill","KingOfHill_442","Mordeus",,
"Survival441","true","TID_SHOWDOWN_441","DefaultShowdown",,,,"Showdown","Survival_441","1nV1NC3abl",,
"SurvivalTeam441","true","TID_SHOWDOWN_441","DefaultShowdown",,,,"DuoShowdown","Survival_441","1nV1NC3abl",,
"Survival442","true","TID_SHOWDOWN_442","DefaultShowdown",,,,"Showdown","Survival_442","iLast",,
"SurvivalTeam442","true","TID_SHOWDOWN_442","DefaultShowdown",,,,"DuoShowdown","Survival_442","iLast",,
"LastStand1","true","TID_LAST_STAND_1","RobotFactoryShowdown",,,,"LastStand","LastStand_1","Mordeus",,
"LastStand2","true","TID_LAST_STAND_2","RobotFactoryShowdown",,,,"LastStand","LastStand_2","Mordeus",,
"LastStand3","true","TID_LAST_STAND_3","RobotFactoryShowdown",,,,"LastStand","LastStand_3","Mordeus",,
"LastStand4","true","TID_LAST_STAND_4","RobotFactoryShowdown",,,,"LastStand","LastStand_4","Mordeus",,
"LastStand5","true","TID_LAST_STAND_5","RobotFactoryShowdown",,,,"LastStand","LastStand_5","Mordeus",,
"LastStand6","true","TID_LAST_STAND_6","RobotFactoryShowdown",,,,"LastStand","LastStand_6","Mordeus",,
"ReachExit1","true","TID_LAST_STAND_1","RobotFactoryShowdown",,,,"ReachExit","ReachExit_1",,"false","true"
"Gemgrab471","true","TID_GEMGRAB_471","CandyStand",,,,"GemGrab","Gemgrab_471",,,
"TagTeam471","true","TID_TAGTEAM_471","Default",,,,"TagTeam","TagTeam_471","Mordeus",,
"TagTeam472","true","TID_TAGTEAM_472","Default",,,,"TagTeam","TagTeam_472","Mordeus",,
"TagTeam473","true","TID_TAGTEAM_473","Default",,,,"TagTeam","TagTeam_473","Mordeus",,
"TagTeam474","true","TID_TAGTEAM_474","Default",,,,"TagTeam","TagTeam_474","Mordeus",,
"TagTeam475","true","TID_TAGTEAM_475","Default",,,,"TagTeam","TagTeam_475","Mordeus",,
"TagTeam476","true","TID_TAGTEAM_476","Default",,,,"TagTeam","TagTeam_476","Mordeus",,
"TagTeam477","true","TID_TAGTEAM_477","Default",,,,"TagTeam","TagTeam_477","Volt",,
"Wanted481",,"TID_BOUNTY_481","CandyStand",,,,"Bounty","Wanted_481",,,
"Gemgrab481",,"TID_GEMGRAB_481","Arcade",,,,"GemGrab","Gemgrab_481","BLAST",,
"Wanted482",,"TID_BOUNTY_482","Arcade",,,,"Bounty","Wanted_482","Square Lord",,
"Heist481",,"TID_HEIST_481","Arcade",,,,"Heist","Bankheist_481","iLast",,
"KingOfHill481",,"TID_HOTZONE_481","Hub",,,,"KingOfHill","KingOfHill_481","Square Lord",,
"Knockout481",,"TID_KNOCKOUT_481","Hub",,,,"Knockout","Knockout_481","Oski 01",,
"Survival481",,"TID_SHOWDOWN_481","DefaultShowdown",,,,"Showdown","Survival_481","Blityc",,
"SurvivalTeam481",,"TID_SHOWDOWN_481","DefaultShowdown",,,,"DuoShowdown","Survival_481","Blityc",,
"Gemgrab482",,"TID_GEMGRAB_482","CandyStand",,,,"GemGrab","Gemgrab_482","Mordeus",,
"Wanted483",,"TID_BOUNTY_483","Arcade",,,,"Bounty","Wanted_483","Mordeus",,
"Heist482",,"TID_HEIST_482","Bazaar",,,,"Heist","Bankheist_482","Mordeus",,
"KingOfHill482",,"TID_HOTZONE_482","Arcade",,,,"KingOfHill","KingOfHill_482","Mordeus",,
"Knockout482",,"TID_KNOCKOUT_482","Arcade",,,,"Knockout","Knockout_482","Mordeus",,
"Survival482",,"TID_SHOWDOWN_482","DefaultShowdown",,,,"Showdown","Survival_482","Mordeus",,
"SurvivalTeam482",,"TID_SHOWDOWN_482","DefaultShowdown",,,,"DuoShowdown","Survival_482","Mordeus",,
"Ball481",,"TID_BRAWLBALL_481","Grassfield",,,,"BrawlBall","Laserball_481","Blityc",,
"Ball482",,"TID_BRAWLBALL_482","Grassfield",,,,"BrawlBall","Laserball_482","Mordeus",,
"TagTeam481",,"TID_TAGTEAM_481","Hub",,,,"TagTeam","TagTeam_481",,,
"TagTeam482",,"TID_TAGTEAM_482","Bazaar",,,,"TagTeam","TagTeam_482",,,
"TagTeam483",,"TID_TAGTEAM_483","Default",,,,"TagTeam","TagTeam_483",,,
"TagTeam484",,"TID_TAGTEAM_484","Arcade",,,,"TagTeam","TagTeam_484",,,
"BasketBrawl481",,"TID_BASKET_481","Rooftop",,,,"BasketBrawl","BasketBrawl_481",,,
"BasketBrawl482",,"TID_BASKET_482","Rooftop",,,,"BasketBrawl","BasketBrawl_482",,,
"BasketBrawl483",,"TID_BASKET_483","Rooftop",,,,"BasketBrawl","BasketBrawl_483",,,
"BasketBrawl484",,"TID_BASKET_484","Rooftop",,,,"BasketBrawl","BasketBrawl_484",,,
