Name,WingType,WingPivot_Std,WingOffset_Std,WingScalePercent_Std,WingPivot_Spc,WingOffset_Spc,WingScalePercent_Spc,HaloPivot,HaloOffset,HaloScalePercent,HaloRotateEuler,NothingHereAfterIsExtension,WidgetEffects,ClientShowToHeroSkin,ClientShowPivot,ClientShowOffset,ClientShowPercent,ClientShowRotateEuler,QualifierId,QualifierFrame
RosaSilver,,chest_s,0;0;-2.8,90,spine_upper_s,0;1.2;-5.3,72,head_s,0;0;200,80,0;0;-8,,,,,,,,,
SafeVoxel,,,,,,,,,,,,,,,,,,,,
AssaultShotgunSled,,chest_s,0;-0.2;-3.7,90,spine_upper_s,0;-4.2;-5.5,72,head_s,0;0;310,88,0;0;12,,,,,,,,,
CrossBomberVisionTowerDefault,,,,,,,,,,,,,,,,,,,,
KickerDudeFurious,,chest_s,0;-1.3;-2.4,80,chest_s,0;-2.2;-3.1,58,head_s,0;0;170,75,0;0;15,,,,,,,,,
ShamanPetDragon,,,,,,,,,,,,,,,,,,,,
TntDudeRetro,,chest_s,0;-0.5;-1.3,80,back_item_01_s,0;-1.2;-6.2,50,head_s,0;0;200,75,,,,,,,,,,
ArtilleryDudeTurretTrueGold,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeTurretTrueSilver,,,,,,,,,,,,,,,,,,,,
FleaDefault,,spaceship_main_s,0;-4.5;-6.8,170,spaceship_main_s,0;-4.5;-6.8,160,spaceship_main_s,0;0;400,140,,,,,,,,,,
FleaPetDefault,,,,,,,,,,,,,,,,,,,,
FleaBigEggDefault,,,,,,,,,,,,,,,,,,,,
ClusterBombDudeShooky,,chest_s,0;-2;-3.8,90,chest_s,0;-2.6;-3.2,58,head_s,0;0;170,75,0;0;7,,,,,,,,,
ClusterBombPetShooky,,,,,,,,,,,,,,,,,,,,
BaseballRj,,chest_s,0;0;-1.9,70,chest_s,0;0.5;-1.8,52,head_s,0;0;175,75,,,,,,,,,,
TrickshotDudeFirefly,,chest_s,0;-4.4;-6.6,90,chest_s,0;-2.6;-5.5,75,head_s,0;0;170,75,,,,,,,,,,
MechaDudeRhino,,chest_s,0;-0.3;-3,75,chest_s,0;-0.6;-1.1,42,head_s,0;20;205,70,0;0;-5,,,,,,,,,
MechaDudeBigRhino,,,,,,,,,,,,,,,,,,,,
BullDudeLion,,chest_s,0;-1;-4.1,110,chest_s,0;-1;-4.1,88,head_s,0;30;200,85,0;0;11,,,,,,,,,
BowDudeWasp,,chest_s,0;-1.3;-5,100,chest_s,0;-0.8;-6.2,85,head_s,0;0;220,85,,,,,,,,,,
SpawnerDudeFly,,chest_s,0;-0.5;-2.2,85,chest_s,0;-0.7;-2.6,52,head_s,0;0;195,75,,,,,,,,,,
SpawnerDudeTurretFly,,,,,,,,,,,,,,,,,,,,
SpawnerPetFly,,,,,,,,,,,,,,,,,,,,
CrossBomberEaster,,chest_s,0;-1.5;-4,100,chest_s,0;-2.3;-6.8,78,head_s,0;0;290,85,0;0;-18,,,,,,,,,
RosaMantis,,chest_s,0;0;-2.8,90,spine_upper_s,0;1.2;-5.4,68,head_s,0;0;200,80,,,,,,,,,,
FleaSpaceCactus,,spaceship_main_s,0;-4.5;-6.8,170,spaceship_main_s,0;-4.5;-6.8,160,spaceship_main_s,0;0;400,140,,,,,,,,,,
FleaPetSpaceCactus,,,,,,,,,,,,,,,,,,,,
FleaBigEggSpaceCactus,,,,,,,,,,,,,,,,,,,,
PayloadDefault,,,,,,,,,,,,,,,,,,,,
WallyWeirdPlant,,chest_s,0;-0.5;-3.1,85,chest_s,0;-0.9;-2.6,48,chest_s,0;0;256,80,0;0;-17,,,,,,,,,
ElectroSniperPlanthunter,,chest_s,0;0;-2.3,85,chest_s,0;-1.5;-3.2,66,head_s,0;0;180,75,,,,,,,,,,
RuffsGold,,chest_s,0;-1;-3.3,80,chest_s,0;-1;-2.8,48,head_s,0;0;240,75,0;0;-3,,,,,,,,,
RuffsSilver,,chest_s,0;-1;-3.3,80,chest_s,0;-1;-2.8,48,head_s,0;0;240,75,0;0;-3,,,,,,,,,
Wallygold,,chest_s,0;-0.5;-3.1,85,chest_s,0;-0.9;-3.7,55,chest_s,0;0;190,80,0;0;20,,,,,,,,,
Wallysilver,,chest_s,0;-0.5;-3.1,85,chest_s,0;-0.9;-3.7,55,chest_s,0;0;190,80,0;0;20,,,,,,,,,
RopeDudeGold,,chest_s,0;0;-3.5,95,chest_s,0;-1.4;-3.5,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
RopeDudeSilver,,chest_s,0;0;-3.5,95,chest_s,0;-1.4;-3.5,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
PowerLevelerGold,,chest_s,0;-4;-6.5,110,chest_s,0;-4;-6.2,100,head_s,0;0;220,100,0;0;10,,,,,,,,,
PowerLevelerSilver,,chest_s,0;-4;-6.5,110,chest_s,0;-4;-6.2,100,head_s,0;0;220,100,0;0;10,,,,,,,,,
MechaDudeBigRhinoAddon,,,,,,,,,,,,,,,,,,,,
BallLava,,,,,,,,,,,,,,,,,,,,
JetpackGirlDefault,,chest_s,0;-0.6;-2,95,chest_s,0;-0.6;-4.1,64,head_s,0;50;240,70,,,,,,,,,,
BullDudeMang,,chest_s,0;-2;-3.5,110,chest_s,0;-2;-3.5,66,head_s,0;30;250,85,0;0;20,,,,,,,,,
CannonGirlDefault,,chest_bonnie_s,0;-0.5;-2,60,chest_bonnie_s,0;-0.8;-2,40,head_s,0;0;165,70,0;0;-15,,,,,,,,,
CannonGirlSmallDefault,,chest_s,0;-0.5;-2,60,,,,head_s,0;0;165,70,0;0;-15,,,,,,,,,
JetpackGirlDamageTowerDefault,,,,,,,,,,,,,,,,,,,,
DrillerCooky,,chest_s,0;0.4;-2,65,chest_s,0;-0.5;-4,52,head_s,0;0;220,75,,,,,,,,,,
EnragerTata,,chest_s,0;-0.2;-4.6,90,chest_s,0;-0.7;-3.4,58,head_s,0;0;215,80,,,,,,,,,,
WhirlwindBiker,,chest_s,0;-0.5;-2,65,chest_s,0;-0.7;-3.4,62,head_s,0;0;220,85,,,,,,,,,,
CactusFireproof,,chest_s,0;-0.5;-3.3,85,chest_s,0;-2.3;-2.8,56,head_s,0;0;190,80,0;0;20,,,,,,,,,
DuplicatorVillain,,chest_s,0;-1;-3,85,chest_s,0;-1;-3,60,head_s,0;0;230,75,0;0;25,,,,,,,,,
BarrelBotCrash,,chest_s,0;0;-4,100,chest_s,0;-1.2;-4,73,head_s,0;0;250,85,0;0;-4,,,,,,,,,
SnakeOilVillain,,chest_s,0;-0.5;-3.5,85,chest_s,0;-1.5;-3.7,48,head_s,0;0;180,75,,,,,,,,,,
SpawnerDudeDaruma,,chest_s,0;-0.5;-2.2,85,chest_s,0;-1.3;-2.6,46,head_s,0;0;180,75,,,,,,,,,,
SpawnerDudeTurretDaruma,,,,,,,,,,,,,,,,,,,,
SpawnerPetDaruma,,,,,,,,,,,,,,,,,,,,
BlackHoleDevious,,chest_s,0;-0.7;-2,90,chest_s,0;-1.2;-1.9,50,head_s,0;0;190,75,0;0;5,,,,,,,,,
MechaDudeMonsterTruck,,chest_s,0;-0.3;-0.3,75,chest_s,0;-0.5;-2,39,head_s,0;20;200,70,0;0;30,,,,,,,,,
MechaDudeBigMonsterTruck,,,,,,,,,,,,,,,,,,,,
BallPinball,,,,,,,,,,,,,,,,,,,,
MechaDudeBigMonsterTruckAddon,,,,,,,,,,,,,,,,,,,,
CannonGirlVillain,,chest_bonnie_s,0;-0.5;-2,60,chest_bonnie_s,0;-0.8;-1.7,37,head_s,0;0;165,70,0;0;7,,,,,,,,,
CannonGirlSmallVillain,,chest_s,0;-0.5;-2,60,,,,head_s,0;0;165,70,0;0;7,,,,,,,,,
MechaDudeReloadTowerDefault,,,,,,,,,,,,,,,,,,,,
ElectroSniperGold,,chest_s,0;0;-2.3,85,chest_s,0;-1.2;-3.2,66,head_s,0;0;180,75,,,,,,,,,,
ElectroSniperSilver,,chest_s,0;0;-2.3,85,chest_s,0;-1.2;-3.2,66,head_s,0;0;180,75,,,,,,,,,,
RollerGold,,chest_s,0;-1;-3,90,chest_s,0;-2.5;-3,60,head_s,0;0;175,75,0;0;7,,,,,,,,,
RollerSilver,,chest_s,0;-1;-3,90,chest_s,0;-2.5;-3,60,head_s,0;0;175,75,0;0;7,,,,,,,,,
KnightGold,,chest_s,0;-1;-3.5,95,chest_s,0;-1.4;-2.9,68,chest_s,0;0;270,80,0;0;13,,,,,,,,,
KnightSilver,,chest_s,0;-1;-3.5,95,chest_s,0;-1.4;-2.9,68,chest_s,0;0;270,80,0;0;13,,,,,,,,,
DuplicatorGold,,chest_s,0;-1;-3,85,chest_s,0;-1;-3,58,head_s,0;0;230,75,0;0;25,,,,,,,,,
DuplicatorSilver,,chest_s,0;-1;-3,85,chest_s,0;-1;-3,58,head_s,0;0;230,75,0;0;21,,,,,,,,,
MechaDudeGold,,chest_s,0;-0.3;-1.6,75,chest_s,0;-0.8;-1.1,46,head_s,0;20;195,70,0;0;5,,,,,,,,,
MechaDudeSilver,,chest_s,0;-0.3;-1.6,75,chest_s,0;-0.8;-1.1,46,head_s,0;20;195,70,0;0;5,,,,,,,,,
MechaDudeBigGold,,,,,,,,,,,,,,,,,,,,
MechaDudeBigSilver,,,,,,,,,,,,,,,,,,,,
JetpackGirlValkyrie,,chest_s,0;-0.6;-2.2,95,chest_s,0;-2.6;-4.6,64,head_s,0;50;240,70,0;0;6,,,,,,,,,
MechaDudeBigSilverAddon,,,,,,,,,,,,,,,,,,,,
MechaDudeBigGoldAddon,,,,,,,,,,,,,,,,,,,,
RuffsChimmy,,chest_s,0;-0.6;-3,80,chest_s,0;-1.2;-3,42,head_s,0;0;280,80,,,,,,,,,,
SilencerDefault,,chest_s,0;-0.6;-1.5,45,chest_s,0;-1.2;-1.6,28,tap_s,0;0;80,40,0;0;12,,,,,,,,,
RocketGirlDelivery,,hips_s,0;-3;-5,75,hips_s,0;-3.8;-5.5,60,head_s,0;20;165,75,0;0;13,,,,,,,,,
MummyDj,,chest_s,0;-1;-2.2,80,chest_s,0;-1;-1.2,52,head_s,0;0;185,85,0;0;-6,,,,,,,,,
SafeDeepsea,,,,,,,,,,,,,,,,,,,,
GunslingerPaintball,,chest_s,0;-0.5;-2.5,80,chest_s,0;-1;-2,68,head_s,0;15;170,80,,,,,,,,,,
SilencerPharaoh,,chest_s,0;-0.6;-1.5,45,chest_s,0;-1.2;-1.3,28,head_s,0;0;120,40,0;0;-10,,,,,,,,,
ElectroSniperCoral,,chest_s,0;0;-2.3,85,chest_s,0;-1.5;-3.3,64,head_s,0;0;180,75,0;0;-22,,,,,,,,,
KickerDudeOcto,,chest_s,0;-1.3;-2.4,80,chest_s,0;-0.8;-1.3,58,head_s,0;0;180,75,,,,,,,,,,
SilencerDefaultAddonStarfish,,,,,,,,,,,,,,,,,,,,
CrossBomberGold,,chest_s,0;-1.5;-4.5,100,chest_s,0;-1.5;-6.8,76,head_s,0;0;175,85,0;0;10,,,,,,,,,
CrossBomberSilver,,chest_s,0;-1.5;-4.5,100,chest_s,0;-1.5;-6.8,76,head_s,0;0;175,85,0;0;10,,,,,,,,,
FleaGold,,spaceship_main_s,0;-4.5;-6.8,170,spaceship_main_s,0;-4.5;-6.8,160,spaceship_main_s,0;0;400,140,,,,,,,,,,
FleaSilver,,spaceship_main_s,0;-4.5;-6.8,170,spaceship_main_s,0;-4.5;-6.8,160,spaceship_main_s,0;0;400,140,,,,,,,,,,
JetpackGirlGold,,chest_s,0;-0.6;-2,95,chest_s,0;-0.6;-4.1,64,head_s,0;50;240,70,,,,,,,,,,
JetpackGirlSilver,,chest_s,0;-0.6;-2,95,chest_s,0;-0.6;-4.1,64,head_s,0;50;240,70,,,,,,,,,,
CannonGirlGold,,chest_bonnie_s,0;-0.5;-2,60,chest_bonnie_s,0;-0.8;-2,40,head_s,0;0;165,70,0;0;-15,,,,,,,,,
CannonGirlSilver,,chest_bonnie_s,0;-0.5;-2,60,chest_bonnie_s,0;-0.8;-2,40,head_s,0;0;165,70,0;0;-15,,,,,,,,,
KickerDudeGold,,chest_s,0;-1.3;-2.4,80,chest_s,0;-0.7;-3,58,head_s,0;0;170,75,0;0;-8,,,,,,,,,
KickerDudeSilver,,chest_s,0;-1.3;-2.4,80,chest_s,0;-0.7;-3,58,head_s,0;0;170,75,0;0;-8,,,,,,,,,
ArtilleryDudeCoverDefault,,,,,,,,,,,,,,,,,,,,
SilencerPharaohAddonStarfish,,,,,,,,,,,,,,,,,,,,
CannonGirlSmallGold,,chest_s,0;-0.5;-2,60,,,,head_s,0;0;165,70,0;0;-15,,,,,,,,,
CannonGirlSmallSilver,,chest_s,0;-0.5;-2,60,,,,head_s,0;0;165,70,0;0;-15,,,,,,,,,
MinigunDudeBroker,,ChestBone,0.7;6.8;0,100,ChestBone,2;6.6;0,92,HeadBone,0;0;224,85,0;0;6,,,,,,,,,
NinjaGhost,,chest_s,0;-0;-2.1,80,chest_s,0;-0;-4.3,48,head_s,0;0;175,75,0;0;-10,,,,,,,,,
UndertakerMecha,,chest_s,0;-0.3;-2,90,chest_s,0;-1.4;-2.9,66,head_s,0;0;160,80,0;0;30,,,,,,,,,
WeaponThrowerDefault,,chest_s,0;-0.6;-3,95,chest_s,0;-0.6;-3,92,head_s,0;0;175,80,0;0;7,,,,,,,,,
DuplicatorWolf,,chest_s,0;-1;-3,85,chest_s,0;-1;-3,58,head_s,0;0;230,75,,,,,,,,,,
SoulCollectorDefault,,chest_s,0;-0.5;-1.8,65,chest_s,0;-0.2;-2.4,46,head_s,0;0;155,75,,,,,,,,,,
CrowVulture,,chest_s,0;-0.5;-2,80,chest_s,0;-0.5;-2.3,52,head_s,0;0;175,75,0;0;-6,,,,,,,,,
DeadMariachiOutlaw,,chest_s,0;-1;-2,65,chest_s,0;-0.6;-3.5,50,head_s,0;0;228,75,0;0;-15,,,,,,,,,
WeaponThrowerEmperor,,chest_s,0;-0.6;-4.2,95,chest_s,0;-1.5;-3.8,88,head_s,0;0;175,80,0;0;15,,,,,,,,,
BossBotOld,,,,,,,,,,,,,,,,,,,,
MeleeBotOld,,,,,,,,,,,,,,,,,,,,
RangedBotOld,,,,,,,,,,,,,,,,,,,,
MeleeFastBotOld,,,,,,,,,,,,,,,,,,,,
DuplicatorOutlaw,,chest_s,0;-1;-3,85,chest_s,0;-1;-3,58,head_s,0;0;250,75,,,,,,,,,,
StickyBombRabbit,,chest_s,0;-0.5;-3.5,92,chest_s,0;-1.3;-6.8,58,head_s,0;0;200,80,0;0;10,,,,,,,,,
AssaultShotgunGold,,chest_s,0;-0.2;-3.7,90,spine_upper_s,0;-4.2;-5.5,72,head_s,0;0;290,88,0;0;-15,,,,,,,,,
AssaultShotgunSilver,,chest_s,0;-0.2;-3.7,90,spine_upper_s,0;-4.2;-5.5,72,head_s,0;0;290,88,0;0;-15,,,,,,,,,
EnragerGold,,chest_s,0;0.2;-3,90,chest_s,0;-0.4;-2,55,head_s,0;0;165,80,,,,,,,,,,
EnragerSilver,,chest_s,0;0.2;-3,90,chest_s,0;-0.4;-2,55,head_s,0;0;165,80,,,,,,,,,,
SilencerGold,,chest_s,0;-0.6;-1.5,45,chest_s,0;-1.2;-1.6,28,tap_s,0;0;80,40,0;0;12,,,,,,,,,
SilencerSilver,,chest_s,0;-0.6;-1.5,45,chest_s,0;-1.2;-1.6,28,tap_s,0;0;80,40,0;0;12,,,,,,,,,
SnakeOilGold,,chest_s,0;-0.5;-3.5,85,chest_s,0;-1.5;-3.7,48,head_s,0;0;180,75,0;0;39,,,,,,,,,
SnakeOilSilver,,chest_s,0;-0.5;-3.5,85,chest_s,0;-1.5;-3.7,48,head_s,0;0;180,75,0;0;39,,,,,,,,,
StickyBombGold,,chest_s,0;-0.5;-3.5,92,chest_s,0;-1.3;-6.5,63,head_no_turn_s,0;0;185,80,0;0;5,,,,,,,,,
StickyBombSilver,,chest_s,0;-0.5;-3.5,92,chest_s,0;-1.3;-6.5,63,head_no_turn_s,0;0;185,80,0;0;5,,,,,,,,,
HealingStationBroker,,,,,,,,,,,,,,,,,,,,
UndertakerChromaLight,,chest_s,0;-0.3;-2,90,chest_s,0;-1.4;-2.9,66,head_s,0;0;160,80,0;0;30,,,,,,,,,
UndertakerChromaDark,,chest_s,0;-0.3;-2,90,chest_s,0;-1.4;-2.9,66,head_s,0;0;160,80,0;0;30,,,,,,,,,
KnightPizza,,chest_s,0;-1;-3.5,95,chest_s,0;-1.4;-2.9,66,chest_s,0;0;270,80,0;0;-8,,,,,,,,,
KnightPetPizza,,,,,,,,,,,,,,,,,,,,
BarrelBotOmegabox,,chest_s,0;0.5;-4.5,100,chest_s,0;-1.6;-6.2,80,head_s,0;0;300,85,0;0;16,,,,,,,,,
ShieldTankDefault,,chest_s,0;-0.6;-2,90,chest_s,0;-0.9;-1.6,73,head_s,0;0;170,75,0;0;7,,,,,,,,,
CrossBomberFranken,,chest_s,0;-0.5;-7.5,100,chest_s,0;0.2;-6.8,80,head_s,0;0;175,85,,,,,,,,,,
PercenterInspector,,chest_s,0;0;-2,80,chest_s,0;0.4;-2.3,55,head_s,0;0;200,75,0;0;-5,,,,,,,,,
ArtilleryDudeZombie,,chest_s,0;-0.5;-3.6,65,chest_s,0;-0.9;-3.4,49,head_s,0;0;200,85,0;0;6,,,,,,,,,
ArtilleryDudeTurretZombie,,,,,,,,,,,,,,,,,,,,
RocketGirlGhost,,hips_s,0;-3;-5,75,hips_s,0;-3.8;-6,60,head_s,0;20;155,75,0;0;-10,,,,,,,,,
BlackHoleWorldfinal,,chest_s,0;-0.7;-2,90,chest_s,0;-0.8;-1,48,head_s,0;0;160,75,0;0;25,,,,,,,,,
JetpackGirlTopgun,,chest_s,0;-0.6;-2,95,chest_s,0;-1.5;-3.6,64,head_s,0;50;240,70,,,,,,,,,,
ShieldTankChainsaw,,chest_s,0;-0.6;-2,90,chest_s,0;-1.2;-1.6,71,head_s,0;0;170,75,0;0;7,,,,,,,,,
JesterDefault,,chest_s,0;-0.5;-3,80,chest_s,0;0.3;-3.5,50,head_s,0;0;195,75,0;0;8,,,,,,,,,
BarrelBotCupcake,,chest_s,0;0;-4,100,chest_s,0;-1;-4.4,76,head_s,0;0;320,85,0;0;-3,,,,,,,,,
FireDudeFrost,,chest_s,0;-0.8;-2.7,75,chest_s,0;-1.2;-2.7,54,head_s,0;0;195,70,0;0;-3,,,,,,,,,
DoorManDefault,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-1.4,48,head_s,0;0;185,75,0;0;-10,,,,,,,,,
KnightPinata,,chest_s,0;-1;-4.7,95,chest_s,0;-1.4;-5.8,72,chest_s,0;0;270,80,0;0;27,,,,,,,,,
KnightPetPinata,,,,,,,,,,,,,,,,,,,,
BeamerDefault,,chest_s,0;-0.6;-4,85,chest_s,0;1.0;-3.3,60,head_s,0;0;180,75,0;0;-10,,,,,,,,,
RopeDudeLollipop,,chest_s,0;0;-3.5,95,chest_s,0;-3;-4.7,66,head_s,0;0;180,75,0;0;13,,,,,,,,,
KnightKrampus,,chest_s,0;-1;-3.5,95,chest_s,0;-2.2;-2.7,64,chest_s,0;0;290,80,0;0;10,,,,,,,,,
KnightPetKrampus,,,,,,,,,,,,,,,,,,,,
WeaponThrowerYeti,,chest_s,0;-0.6;-3.2,95,chest_s,0;-1;-3,95,head_s,0;0;190,80,0;0;-10,,,,,,,,,
ShamanGummybear,,chest_s,0;-0.4;-2.2,65,chest_s,0;-0.4;-3.8,46,head_s,0;15;170,80,0;0;-13,,,,,,,,,
ShamanPetGummybear,,,,,,,,,,,,,,,,,,,,
BeamerLavaQueen,,chest_s,0;-0.6;-2,85,chest_s,0;1;-3.3,64,head_s,0;0;180,75,0;0;-4,,,,,,,,,
JesterGhost,,chest_s,0;-0.5;-3,80,chest_s,0;0.3;-3.5,50,head_s,0;0;195,75,0;0;8,,,,,,,,,
AssaultShotgunArcade,,chest_s,0;-0.2;-3.9,90,spine_upper_s,0;-3;-3.5,75,head_s,0;0;300,88,0;0;12,,,,,,,,,
FleaBiker,,spaceship_main_s,0;-7;-11,170,spaceship_main_s,0;-7;-8.5,160,spaceship_main_s,0;0;500,140,,,,,,,,,,
ShotgunGirloldschool,,chest_s,0;-1;-1.7,80,chest_s,0;-1;-1.3,58,head_s,0;30;190,70,0;0;-5,,,,,,,,,
BeamerMC,,chest_s,0;-0.6;-3.5,85,chest_s,0;1.2;-3.5,60,head_s,0;0;180,75,0;0;-10,,,,,,,,,
DoorManRunaway,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-1.5,48,head_s,0;0;185,75,0;0;-10,,,,,,,,,
SoulCollectorworldfinals,,chest_s,0;0;-2.4,65,chest_s,0;-0.2;-2.9,46,head_s,0;0;195,75,,,,,,,,,,
FleaPetBiker,,,,,,,,,,,,,,,,,,,,
FleaBigEggBiker,,,,,,,,,,,,,,,,,,,,
WeaponThrowerValentines,,chest_s,0;-0.6;-3,95,chest_s,0;-0.6;-3,92,head_s,0;0;175,80,0;0;7,,,,,,,,,
HammerDudeknight,,chest_s,0;-3;-3.4,95,chest_s,0;-5;-3,88,head_s,0;0;175,90,0;0;12,,,,,,,,,
DuplicatorKitsune,,chest_s,0;-3;-9,85,chest_s,0;-2.4;-8.5,58,head_s,0;0;230,75,0;0;-5,,,,,,,,,
SilencerOni,,chest_s,0;-0.6;-1.9,45,chest_s,0;-1.2;-2,28,head_s,0;0;170,40,0;0;10,,,,,,,,,
TntDudeTengu,,chest_s,0;-0.5;-1.3,80,back_item_01_s,0;-0.3;-5,50,head_s,0;0;200,75,0;0;-5,,,,,,,,,
SilencerOniAddonStarfish,,,,,,,,,,,,,,,,,,,,
DoorManDetective,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-1.9,48,head_s,0;0;195,75,0;0;-20,,,,,,,,,
BullDudeAlleycat,,chest_s,0;-2;-4,110,chest_s,0;-2.2;-4.2,88,head_s,0;30;210,85,0;0;-12,,,,,,,,,
SniperMariposa,,chest_s,0;-1;-2,80,chest_s,0;-1.2;-3.1,48,head_s,0;0;160,60,0;0;-26,,,,,,,,,
SplitterDefault,,chest_s,0;-0.6;-4.9,95,chest_s,0;-4.5;-5.4,95,head_s,0;0;230,93,0;0;27,,,,,,,,,
SplitterLegsDefault,,,,,,,,,,,,,,,,,,,,
PuppeteerDefault,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-2.8,58,head_s,0;0;196,75,,,,,,,,,,
LuchadorButler,,chest_s,0;-1.7;-4.3,100,chest_s,0;-2;-3.8,80,head_s,0;15;170,90,0;0;20,,,,,,,,,
JetpackGirlPopstar,,chest_s,0;-0.6;-2,95,chest_s,0;-1.5;-3.8,64,head_s,0;50;240,70,0;0;6,,,,,,,,,
ControllerEaster,,chest_s,0;-0.7;-3.5,100,chest_s,0;-3;-4.6,65,chest_s,0;0;270,90,0;0;5,,,,,,,,,
ControllerEasterAddon,,,,,,,,,,,,,,,,,,,,
WhirlwindRamadan,,chest_s,0;-0.5;-2.3,65,chest_s,0;-0.7;-4.2,62,head_s,0;0;240,85,0;0;-15,,,,,,,,,
DoorManDoorManDetectiveChroma,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-1.9,48,head_s,0;0;195,75,0;0;-20,,,,,,,,,
SplitterCultist,,chest_s,0;-0.6;-6.2,95,chest_s,0;-5.8;-5.4,110,head_s,0;0;260,93,0;0;23,,,,,,,,,
SplitterPolice,,chest_s,0;-0.6;-4.6,95,chest_s,0;-4.5;-5.4,95,head_s,0;0;230,93,0;0;27,,,,,,,,,
PuppeteerAxl,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-2.8,58,head_s,0;0;196,75,,,,,,,,,,
BeamerGold,,chest_s,0;-0.6;-4,85,chest_s,0;1.2;-3.3,60,head_s,0;0;180,75,0;0;-10,,,,,,,,,
BeamerBeamerGold,,chest_s,0;-0.6;-2,85,chest_s,0;1.2;-3.3,60,head_s,0;0;180,75,0;0;-10,,,,,,,,,
BeamerBeamerSilver,,chest_s,0;-0.6;-4,85,chest_s,0;1.2;-3.3,60,head_s,0;0;180,75,0;0;-10,,,,,,,,,
BeamerSilver,,chest_s,0;-0.6;-2,85,chest_s,0;1.2;-3.3,60,head_s,0;0;180,75,0;0;-10,,,,,,,,,
ShieldTankGold,,chest_s,0;-0.6;-2,90,chest_s,0;-0.9;-1.6,73,head_s,0;0;170,75,0;0;7,,,,,,,,,
ShieldTankSilver,,chest_s,0;-0.6;-2,90,chest_s,0;-0.9;-1.6,73,head_s,0;0;170,75,0;0;7,,,,,,,,,
SoulCollectorGold,,chest_s,0;-0.5;-1.8,65,chest_s,0;-0.2;-2.4,46,head_s,0;0;155,75,,,,,,,,,,
SoulCollectorSilver,,chest_s,0;-0.5;-1.8,65,chest_s,0;-0.2;-2.4,46,head_s,0;0;155,75,,,,,,,,,,
JesterGold,,chest_s,0;-0.5;-3,80,chest_s,0;0.3;-3.5,50,head_s,0;0;195,75,0;0;8,,,,,,,,,
JesterSilver,,chest_s,0;-0.5;-3,80,chest_s,0;0.3;-3.5,50,head_s,0;0;195,75,0;0;8,,,,,,,,,
WeaponThrowerGold,,chest_s,0;-0.6;-3,95,chest_s,0;-0.6;-3,92,head_s,0;0;175,80,0;0;7,,,,,,,,,
WeaponThrowerSilver,,chest_s,0;-0.6;-3,95,chest_s,0;-0.6;-3,92,head_s,0;0;175,80,0;0;7,,,,,,,,,
DoorManGold,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-1.4,48,head_s,0;0;185,75,0;0;-10,,,,,,,,,
DoorManSilver,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-1.4,48,head_s,0;0;185,75,0;0;-10,,,,,,,,,
SplitterLegsCultist,,,,,,,,,,,,,,,,,,,,
SplitterLegsPolice,,,,,,,,,,,,,,,,,,,,
ClusterBombDudeCerberus,,chest_s,0;-2;-3.8,90,chest_s,0;-2.6;-2.8,60,head_s,0;0;190,75,0;0;2,,,,,,,,,
ClusterBombPetCerberus,,,,,,,,,,,,,,,,,,,,
ControllerAres,,chest_s,0;-2.1;-3.5,100,chest_s,0;-3;-3.2,65,chest_s,0;0;305,90,0;0;-5,,,,,,,,,
RocketGirlZeus,,chest_s,0;-1;-3.2,75,chest_s,0;-1;-3.5,60,head_s,0;20;155,75,0;0;-10,,,,,,,,,
MummyHarajuku,,chest_s,0;0;-3.2,80,chest_s,0;0.2;-2.6,55,head_s,0;0;180,85,,,,,,,,,,
ControllerAresAddon,,,,,,,,,,,,,,,,,,,,
BaseballBubblegum,,chest_s,0;0;-1.7,70,chest_s,0;0.8;-1.2,48,head_s,0;0;165,75,0;0;5,,,,,,,,,
NinjaCat,,chest_s,0;-0;-2,80,chest_s,0;-0;-2.3,45,head_s,0;0;175,75,0;0;22,,,,,,,,,
MechaDudeJaguar,,chest_s,0;-0.7;-3.5,75,chest_s,0;-0.9;-1.1,39,head_s,0;50;250,70,0;0;-24,,,,,,,,,
MechaDudeBigJaguar,,,,,,,,,,,,,,,,,,,,
RopeDudeKaiju,,chest_s,0;0;-3.5,95,chest_s,0;-1.4;-3.4,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
MaisieDefault,,chest_s,0;-0.6;-1.3,70,chest_s,0;-1.6;-2.5,55,head_s,0;0;170,65,0;0;6,,,,,,,,,
FishTankDefault,,Fishtank_body_s,0;-6;-6,130,Fishtank_body_s,0;-10;-10,130,Fishtank_body_s,0;0;550,115,0;0;-13,,,,,,,,,
WhirlwindGoblin,,chest_s,0;-0.5;-2.8,65,chest_s,0;-0.7;-2.9,56,head_s,0;0;215,85,,,,,,,,,,
