Name,FileName,StartFrame,EndFrame,FaceFreezeFrame,Speed,TransitionInMs,TransitionOutMs,AutoFadeMs,Looping,Priority
DamageBoosterRetropolisSpawn,8bit_turret_spawn.scw,,-1,,,,,,TRUE,
MegLose,meg_lose.glb,,169,-1,,,,,,5
MegLoseloop,meg_lose.glb,,70,-1,,,,,TRUE,1
MegPortrait,meg_portrait.glb,,-1,-1,,,,,,
BuzzDirectorWin,buzz_director_win.glb,,115,-1,,,,,,
BuzzDirectorWinloop,buzz_director_win.glb,115,-1,-1,,,,,TRUE,
BuzzDirectorLose,buzz_director_lose.glb,,105,-1,,,,,,
BuzzDirectorLoseloop,buzz_director_lose.glb,105,-1,-1,,,,,TRUE,
RopeDudeDirectorIdle,buzz_director_idle.glb,1,29,-1,,100,100,,TRUE,
RopeDudeDirectorWalk,buzz_director_walk.glb,,27,-1,,100,100,,TRUE,1
RopeDudeDirectorAttack,buzz_director_attack.glb,,28,-1,,,,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RopeDudeDirectorSuperThrow,buzz_director_super_throw.glb,,18,-1,,,,,TRUE,3
RopeDudeDirectorSuperThrowRecoil,buzz_director_super_throw.glb,3,20,-1,,,200,50,,4
RopeDudeDirectorSuperJump,buzz_director_super_jump.glb,,-1,-1,,100,,50,TRUE,5
RopeDudeDirectorWin,buzz_director_win.glb,,147,-1,,,,,,
RopeDudeDirectorWinloop,buzz_director_win.glb,115,147,-1,,,,,TRUE,
RopeDudeDirectorLose,buzz_director_lose.glb,,129,-1,,,,,,
RopeDudeDirectorLoseloop,buzz_director_lose.glb,105,129,-1,,,,,TRUE,
RopeDudeDirectorPortrait,buzz_director_portrait.glb,77,77,-1,,,,,,
SpawnerDudeDraculaIdle,mrp_count_pengula_idle.glb,,28,,,100,100,100,TRUE,1
SpawnerDudeDraculaWalk,mrp_count_pengula_walk.glb,,23,,,100,100,100,TRUE,
SpawnerDudeDraculaAttack,mrp_count_pengula_attack.glb,,5,,,,,,,R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SpawnerDudeDraculaRecoil,mrp_count_pengula_attack.glb,6,20,,,,200,50,,R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
SpawnerDudeDraculaPushBack,mrp_count_pengula_idle.glb,,28,,,100,100,100,,5
SpawnerDudeDraculaWin,mrp_count_pengula_win.glb,,153,,,,,,,5
SpawnerDudeDraculaWinloop,mrp_count_pengula_win.glb,123,155,,,,,,TRUE,1
SpawnerDudeDraculaLose,mrp_count_pengula_lose.glb,,118,,,,,,,5
SpawnerDudeDraculaLoseloop,mrp_count_pengula_lose.glb,97,118,,,,,,TRUE,1
SpawnerDudeDraculaPortrait,mrp_count_pengula_portrait.glb,,9,,,,,,TRUE,5
SpawnerDudeTurretDraculaIdle,mrp_count_pengula_pet_spawn.glb,85,85,,,,,,TRUE,1
SpawnerDudeTurretDraculaSpawn,mrp_count_pengula_pet_spawn.glb,,84,,,,,,,5
SpawnerDudeTurretDraculaSpawnLoop,mrp_count_pengula_pet_spawn.glb,85,85,,,,,,TRUE,1
SpawnerPetDraculaIdle,mrp_count_pengula_pet_idle.glb,,-1,,,100,100,100,TRUE,1
SpawnerPetDraculaWalk,mrp_count_pengula_pet_walk.glb,,13,,,100,100,100,TRUE,
SpawnerPetDraculaPrimarySkill,mrp_count_pengula_pet_attack.glb,4,15,-1,,,100,100,,3
MrPPetAttack,mrp_count_pengula_pet_attack.glb,4,15,-1,,,100,100,,3
BullDudeTerminatorIdle,bull_termina_bull_idle.glb,,29,,,150,150,,TRUE,
BullDudeTerminatorWalk,bull_termina_bull_walk.glb,,21,,,100,100,,TRUE,1
BullDudeTerminatorPrimary,bull_termina_bull_attack.glb,1,3,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BullDudeTerminatorSecondary,bull_termina_bull_super.glb,,21,,150,66,66,133,TRUE,5
BullDudeTerminatorRecoil,bull_termina_bull_attack.glb,4,20,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BullDudeTerminatorReload,bull_termina_bull_idle.glb,,45,,200,250,250,250,,ChestBone#2
BullDudeTerminatorPushback,bull_rock_pushback.scw,,-1,,,100,100,100,,5
BullDudeTerminatorWin,bull_termina_bull_win.glb,,157,,,,,,,5
BullDudeTerminatorWinloop,bull_termina_bull_win.glb,97,157,,,,,,TRUE,5
BullDudeTerminatorLose,termina_bull_lose.glb,,267,,,,,,,5
BullDudeTerminatorLoseloop,termina_bull_lose.glb,167,267,,,,,,TRUE,5
BullDudeTerminatorProfile,termina_bull_portrait.glb,157,157,,,,,,,5
HookDudeSwampIdle,gene_swamp_idle.glb,,78,,,100,100,,TRUE,
HookDudeSwampWalk,gene_swamp_walk.glb,1,29,,120,100,100,,TRUE,1
HookDudeSwampAttack,gene_swamp_attack.glb,1,18,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
HookDudeSwampSecondary,gene_swamp_super.glb,1,18,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
HookDudeSwampAttackRecoil,gene_swamp_attack.glb,5,18,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
HookDudeSwampSecondaryRecoil,gene_swamp_super.glb,1,18,,,100,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
HookDudeSwampReload,gene_swamp_reload.glb,1,23,,,100,200,200,,spine_lower_s#2
HookDudeSwampPushback,gene_swamp_idle.glb,,78,,,200,300,500,,5
HookDudeSwampWin,gene_swamp_win.glb,,194,,,,,,,
HookDudeSwampWinloop,gene_swamp_win.glb,154,194,,,,,,TRUE,
HookDudeSwampLose,gene_swamp_lose.glb,,158,,,100,,,,
HookDudeSwampLoseloop,gene_swamp_lose.glb,155,158,,,,,,TRUE,
HookDudeSwampProfile,gene_swamp_portrait.glb,192,192,,,,,,,
StickyBombGhostIdle,squeak_ghost_idle.glb,,-1,-1,,100,100,,TRUE,
StickyBombGhostWalk,squeak_ghost_walk.glb,,-1,-1,,100,100,,TRUE,1
StickyBombGhostAttack,squeak_ghost_attack.glb,5,20,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
StickyBombGhostRecoil,squeak_ghost_attack.glb,5,20,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
StickyBombGhostPushback,squeak_ghost_pushback.glb,,-1,-1,,,,,,
StickyBombGhostWin,squeak_ghost_win.glb,,105,-1,,,,,,
StickyBombGhostWinloop,squeak_ghost_win.glb,70,-1,-1,,,,,TRUE,
StickyBombGhostLose,squeak_ghost_lose.glb,,150,-1,,,,,,
StickyBombGhostLoseloop,squeak_ghost_lose.glb,150,150,-1,,,,,TRUE,
StickyBombGhostPortrait,squeak_ghost_portrait.glb,105,105,-1,,,,,,
CrowSuperIdle,crow_superhero_idle.glb,1,29,,,100,100,,TRUE,1
CrowSuperWalk,crow_superhero_walk.glb,1,20,,,100,100,,TRUE,1
CrowSuperPrimary,crow_superhero_attack.glb,,28,,,100,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
CrowSuperSecondary,crow_super.glb,,45,,,50,50,200,,5
CrowSuperRecoil,crow_superhero_attack.glb,5,20,,,,50,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
CrowSuperReload,crow_reload.glb,1,20,,,100,50,200,,hips_s#0+chest_s#5+R_clavicle_s#0+head_s#0+L_upperLeg_s#0+R_upperLeg_s#0
CrowSuperPushback,crow_superhero_pushback.glb,1,10,,,200,100,100,,5
CrowSuperWin,crow_superhero_win.glb,,191,,,,,,,
CrowSuperWinloop,crow_superhero_win.glb,109,191,,,,,,TRUE,
CrowSuperLose,crow_superhero_lose.glb,,176,,,,,,,
CrowSuperLoseloop,crow_superhero_lose.glb,136,176,,,,,,TRUE,
CrowSuperProfile,crow_superhero_idle.glb,1,1,,,,,,,
PowerLevelerKongIdle,surge_kong_idle.glb,,-1,,,100,100,,TRUE,
PowerLevelerKongWalk,surge_kong_walk.glb,,-1,,75,100,100,,TRUE,1
PowerLevelerKongSecondary,surge_kong_super.glb,,40,,,,,250,,4
PowerLevelerKongAttackRecoil,surge_kong_attack.glb,1,-1,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
PowerLevelerKongReload,surge_kong_reload.glb,,20,,,50,100,100,,hips_s#0+chest_s#0+R_clavicle_s#4+L_clavicle_s#1+L_upperLeg_s#0+R_upperLeg_s#0
PowerLevelerKongPushback,surge_kong_pushback.glb,,10,,,50,100,100,,5
PowerLevelerKongWin,surge_kong_win.glb,,209,,,,,,,
PowerLevelerKongWinloop,surge_kong_win.glb,170,209,,,,,,TRUE,
PowerLevelerKongLose,surge_kong_lose.glb,,142,,,,,,,
PowerLevelerKongLoseloop,surge_kong_lose.glb,143,200,,,,,,TRUE,
PowerLevelerKongProfile,surge_kong_portrait.glb,249,-1,,,,,,,
RollerHeadlessIdle,stu_headless_idle.glb,1,29,-1,,100,100,,TRUE,
RollerHeadlessWalk,stu_headless_walk.glb,1,29,-1,,100,100,,TRUE,1
RollerHeadlessAttack,stu_headless_attack.glb,3,22,-1,,25,,50,,3
RollerHeadlessRecoil,stu_headless_attack.glb,3,22,-1,,,,200,,4
RollerHeadlessPushback,stu_pushback.glb,,10,-1,,25,200,100,,
RollerHeadlessWin,stu_headless_win.glb,1,210,-1,,,,,,
RollerHeadlessWinloop,stu_headless_win.glb,179,210,-1,,,,,TRUE,
RollerHeadlessLose,stu_headless_lose.glb,,-1,-1,,,,,,
RollerHeadlessLoseloop,stu_headless_lose.glb,178,-1,-1,,,,,TRUE,
RollerHeadlessLoseEnter,stu_headless_lose.glb,,1,-1,,,,,,
RollerHeadlessPortrait,stu_headless_portrait.glb,210,210,-1,,,,,,
LollaIdle,lolla_idle.glb,,-1,-1,,100,100,,TRUE,
LollaWalk,lolla_walk.glb,,-1,-1,,100,100,,TRUE,1
LollaAttack,lolla_attack.glb,,4,-1,,50,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LollaRecoil,lolla_attack.glb,5,17,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
JessieIdle,jessie_idle.glb,,-1,,,100,100,,TRUE,
JessieWalk,jessie_walk.glb,,-1,,,100,100,,TRUE,1
JessiePrimary,jessie_attack.glb,,4,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
JessieUltiAttack,jessie_idle.glb,,-1,,,200,200,10,TRUE,5
JessieRecoil,jessie_attack.glb,1,15,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
JessieUltiRecoil,jessie_idle.glb,,-1,,,200,200,100,,5
JessieReload,jessie_idle.glb,,,,,200,200,200,,chest_s#2
JessiePushback,jessie_pushback.glb,,10,,,100,100,100,TRUE,5
JessieWin,jessie_win.glb,1,150,,,,,,,
JessieWinloop,jessie_win.glb,113,150,,,,,,TRUE,
JessieLose,jessie_lose.glb,1,99,,,,,,,
JessieLoseloop,jessie_lose.glb,62,99,,,,,,TRUE,
JessieProfile,jessie_portrait.glb,73,73,,,,,,,
JessieTurretIdle,jessie_turret_idle.glb,,-1,-1,,50,50,,TRUE,
JessieTurretAttack,jessie_turret_attack.glb,,11,-1,,,,20,,
JessieTurretSpawn,jessie_turret_spawn.glb,,-1,-1,,,,50,,
BlowerBustersIdle,gale_squeakbuster_idle.glb,1,59,,,200,200,,TRUE,
BlowerBustersWalk,gale_squeakbuster_walk.glb,1,22,,,200,200,,TRUE,1
BlowerBustersPrimary,gale_squeakbuster_attack.glb,1,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BlowerBustersRecoil,gale_squeakbuster_attack.glb,5,20,,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BlowerBustersPushback,gale_squeakbuster_pushback.glb,1,10,,,20,100,100,TRUE,5
BlowerBustersWin,gale_squeakbuster_win.glb,1,185,,,,,,,5
BlowerBustersWinloop,gale_squeakbuster_win.glb,86,185,,,,,,TRUE,1
BlowerBustersLose,gale_squeakbuster_lose.glb,1,150,,,,,,,
BlowerBustersLoseloop,gale_squeakbuster_lose.glb,102,150,,,,,,TRUE,
BlowerBustersPortrait,gale_squeakbuster_portrait.glb,1,1,,,,,,TRUE,
LollaSuper,lolla_super.glb,,4,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LollaSuperRecoil,lolla_super.glb,4,18,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
LollaPushback,lolla_pushback.glb,,10,-1,,20,,100,,
LollaWin,lolla_win.glb,,-1,-1,,,,800,,
LollaWinloop,lolla_idle.glb,,-1,-1,,800,800,,TRUE,
MechanicThiefIdle,jessie_thief_idle.glb,,-1,,,100,100,,TRUE,
MechanicThiefWalk,jessie_thief_walk.glb,,-1,,,100,100,,TRUE,1
MechanicThiefPrimary,jessie_thief_attack.glb,,4,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MechanicThiefUltiAttack,jessie_thief_idle.glb,,-1,,,200,200,10,TRUE,5
MechanicThiefRecoil,jessie_thief_attack.glb,2,15,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MechanicThiefUltiRecoil,jessie_thief_idle.glb,,-1,,,200,200,100,,5
MechanicThiefReload,jessie_thief_idle.glb,,,,,200,200,200,,chest_s#2
MechanicThiefPushback,jessie_thief_pushback.glb,,10,,,100,100,100,,5
MechanicThiefWin,jessie_thief_win.glb,1,153,,,,,,,
MechanicThiefWinloop,jessie_thief_win.glb,121,153,,,,,,TRUE,
MechanicThiefLose,jessie_thief_lose.glb,1,187,,,,,,,
MechanicThiefLoseloop,jessie_thief_lose.glb,155,187,,,,,,TRUE,
MechanicThiefProfile,jessie_thief_portrait.glb,,,,,,,,TRUE,
MechanicTurretThiefIdle,jessie_thief_turret_idle.glb,,-1,-1,,50,50,,TRUE,
MechanicTurretThiefAttack,jessie_thief_turret_attack.glb,,11,-1,,,,20,,
MechanicTurretThiefSpawn,jessie_thief_turret_spawn.glb,,18,-1,,,,50,,
LollaLose,lolla_lose.glb,,33,-1,,,,,,
LollaLoseloop,lolla_lose.glb,34,-1,-1,,,,,TRUE,
LollaPortrait,lolla_portrait.glb,,-1,-1,,,,,,
DuplicatorCholaIdle,lolla_chola_idle.glb,,-1,-1,,100,100,,TRUE,
DuplicatorCholaWalk,lolla_chola_walk.glb,,-1,-1,,100,100,,TRUE,1
DuplicatorCholaAttack,lolla_chola_attack.glb,,4,-1,,50,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaSuper,lolla_chola_super.glb,,4,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaRecoil,lolla_chola_attack.glb,5,17,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaSuperRecoil,lolla_chola_super.glb,4,18,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaPushback,lolla_chola_pushback.glb,,10,-1,,20,,100,,
DuplicatorCholaWin,lolla_chola_win.glb,,143,-1,,,,800,,
DuplicatorCholaWinloop,lolla_chola_win.glb,95,143,-1,,800,800,,TRUE,
DuplicatorCholaLose,lolla_chola_lose.glb,,201,-1,,,,,,
DuplicatorCholaLoseloop,lolla_chola_lose.glb,157,201,-1,,,,,TRUE,
DuplicatorCholaPortrait,lolla_chola_portrait.glb,,,-1,,,,,,
GromIdle,grom_idle.glb,1,33,,,200,200,,TRUE,
GromWalk,grom_walk.glb,1,26,,120,150,150,,TRUE,1
GromAttack,grom_attack.glb,,5,,,,100,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
GromSecondary,grom_attack.glb,3,20,,,100,100,50,,5
GromRecoil,grom_attack.glb,5,20,,,,,50,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
GromPushback,grom_idle.glb,,10,,,50,100,50,,5
GromWin,grom_win.glb,1,111,,,,200,,,5
GromWinloop,grom_winloop.glb,1,33,,,100,100,,TRUE,1
GromLose,grom_lose.glb,1,80,,,,300,300,,5
GromLoseloop,grom_loseloop.glb,1,43,,,100,100,,TRUE,1
GromProfile,grom_idle.glb,1,1,,,,,,TRUE,5
EnragerSnakeIdle,edgar_serpent_idle.glb,1,44,-1,,100,100,,TRUE,
EnragerSnakeWalk,edgar_serpent_walk.glb,1,21,-1,,100,100,,TRUE,1
EnragerSnakeAttack,edgar_serpent_attack.glb,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
EnragerSnakeSuper,edgar_serpent_super.glb,5,50,-1,,,250,250,,3
EnragerSnakeRecoil,edgar_serpent_attack.glb,6,30,-1,,,200,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
EnragerSnakePushback,edgar_serpent_pushback.glb,,10,-1,,50,100,100,,5
EnragerSnakeWin,edgar_serpent_win.glb,,128,-1,,,,,,
EnragerSnakeWinloop,edgar_serpent_win.glb,129,193,-1,,,,,TRUE,
EnragerSnakeLose,edgar_serpent_lose.glb,,101,-1,,,,,,
EnragerSnakeLoseloop,edgar_serpent_lose.glb,102,250,-1,,,,,TRUE,
EnragerSnakeProfile,edgar_serpent_portrait.glb,,,-1,,,,,TRUE,
CactusLogIdle,spike_log_win_idlebreaker.glb,,-1,,,100,100,,TRUE,
CactusLogWalk,spike_log_walk.glb,,-1,,,100,100,,TRUE,1
CactusLogPrimary,spike_log_attack.glb,8,20,,,,,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
CactusLogSecondary,spike_log_attack.glb,5,20,,,,,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
CactusLogRecoil,spike_log_attack.glb,8,20,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
CactusLogRecoil2,spike_log_attack.glb,5,20,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
CactusLogReload,spike_log_idle.glb,1,2,,,200,200,200,,5
CactusLogWin,spike_log_win.glb,1,43,,,,,,,5
CactusLogWinloop,spike_log_win.glb,43,63,,,,,,TRUE,1
CactusLogLose,spike_log_lose.glb,1,79,,,,,,,5
CactusLogLoseloop,spike_log_lose.glb,80,-1,,,,,,TRUE,1
CactusLogProfile,spike_log_win.glb,34,34,,,,,,,5
BarkeepDrunkenIdle,barley_drunkenmaster_win_balance.glb,,-1,,,100,100,250,TRUE,
BarkeepDrunkenWalk,barley_drunkenmaster_walk.glb,,19,,120,100,100,,TRUE,1
BarkeepDrunkenPrimary,barley_drunkenmaster_attack.glb,3,12,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BarkeepDrunkenSecondary,barley_drunkenmaster_attack.glb,,-1,,,100,50,200,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BarkeepDrunkenRecoil,barley_drunkenmaster_attack.glb,3,12,,,10,10,10,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BarkeepDrunkenReload,barley_drunkenmaster_reload.glb,,17,,,200,200,200,,hips_s#2+L_upperLeg_s#0+R_upperLeg_s#0
BarkeepDrunkenPushback,barley_drunkenmaster_knockback.glb,,8,,,100,100,100,,5
BarkeepDrunkenWin,barley_drunkenmaster_win.glb,,214,,,50,250,250,,
BarkeepDrunkenWinloop,barley_drunkenmaster_win_balance.glb,,107,,,25,,,TRUE,
BarkeepDrunkenLose,barley_drunkenmaster_lose.glb,,137,,130,,,,,
BarkeepDrunkenLoseloop,barley_drunkenmaster_lose.glb,138,191,,120,,,,TRUE,
BarkeepDrunkenWinidleloop,barley_drunkenmaster_win_balance.glb,,107,,,,,,TRUE,
BarkeepDrunkenProfile,barley_drunkenmaster_win.glb,212,212,,,,,,,
BarkeepDrunkenIntro,barley_intro_pose.scw,,,,,,,,,
DrillerGiftIdle,jacky_gift_express_idle.glb,1,45,,,100,100,,TRUE,
DrillerGiftWalk,jacky_gift_express_walk.glb,1,23,,,100,100,,TRUE,1
DrillerGiftAttack,jacky_gift_express_attack.glb,6,20,,,,,,,3
DrillerGiftSuper,jacky_gift_express_super.glb,1,-1,,120,,,83,TRUE,3
DrillerGiftRecoil,jacky_gift_express_attack.glb,6,20,,,,,100,,4
DrillerGiftSuperRecoil,jacky_gift_express_super.glb,1,-1,,120,,,83,TRUE,4
DrillerGiftHappy,jacky_gift_express_win.glb,,122,,,100,,,,
DrillerGiftHappyLoop,jacky_gift_express_win.glb,123,171,,,,,,TRUE,
DrillerGiftLose,jacky_gift_express_lose.glb,,-1,,200,,,,,
DrillerGiftLoseloop,jacky_gift_express_lose.glb,80,-1,,,,,,TRUE,
DrillerGiftPortrait,jacky_gift_express_win.glb,1,1,,,,,,,
DrillerGiftIntro,jacky_intro_pose.glb,,-1,,,,,,,
LuchadorTigerIdle,primo_tiger_idle.glb,1,49,,,200,200,,TRUE,
LuchadorTigerWalk,primo_tiger_walk.glb,1,27,,120,150,150,,TRUE,1
LuchadorTigerPrimary,primo_tiger_attack.glb,,5,,,1,100,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorTigerSecondary,primo_tiger_super.glb,,-1,,,100,100,,,5
LuchadorTigerRecoil,primo_tiger_attack.glb,5,12,,,,,50,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorTigerRecoil2,primo_tiger_attack.glb,16,24,,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorTigerPushback,primo_tiger_idle.glb,,20,,,100,100,400,,5
LuchadorTigerWin,primo_tiger_win.glb,1,98,,,,,,,5
LuchadorTigerWinloop,primo_tiger_win.glb,99,129,,,,,,TRUE,1
LuchadorTigerLose,primo_tiger_lose.glb,1,133,,,,,200,,5
LuchadorTigerLoseloop,primo_tiger_lose.glb,134,164,,,,,,TRUE,1
LuchadorTigerProfile,primo_portrait.scw,1,1,,,,,,TRUE,5
LuchadorTigerIntro,primo_intro_pose.scw,,,,,,,,,
BowDudeSantaIdle,bo_santa_idle.glb,1,29,,,100,100,,TRUE,
BowDudeSantaWalk,bo_santa_walk.glb,1,20,,,100,100,,TRUE,1
BowDudeSantaAttack,bo_santa_attack.glb,1,12,,,50,50,350,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BowDudeSantaSecondary,bo_ult.scw,1,12,,,50,50,350,TRUE,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BowDudeSantaRecoil,bo_santa_attack.glb,13,30,,,50,50,350,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BowDudeSantaRecoil2,bo_ult.scw,13,30,,,50,50,350,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BowDudeSantaWin,bo_santa_win.glb,,157,,,100,,,,
BowDudeSantaWinloop,bo_santa_win.glb,158,239,,,,,,TRUE,
BowDudeSantaLose,bo_santa_lose.glb,1,97,,,,,,,
BowDudeSantaLoseloop,bo_santa_lose.glb,98,196,,,,,,TRUE,
BowDudeSantaProfile,bo_santa_idle.glb,1,1,,,,,,,
AssaultShotgunSledIdle,griff_sled_idle.glb,,38,-1,,100,100,,TRUE,
AssaultShotgunSledWalk,griff_sled_walk.glb,,-1,-1,,100,100,,TRUE,
AssaultShotgunSledAttack,griff_sled_attack.glb,,3,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
AssaultShotgunSledRecoil,griff_sled_attack.glb,4,-1,-1,,,100,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
AssaultShotgunSledWin,griff_sled_win.glb,,177,-1,,,,,,
AssaultShotgunSledWinloop,griff_sled_win.glb,178,298,-1,,,,,TRUE,
AssaultShotgunSledLose,griff_sled_lose.glb,,116,-1,,50,,,,
AssaultShotgunSledLoseloop,griff_sled_lose.glb,117,159,-1,,,,,TRUE,
AssaultShotgunSledPortrait,griff_sled_win.glb,298,-1,-1,,,,,TRUE,
FangAttack,fang_attack.glb,,5,,,,,,,3
FangRecoil,fang_attack.glb,,25,,,,,100,,4
FangSuper,fang_attack.glb,10,13,,,,100,50,TRUE,3
FangWalk,fang_walk.glb,,-1,-1,,100,100,,TRUE,1
FangIdle,fang_idle.glb,,-1,-1,,100,100,,TRUE,
LuchadorCorazonIdle,primo_corazon_idle.glb,1,49,,,200,200,,TRUE,
LuchadorCorazonWalk,primo_corazon_walk.glb,1,27,,120,150,150,,TRUE,1
LuchadorCorazonPrimary,primo_rey_attack.scw,,5,,,1,100,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorCorazonSecondary,primo_rey_super.scw,,-1,,,100,100,,,5
LuchadorCorazonRecoil,primo_rey_attack.scw,5,12,,,,,50,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorCorazonRecoil2,primo_rey_attack.scw,16,24,,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
LuchadorCorazonPushback,primo_corazon_idle.glb,,20,,,100,100,400,,5
LuchadorCorazonWin,primo_corazon_win.glb,1,111,,,,,,,5
LuchadorCorazonWinloop,primo_corazon_win.glb,112,-1,,,,,,TRUE,1
LuchadorCorazonLose,primo_lose.scw,1,41,,,,,200,,5
LuchadorCorazonLoseloop,primo_lose.scw,42,89,,,,,,TRUE,1
LuchadorCorazonProfile,primo_corazon_win.glb,154,154,,,,,,TRUE,5
LuchadorCorazonIntro,primo_intro_pose.scw,,,,,,,,,
KickerDudeFuriousIdle,fang_fireball_idle.glb,,-1,-1,,100,100,,TRUE,
KickerDudeFuriousWalk,fang_fireball_walk.glb,,-1,-1,,100,100,,TRUE,1
KickerDudeFuriousAttack,fang_fireball_attack.glb,,5,,,,,,,3
KickerDudeFuriousSuper,fang_fireball_attack.glb,10,13,,,,100,50,TRUE,3
KickerDudeFuriousRecoil,fang_fireball_attack.glb,,25,,,,,100,,4
FangWin,fang_win.glb,,178,-1,,,,,,
FangWinloop,fang_win.glb,179,-1,-1,,,,,TRUE,
FangLose,fang_lose.glb,,96,-1,,,,,,
FangLoseloop,fang_lose.glb,97,-1,-1,,,,,TRUE,
KickerDudeFuriousWin,fang_fireball_win.glb,,91,-1,,,,,,
KickerDudeFuriousWinloop,fang_fireball_win.glb,92,141,-1,,,,,TRUE,
KickerDudeFuriousLose,fang_fireball_lose.glb,,145,-1,,,,,,
KickerDudeFuriousLoseloop,fang_fireball_lose.glb,146,168,-1,,,,,TRUE,
ShamanDragonIdle,nita_nian_idle.glb,1,34,,,100,100,,TRUE,
ShamanDragonWalk,nita_nian_walk.glb,1,29,,170,100,100,,TRUE,1
ShamanDragonAttack,nita_nian_attack.glb,3,26,,,,,200,,spine_lower_s#4
ShamanDragonSecondary,nita_nian_attack.glb,3,26,,,,,200,,spine_lower_s#4
ShamanDragonRecoil,nita_nian_attack.glb,3,26,,,,,200,,spine_lower_s#4
ShamanDragonReload,nita_nian_idle.glb,,-1,,,,,100,,ChestBone#2
ShamanDragonPushback,nita_nian_pushback.glb,,-1,,,100,100,100,,5
ShamanDragonWin,nita_nian_win.glb,1,79,,,,,,,5
ShamanDragonWinloop,nita_nian_win.glb,80,113,,,,,,TRUE,1
ShamanDragonLose,nita_nian_lose.glb,1,30,,,,,,,5
ShamanDragonLoseloop,nita_nian_lose.glb,30,35,,,,,,TRUE,1
ShamanDragonProfile,nita_nian_win.glb,88,88,,,,,,,5
ShamanPetDragonIdle,bear_shiba_idle.scw,1,59,,,100,100,,TRUE,
ShamanPetDragonBearWalk,nita_bear_walk.scw,1,40,,170,100,100,,TRUE,1
