"TID","FI"
"TID_CLAN_CREATE_TITLE","PERUSTA UUSI JENGI"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Viimeksi paikalla: <cf7f7f7>< 1 t sitten</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Viimeksi paikalla: <cf7f7f7><HOURS> t sitten</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Viimeksi paikalla: <cf7f7f7><DAYS> pv sitten</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Viimeksi paikalla: <cf7f7f7> > 1 kk sitten</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>OTTELUSSA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>VALIKOSSA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>VALIKOSSA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>OTTELUNMUODOSTUKSESSA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>VALIKOSSA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>KATSELEE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>HARJOITTELEE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>VALIKOSSA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>VALIKOSSA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>VALIKOSSA</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> jäsentä paikalla"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> jäsen paikalla"
"TID_ALLIANCE_TYPE_OPEN","Avoin"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Vain kutsutuille"
"TID_ALLIANCE_TYPE_CLOSED","Suljettu"
"TID_CLAN_SEARCH_TITLE","ETSI JENGEJÄ"
"TID_CLAN_INTRO_AD_TITLE","ETSITKÖ JENGIÄ?"
"TID_CLAN_INTRO_AD_DESC","Liity jengiin ja juttele toisten kanssa!"
"TID_CLAN_INTRO_CREATE_GO","PERUSTA JENGI"
"TID_CLAN_INTRO_SEARCH_GO","ETSI JENGEJÄ"
"TID_CLAN_INTRO_REFRESH","PÄIVITÄ"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","Tarvitset <REQ> pokaalia, jotta voit liittyä tähän jengiin. Sinulla on vain <SCORE> pokaalia."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","Tämä jengi on suljettu."
"TID_STREAM_ENTRY_AGE","<time> sitten"
"TID_ALLIANCE_ROLE_LEADER","Puheenjohtaja"
"TID_ALLIANCE_ROLE_CO_LEADER","Varapuheenjohtaja"
"TID_ALLIANCE_ROLE_MEMBER","Jäsen"
"TID_ALLIANCE_ROLE_ELDER","Kunniajäsen"
"TID_STREAM_SENDER_YOU","Sinä"
"TID_GOLDRUSH_1","Kovan onnen kaivos"
"TID_BANKHEIST_1","Ryövärin jemma"
"TID_WANTED_1","Temppelirauniot"
"TID_BATTLE_ROYALE_1","Kallovirta"
"TID_GOLDRUSH_2","Kristalliluola"
"TID_BANKHEIST_2","Paukkukanjoni"
"TID_WANTED_2","Lainsuojattomien leiri"
"TID_BATTLE_ROYALE_2","Kärventynyt kivi"
"TID_GOLDRUSH_3","Kärpässieniluola"
"TID_BANKHEIST_3","Turvakeidas"
"TID_WANTED_3","Lohkarelinnake"
"TID_BATTLE_ROYALE_3","Kivimuurinmurtaja"
"TID_WANTED_4","Myrkkyansa"
"TID_GOLDRUSH_4","Lohkarelinnake"
"TID_WANTED_5","Kristallinkirkas"
"TID_GOLDRUSH_5","Ilkivaltakunta"
"TID_WANTED_6","Käärmepreeria"
"TID_WANTED_7","Tähdenlento"
"TID_GOLDRUSH_6","Pureva piiritys"
"TID_GOLDRUSH_7","Kalsea kellari"
"TID_BATTLE_ROYALE_4","Pokaali tai perikato"
"TID_WANTED_8","Piilopaikka"
"TID_BANKHEIST_4","Aitaus"
"TID_CLAN_MEMBERS_ONLINE","Paikalla: <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","Jengin pokaalit"
"TID_CLAN_SEARCH_OK","HAE"
"TID_CLAN_INFO_NAME","JENGIN NIMI"
"TID_CLAN_INFO_BADGE","TUNNUS"
"TID_CLAN_INFO_DESC","KUVAUS"
"TID_CLAN_INFO_TOTAL_TROPHIES","JENGIN POKAALIT"
"TID_CLAN_INFO_TYPE","TYYPPI"
"TID_CLAN_INFO_TAG","Jengitunnus"
"TID_CLAN_INFO_MIN_TROPHIES","VAADITUT POKAALIT"
"TID_CLAN_INFO_LEAVE","POISTU"
"TID_CLAN_INFO_SETTINGS","ASETUKSET"
"TID_CLAN_INFO_JOIN","LIITY"
"TID_CLAN_INFO_MESSAGE","Viesti"
"TID_CLAN_INFO_REQUEST_JOIN","Lähetä liittymispyyntö"
"TID_CLAN_SEARCH_NO_RESULTS","Jengejä ei löytynyt."
"TID_CLAN_SEARCH_INITIAL","Ei hakutuloksia"
"TID_CLAN_INFO_MEMBERS","Jäsenet"
"TID_CLAN_INFO_SELECT_BADGE","SELAA"
"TID_SELECT_BADGE","VALITSE TUNNUS"
"TID_ALLIANCE_CREATE_OK","Jengin perustaminen onnistui."
"TID_CLAN_CHANGE_SETTINGS_TITLE","JENGIN ASETUKSET"
"TID_TITLE_ALLIANCE","Jengin tiedot"
"TID_ALLIANCE_LEFT","Poistuit jengistä."
"TID_CLAN_MEMBER_DEMOTE","Alenna"
"TID_CLAN_MEMBER_PROMOTE","Ylennä"
"TID_CLAN_MEMBER_KICK","Poista"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Katsele jengiä."
"TID_BUTTON_INVITE","KUTSU"
"TID_PLAYER_INFO_GOTO_CLAN","Katsele jengiä."
"TID_PLAYER_INFO_HEROES","Rämäpäät (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","Valitse kuvake"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","Tämä kuvake avautuu kokemustasolla <LEVEL>."
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Tämä kuvake avautuu, kun pokaaleja on <TROPHIES>."
"TID_PLAYER_INFO_WINS_AMOUNT","<AMOUNT> voittoa"
"TID_PLAYER_INFO_STATS_HEADER","TILASTOT"
"TID_PLAYER_STAT_1","3V3-VOITOT"
"TID_PLAYER_STAT_4","SUURIN POKAALIMÄÄRÄ"
"TID_PLAYER_STAT_8","YKSINPELIEN VOITOT"
"TID_PLAYER_STAT_10","PARAS AIKA MAHTIRÄMÄPÄÄNÄ"
"TID_PLAYER_STAT_9","PARAS ROBORYMINÄN AIKA"
"TID_PLAYER_STAT_11","KAKSINPELIEN VOITOT"
"TID_NO_CLAN","Ei jengissä"
"TID_ULTIMATE_NOT_READY","Osu vastustajaan ja supervoimasi latautuu!"
"TID_CANT_ACTIVATE_ULTI","Supervoimaa ei voi aktivoida tyrmättynä."
"TID_NAME_TOO_SHORT","Nimesi on liian lyhyt."
"TID_ALLIANCE_JOINED","Liityit jengiin."
"TID_COIN_RUSH_INTRO_TEXT","Voittaja on joukkue, joka pitää ensimmäisenä hallussaan 10 jalokiveä."
"TID_BOUNTY_HUNTER_INTRO_TEXT","Kukista rämäpäitä saadaksesi tähtiä."
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Ammu auki vastustajan kassakaappi."
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Ammu auki vastustajan kassakaappi."
"TID_GO","OTTELE!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","VAHVISTA POISTUMINEN"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nHaluatko varmasti poistua jengistä?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","POISTU"
"TID_ALLIANCE_PROMOTE_TITLE","Vahvista ylentäminen"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Haluatko varmasti ylentää pelaajan <NAME> asemaan <ROLE>?"
"TID_ALLIANCE_PROMOTE_BUTTON","Ylennä"
"TID_ALLIANCE_KICK_TITLE","Poistaminen vahvistettu"
"TID_ALLIANCE_KICK_CONFIRMATION","Haluatko varmasti poistaa pelaajan <NAME> jengistä?"
"TID_ALLIANCE_KICK_BUTTON","Poista"
"TID_ALLIANCE_DEMOTE_TITLE","Vahvista alentaminen"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Haluatko varmasti alentaa pelaajan <NAME> asemaan <ROLE>?"
"TID_ALLIANCE_DEMOTE_BUTTON","Alenna"
"TID_CLAN_RESPONSE_10","Asetukset tallennettu."
"TID_CLAN_RESPONSE_20","Jengi perustettu."
"TID_CLAN_RESPONSE_21","Jengin perustaminen epäonnistui! Yritä myöhemmin uudelleen."
"TID_CLAN_RESPONSE_22","Nimeä ei hyväksytä."
"TID_CLAN_RESPONSE_23","Kuvausta ei hyväksytä."
"TID_CLAN_RESPONSE_24","Nimi on liian lyhyt."
"TID_CLAN_RESPONSE_40","Liityit jengiin."
"TID_CLAN_RESPONSE_42","Liittyminen epäonnistui: jengi on jo täynnä."
"TID_CLAN_RESPONSE_43","Liittyminen epäonnistui: jengi ei ole avoin."
"TID_CLAN_RESPONSE_45","Liittyminen epäonnistui: sinulla ei ole tarpeeksi pokaaleja, jotta voisit liittyä tähän jengiin."
"TID_CLAN_RESPONSE_46","Liittyminen epäonnistui: sinut on estetty tässä jengissä, koska sinut on aiemmin poistettu tai liittymispyyntösi on hylätty."
"TID_CLAN_RESPONSE_47","Liittyminen epäonnistui: Olet liittynyt liian moneen jengiin tänään. Uuteen jengiin liittyminen on estetty tältä päivältä."
"TID_CLAN_RESPONSE_48","Liittyminen epäonnistui: et voi liittyä toisen alueen jengiin."
"TID_CLAN_RESPONSE_50","Liittymispyynnön lähettäminen onnistui."
"TID_CLAN_RESPONSE_51","Pyynnön lähettäminen epäonnistui: jengi ei ole enää ota vastaan liittymispyyntöjä."
"TID_CLAN_RESPONSE_52","Pyynnön lähettäminen epäonnistui: olet jo lähettänyt liittymispyynnön tähän jengiin."
"TID_CLAN_RESPONSE_53","Pyynnön lähettäminen epäonnistui: sinulla ei ole tarpeeksi pokaaleja, jotta voisit liittyä tähän jengiin."
"TID_CLAN_RESPONSE_54","Liittyminen epäonnistui: sinut on estetty tässä jengissä, koska sinut on aiemmin poistettu tai liittymispyyntösi on hylätty."
"TID_CLAN_RESPONSE_55","Liittyminen epäonnistui: et voi liittyä toisen alueen jengiin."
"TID_CLAN_RESPONSE_70","Poistaminen onnistui."
"TID_CLAN_RESPONSE_80","Poistuit jengistä."
"TID_CLAN_RESPONSE_81","Ylentäminen onnistui."
"TID_CLAN_RESPONSE_82","Alentaminen onnistui."
"TID_CLAN_RESPONSE_90","Hyväksyminen onnistui."
"TID_CLAN_RESPONSE_91","Hylkääminen onnistui."
"TID_CLAN_RESPONSE_92","Pyynnön hyväksyminen epäonnistui: pelaaja on jo jengissä."
"TID_CLAN_RESPONSE_93","Toiminto epäonnistui: pyyntöä ei löydy."
"TID_CLAN_RESPONSE_94","Toiminto epäonnistui: pyyntö on jo käsitelty."
"TID_CLAN_RESPONSE_95","Toiminto epäonnistui: ei oikeuksia."
"TID_CLAN_RESPONSE_96","Pyynnön hyväksyminen epäonnistui: pelaaja on estetty tässä jengissä."
"TID_CLAN_RESPONSE_100","Sinut on poistettu jengistä."
"TID_CLAN_RESPONSE_101","Sinut on ylennetty."
"TID_CLAN_RESPONSE_102","Sinut on alennettu."
"TID_CLAN_NO_RIGHTS","Sinulla ei ole oikeutta suorittaa toimintoa."
"TID_ALLIANCE_NAME_TOO_SHORT","Jengin nimi on liian lyhyt."
"TID_CLAN_JOIN_REQUEST_TITLE","Lähetä liittymispyyntö"
"TID_CLAN_JOIN_REQUEST_SEND","Lähetä"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Haluaisin liittyä jengiinne..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Hyväksytkö pelaajan jengiin?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Hyväksy"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Hylkää"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","<name> hyväksyi pyynnön."
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","<name> hylkäsi pyynnön."
"TID_HINT_DRAG_TO_AIM","Tähtää vetämällä."
"TID_HINT_RELEASE_TO_SHOOT","Ammu päästämällä irti."
"TID_HINT_ACTIVATE_ULTI","Tähtää supervoimasi vetämällä <cff9900>keltaista ohjainta</c>."
"TID_HINT_DRAG_TO_ULTI","Tähtää supervoima vetämällä ja laukaise vapauttamalla!"
"TID_HINT_COLLECT_GOLD","Tyrmätyt rämäpäät pudottavat <ce662f9>jalokivensä</c>."
"TID_HINT_HOLD_GOLD","Pidä huolta <ce662f9>jalokivistäsi</c>!"
"TID_HINT_GO_AFTER_ENEMY","Nappaa vastustaja!"
"TID_HINT_ATTACK_BASE","Ammu auki vastustajan kassakaappi ja suojele omaasi!"
"TID_HINT_DEFEND_BASE","Ammu auki vastustajan kassakaappi ja suojele omaasi!"
"TID_HINT_SHOOT_ENEMIES","Kukista vastustajia saadaksesi tähtiä!"
"TID_HINT_YOU_ARE_WINNING","Joukkueesi on voittamaisillaan! Puolusta!"
"TID_HINT_YOU_ARE_LOSING","Joukkueesi on häviämäisillään! Hyökkää!"
"TID_HINT_TAP_TO_MOVE","Liiku napauttamalla.\nLiiku joukkueesi kanssa."
"TID_BOUNTY_2","Ole varuillasi! Sinusta saa ison palkkion!"
"TID_BOUNTY_3","Ole varuillasi! Sinusta saa valtavan palkkion!"
"TID_BOUNTY_4","Etsintäkuulutettu!"
"TID_NO_CLAN_TITLE","Etsi jengi"
"TID_NO_CLAN_BODY","Liity jengiin, niin voit jutella ja pelata mahtavien tyyppien kanssa!"
"TID_NO_CLAN_SUGGESTIONS","Suosittelemme sinulle näitä jengejä:"
"TID_NO_CLAN_RESULTS","Hakutulokset"
"TID_NO_CLAN_EMPTY","Ei suositeltuja jengejä :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Tietoja odotetaan..."
"TID_CONNECTING_TO_SERVER","Yhdistetään palvelimeen..."
"TID_TEAM_ADVERTISE","KERRO"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","jengiin"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","kavereille"
"TID_TEAM_AD_INFO_0","Etsitään pelaajia joukkueotteluun."
"TID_TEAM_AD_JOIN","Liity joukkueeseen"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Ei voi liittyä. Olet jo joukkueessa."
"TID_TEAM_MEMBER_STATUS_0","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>OTTELUSSA</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>EI VALMIINA</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>OTTELUNMUODOSTUKSESSA</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>LOPETUSRUUTU</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>KATSELEE</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>HARJOITTELEE</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>KIRJOITTAA...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>RÄMÄPÄÄT</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>TAPAHTUMAT</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>VALMIINA</c>"
"TID_TEAM_STATUS_IN_MATCH","OTTELUSSA"
"TID_TEAM_STATUS_IN_MATCHMAKING","OTTELUNMUODOSTUS"
"TID_TEAM_STATUS_FULL","<cff1e00>TÄYNNÄ</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","AVAA"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Sinun on kuuluttava jengiin, jotta voit käyttää tätä toimintoa."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Sinulla täytyy olla kavereita, jotta voit käyttää tätä toimintoa."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Et voi kertoa kavereille joukkueesta. Se on jo täynnä."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Tämä on sallittu vain joukkueen perustaneelle pelaajalle."
"TID_TEAM_LOC_INFO","<MODE> huoneessa <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","JOUKKUEET"
"TID_STREAM_EVENT_1","Hei hei! <sender> poisti pelaajan <target> jengistä."
"TID_STREAM_EVENT_2","Tervetuloa! <sender> hyväksyi pelaajan <target> jengiin."
"TID_STREAM_EVENT_3","Tervetuloa! <sender> liittyi jengiin!"
"TID_STREAM_EVENT_4","Hei hei! <sender> poistui jengistä!"
"TID_STREAM_EVENT_5","Onnittelut! <sender> ylensi pelaajan <target>."
"TID_STREAM_EVENT_6","Ei pahalla! <sender> alensi pelaajan <target>."
"TID_STREAM_EVENT_101","Pelaajan <sender> perustama joukkue"
"TID_STREAM_EVENT_102","Pelaaja <sender> liittyi."
"TID_STREAM_EVENT_103","Pelaaja <sender> poistui."
"TID_STREAM_EVENT_104","No voi! <sender> poisti pelaajan <target>."
"TID_STREAM_EVENT_105","Ottelunmuodostus on aloitettu."
"TID_STREAM_EVENT_106","Ottelunmuodostus on peruttu."
"TID_STREAM_EVENT_107","peli alkoi"
"TID_STREAM_EVENT_108","peli voitettu"
"TID_STREAM_EVENT_109","peli hävitty"
"TID_STREAM_EVENT_110","harjoitus aloitettu"
"TID_STREAM_EVENT_111","harjoitus päättyi"
"TID_STREAM_EVENT_112","tasapeli"
"TID_STREAM_EVENT_113","Selkkaus päättyi."
"TID_CHAT_BOTTOM_BUTTON","Vieritä alaspäin"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> uutta viestiä!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Uusi viesti!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Päivitä tasolle <LVL>"
"TID_HERO_INFO_ITEMS","PÄIVITYKSET"
"TID_HERO_INFO_SKINS","RÄMÄPÄÄ"
"TID_HERO_INFO_SKIN_OWNED","Sinulla on tämä asu."
"TID_HERO_INFO_SKIN_ACTIVE","VALITTU"
"TID_HERO_INFO_SKIN_ACTIVATE","VALITSE"
"TID_HERO_INFO_LEADERBOARD","Pistetaulukko"
"TID_HERO_INFO_LEADERBOARD_LABEL","Parhaat <HERO>-pelaajat"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00> +<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","HAE"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Tähtää supervoima vetämällä!"
"TID_HINT_SHOOT","Tähtää supervoima vetämällä ja vapauta, kun haluat laukaista!"
"TID_HERO_SCORE_SUM_LEADERBOARD","Parhaat pelaajat"
"TID_ALLIANCE_LEADERBOARD","Parhaat jengit"
"TID_HINT_MAKE_GOAL","Tähtää vetämällä ja potkaise palloa päästämällä irti."
"TID_BATTLE_ROYALE_INTRO_TEXT","Ole kukkulan kuningas!"
"TID_HINT_COLLECT_BUFFS","Kerää <c50d050>voimakuutioita</c> laatikoista\nja vihollisilta ja tulet vahvemmaksi!"
"TID_PLAYERS_LEFT","Rämäpäitä jäljellä: <num>"
"TID_AVOID_POISON","Pysy loitolla etenevistä <c90ee90>myrkkypilvistä</c>!"
"TID_CLAN_CREATE_COOLDOWN","Et voi vielä perustaa jengiä. Yritä uudelleen <TIME> kuluttua."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Voit perustaa jengin, kun olet kokemustasolla <LEVEL>."
"TID_PLAYER_DATA_MISSING","Pelaajatietoja puuttuu."
"TID_ALLIANCE_DATA_MISSING","Jengin tietoja puuttuu."
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Odota ammusten latautumista!"
"TID_EVENT_EXPIRED","Tapahtuma on päättynyt."
"TID_DOUBLE_COINS_INFO","Täällä ottelemisesta saat tuplasti poletteja."
"TID_DOUBLE_XP_INFO","Täällä ottelemisesta saat tuplasti kokemusta."
"TID_SETTINGS_TITLE","ASETUKSET"
"TID_SETTINGS_CONTROL_MODE_TITLE","OHJAINTILA"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Liiku napauttamalla"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Napauta ruudulla haluamaasi kohtaa, niin rämäpääsi liikkuu sinne. Tähtää vetämällä ja ammu päästämällä irti."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Ohjaimen liikuttaminen (oikeakätinen)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Liikuta vasemman alakulman virtuaalista ohjainsauvaa. Napauta kohdetta ampuaksesi."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Ohjaimen liikuttaminen (vasenkätinen)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Liikuta oikean alakulman virtuaalista ohjainsauvaa. Napauta kohdetta ampuaksesi."
"TID_CHANGE_NAME_TITLE","MUUTA NIMEÄ"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nykyinen nimi:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Kirjoita uusi nimi:"
"TID_ERROR_NAMES_DONT_MATCH","Nimet eivät täsmää. Yritä uudelleen."
"TID_CONTINUE","Jatka"
"TID_NAMECHANGE_WARNING","HUOMAA: Voit vaihtaa nimen vain kerran!"
"TID_CONFIRM","Vahvista"
"TID_INVALID_NAME","Nimi ei käy. Kokeile jotain toista."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Kirjoita uusi nimesi uudelleen:"
"TID_NAME_ALREADY_CHANGED","Voit vaihtaa nimen vain kerran."
"TID_NAME_CHANGE_ALREADY_USED","Olet jo vaihtanut nimeäsi kerran."
"TID_NAME_CHANGED_SUCCESS","Nimesi muutettiin."
"TID_NAME_CHANGE_IN_PROGRESS","Nimeä ei voi muuttaa. Edellinen nimenmuutosprosessi on käynnissä."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Nimen voi vaihtaa kokemustasolta <level> alkaen."
"TID_CONFIRM_CONFIRM","Kirjoita \q<confirmword>\q, ja napauta OK-painiketta suorittaaksesi toiminnon."
"TID_CONFIRM_WORD","VAHVISTA"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Haluatko varmasti vaihtaa nimesi?\nUusi nimesi on:"
"TID_BUTTON_CONFIRM","OK"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Tapahtuman alkuun"
"TID_EVENTS_TIME_LEFT","Aikaa jäljellä"
"TID_EVENTS_NEW","UUSI!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Kaikki kokemus on kerätty."
"TID_EVENTS_EVENT_LOCKED","LUKITTU"
"TID_EVENTS_TROPHY_REQ","Avaa keräämällä yhteensä <c00ffff><COUNT></c> pokaalia."
"TID_GAME_STARTING","Ottelu on alkamassa huoneessa <LOCATION>. Tule mukaan!"
"TID_WEEKEND_EVENT","Tuplakokemustapahtuma"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_WELCOME_TITLE","TERVETULOA KAUPPAAN"
"TID_SHOP_WELCOME","Kaupassa avautuu uusia osioita sitä mukaa, kun etenet pelissä.\n\nMuista käydä säännöllisesti katsomassa uudet tarjoukset!"
"TID_SHOP_SPECIAL_OFFER","ERIKOISTARJOUS"
"TID_SHOP_COIN_BOOSTERS","TEHOSTEET"
"TID_SHOP_GEM_PACKS","JALOKIVIPAKETIT"
"TID_SHOP_PURCHASED","Ostettu"
"TID_SHOP_OBTAINED","Saatu"
"TID_SHOP_INVALIDATED","Päättynyt"
"TID_SHOP_ACTIVE","Aktiivinen"
"TID_SHOP_DOUBLE_COINS_TITLE","POLETINTUPLAAJA"
"TID_SHOP_DOUBLE_COINS_INFO","Tuplaa seuraavat"
"TID_SHOP_DOUBLE_COINS_INFO_2","jotka voitat otteluista."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Tuplaa seuraavat <AMOUNT> polettia, jotka ansaitset otteluista."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Poletteja jäljellä:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Ei tarpeeksi jalokiviä"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Olet jo käyttänyt tämän tarjouksen."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Et voi käyttää tätä tarjousta: sinulla on jo yksi tai useampi tarjouksen tuotteista."
"TID_SHOP_OFFER_TITLE","Tarjous voimassa rajoitetun ajan."
"TID_SHOP_GEM_PACK_1_TITLE","Kourallinen jalokiviä"
"TID_SHOP_GEM_PACK_2_TITLE","Jalokivipussi"
"TID_SHOP_GEM_PACK_3_TITLE","Jalokivikassi"
"TID_SHOP_GEM_PACK_4_TITLE","Jalokivisanko"
"TID_SHOP_GEM_PACK_5_TITLE","Jalokivikirstu"
"TID_SHOP_GEM_PACK_6_TITLE","Jalokivisäiliö"
"TID_SHOP_HEROES_OF_RARITY","TAATUT RÄMÄPÄÄT"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> RÄMÄPÄÄ"
"TID_SHOP_HERO_OF_RARITY_BOX","Rähinälipas"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> TEHOA"
"TID_SHOP_GATCHA_BOXES","LIPPAAT"
"TID_SHOP_GATCHA_BOX_1","ISO LIPAS"
"TID_SHOP_GATCHA_BOX_2","RÄHINÄLIPAS"
"TID_SHOP_GATCHA_BOX_3","MEGALIPAS"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Et voi ostaa enempää lippaita tänään."
"TID_SHOP_TICKETS","TAPAHTUMALIPUT"
"TID_SHOP_TICKET_PACK_0","Lippunippu"
"TID_SHOP_TICKET_PACK_1","Lippukasa"
"TID_SHOP_TICKET_PACK_2","Lippurulla"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","KOLIKKOPAKETIT"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Kolikkokasa"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Kolikkopussi"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Kolikkosäkki"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> kolikkoa ostettu"
"TID_SHOP_DAILY_OFFERS","PÄIVÄN TARJOUKSET"
"TID_SHOP_FREE","ILMAINEN"
"TID_SHOP_CLAIM","LUNASTA"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
