"TID","PT"
"TID_ALLIANCE_CREATE_OK","O clube foi criado com êxito."
"TID_CLAN_CHANGE_SETTINGS_TITLE","CONFIGURAÇÕES DO CLUBE"
"TID_TITLE_ALLIANCE","Informações do clube"
"TID_ALLIANCE_LEFT","Você saiu do clube."
"TID_CLAN_MEMBER_DEMOTE","Rebaixar"
"TID_CLAN_MEMBER_PROMOTE","Promover"
"TID_CLAN_MEMBER_KICK","Expulsar"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Ver clube"
"TID_BUTTON_INVITE","CONVIDAR"
"TID_PLAYER_INFO_GOTO_CLAN","Ver clube"
"TID_PLAYER_INFO_HEROES","Brawlers (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","Selecionar ícone"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","Este ícone desbloqueia com nível de experiência <LEVEL>."
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Este ícone desbloqueia com <TROPHIES> troféus."
"TID_PLAYER_INFO_WINS_AMOUNT","<AMOUNT> vitórias"
"TID_PLAYER_INFO_STATS_HEADER","ESTATÍSTICAS"
"TID_PLAYER_STAT_1","VITÓRIAS 3 x 3"
"TID_PLAYER_STAT_4","RECORDE DE TROFÉUS"
"TID_PLAYER_STAT_8","VITÓRIAS SOZINHO"
"TID_PLAYER_STAT_10","RECORDE COMO BRAWLER CHEFÃO"
"TID_PLAYER_STAT_9","RECORDE EM CAOS CIBERNÉTICO"
"TID_PLAYER_STAT_11","VITÓRIAS EM DUPLA"
"TID_NO_CLAN","Não está em nenhum clube."
"TID_ULTIMATE_NOT_READY","Acerte os inimigos para carregar o seu Super!"
"TID_CANT_ACTIVATE_ULTI","Impossível usar o Super ao ser derrotado!"
"TID_NAME_TOO_SHORT","O nome é muito curto"
"TID_ALLIANCE_JOINED","Entrou no clube"
"TID_COIN_RUSH_INTRO_TEXT","A primeira equipe a conseguir 10 gemas vence."
"TID_BOUNTY_HUNTER_INTRO_TEXT","Ganhe estrelas derrotando os Brawlers"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Atire para abrir o cofre do inimigo"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Atire para abrir o cofre do inimigo"
"TID_GO","LUTAR!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","CONFIRMAR A SAÍDA"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nTem certeza de que quer sair do clube?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","SAIR"
"TID_ALLIANCE_PROMOTE_TITLE","Confirmar a promoção"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Tem certeza de que quer promover <NAME> ao papel de <ROLE>?"
"TID_ALLIANCE_PROMOTE_BUTTON","Promover"
"TID_ALLIANCE_KICK_TITLE","Confirmar a expulsão"
"TID_ALLIANCE_KICK_CONFIRMATION","Tem certeza de que quer expulsar <NAME> do clube?"
"TID_ALLIANCE_KICK_BUTTON","Expulsar"
"TID_ALLIANCE_DEMOTE_TITLE","Confirmar o rebaixamento"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Tem certeza de que quer rebaixar <NAME> ao papel de <ROLE>?"
"TID_ALLIANCE_DEMOTE_BUTTON","Rebaixar"
"TID_CLAN_RESPONSE_10","Configurações salvas"
"TID_CLAN_RESPONSE_20","Clube criado"
"TID_CLAN_RESPONSE_21","Falha na criação do clube! Tente novamente mais tarde."
"TID_CLAN_RESPONSE_22","O nome não foi aceito."
"TID_CLAN_RESPONSE_23","A descrição não foi aceita."
"TID_CLAN_RESPONSE_24","O nome é muito curto."
"TID_CLAN_RESPONSE_40","Entrou no clube"
"TID_CLAN_RESPONSE_42","Falha ao entrar. O clube está cheio."
"TID_CLAN_RESPONSE_43","Falha ao entrar. O clube é fechado."
"TID_CLAN_RESPONSE_45","Falha ao entrar. Você não tem troféus suficientes para entrar no clube."
"TID_CLAN_RESPONSE_46","Falha ao entrar. Você foi banido do clube devido a uma expulsão prévia ou a uma solicitação para participar recusada."
"TID_CLAN_RESPONSE_47","Falha ao entrar. O seu limite máximo de entrada em clubes foi atingido hoje."
"TID_CLAN_RESPONSE_48","Falha ao entrar. Não é possível entrar num clube de outra região."
"TID_CLAN_RESPONSE_50","Pedido de entrada no clube enviada com êxito."
"TID_CLAN_RESPONSE_51","Falha ao enviar o pedido de entrada. O clube não está mais aberto a solicitações."
"TID_CLAN_RESPONSE_52","Falha ao enviar o pedido de entrada. Você já tem uma solicitação pendente para entrar no clube."
"TID_CLAN_RESPONSE_53","Falha ao enviar o pedido de entrada. Você não tem troféus suficientes para entrar no clube."
"TID_CLAN_RESPONSE_54","Falha no pedido de entrada. Você foi banido do clube devido a uma expulsão prévia ou a uma solicitação para participar recusada."
"TID_CLAN_RESPONSE_55","Falha no pedido de entrada. Não é possível entrar num clube de outra região."
"TID_CLAN_RESPONSE_70","Expulsão efetuada"
"TID_CLAN_RESPONSE_80","Você saiu do clube."
"TID_CLAN_RESPONSE_81","Promoção efetuada"
"TID_CLAN_RESPONSE_82","Rebaixamento efetuado"
"TID_CLAN_RESPONSE_90","Você aceitou o pedido"
"TID_CLAN_RESPONSE_91","Você recusou o pedido"
"TID_CLAN_RESPONSE_92","Falha ao aceitar. O usuário já faz parte de um clube."
"TID_CLAN_RESPONSE_93","Falha ao processar. Pedido não encontrado."
"TID_CLAN_RESPONSE_94","Falha ao processar. O pedido já foi processado."
"TID_CLAN_RESPONSE_95","Falha ao processar. Não há permissão."
"TID_CLAN_RESPONSE_96","Falha ao aceitar. O usuário foi banido do clube."
"TID_CLAN_RESPONSE_100","Expulsaram você de um clube."
"TID_CLAN_RESPONSE_101","Você foi promovido!"
"TID_CLAN_RESPONSE_102","Você foi rebaixado."
"TID_CLAN_NO_RIGHTS","Você não tem permissão para isso."
"TID_ALLIANCE_NAME_TOO_SHORT","Nome do clube muito curto."
"TID_CLAN_JOIN_REQUEST_TITLE","Solicitar participação no clube"
"TID_CLAN_JOIN_REQUEST_SEND","Enviar"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Quero entrar no seu clube."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Aceita a entrada deste jogador no clube?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Aceitar"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Recusar"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Aceito por <name>."
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Recusado por <name>."
"TID_HINT_DRAG_TO_AIM","Arraste para mirar"
"TID_HINT_RELEASE_TO_SHOOT","Solte para atirar"
"TID_HINT_ACTIVATE_ULTI","Arraste o <cff9900>CONTROLE AMARELO</c> para mirar o Super."
"TID_HINT_DRAG_TO_ULTI","Arraste para carregar o seu SUPER e solte para atirá-lo!"
"TID_HINT_COLLECT_GOLD","Brawlers deixam suas <ce662f9>GEMAS</c> para trás quando são derrotados."
"TID_HINT_HOLD_GOLD","Não perca as suas <ce662f9>GEMAS</c>!"
"TID_HINT_GO_AFTER_ENEMY","Ataque o inimigo!"
"TID_HINT_ATTACK_BASE","Atire para abrir o cofre do inimigo e proteja o seu!"
"TID_HINT_DEFEND_BASE","Atire para abrir o cofre do inimigo e proteja o seu!"
"TID_HINT_SHOOT_ENEMIES","Ganhe estrelas ao derrotar inimigos!"
"TID_HINT_YOU_ARE_WINNING","Sua equipe está ganhando! Redobre a defesa!"
"TID_HINT_YOU_ARE_LOSING","Sua equipe está perdendo! Parta para o ataque!"
"TID_HINT_TAP_TO_MOVE","Toque para mover\nMova-se com a sua equipe."
"TID_BOUNTY_2","Cuidado! Você vale uma recompensa boa!"
"TID_BOUNTY_3","Cuidado! Você vale uma recompensa gigante!"
"TID_BOUNTY_4","Procurado, vivo ou morto!"
"TID_NO_CLAN_TITLE","Encontrar um clube"
"TID_NO_CLAN_BODY","Entre num clube para bater papo e jogar com uma galera legal!"
"TID_NO_CLAN_SUGGESTIONS","Clubes recomendados para você."
"TID_NO_CLAN_RESULTS","Resultados da pesquisa"
"TID_NO_CLAN_EMPTY","Nenhum clube recomendado :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Aguardando informações..."
"TID_CONNECTING_TO_SERVER","Conectando-se..."
"TID_TEAM_ADVERTISE","ANUNCIAR"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","ao Clube"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","aos amigos"
"TID_TEAM_AD_INFO_0","Procurando jogadores para um jogo de equipes"
"TID_TEAM_AD_JOIN","Participar da equipe"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Impossível participar. Você já está numa equipe."
"TID_TEAM_MEMBER_STATUS_0","<c999999>OFF-LINE</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>LUTANDO</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>AUSENTE</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>PREPARANDO</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>PAREAMENTO</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>TELA DE RESULTADOS</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>OFF-LINE</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>ASSISTINDO</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>TREINANDO</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>ESCREVENDO...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>BRAWLERS</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>EVENTOS</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>PRONTO</c>"
"TID_TEAM_STATUS_IN_MATCH","LUTANDO"
"TID_TEAM_STATUS_IN_MATCHMAKING","PAREAMENTO"
"TID_TEAM_STATUS_FULL","<cff1e00>CHEIO</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","ABRIR"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Você deve entrar num clube para usar este recurso."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Você precisa ter amigos para usar este recurso."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Não é possível publicar. A equipe já está cheia."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Permitido apenas ao administrador da equipe."
"TID_TEAM_LOC_INFO","<MODE> em <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","EQUIPES"
"TID_STREAM_EVENT_1","Tchau! <sender> expulsou <target> do clube."
"TID_STREAM_EVENT_2","Olá! <sender> aceitou <target> no clube."
"TID_STREAM_EVENT_3","Olá! <sender> entrou no clube!"
"TID_STREAM_EVENT_4","Tchau! <sender> saiu do clube!"
"TID_STREAM_EVENT_5","Parabéns! <sender> promoveu <target>!"
"TID_STREAM_EVENT_6","Não leve a mal! <sender> rebaixou <target>!"
"TID_STREAM_EVENT_101","Equipe criada por <sender>."
"TID_STREAM_EVENT_102","<sender> entrou."
"TID_STREAM_EVENT_103","<sender> saiu."
"TID_STREAM_EVENT_104","Tchau! <sender> expulsou <target>."
"TID_STREAM_EVENT_105","pareamento iniciado"
"TID_STREAM_EVENT_106","pareamento cancelado"
"TID_STREAM_EVENT_107","partida iniciada"
"TID_STREAM_EVENT_108","vitória"
"TID_STREAM_EVENT_109","derrota"
"TID_STREAM_EVENT_110","treino iniciado"
"TID_STREAM_EVENT_111","treino encerrado"
"TID_STREAM_EVENT_112","empate"
"TID_STREAM_EVENT_113","combate encerrado"
"TID_CHAT_BOTTOM_BUTTON","Rolar para baixo"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> mensagens novas!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Nova mensagem!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Melhorar para o nível <LVL>"
"TID_HERO_INFO_ITEMS","MELHORIAS"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","Você já tem esse visual."
"TID_HERO_INFO_SKIN_ACTIVE","SELECIONADO"
"TID_HERO_INFO_SKIN_ACTIVATE","SELECIONAR"
"TID_HERO_INFO_LEADERBOARD","Liderança"
"TID_HERO_INFO_LEADERBOARD_LABEL","Melhores jogadores (<HERO>)"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","BUSCAR"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Arraste para mirar o Super!"
"TID_HINT_SHOOT","Arraste para mirar, solte para atirar."
"TID_HERO_SCORE_SUM_LEADERBOARD","Melhores jogadores"
"TID_ALLIANCE_LEADERBOARD","Melhores clubes"
"TID_HINT_MAKE_GOAL","Arraste para mirar, solte para chutar a bola."
"TID_BATTLE_ROYALE_INTRO_TEXT","Seja o único sobrevivente!"
"TID_HINT_COLLECT_BUFFS","Colete <c50d050>cubos de energia</c> de caixas\ne de inimigos para ficar mais forte!"
"TID_PLAYERS_LEFT","Brawlers restantes: <num>"
"TID_AVOID_POISON","Fuja das <c90ee90>nuvens de veneno</c>!"
"TID_CLAN_CREATE_COOLDOWN","Não é possível criar um clube ainda. Tente em <TIME>."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Você precisa ter nível de experiência <LEVEL> para criar um clube."
"TID_PLAYER_DATA_MISSING","Dados inexistentes do jogador"
"TID_ALLIANCE_DATA_MISSING","Dados inexistentes do clube"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Espere a munição recarregar!"
"TID_EVENT_EXPIRED","O evento expirou"
"TID_DOUBLE_COINS_INFO","As batalhas aqui dão o dobro de fichas."
"TID_DOUBLE_XP_INFO","As batalhas aqui dão o dobro de experiência."
"TID_SETTINGS_TITLE","CONFIGURAÇÕES"
"TID_SETTINGS_CONTROL_MODE_TITLE","MODO DE CONTROLE"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Toque para mover"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Toque na tela para mover o seu Brawler até aqui. Arraste para mirar e solte para atirar."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Movimento de controle (destro)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Mova-se usando o controle virtual no canto inferior esquerdo. Toque num alvo para atirar."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Movimento de controle (canhoto)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Mova-se usando o controle virtual no canto inferior direito. Toque num alvo para atirar."
"TID_CHANGE_NAME_TITLE","ALTERAR NOME"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nome atual:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Insira o novo nome:"
"TID_ERROR_NAMES_DONT_MATCH","Os nomes não coincidem. Tente novamente."
"TID_CONTINUE","Continuar"
"TID_NAMECHANGE_WARNING","ATENÇÃO: só é possível alterar seu nome UMA VEZ!"
"TID_CONFIRM","Confirmar"
"TID_INVALID_NAME","Nome inválido! Por favor, tente outro."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Insira o seu novo nome mais uma vez:"
"TID_NAME_ALREADY_CHANGED","O nome só pode ser alterado uma vez."
"TID_NAME_CHANGE_ALREADY_USED","Você já alterou seu nome uma vez."
"TID_NAME_CHANGED_SUCCESS","Seu nome foi alterado!"
"TID_NAME_CHANGE_IN_PROGRESS","Não foi possível alterar o nome. Uma alteração anterior está em andamento."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","A alteração de nome é desbloqueada no nível <level>."
"TID_CONFIRM_CONFIRM","Insira \q<confirmword>\q e pressione o botão OK para concluir a ação."
"TID_CONFIRM_WORD","CONFIRMAR"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Quer mesmo alterar seu nome?\nSeu novo nome será:"
"TID_BUTTON_CONFIRM","OK"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Próximo evento em"
"TID_EVENTS_TIME_LEFT","Tempo restante"
"TID_EVENTS_NEW","NOVO"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Toda a experiência ganha"
"TID_EVENTS_EVENT_LOCKED","BLOQUEADO"
"TID_EVENTS_TROPHY_REQ","Obtenha <c00ffff><COUNT></c> troféus para desbloquear."
"TID_GAME_STARTING","Tem uma partida começando em <LOCATION>. Participe!"
"TID_WEEKEND_EVENT","Evento de experiência em dobro"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_WELCOME_TITLE","BEM-VINDO À LOJA!"
"TID_SHOP_WELCOME","Novas seções da loja desbloquearão à medida que você progredir no jogo!\n\nVolte sempre para conferir novas ofertas!"
"TID_SHOP_SPECIAL_OFFER","OFERTA ESPECIAL"
"TID_SHOP_COIN_BOOSTERS","ACELERADORES"
"TID_SHOP_GEM_PACKS","PACOTES DE GEMAS"
"TID_SHOP_PURCHASED","Comprado"
"TID_SHOP_OBTAINED","Obtido"
"TID_SHOP_INVALIDATED","Expirado"
"TID_SHOP_ACTIVE","Ativo"
"TID_SHOP_DOUBLE_COINS_TITLE","DUPLICADOR DE FICHAS"
"TID_SHOP_DOUBLE_COINS_INFO","Duplica as próximas"
"TID_SHOP_DOUBLE_COINS_INFO_2","obtidas nas batalhas."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Duplica as próximas <AMOUNT> fichas obtidas nas batalhas."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Fichas restantes:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Gemas insuficientes."
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Esta oferta já foi comprada."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Não é possível efetuar a compra. Você já tem um ou mais itens desta oferta."
"TID_SHOP_OFFER_TITLE","Oferta por tempo limitado!"
"TID_SHOP_GEM_PACK_1_TITLE","Punhado de gemas"
"TID_SHOP_GEM_PACK_2_TITLE","Saco de gemas"
"TID_SHOP_GEM_PACK_3_TITLE","Maleta de gemas"
"TID_SHOP_GEM_PACK_4_TITLE","Balde de gemas"
"TID_SHOP_GEM_PACK_5_TITLE","Caixa de gemas"
"TID_SHOP_GEM_PACK_6_TITLE","Cofre de gemas"
"TID_SHOP_HEROES_OF_RARITY","BRAWLERS GARANTIDOS"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> BRAWLER"
"TID_SHOP_HERO_OF_RARITY_BOX","Caixa Brawler"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> PONTOS DE PODER"
"TID_SHOP_GATCHA_BOXES","CAIXAS"
"TID_SHOP_GATCHA_BOX_1","CAIXA GRANDE"
"TID_SHOP_GATCHA_BOX_2","CAIXA BRAWL"
"TID_SHOP_GATCHA_BOX_3","MEGACAIXA"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Não é possível comprar mais caixas hoje."
"TID_SHOP_TICKETS","INGRESSOS DE EVENTO"
"TID_SHOP_TICKET_PACK_0","Pacote de ingressos"
"TID_SHOP_TICKET_PACK_1","Pilha de ingressos"
"TID_SHOP_TICKET_PACK_2","Rolo de ingressos"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","PACOTES DE MOEDA"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Punhado de moedas"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Saco de moedas"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Bolsa de moedas"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> moedas compradas."
"TID_SHOP_DAILY_OFFERS","OFERTAS DIÁRIAS"
"TID_SHOP_FREE","GRÁTIS"
"TID_SHOP_CLAIM","RESGATAR"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","CAIXA GRÁTIS"
"TID_SHOP_OFFER_TITLE_1","MOEDAS"
"TID_SHOP_OFFER_TITLE_6","CAIXA BRAWL"
"TID_SHOP_OFFER_TITLE_7","INGRESSOS"
"TID_SHOP_OFFER_TITLE_8","PONTOS DE PODER"
"TID_SHOP_OFFER_TITLE_9","DUPLICADOR DE FICHAS"
"TID_SHOP_OFFER_TITLE_10","MEGACAIXA"
"TID_SHOP_OFFER_TITLE_12","PONTOS DE PODER"
"TID_SHOP_OFFER_TITLE_14","CAIXA GRANDE"
"TID_SHOP_OFFER_TITLE_15","CAIXA BRAWL"
"TID_SHOP_OFFER_TITLE_16","GEMAS"
"TID_SHOP_OFFER_DESC_GOLD","Melhore seus Brawlers com moedas!"
"TID_SHOP_OFFER_ANY_BRAWLER","EM QUALQUER\nBRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Confirmar compra"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Recompensa gratuita"
"TID_SHOP_OFFER_NEW_HERO_LABEL","NOVO BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","NOVO VISUAL"
"TID_SHOP_OFFER_HERO_POWER_TITLE","PONTOS DE PODER"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Falha na transação. Você só pode comprar o pacote uma vez por evento."
"TID_SHOP_OFFER_NEW","NOVO"
"TID_GATCHA_BOX_TITLE_2","CAIXA BRAWL"
"TID_GATCHA_BOX_TITLE_3","MEGACAIXA"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NOVO BRAWLER"
"TID_GATCHA_BOX_INFO_2","Contém um novo Brawler, poder de estrela, moedas ou pontos de poder para dois Brawlers. Algumas caixas contêm ingressos de eventos ou um duplicador de fichas bônus!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> vezes o tamanho de uma Caixa Brawl."
"TID_SHOP_OFFER_INFO_0","É grátis. Aproveite!"
"TID_SHOP_OFFER_INFO_1","Contém <AMOUNT> moedas. Use-as para melhorar seu Brawler!"
"TID_SHOP_OFFER_INFO_2","Desbloqueie um Brawler <RARITY> aleatório!"
"TID_SHOP_OFFER_INFO_3","Desbloqueie um novo Brawler!"
"TID_SHOP_OFFER_INFO_6","As Caixas Brawl podem conter Brawlers, pontos de poder, moedas e mais!"
"TID_SHOP_OFFER_INFO_7","Contém <AMOUNT> ingressos de evento. Use-os para participar de eventos com ingressos!"
"TID_SHOP_OFFER_INFO_8","Contém <AMOUNT> pontos de poder. Use-os para desbloquear melhorias dos Brawlers!"
"TID_SHOP_OFFER_INFO_9","Duplica as próximas <AMOUNT> fichas obtidas nas batalhas!"
"TID_SHOP_OFFER_INFO_10","Megacaixas têm dez vezes mais itens do que as Caixas Brawl normais!"
"TID_SHOP_OFFER_INFO_12","Você pode escolher o Brawler que receberá os pontos de poder."
"TID_SHOP_OFFER_INFO_13","Desbloqueie um novo espaço de evento"
"TID_SHOP_OFFER_INFO_14","Caixas Grandes têm três vezes mais itens do que as Caixas Brawl normais!"
"TID_SHOP_OFFER_HOR_NEW","NOVO"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NOVO <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","OFERTA DE VISUAL"
"TID_SKINS_AD_TITLE","NOVOS VISUAIS DISPONÍVEIS"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Confira os novos visuais na tela de Brawlers!"
"TID_TERMS_OF_SERVICE_BUTTON","Termos de Uso"
"TID_IMMUNE","Imune"
"TID_BATTLE_END_PROCEED","AVANÇAR"
"TID_HINT_TAP_TO_MOVE_1","Junte as <ce662f9>GEMAS</c> no centro do mapa."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Mire o Super na direção do inimigo!"
"TID_HINT_SHOOT_1","<ce662f9>GEMAS</c> surgem do buraco no meio!"
"TID_HINT_DRAG_TO_ULTI_1","Agora dispare o seu SUPER com o controle vermelho!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Novo login no Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Quer salvar o seu jogo atual nesta conta do Game Center?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta de conta do Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Deseja carregar o jogo de <name>, com nível de experiência <number>? Aviso: o progresso do jogo atual será perdido."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Carregar o jogo?"
"TID_BUTTON_VILLAGE_LOAD","Carregar"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta do Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Deseja carregar o jogo de <name>, com nível de experiência <number>? Aviso: o progresso do jogo atual será perdido."
"TID_BUTTON_AVATAR_LOAD","Carregar"
"TID_SETTINGS_SCREEN_TITLE","Configurações"
"TID_SETTINGS_MUSIC","MÚSICA"
"TID_SETTINGS_SFX","EFEITOS SONOROS"
"TID_SETTINGS_OFF","Desligado"
"TID_SETTINGS_ON","Ligado"
"TID_SETTINGS_LANGUAGE","IDIOMA"
"TID_ACCOUNT","Dispositivos"
"TID_LINK_DEVICE_BUTTON","Vincular um dispositivo"
"TID_SETTINGS_FACEBOOK","AMIGOS"
"TID_CHANGE_NAME_BUTTON","Alterar nome"
"TID_CREDITS_BUTTON","Créditos"
"TID_PRIVACY_POLICY_BUTTON","Política de Privacidade"
"TID_PARENTS_GUIDE_BUTTON","Guia para Pais"
"TID_MULTIDEVICE_INFO","Faça login em sua conta do Game Center para salvar seu progresso e jogar em vários dispositivos iOS."
"TID_SETTINGS_GOOGLE","LOGIN NO GOOGLE PLAY"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Conectado"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Conectar"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","CONECTADO"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","CONECTAR"
"TID_FAQ_BUTTON","Ajuda e Suporte"
"TID_ABOUT","Créditos\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2018 Supercell Ltd. Todos os direitos reservados.\nO uso deste software está sujeito aos Termos de Uso e à Política de Privacidade disponíveis no site www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Aguarde. Transação pendente."
"TID_RATE_APP_TITLE","Avalie Brawl Stars"
"TID_RATE_APP_MESSAGE","Avalie ou comente sobre o Brawl Stars na App Store. Seu feedback é valioso para nós!"
"TID_BUTTON_RATE_APP_LATER","Mais tarde"
"TID_BUTTON_RATE_APP_REVIEW","Avaliar"
"TID_BUTTON_RATE_APP_NEVER","Nunca"
