"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit","TrainingGroundsEnabled","Adventure","RecommendedBrawler0","RecommendedBrawler1","RecommendedBrawler2","RecommendedBrawler3","RecommendedBrawler4","RecommendedBrawler5","RecommendedBrawler6","RecommendedBrawler7","RecommendedBrawler8","RecommendedBrawler9"
"Wanted21","true","TID_BOUNTY_JUNE21_1","Default",,,,"Bounty","Wanted_21","Vortex12",,,,,,,,,,,,
"Wanted22","true","TID_BOUNTY_JUNE21_2","Default",,,,"Bounty","Wanted_22",,,,,,,,,,,,,
"Siege20","true","TID_SIEGE_JUNE21_1","Scrapyard",,,,"Siege","Siege_20","RealCanadian ;D",,,,,,,,,,,,
"Siege21","true","TID_SIEGE_JUNE21_2","Scrapyard",,,,"Siege","Siege_21",,,,,,,,,,,,,
"Knockout11","true","TID_KO_JUNE21_1","Default",,,,"Knockout","Knockout_11",,,,,,,,,,,,,
"Knockout12","true","TID_KO_JUNE21_2","Default",,,,"Knockout","Knockout_12",,,,,,,,,,,,,
"Survival63","true","TID_SHOWDOWN_63","DefaultShowdown",,,,"Showdown","Survival_63","DeterminedDaaf",,,,,,,,,,,,
"SurvivalTeam63","true","TID_SHOWDOWN_63","DefaultShowdown",,,,"DuoShowdown","Survival_63","DeterminedDaaf",,,,,,,,,,,,
"Survival64","true","SD_AUGCOMP3","DefaultShowdown",,,,"Showdown","Survival_64",,,,,,,,,,,,,
"SurvivalTeam64","true","SD_AUGCOMP4","DefaultShowdown",,,,"DuoShowdown","Survival_64",,,,,,,,,,,,,
"Survival65","true","SD_AUGCOMP5","DefaultShowdown",,,,"Showdown","Survival_65",,,,,,,,,,,,,
"SurvivalTeam65","true","SD_AUGCOMP6","DefaultShowdown",,,,"DuoShowdown","Survival_65",,,,,,,,,,,,,
"Survival68","true","TID_SHOWDOWN_69","DefaultShowdown",,,,"Showdown","Survival_69",,,,,,,,,,,,,
"SurvivalTeam68","true","TID_SHOWDOWN_69","DefaultShowdown",,,,"DuoShowdown","Survival_69",,,,,,,,,,,,,
"Knockout13","true","TID_KNOCKOUT_13","Default",,,,"Knockout","Knockout_13","Poierg",,,,,,,,,,,,
"Knockout14","true","KO_AUGCOMP2","Default",,,,"Knockout","Knockout_14",,,,,,,,,,,,,
"Knockout15",,"TID_KNOCKOUT_15","RobotFactory",,,,"Knockout","Knockout_15","JavQuek","true",,,,,,,,,,,
"Heist30","true","TID_HEIST_30","Default",,,,"Heist","Bankheist_30","my name is..",,,,,,,,,,,,
"Heist31","true","HEIST_AUGCOMP2","Default",,,,"Heist","Bankheist_31",,,,,,,,,,,,,
"Heist32","true","TID_HEIST_32","Default",,,,"Heist","Bankheist_32","TooManyPelican",,,,,,,,,,,,
"Wanted23","true","TID_BOUNTY_23","Default",,,,"Bounty","Wanted_23","MagicalAz1",,,,,,,,,,,,
"Wanted24","true","TID_BOUNTY_24","Default",,,,"Bounty","Wanted_24","Edy",,,,,,,,,,,,
"Wanted25","true","BOUNTY_AUGCOMP2","Default",,,,"Bounty","Wanted_25",,,,,,,,,,,,,
"Siege22","true","SIEGE_AUGCOMP1","Scrapyard",,,,"Siege","Siege_22",,,,,,,,,,,,,
"Siege23","true","TID_SIEGE_23","Scrapyard",,,,"Siege","Siege_23","fatbeandee",,,,,,,,,,,,
"Siege24","true","TID_SIEGE_24","Scrapyard",,,,"Siege","Siege_24","DustyBud",,,,,,,,,,,,
"KingOfHill29","true","TID_HOTZONE_29","Default",,,,"KingOfHill","KingOfHill_29","TooManyPelican",,,,,,,,,,,,
"KingOfHill30","true","HZ_AUGCOMP2","Default",,,,"KingOfHill","KingOfHill_30",,,,,,,,,,,,,
"KingOfHill31","true","TID_HOTZONE_31","Default",,,,"KingOfHill","KingOfHill_31","Oblivious | Vibez",,,,,,,,,,,,
"Ball44","true","BB_AUGCOMP1","GrassfieldBeachBall",,,,"BrawlBall","Laserball_44",,,,,,,,,,,,,
"Ball45","true","TID_BRAWLBALL_45","GrassfieldBeachBall",,,,"BrawlBall","Laserball_45","IAmBread",,,,,,,,,,,,
"Ball46","true","TID_BRAWLBALL_46","GrassfieldBeachBall",,,,"BrawlBall","Laserball_46","Oski_01",,,,,,,,,,,,
"Gemgrab45","true","TID_GEMGRAB_45","Default",,,,"GemGrab","Gemgrab_45","Brunoistrash",,,,,,,,,,,,
"Gemgrab46","true","TID_GEMGRAB_46","Default",,,,"GemGrab","Gemgrab_46","Lost Lukas",,,,,,,,,,,,
"Gemgrab47","true","GG_AUGCOMP3","Default",,,,"GemGrab","Gemgrab_47",,,,,,,,,,,,,
"TagTeam1","true","TID_TAGTEAM_1","Default",,,,"TagTeam","TagTeam_1",,,,,,,,,,,,,
"TagTeam2","true","TID_TAGTEAM_2","Default",,,,"TagTeam","TagTeam_2",,,,,,,,,,,,,
"TagTeam3","true","TID_TAGTEAM_3","Default",,,,"TagTeam","TagTeam_3",,,,,,,,,,,,,
"TagTeam4","true","TID_TAGTEAM_4","Default",,,,"TagTeam","TagTeam_4",,,,,,,,,,,,,
"TagTeam5","true","TID_TAGTEAM_5","Default",,,,"TagTeam","TagTeam_5",,,,,,,,,,,,,
"TagTeam6","true","TID_TAGTEAM_6","Default",,,,"TagTeam","TagTeam_6",,,,,,,,,,,,,
"TagTeam7","true","TID_TAGTEAM_7","Default",,,,"TagTeam","TagTeam_7",,,,,,,,,,,,,
"TagTeam8","true","TID_TAGTEAM_8","Default",,,,"TagTeam","TagTeam_8",,,,,,,,,,,,,
"TagTeam9","true","TID_TAGTEAM_9","Default",,,,"TagTeam","TagTeam_9",,,,,,,,,,,,,
"TagTeam10","true","TID_TAGTEAM_10","Default",,,,"TagTeam","TagTeam_10",,,,,,,,,,,,,
"TagTeam11","true","TID_TAGTEAM_11","Default",,,,"TagTeam","TagTeam_11",,,,,,,,,,,,,
"TagTeam12","true","TID_TAGTEAM_12","Default",,,,"TagTeam","TagTeam_12",,,,,,,,,,,,,
"Deathmatch1","true","TID_DEATHMATCH_1","Default",,,,"Deathmatch","Deathmatch_1","Mordeus",,,,,,,,,,,,
"Payload1","true","TID_PAYLOAD_1","Default",,,,"Payload","Payload_1",,,,,,,,,,,,,
"Payload2","true","TID_PAYLOAD_2","Default",,,,"Payload","Payload_2",,,,,,,,,,,,,
"Payload3","true","TID_PAYLOAD_3","Default",,,,"Payload","Payload_3",,,,,,,,,,,,,
"Payload4","true","TID_PAYLOAD_4","Default",,,,"Payload","Payload_4",,,,,,,,,,,,,
"Deathmatch2","true","TID_DEATHMATCH_2","Default",,,,"Deathmatch","Deathmatch_2","Mordeus",,,,,,,,,,,,
"Deathmatch3","true","TID_DEATHMATCH_3","Default",,,,"Deathmatch","Deathmatch_3","Mordeus",,,,,,,,,,,,
"Deathmatch4","true","TID_DEATHMATCH_4","Default",,,,"Deathmatch","Deathmatch_4","Mordeus",,,,,,,,,,,,
"Deathmatch5","true","TID_DEATHMATCH_5","Default",,,,"Deathmatch","Deathmatch_5","Mordeus",,,,,,,,,,,,
"Deathmatch6","true","TID_DEATHMATCH_6","Default",,,,"Deathmatch","Deathmatch_6","Mordeus",,,,,,,,,,,,
"Deathmatch7","true","TID_DEATHMATCH_7","Default",,,,"Deathmatch","Deathmatch_7","Mordeus",,,,,,,,,,,,
"Deathmatch8","true","TID_DEATHMATCH_OLD","Default",,,,"Deathmatch","Knockout_7",,,,,,,,,,,,,
"Deathmatch9","true","TID_DEATHMATCH_OLD","Default",,,,"Deathmatch","Knockout_8",,,,,,,,,,,,,
"Deathmatch10","true","TID_DEATHMATCH_OLD","Default",,,,"Deathmatch","Knockout_9",,,,,,,,,,,,,
"Deathmatch11","true","TID_DEATHMATCH_OLD","Default",,,,"Deathmatch","Knockout_10",,,,,,,,,,,,,
"Gemgrab48","true","TID_GEMGRAB_48","Default",,,,"GemGrab","Gemgrab_48",,,,,,,,,,,,,
"SurvivalTutorial","true","TID_TUTORIAL_SD_FIRST","IslandShowdown",,,,"Showdown","Survival_Tutorial",,"true",,,,,,,,,,,
"Payload5","true","TID_PAYLOAD_5","Default",,,,"Payload","Payload_5","Mordeus",,,,,,,,,,,,
"Payload6","true","TID_PAYLOAD_6","Default",,,,"Payload","Payload_6","Mordeus",,,,,,,,,,,,
"Payload7","true","TID_PAYLOAD_7","Default",,,,"Payload","Payload_7","Mordeus",,,,,,,,,,,,
"Payload8","true","TID_PAYLOAD_8","Default",,,,"Payload","Payload_8","Mordeus",,,,,,,,,,,,
"Payload9","true","TID_PAYLOAD_9","Default",,,,"Payload","Payload_9","Mordeus",,,,,,,,,,,,
"Payload10","true","TID_PAYLOAD_10","Default",,,,"Payload","Payload_10","Mordeus",,,,,,,,,,,,
"Payload11","true","TID_PAYLOAD_11","Default",,,,"Payload","Payload_11","Mordeus",,,,,,,,,,,,
"Payload12","true","TID_PAYLOAD_12","Default",,,,"Payload","Payload_12","Mordeus",,,,,,,,,,,,
"Payload13","true","TID_PAYLOAD_13","Default",,,,"Payload","Payload_13","Mordeus",,,,,,,,,,,,
"Payload14","true","TID_PAYLOAD_14","Default",,,,"Payload","Payload_14","Mordeus",,,,,,,,,,,,
"Payload15","true","TID_PAYLOAD_15","Default",,,,"Payload","Payload_15","Mordeus",,,,,,,,,,,,
"Gemgrab49",,"TID_GEMGRAB_49","FightingGame",,,,"GemGrab","Gemgrab_49","Mordeus",,,,,,,,,,,,
"Ball47",,"TID_BRAWLBALL_47","Grassfield",,,,"BrawlBall","Laserball_47","Mordeus",,,,,,,,,,,,
"Knockout16","true","TID_KNOCKOUT_16","Default",,,,"Knockout","Knockout_16","iLast","true",,,,,,,,,,,
"Knockout17","true","TID_KNOCKOUT_17","Default",,,,"Knockout","Knockout_17",,,,,,,,,,,,,
"KingOfHill32","true","TID_HOTZONE_32","Default",,,,"KingOfHill","KingOfHill_32","Dr. No",,,,,,,,,,,,
"Ball48","true","TID_BRAWLBALL_48","GrassfieldBeachBall",,,,"BrawlBall","Laserball_48","Volt",,,,,,,,,,,,
"Gemgrab50","true","TID_GEMGRAB_50","Default",,,,"GemGrab","Gemgrab_50","Shroky",,,,,,,,,,,,
"Gemgrab51","true","TID_GEMGRAB_51","Default",,,,"GemGrab","Gemgrab_51","Schnauzer",,,,,,,,,,,,
"Survival69","true","TID_SHOWDOWN_69","DefaultShowdown",,,,"Showdown","Survival_69","gradient33",,,,,,,,,,,,
"SurvivalTeam69","true","TID_SHOWDOWN_69","DefaultShowdown",,,,"DuoShowdown","Survival_69","gradient33",,,,,,,,,,,,
"Survival70","true","TID_SHOWDOWN_70","DefaultShowdown",,,,"Showdown","Survival_70",,,,,,,,,,,,,
"SurvivalTeam70","true","TID_SHOWDOWN_70","DefaultShowdown",,,,"DuoShowdown","Survival_70",,,,,,,,,,,,,
"Invasion1","true","TID_INVASION_1","Default",,,,"Invasion","Invasion_1","Mordeus",,,,,,,,,,,,
"Invasion2","true","TID_INVASION_2","Default",,,,"Invasion","Invasion_2","Mordeus",,,,,,,,,,,,
"Invasion3","true","TID_INVASION_3","Default",,,,"Invasion","Invasion_3","Mordeus",,,,,,,,,,,,
"Invasion4","true","TID_INVASION_4","Default",,,,"Invasion","Invasion_4","Mordeus",,,,,,,,,,,,
"Invasion5","true","TID_INVASION_5","Default",,,,"Invasion","Invasion_5","Mordeus",,,,,,,,,,,,
"Invasion6","true","TID_INVASION_6","Default",,,,"Invasion","Invasion_6","Mordeus",,,,,,,,,,,,
"Invasion7","true","TID_INVASION_7","Default",,,,"Invasion","Invasion_7","Mordeus",,,,,,,,,,,,
"Invasion8","true","TID_INVASION_8","Default",,,,"Invasion","Invasion_8","Mordeus",,,,,,,,,,,,
"Invasion9","true","TID_INVASION_9","Default",,,,"Invasion","Invasion_9","Mordeus",,,,,,,,,,,,
"Invasion10","true","TID_INVASION_10","Default",,,,"Invasion","Invasion_10","Mordeus",,,,,,,,,,,,
"Invasion11","true","TID_INVASION_11","Default",,,,"Invasion","Invasion_11","Mordeus",,,,,,,,,,,,
"Invasion12","true","TID_INVASION_12","Default",,,,"Invasion","Invasion_12","Mordeus",,,,,,,,,,,,
"Invasion13","true","TID_INVASION_13","Default",,,,"Invasion","Invasion_13","Mordeus",,,,,,,,,,,,
"Invasion14","true","TID_INVASION_14","Default",,,,"Invasion","Invasion_14","Mordeus",,,,,,,,,,,,
"Invasion15","true","TID_INVASION_15","Default",,,,"Invasion","Invasion_15","Mordeus",,,,,,,,,,,,
"Invasion16","true","TID_INVASION_16","Default",,,,"Invasion","Invasion_16","Mordeus",,,,,,,,,,,,
"KingOfHill33",,"TID_HOTZONE_33","SnowtelXmas",,,,"KingOfHill","KingOfHill_33",,"true",,,,,,,,,,,
"Knockout18",,"TID_KNOCKOUT_18","StarrToonsStudio",,,,"Knockout","Knockout_18","Oski_01","true",,,,,,,,,,,
"Knockout19","true","TID_KNOCKOUT_19","Default",,,,"Knockout","Knockout_19",,"true",,,,,,,,,,,
"Heist33","true","TID_BANKHEIST_31","Default",,,,"Heist","Bankheist_33",,,,,,,,,,,,,
"Ball49","true","TID_BRAWLBALL_49","Grassfield",,,,"BrawlBall","Laserball_49",,,,,,,,,,,,,
"Ball50","true","TID_BRAWLBALL_50","Grassfield",,,,"BrawlBall","Laserball_50",,,,,,,,,,,,,
"Ball51","true","TID_BRAWLBALL_51","Grassfield",,,,"BrawlBall","Laserball_51",,,,,,,,,,,,,
"Ball52","true","TID_BRAWLBALL_52","Grassfield",,,,"BrawlBall","Laserball_52",,,,,,,,,,,,,
"SurvivalTeam71","true","TID_SHOWDOWN_71","DefaultShowdown",,,,"DuoShowdown","Survival_71","William Spencer",,,,,,,,,,,,
"SurvivalTeam72","true","TID_SHOWDOWN_72","DefaultShowdown",,,,"DuoShowdown","Survival_72","Stunt Freaks Team",,,,,,,,,,,,
"SurvivalTeam73","true","TID_SHOWDOWN_73","DefaultShowdown",,,,"DuoShowdown","Survival_73","Charles Poujade",,,,,,,,,,,,
"DeathmatchFFA1",,"TID_DEATHMATCH_FFA_1","RobotFactoryShowdown",,,,"DeathmatchFFA","DeathmatchFFA_1","Mordeus",,,,,,,,,,,,
"DeathmatchFFA2",,"TID_DEATHMATCH_FFA_2","RobotFactoryShowdown",,,,"DeathmatchFFA","DeathmatchFFA_2","Mordeus",,,,,,,,,,,,
"DeathmatchFFA3","true","TID_DEATHMATCH_FFA_3","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_3","Mordeus",,,,,,,,,,,,
"DeathmatchFFA4","true","TID_DEATHMATCH_FFA_4","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_4","Mordeus",,,,,,,,,,,,
"DeathmatchFFA5","true","TID_DEATHMATCH_FFA_5","DefaultShowdown",,,,"DeathmatchFFA","DeathmatchFFA_5","Mordeus",,,,,,,,,,,,
"DeathmatchFFA6",,"TID_DEATHMATCH_FFA_6","RobotFactoryShowdown",,,,"DeathmatchFFA","DeathmatchFFA_6","Mordeus",,,,,,,,,,,,
"DeathmatchFFA7",,"TID_DEATHMATCH_FFA_7","RobotFactoryShowdown",,,,"DeathmatchFFA","DeathmatchFFA_7","DustyBud",,,,,,,,,,,,
"Ball441","true","TID_BRAWLBALL_441","Grassfield",,,,"BrawlBall","Laserball_441","Mordeus",,,,,,,,,,,,
"Ball442","true","TID_BRAWLBALL_442","Grassfield",,,,"BrawlBall","Laserball_442",,,,,,,,,,,,,
"Knockout441","true","TID_KNOCKOUT_441","Default",,,,"Knockout","Knockout_441","Mordeus",,,,,,,,,,,,
"Knockout442",,"TID_KNOCKOUT_442","FightingGame",,,,"Knockout","Knockout_442","Ascend","true",,,,,,,,,,,
"Heist441","true","TID_BANKHEIST_441","Default",,,,"Heist","Bankheist_441","Mordeus",,,,,,,,,,,,
"Heist442","true","TID_BANKHEIST_442","Default",,,,"Heist","Bankheist_442","Milk",,,,,,,,,,,,
"Gemgrab441","true","TID_GEMGRAB_441","Default",,,,"GemGrab","Gemgrab_441","Mordeus",,,,,,,,,,,,
"Gemgrab442","true","TID_GEMGRAB_442","Default",,,,"GemGrab","Gemgrab_442","Mordeus",,,,,,,,,,,,
"Wanted441","true","TID_BOUNTY_441","Default",,,,"Bounty","Wanted_441","Mordeus",,,,,,,,,,,,
"Wanted442","true","TID_BOUNTY_442","Default",,,,"Bounty","Wanted_442","Mordeus",,,,,,,,,,,,
"KingOfHill441","true","TID_HOTZONE_441","Default",,,,"KingOfHill","KingOfHill_441","Mordeus",,,,,,,,,,,,
"KingOfHill442","true","TID_HOTZONE_442","Default",,,,"KingOfHill","KingOfHill_442","Mordeus",,,,,,,,,,,,
"Survival441","true","TID_SHOWDOWN_441","DefaultShowdown",,,,"Showdown","Survival_441","1nV1NC3abl",,,,,,,,,,,,
"SurvivalTeam441","true","TID_SHOWDOWN_441","DefaultShowdown",,,,"DuoShowdown","Survival_441","1nV1NC3abl",,,,,,,,,,,,
"Survival442","true","TID_SHOWDOWN_442","DefaultShowdown",,,,"Showdown","Survival_442","iLast",,,,,,,,,,,,
"SurvivalTeam442","true","TID_SHOWDOWN_442","DefaultShowdown",,,,"DuoShowdown","Survival_442","iLast",,,,,,,,,,,,
"LastStand1","true","TID_LAST_STAND_1","DefaultShowdown",,,,"LastStand","LastStand_1","Mordeus",,,,,,,,,,,,
"LastStand2","true","TID_LAST_STAND_2","DefaultShowdown",,,,"LastStand","LastStand_2","Mordeus",,,,,,,,,,,,
"LastStand3","true","TID_LAST_STAND_3","DefaultShowdown",,,,"LastStand","LastStand_3","Mordeus",,,,,,,,,,,,
"LastStand4","true","TID_LAST_STAND_4","DefaultShowdown",,,,"LastStand","LastStand_4","Mordeus",,,,,,,,,,,,
"LastStand5","true","TID_LAST_STAND_5","DefaultShowdown",,,,"LastStand","LastStand_5","Mordeus",,,,,,,,,,,,
"LastStand6","true","TID_LAST_STAND_6","DefaultShowdown",,,,"LastStand","LastStand_6","Mordeus",,,,,,,,,,,,
"ReachExit1","true","TID_LAST_STAND_1","DefaultShowdown",,,,"ReachExit","ReachExit_1",,"false","true",,,,,,,,,,
"Gemgrab471","true","TID_GEMGRAB_471","Default",,,,"GemGrab","Gemgrab_471",,,,,,,,,,,,,
"TagTeam471","true","TID_TAGTEAM_471","Default",,,,"TagTeam","TagTeam_471","Mordeus",,,,,,,,,,,,
"TagTeam472","true","TID_TAGTEAM_472","Default",,,,"TagTeam","TagTeam_472","Mordeus",,,,,,,,,,,,
"TagTeam473","true","TID_TAGTEAM_473","Default",,,,"TagTeam","TagTeam_473","Mordeus",,,,,,,,,,,,
"TagTeam474","true","TID_TAGTEAM_474","Default",,,,"TagTeam","TagTeam_474","Mordeus",,,,,,,,,,,,
"TagTeam475","true","TID_TAGTEAM_475","Default",,,,"TagTeam","TagTeam_475","Mordeus",,,,,,,,,,,,
"TagTeam476","true","TID_TAGTEAM_476","Default",,,,"TagTeam","TagTeam_476","Mordeus",,,,,,,,,,,,
"TagTeam477","true","TID_TAGTEAM_477","Default",,,,"TagTeam","TagTeam_477","Volt",,,,,,,,,,,,
"Wanted481","true","TID_BOUNTY_481","Default",,,,"Bounty","Wanted_481",,,,,,,,,,,,,
"Gemgrab481","true","TID_GEMGRAB_481","Default",,,,"GemGrab","Gemgrab_481","BLAST",,,,,,,,,,,,
"Wanted482","true","TID_BOUNTY_482","Default",,,,"Bounty","Wanted_482","Square Lord",,,,,,,,,,,,
"Heist481","true","TID_HEIST_481","Default",,,,"Heist","Bankheist_481","iLast",,,,,,,,,,,,
"KingOfHill481","true","TID_HOTZONE_481","Default",,,,"KingOfHill","KingOfHill_481","Square Lord",,,,,,,,,,,,
"Knockout481",,"TID_KNOCKOUT_481","SnowtelXmas",,,,"Knockout","Knockout_481","Oski 01",,,,,,,,,,,,
"Survival481","true","TID_SHOWDOWN_481","DefaultShowdown",,,,"Showdown","Survival_481","Blityc",,,,,,,,,,,,
"SurvivalTeam481","true","TID_SHOWDOWN_481","DefaultShowdown",,,,"DuoShowdown","Survival_481","Blityc",,,,,,,,,,,,
"Gemgrab482","true","TID_GEMGRAB_482","Default",,,,"GemGrab","Gemgrab_482","Mordeus",,,,,,,,,,,,
"Wanted483","true","TID_BOUNTY_483","Default",,,,"Bounty","Wanted_483","Mordeus",,,,,,,,,,,,
"Heist482","true","TID_HEIST_482","Default",,,,"Heist","Bankheist_482","Mordeus",,,,,,,,,,,,
"KingOfHill482","true","TID_HOTZONE_482","Default",,,,"KingOfHill","KingOfHill_482","Mordeus",,,,,,,,,,,,
"Knockout482","true","TID_KNOCKOUT_482","Default",,,,"Knockout","Knockout_482","Mordeus",,,,,,,,,,,,
"Survival482","true","TID_SHOWDOWN_482","DefaultShowdown",,,,"Showdown","Survival_482","Mordeus",,,,,,,,,,,,
"SurvivalTeam482","true","TID_SHOWDOWN_482","DefaultShowdown",,,,"DuoShowdown","Survival_482","Mordeus",,,,,,,,,,,,
"Ball481","true","TID_BRAWLBALL_481","Grassfield",,,,"BrawlBall","Laserball_481","Blityc",,,,,,,,,,,,
"Ball482","true","TID_BRAWLBALL_482","Grassfield",,,,"BrawlBall","Laserball_482","Mordeus",,,,,,,,,,,,
"TagTeam481","true","TID_TAGTEAM_481","Default",,,,"TagTeam","TagTeam_481",,,,,,,,,,,,,
"TagTeam482","true","TID_TAGTEAM_482","Default",,,,"TagTeam","TagTeam_482",,,,,,,,,,,,,
"TagTeam483","true","TID_TAGTEAM_483","Default",,,,"TagTeam","TagTeam_483",,,,,,,,,,,,,
"TagTeam484","true","TID_TAGTEAM_484","Default",,,,"TagTeam","TagTeam_484",,,,,,,,,,,,,
"BasketBrawl481","true","TID_BASKET_481","Rooftop",,,,"BasketBrawl","BasketBrawl_481",,,,,,,,,,,,,
"BasketBrawl482","true","TID_BASKET_482","Rooftop",,,,"BasketBrawl","BasketBrawl_482",,,,,,,,,,,,,
"BasketBrawl483","true","TID_BASKET_483","Rooftop",,,,"BasketBrawl","BasketBrawl_483",,,,,,,,,,,,,
"BasketBrawl484","true","TID_BASKET_484","Rooftop",,,,"BasketBrawl","BasketBrawl_484",,,,,,,,,,,,,
"VolleyBrawl491","true","TID_VOLLEY_491","Grassfield",,,,"VolleyBrawl","VolleyBrawl_491","Mordeus",,,,,,,,,,,,
"VolleyBrawl492","true","TID_VOLLEY_492","Grassfield",,,,"VolleyBrawl","VolleyBrawl_492","Mordeus",,,,,,,,,,,,
"VolleyBrawl493","true","TID_VOLLEY_493","Grassfield",,,,"VolleyBrawl","VolleyBrawl_493","Mordeus",,,,,,,,,,,,
"VolleyBrawl494","true","TID_VOLLEY_494","Grassfield",,,,"VolleyBrawl","VolleyBrawl_494","Mordeus",,,,,,,,,,,,
"VolleyBrawl495","true","TID_VOLLEY_495","Grassfield",,,,"VolleyBrawl","VolleyBrawl_495","Mordeus",,,,,,,,,,,,
"TagTeam491","true","TID_TAGTEAM_491","Default",,,,"TagTeam","TagTeam_491","Mordeus",,,,,,,,,,,,
"TagTeam492","true","TID_TAGTEAM_492","BizarreCircus",,,,"TagTeam","TagTeam_492","Mordeus",,,,,,,,,,,,
"TagTeam493","true","TID_TAGTEAM_493","Default",,,,"TagTeam","TagTeam_493","Mordeus",,,,,,,,,,,,
"TagTeam494","true","TID_TAGTEAM_494","Default",,,,"TagTeam","TagTeam_494","Mordeus",,,,,,,,,,,,
"TagTeam495","true","TID_TAGTEAM_495","Default",,,,"TagTeam","TagTeam_495","Mordeus",,,,,,,,,,,,
"Payload16","true","TID_PAYLOAD_16","Default",,,,"Payload","Payload_16","Mordeus",,,,,,,,,,,,
"Payload17","true","TID_PAYLOAD_17","Default",,,,"Payload","Payload_17","Mordeus",,,,,,,,,,,,
"Payload18","true","TID_PAYLOAD_18","Default",,,,"Payload","Payload_18","Mordeus",,,,,,,,,,,,
"Payload19","true","TID_PAYLOAD_19","Default",,,,"Payload","Payload_19","Mordeus",,,,,,,,,,,,
"Payload20","true","TID_PAYLOAD_20","Default",,,,"Payload","Payload_20","Mordeus",,,,,,,,,,,,
"Payload21","true","TID_PAYLOAD_21","Default",,,,"Payload","Payload_21","Mordeus",,,,,,,,,,,,
"Wanted501","true","TID_DEATHMATCH_1","Default",,,,"Bounty","Deathmatch_1","Mordeus",,,,,,,,,,,,
"Wanted502","true","TID_DEATHMATCH_5","Default",,,,"Bounty","Deathmatch_5","Mordeus",,,,,,,,,,,,
"Deathmatch501","true","TID_WANTED_8","Default",,,,"Deathmatch","Wanted_8",,"true",,,,,,,,,,,
"Deathmatch502","true","TID_WANTED_9","Default",,,,"Deathmatch","Wanted_9","thelucas2000","true",,,,,,,,,,,
"Deathmatch503","true","TID_WANTED_14","Default",,,,"Deathmatch","Wanted_14",,"true",,,,,,,,,,,
"Deathmatch504","true","TID_WANTED_13","Default",,,,"Deathmatch","Wanted_13","OwenReds","true",,,,,,,,,,,
"Deathmatch505",,"TID_WANTED_7","SnowtelXmas",,,,"Deathmatch","Wanted_7",,"true",,,,,,,,,,,
"Deathmatch506",,"TID_WANTED_6","RobotFactory",,,,"Deathmatch","Wanted_6",,"true",,,,,,,,,,,
"Payload501","true","TID_PAYLOAD_501","Default",,,,"Payload","Payload_501","Mordeus",,,,,,,,,,,,
"Payload502","true","TID_PAYLOAD_502","Default",,,,"Payload","Payload_502","Mordeus",,,,,,,,,,,,
"Payload503","true","TID_PAYLOAD_503","Default",,,,"Payload","Payload_503","Mordeus",,,,,,,,,,,,
"Payload504","true","TID_PAYLOAD_504","Default",,,,"Payload","Payload_504","Mordeus",,,,,,,,,,,,
"BossRace501","true","TID_BOSS_RACE_501","DefaultShowdown",,,,"Takedown","BossRace_501","Mordeus",,,,,,,,,,,,
"BossRace502","true","TID_BOSS_RACE_502","DefaultShowdown",,,,"Takedown","BossRace_502","Mordeus",,,,,,,,,,,,
"BossRace503","true","TID_BOSS_RACE_503","DefaultShowdown",,,,"Takedown","BossRace_503","Mordeus",,,,,,,,,,,,
"BossRace504","true","TID_BOSS_RACE_504","DefaultShowdown",,,,"Takedown","BossRace_504","Mordeus",,,,,,,,,,,,
"Deathmatch511","true","TID_DEATHMATCH_511","Default",,,,"Deathmatch","Deathmatch_511",,,,,,,,,,,,,
"Deathmatch512",,"TID_DEATHMATCH_512","SnowtelXmas",,,,"Deathmatch","Deathmatch_512","Gandalf",,,,,,,,,,,,
"Ball511","true","TID_BRAWLBALL_511","BBArena",,,,"BrawlBall","Laserball_511","1nV1NC3abl",,,,,,,,,,,,
"Gemgrab511",,"TID_GEMGRAB_511","SnowtelXmas",,,,"GemGrab","Gemgrab_511","STB",,,,,,,,,,,,
"Gemgrab512","true","TID_GEMGRAB_512","Default",,,,"GemGrab","Gemgrab_512",,,,,,,,,,,,,
"Ball5v1",,"TID_BRAWLBALL_5V5_1","IceIslandShowdownBB",,,,"BrawlBall5v5","Laserball5v5_1",,,,,,,,,,,,,
"Ball5v2",,"TID_BRAWLBALL_5V5_2","IceIslandShowdownBB",,,,"BrawlBall5v5","Laserball5v5_2",,,,,,,,,,,,,
"Ball5v3",,"TID_BRAWLBALL_5V5_3","IceIslandShowdownBB",,,,"BrawlBall5v5","Laserball5v5_3",,,,,,,,,,,,,
"Gemgrab5v1","true","TID_GEMGRAB_5V5_1","IceIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_1",,,,,,,,,,,,,
"Gemgrab5v2",,"TID_GEMGRAB_5V5_2","IceIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_2",,,,,,,,,,,,,
"Gemgrab5v3",,"TID_GEMGRAB_5V5_3","IceIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_2m_1",,,,,,,,,,,,,
