Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectUlti,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation
BarkeepTrueSilver,Barkeep,barkeep_geo.scw,,,barley_base_cam.scw,barley_intro_pose.scw,,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,BarkeepWin,BarkeepWinloop,BarkeepLose,BarkeepLoseloop,BarkeepWin,BarkeepWinloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,,BarkeepIdle,BarkeepIdle,BarkeepProfile,,,BarkeepIntro,BarkeepIdle,,,,BarkeepSecondary,BarkeepRecoil,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
BaseballZombibi,Baseball,bibi_zombibi_geo.scw,,,bibi_base_cam.scw,emz_intro_pose.scw,,BibiIdle,BibiWalk,BibiPrimary,BibiSecondary,BibiRecoil,,BibiRecoil2,,,BibiPushback,BibiWin,BibiWinloop,BibiLose,BibiLoseloop,BibiWin,BibiWinloop,BibiIdle,BibiWin,BibiWinloop,BibiWin,,BibiIdle,BibiIdle,BibiProfile,BibiWinloop,,BibiProfile,BibiIdle,,,,,,Bibi003Still,Bibi003Still,Bibi003Win,Bibi003WinLoop,Bibi003Lose,Bibi003LoseLoop,Bibi003Win,Bibi003WinLoop,Bibi003WinLoop,Bibi003Win,Bibi003WinLoop,Bibi003Win,Bibi003Still,Bibi003Still,,,,,,,,,,,Bibi003UltiProjectile,bibi_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeTrueGold,TrickshotDude,rico_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoWin,RicoWinloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,,RicoIdle,RicoIdle,RicoProfile,,,RicoProfile,RicoIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,rico_def_atk,gen_gold_atk_single_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
TrickshotDudeSilver,TrickshotDude,rico_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoWin,RicoWinloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,,RicoIdle,RicoIdle,RicoProfile,,,RicoProfile,RicoIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
HammerDudeGold,HammerDude,frank_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankWin,FrankWinloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,,FrankIdle,FrankIdle,FrankProfile,,,FrankIntro,FrankIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,frank_def_atk,gen_gold_atk_single,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
HammerDudeSilver,HammerDude,frank_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankWin,FrankWinloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,,FrankIdle,FrankIdle,FrankProfile,,,FrankIntro,FrankIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,frank_def_atk,,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
UndertakerGold,Undertaker,mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,,,,,,,gen_gold_atk_mortis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
UndertakerSilver,Undertaker,mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
UndertakerHatGold,Undertaker,mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,,,,,,,gen_gold_atk_mortis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
UndertakerHatSilver,Undertaker,mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
IceDudeDefault,IceDude,lou_geo.scw,,,lou_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouWin,LouWinloop,LouLose,LouLoseloop,LouWin,LouWinloop,LouIdle,LouWin,LouWinloop,LouWin,,LouIdle,LouIdle,LouPortrait,,,LouIdle,LouIdle,,,,,,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,LouLose,LouLoseLoop,LouWin,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,LouWin,LouStill,LouStill,,,,,,,,,,,,lou_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeKing,IceDude,lou_king_geo.scw,,,lou_king_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouAttack,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouKingWin,LouKingWinloop,LouKingLose,LouKingLoseloop,LouKingWin,LouKingWinloop,LouIdle,LouKingWin,LouKingWinloop,LouKingWin,,LouIdle,LouIdle,LouKingPortrait,,,LouIdle,LouIdle,,,,,,Lou002WinLoop,Lou002WinLoop,Lou002Win,Lou002WinLoop,Lou002Lose,Lou002LoseLoop,Lou002Win,Lou002WinLoop,Lou002WinLoop,Lou002Win,Lou002WinLoop,Lou002Win,Lou002Still,Lou002Still,,,,,,,,,Lou002Projectile,,Lou002UltiProjectile,lou_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyLine,Speedy,max_cony_geo.scw,,,max_cony_portrait.scw,emz_intro_pose.scw,,MaxLineIdle,MaxLineWalk,MaxLinePrimary,MaxLineSecondary,MaxLineRecoil,,MaxLineSecondaryRecoil,,MaxLineReload,MaxLinePushback,MaxLineWin,MaxLineWinloop,MaxLineLose,MaxLineLoseloop,MaxLineWin,MaxLineWinloop,MaxLineIdle,MaxLineWin,MaxLineWinloop,MaxLineWin,,MaxLineIdle,MaxLineIdle,MaxLinePortrait,,,MaxLinePortrait,MaxLineIdle,,,,,,Max002WinLoop,Max002WinLoop,Max002Win,Max002WinLoop,Max002Lose,Max002LoseLoop,Max002Win,Max002WinLoop,Max002WinLoop,Max002Win,Max002WinLoop,Max002Win,Max002Still,Max002Still,max_002_lobby_sparkle,max_002_lobby_sparkle,max_002_lobby_sparkle,max_002_lobby_sparkle,max_002_lobby_sad_tears,,,,Max002Projectile,,,max_002_atk,,,,,max_002_use,max_002_ulti_use,,,,,,,,,,,,,,,LL_Kill,No_vo,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,No_vo,,,,,,,,,,,,,,,,,
ControllerLine,Controller,nani_line_friends_geo.scw,,,nani_line_friends_portrait.scw,emz_intro_pose.scw,,NaniLineIdle,NaniLineWalk,NaniLineAttack,NaniLineSecondary,NaniLineRecoil,,,,NaniLineReload,NaniLinePushback,NaniLineWin,NaniLineWinloop,NaniLineLose,NaniLineLoseloop,NaniLineWin,NaniLineWinloop,NaniLineIdle,NaniLineWin,NaniLineWinloop,NaniLineWin,,NaniLineIdle,NaniLineIdle,NaniLinePortrait,,,NaniLineIdle,NaniLineIdle,,,,,,Nani002Still,Nani002Still,Nani002Win,Nani002WinLoop,Nani002Lose,Nani002LoseLoop,Nani002Win,Nani002WinLoop,Nani002WinLoop,Nani002Win,Nani002WinLoop,Nani002Win,Nani002Still,Nani002Still,,,,,,true,true,,Nani003Projectile,,Nani003UltiProjectile,jessie_003_atk,,,,,leon_003_atk,,,,,,,,,,,,,,,,LL_Kill,No_vo,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,No_vo,,,,,,,,,,,,,,,,,
SniperLine,Sniper,piper_line_friends_geo.scw,,piper_gadget_pistol_geo.scw,piper_line_friends_portrait.scw,emz_intro_pose.scw,,SniperLineIdle,SniperLineWalk,SniperLineAttack,SniperLineSecondary,SniperLineRecoil,,SniperLineRecoil,,SniperLineReload,SniperLinePushback,SniperLineWin,SniperLineWinloop,SniperLineLose,SniperLineLoseloop,SniperLineWin,SniperLineWinloop,SniperLineIdle,SniperLineWin,SniperLineWinloop,SniperLineWin,,SniperLineIdle,SniperLineIdle,SniperLineProfile,,,SniperLineProfile,SniperLineIdle,,,,SniperGadgetPistolAttack,SniperGadgetPistolRecoil,PiperStillOpen,PiperStillOpen,Piper003Win,Piper003WinLoop,Piper003Lose,Piper003LoseLoop,Piper003Win,Piper003WinLoop,Piper003WinLoop,Piper003Win,Piper003WinLoop,Piper003Win,PiperStillClosed,PiperStillClosed,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerLineAddon,,peep_line_friends_geo.scw,,,,,,PeepLineIdle,,,,,,,,,,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,PeepLineIdle,,PeepLineIdle,PeepLineIdle,PeepPortrait,,,PeepPortrait,PeepLineIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeSnowtel,TntDude,dynamike_groom_geo.scw,,,dynamike_groom_portrait.scw,emz_intro_pose.scw,,DynamikeGroomIdle,DynamikeGroomWalk,DynamikeGroomPrimary,DynamikeGroomSecondary,DynamikeGroomRecoil,,DynamikeGroomUlti,,DynamikeGroomReload,DynamikeGroomPushback,DynamikeGroomWin,DynamikeGroomWinloop,DynamikeGroomLose,DynamikeGroomLoseloop,DynamikeGroomWin,DynamikeGroomWinloop,DynamikeGroomIdle,DynamikeGroomWin,DynamikeGroomWinloop,DynamikeGroomWin,,DynamikeGroomIdle,DynamikeGroomIdle,DynamikeGroomProfile,,,DynamikeGroomProfile,DynamikeGroomIdle,,,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWin,DynaWinLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,DynaStill,,,,,,,true,true,Mike006Projectile,,Mike006UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SafeRed,,heist_safe_red.scw,,,portrait_cam.scw,emz_intro_pose.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnakeOilDefault,SnakeOil,byron_geo.scw,,piper_gadget_pistol_geo.scw,byron_base_cam.scw,emz_intro_pose.scw,,ByronIdle,ByronWalk,ByronAttack,ByronSuper,ByronRecoil,,ByronSuperRecoil,,,ByronPushback,ByronWin,ByronWinloop,ByronLose,ByronLoseloop,ByronWin,ByronWinloop,ByronIdle,ByronWin,ByronWinloop,ByronWin,,ByronIdle,ByronIdle,ByronProfile,,,ByronIdle,ByronIdle,,,,SniperGadgetPistolAttack,SniperGadgetPistolRecoil,ByronWin,ByronWin,ByronWin,ByronWinLoop,ByronLose,ByronLoseLoop,ByronWin,ByronWinLoop,ByronWinLoop,ByronWin,ByronWinLoop,ByronWin,ByronStill,ByronStill,,,,,,,true,true,,,,byron_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnragerDefault,Enrager,edgar_geo.scw,,,edgar_base_cam.scw,emz_intro_pose.scw,,EdgarIdle,EdgarWalk,EdgarAttack,EdgarSuper,EdgarRecoil,,EdgarSuper,,,EdgarPushback,EdgarWin,EdgarWinloop,EdgarLose,EdgarLoseloop,EdgarWin,EdgarWinloop,EdgarIdle,EdgarWin,EdgarWinloop,EdgarWin,,EdgarIdle,EdgarIdle,EdgarProfile,,,EdgarIdle,EdgarIdle,,,,,,EdgarWin,EdgarWin,EdgarWin,EdgarWinLoop,EdgarLose,EdgarLoseLoop,EdgarWin,EdgarWinLoop,EdgarWinLoop,EdgarWin,EdgarWinLoop,EdgarWin,EdgarStill,EdgarStill,,,,,,,true,,,,,edgar_def_atk,,,,,,edgar_def_ulti,edgar_def_ultiEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlowerNutcracker,Blower,gale_nutcracker_geo.scw,,,gale_base_cam.scw,emz_intro_pose.scw,,GaleNutcrackerIdle,GaleNutcrackerWalk,GaleNutcrackerPrimary,GaleNutcrackerPrimary,GaleNutcrackerRecoil,,GaleNutcrackerRecoil,,GaleNutcrackerIdle,GaleNutcrackerPushback,GaleNutcrackerWin,GaleNutcrackerWinloop,GaleNutcrackerLose,GaleNutcrackerLoseloop,GaleNutcrackerWin,GaleNutcrackerWinloop,GaleNutcrackerIdle,GaleNutcrackerWin,GaleNutcrackerWinloop,GaleNutcrackerWin,,GaleNutcrackerIdle,GaleNutcrackerIdle,GalePortrait,GaleNutcrackerWinloop,,GaleNutcrackerIdle,GaleNutcrackerIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Gale003Projectile,,Gale003UltiProjectile,gale_003_atk,,gale_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RocketGirlOg,RocketGirl,brock_redux_geo.scw,,,brock_base_cam.scw,emz_intro_pose.scw,,BrockReduxIdle,BrockReduxWalk,BrockReduxPrimary,BrockReduxSecondary,BrockReduxRecoil,,BrockReduxRecoil2,,BrockReduxIdle,BrockReduxPushback,BrockBoomboxWinIntro,BrockBoomboxWin,BrockReduxLose,BrockReduxLoseloop,BrockBoomboxWinIntro,BrockBoomboxWin,BrockReduxIdle,BrockBoomboxWinIntro,BrockBoomboxWin,BrockBoomboxWin,,BrockReduxIdle,BrockReduxIdle,BrockReduxProfile,,,BrockReduxProfile,BrockReduxIdle,,,,,,Brock002Still,Brock002Still,Brock002Win,Brock002WinLoop,Brock002Lose,Brock002LoseLoop,Brock002Win,Brock002WinLoop,Brock002WinLoop,Brock002Win,Brock002WinLoop,Brock002Win,Brock002Still,Brock002Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombDudeSnowman,ClusterBombDude,tick_snowman_geo.scw,,,tick_base_cam.scw,emz_intro_pose.scw,,TickSnowmanIdle,TickSnowmanWalk,TickSnowmanPrimary,TickSnowmanSecondary,TickSnowmanRecoil,,TickSnowmanUltRecoil,,TickSnowmanIdle,TickSnowmanIdle,TickSnowmanWin,TickSnowmanWinloop,TickSnowmanLose,TickSnowmanLoseloop,TickSnowmanWin,TickSnowmanWinloop,TickSnowmanIdle,TickSnowmanWin,TickSnowmanWinloop,TickSnowmanWin,,TickSnowmanIdle,TickSnowmanIdle,TickProfile,TickSnowmanIdle,,TickProfile,TickSnowmanIdle,,,,,,Tick003Still,Tick003Still,Tick003Win,Tick003WinLoop,Tick003Lose,Tick003LoseLoop,Tick003Win,Tick003WinLoop,Tick003WinLoop,Tick003Win,Tick003WinLoop,Tick003Win,Tick003Still,Tick003Still,,,,,,,true,true,Tick003Projectile,,Tick003UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tick_003_moving,,,,,,,
HammerDudeXmas,HammerDude,frank_xmas_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankXmasIdle,FrankXmasWalk,FrankXmasPrimary,FrankXmasSecondary,FrankXmasRecoil,,FrankXmasRecoil2,,FrankReloading,FrankXmasPushback,FrankXmasWin,FrankXmasWinloop,FrankXmasLose,FrankXmasLoseloop,FrankXmasWin,FrankXmasWinloop,FrankXmasIdle,FrankXmasWin,FrankXmasWinloop,FrankXmasWin,,FrankXmasIdle,FrankXmasIdle,FrankXmasProfile,FrankXmasIdle,,FrankXmasIntro,FrankXmasIdle,,,,,,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,frank_003_lobby,frank_003_lobby,frank_003_lobby,frank_003_lobby,,,,,,,,frank_003_atk,,frank_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeWarrior,BowDude,bo_warrior_geo.scw,,,bo_base_cam.scw,emz_intro_pose.scw,,BoWarriorIdle,BoWarriorWalk,BowGuyAttack,BowGuySecondary,BowGuyRecoil,,BowGuyRecoil2,,,BoWarriorIdle,BoWarriorWin,BoWarriorWinloop,BowGuyLose,BowGuyLoseloop,BoWarriorWin,BoWarriorWinloop,BoWarriorIdle,BoWarriorWin,BoWarriorWinloop,BoWarriorWin,,BoWarriorIdle,BoWarriorIdle,BowGuyProfile,,,BowGuyProfile,BoWarriorIdle,,,,,,BoStill,BoStill,BoWin,BoWinLoop,BoLose,BoLoseLoop,BoWin,BoWinLoop,BoWinLoop,BoWin,BoWinLoop,BoWin,BoStill,BoStill,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombDudeGold,ClusterBombDude,tick_geo.scw,,,tick_base_cam.scw,emz_intro_pose.scw,,TickIdle,TickWalk,TickPrimary,TickSecondary,TickRecoil,,TickUltRecoil,,TickIdle,TickIdle,TickWin,TickWinloop,TickLose,TickLoseloop,TickWin,TickWinloop,TickIdle,TickWin,TickWinloop,TickWin,,TickIdle,TickIdle,TickProfile,,,TickProfile,TickIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,TickGoldUltiProjectile,tick_def_atk,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
ClusterBombDudeSilver,ClusterBombDude,tick_geo.scw,,,tick_base_cam.scw,emz_intro_pose.scw,,TickIdle,TickWalk,TickPrimary,TickSecondary,TickRecoil,,TickUltRecoil,,TickIdle,TickIdle,TickWin,TickWinloop,TickLose,TickLoseloop,TickWin,TickWinloop,TickIdle,TickWin,TickWinloop,TickWin,,TickIdle,TickIdle,TickProfile,,,TickProfile,TickIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,TickSilverUltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
CrowGold,Crow,crow_geo.glb,,,crow_base_cam.scw,emz_intro_pose.scw,,CrowIdle,CrowWalk,CrowPrimary,CrowSecondary,CrowRecoil,,CrowIdle,,CrowReload,CrowPushback,CrowWin,CrowWinloop,CrowLose,CrowLoseloop,CrowWin,CrowWinloop,CrowIdle,CrowWin,CrowWinloop,CrowWin,,CrowIdle,CrowIdle,CrowProfile,,,CrowProfile,CrowIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,,,,,crow_attack,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
CrowSilver,Crow,crow_geo.glb,,,crow_base_cam.scw,emz_intro_pose.scw,,CrowIdle,CrowWalk,CrowPrimary,CrowSecondary,CrowRecoil,,CrowIdle,,CrowReload,CrowPushback,CrowWin,CrowWinloop,CrowLose,CrowLoseloop,CrowWin,CrowWinloop,CrowIdle,CrowWin,CrowWinloop,CrowWin,,CrowIdle,CrowIdle,CrowProfile,,,CrowProfile,CrowIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
