"TID","DE"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>BRAWLT</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>IN EINEM MENÜ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>IN EINEM MENÜ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>IST IM MATCHMAKING</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>IN EINEM MENÜ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>SCHAUT EINEM SPIELER ZU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>TRAINIERT</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>IN EINEM MENÜ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>IN EINEM MENÜ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>IN EINEM MENÜ</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> Mitglieder online"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> Mitglied online"
"TID_ALLIANCE_TYPE_OPEN","Offen"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Nur Einladung"
"TID_ALLIANCE_TYPE_CLOSED","Geschlossen"
"TID_CLAN_SEARCH_TITLE","NACH CLUBS SUCHEN"
"TID_CLAN_INTRO_AD_TITLE","AUF DER SUCHE NACH EINEM CLUB?"
"TID_CLAN_INTRO_AD_DESC","Schließe dich mit anderen Spielern zusammen, um gemeinsam zu brawlen und zu chatten!"
"TID_CLAN_INTRO_CREATE_GO","CLUB GRÜNDEN"
"TID_CLAN_INTRO_SEARCH_GO","NACH CLUBS SUCHEN"
"TID_CLAN_INTRO_REFRESH","AKTUALIS."
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","Um diesem Club beitreten zu können, benötigst du <REQ> Trophäen. Du hast momentan <SCORE> Trophäen."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","Dieser Club ist geschlossen."
"TID_STREAM_ENTRY_AGE","vor <time>"
"TID_ALLIANCE_ROLE_LEADER","Anführer"
"TID_ALLIANCE_ROLE_CO_LEADER","Vizeanführer"
"TID_ALLIANCE_ROLE_MEMBER","Mitglied"
"TID_ALLIANCE_ROLE_ELDER","Ältester"
"TID_STREAM_SENDER_YOU","Du"
"TID_GOLDRUSH_1","Mysteriöse Mine"
"TID_BANKHEIST_1","Banditenversteck"
"TID_WANTED_1","Tempelruinen"
"TID_BATTLE_ROYALE_1","Schädelufer"
"TID_GOLDRUSH_2","Kristallhöhle"
"TID_BANKHEIST_2","Kabumm-Canyon"
"TID_WANTED_2","Banditencamp"
"TID_BATTLE_ROYALE_2","Feuerfels"
"TID_GOLDRUSH_3","Giftpilzhöhle"
"TID_BANKHEIST_3","Sichere Zone"
"TID_WANTED_3","Steinfort"
"TID_BATTLE_ROYALE_3","Felswandbrawl"
"TID_WANTED_4","Giftpilzfalle"
"TID_GOLDRUSH_4","Steinfort"
"TID_WANTED_5","Kristalllichtung"
"TID_GOLDRUSH_5","Erzgrube"
"TID_WANTED_6","Schlangenprärie"
"TID_WANTED_7","Shootingstar"
"TID_GOLDRUSH_6","Geheimnisgrube"
"TID_GOLDRUSH_7","Kühle Kaverne"
"TID_BATTLE_ROYALE_4","Alles oder nichts"
"TID_WANTED_8","Unterschlupf"
"TID_BANKHEIST_4","G.G. Corral"
"TID_CLAN_MEMBERS_ONLINE","Mitglieder online: <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","Clubtrophäen"
"TID_CLAN_SEARCH_OK","SUCHE"
"TID_CLAN_INFO_NAME","CLUBNAME"
"TID_CLAN_INFO_BADGE","ABZEICHEN"
"TID_CLAN_INFO_DESC","BESCHREIBUNG"
"TID_CLAN_INFO_TOTAL_TROPHIES","CLUBTROPHÄEN"
"TID_CLAN_INFO_TYPE","TYP"
"TID_CLAN_INFO_TAG","CLUBKÜRZEL"
"TID_CLAN_INFO_MIN_TROPHIES","BENÖTIGTE TROPHÄEN"
"TID_CLAN_INFO_LEAVE","VERLASSEN"
"TID_CLAN_INFO_SETTINGS","EINSTELLUNGEN"
"TID_CLAN_INFO_JOIN","BEITRETEN"
"TID_CLAN_INFO_MESSAGE","Nachricht"
"TID_CLAN_INFO_REQUEST_JOIN","Beitrittsanfrage"
"TID_CLAN_SEARCH_NO_RESULTS","Keine Clubs gefunden"
"TID_CLAN_SEARCH_INITIAL","Kein Suchbegriff"
"TID_CLAN_INFO_MEMBERS","Mitglieder"
"TID_CLAN_INFO_SELECT_BADGE","DURCHSUCHEN"
"TID_SELECT_BADGE","ABZEICHEN WÄHLEN"
"TID_ALLIANCE_CREATE_OK","Club wurde erfolgreich gegründet"
"TID_CLAN_CHANGE_SETTINGS_TITLE","CLUBEINSTELLUNGEN"
"TID_TITLE_ALLIANCE","Clubinfo"
"TID_ALLIANCE_LEFT","Du hast den Club verlassen."
"TID_CLAN_MEMBER_DEMOTE","Herabstufen"
"TID_CLAN_MEMBER_PROMOTE","Befördern"
"TID_CLAN_MEMBER_KICK","Kicken"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Club anzeigen"
"TID_BUTTON_INVITE","EINLADEN"
"TID_PLAYER_INFO_GOTO_CLAN","Club anzeigen"
"TID_PLAYER_INFO_HEROES","Brawler (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","Avatar auswählen"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","Dieser Avatar wird auf EP-Level <LEVEL> freigeschaltet."
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Dieser Avatar wird freigeschaltet, wenn du <TROPHIES> Gesamttrophäen hast."
"TID_PLAYER_INFO_WINS_AMOUNT","<AMOUNT> Siege"
"TID_PLAYER_INFO_STATS_HEADER","STATS"
"TID_PLAYER_STAT_1","3V3-SIEGE"
"TID_PLAYER_STAT_4","MEISTE TROPHÄEN"
"TID_PLAYER_STAT_8","SOLOSIEGE"
"TID_PLAYER_STAT_10","TOPZEIT ALS RIESENBRAWLER"
"TID_PLAYER_STAT_9","BESTE ROBORUMBLE-ZEIT"
"TID_PLAYER_STAT_11","DUOSIEGE"
"TID_NO_CLAN","In keinem Club"
"TID_ULTIMATE_NOT_READY","Triff Gegner, um deinen Superskill aufzuladen!"
"TID_CANT_ACTIVATE_ULTI","Superskill kann nicht aktiviert werden, wenn du besiegt wurdest!"
"TID_NAME_TOO_SHORT","Dein Name ist zu kurz."
"TID_ALLIANCE_JOINED","Du bist dem Club beigetreten."
"TID_COIN_RUSH_INTRO_TEXT","Das erste Team, das 10 Juwelen eine Zeit lang behalten kann, gewinnt!"
"TID_BOUNTY_HUNTER_INTRO_TEXT","Besiege Brawler, um Sterne zu verdienen."
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Schieße auf den gegnerischen Tresor, um ihn zu knacken."
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Schieße auf den gegnerischen Tresor, um ihn zu knacken."
"TID_GO","LOS GEHT´S!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","VERLASSEN BESTÄTIGEN"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nBist du sicher, dass du den Club verlassen willst?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","VERLASSEN"
"TID_ALLIANCE_PROMOTE_TITLE","BEFÖRDERUNG BESTÄTIGEN"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Bist du sicher, dass du <NAME> zu \q<ROLE>\q befördern möchtest?"
"TID_ALLIANCE_PROMOTE_BUTTON","Befördern"
"TID_ALLIANCE_KICK_TITLE","Kicken bestätigen"
"TID_ALLIANCE_KICK_CONFIRMATION","Bist du sicher, dass du <NAME> aus dem Club kicken möchtest?"
"TID_ALLIANCE_KICK_BUTTON","Kicken"
"TID_ALLIANCE_DEMOTE_TITLE","Herabstufen bestätigen"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Bist du sicher, dass du <NAME> zu \q<ROLE>\q herabstufen möchtest?"
"TID_ALLIANCE_DEMOTE_BUTTON","Herabstufen"
"TID_CLAN_RESPONSE_10","Einstellungen gespeichert."
"TID_CLAN_RESPONSE_20","Club gegründet"
"TID_CLAN_RESPONSE_21","Clubgründung fehlgeschlagen. Bitte versuche es später erneut."
"TID_CLAN_RESPONSE_22","Dieser Name ist nicht erlaubt."
"TID_CLAN_RESPONSE_23","Diese Beschreibung ist nicht erlaubt."
"TID_CLAN_RESPONSE_24","Dieser Name ist zu kurz."
"TID_CLAN_RESPONSE_40","Club beigetreten"
"TID_CLAN_RESPONSE_42","Beitritt fehlgeschlagen: Club ist voll."
"TID_CLAN_RESPONSE_43","Beitritt fehlgeschlagen: Club ist nicht offen."
"TID_CLAN_RESPONSE_45","Beitritt fehlgeschlagen: Du hast nicht genug Trophäen, um diesem Club beizutreten."
"TID_CLAN_RESPONSE_46","Beitritt fehlgeschlagen: Wegen eines früheren Kicks oder einer abgelehnten Beitrittsanfrage bist du aus diesem Club gebannt."
"TID_CLAN_RESPONSE_47","Beitritt fehlgeschlagen: Du bist heute zu vielen Clubs beigetreten. Die Funktion wurde für heute blockiert."
"TID_CLAN_RESPONSE_48","Beitritt fehlgeschlagen: Du kannst keinem Club in einer anderen Region beitreten."
"TID_CLAN_RESPONSE_50","Beitrittsanfrage erfolgreich verschickt."
"TID_CLAN_RESPONSE_51","Senden der Beitrittsanfrage fehlgeschlagen: Dieser Club nimmt keine Mitgliedschaftsanfragen mehr an."
"TID_CLAN_RESPONSE_52","Senden der Beitrittsanfrage fehlgeschlagen: Du hast diesem Club bereits eine Beitrittsanfrage geschickt, die noch nicht beantwortet wurde."
"TID_CLAN_RESPONSE_53","Senden der Beitrittsanfrage fehlgeschlagen: Du hast nicht genug Trophäen, um diesem Club beizutreten."
"TID_CLAN_RESPONSE_54","Senden der Beitrittsanfrage fehlgeschlagen: Wegen eines früheren Kicks oder einer abgelehnten Beitrittsanfrage bist du aus diesem Club gebannt."
"TID_CLAN_RESPONSE_55","Beitrittsanfrage fehlgeschlagen: Du kannst keinem Club in einer anderen Region beitreten."
"TID_CLAN_RESPONSE_70","Der Spieler wurde gekickt."
"TID_CLAN_RESPONSE_80","Du hast den Club verlassen."
"TID_CLAN_RESPONSE_81","Der Spieler wurde erfolgreich befördert."
"TID_CLAN_RESPONSE_82","Der Spieler wurde erfolgreich herabgestuft."
"TID_CLAN_RESPONSE_90","Die Anfrage wurde erfolgreich angenommen."
"TID_CLAN_RESPONSE_91","Die Anfrage wurde erfolgreich abgelehnt."
"TID_CLAN_RESPONSE_92","Annehmen fehlgeschlagen: Der Spieler ist bereits in einem Club Mitglied."
"TID_CLAN_RESPONSE_93","Fehlgeschlagen: Die Anfrage wurde nicht gefunden."
"TID_CLAN_RESPONSE_94","Fehlgeschlagen: Die Anfrage wurde bereits bearbeitet."
"TID_CLAN_RESPONSE_95","Fehlgeschlagen: Du hast nicht genug Rechte, um diese Anfrage zu bearbeiten."
"TID_CLAN_RESPONSE_96","Annehmen fehlgeschlagen: Der Spieler wurde aus diesem Club gebannt."
"TID_CLAN_RESPONSE_100","Du wurdest aus einem Club gekickt."
"TID_CLAN_RESPONSE_101","Du wurdest befördert."
"TID_CLAN_RESPONSE_102","Du wurdest herabgestuft."
"TID_CLAN_NO_RIGHTS","Um das zu tun, sind mehr Rechte erforderlich."
"TID_ALLIANCE_NAME_TOO_SHORT","Der Clubname ist zu kurz."
"TID_CLAN_JOIN_REQUEST_TITLE","Clubmitgliedschaft anfragen"
"TID_CLAN_JOIN_REQUEST_SEND","Senden"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Ich würde gerne eurem Club beitreten ..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Diesen Spieler in den Club aufnehmen?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Annehmen"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Ablehnen"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Angenommen von <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Abgelehnt von <name>"
"TID_HINT_DRAG_TO_AIM","Bewegen, um zu zielen"
"TID_HINT_RELEASE_TO_SHOOT","Loslassen, um zu schießen"
"TID_HINT_ACTIVATE_ULTI","Bewege den <cff9900>GELBEN JOYSTICK</c>, um deinen Superskill zu zielen!"
"TID_HINT_DRAG_TO_ULTI","Bewege den Stick, um zu zielen und lasse los, um den SUPERSKILL einzusetzen!"
"TID_HINT_COLLECT_GOLD","Wenn sie besiegt werden, lassen Brawler die <ce662f9>JUWELEN</c>, die sie tragen, fallen."
"TID_HINT_HOLD_GOLD","Lass dir die <ce662f9>JUWELEN</c> nicht abnehmen!"
"TID_HINT_GO_AFTER_ENEMY","Hol dir den Gegner!"
"TID_HINT_ATTACK_BASE","Schieße den gegnerischen Tresor auf, während du deinen eigenen beschützt!"
"TID_HINT_DEFEND_BASE","Schieße den gegnerischen Tresor auf, während du deinen eigenen beschützt!"
"TID_HINT_SHOOT_ENEMIES","Besiege Gegner, um Sterne zu verdienen!"
"TID_HINT_YOU_ARE_WINNING","Dein Team ist dabei, zu gewinnen! Verteidigt euch!"
"TID_HINT_YOU_ARE_LOSING","Dein Team ist dabei, zu verlieren! Greift an!"
"TID_HINT_TAP_TO_MOVE","Tippe, um dich zu bewegen.\nBleib bei deinem Team!"
"TID_BOUNTY_2","Achtung: Es ist viel Kopfgeld auf dich ausgesetzt!"
"TID_BOUNTY_3","Achtung: Es ist sehr viel Kopfgeld auf dich ausgesetzt!"
"TID_BOUNTY_4","Tot oder lebendig!"
"TID_NO_CLAN_TITLE","Finde einen Club"
"TID_NO_CLAN_BODY","Tritt einem Club bei, um mit coolen Leuten zu chatten und zu spielen!"
"TID_NO_CLAN_SUGGESTIONS","Empfohlene Clubs"
"TID_NO_CLAN_RESULTS","Suchergebnisse"
"TID_NO_CLAN_EMPTY","Keine empfohlenen Clubs :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Auf Daten warten ..."
"TID_CONNECTING_TO_SERVER","Mit Server verbinden ..."
"TID_TEAM_ADVERTISE","MITSPIELER EINLADEN"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","in Club"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","aus Freundesliste"
"TID_TEAM_AD_INFO_0","Sucht nach Teammitgliedern"
"TID_TEAM_AD_JOIN","Team beitreten"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Beitritt fehlgeschlagen. Du bist bereits in einem Team."
"TID_TEAM_MEMBER_STATUS_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>BRAWLT</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>ABWESEND</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>NICHT BEREIT</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>IST IM MATCHMAKING</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>ENDMENÜ</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>SCHAUT EINEM SPIELER ZU</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>TRAINIERT</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>SCHREIBT ...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>BRAWLERMENÜ</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>EREIGNISSE</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>BEREIT</c>"
"TID_TEAM_STATUS_IN_MATCH","BRAWLT"
"TID_TEAM_STATUS_IN_MATCHMAKING","IST IM MATCHMAKING"
"TID_TEAM_STATUS_FULL","<cff1e00>IN EINEM VOLLEN TEAM</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","OFFEN"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Um diese Funktion zu nutzen, musst du einem Club beitreten."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Um diese Funktion zu nutzen, musst du Freunde in deiner Freundesliste haben."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Einladung kann nicht gepostet werden. Das Team ist bereits voll."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Das kann nur der Ersteller eines Teams tun."
"TID_TEAM_LOC_INFO","<MODE> auf der Map <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","TEAMS"
"TID_STREAM_EVENT_1","Tschüss! <target> wurde von <sender> aus dem Club gekickt."
"TID_STREAM_EVENT_2","Willkommen! <target> wurde von <sender> in den Club aufgenommen."
"TID_STREAM_EVENT_3","Willkommen! <sender> ist dem Club beigetreten!"
"TID_STREAM_EVENT_4","Tschüss! <sender> hat den Club verlassen!"
"TID_STREAM_EVENT_5","Glückwunsch! <target> wurde von <sender> befördert."
"TID_STREAM_EVENT_6","Nichts für ungut! <target> wurde von <sender> herabgestuft."
"TID_STREAM_EVENT_101","Team von <sender>"
"TID_STREAM_EVENT_102","<sender> ist beigetreten."
"TID_STREAM_EVENT_103","<sender> ist gegangen."
"TID_STREAM_EVENT_104","Tschüss! <sender> hat <target> gekickt."
"TID_STREAM_EVENT_105","Matchmaking gestartet"
"TID_STREAM_EVENT_106","Matchmaking abgebrochen"
"TID_STREAM_EVENT_107","Spiel gestartet"
"TID_STREAM_EVENT_108","Spiel gewonnen"
"TID_STREAM_EVENT_109","Spiel verloren"
"TID_STREAM_EVENT_110","Training gestartet"
"TID_STREAM_EVENT_111","Training beendet"
"TID_STREAM_EVENT_112","Spiel ist unentschieden"
"TID_STREAM_EVENT_113","Showdown beendet"
"TID_CHAT_BOTTOM_BUTTON","Nach unten scrollen"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> neue Nachrichten!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Neue Nachricht!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Upgrade auf Lvl. <LVL>"
"TID_HERO_INFO_ITEMS","UPGRADES"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","Du besitzt diesen Skin."
"TID_HERO_INFO_SKIN_ACTIVE","AUSGEWÄHLT"
"TID_HERO_INFO_SKIN_ACTIVATE","AUSWÄHLEN"
"TID_HERO_INFO_LEADERBOARD","Bestenliste"
"TID_HERO_INFO_LEADERBOARD_LABEL","Die besten <HERO>-Spieler"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","SUCHE"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Stick bewegen, um Superskill zu zielen!"
"TID_HINT_SHOOT","Bewege den Stick, um zu zielen und lasse los, um anzugreifen!"
"TID_HERO_SCORE_SUM_LEADERBOARD","Topspieler"
"TID_ALLIANCE_LEADERBOARD","Topclubs"
"TID_HINT_MAKE_GOAL","Bewege den Stick, um zu zielen und lasse los, um den Ball zu schießen!"
"TID_BATTLE_ROYALE_INTRO_TEXT","Sei der letzte Überlebende!"
"TID_HINT_COLLECT_BUFFS","Sammle <c50d050>Powerwürfel</c> aus Kisten und von besiegten Gegnern, um stärker zu werden!"
"TID_PLAYERS_LEFT","Übrige Brawler: <num>"
"TID_AVOID_POISON","Halte dich von den wachsenden <c90ee90>Giftwolken</c> fern!"
"TID_CLAN_CREATE_COOLDOWN","Du kannst noch keinen Club gründen. Probiere es in <TIME> erneut."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Du musst Erfahrungslevel <LEVEL> erreichen, um einen Club zu gründen."
"TID_PLAYER_DATA_MISSING","Spielerdaten nicht gefunden."
"TID_ALLIANCE_DATA_MISSING","Clubdaten nicht gefunden"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Warte, bis nachgeladen wurde!"
"TID_EVENT_EXPIRED","Ereignis vorbei."
"TID_DOUBLE_COINS_INFO","Hier bekommst du die doppelte Menge an Marken."
"TID_DOUBLE_XP_INFO","Doppelte Menge an Erfahrungspunkten"
"TID_SETTINGS_TITLE","EINSTELLUNGEN"
"TID_SETTINGS_CONTROL_MODE_TITLE","STEUERUNGSMODUS"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Zum Bewegen tippen"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Tippe auf einen Punkt auf dem Bildschirm, um deinen Brawler dorthin zu bewegen. Bewege den Joystick, um zu zielen und lass ihn los, um anzugreifen."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Joystick-Bewegung (Rechtshänder)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Bewege deinen Brawler mit einem virtuellen Joystick in der linken unteren Ecke des Bildschirms. Tippe auf ein Ziel, um anzugreifen."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Joystick-Bewegung (Linkshänder)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Bewege deinen Brawler mit einem virtuellen Joystick in der rechten unteren Ecke des Bildschirms. Tippe auf ein Ziel, um anzugreifen."
"TID_CHANGE_NAME_TITLE","NAMEN ÄNDERN"
"TID_SETTINGS_PLAYERNAME_CURRENT","Aktueller Name:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Neuen Namen eingeben:"
"TID_ERROR_NAMES_DONT_MATCH","Namen stimmen nicht überein. Bitte versuche es erneut."
"TID_CONTINUE","Weiter"
"TID_NAMECHANGE_WARNING","HINWEIS: Du kannst deinen Namen nur EINMAL ändern!"
"TID_CONFIRM","Bestätigen"
"TID_INVALID_NAME","Ungültiger Name! Bitte versuche es mit einem anderen."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Namen erneut eingeben:"
"TID_NAME_ALREADY_CHANGED","Der Name kann nur einmal geändert werden."
"TID_NAME_CHANGE_ALREADY_USED","Du kannst deinen Namen nur einmal ändern."
"TID_NAME_CHANGED_SUCCESS","Dein Name wurde geändert!"
"TID_NAME_CHANGE_IN_PROGRESS","Name kann nicht geändert werden. Namensänderung wird bereits ausgeführt."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Der Namenswechsel ist ab EP-Level <level> verfügbar."
"TID_CONFIRM_CONFIRM","Bitte gib \q<confirmword>\q ein und drücke den Okay-Button, um diese Aktion abzuschließen."
"TID_CONFIRM_WORD","BESTÄTIGEN"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Möchtest du deinen Namen wirklich ändern?\nDein neuer Name:"
"TID_BUTTON_CONFIRM","Okay"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Nächstes Ereignis in"
"TID_EVENTS_TIME_LEFT","Verbleibende Zeit"
"TID_EVENTS_NEW","NEU!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Sämtliche verfügbaren EP wurden eingesammelt."
"TID_EVENTS_EVENT_LOCKED","GESPERRT"
"TID_EVENTS_TROPHY_REQ","Erreiche <c00ffff><COUNT></c> Trophäen, um dies freizuschalten."
"TID_GAME_STARTING","Ein Spiel auf der Map <LOCATION> hat begonnen. Mach mit!"
"TID_WEEKEND_EVENT","Ereignis mit doppelten EP"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_WELCOME_TITLE","WILLKOMMEN IM SHOP"
"TID_SHOP_WELCOME","Durch Fortschritte im Spiel schaltest du neue Bereiche des Shops frei!\n\nSchau hier regelmäßig vorbei, um kein Angebot zu verpassen!"
"TID_SHOP_SPECIAL_OFFER","SONDERANGEBOT"
"TID_SHOP_COIN_BOOSTERS","BOOSTER"
"TID_SHOP_GEM_PACKS","JUWELENPAKETE"
"TID_SHOP_PURCHASED","Gekauft"
"TID_SHOP_OBTAINED","Erhalten"
"TID_SHOP_INVALIDATED","Abgelaufen"
"TID_SHOP_ACTIVE","Aktiviert"
"TID_SHOP_DOUBLE_COINS_TITLE","MARKENVERDOPPLER"
"TID_SHOP_DOUBLE_COINS_INFO","Verdoppelt die nächsten"
"TID_SHOP_DOUBLE_COINS_INFO_2","die du in Kämpfen verdienst."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Verdoppelt die nächsten <AMOUNT> Marken, die du in Kämpfen verdienst."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Verbleibende Marken:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Nicht genug Juwelen"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Du hast dieses Angebot bereits gekauft."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Du kannst dieses Angebot nicht kaufen, da du bereits eines oder mehrere der angebotenen Dinge besitzt."
"TID_SHOP_OFFER_TITLE","Zeitlich begrenztes Angebot"
"TID_SHOP_GEM_PACK_1_TITLE","Handvoll Juwelen"
"TID_SHOP_GEM_PACK_2_TITLE","Juwelenbeutel"
"TID_SHOP_GEM_PACK_3_TITLE","Juwelentasche"
"TID_SHOP_GEM_PACK_4_TITLE","Eimerladung Juwelen"
"TID_SHOP_GEM_PACK_5_TITLE","Kiste Diamanten"
"TID_SHOP_GEM_PACK_6_TITLE","Juwelenbeute"
"TID_SHOP_HEROES_OF_RARITY","GARANTIERTE BRAWLER"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Brawlerbox"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> POWER"
"TID_SHOP_GATCHA_BOXES","BOXEN"
"TID_SHOP_GATCHA_BOX_1","GROSSE BOX"
"TID_SHOP_GATCHA_BOX_2","BRAWLBOX"
"TID_SHOP_GATCHA_BOX_3","MEGABOX"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Du kannst heute keine weiteren Boxen kaufen."
"TID_SHOP_TICKETS","EREIGNISTICKETS"
"TID_SHOP_TICKET_PACK_0","Ticketpaket"
"TID_SHOP_TICKET_PACK_1","Haufen Tickets"
"TID_SHOP_TICKET_PACK_2","Ticketrolle"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","MÜNZENPAKETE"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Handvoll Münzen"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Münzensäckchen"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Münzenbeutel"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> Münzen gekauft."
"TID_SHOP_DAILY_OFFERS","TÄGL. ANGEBOTE"
"TID_SHOP_FREE","GRATIS"
"TID_SHOP_CLAIM","EINFORDERN"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT> %"
"TID_SHOP_OFFER_TITLE_0","GRATISBOX"
"TID_SHOP_OFFER_TITLE_1","MÜNZEN"
