"TID","FR"
"TID_BATTLE_ROYALE_4","Famine ou festin"
"TID_WANTED_8","Cachette secrète"
"TID_BANKHEIST_4","G.G. Corral"
"TID_CLAN_MEMBERS_ONLINE","Membres en ligne : <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","Trophées du club"
"TID_CLAN_SEARCH_OK","RECHERCHE"
"TID_CLAN_INFO_NAME","NOM DU CLUB"
"TID_CLAN_INFO_BADGE","BADGE"
"TID_CLAN_INFO_DESC","DESCRIPTION"
"TID_CLAN_INFO_TOTAL_TROPHIES","TROPHÉES DU CLUB"
"TID_CLAN_INFO_TYPE","TYPE"
"TID_CLAN_INFO_TAG","Identifiant du club"
"TID_CLAN_INFO_MIN_TROPHIES","TROPHÉES REQUIS"
"TID_CLAN_INFO_LEAVE","QUITTER"
"TID_CLAN_INFO_SETTINGS","PARAMÈTRES"
"TID_CLAN_INFO_JOIN","REJOINDRE"
"TID_CLAN_INFO_MESSAGE","Message"
"TID_CLAN_INFO_REQUEST_JOIN","Demander à rejoindre"
"TID_CLAN_SEARCH_NO_RESULTS","Aucun club trouvé"
"TID_CLAN_SEARCH_INITIAL","Aucune recherche effectuée"
"TID_CLAN_INFO_MEMBERS","Membres"
"TID_CLAN_INFO_SELECT_BADGE","PARCOURIR"
"TID_SELECT_BADGE","CHOISIR UN BADGE"
"TID_ALLIANCE_CREATE_OK","Club créé avec succès"
"TID_CLAN_CHANGE_SETTINGS_TITLE","PARAMÈTRES DU CLUB"
"TID_TITLE_ALLIANCE","Infos du club"
"TID_ALLIANCE_LEFT","Vous avez quitté le club."
"TID_CLAN_MEMBER_DEMOTE","Rétrograder"
"TID_CLAN_MEMBER_PROMOTE","Promouvoir"
"TID_CLAN_MEMBER_KICK","Exclure"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Voir club"
"TID_BUTTON_INVITE","INVITER"
"TID_PLAYER_INFO_GOTO_CLAN","Voir club"
"TID_PLAYER_INFO_HEROES","Brawlers (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","Sélectionner avatar"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","Cet avatar sera débloqué au niveau <LEVEL>."
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Cet avatar sera débloqué avec <TROPHIES> trophées."
"TID_PLAYER_INFO_WINS_AMOUNT","<AMOUNT> victoires"
"TID_PLAYER_INFO_STATS_HEADER","STATISTIQUES"
"TID_PLAYER_STAT_1","VICTOIRES 3c3"
"TID_PLAYER_STAT_4","MEILLEUR SCORE DE TROPHÉES"
"TID_PLAYER_STAT_8","VICTOIRES EN SOLO"
"TID_PLAYER_STAT_10","MEILLEUR TEMPS - BRAWLEUR GÉANT"
"TID_PLAYER_STAT_9","MEILLEUR TEMPS - ROBOTS À GOGO"
"TID_PLAYER_STAT_11","VICTOIRES EN DUO"
"TID_NO_CLAN","Pas dans un club"
"TID_ULTIMATE_NOT_READY","Infligez des dégâts aux ennemis pour charger votre super pouvoir."
"TID_CANT_ACTIVATE_ULTI","Le super ne peut pas être activé si vous avez perdu."
"TID_NAME_TOO_SHORT","Ce nom est trop court."
"TID_ALLIANCE_JOINED","Club rejoint"
"TID_COIN_RUSH_INTRO_TEXT","La première équipe qui garde 10 gemmes gagne."
"TID_BOUNTY_HUNTER_INTRO_TEXT","Battez des brawlers pour gagner des étoiles."
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Forcez le coffre ennemi."
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Forcez le coffre ennemi."
"TID_GO","COMBATTEZ !"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","CONFIRMER"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nVoulez-vous vraiment quitter ce club ?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","QUITTER"
"TID_ALLIANCE_PROMOTE_TITLE","Confirmer promotion"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Voulez-vous vraiment promouvoir <NAME> au rôle de : <ROLE> ?"
"TID_ALLIANCE_PROMOTE_BUTTON","Promouvoir"
"TID_ALLIANCE_KICK_TITLE","Confirmer exclusion"
"TID_ALLIANCE_KICK_CONFIRMATION","Êtes-vous sûr de vouloir exclure <NAME> du club ?"
"TID_ALLIANCE_KICK_BUTTON","Exclure"
"TID_ALLIANCE_DEMOTE_TITLE","Confirmer rétrogradation"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Voulez-vous vraiment rétrograder <NAME> au rang de : <ROLE> ?"
"TID_ALLIANCE_DEMOTE_BUTTON","Rétrograder"
"TID_CLAN_RESPONSE_10","Paramètres sauvegardés"
"TID_CLAN_RESPONSE_20","Club créé"
"TID_CLAN_RESPONSE_21","Échec de création du club. Veuillez réessayer plus tard."
"TID_CLAN_RESPONSE_22","Nom refusé"
"TID_CLAN_RESPONSE_23","Description refusée"
"TID_CLAN_RESPONSE_24","Nom trop court"
"TID_CLAN_RESPONSE_40","Club rejoint"
"TID_CLAN_RESPONSE_42","Échec : club déjà plein."
"TID_CLAN_RESPONSE_43","Échec : club fermé."
"TID_CLAN_RESPONSE_45","Échec : vous n'avez pas assez de trophées pour rejoindre ce club."
"TID_CLAN_RESPONSE_46","Échec : vous êtes banni(e) de ce club à cause d'une exclusion précédente/demande rejetée."
"TID_CLAN_RESPONSE_47","Échec : vous avez déjà essayé de rejoindre trop de clubs aujourd'hui."
"TID_CLAN_RESPONSE_48","Échec : vous ne pouvez pas rejoindre un club d'une autre région."
"TID_CLAN_RESPONSE_50","Demande envoyée"
"TID_CLAN_RESPONSE_51","Échec de l'envoi : ce club n'accepte plus les demandes."
"TID_CLAN_RESPONSE_52","Échec de l'envoi : vous avez déjà une demande en attente pour ce club."
"TID_CLAN_RESPONSE_53","Échec de l'envoi : vous n'avez pas assez de trophées pour rejoindre ce club."
"TID_CLAN_RESPONSE_54","Échec de la demande : vous êtes banni(e) de ce club à cause d'une exclusion précédente/demande rejetée."
"TID_CLAN_RESPONSE_55","Échec de la demande : vous ne pouvez pas rejoindre un club d'une autre région."
"TID_CLAN_RESPONSE_70","Exclusion confirmée"
"TID_CLAN_RESPONSE_80","Vous avez quitté le club."
"TID_CLAN_RESPONSE_81","Promotion confirmée"
"TID_CLAN_RESPONSE_82","Rétrogradation confirmée"
"TID_CLAN_RESPONSE_90","Acceptation confirmée"
"TID_CLAN_RESPONSE_91","Refus confirmé"
"TID_CLAN_RESPONSE_92","Échec : le joueur est déjà dans un club."
"TID_CLAN_RESPONSE_93","Échec : impossible de trouver la demande."
"TID_CLAN_RESPONSE_94","Échec : demande déjà traitée."
"TID_CLAN_RESPONSE_95","Échec : pas de droits."
"TID_CLAN_RESPONSE_96","Échec : ce joueur a été banni du club."
"TID_CLAN_RESPONSE_100","Vous avez été exclu(e) d'un club."
"TID_CLAN_RESPONSE_101","Vous avez été promu(e)."
"TID_CLAN_RESPONSE_102","Vous avez été rétrogradé(e)."
"TID_CLAN_NO_RIGHTS","Vous n'avez pas les droits pour effectuer cette action."
"TID_ALLIANCE_NAME_TOO_SHORT","Nom de club trop court"
"TID_CLAN_JOIN_REQUEST_TITLE","Demander à devenir membre du club"
"TID_CLAN_JOIN_REQUEST_SEND","Envoyer"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","J'aimerais rejoindre votre club..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Accepter ce joueur dans votre club ?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Accepter"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Refuser"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Accepté(e) par <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Refusé(e) par <name>"
"TID_HINT_DRAG_TO_AIM","Faites glisser votre doigt pour viser."
"TID_HINT_RELEASE_TO_SHOOT","Relâchez pour tirer."
"TID_HINT_ACTIVATE_ULTI","Faites glisser le <cff9900>joystick jaune</c> pour viser avec votre super."
"TID_HINT_DRAG_TO_ULTI","Faites glisser votre doigt pour viser avec le super, relâchez pour tirer."
"TID_HINT_COLLECT_GOLD","Les brawlers perdent leurs <ce662f9>gemmes</c> s'ils sont éliminés."
"TID_HINT_HOLD_GOLD","Protégez vos <ce662f9>gemmes</c> !"
"TID_HINT_GO_AFTER_ENEMY","Attaquez l'ennemi !"
"TID_HINT_ATTACK_BASE","Tirez sur le coffre ennemi et protégez le vôtre."
"TID_HINT_DEFEND_BASE","Tirez sur le coffre ennemi et protégez le vôtre."
"TID_HINT_SHOOT_ENEMIES","Battez vos ennemis pour gagner des étoiles."
"TID_HINT_YOU_ARE_WINNING","Votre équipe va gagner. N'oubliez pas de défendre !"
"TID_HINT_YOU_ARE_LOSING","Votre équipe va perdre. Il faut attaquer !"
"TID_HINT_TAP_TO_MOVE","Touchez pour vous déplacer.\nRestez avec votre équipe."
"TID_BOUNTY_2","Attention : la prime sur votre tête grimpe !"
"TID_BOUNTY_3","Attention : la prime sur votre tête est énorme !"
"TID_BOUNTY_4","Mort ou vif !"
"TID_NO_CLAN_TITLE","Trouver un club"
"TID_NO_CLAN_BODY","Vous voulez chatter et jouer avec des gens sympas ? Rejoignez un club !"
"TID_NO_CLAN_SUGGESTIONS","Clubs recommandés"
"TID_NO_CLAN_RESULTS","Résultats de la recherche"
"TID_NO_CLAN_EMPTY","Aucune recommandation de club"
"TID_NO_CLAN_WAITING_FOR_DATA","En attente des données..."
"TID_CONNECTING_TO_SERVER","Connexion au serveur..."
"TID_TEAM_ADVERTISE","PUBLIER"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","au club"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","pour les amis"
"TID_TEAM_AD_INFO_0","Recherche de joueurs pour un jeu d'équipe"
"TID_TEAM_AD_JOIN","Rejoindre l'équipe"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Vous êtes déjà dans un club."
"TID_TEAM_MEMBER_STATUS_0","<c999999>HORS LIGNE</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>EN COMBAT</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>ABSENT</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>PAS PRÊT</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>RECHERCHE</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>ÉCRAN DE FIN DE COMBAT</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>HORS LIGNE</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>SPECTATEUR</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>ENTRAÎNEMENT</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>ÉCRIT...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>BRAWLERS</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>ÉVÉNEMENTS</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>PRÊT</c>"
"TID_TEAM_STATUS_IN_MATCH","EN COMBAT"
"TID_TEAM_STATUS_IN_MATCHMAKING","RECHERCHE D'ADVERSAIRES"
"TID_TEAM_STATUS_FULL","<cff1e00>COMPLET</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","OUVERT"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Vous devez être dans un club pour utiliser cette fonctionnalité."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Vous devez avoir des amis pour utiliser cette fonctionnalité."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Impossible de publier. Votre équipe est au complet."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Autorisé uniquement pour les créateurs d'équipes"
"TID_TEAM_LOC_INFO","<MODE> : <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","ÉQUIPES"
"TID_STREAM_EVENT_1","Oh ! <target> a été exclu du club par <sender>."
"TID_STREAM_EVENT_2","Bienvenue ! <target> a été accepté dans le club par <sender>."
"TID_STREAM_EVENT_3","Bienvenue ! <sender> a rejoint le club."
"TID_STREAM_EVENT_4","Bye, bye ! <sender> a quitté le club."
"TID_STREAM_EVENT_5","Félicitations ! <target> a été promu par <sender>"
"TID_STREAM_EVENT_6","C'est dommage ! <target> a été rétrogradé par <sender>."
"TID_STREAM_EVENT_101","Équipe créée par <sender>"
"TID_STREAM_EVENT_102","<sender> vous a rejoint."
"TID_STREAM_EVENT_103","<sender> est parti."
"TID_STREAM_EVENT_104","Oh ! <sender> a exclu <target>."
"TID_STREAM_EVENT_105","recherche d'adversaires en cours"
"TID_STREAM_EVENT_106","recherche d'adversaires annulée"
"TID_STREAM_EVENT_107","partie en cours"
"TID_STREAM_EVENT_108","partie gagnée"
"TID_STREAM_EVENT_109","partie perdue"
"TID_STREAM_EVENT_110","entraînement en cours"
"TID_STREAM_EVENT_111","entraînement terminé"
"TID_STREAM_EVENT_112","égalité"
"TID_STREAM_EVENT_113","survivant terminé"
"TID_CHAT_BOTTOM_BUTTON","Faire défiler"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> nouveaux messages"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Nouveau message"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Améliorer au niv. <LVL>"
"TID_HERO_INFO_ITEMS","AMÉLIORATIONS"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","Vous avez déjà ce skin."
"TID_HERO_INFO_SKIN_ACTIVE","CHOISI"
"TID_HERO_INFO_SKIN_ACTIVATE","CHOISIR"
"TID_HERO_INFO_LEADERBOARD","Classement"
"TID_HERO_INFO_LEADERBOARD_LABEL","<HERO> meilleurs joueurs"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","RECHERCHE"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Faites glisser votre doigt pour viser avec le super."
"TID_HINT_SHOOT","Faites glisser votre doigt pour viser, relâchez pour tirer."
"TID_HERO_SCORE_SUM_LEADERBOARD","Meilleurs joueurs"
"TID_ALLIANCE_LEADERBOARD","Meilleurs clubs"
"TID_HINT_MAKE_GOAL","Faites glisser votre doigt pour viser, relâchez pour lancer le ballon."
"TID_BATTLE_ROYALE_INTRO_TEXT","Il n'y aura qu'un survivant !"
"TID_HINT_COLLECT_BUFFS","Récupérez les <c50d050>cubes de pouvoir</c> des caisses\net des ennemis pour devenir plus fort."
"TID_PLAYERS_LEFT","Brawlers restants : <num>"
"TID_AVOID_POISON","Ne vous approchez pas du <c90ee90>brouillard empoisonné</c> !"
"TID_CLAN_CREATE_COOLDOWN","Impossible de créer un club. Veuillez réessayer dans <TIME>."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Vous devez atteindre le niveau <LEVEL> d'expérience pour créer un club."
"TID_PLAYER_DATA_MISSING","Informations joueur manquantes"
"TID_ALLIANCE_DATA_MISSING","Infos club manquantes"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Il vous faut des munitions pour recharger."
"TID_EVENT_EXPIRED","Événement terminé"
"TID_DOUBLE_COINS_INFO","Un combat ici vous fait gagner le double de jetons."
"TID_DOUBLE_XP_INFO","Un combat ici vous fait gagner le double d'expérience."
"TID_SETTINGS_TITLE","PARAMÈTRES"
"TID_SETTINGS_CONTROL_MODE_TITLE","MODE DE CONTRÔLE"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Toucher pour vous déplacer"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Touchez l'écran pour que votre brawler se déplace. Faites glisser votre doigt sur l'écran pour viser et relâchez pour tirer."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Joystick (droitier)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Utilisez le joystick virtuel dans le coin en bas à gauche. Touchez pour tirer sur une cible."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Joystick (gaucher)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Utilisez le joystick virtuel dans le coin en bas à droite. Touchez pour tirer sur une cible."
"TID_CHANGE_NAME_TITLE","CHANGER DE NOM"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nom actuel :"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Nouveau nom :"
"TID_ERROR_NAMES_DONT_MATCH","Les deux noms sont différents. Veuillez réessayer."
"TID_CONTINUE","Continuer"
"TID_NAMECHANGE_WARNING","Attention : vous ne pouvez changer de nom qu'une seule fois."
"TID_CONFIRM","Confirmer"
"TID_INVALID_NAME","Nom incorrect. Choisissez-en un autre."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Confirmer le nouveau nom :"
"TID_NAME_ALREADY_CHANGED","Vous ne pouvez changer de nom qu'une seule fois."
"TID_NAME_CHANGE_ALREADY_USED","Vous avez déjà changé de nom une fois."
"TID_NAME_CHANGED_SUCCESS","Votre nom a été changé !"
"TID_NAME_CHANGE_IN_PROGRESS","Changement de nom impossible. Un autre changement de nom est déjà en cours."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Pour changer de nom, vous devez atteindre le niveau <level>."
"TID_CONFIRM_CONFIRM","Veuillez saisir \q<confirmword>\q et appuyez sur OK pour terminer le processus."
"TID_CONFIRM_WORD","CONFIRMER"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Voulez-vous vraiment changer de nom ?\nVotre nouveau nom sera :"
"TID_BUTTON_CONFIRM","O.K."
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Prochain événement dans"
"TID_EVENTS_TIME_LEFT","Temps restant"
"TID_EVENTS_NEW","NOUVEAU"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Vous avez récupéré toute l'expérience"
"TID_EVENTS_EVENT_LOCKED","BLOQUÉ"
"TID_EVENTS_TROPHY_REQ","Gagnez un total de <c00ffff><COUNT></c> trophées pour débloquer."
"TID_GAME_STARTING","Une partie commencera à : <LOCATION>. Participez !"
"TID_WEEKEND_EVENT","Événement expérience double"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_WELCOME_TITLE","BIENVENUE DANS LE MAGASIN"
"TID_SHOP_WELCOME","De nouvelles sections du magasin s'ouvriront au fil de votre progression.\n\nRevenez régulièrement voir les nouvelles offres !"
"TID_SHOP_SPECIAL_OFFER","OFFRE SPÉCIALE"
"TID_SHOP_COIN_BOOSTERS","BOOSTS"
"TID_SHOP_GEM_PACKS","PACKS DE GEMMES"
"TID_SHOP_PURCHASED","Acheté"
"TID_SHOP_OBTAINED","Récupéré"
"TID_SHOP_INVALIDATED","Expiré"
"TID_SHOP_ACTIVE","Actif"
"TID_SHOP_DOUBLE_COINS_TITLE","DOUBLEUR DE JETONS"
"TID_SHOP_DOUBLE_COINS_INFO","Double les prochaines"
"TID_SHOP_DOUBLE_COINS_INFO_2","gagnées dans des combats."
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Double les <AMOUNT> prochains jetons gagnés lors de combats."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Jetons restants :"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Pas assez de gemmes"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Vous avez déjà acheté cette offre."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Impossible d'acheter cette offre. Vous possédez déjà un ou plusieurs objets de cette offre."
"TID_SHOP_OFFER_TITLE","Offre à durée limitée"
"TID_SHOP_GEM_PACK_1_TITLE","Poignée de gemmes"
"TID_SHOP_GEM_PACK_2_TITLE","Bourse de gemmes"
"TID_SHOP_GEM_PACK_3_TITLE","Besace de gemmes"
"TID_SHOP_GEM_PACK_4_TITLE","Seau de gemmes"
"TID_SHOP_GEM_PACK_5_TITLE","Caisse de gemmes"
"TID_SHOP_GEM_PACK_6_TITLE","Butin de gemmes"
"TID_SHOP_HEROES_OF_RARITY","BRAWLERS GARANTIS"
"TID_SHOP_HERO_OF_RARITY_TITLE","BRAWLER <c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Boîte brawler"
"TID_SHOP_HERO_POWER_TITLE","PUISSANCE <cffffff>+<AMOUNT></c>"
"TID_SHOP_GATCHA_BOXES","BOÎTES"
"TID_SHOP_GATCHA_BOX_1","GROSSE BOÎTE"
"TID_SHOP_GATCHA_BOX_2","BOÎTE BRAWL"
"TID_SHOP_GATCHA_BOX_3","MÉGABOÎTE"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Vous ne pouvez plus acheter de boîtes aujourd'hui."
"TID_SHOP_TICKETS","TICKETS D'ÉVÉNEMENT"
"TID_SHOP_TICKET_PACK_0","Paquet de tickets"
"TID_SHOP_TICKET_PACK_1","Pile de tickets"
"TID_SHOP_TICKET_PACK_2","Liasse de tickets"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","PACKS DE PIÈCES"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Poignée de pièces"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Tas de pièces"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Boîte de pièces"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> pièces achetées"
"TID_SHOP_DAILY_OFFERS","AFFAIRES DU JOUR"
"TID_SHOP_FREE","GRATUIT"
"TID_SHOP_CLAIM","RÉCUPÉRER"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","- <AMOUNT> %"
"TID_SHOP_OFFER_TITLE_0","BOÎTE GRATUITE"
"TID_SHOP_OFFER_TITLE_1","PIÈCES"
"TID_SHOP_OFFER_TITLE_6","BOÎTE BRAWL"
"TID_SHOP_OFFER_TITLE_7","TICKETS"
"TID_SHOP_OFFER_TITLE_8","POINTS DE POUVOIR"
"TID_SHOP_OFFER_TITLE_9","DOUBLEUR DE JETONS"
"TID_SHOP_OFFER_TITLE_10","MÉGABOÎTE"
"TID_SHOP_OFFER_TITLE_12","POINTS DE POUVOIR"
"TID_SHOP_OFFER_TITLE_14","GROSSE BOÎTE"
"TID_SHOP_OFFER_TITLE_15","BOÎTE BRAWL"
"TID_SHOP_OFFER_TITLE_16","GEMMES"
"TID_SHOP_OFFER_DESC_GOLD","Utilisez les pièces pour améliorer vos brawlers."
"TID_SHOP_OFFER_ANY_BRAWLER","POUR N'IMPORTE\nQUEL BRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Confirmer l'achat"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Récompense gratuite"
"TID_SHOP_OFFER_NEW_HERO_LABEL","NOUVEAU BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","NOUVEAU SKIN"
"TID_SHOP_OFFER_HERO_POWER_TITLE","POINTS DE POUVOIR"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Achat impossible. Un seul achat par pack est autorisé par événement."
"TID_SHOP_OFFER_NEW","NOUVEAU"
"TID_GATCHA_BOX_TITLE_2","BOÎTE BRAWL"
"TID_GATCHA_BOX_TITLE_3","MÉGABOÎTE"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NOUVEAU BRAWLER"
"TID_GATCHA_BOX_INFO_2","Contient soit un nouveau brawler, soit un pouvoir star, soit des pièces, ainsi que des points de pouvoir pour deux brawlers. Certaines boîtes contiennent des tickets d'événement ou un doubleur de jetons bonus."
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> fois plus gros qu'une boîte Brawl."
"TID_SHOP_OFFER_INFO_0","C'est gratuit. Profitez-en !"
"TID_SHOP_OFFER_INFO_1","Contient <AMOUNT> pièces. Utilisez-les pour améliorer vos brawlers."
"TID_SHOP_OFFER_INFO_2","Débloquez un brawler <RARITY> aléatoire !"
"TID_SHOP_OFFER_INFO_3","Débloquez un nouveau brawler !"
"TID_SHOP_OFFER_INFO_6","Les boîtes Brawl contiennent des brawlers, des points de pouvoir, des pièces, etc. !"
"TID_SHOP_OFFER_INFO_7","Contient <AMOUNT> tickets à utiliser pour participer aux événements à tickets."
"TID_SHOP_OFFER_INFO_8","Contient <AMOUNT> points de pouvoir. Utilisez-les pour améliorer vos brawlers."
"TID_SHOP_OFFER_INFO_9","Double les <AMOUNT> prochains jetons gagnés dans des combats."
"TID_SHOP_OFFER_INFO_10","Les mégaboîtes contiennent dix fois plus d'objets que les boîtes Brawl normales."
"TID_SHOP_OFFER_INFO_12","Vous pouvez choisir quel brawler recevra ces points de pouvoir."
"TID_SHOP_OFFER_INFO_13","Débloquez un emplacement d'événement."
"TID_SHOP_OFFER_INFO_14","Les grosses boîtes contiennent trois fois plus d'objets que les normales."
"TID_SHOP_OFFER_HOR_NEW","NOUVEAU"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NOUVEAU <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","OFFRE DE SKIN"
"TID_SKINS_AD_TITLE","NOUVEAUX SKINS DISPONIBLES"
"TID_SKINS_AD_OK","O.K."
"TID_SKINS_AD_INFO","Allez voir les nouveaux skins dans l'onglet des brawlers."
"TID_TERMS_OF_SERVICE_BUTTON","Conditions d'utilisation"
"TID_IMMUNE","Immunisé"
"TID_BATTLE_END_PROCEED","CONTINUER"
"TID_HINT_TAP_TO_MOVE_1","Récupérez les <ce662f9>gemmes</c> au milieu de la carte."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Visez l'ennemi avec votre super."
"TID_HINT_SHOOT_1","Des <ce662f9>gemmes</c> s'échappent du trou au milieu de la carte !"
"TID_HINT_DRAG_TO_ULTI_1","Maintenant, utilisez le joystick rouge pour tirer avec votre super."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nouvelle connexion Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Voulez-vous associer votre partie à ce compte Game Center ?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement sur le compte Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> (niveau d'expérience : <number>) ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Charger le jeu ?"
"TID_BUTTON_VILLAGE_LOAD","Charger"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> (niveau d'expérience : <number>) ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BUTTON_AVATAR_LOAD","Charger"
