"TID","RU"
"TID_WANTED_3","Каменный форт"
"TID_BATTLE_ROYALE_3","Потасовка в Рокуолле"
"TID_WANTED_4","Поганковая западня"
"TID_GOLDRUSH_4","Каменный форт"
"TID_WANTED_5","Кристальная выработка"
"TID_GOLDRUSH_5","Подрыв"
"TID_WANTED_6","Змеиные степи"
"TID_WANTED_7","Падающая звезда"
"TID_GOLDRUSH_6","Осада"
"TID_GOLDRUSH_7","Студёная пещера"
"TID_BATTLE_ROYALE_4","Всё или ничего"
"TID_WANTED_8","Укрытие"
"TID_BANKHEIST_4","Дикий Запад"
"TID_CLAN_MEMBERS_ONLINE","Участников в сети: <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","Трофеи клуба"
"TID_CLAN_SEARCH_OK","ИСКАТЬ"
"TID_CLAN_INFO_NAME","НАЗВАНИЕ КЛУБА"
"TID_CLAN_INFO_BADGE","ЗНАЧОК"
"TID_CLAN_INFO_DESC","ОПИСАНИЕ"
"TID_CLAN_INFO_TOTAL_TROPHIES","ТРОФЕИ КЛУБА"
"TID_CLAN_INFO_TYPE","ТИП"
"TID_CLAN_INFO_TAG","Тег клуба"
"TID_CLAN_INFO_MIN_TROPHIES","НЕОБХОДИМЫЕ ТРОФЕИ"
"TID_CLAN_INFO_LEAVE","ВЫЙТИ"
"TID_CLAN_INFO_SETTINGS","НАСТРОЙКИ"
"TID_CLAN_INFO_JOIN","ВСТУПИТЬ"
"TID_CLAN_INFO_MESSAGE","Сообщение"
"TID_CLAN_INFO_REQUEST_JOIN","Попросить принять"
"TID_CLAN_SEARCH_NO_RESULTS","Клуб не найден"
"TID_CLAN_SEARCH_INITIAL","Пустая строка поиска"
"TID_CLAN_INFO_MEMBERS","Участники:"
"TID_CLAN_INFO_SELECT_BADGE","ВЫБРАТЬ"
"TID_SELECT_BADGE","ВЫБЕРИ ЗНАЧОК"
"TID_ALLIANCE_CREATE_OK","Клуб успешно создан"
"TID_CLAN_CHANGE_SETTINGS_TITLE","НАСТРОЙКИ КЛУБА"
"TID_TITLE_ALLIANCE","Информация о клубе"
"TID_ALLIANCE_LEFT","Клуб покинут"
"TID_CLAN_MEMBER_DEMOTE","Понизить"
"TID_CLAN_MEMBER_PROMOTE","Повысить"
"TID_CLAN_MEMBER_KICK","Выгнать"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Посмотреть клуб"
"TID_BUTTON_INVITE","ПРИГЛАСИТЬ"
"TID_PLAYER_INFO_GOTO_CLAN","Посмотреть клуб"
"TID_PLAYER_INFO_HEROES","Бойцы (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","Выбрать иконку"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","Эта иконка откроется после достижения <LEVEL>-го уровня опыта"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Чтобы разблокировать иконку, необходимо <TROPHIES> трофеев"
"TID_PLAYER_INFO_WINS_AMOUNT","Победы: <AMOUNT>"
"TID_PLAYER_INFO_STATS_HEADER","ПОКАЗАТЕЛИ"
"TID_PLAYER_STAT_1","ПОБЕД 3 НА 3"
"TID_PLAYER_STAT_4","МАКСИМУМ ТРОФЕЕВ"
"TID_PLAYER_STAT_8","ОДИНОЧНЫХ ПОБЕД"
"TID_PLAYER_STAT_10","ЛУЧШЕЕ ВРЕМЯ МЕГАБОЙЦА"
"TID_PLAYER_STAT_9","ЛУЧШЕЕ ВРЕМЯ В РОБОРУБКЕ"
"TID_PLAYER_STAT_11","ПАРНЫХ ПОБЕД"
"TID_NO_CLAN","Не в клубе"
"TID_ULTIMATE_NOT_READY","Наноси урон врагам, чтобы зарядить Супер!"
"TID_CANT_ACTIVATE_ULTI","Павший боец не может активировать Супер!"
"TID_NAME_TOO_SHORT","Это имя слишком короткое"
"TID_ALLIANCE_JOINED","Ты теперь в клубе"
"TID_COIN_RUSH_INTRO_TEXT","Победит команда, первая удержавшая 10 кристаллов"
"TID_BOUNTY_HUNTER_INTRO_TEXT","Побеждай бойцов, чтобы получить звёзды"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Взломай вражеский сейф"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Взломай вражеский сейф"
"TID_GO","В БОЙ!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","ПОДТВЕРДИТЬ ВЫХОД"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nТочно хочешь выйти из клуба?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","ВЫЙТИ"
"TID_ALLIANCE_PROMOTE_TITLE","Подтвердить повышение"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Точно хочешь повысить игрока <NAME> до звания «<ROLE>»?"
"TID_ALLIANCE_PROMOTE_BUTTON","Повысить"
"TID_ALLIANCE_KICK_TITLE","Подтвердить изгнание"
"TID_ALLIANCE_KICK_CONFIRMATION","Точно хочешь исключить из клуба игрока <NAME>?"
"TID_ALLIANCE_KICK_BUTTON","Выгнать"
"TID_ALLIANCE_DEMOTE_TITLE","Подтвердить понижение"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Точно хочешь понизить игрока <NAME> до звания «<ROLE>»?"
"TID_ALLIANCE_DEMOTE_BUTTON","Понизить"
"TID_CLAN_RESPONSE_10","Настройки сохранены"
"TID_CLAN_RESPONSE_20","Клуб создан"
"TID_CLAN_RESPONSE_21","Не удалось создать клуб. Попробуй позже."
"TID_CLAN_RESPONSE_22","Такое название недопустимо!"
"TID_CLAN_RESPONSE_23","Такое описание недопустимо!"
"TID_CLAN_RESPONSE_24","Название слишком короткое!"
"TID_CLAN_RESPONSE_40","Ты теперь в клубе"
"TID_CLAN_RESPONSE_42","Вступить не удалось: в клубе нет места."
"TID_CLAN_RESPONSE_43","Вступить не удалось: этот клуб не является открытым."
"TID_CLAN_RESPONSE_45","Вступить не удалось: чтобы вступить в этот клуб, нужно больше трофеев."
"TID_CLAN_RESPONSE_46","Вступить не удалось: возможность вступления в этот клуб заблокирована из-за ранее отклонённого запроса или исключения."
"TID_CLAN_RESPONSE_47","Вступить не удалось: ты вступил в слишком много клубов сегодня. Возможность вступления в клуб заблокирована до завтра."
"TID_CLAN_RESPONSE_48","Вступить не удалось: нельзя вступить в клуб в другом регионе."
"TID_CLAN_RESPONSE_50","Запрос на вступление успешно отправлен."
"TID_CLAN_RESPONSE_51","Запрос на вступление не был отправлен: клуб больше не принимает запросы."
"TID_CLAN_RESPONSE_52","Запрос на вступление не был отправлен: предыдущий запрос в эту клуб ещё не рассмотрен."
"TID_CLAN_RESPONSE_53","Запрос на вступление не был отправлен: чтобы вступить в этот клуб, нужно больше трофеев."
"TID_CLAN_RESPONSE_54","Запрос на вступление невозможен: возможность вступления в этот клуб заблокирована из-за ранее отклонённого запроса или исключения."
"TID_CLAN_RESPONSE_55","Запрос на вступление невозможен: нельзя вступить в клуб в другом регионе."
"TID_CLAN_RESPONSE_70","Изгнан"
"TID_CLAN_RESPONSE_80","Клуб покинут"
"TID_CLAN_RESPONSE_81","Повышение успешно"
"TID_CLAN_RESPONSE_82","Понижение успешно"
"TID_CLAN_RESPONSE_90","Принят"
"TID_CLAN_RESPONSE_91","Не принят"
"TID_CLAN_RESPONSE_92","Принять не удалось: игрок уже в клубе."
"TID_CLAN_RESPONSE_93","Действие не удалось: запрос не найден"
"TID_CLAN_RESPONSE_94","Действие не удалось: запрос был уже рассмотрен"
"TID_CLAN_RESPONSE_95","Действие не удалось: недостаточно прав"
"TID_CLAN_RESPONSE_96","Принять не удалось: игрок был заблокирован в этом клубе."
"TID_CLAN_RESPONSE_100","Тебя исключили из клуба"
"TID_CLAN_RESPONSE_101","Тебя повысили в звании"
"TID_CLAN_RESPONSE_102","Тебя понизили в звании"
"TID_CLAN_NO_RIGHTS","Недостаточно прав для совершения этого действия"
"TID_ALLIANCE_NAME_TOO_SHORT","Название клуба слишком короткое"
"TID_CLAN_JOIN_REQUEST_TITLE","Попросить принять в клуб"
"TID_CLAN_JOIN_REQUEST_SEND","Отправить"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Я хочу вступить в ваш клуб..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Принять этого игрока в клуб?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Принять"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Отклонить"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Принято игроком <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Отклонено игроком <name>"
"TID_HINT_DRAG_TO_AIM","Зажми и потяни для прицеливания"
"TID_HINT_RELEASE_TO_SHOOT","Отпусти для выстрела"
"TID_HINT_ACTIVATE_ULTI","Зажми и потяни <cff9900>ЖЁЛТЫЙ ДЖОЙСТИК</c> для наведения Супера на цель!"
"TID_HINT_DRAG_TO_ULTI","Зажми и потяни для наведения СУПЕРА на цель и отпусти для выстрела!"
"TID_HINT_COLLECT_GOLD","Павший боец теряет <ce662f9>КРИСТАЛЛЫ</c>"
"TID_HINT_HOLD_GOLD","Не потеряй свои <ce662f9>КРИСТАЛЛЫ</c>!"
"TID_HINT_GO_AFTER_ENEMY","В погоню за врагом!"
"TID_HINT_ATTACK_BASE","Взломай сейф врага и защити свой собственный!"
"TID_HINT_DEFEND_BASE","Взломай сейф врага и защити свой собственный!"
"TID_HINT_SHOOT_ENEMIES","Побеждай врагов, чтобы получить звёзды."
"TID_HINT_YOU_ARE_WINNING","Твоя команда побеждает! Отсиживайся в защите!"
"TID_HINT_YOU_ARE_LOSING","Твоя команда проигрывает! Переходи в нападение!"
"TID_HINT_TAP_TO_MOVE","Нажми для перемещения.\nДержись рядом с командой."
"TID_BOUNTY_2","Берегись: за твою голову назначена большая награда!"
"TID_BOUNTY_3","Берегись: за твою голову назначена огромная награда!"
"TID_BOUNTY_4","Разыскивается живым или мёртвым!"
"TID_NO_CLAN_TITLE","Найти клуб"
"TID_NO_CLAN_BODY","Вступи в клуб, чтобы общаться и играть с классными людьми!"
"TID_NO_CLAN_SUGGESTIONS","Рекомендуемые клубы"
"TID_NO_CLAN_RESULTS","Результаты поиска"
"TID_NO_CLAN_EMPTY","Рекомендуемых клубов нет :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Ждём данные..."
"TID_CONNECTING_TO_SERVER","Подключение к серверу..."
"TID_TEAM_ADVERTISE","РАССКАЗАТЬ"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","клубу"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","друзьям"
"TID_TEAM_AD_INFO_0","Разыскиваются игроки для командной игры"
"TID_TEAM_AD_JOIN","Вступить в команду"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Нельзя вступить. Ты уже в команде."
"TID_TEAM_MEMBER_STATUS_0","<c999999>НЕ В СЕТИ</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>СРАЖАЕТСЯ</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>НЕТ НА МЕСТЕ</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>ИГРОК НЕ ГОТОВ</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>ПОДБОР ПРОТИВНИКОВ</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>ЭКРАН ОКОНЧАНИЯ</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>НЕ В СЕТИ</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>НАБЛЮДЕНИЕ</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>ТРЕНИРОВКА</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>ПЕЧАТАЕТ...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>БОЙЦЫ</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>СОБЫТИЯ</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>ИГРОК ГОТОВ</c>"
"TID_TEAM_STATUS_IN_MATCH","СРАЖАЕТСЯ"
"TID_TEAM_STATUS_IN_MATCHMAKING","ПОДБОР ПРОТИВНИКОВ"
"TID_TEAM_STATUS_FULL","<cff1e00>ЗАПОЛНЕНА</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","ОТКРЫТА"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Для использования этой возможности нужно быть в клубе."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Для использования этой возможности нужны друзья."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Нельзя рассказать. Команда уже набрана"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Это может сделать только создатель команды."
"TID_TEAM_LOC_INFO","<MODE> в <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","КОМАНДЫ"
"TID_STREAM_EVENT_1","<target> исключается из клуба игроком <sender>. Пока!"
"TID_STREAM_EVENT_2","<target> принимается в клуб игроком <sender>. Добро пожаловать!"
"TID_STREAM_EVENT_3","<sender> вступает в клуб! Добро пожаловать!"
"TID_STREAM_EVENT_4","<sender> покидает клуб! Пока!"
"TID_STREAM_EVENT_5","<target> повышается в звании игроком <sender>. Поздравляем!"
"TID_STREAM_EVENT_6","<target> понижается в звании игроком <sender>. Ничего личного!"
"TID_STREAM_EVENT_101","Команда создана игроком <sender>"
"TID_STREAM_EVENT_102","<sender> присоединяется"
"TID_STREAM_EVENT_103","<sender> покидает"
"TID_STREAM_EVENT_104","<sender> исключается игроком <target>. Пока!"
"TID_STREAM_EVENT_105","начался подбор противников"
"TID_STREAM_EVENT_106","подбор противников отменён"
"TID_STREAM_EVENT_107","игра началась"
"TID_STREAM_EVENT_108","игра выиграна"
"TID_STREAM_EVENT_109","игра проиграна"
"TID_STREAM_EVENT_110","тренировка началась"
"TID_STREAM_EVENT_111","тренировка закончилась"
"TID_STREAM_EVENT_112","игра закончилась ничьей"
"TID_STREAM_EVENT_113","столкновение закончено"
"TID_CHAT_BOTTOM_BUTTON","Прокрутить вниз"
"TID_CHAT_BOTTOM_NEW_MESSAGES","Новых сообщений: <count>"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Новое сообщение!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Улучшить до <LVL>-го уровня"
"TID_HERO_INFO_ITEMS","УЛУЧШЕНИЯ"
"TID_HERO_INFO_SKINS","БОЕЦ"
"TID_HERO_INFO_SKIN_OWNED","У тебя есть этот скин"
"TID_HERO_INFO_SKIN_ACTIVE","ВЫБРАН"
"TID_HERO_INFO_SKIN_ACTIVATE","ВЫБРАТЬ"
"TID_HERO_INFO_LEADERBOARD","Список лидеров"
"TID_HERO_INFO_LEADERBOARD_LABEL","<HERO>: лучшие игроки"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","ИСКАТЬ"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Зажми и потяни для наведения Супера на цель!"
"TID_HINT_SHOOT","Зажми и потяни для прицеливания, отпусти для выстрела."
"TID_HERO_SCORE_SUM_LEADERBOARD","Лучшие игроки"
"TID_ALLIANCE_LEADERBOARD","Лучшие клубы"
"TID_HINT_MAKE_GOAL","Зажми и потяни для прицеливания и отпусти, чтобы пнуть мяч."
"TID_BATTLE_ROYALE_INTRO_TEXT","Бой на выживание!"
"TID_HINT_COLLECT_BUFFS","Чтобы стать сильнее, собирай <c50d050>кубики усилений</c>\nиз сундуков и забирай у побежденных врагов!"
"TID_PLAYERS_LEFT","Осталось бойцов: <num>"
"TID_AVOID_POISON","Держись подальше от подступающих <c90ee90>ядовитых облаков</c>!"
"TID_CLAN_CREATE_COOLDOWN","Создание клуба ещё невозможно. Попробуй снова через <TIME>"
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Чтобы создать клуб, нужно достичь <LEVEL>-го уровня опыта."
"TID_PLAYER_DATA_MISSING","Данные об игроке отсутствуют"
"TID_ALLIANCE_DATA_MISSING","Данные о клубе отсутствуют"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Дождись перезарядки!"
"TID_EVENT_EXPIRED","Срок действия события истёк"
"TID_DOUBLE_COINS_INFO","За бой здесь можно получить в два раза больше жетонов."
"TID_DOUBLE_XP_INFO","Сражаясь здесь, ты получишь в два раза больше опыта"
"TID_SETTINGS_TITLE","НАСТРОЙКИ"
"TID_SETTINGS_CONTROL_MODE_TITLE","РЕЖИМ УПРАВЛЕНИЯ"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Нажми, чтобы начать движение"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Чтобы боец отправился в какую-либо область экрана, нажми на ней. Зажми и потяни для прицеливания, отпусти для выстрела."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Управление джойстиком (для правши)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Передвигайся при помощи виртуального джойстика в левом нижнем углу. Коснись цель, чтобы выстрелить."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Управление джойстиком (для левши)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Передвигайся при помощи виртуального джойстика в правом нижнем углу. Коснись цели, чтобы выстрелить."
"TID_CHANGE_NAME_TITLE","ИЗМЕНИТЬ ИМЯ"
"TID_SETTINGS_PLAYERNAME_CURRENT","Нынешнее имя:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Введи новое имя:"
"TID_ERROR_NAMES_DONT_MATCH","Имена не совпадают. Пожалуйста, попробуй снова."
"TID_CONTINUE","Продолжить"
"TID_NAMECHANGE_WARNING","ВНИМАНИЕ: изменить имя можно только ОДИН РАЗ."
"TID_CONFIRM","Подтвердить"
"TID_INVALID_NAME","Недопустимое имя! Попробуй какое-нибудь другое."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Введи новое имя ещё раз:"
"TID_NAME_ALREADY_CHANGED","Изменить имя можно только один раз."
"TID_NAME_CHANGE_ALREADY_USED","Твоё имя уже было однажды изменено."
"TID_NAME_CHANGED_SUCCESS","Имя изменено!"
"TID_NAME_CHANGE_IN_PROGRESS","Невозможно изменить имя. Предыдущее изменение ещё не закончено."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Изменение имени доступно после достижения <level>-го уровня опыта."
"TID_CONFIRM_CONFIRM","Пожалуйста, введи \q<confirmword>\q и нажми кнопку «OK» для завершения действия"
"TID_CONFIRM_WORD","ПОДТВЕРДИТЬ"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Точно хочешь изменить имя?\nНовое имя:"
"TID_BUTTON_CONFIRM","OK"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Новое событие через"
"TID_EVENTS_TIME_LEFT","Осталось"
"TID_EVENTS_NEW","НОВОЕ!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Весь опыт получен"
"TID_EVENTS_EVENT_LOCKED","ЗАБЛОКИРОВАНО"
"TID_EVENTS_TROPHY_REQ","Собери <c00ffff><COUNT></c> трофеев, чтобы разблокировать."
"TID_GAME_STARTING","Скоро начнется игра в <LOCATION>. Присоединяйся!"
"TID_WEEKEND_EVENT","Событие с двойным опытом"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_WELCOME_TITLE","ДОБРО ПОЖАЛОВАТЬ В МАГАЗИН!"
"TID_SHOP_WELCOME","Новые разделы магазина будут открываться по мере твоего продвижения в игре!\n\nНе забывай заглядывать почаще!"
"TID_SHOP_SPECIAL_OFFER","ОСОБАЯ АКЦИЯ"
"TID_SHOP_COIN_BOOSTERS","УСКОРИТЕЛИ"
"TID_SHOP_GEM_PACKS","КРИСТАЛЛЫ"
"TID_SHOP_PURCHASED","Куплено"
"TID_SHOP_OBTAINED","Получено"
"TID_SHOP_INVALIDATED","Истёк срок"
"TID_SHOP_ACTIVE","Действует"
"TID_SHOP_DOUBLE_COINS_TITLE","УДВОИТЕЛЬ ЖЕТОНОВ"
"TID_SHOP_DOUBLE_COINS_INFO","Удвоит следующие"
"TID_SHOP_DOUBLE_COINS_INFO_2","заработанных тобой в боях"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Следующие заработанные в бою жетоны (<AMOUNT>) удваиваются."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Ещё жетонов:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Не хватает кристаллов"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Это предложение уже было куплено."
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Это предложение невозможно купить. У тебя уже есть что-то из предметов, входящих в него."
"TID_SHOP_OFFER_TITLE","Ограниченное предложение!"
"TID_SHOP_GEM_PACK_1_TITLE","Горсть кристаллов"
"TID_SHOP_GEM_PACK_2_TITLE","Мешочек кристаллов"
"TID_SHOP_GEM_PACK_3_TITLE","Ранец кристаллов"
"TID_SHOP_GEM_PACK_4_TITLE","Ведро кристаллов"
"TID_SHOP_GEM_PACK_5_TITLE","Ящик кристаллов"
"TID_SHOP_GEM_PACK_6_TITLE","Сейф кристаллов"
"TID_SHOP_HEROES_OF_RARITY","ГАРАНТИРОВАННЫЕ БОЙЦЫ"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> БОЕЦ"
"TID_SHOP_HERO_OF_RARITY_BOX","Ящик"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> СИЛЫ"
"TID_SHOP_GATCHA_BOXES","ЯЩИКИ"
"TID_SHOP_GATCHA_BOX_1","БОЛЬШОЙ ЯЩИК"
"TID_SHOP_GATCHA_BOX_2","ЯЩИК"
"TID_SHOP_GATCHA_BOX_3","МЕГАЯЩИК"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Купить ящик сегодня больше не получится."
"TID_SHOP_TICKETS","БИЛЕТЫ СОБЫТИЙ"
"TID_SHOP_TICKET_PACK_0","Пачка билетов"
"TID_SHOP_TICKET_PACK_1","Стопка билетов"
"TID_SHOP_TICKET_PACK_2","Катушка билетов"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","МОНЕТЫ"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Горсть монет"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Мешочек монет"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Сумка монет"
"TID_HERO_LVL_MATERIAL_RECEIVED","Куплено <AMOUNT> монет"
"TID_SHOP_DAILY_OFFERS","АКЦИИ ДНЯ"
"TID_SHOP_FREE","БЕСПЛАТНО"
"TID_SHOP_CLAIM","ЗАБРАТЬ"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT> %"
"TID_SHOP_OFFER_TITLE_0","БЕСПЛАТНЫЙ ЯЩИК"
"TID_SHOP_OFFER_TITLE_1","МОНЕТЫ"
"TID_SHOP_OFFER_TITLE_6","ЯЩИК"
"TID_SHOP_OFFER_TITLE_7","БИЛЕТЫ"
"TID_SHOP_OFFER_TITLE_8","ОЧКИ СИЛЫ"
"TID_SHOP_OFFER_TITLE_9","УДВОИТЕЛЬ ЖЕТОНОВ"
"TID_SHOP_OFFER_TITLE_10","МЕГАЯЩИК"
"TID_SHOP_OFFER_TITLE_12","ОЧКИ СИЛЫ"
"TID_SHOP_OFFER_TITLE_14","БОЛЬШОЙ ЯЩИК"
"TID_SHOP_OFFER_TITLE_15","ЯЩИК"
"TID_SHOP_OFFER_TITLE_16","КРИСТАЛЛЫ"
"TID_SHOP_OFFER_DESC_GOLD","Используй монеты для улучшения бойцов"
"TID_SHOP_OFFER_ANY_BRAWLER","ДЛЯ ЛЮБОГО\nБОЙЦА"
"TID_PURCHASE_OFFER_POPUP_TITLE","Подтвердить покупку"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Бесплатная награда"
"TID_SHOP_OFFER_NEW_HERO_LABEL","НОВЫЙ БОЕЦ"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","НОВЫЙ СКИН"
"TID_SHOP_OFFER_HERO_POWER_TITLE","ОЧКИ СИЛЫ"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Невозможно купить. Во время события допускается только одна покупка каждого набора."
"TID_SHOP_OFFER_NEW","НОВОЕ"
"TID_GATCHA_BOX_TITLE_2","ЯЩИК"
"TID_GATCHA_BOX_TITLE_3","МЕГАЯЩИК"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","НОВЫЙ БОЕЦ"
"TID_GATCHA_BOX_INFO_2","Содержит или нового бойца, или звёздную силу, или монеты с очками силы для двух бойцов. В некоторых ящиках могут попасться бонусные билеты событий или удвоитель жетонов!"
"TID_GATCHA_BOX_INFO_3","В\n\n<AMOUNT> р. больше, чем обычный ящик!"
"TID_SHOP_OFFER_INFO_0","Бесплатно. Какая удача!"
"TID_SHOP_OFFER_INFO_1","Монеты: <AMOUNT>. Используй монеты для улучшения бойцов."
"TID_SHOP_OFFER_INFO_2","Будет разблокирован один случайный <RARITY> боец!"
"TID_SHOP_OFFER_INFO_3","Разблокируй нового бойца!"
"TID_SHOP_OFFER_INFO_6","В ящике могут оказаться бойцы, очки силы, монеты и другое!"
"TID_SHOP_OFFER_INFO_7","Билеты событий: <AMOUNT>. Используй их для игры в событиях по билетам."
"TID_SHOP_OFFER_INFO_8","Очки силы: <AMOUNT>. Собирай очки силы, чтобы разблокировать улучшение для бойца!"
"TID_SHOP_OFFER_INFO_9","Следующие полученные в бою жетоны (<AMOUNT>) удваиваются!"
"TID_SHOP_OFFER_INFO_10","В мегаящике в 10 раз больше предметов, чем в обычном!"
"TID_SHOP_OFFER_INFO_12","Выбери бойца для получения очков силы."
"TID_SHOP_OFFER_INFO_13","Разблокируй новую ячейку события."
"TID_SHOP_OFFER_INFO_14","В большом ящике в 3 раза больше предметов, чем в обычном!"
"TID_SHOP_OFFER_HOR_NEW","НОВОЕ"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","БОЕЦ"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","НОВОЕ <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","БОЕЦ"
"TID_SHOP_SKIN_OFFER","АКЦИОННЫЙ СКИН"
"TID_SKINS_AD_TITLE","ПОЯВИЛИСЬ НОВЫЕ СКИНЫ"
"TID_SKINS_AD_OK","ОК"
"TID_SKINS_AD_INFO","Посмотри на новые скины на экране бойцов!"
"TID_TERMS_OF_SERVICE_BUTTON","Условия пользования"
"TID_IMMUNE","Невосприимчивый"
"TID_BATTLE_END_PROCEED","ДАЛЕЕ"
"TID_HINT_TAP_TO_MOVE_1","Собирай <ce662f9>КРИСТАЛЛЫ</c> в центре карты."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Наведи Супер на врага!"
