"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","MoveEffect2","StillEffect","StillEffect2","ChargedShotEffect","DisableHeadRotation"
"GunSlingerHanbok","Gunslinger","colt_hanbok_geo.scw",,,"colt_base_cam.scw","emz_intro_pose.scw",,"GunslingerIdle","GunslingerWalk","GunslingerPrimary","GunslingerSecondary","GunslingerRecoil","GunslingerRecoil2","GunslingerRecoil","GunslingerRecoil2","GunslingerReload","GunslingerPushback","GunslingerWin","GunslingerWinloop","GunslingerLose","GunslingerLoseloop","GunslingerWin","GunslingerWinloop","GunslingerIdle","GunslingerWin","GunslingerWinloop","GunslingerWin","GunslingerIdle","GunslingerIdle","GunslingerProfile","GunslingerProfile",,,,,,"ColtFace","ColtFace","ColtHappy","ColtFace","ColtSad","ColtSadLoop","ColtHappy","ColtFace","ColtFace","ColtHappy","ColtFace","ColtHappy","ColtStill","ColtStill",,,,,,,,,"Colt002Projectile",,"Colt002UltiProjectile","colt_002_atk",,"colt_002_ulti",,,,"colt_002_ulti_use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarrelbotCny","BarrelBot","darryl_cny_geo.scw",,,"darryl_base_cam.scw","emz_intro_pose.scw",,"DarrylCnyIdle","DarrylCnyWalk","DarrylCnyPrimary","DarrylCnySecondary","DarrylCnyRecoil","DarrylCnyRecoil2","DarrylCnyRecoil",,"DarrylCnyReload","DarrylCnyPushback","DarrylCnyWin","DarrylCnyWinloop","DarrylCnyLose","DarrylCnyLoseloop","DarrylCnyWin","DarrylCnyWinloop","DarrylCnyIdle","DarrylCnyWin","DarrylCnyWinloop","DarrylCnyWinloop","DarrylCnyHide","DarrylCnyHide","DarrylCnyProfile","DarrylCnyProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darryl002Projectile",,,"darryl_002_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PocoValentine","DeadMariachi","poco_valentine_geo.scw",,,"poco_base_cam.scw","emz_intro_pose.scw",,"PocoIdle","PocoWalk","PocoAttack","PocoSecondary","PocoRecoil",,"PocoRecoil",,"PocoReload","PocoPushback","PocoWin","PocoWinloop","PocoLose","PocoLoseloop","PocoWin","PocoWinloop","PocoIdle","PocoWin","PocoWinloop","PocoWin","PocoIdle","PocoIdle","PocoProfile","PocoProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poco002Projectile",,"Poco002UltiProjectile","poco_002_atk_direct",,"poco_002_atk_direct",,,"poco_002_atk_root","poco_002_atk_root",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RocketGirlCny","RocketGirl","brock_cny_geo.scw",,,"brock_base_cam.scw","emz_intro_pose.scw",,"BrockIdle","BrockWalk","BrockPrimary","BrockSecondary","BrockRecoil",,"BrockRecoil2",,"BrockIdle","BrockPushback","BrockBoomboxWinIntro","BrockBoomboxWin","BrockLose","BrockLoseloop","BrockBoomboxWinIntro","BrockBoomboxWin","BrockIdle","BrockBoomboxWinIntro","BrockBoomboxWin","BrockBoomboxWin","BrockIdle","BrockIdle","BrockProfile","BrockProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brock002Projectile",,"Brock002UltiProjectile","brock_002_atk",,"brock_002_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WhirlwindDefault","Whirlwind","carl_geo.scw",,,"carl_base_cam.scw","emz_intro_pose.scw",,"CarlIdle","CarlWalk","CarlAttack","CarlSecondary","CarlAttackRecoil",,"CarlSecondaryRecoil",,"CarlReload","CarlIdle","CarlWin","CarlWinloop","CarlLose","CarlLoseloop","CarlWin","CarlWinloop","CarlIdle","CarlWin","CarlWinloop","CarlWin","CarlIdle","CarlIdle","CarlProfile","CarlProfile",,,,,,"CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlAngry","CarlAngryloop","CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlProfile","CarlIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RoboWarsBox",,"item_bolt_crate.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UndertakerNightwitch","Undertaker","mortis_nightwitch_geo.scw",,,"mortis_base_cam.scw","emz_intro_pose.scw",,"UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerRecoil1",,"UndertakerUltiRecoil1",,,"UndertakerPushback","UndertakerNightwitchWin","UndertakerNightwitchWinloop","UndertakerLose","UndertakerLoseloop","UndertakerNightwitchWin","UndertakerNightwitchWinloop","UndertakerIdle","UndertakerNightwitchWin","UndertakerNightwitchWinloop","UndertakerNightwitchWin","UndertakerIdle","UndertakerIdle","UndertakerProfile","UndertakerProfile",,,,,,"MortisNightwitchFace","MortisNightwitchFace","MortisNightwitchWin","MortisNightwitchWinloop","MortisNightwitchFace","MortisNightwitchFace","MortisNightwitchWin","MortisNightwitchWinloop","MortisNightwitchFace","MortisNightwitchWin","MortisNightwitchWinloop","MortisNightwitchFace","MortisNightwitchFace","MortisNightwitchFace",,,,,,,"true","true",,,,,,"mortis_002_ulti_direct",,,"mortis_002_atk","mortis_002_ulti",,"mortis_002_atk_hit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RoboWarsBaseDefault","RoboWarsBase","siege_base.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"RoboWarsBaseIdle","RoboWarsBaseIdle","RoboWarsBaseAttack","RoboWarsBaseIdle","RoboWarsBaseAttack",,"RoboWarsBaseIdle",,"RoboWarsBaseIdle","RoboWarsBaseIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RosaDefault","Rosa","rosa_geo.scw",,,"rosa_base_cam.scw","emz_intro_pose.scw",,"RosaIdle","RosaWalk","RosaAttack","RosaIdle","RosaAttackRecoil","RosaAttackRecoil2","RosaUltRecoil","RosaUltRecoil2",,"RosaIdle","RosaWin","RosaWinloop","RosaLose","RosaLoseloop","RosaWin","RosaWinloop","RosaIdle","RosaWin","RosaWinloop","RosaWin","RosaIdle","RosaIdle","RosaProfile","RosaProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCart","Train0","mine_cart.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShamanShiba","Shaman","nita_shiba_geo.scw",,,"nita_base_cam.scw","emz_intro_pose.scw",,"ShamanShibaIdle","ShamanShibaWalk","ShamanAttack","ShamanSecondary","ShamanRecoil",,"ShamanRecoil",,"ShamanReload","ShamanPushback","ShamanShibaWin","ShamanShibaWinloop","ShamanLose","ShamanLoseloop","ShamanShibaWin","ShamanShibaWinloop","ShamanIdle","ShamanShibaWin","ShamanShibaWinloop","ShamanShibaWin","ShamanShibaIdle","ShamanShibaIdle","ShamanProfile","ShamanProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShamanBearShiba","ShamanPet","bear_shiba_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"BearShibaIdle","BearWalk","BearAttack","BearShibaIdle","BearRecoil",,"BearShibaIdle",,"BearIdle","BearPushback","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nita_003_ulti_spawn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BaseballDefault","Baseball","bibi_geo.scw",,,"bibi_base_cam.scw","emz_intro_pose.scw",,"BibiIdle","BibiWalk","BibiPrimary","BibiSecondary","BibiRecoil",,"BibiRecoil2",,,"BibiPushback","BibiWin","BibiWinloop","BibiLose","BibiLoseloop","BibiWin","BibiWinloop","BibiIdle","BibiWin","BibiWinloop","BibiWin","BibiIdle","BibiIdle","BibiProfile","BibiProfile",,,,,,"Bibi_Idle","Bibi_Idle","Bibi_Win","Bibi_Idle","Bibi_Idle","Bibi_Idle","Bibi_Win","Bibi_Idle","Bibi_Idle","Bibi_Win","Bibi_Idle","Bibi_Idle","Bibi_Idle","Bibi_Idle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartB","Train1","mine_cart_b.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartC","Train2","mine_cart_c.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartD","Train3","mine_cart_d.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartE","Train4","mine_cart_e.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClusterBombDefault","ClusterBombDude","tick_geo.scw",,,"tick_base_cam.scw","emz_intro_pose.scw",,"TickIdle","TickWalk","TickPrimary","TickSecondary","TickRecoil",,"TickUltRecoil",,"TickIdle","TickIdle","TickWin","TickWinloop","TickLose","TickLoseloop","TickWin","TickWinloop","TickIdle","TickWin","TickWinloop","TickWin","TickIdle","TickIdle","TickProfile","TickProfile",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClusterBombPetDefault","ClusterBombPet","bombhead_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle",,"BombheadIdle",,"BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryGalBunny","ArtilleryDude","penny_bunny_geo.scw",,,"penny_base_cam.scw","emz_intro_pose.scw",,"ArtilleryGalIdle","ArtilleryGalBunnyWalk","ArtilleryGalPrimary","ArtilleryGalUltiAttack","ArtilleryGalRecoil",,"ArtilleryGalUltiRecoil",,"ArtilleryGalReload","ArtilleryGalPushback","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalLose","ArtilleryGalBunnyLoseloop","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalIdle","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalBunnyWin","ArtilleryGalIdle","ArtilleryGalIdle","ArtilleryGalProfile","ArtilleryGalProfile",,,,,,"PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace",,,,,,,,,"Penny003Projectile",,"Penny003UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryTurretBunny","ArtilleryDudeTurret","bunny_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyAttack",,"ArtilleryBunnyIdle",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnySpawn","ArtilleryBunnyIdle",,"ArtilleryBunnyIdleMenu","ArtilleryBunnySpawn","ArtilleryBunnyIdle","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryIdle","ArtilleryIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"penny_003_ulti_spawn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarkeepMs","Barkeep","barley_ms_geo.scw",,,"barley_base_cam.scw","barley_bakesale_intro_pose.scw",,"BarkeepMsIdle","BarkeepMsWalk","BarkeepMsPrimary","BarkeepMsSecondary","BarkeepMsPrimary",,"BarkeepMsPrimary",,"BarkeepMsReload","BarkeepPushback","BarkeepMsWin","BarkeepMsIdle","BarkeepMsLose","BarkeepMsLoseloop","BarkeepMsWin","BarkeepMsIdle","BarkeepMsIdle","BarkeepMsWin","BarkeepMsIdle","BarkeepMsWin","BarkeepMsIdle","BarkeepMsIdle","BarkeepMsProfile","BarkeepMsIntro",,,,"BarkeepSecondary","BarkeepRecoil","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsLose","BarleyMsLoseloop","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace",,,,,,,,,"Barley005Projectile",,"Barley005UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RocketGirlHotrod","RocketGirl","brock_hotrod_geo.scw",,,"brock_base_cam.scw","emz_intro_pose.scw",,"BrockHotrodIdle","BrockHotrodWalk","BrockHotrodPrimary","BrockHotrodSecondary","BrockHotrodRecoil",,"BrockHotrodRecoil2",,"BrockHotrodIdle","BrockHotrodPushback","BrockHotrodWin","BrockHotrodWinloop","BrockHotrodLose","BrockHotrodLoseloop","BrockHotrodWin","BrockHotrodWinloop","BrockHotrodIdle","BrockHotrodWin","BrockHotrodWinloop","BrockHotrodIdle","BrockHotrodIdle","BrockHotrodIdle","BrockProfile","BrockProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brock003Projectile",,"Brock003UltiProjectile","brock_003_atk",,"brock_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WhirlwindHotrod","Whirlwind","carl_hotrod_geo.scw",,,"carl_hotrod_cam.scw","emz_intro_pose.scw",,"CarlHotrodIdle","CarlHotrodWalk","CarlHotrodAttack","CarlHotrodSecondary","CarlHotrodAttackRecoil",,"CarlHotrodSecondaryRecoil",,"CarlHotrodReload","CarlHotrodIdle","CarlHotrodWin","CarlHotrodWinloop","CarlHotrodLose","CarlHotrodLoseloop","CarlHotrodWin","CarlHotrodWinloop","CarlHotrodIdle","CarlHotrodWin","CarlHotrodWinloop","CarlHotrodWin","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodProfile","CarlHotrodProfile",,,,,,"CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodAngry","CarlHotrodAngryloop","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle",,,,,,,,,"Carl002Projectile",,,,,,,,,,,,,"carl_002_ulti_loop","carl_002_ulti_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarkeepLumberjack","Barkeep","barley_lumberjack_geo.scw",,,"barley_base_cam.scw","emz_intro_pose.scw",,"BarkeepLumberjackIdle","BarkeepLumberjackWalk","BarkeepLumberjackPrimary","BarkeepLumberjackSecondary","BarkeepLumberjackRecoil",,"BarkeepLumberjackRecoil",,"BarkeepLumberjackReload","BarkeepLumberjackPushback","BarkeepLumberjackWin","BarkeepLumberjackWinloop","BarkeepLumberjackLose","BarkeepLumberjackLoseloop","BarkeepLumberjackWin","BarkeepLumberjackWinloop","BarkeepLumberjackIdle","BarkeepLumberjackWin","BarkeepLumberjackIdle","BarkeepLumberjackWin","BarkeepLumberjackIdle","BarkeepLumberjackIdle","BarkeepLumberjackProfile","BarkeepLumberjackProfile",,,,"BarkeepSecondary","BarkeepRecoil",,,,,,,,,,,,,,,,,,,,,,,"Barley004Projectile",,"Barley004UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BoMecha","BowDude","bo_mecha_geo.scw",,,"bo_mecha_cam.scw","emz_intro_pose.scw",,"BoMechaIdle","BoMechaWalk","BoMechaAttack","BoMechaSecondary","BoMechaRecoil","BoMechaRecoil","BoMechaRecoil2","BoMechaRecoil2","BoMechaIdle","BoMechaPushback","BoMechaWin","BoMechaWinloop","BoMechaLose","BoMechaLoseloop","BoMechaWin","BoMechaWinloop","BoMechaIdle","BoMechaWin","BoMechaWinloop","BoMechaWin","BoMechaIdle","BoMechaIdle","BoMechaProfile","BoMechaProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Bow002Projectile",,"Bow002UltiProjectile","bo_002_atk",,"bo_002_ulti",,,,,,,,,,,,,,,,"MineMecha","Mech_Bo_kill","Mech_Bo_lead","Mech_Bo_start","Mech_Bo_ulti_vo","Mech_Bo_hurt","Mech_Bo_die","Mech_Bo_atk_vo",,,,,,,,,,,,,,
"CrowMecha","Crow","crow_mecha_geo.scw",,,"crow_mecha_cam.scw","emz_intro_pose.scw",,"CrowMechaIdle","CrowMechaWalk","CrowMechaPrimary","CrowMechaSecondary","CrowMechaRecoil",,"CrowMechaIdle",,"CrowMechaReload","CrowMechaPushback","CrowMechaWin","CrowMechaWinloop","CrowMechaLose","CrowMechaLoseloop","CrowMechaWin","CrowMechaWinloop","CrowMechaIdle","CrowMechaWin","CrowMechaWinloop","CrowMechaWin","CrowMechaIdle","CrowMechaIdle","CrowMechaProfile","CrowMechaProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crow002Projectile",,"Crow002UltiProjectile","crow_002_attack",,,,,,"crow_002_ulti",,,,,,,,,,,,,"RoboCrow_Kill","RoboCrow_Lead","RoboCrow_Start","RoboCrow_Ulti_vo","RoboCrow_Takedamage","RoboCrow_Die",,,,,,,,,,,,,,,
"Cactusmecha","Cactus","spike_mecha_geo.scw",,,"spike_base_cam.scw","emz_intro_pose.scw",,"SpikeIdle","SpikeMechaWalk","SpikePrimary","SpikeSecondary","SpikeRecoil",,"SpikeRecoil2",,"SpikeReload","SpikeIdle","SpikeMechaWin","SpikeMechaWinloop","SpikeMechaLose","SpikeMechaLoseloop","SpikeMechaWin","SpikeMechaWinloop","SpikeIdle","SpikeMechaWin","SpikeMechaWinloop","SpikeMechaWin","SpikeIdle","SpikeIdle","SpikeProfile","SpikeProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spike003Projectile",,"Spike003UltiProjectile","cactus_003_attack",,"cactus_003_attack_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TntDudeMecha","TntDude","dynamike_mecha_geo.scw",,,"dynamike_base_cam.scw","emz_intro_pose.scw",,"TntDudeMechaIdle","TntDudeMechaWalk","TntDudeMechaPrimary","TntDudeMechaSecondary","TntDudeMechaRecoil",,"TntDudeMechaSecondaryRecoil",,"TntDudeMechaIdle","TntguyPushback","TntDudeMechaWin","TntDudeMechaWinloop","TntDudeMechaLose","TntDudeMechaLoseloop","TntDudeMechaWin","TntDudeMechaWinloop","TntDudeMechaIdle","TntDudeMechaWin","TntDudeMechaWinloop","TntDudeMechaWin","TntDudeMechaIdle","TntDudeMechaIdle","TntDudeMechaProfile","TntDudeMechaProfile",,,,,,"DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboLose","DynamikeRoboLoseloop","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace",,,,,,,"true","true","Mike004Projectile",,"Mike004UltiProjectile","mech_mike_atk",,,,,,"dynamike_003_ulti_use",,,,,,,,,,,,,"Mech_Mike_kill_vo","Mech_Mike_lead_vo","Mech_Mike_start_vo","Mech_Mike_ulti_vo","Mech_Mike_hurt_vo","Mech_Mike_die_vo",,,,,,,,,,,,,,,
"WhirlwindHogrider","Whirlwind","carl_hogrider_geo.scw",,,"carl_hogrider_cam.scw","emz_intro_pose.scw",,"CarlHogriderIdle","CarlHogriderWalk","CarlHogriderAttack","CarlHogriderSecondary","CarlHogriderAttackRecoil",,"CarlHogriderSecondaryRecoil",,"CarlHogriderReload","CarlHogriderIdle","CarlHogriderWin","CarlHogriderWinloop","CarlHogriderLose","CarlHogriderLoseloop","CarlHogriderWin","CarlHogriderWinloop","CarlHogriderIdle","CarlHogriderWin","CarlHogriderWinloop","CarlHogriderWin","CarlHogriderIdle","CarlHogriderIdle","CarlHogriderProfile","CarlHogriderProfile",,,,,,"CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlAngry","CarlAngryloop","CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlProfile","CarlIdle",,,,,,,,,"Carl003Projectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BallBeach",,"brawl_ball_beach.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcadeDefault","Arcade","8bit_geo.scw",,,"8bit_base_cam.scw","emz_intro_pose.scw",,"8bitIdle","8BitWalk","8bitAttack","8bitIdle","8bitRecoil",,"8bitIdle",,"8bitReload","8bitPushback","8bitWin","8bitWinloop","8bitLose","8bitLoseloop","8bitWin","8bitWinloop","8bitWinloop","8bitWin","8bitWinloop","8bitWin","8bitIdle","8bitIdle","8bitProfile","8bitProfile",,,,,,"ArcadeWinLoop","ArcadeWinLoop","ArcadeWin","ArcadeWinLoop","ArcadeLose","ArcadeLooseLoop","ArcadeIntro","ArcadeWinLoop","ArcadeWinLoop","ArcadeIntro","ArcadeWinLoop","ArcadeWin","ArcadeStill","ArcadeWinLoop",,,,,,,,,,,,,,,,"true",,,,,,,,,,"DamageBoost","DamageBoost_larger",,,,,,,,,,,,,,,,,,,,,,,,
"DamageBoosterDefault","DamageBooster","8bit_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle",,"8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DamageBoosterVirus","DamageBooster","8bit_virus_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle",,"8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SniperPink","Sniper","piper_geo.scw",,"piper_gadget_pistol_geo.scw","piper_portrait.scw","emz_intro_pose.scw",,"SniperIdle","SniperWalk","SniperAttack","SniperSecondary","SniperRecoil",,"SniperRecoil",,"SniperReload","SniperPushback","SniperWin","SniperWinloop","SniperLose","SniperLoseloop","SniperWin","SniperWinloop","SniperIdle","SniperWin","SniperWinloop","SniperWin","SniperIdle","SniperIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperStillOpen","PiperStillOpen","PiperWin","PiperWinLoop","PiperLose","PiperLoseLoop","PiperWin","PiperWinLoop","PiperWinLoop","PiperWin","PiperWinLoop","PiperWin","PiperStillClosed","PiperWinLoop",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
