"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Humanoid","Priority"
"FleaGodzillaIdle","eve_mothra_idle.glb","1","-1","-1","","400","400","","true","",""
"FleaGodzillaWalk","eve_mothra_walk.glb","","-1","-1","","400","400","","true","","1"
"FleaGodzillaAttack","eve_mothra_attack.glb","","4","-1","","","","","","","3"
"FleaGodzillaSuper","eve_mothra_super.glb","","-1","-1","","","","","true","","3"
"FleaGodzillaAttackRecoil","eve_mothra_attack.glb","5","-1","-1","","","100","300","","","4"
"FleaGodzillaSuperRecoil","eve_mothra_super.glb","","-1","-1","","","100","100","","","4"
"FleaGodzillaPushback","eve_mothra_pushback.glb","","25","-1","","","400","500","","","5"
"FleaGodzillaHappy","eve_mothra_win.glb","","136","-1","","","","","","",""
"FleaGodzillaHappyLoop","eve_mothra_win.glb","98","136","-1","","","","","true","",""
"FleaGodzillaSad","eve_mothra_lose.glb","","167","-1","","","","","","",""
"FleaGodzillaSadLoop","eve_mothra_lose.glb","136","167","-1","","","","","true","",""
"FleaGodzillaSadEnter","eve_mothra_lose.glb","","","-1","","","","","","",""
"FleaGodzillaProfile","eve_mothra_portrait.glb","101","-1","-1","","","","","","",""
"BeeSniperVirusIdle","bea_hacker_idle.glb","","-1","","","100","100","","true","",""
"BeeSniperVirusWalk","bea_hacker_walk.glb","1","26","","","100","100","","true","","1"
"BeeSniperVirusAttack","bea_hacker_attack.glb","","4","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BeeSniperVirusRecoil","bea_hacker_attack.glb","5","20","","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BeeSniperVirusReload","bea_hacker_reload.glb","","20","","","100","100","100","","","spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2"
"BeeSniperVirusPushback","bea_hacker_pushback.glb","","-1","","","25","100","200","","","5"
"BeeSniperVirusWin","bea_hacker_win.glb","","235","","","","","","","","5"
"BeeSniperVirusWinloop","bea_hacker_win.glb","173","235","","","","","","true","","1"
"BeeSniperVirusLose","bea_hacker_lose.glb","","258","","","","","","","",""
"BeeSniperVirusLoseloop","bea_hacker_lose.glb","220","-1","","","","","","true","",""
"BeeSniperVirusPortrait","bea_hacker_portrait.glb","","","","","","","","","",""
"BeeSniperVirusIntro","bea_intro_pose.glb","","","","","","","","","",""
"SandstormMakeIdle","sandy_nightmare_idle.glb","1","128","","","100","100","100","true","","5"
"SandstormMakeWalk","sandy_nightmare_walk.glb","1","20","","","100","100","100","true","","1"
"SandstormMakeAttack","sandy_nightmare_attack.glb","","5","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SandstormMakeRecoil","sandy_nightmare_attack.glb","","12","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SandstormMakeReload","sandy_nightmare_idle.glb","","10","","","100","100","100","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0"
"SandstormMakePushBack","sandy_nightmare_pushback.glb","","10","","","100","100","100","","",""
"SandstormMakeWin","sandy_nightmare_win.glb","1","360","","","","","","","",""
"SandstormMakeWinloop","sandy_nightmare_win.glb","262","359","","","","","","true","","1"
"SandstormMakeLose","sandy_nightmare_lose.glb","","198","","","","","","","",""
"SandstormMakeProfile","sandy_nightmare_portrait.glb","220","220","","","","","","true","","1"
"HookDudeMakeIdle","gene_samurai_idle.glb","","79","","","100","100","","true","",""
"HookDudeMakeWalk","gene_samurai_walk.glb","1","29","","120","100","100","","true","","1"
"HookDudeMakeAttack","gene_samurai_attack.glb","1","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"HookDudeMakeSecondary","gene_samurai_super.glb","1","30","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"HookDudeMakeAttackRecoil","gene_samurai_attack.glb","5","20","","","50","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"HookDudeMakeSecondaryRecoil","gene_samurai_super.glb","1","30","","","100","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"HookDudeMakeReload","gene_samurai_reload.glb","1","25","","","100","200","200","","","spine_lower_s#2"
"HookDudeMakePushback","gene_samurai_idle.glb","","20","","","200","300","500","","","5"
"HookDudeMakeWin","gene_samurai_win.glb","1","153","","","","","","","",""
"HookDudeMakeWinloop","gene_samurai_win.glb","136","158","","","","","","true","",""
"HookDudeMakeLose","gene_samurai_lose.glb","","88","","","100","","","","",""
"HookDudeMakeLoseloop","gene_samurai_lose.glb","50","88","","","","","","true","",""
"HookDudeMakeProfile","gene_samurai_portrait.glb","1","1","","","","","","true","",""
"BaseballGamer_remakeIdle","bibi_heroine_idle.glb","1","29","","","100","100","","true","",""
"BaseballGamer_remakeWalk","bibi_heroine_run.glb","1","29","","","120","200","","true","","1"
"BaseballGamer_remakePrimary","bibi_heroine_attack.glb","1","51","","","100","100","100","","","R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballGamer_remakeSecondary","bibi_heroine_attack.glb","1","51","","","100","100","100","","","R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballGamer_remakeRecoil","bibi_heroine_attack.glb","22","51","","","1","100","100","","","R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballGamer_remakeRecoil2","bibi_heroine_attack.glb","17","51","","","100","100","100","","","R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"BaseballGamer_remakePushback","bibi_heroine_pushback.glb","","-1","","","100","100","100","","","5"
"BaseballGamer_remakeWin","bibi_heroine_win.glb","1","161","","","100","","","","","5"
"BaseballGamer_remakeWinloop","bibi_heroine_win.glb","120","160","","","","","","true","","1"
"BaseballGamer_remakeLose","bibi_heroine_lose.glb","1","184","","","","","","","","5"
"BaseballGamer_remakeLoseloop","bibi_heroine_lose.glb","123","183","","","","","","true","","1"
"BaseballGamer_remakeProfile","bibi_heroine_portrait.glb","1","10","","","","","","true","","5"
"BlackHoleStreetNinja_remakeIdle","tara_streetninja_remake_idle.glb","1","28","","","200","","","true","","5"
"BlackHoleStreetNinja_remakeWalk","tara_streetninja_remake_walk.glb","1","20","","80","200","","200","true","","1"
"BlackHoleStreetNinja_remakePrimary","tara_streetninja_remake_attack.glb","1","23","","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BlackHoleStreetNinja_remakeSecondary","tara_streetninja_remake_ult.glb","1","23","","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BlackHoleStreetNinja_remakeRecoil","tara_streetninja_remake_attack.glb","4","20","","","","","200","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"BlackHoleStreetNinja_remakeSecondaryRecoil","tara_streetninja_remake_ult.glb","4","22","","","","","200","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"BlackHoleStreetNinja_remakeReload","tara_streetninja_remake_idle.glb","1","12","","","","","50","","",""
"BlackHoleStreetNinja_remakeWin","tara_streetninja_remake_win_120.glb","1","923","","","","","","","","5"
"BlackHoleStreetNinja_remakeWinloop","tara_streetninja_remake_win_120.glb","544","923","","","","","","true","","1"
"BlackHoleStreetNinja_remakeLose","tara_streetninja_remake_lose.glb","1","128","","","","","","","",""
"BlackHoleStreetNinja_remakeLoseloop","tara_streetninja_remake_lose.glb","69","128","","","","","","true","",""
"BlackHoleStreetNinja_remakeProfile","tara_streetninja_remake_portrait.glb","10","10","","","","","","true","","5"
"RocketGirlRanger_redIdle","brock_sentai_idle.glb","","-1","","135","74","74","","true","",""
"RocketGirlRanger_redWalk","brock_sentai_run.glb","","-1","","150","100","100","","true","","1"
"RocketGirlRanger_redPrimary","brock_sentai_attack.glb","","-1","","","1","300","300","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlRanger_redSecondary","brock_sentai_attack.glb","","-1","","","1","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlRanger_redRecoil","brock_sentai_attack.glb","","-1","","","1","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlRanger_redRecoil2","brock_sentai_attack.glb","","-1","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlRanger_redPushback","brock_pushback1.glb","","-1","","","100","100","100","","","5"
"RocketGirlRanger_redRangerWin","brock_sentai_win.glb","","138","","","","500","500","","","5"
"RocketGirlRanger_redWinloop","brock_sentai_win.glb","115","138","","","150","","500","true","","5"
"RocketGirlRanger_redLose","brock_sentai_lose.glb","1","85","","","","","","","","5"
"RocketGirlRanger_redLoseloop","brock_sentai_lose.glb","56","85","","","","","","true","","5"
"RocketGirlRanger_redRangerProfile","brock_sentai_portrait.glb","50","-1","","","","","","","",""
"RocketGirlRanger_redProfile","brock_sentai_portrait.glb","1","1","","","","","","","","5"
"ClusterBombDudeGodzillaIdle","tick_ghidorah_idle.glb","1","47","","","","","","true","",""
"ClusterBombDudeGodzillaWalk","tick_ghidorah_walk.glb","1","21","","125","","","","true","","1"
"ClusterBombDudeGodzillaPrimary","tick_ghidorah_attackb.glb","1","20","","","","","25","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeGodzillaSecondary","tick_ghidorah_ult.glb","1","20","","","","","25","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeGodzillaRecoil","tick_ghidorah_attack.glb","1","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeGodzillaUltRecoil","tick_ghidorah_ult.glb","1","20","","","","","300","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeGodzillaWin","tick_ghidorah_win_120.glb","1","779","","","","","","","",""
"ClusterBombDudeGodzillaWinloop","tick_ghidorah_win_120.glb","599","778","","","","","","true","",""
"ClusterBombDudeGodzillaLose","tick_ghidorah_lose.glb","1","38","","","","","","","",""
"ClusterBombDudeGodzillaLoseloop","tick_ghidorah_lose.glb","1","-1","","","","","","true","",""
"ClusterBombDudeGodzillaProfile","tick_ghidorah_portraits.glb","16","16","","","","","","","",""
"ShotgunGirlSquadIdle","shelly_squadbuster_idle.glb","","-1","","","100","100","","true","",""
"ShotgunGirlSquadWalk","shelly_squadbuster_walk.glb","1","30","","","100","100","","true","","1"
"ShotgunGirlSquadPrimary","shelly_squadbuster_attack.glb","1","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirlSquadSecondary","shelly_squadbuster_attack.glb","1","5","","","","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirlSquadCarlSecondary","carl_super.glb","1","59","","","200","200","200","true","","5"
"ShotgunGirlSquadRecoil","shelly_squadbuster_attack.glb","6","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirlSquadReload","shelly_squadbuster_reload.glb","1","-1","","","50","100","100","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"ShotgunGirlSquadPushback","shelly_squadbuster_idle.glb","","10","","","100","100","100","","","5"
"ShotgunGirlSquadWin","shelly_squadbuster_win.glb","1","221","","","","","","","","5"
"ShotgunGirlSquadWinloop","shelly_squadbuster_win.glb","175","221","","","","","","true","","1"
"ShotgunGirlSquadLose","shelly_squadbuster_lose.glb","1","159","","","","","","","","5"
"ShotgunGirlSquadLoseloop","shelly_squadbuster_lose.glb","112","159","","","","","","true","","1"
"ShotgunGirlSquadProfile","shelly_squadbuster_portrait.glb","80","80","","","","","","true","",""
"ShotgunGirlSquadIntro","shelly_squadbuster_win.glb","221","221","","","","","","","",""
"SnakeOilTropicalIdle","byron_idle.glb","1","59","-1","","120","120","","true","",""
"SnakeOilTropicalWalk","byron_walk.glb","1","-1","-1","","100","100","","true","","1"
"SnakeOilTropicalAttack","byron_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilTropicalSuper","byron_super.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilTropicalRecoil","byron_attack.glb","5","30","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilTropicalSuperRecoil","byron_super.glb","5","30","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilTropicalPushback","byron_pushback.glb","","-1","-1","","","","","","","5"
"SnakeOilTropicalWin","byron_tropical_win.glb","1","92","","","","","","","",""
"SnakeOilTropicalWinloop","byron_tropical_win.glb","93","-1","","","","","","true","",""
"SnakeOilTropicalLose","byron_lose.glb","1","98","","","","","","","",""
"SnakeOilTropicalLoseloop","byron_lose.glb","99","198","","","","","","true","",""
"SnakeOilTropicalProfile","byron_win.glb","192","192","-1","","","","","","",""
"HammerDudeVacationIdle","frank_idle.glb","","-1","","","500","500","","true","",""
"HammerDudeVacationWalk","frank_walk.glb","1","29","","120","300","300","","true","","5"
"HammerDudeVacationPrimary","frank_attack.glb","1","45","","","","","100","","","5"
"HammerDudeVacationSecondary","frank_ulti.glb","1","50","","","100","100","","true","","5"
"HammerDudeVacationRecoil","frank_attack.glb","22","35","","","","","200","","","5"
"HammerDudeVacationRecoil2","frank_ulti.glb","36","50","","","1","1","100","","","5"
"HammerDudeVacationReloading","frank_idle.glb","","6","","","","","50","","",""
"HammerDudeVacationPushback","frank_pushback.glb","","-1","","","120","120","400","","","5"
"HammerDudeVacationWin","frank_vacation_win.glb","1","51","","","","","","","","5"
"HammerDudeVacationWinloop","frank_vacation_win.glb","23","50","","","","","","true","","1"
"HammerDudeVacationLose","frank_lose.glb","1","120","","","","","","","","5"
"HammerDudeVacationLoseloop","frank_lose.glb","75","119","","","","","","true","","1"
"HammerDudeVacationProfile","frank_idle.glb","44","44","","","","","","true","",""
"HammerDudeVacationIntro","frank_intro_pose.glb","","","","","","","","","",""
"GodzillaIdle","boss_godzilla_idle.glb","","35","","","100","100","","true","",""
"GodzillaWalk","boss_godzilla_walk.glb","","39","","","100","100","","true","","1"
"GodzillaPrimary","boss_godzilla_attack2_bite.glb","","-1","","","50","50","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GodzillaSecondary","boss_godzilla_super_flamethrower.glb","","73","","","50","50","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"GodzillaPrimary_transform","boss_godzilla_attack1_claws.glb","","-1","","","50","50","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GodzillaReload","boss_godzilla_idle.glb","1","1","","","","","100","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"GodzillaPushback","shelly_pushback.glb","","-1","","","100","100","100","","","5"
"GodzillaWin","boss_godzilla_idle_lobby.glb","","35","","","","","","","","5"
"GodzillaWinloop","boss_godzilla_idle_lobby.glb","","35","","","","","","true","","1"
"GodzillaLose","boss_godzilla_idle.glb","","35","","","","","","","","5"
"GodzillaLoseloop","boss_godzilla_idle.glb","","35","","","","","","true","","1"
"GodzillaProfile","boss_godzilla_idle.glb","80","80","","","","","","true","","boss_godzilla_attack2_bite.glb"
"GodzillaIntro","boss_godzilla_idle.glb","","","","","","","","","",""
"SilencerGoldAddonStarfishIdle","starfish_addon_idle.glb","","-1","","","","","","true","",""
"SilencerSilverAddonStarfishIdle","starfish_addon_idle.glb","","-1","","","","","","true","",""
"SilencerWorldfinalsAddonStarfishIdle","starfish_addon_idle.glb","","-1","","","","","","true","",""
"SilencerGoldAddonStarfishSpawn","starfish_addon_spawn.glb","1","-1","","","","","200","","","5"
"SilencerSilverAddonStarfishSpawn","starfish_addon_spawn.glb","1","-1","","","","","200","","","5"
"SilencerWorldfinalsAddonStarfishSpawn","starfish_addon_spawn.glb","1","-1","","","","","200","","","5"
"BeeVirusHeroScreen","bee_hacker_heroscreen.glb","1","1","","","","","","true","",""
"GodzillaWalkUI","boss_godzilla_extra_slowmowalk.glb","1","405","","","","","","true","",""
"DragonRiderDefaultIdle","draco_idle.glb","","-1","","","100","100","100","true","","1"
"DragonRiderDefaultWalk","draco_walk.glb","","27","","","100","100","","true","","1"
"DragonRiderDefaultSecondary","draco_super.glb","","38","","","100","","250","","","4"
"DragonRiderDefaultAttack","draco_attack.glb","1","13","","","1","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DragonRiderDefaultReload","draco_idle.glb","","20","","","50","100","100","","","hips_s#0+chest_s#5+L_clavicle_s#1+head_s#0+L_upperLeg_s#0+R_upperLeg_s#0"
"DragonRiderDefaultPushback","draco_idle.glb","","10","","","50","100","100","","","5"
"DragonRiderDefaultWin","draco_win.glb","","184","","","","","","","",""
"DragonRiderDefaultWinloop","draco_win.glb","157","184","","","","","","true","",""
"DragonRiderDefaultLose","draco_lose.glb","","76","","","","","","","",""
"DragonRiderDefaultLoseloop","draco_lose.glb","53","76","","","","","","true","",""
"DragonRiderDefaultProfile","draco_portrait.glb","","-1","","","","","","","",""
"DragonRiderDefaultIdle_transform","draco_idle_transform.glb","","-1","","","100","100","","true","","1"
"DragonRiderDefaultWalk_transform","draco_walk_transform.glb","","-1","","144","100","100","100","true","","1"
"DragonRiderDefaultSecondary_transform","draco_super_transform.glb","","31","","","100","","250","","","4"
"DragonRiderDefaultAttack_transform","draco_attack_transform.glb","5","10","","","1","","100","","","hips_s_transform#4+L_upperLeg_s_transform#0+R_upperLeg_s_transform#0"
"DragonRiderDefaultReload_transform","draco_idle_transform.glb","","1","","","500","500","500","","",""
"DragonRiderDefaultPushback_transform","draco_idle_transform.glb","","1","","","50","100","100","","","5"
"AmbusherDefaultIdle","lily_idle.glb","","23","","","100","100","","true","",""
"AmbusherDefaultWalk","lily_run.glb","","23","","170","100","100","","true","","1"
"AmbusherDefaultAttack","lily_attack.glb","4","14","","","","","10","","","spine_lower_s#4"
"AmbusherDefaultSecondary","lily_attack.glb","4","14","","","","","10","","","spine_lower_s#4"
"AmbusherDefaultRecoil","lily_attack.glb","15","26","","","100","100","10","","","spine_lower_s#4"
"AmbusherDefaultRecoil2","lily_attack.glb","15","26","","","100","100","10","","","spine_lower_s#4"
"AmbusherDefaultReload","lily_idle.glb","","-1","","","","","100","","","ChestBone#2"
"AmbusherDefaultPushback","lily_idle.glb","1","34","","","100","100","100","","","5"
"AmbusherDefaultWin","lily_win.glb","","148","","","","10","100","","","5"
"AmbusherDefaultWinloop","lily_win.glb","109","148","","","10","","","true","","1"
"AmbusherDefaultLose","lily_lose.glb","","100","","","","","","","","5"
"AmbusherDefaultLoseloop","lily_lose.glb","45","95","","","","","","true","","1"
"AmbusherDefaultProfile","lily_portrait.glb","1","10","","","","","","true","","5"
"AmbusherDefaultIntro","lily_portrait.glb","","","","","","","","","",""
"RopeDudeGodzillaIdleEgg","buzz_godzilla_egg_idle.glb","1","-1","","","50","50","","true","",""
"RopeDudeGodzillaInteractEgg","buzz_godzilla_egg_interaction.glb","1","-1","","","50","50","","","",""
"RopeDudeGodzillaSurpriseEgg","buzz_godzilla_egg_easteregg4.glb","1","-1","","","50","50","","","",""
"RopeDudeGodzillaAwakeEgg","buzz_godzilla_egg_walkingup.glb","1","-1","","","50","50","","","",""
"GodzillaDefaultLobbyLoop","boss_godzilla_extra_slowmowalk.glb","","-1","-1","","","","","true","",""
"RopeDudeGodzillaIdle_transform","buzz_godzilla_idle_transform.glb","","39","-1","","100","100","","true","",""
"RopeDudeGodzillaWalk_transform","buzz_godzilla_walk_transform.glb","","40","-1","150","100","100","","true","","1"
"RopeDudeGodzillaAttack_transform","buzz_godzilla_attack_transform.glb","","29","-1","","100","100","50","","","spine_02_s_hc#4+L_upperLeg_s_hc#0+R_upperLeg_s_hc#0"
"RopeDudeGodzillaSuperThrow_transform","buzz_godzilla_super_throw_transform.glb","","5","-1","","","","","","","3"
"RopeDudeGodzillaSuperThrowRecoil_transform","buzz_godzilla_super_throw_transform.glb","3","20","-1","","","200","50","","","4"
"RopeDudeGodzillaSuperJump_transform","buzz_godzilla_super_jump_transform.glb","","-1","-1","","100","","50","true","","5"
"CocoonerPetVirusIdle","charlie_virus_spider_idle.glb","","-1","-1","","100","100","","true","",""
"CocoonerPetVirusWalk","charlie_virus_spider_run.glb","","-1","-1","","100","100","","true","",""
"CocoonerPetVirusAttack","charlie_virus_spider_attack.glb","15","-1","-1","","100","100","","","",""
"CocoonerCocoonVirusIdle","charlie_virus_cocoon_idle.glb","","13","-1","","100","100","","true","",""
"GodzillaMechaIdle","boss_godzilla_idle.glb","","35","","","100","100","","true","",""
"GodzillaMechaWalk","boss_godzilla_walk.glb","","39","","","100","100","","true","","1"
"GodzillaMechaPrimary","boss_godzilla_attack2_bite.glb","","-1","","","50","50","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GodzillaMechaSecondary","boss_godzilla_super_flamethrower.glb","","-1","","","100","50","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"GodzillaMechaReload","boss_godzilla_idle.glb","1","1","","","","","100","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"GodzillaMechaWin","boss_godzilla_idle_lobby.glb","","35","","","","","","","","5"
"GodzillaMechaWinloop","boss_godzilla_idle_lobby.glb","","35","","","","","","true","","1"
"GodzillaMechaLose","boss_godzilla_idle.glb","","35","","","","","","","","5"
"GodzillaMechaLoseloop","boss_godzilla_idle.glb","","35","","","","","","true","","1"
"GodzillaMechaDefaultLobbyLoop","boss_godzilla_extra_slowmowalk.glb","","-1","-1","","","","","true","",""
"GodzillaMechaProfile","boss_godzilla_idle.glb","80","80","","","","","","true","",""
"GodzillaMechaIntro","boss_godzilla_idle.glb","","","","","","","","","",""
"GodzillaMechaPrimary_transform","boss_godzilla_attack1_claws.glb","","-1","","","50","50","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlCnyIdle","brock_idle1.glb","","-1","","135","74","74","","true","",""
"RocketGirlCnyWalk","brock_walk1.glb","","-1","","150","100","100","","true","","1"
"RocketGirlCnyPrimary","brock_attack1.glb","","-1","","","1","300","300","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlCnySecondary","brock_attack1.glb","","-1","","","1","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlCnyRecoil","brock_attack1.glb","","-1","","","1","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlCnyRecoil2","brock_attack1.glb","","-1","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RocketGirlCnyPushback","brock_pushback1.glb","","-1","","","100","100","100","","","5"
"RocketGirlCnyWin","brock_win1.glb","","50","","","","150","500","","","5"
"RocketGirlCnyWinloop","brock_winloop1.glb","","59","","","150","","500","true","","5"
"RocketGirlCnyLose","brock_lose1.glb","1","70","","","","","","","","5"
"RocketGirlCnyLoseloop","brock_lose1.glb","70","110","","","","","","true","","5"
"RocketGirlCnyProfile","brock_ghost_portrait.glb","1","1","","","","","","","","5"
"DrillerDeepseaIdle","jacky_tentacle_idle.glb","1","45","","","100","100","","true","",""
"DrillerDeepseaWalk","jacky_tentacle_walk.glb","1","-1","","","100","100","","true","","1"
"DrillerDeepseaAttack","jacky_tentacle_attack.glb","6","20","","","","","","true","","3"
"DrillerDeepseaSuper","jacky_tentacle_super.glb","1","-1","","120","","","83","true","","3"
"DrillerDeepseaRecoil","jacky_tentacle_attack.glb","6","20","","","","","100","","","4"
"DrillerDeepseaSuperRecoil","jacky_tentacle_super.glb","1","-1","","120","","","83","true","","4"
"DrillerDeepseaHappy","jacky_tentacle_win.glb","","160","","","","","100","","",""
"DrillerDeepseaHappyLoop","jacky_tentacle_win.glb","130","160","","","","","","true","",""
"DrillerDeepseaLose","jacky_tentacle_lose.glb","","-1","","200","","","","","",""
"DrillerDeepseaLoseloop","jacky_tentacle_lose.glb","","-1","","","","","","true","",""
"DrillerDeepseaPortrait","jacky_tentacle_portrait.glb","1","1","","","","","","","",""
"DrillerDeepseaIntro","jacky_intro.glb","","-1","","","","","","","","||||||| .r117915"
"HammerDudeCave_remakeIdle","frank_caveman_remake_idle.glb","","58","","","500","500","","true","",""
"HammerDudeCave_remakeWalk","frank_caveman_remake_walk.glb","","28","","120","300","300","","true","","5"
"HammerDudeCave_remakePrimary","frank_caveman_remake_attack.glb","1","45","","","","","100","","","5"
"HammerDudeCave_remakeSecondary","frank_caveman_remake_super.glb","1","50","","","100","100","","true","","5"
"HammerDudeCave_remakeRecoil","frank_caveman_remake_attack.glb","22","35","","","","","200","","","5"
"HammerDudeCave_remakeRecoil2","frank_caveman_remake_super.glb","36","50","","","1","1","100","","","5"
"HammerDudeCave_remakeReloading","frank_caveman_remake_idle.glb","","6","","","","","50","","",""
"HammerDudeCave_remakePushback","frank_pushback.glb","","-1","","","120","120","400","","","5"
"HammerDudeCave_remakeWin","frank_caveman_remake_win.glb","1","153","","","","","","","","5"
"HammerDudeCave_remakeWinloop","frank_caveman_remake_win.glb","93","153","","","","","","true","","1"
"HammerDudeCave_remakeLose","frank_caveman_remake_lose.glb","1","96","","","","","","","","5"
"HammerDudeCave_remakeLoseloop","frank_caveman_remake_lose.glb","43","73","","","","","","true","","1"
"HammerDudeCave_remakeProfile","frank_caveman_remake_portrait.glb","15","17","","","","","","true","",""
"HammerDudeCave_remakeIntro","frank_intro_pose.glb","","","","","","","","","",""
"BlowerDeepseaIdle","gale_turtle_idle.glb","1","58","","","200","200","","true","",""
"BlowerDeepseaWalk","gale_turtle_walk.glb","","21","","","200","200","","true","","1"
"BlowerDeepseaPrimary","gale_turtle_attack.glb","1","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BlowerDeepseaRecoil","gale_turtle_attack.glb","5","20","","","","","50","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BlowerDeepseaPushback","gale_turtle_pushback.glb","1","10","","","20","100","100","","","5"
"BlowerDeepseaWin","gale_turtle_win.glb","","140","","","","","","","","5"
"BlowerDeepseaWinloop","gale_turtle_win.glb","100","140","","","","","","true","","1"
"BlowerDeepseaLose","gale_turtle_lose.glb","","164","","","","","","","",""
"BlowerDeepseaLoseloop","gale_turtle_lose.glb","132","164","","","","","","true","",""
"BlowerDeepseaPortrait","gale_turtle_portrait.glb","","","","","","","","","",""
"RuffsPirateIdle","ruffs_pirate_idle.glb","1","29","-1","","100","100","","true","",""
"RuffsPirateWalk","ruffs_pirate_walk.glb","1","22","-1","","100","100","","true","","1"
"RuffsPirateAttack","ruffs_pirate_attack.glb","1","28","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
