"Name","Loop","AngleToSpawnOffset","FollowParent","FollowParentAngle","FollowBone","IgnoreInitialAngle","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","FakeObject3D","GroundBasis","Scale","SWFScaleX","SWFScaleY","EnemyVersion","ChinaReplacement","TargetedAnimation","EffectZ","EffectSpace","TargetOffsetZ","UseForcedZ","ForcedZ"
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_smog_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_sparkles_red",,"Above",,,100,,,,,,,,,,
"lou_002_ulti_hit",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit",,,"Above",,,,100,100,"lou_002_ulti_hit_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_add",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_002_ulti_bottle",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_002_ulti_hit_sparkles_blue",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_002_ulti_hit_sparkles_green",,"Above",,,100,,,,,,,,,,
"lou_002_ulti_hit_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit_red",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_add_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_002_ulti_bottle_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_002_ulti_hit_sparkles_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_002_ulti_hit_sparkles_purple",,"Above",,,100,,,,,,,,,,
"lou_003_atk",,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atk_heart",,"Above",,,100,,,"lou_003_atk_red",,,,,,,
,,,,,,,,,,,,"Lou_Atk","Sound",,,,,,,,,,,,,,,,,,
"lou_003_atk_hit",,,"true",,,,,,,,,,"SWF","sc/effects_brawler.sc","piper_002_atk_hit",,,"Above",,,,60,60,"lou_003_atk_hit_red",,,200,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkhit_heart",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkhit_notes",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkend",,"GroundTop",,,100,,,,,,,,,,
"lou_003_atk_hit_red",,,"true",,,,,,,,,,"SWF","sc/effects_brawler.sc","piper_002_atk_hit",,,"Above",,,,60,60,,,,200,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkhit_heart_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkhit_notes_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkend_red",,"GroundTop",,,100,,,,,,,,,,
"lou_003_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkend",,"Object",,,100,,,"lou_003_atk_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"gunsmoke_reached",,"GroundTop",,,100,,,,,,,,,,
"lou_003_atk_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atkend_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"gunsmoke_reached",,"GroundTop",,,100,,,,,,,,,,
"lou_003_atk_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atk_heart_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Lou_Atk","Sound",,,,,,,,,,,,,,,,,,
"lou_003_atk_trail",,,"true",,,,,,,,,,"ParticleEmitter",,,"lou_003_atk_trail_notes_1",,"Above",,,100,,,"lou_003_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atk_trail_notes_2",,"Above",,,100,,,,,,,,,,
"lou_003_atk_trail_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"lou_003_atk_trail_notes_red_1",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_atk_trail_notes_red_2",,"Above",,,100,,,,,,,,,,
"lou_003_ulti_area",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_area",,,"GroundHigh",,"true",,300,300,"lou_003_ulti_area_red",,,15,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_blizzard",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_hearts",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_notes",,"GroundTop",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_smog",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_sparkles",,"Above",,,100,,,,,,,,,,
"lou_003_ulti_area_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_area_red",,,"GroundHigh",,"true",,300,300,,,,15,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_blizzard_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_hearts_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_notes_red",,"GroundTop",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_smog_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_sparkles_red",,"Above",,,100,,,,,,,,,,
"lou_003_ulti_hit",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit",,,"Above",,,,100,100,"lou_003_ulti_hit_red",,,,,,,
,,,,,,,,,,,,"Lou_Ulti_Hit","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_add",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_bottle",,"Object",,,100,,,,,,,,,,
"lou_003_ulti_hit_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit_red",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,"Lou_Ulti_Hit","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_add_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_bottle_red",,"Object",,,100,,,,,,,,,,
"lou_003_ulti_trail",,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_trail_hearts",,"Above",,,100,,,"lou_003_ulti_trail_red",,,,,,,
,,,,,,,,,,,,"Lou_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bo_003_ulti_trail_twinkle",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_trail_smog",,"Object",,,100,,,,,,,,,,
"lou_003_ulti_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_003_ulti_trail_hearts_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Lou_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bo_003_ulti_trail_twinkle_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_trail_smog_red",,"Object",,,100,,,,,,,,,,
"lou_004_atk",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_like",,"Object",,,100,,,"lou_004_atk_red",,,,,,,
,,,,,,,,,,,,"Lou_Atk","Sound",,,,,,,,,,,,,,,,,,
"lou_004_atk_hit",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact",,"Above",,,100,,,"lou_004_atk_hit_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atkend_potatoes",,"Object",,,100,,,,,,,,,,
"lou_004_atk_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atkend_potatoes_red",,"Object",,,100,,,,,,,,,,
"lou_004_atk_hitenv",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact",,"Above",,,70,,,"lou_004_atk_hitenv_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atkend_potatoes",,"Object",,,100,,,,,,,,,,
"lou_004_atk_hitenv_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact_red",,"Above",,,70,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atkend_potatoes_red",,"Object",,,100,,,,,,,,,,
"lou_004_atk_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_like_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,"Lou_Atk","Sound",,,,,,,,,,,,,,,,,,
"lou_004_atk_trail",,,"true",,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_trail_twinkle",,"Object",,,100,,,"lou_004_atk_trail_red",,,,,,,
"lou_004_atk_trail_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_trail_twinkle_red",,"Object",,,100,,,,,,,,,,
"lou_004_atkend",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atkend_potatoes",,"GroundTop",,,100,,,"lou_004_atkend_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"gunsmoke_reached",,"Object",,,100,,,,,,,,,,
"lou_004_atkend_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atkend_potatoes_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"gunsmoke_reached_onlysmoke",,"Object",,,100,,,,,,,,,,
"lou_004_lobby_sad",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_lobby_sad_potatoes",,"Above",,,100,,,,,,,,,,
"lou_004_ulti_area",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_004_ulti_area",,,"GroundHigh",,"true",,260,260,"lou_004_ulti_area_red",,,15,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_smog",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_ketchup",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_splatter",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_exp_thread",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_tail",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_particle",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_glow",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_bunbot",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_cheese",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_tomato",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_patty",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_romaine",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_bun",,"Above",,"true",100,,,,,,,,,,
"lou_004_ulti_area_base",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_004_ulti_area_base",,,"GroundHigh",,"true",,300,300,"lou_004_ulti_area_base_red",,,,,,,
"lou_004_ulti_area_base_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_004_ulti_area_base_red",,,"GroundHigh",,"true",,300,300,,,,,,,,
"lou_004_ulti_area_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_004_ulti_area_red",,,"GroundHigh",,"true",,260,260,,,,15,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_smog_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_ketchup_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_splatter_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_exp_thread_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_tail_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_particle_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_glow_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_bunbot_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_cheese_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_tomato_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_patty_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_romaine_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_bun_red",,"Above",,"true",100,,,,,,,,,,
"lou_004_ulti_hit",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit",,,"Above",,,,100,100,"lou_004_ulti_hit_red",,,,,,,
,,,,,,,,,,,,"Lou_Ulti_Hit","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_add",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_bottle",,"Object",,,100,,,,,,,,,,
"lou_004_ulti_hit_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit_red",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_hit_smoke_add_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_bottle_red",,"Object",,,100,,,,,,,,,,
"lou_004_ulti_trail",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_trail_thumbup",,"Above",,,100,,,"lou_004_ulti_trail_red",,,,,,,
,,,,,,,,,,,,"Lou_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bo_003_ulti_trail_twinkle",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_trail_smog",,"Object",,,100,,,,,,,,,,
"lou_004_ulti_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_trail_thumbup_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Lou_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bo_003_ulti_trail_twinkle_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_def_ulti_trail_smog_red",,"Object",,,100,,,,,,,,,,
"lou_005_atk",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_flowers",,"Object",,,100,,,"lou_005_atk_red",,,,,,,
,,,,,,,,,,,,"Lou_Atk","Sound",,,,,,,,,,,,,,,,,,
"lou_005_atk_hit",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_smoke",,"Above",,,100,,,"lou_005_atk_hit_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_note",,"Above",,,100,,,,,,,,,,
"lou_005_atk_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_smoke_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_note_red",,"Above",,,100,,,,,,,,,,
"lou_005_atk_hitenv",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_smoke",,"Above",,,80,,,"lou_005_atk_hit_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact",,"Above",,,70,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_note",,"Above",,,70,,,,,,,,,,
"lou_005_atk_hitenv_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_smoke_red",,"Above",,,80,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_atk_hit_impact_red",,"Above",,,70,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_hit_note_red",,"Above",,,70,,,,,,,,,,
"lou_005_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_reached",,"GroundTop",,,100,,,"lou_005_atk_reached_red",,,,,,,
"lou_005_atk_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_reached_red",,"GroundTop",,,100,,,,,,,,,,
"lou_005_atk_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_flowers_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,"Lou_Atk","Sound",,,,,,,,,,,,,,,,,,
"lou_005_atk_trail",,,"true",,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_trail_notes",,"Above",,,100,,,"lou_005_atk_trail_red",,,,,,,
"lou_005_atk_trail_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"lou_005_atk_trail_notes_red",,"Above",,,100,,,,,,,,,,
"lou_005_lobby",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_stone",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_dust",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,1700,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_l2",,"Object",,,80,,,,,,,,,,
,,,,,,,,,,,1700,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_r2",,"Object",,,80,,,,,,,,,,
,,,,,,,,,,,1700,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_l",,"Object",,,80,,,,,,,,,,
,,,,,,,,,,,1700,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_r",,"Object",,,80,,,,,,,,,,
"lou_005_lobby_lose",,,"true","true","head_s",,,,,,,,"ParticleEmitter",,,"lou_005_lobby_lose_stone",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_lose_impact",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_lose_glow",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_l2",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_r2",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_l",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_lobby_lose_ground_dust_r",,"Object",,,100,,,,,,,,,,
"lou_005_ulti_area",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_005_ulti_area",,,"GroundHigh",,"true",,260,260,"lou_005_ulti_area_red",,,15,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_woodsticks",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_exp_wood",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_smog",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_rotation_feather",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_particle",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_rotation_bird",,"Above",,,100,,,,,,,,,,
"lou_005_ulti_area_base",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_005_ulti_area_base",,,"GroundHigh",,"true",,300,300,"lou_005_ulti_area_base_red",,,,,,,
"lou_005_ulti_area_base_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_005_ulti_area_base_red",,,"GroundHigh",,"true",,300,300,,,,,,,,
"lou_005_ulti_area_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_005_ulti_area_red",,,"GroundHigh",,"true",,260,260,,,,15,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_woodsticks",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_exp_wood",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_smog_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_rotation_feather_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_004_ulti_rotation_particle_red",,"Above",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_rotation_bird_red",,"Above",,,100,,,,,,,,,,
"lou_005_ulti_hit",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_cloud",,"GroundHigh",,,100,,,"lou_005_ulti_hit_red",,,,,,,
,,,,,,,,,,,,"Lou_Ulti_Hit","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_impact",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_smoke",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_smoke_add",,"GroundTop",,,100,,,,,,,,,,
"lou_005_ulti_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_cloud_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","lou_def_ulti_hit_red",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_smoke_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_hit_smoke_add_red",,"GroundTop",,,100,,,,,,,,,,
"lou_005_ulti_trail",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_trail_feather",,"Above",,,100,,,"lou_005_ulti_trail_red",,,,,,,
,,,,,,,,,,,,"Lou_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ash_005_ulti_trail_twinkles",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_trail_dots",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_trail_smoke",,"Object",,,100,,,,,,,,,,
"lou_005_ulti_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_trail_feather_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Lou_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ash_005_ulti_trail_twinkles_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_trail_dots_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"lou_005_ulti_trail_smoke_red",,"Object",,,100,,,,,,,,,,
"lou_006_atk",,,,,,,,,,,,,"ParticleEmitter",,,"lou_006_atk",,"Object",,,100,,,"lou_006_atk_red",,,,,,,
,,,,,,,,,,,,"Lou_Atk","Sound",,,,,,,,,,,,,,,,,,
"lou_006_atk_hit",,,,,,,,,,,,,"ParticleEmitter",,,"lou_006_atk_hit",,"Above",,,100,,,"lou_006_atk_hit_red",,,,,,,
"lou_006_atk_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"lou_006_atk_hit_red",,"Above",,,100,,,,,,,,,,
"lou_006_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"lou_006_atk_reached",,"GroundTop",,,100,,,"lou_006_atk_reached_red",,,,,,,
