"Name","WinTrackType","CumulativeWins","MainMilestone","Level","CumulativeRewardStarDrops","CumulativeRewardCoins","CumulativeRewardPowerPoints","CumulativeRewardBling","ExtraRewardType","ExtraRewardName"
"Win_1_984",1,984,,40,1517,,,,,
"Win_1_985",1,985,,40,1518,,,,,
"Win_1_986",1,986,,40,1519,,,,,
"Win_1_987",1,987,,40,1520,,,,,
"Win_1_988",1,988,,40,1521,,,,,
"Win_1_989",1,989,,40,1522,,,,,
"Win_1_990",1,990,,40,1523,,,,,
"Win_1_991",1,991,,40,1524,,,,,
"Win_1_992",1,992,,40,1525,,,,,
"Win_1_993",1,993,,40,1526,,,,,
"Win_1_994",1,994,,40,1527,,,,,
"Win_1_995",1,995,,40,1528,,,,,
"Win_1_996",1,996,,40,1529,,,,,
"Win_1_997",1,997,,40,1530,,,,,
"Win_1_998",1,998,,40,1531,,,,,
"Win_1_999",1,999,,40,1532,,,,,
"Win_1_1000",1,1000,"TRUE",41,1533,,,,,
"Win_1_1001",1,1001,,41,1534,,,,,
"Win_1_1002",1,1002,,41,1535,,,,,
"Win_1_1003",1,1003,,41,1536,,,,,
"Win_1_1004",1,1004,,41,1537,,,,,
"Win_1_1005",1,1005,,41,1538,,,,,
"Win_1_1006",1,1006,,41,1539,,,,,
"Win_1_1007",1,1007,,41,1540,,,,,
"Win_1_1008",1,1008,,41,1541,,,,,
"Win_1_1009",1,1009,,41,1542,,,,,
"Win_1_1010",1,1010,,41,1543,,,,,
"Win_1_1011",1,1011,,41,1544,,,,,
"Win_1_1012",1,1012,,41,1545,,,,,
"Win_1_1013",1,1013,,41,1546,,,,,
"Win_1_1014",1,1014,,41,1547,,,,,
"Win_1_1015",1,1015,,41,1548,,,,,
"Win_1_1016",1,1016,,41,1549,,,,,
"Win_1_1017",1,1017,,41,1550,,,,,
"Win_1_1018",1,1018,,41,1551,,,,,
"Win_1_1019",1,1019,,41,1552,,,,,
"Win_1_1020",1,1020,,41,1553,,,,,
"Win_1_1021",1,1021,,41,1554,,,,,
"Win_1_1022",1,1022,,41,1555,,,,,
"Win_1_1023",1,1023,,41,1556,,,,,
"Win_1_1024",1,1024,,41,1557,,,,,
"Win_1_1025",1,1025,"TRUE",42,1558,,,,,
"Win_1_1026",1,1026,,42,1559,,,,,
"Win_1_1027",1,1027,,42,1560,,,,,
"Win_1_1028",1,1028,,42,1561,,,,,
"Win_1_1029",1,1029,,42,1562,,,,,
"Win_1_1030",1,1030,,42,1563,,,,,
"Win_1_1031",1,1031,,42,1564,,,,,
"Win_1_1032",1,1032,,42,1565,,,,,
"Win_1_1033",1,1033,,42,1566,,,,,
"Win_1_1034",1,1034,,42,1567,,,,,
"Win_1_1035",1,1035,,42,1568,,,,,
"Win_1_1036",1,1036,,42,1569,,,,,
"Win_1_1037",1,1037,,42,1570,,,,,
"Win_1_1038",1,1038,,42,1571,,,,,
"Win_1_1039",1,1039,,42,1572,,,,,
"Win_1_1040",1,1040,,42,1573,,,,,
"Win_1_1041",1,1041,,42,1574,,,,,
"Win_1_1042",1,1042,,42,1575,,,,,
"Win_1_1043",1,1043,,42,1576,,,,,
"Win_1_1044",1,1044,,42,1577,,,,,
"Win_1_1045",1,1045,,42,1578,,,,,
"Win_1_1046",1,1046,,42,1579,,,,,
"Win_1_1047",1,1047,,42,1580,,,,,
"Win_1_1048",1,1048,,42,1581,,,,,
"Win_1_1049",1,1049,,42,1582,,,,,
"Win_1_1050",1,1050,"TRUE",43,1583,,,,,
"Win_1_1051",1,1051,,43,1584,,,,,
"Win_1_1052",1,1052,,43,1585,,,,,
"Win_1_1053",1,1053,,43,1586,,,,,
"Win_1_1054",1,1054,,43,1587,,,,,
"Win_1_1055",1,1055,,43,1588,,,,,
"Win_1_1056",1,1056,,43,1589,,,,,
"Win_1_1057",1,1057,,43,1590,,,,,
"Win_1_1058",1,1058,,43,1591,,,,,
"Win_1_1059",1,1059,,43,1592,,,,,
"Win_1_1060",1,1060,,43,1593,,,,,
"Win_1_1061",1,1061,,43,1594,,,,,
"Win_1_1062",1,1062,,43,1595,,,,,
"Win_1_1063",1,1063,,43,1596,,,,,
"Win_1_1064",1,1064,,43,1597,,,,,
"Win_1_1065",1,1065,,43,1598,,,,,
"Win_1_1066",1,1066,,43,1599,,,,,
"Win_1_1067",1,1067,,43,1600,,,,,
"Win_1_1068",1,1068,,43,1601,,,,,
"Win_1_1069",1,1069,,43,1602,,,,,
"Win_1_1070",1,1070,,43,1603,,,,,
"Win_1_1071",1,1071,,43,1604,,,,,
"Win_1_1072",1,1072,,43,1605,,,,,
"Win_1_1073",1,1073,,43,1606,,,,,
"Win_1_1074",1,1074,,43,1607,,,,,
"Win_1_1075",1,1075,"TRUE",44,1608,,,,,
"Win_1_1076",1,1076,,44,1609,,,,,
"Win_1_1077",1,1077,,44,1610,,,,,
"Win_1_1078",1,1078,,44,1611,,,,,
"Win_1_1079",1,1079,,44,1612,,,,,
"Win_1_1080",1,1080,,44,1613,,,,,
"Win_1_1081",1,1081,,44,1614,,,,,
"Win_1_1082",1,1082,,44,1615,,,,,
"Win_1_1083",1,1083,,44,1616,,,,,
"Win_1_1084",1,1084,,44,1617,,,,,
"Win_1_1085",1,1085,,44,1618,,,,,
"Win_1_1086",1,1086,,44,1619,,,,,
"Win_1_1087",1,1087,,44,1620,,,,,
"Win_1_1088",1,1088,,44,1621,,,,,
"Win_1_1089",1,1089,,44,1622,,,,,
"Win_1_1090",1,1090,,44,1623,,,,,
"Win_1_1091",1,1091,,44,1624,,,,,
"Win_1_1092",1,1092,,44,1625,,,,,
"Win_1_1093",1,1093,,44,1626,,,,,
"Win_1_1094",1,1094,,44,1627,,,,,
"Win_1_1095",1,1095,,44,1628,,,,,
"Win_1_1096",1,1096,,44,1629,,,,,
"Win_1_1097",1,1097,,44,1630,,,,,
"Win_1_1098",1,1098,,44,1631,,,,,
"Win_1_1099",1,1099,,44,1632,,,,,
"Win_1_1100",1,1100,"TRUE",45,1633,,,,,
"Win_1_1101",1,1101,,45,1634,,,,,
"Win_1_1102",1,1102,,45,1635,,,,,
"Win_1_1103",1,1103,,45,1636,,,,,
"Win_1_1104",1,1104,,45,1637,,,,,
"Win_1_1105",1,1105,,45,1638,,,,,
"Win_1_1106",1,1106,,45,1639,,,,,
"Win_1_1107",1,1107,,45,1640,,,,,
"Win_1_1108",1,1108,,45,1641,,,,,
"Win_1_1109",1,1109,,45,1642,,,,,
"Win_1_1110",1,1110,,45,1643,,,,,
"Win_1_1111",1,1111,,45,1644,,,,,
"Win_1_1112",1,1112,,45,1645,,,,,
"Win_1_1113",1,1113,,45,1646,,,,,
"Win_1_1114",1,1114,,45,1647,,,,,
"Win_1_1115",1,1115,,45,1648,,,,,
"Win_1_1116",1,1116,,45,1649,,,,,
"Win_1_1117",1,1117,,45,1650,,,,,
"Win_1_1118",1,1118,,45,1651,,,,,
"Win_1_1119",1,1119,,45,1652,,,,,
"Win_1_1120",1,1120,,45,1653,,,,,
"Win_1_1121",1,1121,,45,1654,,,,,
"Win_1_1122",1,1122,,45,1655,,,,,
"Win_1_1123",1,1123,,45,1656,,,,,
"Win_1_1124",1,1124,,45,1657,,,,,
"Win_1_1125",1,1125,"TRUE",46,1658,,,,,
"Win_1_1126",1,1126,,46,1659,,,,,
"Win_1_1127",1,1127,,46,1660,,,,,
"Win_1_1128",1,1128,,46,1661,,,,,
"Win_1_1129",1,1129,,46,1662,,,,,
"Win_1_1130",1,1130,,46,1663,,,,,
"Win_1_1131",1,1131,,46,1664,,,,,
"Win_1_1132",1,1132,,46,1665,,,,,
"Win_1_1133",1,1133,,46,1666,,,,,
"Win_1_1134",1,1134,,46,1667,,,,,
"Win_1_1135",1,1135,,46,1668,,,,,
"Win_1_1136",1,1136,,46,1669,,,,,
"Win_1_1137",1,1137,,46,1670,,,,,
"Win_1_1138",1,1138,,46,1671,,,,,
"Win_1_1139",1,1139,,46,1672,,,,,
"Win_1_1140",1,1140,,46,1673,,,,,
"Win_1_1141",1,1141,,46,1674,,,,,
"Win_1_1142",1,1142,,46,1675,,,,,
"Win_1_1143",1,1143,,46,1676,,,,,
"Win_1_1144",1,1144,,46,1677,,,,,
"Win_1_1145",1,1145,,46,1678,,,,,
"Win_1_1146",1,1146,,46,1679,,,,,
"Win_1_1147",1,1147,,46,1680,,,,,
"Win_1_1148",1,1148,,46,1681,,,,,
"Win_1_1149",1,1149,,46,1682,,,,,
"Win_1_1150",1,1150,"TRUE",47,1683,,,,,
"Win_1_1151",1,1151,,47,1684,,,,,
"Win_1_1152",1,1152,,47,1685,,,,,
"Win_1_1153",1,1153,,47,1686,,,,,
"Win_1_1154",1,1154,,47,1687,,,,,
"Win_1_1155",1,1155,,47,1688,,,,,
"Win_1_1156",1,1156,,47,1689,,,,,
"Win_1_1157",1,1157,,47,1690,,,,,
"Win_1_1158",1,1158,,47,1691,,,,,
"Win_1_1159",1,1159,,47,1692,,,,,
"Win_1_1160",1,1160,,47,1693,,,,,
"Win_1_1161",1,1161,,47,1694,,,,,
"Win_1_1162",1,1162,,47,1695,,,,,
"Win_1_1163",1,1163,,47,1696,,,,,
"Win_1_1164",1,1164,,47,1697,,,,,
"Win_1_1165",1,1165,,47,1698,,,,,
"Win_1_1166",1,1166,,47,1699,,,,,
"Win_1_1167",1,1167,,47,1700,,,,,
"Win_1_1168",1,1168,,47,1701,,,,,
"Win_1_1169",1,1169,,47,1702,,,,,
"Win_1_1170",1,1170,,47,1703,,,,,
"Win_1_1171",1,1171,,47,1704,,,,,
"Win_1_1172",1,1172,,47,1705,,,,,
"Win_1_1173",1,1173,,47,1706,,,,,
"Win_1_1174",1,1174,,47,1707,,,,,
"Win_1_1175",1,1175,"TRUE",48,1708,,,,,
"Win_1_1176",1,1176,,48,1709,,,,,
"Win_1_1177",1,1177,,48,1710,,,,,
"Win_1_1178",1,1178,,48,1711,,,,,
"Win_1_1179",1,1179,,48,1712,,,,,
"Win_1_1180",1,1180,,48,1713,,,,,
"Win_1_1181",1,1181,,48,1714,,,,,
"Win_1_1182",1,1182,,48,1715,,,,,
"Win_1_1183",1,1183,,48,1716,,,,,
"Win_1_1184",1,1184,,48,1717,,,,,
"Win_1_1185",1,1185,,48,1718,,,,,
"Win_1_1186",1,1186,,48,1719,,,,,
"Win_1_1187",1,1187,,48,1720,,,,,
"Win_1_1188",1,1188,,48,1721,,,,,
"Win_1_1189",1,1189,,48,1722,,,,,
"Win_1_1190",1,1190,,48,1723,,,,,
"Win_1_1191",1,1191,,48,1724,,,,,
"Win_1_1192",1,1192,,48,1725,,,,,
"Win_1_1193",1,1193,,48,1726,,,,,
"Win_1_1194",1,1194,,48,1727,,,,,
"Win_1_1195",1,1195,,48,1728,,,,,
"Win_1_1196",1,1196,,48,1729,,,,,
"Win_1_1197",1,1197,,48,1730,,,,,
"Win_1_1198",1,1198,,48,1731,,,,,
"Win_1_1199",1,1199,,48,1732,,,,,
"Win_1_1200",1,1200,"TRUE",49,1733,,,,,
"Win_1_1201",1,1201,,49,1734,,,,,
"Win_1_1202",1,1202,,49,1735,,,,,
"Win_1_1203",1,1203,,49,1736,,,,,
"Win_1_1204",1,1204,,49,1737,,,,,
"Win_1_1205",1,1205,,49,1738,,,,,
"Win_1_1206",1,1206,,49,1739,,,,,
"Win_1_1207",1,1207,,49,1740,,,,,
"Win_1_1208",1,1208,,49,1741,,,,,
"Win_1_1209",1,1209,,49,1742,,,,,
"Win_1_1210",1,1210,,49,1743,,,,,
"Win_1_1211",1,1211,,49,1744,,,,,
"Win_1_1212",1,1212,,49,1745,,,,,
"Win_1_1213",1,1213,,49,1746,,,,,
"Win_1_1214",1,1214,,49,1747,,,,,
"Win_1_1215",1,1215,,49,1748,,,,,
"Win_1_1216",1,1216,,49,1749,,,,,
"Win_1_1217",1,1217,,49,1750,,,,,
"Win_1_1218",1,1218,,49,1751,,,,,
"Win_1_1219",1,1219,,49,1752,,,,,
"Win_1_1220",1,1220,,49,1753,,,,,
"Win_1_1221",1,1221,,49,1754,,,,,
"Win_1_1222",1,1222,,49,1755,,,,,
"Win_1_1223",1,1223,,49,1756,,,,,
"Win_1_1224",1,1224,,49,1757,,,,,
"Win_1_1225",1,1225,"TRUE",50,1758,,,,,
"Win_1_1226",1,1226,,50,1759,,,,,
"Win_1_1227",1,1227,,50,1760,,,,,
"Win_1_1228",1,1228,,50,1761,,,,,
"Win_1_1229",1,1229,,50,1762,,,,,
"Win_1_1230",1,1230,,50,1763,,,,,
"Win_1_1231",1,1231,,50,1764,,,,,
"Win_1_1232",1,1232,,50,1765,,,,,
"Win_1_1233",1,1233,,50,1766,,,,,
"Win_1_1234",1,1234,,50,1767,,,,,
"Win_1_1235",1,1235,,50,1768,,,,,
"Win_1_1236",1,1236,,50,1769,,,,,
"Win_1_1237",1,1237,,50,1770,,,,,
"Win_1_1238",1,1238,,50,1771,,,,,
"Win_1_1239",1,1239,,50,1772,,,,,
"Win_1_1240",1,1240,,50,1773,,,,,
"Win_1_1241",1,1241,,50,1774,,,,,
"Win_1_1242",1,1242,,50,1775,,,,,
"Win_1_1243",1,1243,,50,1776,,,,,
"Win_1_1244",1,1244,,50,1777,,,,,
"Win_1_1245",1,1245,,50,1778,,,,,
"Win_1_1246",1,1246,,50,1779,,,,,
"Win_1_1247",1,1247,,50,1780,,,,,
"Win_1_1248",1,1248,,50,1781,,,,,
"Win_1_1249",1,1249,,50,1782,,,,,
"Win_1_1250",1,1250,"TRUE",51,1783,,,,,
"Win_1_1251",1,1251,,51,1784,,,,,
"Win_1_1252",1,1252,,51,1785,,,,,
"Win_1_1253",1,1253,,51,1786,,,,,
"Win_1_1254",1,1254,,51,1787,,,,,
"Win_1_1255",1,1255,,51,1788,,,,,
"Win_1_1256",1,1256,,51,1789,,,,,
"Win_1_1257",1,1257,,51,1790,,,,,
"Win_1_1258",1,1258,,51,1791,,,,,
"Win_1_1259",1,1259,,51,1792,,,,,
"Win_1_1260",1,1260,,51,1793,,,,,
"Win_1_1261",1,1261,,51,1794,,,,,
"Win_1_1262",1,1262,,51,1795,,,,,
"Win_1_1263",1,1263,,51,1796,,,,,
"Win_1_1264",1,1264,,51,1797,,,,,
"Win_1_1265",1,1265,,51,1798,,,,,
"Win_1_1266",1,1266,,51,1799,,,,,
"Win_1_1267",1,1267,,51,1800,,,,,
"Win_1_1268",1,1268,,51,1801,,,,,
"Win_1_1269",1,1269,,51,1802,,,,,
"Win_1_1270",1,1270,,51,1803,,,,,
"Win_1_1271",1,1271,,51,1804,,,,,
"Win_1_1272",1,1272,,51,1805,,,,,
"Win_1_1273",1,1273,,51,1806,,,,,
"Win_1_1274",1,1274,,51,1807,,,,,
"Win_1_1275",1,1275,"TRUE",52,1808,,,,,
"Win_1_1276",1,1276,,52,1809,,,,,
"Win_1_1277",1,1277,,52,1810,,,,,
"Win_1_1278",1,1278,,52,1811,,,,,
"Win_1_1279",1,1279,,52,1812,,,,,
"Win_1_1280",1,1280,,52,1813,,,,,
"Win_1_1281",1,1281,,52,1814,,,,,
"Win_1_1282",1,1282,,52,1815,,,,,
"Win_1_1283",1,1283,,52,1816,,,,,
"Win_1_1284",1,1284,,52,1817,,,,,
"Win_1_1285",1,1285,,52,1818,,,,,
"Win_1_1286",1,1286,,52,1819,,,,,
"Win_1_1287",1,1287,,52,1820,,,,,
"Win_1_1288",1,1288,,52,1821,,,,,
"Win_1_1289",1,1289,,52,1822,,,,,
"Win_1_1290",1,1290,,52,1823,,,,,
"Win_1_1291",1,1291,,52,1824,,,,,
"Win_1_1292",1,1292,,52,1825,,,,,
"Win_1_1293",1,1293,,52,1826,,,,,
"Win_1_1294",1,1294,,52,1827,,,,,
"Win_1_1295",1,1295,,52,1828,,,,,
"Win_1_1296",1,1296,,52,1829,,,,,
"Win_1_1297",1,1297,,52,1830,,,,,
"Win_1_1298",1,1298,,52,1831,,,,,
"Win_1_1299",1,1299,,52,1832,,,,,
"Win_1_1300",1,1300,"TRUE",53,1833,,,,,
"Win_1_1301",1,1301,,53,1834,,,,,
"Win_1_1302",1,1302,,53,1835,,,,,
"Win_1_1303",1,1303,,53,1836,,,,,
"Win_1_1304",1,1304,,53,1837,,,,,
"Win_1_1305",1,1305,,53,1838,,,,,
"Win_1_1306",1,1306,,53,1839,,,,,
"Win_1_1307",1,1307,,53,1840,,,,,
"Win_1_1308",1,1308,,53,1841,,,,,
"Win_1_1309",1,1309,,53,1842,,,,,
"Win_1_1310",1,1310,,53,1843,,,,,
"Win_1_1311",1,1311,,53,1844,,,,,
"Win_1_1312",1,1312,,53,1845,,,,,
"Win_1_1313",1,1313,,53,1846,,,,,
"Win_1_1314",1,1314,,53,1847,,,,,
"Win_1_1315",1,1315,,53,1848,,,,,
"Win_1_1316",1,1316,,53,1849,,,,,
"Win_1_1317",1,1317,,53,1850,,,,,
"Win_1_1318",1,1318,,53,1851,,,,,
"Win_1_1319",1,1319,,53,1852,,,,,
"Win_1_1320",1,1320,,53,1853,,,,,
"Win_1_1321",1,1321,,53,1854,,,,,
"Win_1_1322",1,1322,,53,1855,,,,,
"Win_1_1323",1,1323,,53,1856,,,,,
"Win_1_1324",1,1324,,53,1857,,,,,
"Win_1_1325",1,1325,"TRUE",54,1858,,,,,
"Win_1_1326",1,1326,,54,1859,,,,,
"Win_1_1327",1,1327,,54,1860,,,,,
"Win_1_1328",1,1328,,54,1861,,,,,
"Win_1_1329",1,1329,,54,1862,,,,,
"Win_1_1330",1,1330,,54,1863,,,,,
"Win_1_1331",1,1331,,54,1864,,,,,
"Win_1_1332",1,1332,,54,1865,,,,,
"Win_1_1333",1,1333,,54,1866,,,,,
"Win_1_1334",1,1334,,54,1867,,,,,
"Win_1_1335",1,1335,,54,1868,,,,,
"Win_1_1336",1,1336,,54,1869,,,,,
"Win_1_1337",1,1337,,54,1870,,,,,
"Win_1_1338",1,1338,,54,1871,,,,,
"Win_1_1339",1,1339,,54,1872,,,,,
"Win_1_1340",1,1340,,54,1873,,,,,
"Win_1_1341",1,1341,,54,1874,,,,,
"Win_1_1342",1,1342,,54,1875,,,,,
"Win_1_1343",1,1343,,54,1876,,,,,
"Win_1_1344",1,1344,,54,1877,,,,,
"Win_1_1345",1,1345,,54,1878,,,,,
"Win_1_1346",1,1346,,54,1879,,,,,
"Win_1_1347",1,1347,,54,1880,,,,,
"Win_1_1348",1,1348,,54,1881,,,,,
"Win_1_1349",1,1349,,54,1882,,,,,
"Win_1_1350",1,1350,"TRUE",55,1883,,,,,
"Win_1_1351",1,1351,,55,1884,,,,,
"Win_1_1352",1,1352,,55,1885,,,,,
"Win_1_1353",1,1353,,55,1886,,,,,
"Win_1_1354",1,1354,,55,1887,,,,,
"Win_1_1355",1,1355,,55,1888,,,,,
"Win_1_1356",1,1356,,55,1889,,,,,
"Win_1_1357",1,1357,,55,1890,,,,,
"Win_1_1358",1,1358,,55,1891,,,,,
"Win_1_1359",1,1359,,55,1892,,,,,
"Win_1_1360",1,1360,,55,1893,,,,,
"Win_1_1361",1,1361,,55,1894,,,,,
"Win_1_1362",1,1362,,55,1895,,,,,
"Win_1_1363",1,1363,,55,1896,,,,,
"Win_1_1364",1,1364,,55,1897,,,,,
"Win_1_1365",1,1365,,55,1898,,,,,
"Win_1_1366",1,1366,,55,1899,,,,,
"Win_1_1367",1,1367,,55,1900,,,,,
"Win_1_1368",1,1368,,55,1901,,,,,
"Win_1_1369",1,1369,,55,1902,,,,,
"Win_1_1370",1,1370,,55,1903,,,,,
"Win_1_1371",1,1371,,55,1904,,,,,
"Win_1_1372",1,1372,,55,1905,,,,,
"Win_1_1373",1,1373,,55,1906,,,,,
"Win_1_1374",1,1374,,55,1907,,,,,
"Win_1_1375",1,1375,"TRUE",56,1908,,,,,
"Win_1_1376",1,1376,,56,1909,,,,,
"Win_1_1377",1,1377,,56,1910,,,,,
"Win_1_1378",1,1378,,56,1911,,,,,
"Win_1_1379",1,1379,,56,1912,,,,,
"Win_1_1380",1,1380,,56,1913,,,,,
"Win_1_1381",1,1381,,56,1914,,,,,
"Win_1_1382",1,1382,,56,1915,,,,,
"Win_1_1383",1,1383,,56,1916,,,,,
"Win_1_1384",1,1384,,56,1917,,,,,
"Win_1_1385",1,1385,,56,1918,,,,,
"Win_1_1386",1,1386,,56,1919,,,,,
"Win_1_1387",1,1387,,56,1920,,,,,
"Win_1_1388",1,1388,,56,1921,,,,,
"Win_1_1389",1,1389,,56,1922,,,,,
"Win_1_1390",1,1390,,56,1923,,,,,
"Win_1_1391",1,1391,,56,1924,,,,,
"Win_1_1392",1,1392,,56,1925,,,,,
"Win_1_1393",1,1393,,56,1926,,,,,
"Win_1_1394",1,1394,,56,1927,,,,,
"Win_1_1395",1,1395,,56,1928,,,,,
"Win_1_1396",1,1396,,56,1929,,,,,
"Win_1_1397",1,1397,,56,1930,,,,,
"Win_1_1398",1,1398,,56,1931,,,,,
"Win_1_1399",1,1399,,56,1932,,,,,
"Win_1_1400",1,1400,"TRUE",57,1933,,,,,
"Win_2_1",2,10,"TRUE",1,1,,,,,
"Win_2_2",2,22,"TRUE",2,2,,,,,
"Win_2_3",2,36,"TRUE",3,3,,,,,
"Win_2_4",2,52,"TRUE",4,4,,,,,
"Win_2_5",2,70,"TRUE",5,5,,,,,
"Win_2_6",2,90,"TRUE",6,6,,,,,
"Win_2_7",2,112,"TRUE",7,7,,,,,
"Win_2_8",2,142,"TRUE",8,8,,,,,
"Win_2_9",2,172,"TRUE",9,9,,,,,
"Win_2_10",2,202,"TRUE",10,10,,,,,
"Win_2_11",2,232,"TRUE",11,11,,,,,
"Win_2_12",2,262,"TRUE",12,12,,,,,
"Win_2_13",2,292,"TRUE",13,13,,,,,
"Win_2_14",2,322,"TRUE",14,14,,,,,
"Win_2_15",2,352,"TRUE",15,15,,,,,
"Win_2_16",2,382,"TRUE",16,16,,,,,
"Win_2_17",2,412,"TRUE",17,17,,,,,
"Win_2_18",2,442,"TRUE",18,18,,,,,
"Win_2_19",2,472,"TRUE",19,19,,,,,
"Win_2_20",2,502,"TRUE",20,20,,,,,
"Win_2_21",2,532,"TRUE",21,21,,,,,
"Win_2_22",2,562,"TRUE",22,22,,,,,
"Win_2_23",2,592,"TRUE",23,23,,,,,
"Win_2_24",2,622,"TRUE",24,24,,,,,
"Win_2_25",2,652,"TRUE",25,25,,,,,
"Win_2_26",2,682,"TRUE",26,26,,,,,
"Win_2_27",2,712,"TRUE",27,27,,,,,
"Win_2_28",2,742,"TRUE",28,28,,,,,
"Win_2_29",2,772,"TRUE",29,29,,,,,
"Win_2_30",2,802,"TRUE",30,30,,,,,
"Win_2_31",2,832,"TRUE",31,31,,,,,
"Win_2_32",2,862,"TRUE",32,32,,,,,
"Win_3_1",3,20,"TRUE",1,10,,,,,
"Win_3_2",3,42,"TRUE",2,20,,,,,
"Win_3_3",3,66,"TRUE",3,30,,,,,
"Win_3_4",3,92,"TRUE",4,30,,,,"SKIN","NinjaGraffitiSpecial"
"Win_3_5",3,120,"TRUE",5,40,,,,,
"Win_3_6",3,150,"TRUE",6,50,,,,,
"Win_3_7",3,182,"TRUE",7,60,,,,,
"Win_3_8",3,216,"TRUE",8,70,,,,,
"Win_3_9",3,252,"TRUE",9,80,,,,,
"Win_3_10",3,290,"TRUE",10,90,,,,,
"Win_3_11",3,330,"TRUE",11,100,,,,,
"Win_3_12",3,372,"TRUE",12,110,,,,,
"Win_3_13",3,416,"TRUE",13,120,,,,,
"Win_3_14",3,462,"TRUE",14,130,,,,,
"Win_3_15",3,510,"TRUE",15,140,,,,,
"Win_3_16",3,560,"TRUE",16,150,,,,,
"Win_3_17",3,612,"TRUE",17,160,,,,,
"Win_3_18",3,666,"TRUE",18,170,,,,,
"Win_3_19",3,722,"TRUE",19,180,,,,,
"Win_3_20",3,780,"TRUE",20,190,,,,,
"Win_3_21",3,840,"TRUE",21,200,,,,,
"Win_3_22",3,902,"TRUE",22,210,,,,,
"Win_3_23",3,966,"TRUE",23,220,,,,,
"Win_3_24",3,1032,"TRUE",24,230,,,,,
"Win_3_25",3,1100,"TRUE",25,240,,,,,
"Win_3_26",3,1170,"TRUE",26,250,,,,,
"Win_3_27",3,1242,"TRUE",27,260,,,,,
"Win_3_28",3,1316,"TRUE",28,270,,,,,
"Win_3_29",3,1392,"TRUE",29,280,,,,,
"Win_3_30",3,1470,"TRUE",30,290,,,,,
"Win_3_31",3,1550,"TRUE",31,300,,,,,
"Win_3_32",3,1632,"TRUE",32,310,,,,,
"Win_4_1",4,1,,1,1,100,20,10,,
"Win_4_2",4,2,,1,2,150,30,15,,
"Win_4_3",4,3,,1,4,200,40,20,,
"Win_4_4",4,4,,1,6,250,50,25,,
"Win_4_5",4,5,,1,8,300,60,30,,
"Win_4_6",4,6,,1,10,350,70,35,,
"Win_4_7",4,7,,1,12,400,80,40,,
"Win_4_8",4,8,,1,14,450,90,45,,
"Win_4_9",4,9,,1,16,500,100,50,,
"Win_4_10",4,10,,1,18,550,110,55,,
"Win_4_11",4,11,,1,20,600,120,60,,
"Win_4_12",4,12,,1,22,650,130,65,,
"Win_4_13",4,13,,1,24,700,140,70,,
"Win_4_14",4,14,,1,26,750,150,75,,
"Win_4_15",4,15,,1,28,800,160,80,,
"Win_4_16",4,16,"TRUE",2,32,915,211,104,,
"Win_4_17",4,17,,2,36,1032,263,129,,
"Win_4_18",4,18,,2,40,1151,316,155,,
"Win_4_19",4,19,,2,44,1272,370,181,,
"Win_4_20",4,20,,2,48,1396,424,207,,
"Win_4_21",4,21,,2,52,1521,480,234,,
"Win_4_22",4,22,,2,56,1650,537,261,,
"Win_4_23",4,23,,2,60,1780,595,289,,
"Win_4_24",4,24,,2,64,1913,654,317,,
"Win_4_25",4,25,,2,68,2048,714,346,,
"Win_4_26",4,26,,2,72,2186,775,376,,
"Win_4_27",4,27,,2,76,2327,838,406,,
"Win_4_28",4,28,,2,80,2470,901,436,,
"Win_4_29",4,29,,2,84,2615,966,467,,
"Win_4_30",4,30,,2,88,2764,1032,499,,
"Win_4_31",4,31,,2,92,2915,1099,531,,
"Win_4_32",4,32,"TRUE",3,98,3069,1167,564,,
"Win_4_33",4,33,,3,104,3226,1237,597,,
"Win_4_34",4,34,,3,110,3385,1308,631,,
"Win_4_35",4,35,,3,116,3548,1380,666,,
"Win_4_36",4,36,,3,122,3713,1453,701,,
"Win_4_37",4,37,,3,128,3882,1528,737,,
"Win_4_38",4,38,,3,134,4054,1604,774,,
"Win_4_39",4,39,,3,140,4229,1682,811,,
"Win_4_40",4,40,,3,146,4407,1761,849,,
"Win_4_41",4,41,,3,152,4589,1842,888,,
"Win_4_42",4,42,,3,158,4773,1924,927,,
"Win_4_43",4,43,,3,164,4962,2007,967,,
"Win_4_44",4,44,,3,170,5154,2093,1008,,
"Win_4_45",4,45,,3,176,5349,2179,1050,,
"Win_4_46",4,46,,3,182,5548,2268,1092,,
"Win_4_47",4,47,,3,188,5750,2358,1136,,
"Win_4_48",4,48,"TRUE",4,200,5957,2449,1180,,
"Win_4_49",4,49,,4,212,6167,2542,1224,,
"Win_4_50",4,50,,4,224,6381,2637,1270,,
"Win_4_51",4,51,,4,236,6599,2734,1317,,
"Win_4_52",4,52,,4,248,6821,2833,1364,,
"Win_4_53",4,53,,4,260,7047,2933,1412,,
"Win_4_54",4,54,,4,272,7277,3035,1461,,
"Win_4_55",4,55,,4,284,7512,3140,1511,,
"Win_4_56",4,56,,4,296,7751,3246,1562,,
"Win_4_57",4,57,,4,308,7994,3354,1614,,
"Win_4_58",4,58,,4,320,8242,3464,1667,,
"Win_4_59",4,59,,4,332,8495,3576,1721,,
"Win_4_60",4,60,,4,344,8752,3690,1776,,
"Win_4_61",4,61,,4,356,9014,3806,1832,,
"Win_4_62",4,62,,4,368,9280,3925,1888,,
