"Name","ParentAreaEffectForSkin","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","ScaleLoopingEffect","HitEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SlowStrength","FreezeTicks","IgnoreFadeout","ShouldShowEvenIfOutsideScreen","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SkinnedCustomValue","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance"
"FishTank003UltiArea","FishTankUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","700","","1000","1320","","","6","","BulletExplosion","","","","","","","","hank003UltiProjectile","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTank004UltiArea","FishTankUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","700","","1000","1320","","","6","","BulletExplosion","","","","","","","","hank004UltiProjectile","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankOnHitArea","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","700","","1000","500","","","6","","BulletExplosion","","","","","","","","FishTankUltiProjectileSmall","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusOverchargeUltiExplosion","CactusUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","spike_def_overcharge_explosion","","100","","","","","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerOverchargedUltiArea","DrillerUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_def_overcharge","","100","","","","","290","1000","","1500","","","","","","Pushback","","","","","","","","","","","","","","","","","","-150","","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerUltiExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","cooker_def_ulti","","100","","","","","165","700","","1000","1550","","","","","Damage","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl002UltiExplosion","CookerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pearl_002_ulti","","100","","","","","165","700","","1000","1550","","","","","Damage","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl003UltiExplosion","CookerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pearl_003_ulti","","100","","","","","165","700","","1000","1550","","","","","Damage","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl004UltiExplosion_k2","CookerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pearl_004_ulti_k2","","100","","","","","165","700","","1000","1550","","","","","Damage","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerOverchargedUltiExplosion","CookerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","cooker_def_overcharge","","100","","","","","165","700","","1000","1550","","","","","Damage","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerOverchargedUltiArea","","","sc/effects.sc","","","","","GroundHigh","","","","cooker_def_overcharge_area","","100","","","","","165","4500","","1000","400","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorSignArea","","","sc/effects.sc","","","","","GroundHigh","","","","chuck_def_ulti_spawn","","100","","","","","70","300","","550","","","","10","","Damage","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorSignAreaDestroy","","","sc/effects.sc","","","","","GroundHigh","","","","chuck_def_ulti_destroy","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorOverchargedArea","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","","","100","-1","","","5","","4","2","","BulletExplosion","","","","5","TRUE","","","ConductorOverchargedProjectile","10","500","","","90","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","targetNotCharging","",""
"Conductor002SignArea","ConductorSignArea","","sc/effects.sc","","","","","GroundHigh","","","","chuck_002_ulti_spawn","","100","","","","","70","300","","550","","","","10","","Damage","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor002SignAreaDestroy","ConductorSignAreaDestroy","","sc/effects.sc","","","","","GroundHigh","","","","chuck_002_ulti_destroy","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor003SignArea","ConductorSignArea","","sc/effects.sc","","","","","GroundHigh","","","","chuck_003_ulti_spawn","","100","","","","","70","300","","550","","","","10","","Damage","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor003SignAreaDestroy","ConductorSignAreaDestroy","","sc/effects.sc","","","","","GroundHigh","","","","chuck_003_ulti_destroy","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerTrail","","","sc/effects.sc","","","","","GroundHigh","","","","charlie_starpower_slimy","","100","","","","","28","5000","","300","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RosaOverchargedUltiArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","rosa_def_overcharge_ground_base","","100","","","","","255","600000","","1300","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","350","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieOverchargedUltiBulletExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","300","","1500","1240","","","6","","BulletExplosion","","","","","","","","MaisieOverchargedProjectile","26","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieOverchargedUltiShockwave","","","sc/effects.sc","","","","","GroundHigh","","","","maisie_def_overcharge_ulti_ground","","100","","","","","100","300","","1500","1240","","","","","Damage","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeOverchargedUltiArea","","","sc/effects_brawler.sc","lou_def_oc_area_base","lou_def_oc_area_base","lou_def_oc_area_base_red","","GroundHigh","","","","lou_def_oc_area","","100","","","","","250","10000","","1100","","","","90","6","Slippery","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeOverchargedUltiAreaInvisible","","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_def_ulti_area_base","","100","","","","","250","100","","1100","","","","90","1000","Slippery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTank002UltiArea","FishTankUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","700","","1000","1320","","","6","","BulletExplosion","","","","","","","","hank002UltiProjectile","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperWeaponArea","","","sc/effects.sc","","","","","GroundHigh","","","","mico_def_atk","","100","","","","1","100","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperUltiArea","","","sc/effects_brawler.sc","mico_def_ulti_indicator","mico_def_ulti_indicator","mico_def_ulti_indicator_red","","GroundHigh","","","","","","100","","","","","80","6000","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","LeaperUltiAreaExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperUltiAreaExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","mico_def_ulti_landing","","100","","","","","70","300","","700","1190","","","","","Damage","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperOverchargedUltiArea","","","sc/effects_brawler.sc","mico_def_ulti_indicator","mico_def_ulti_indicator","mico_def_ulti_indicator_red","","GroundHigh","","","","","","100","","","","","80","6000","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","LeaperOverchargedUltiAreaExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperOverchargedUltiAreaExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","mico_def_oc_landing","","100","","","","","70","300","","700","1190","","","","","Damage","","","","","","","","","","","","","","","","","","50","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mico_002_WeaponArea","LeaperWeaponArea","","sc/effects.sc","","","","","GroundHigh","","","","mico_002_atk","","100","","","","","100","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"Mico_002_UltiArea","LeaperUltiArea","","sc/effects_brawler.sc","mico_def_ulti_indicator","mico_def_ulti_indicator","mico_def_ulti_indicator_red","","GroundHigh","","","","","","100","","","","","80","6000","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","Mico_002_UltiAreaExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"Mico_002_UltiAreaExplosion","LeaperUltiAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","mico_002_ulti_landing","","100","","","","","70","300","","700","1190","","","","","Damage","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Leaper003WeaponArea","LeaperWeaponArea","","sc/effects.sc","","","","","GroundHigh","","","","mico_003_atk","","100","","","","","100","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"Leaper003UltiArea","LeaperUltiArea","","sc/effects_brawler.sc","mico_def_ulti_indicator","mico_def_ulti_indicator","mico_def_ulti_indicator_red","","GroundHigh","","","","","","100","","","","","80","6000","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","Leaper003UltiAreaExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"Leaper003UltiAreaExplosion","LeaperUltiAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","mico_003_ulti_landing","","100","","","","","70","300","","700","1190","","","","","Damage","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Leaper004WeaponArea","LeaperWeaponArea","","sc/effects.sc","","","","","GroundHigh","","","","mico_004_atk","","100","","","","","100","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"Leaper004UltiArea","LeaperUltiArea","","sc/effects_brawler.sc","mico_def_ulti_indicator","mico_def_ulti_indicator","mico_def_ulti_indicator_red","","GroundHigh","","","","","","100","","","","","80","6000","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","Leaper004UltiAreaExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"Leaper004UltiAreaExplosion","LeaperUltiAreaExplosion","","sc/effects.sc","","","","","GroundHigh","","","","mico_004_ulti_landing","","100","","","","","70","300","","700","1190","","","","","Damage","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowOverchargedUltiKnifes","","","sc/effects_brawler.sc","crow_def_oc_ult_jump","crow_def_oc_ult_jump","crow_def_oc_ult_jump_red","","GroundHigh","","","","","","100","","","","","100","700","","300","","","","14","","BulletExplosion","","","","","","","","CrowOverchargedUltiProjectile","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TntDudeOverchargedUltiClusterExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","dynamike_overcharge_explosion","","100","","","","","100","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","30","30","","","","","","","","","","","","",""
"TntDudeOverchargedUltiExplosion","TntDudeUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","dynamike_overcharge_ulti_explosion","","100","","","","","165","700","","800","","","","","","Damage","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TntDudeOverchargedUltiClusterBombs","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","700","","800","","","","8","","BulletExplosion","","","","","","","","TntDudeOverchargedClusterProjectile","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mike012OverchargedUltiClusterBombs","TntDudeOverchargedUltiClusterBombs","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","700","","800","","","","8","","BulletExplosion","","","","","","","","Mike012OverchargedClusterProjectile","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeMineTrail","","","sc/effects.sc","","","","","GroundHigh","","","","fang_def_atk_explode","","100","","","","","100","700","","800","-50","","3","1","","BulletExplosion","","","","","","","","","1","","KickerDudeMineOC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerOverchargedUlti","","","sc/effects.sc","","","","","GroundHigh","","","","edgar_def_oc_jump","","100","","","","","100","7000","","500","200","","","50","150","EnragerOverchargeSuper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","twin_def_atk_explode","","100","","","","","100","600","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TwinsThrowerExplosion2","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerExplosion2","","","sc/effects.sc","","","","","GroundHigh","","","","twin_def_atk_explode2","","100","","","","","150","600","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins002ThrowerExplosion","TwinsThrowerExplosion","","sc/effects.sc","","","","","GroundHigh","","","","twin_002_atk_explode","","100","","","","","100","600","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Twins002ThrowerExplosion2","","","","","","","","","","","","","","","","","","","","","","",""
"Twins002ThrowerExplosion2","TwinsThrowerExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","twin_002_atk_explode2","","100","","","","","150","100","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins003ThrowerExplosion","TwinsThrowerExplosion","","sc/effects.sc","","","","","GroundHigh","","","","twin_003_atk_explode","","100","","","","","100","600","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Twins003ThrowerExplosion2","","","","","","","","","","","","","","","","","","","","","","",""
"Twins003ThrowerExplosion2","TwinsThrowerExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","twin_003_atk_explode2","","100","","","","","150","600","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","kit_def_ulti_explosion","","100","","","","","100","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Attacher002Explosion","AttacherExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","kit_002_ulti_explosion","","100","","","","","100","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Attacher003Explosion","AttacherExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","kit_003_ulti_explosion","","100","","","","","100","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Attacher004Explosion","AttacherExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","kit_004_ulti_explosion","","100","","","","","100","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherExplosionOvercharged","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","kit_def_oc_ulti_explosion","","100","","","","","100","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManUltiDamageArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","angelo_def_ulti","","100","","TRUE","","","350","8000","","700","500","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManUltiSwitchSkillArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","TRUE","","","350","8000","","700","","","","","","SwitchSkill","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManGadgetDamageArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","angelo_def_gadget1","","100","","","","","100","700","","700","2200","","","15","","DamageDrain","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angelo002UltiDamageArea","InsectManUltiDamageArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","angelo_002_ulti","","100","","TRUE","","","350","8000","","700","500","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angelo002UltiSwitchSkillArea","InsectManUltiSwitchSkillArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","TRUE","","","350","8000","","700","","","","","","SwitchSkill","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angelo003UltiDamageArea","InsectManUltiDamageArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","angelo_003_ulti","","100","","TRUE","","","350","8000","","700","500","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angelo003UltiSwitchSkillArea","InsectManUltiSwitchSkillArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","TRUE","","","350","8000","","700","","","","","","SwitchSkill","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandStormOverchargedUltiAreaSpeedBuff","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","1000","9000","","2000","200","","","10","","SpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandStormOverchargedUltiArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_def_oc_loop","","100","","","","","1000","9000","","2000","","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombPetOverchargedExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_oc_pet_explode","","100","","","","","133","700","","600","99","","","","","Damage","","","","","","","","","","","","","","","true","","","120","","","","","","","","","","","","","ClusterBombOverchargedExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombOverchargedExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_oc_split_explode","","100","","","","","100","700","","400","","","","6","","BulletExplosion","","","","","","","","","8","","ClusterOverchargedMine","90","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombOverchargedExplosion2","","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_oc_explode","","100","","","","","100","700","","468","99","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyOverchargedArea","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","160","100","","800","200","","","200","","SpeedBuff","","","","","","","","","","","","","","","","","","","","","","","350","21","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyOverchargedArea2","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","160","100","","800","200","","","1000","","ChargeSuper","","","","","","","","","","","","","","","","","","","","","","","350","21","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombMutantClusterExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","700","","","","","","3","","BulletExplosion","","","","","","","","StickyBombUltiProjectile2","20","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BelleMutantExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","700","","300","","","","0","","BulletExplosion","","","","","","","","ElectroSniperMutantProjectile","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerMutantExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","twin_def_atk_explode2","","100","","","","","150","100","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MutantBushGrowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_rosa_growbush","","100","","","","","170","500","","100","800","","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","",""
"PocoMutantRegenArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_poco_heal","","100","","","","","125","250","","1000","-2","","2","100","","HealRegen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PocoRogueliteRegenArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_poco_heal_small","","100","","","","","75","20","","500","-1","","2","50","","HealRegen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ExplodingTankExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_tnt_dude_ulti","","100","","","","","165","100","","1200","4000","","","","","Damage","","","","","","","","","","","","","","","FALSE","","","250","250","","","","","","","","","","","","ExplodingTankDestroyEnvironment","","","","","","","","","","","","","","","","","","","","","","",""
"ExplodingTankDestroyEnvironment","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","700","","600","","","","","","Damage","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherSuperChargeArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","132","600000","","1800","","","","270","","EnemyChargeSuper","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyUltiOverchargedArea","","","sc/effects_brawler.sc","max_def_oc_area","max_def_oc_area","max_def_oc_area_red","","GroundHigh","","","","max_def_oc_active","","100","","","","","120","850","","1200","300","","","80","","SpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherTeleport","","","sc/effects.sc","","","","","GroundHigh","","","","lily_def_ulti_ground","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherTeleportEnd","","","sc/effects.sc","","","","","GroundHigh","","","","lily_def_ulti_ground_end","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ambusher002Teleport","AmbusherTeleport","","sc/effects.sc","","","","","GroundHigh","","","","lily_002_ulti_ground","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ambusher002TeleportEnd","AmbusherTeleportEnd","","sc/effects.sc","","","","","GroundHigh","","","","lily_002_ulti_ground_end","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ambusher003Teleport","AmbusherTeleport","","sc/effects.sc","","","","","GroundHigh","","","","lily_003_ulti_ground","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ambusher003TeleportEnd","AmbusherTeleportEnd","","sc/effects.sc","","","","","GroundHigh","","","","lily_003_ulti_ground_end","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandStormOverchargedUltiSilenceArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","1000","100","","2000","","","","10","","Silence","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","SandStormOverchargedUltiAreaSpeedBuff","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorPushback","","","sc/effects.sc","","","","","GroundHigh","","","","gus_def_ulti_area","","100","","","","","235","700","","800","","","","","","Pushback","","","","","","","","","","","","","","","","","","150","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherUltiExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"Ambusher002UltiExplosion","AmbusherUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
