"Name","Type","Index","ProgressStart","Progress","League","Tier","Season","HeroPowerUnlock","PrimaryLvlUpRewardType","PrimaryLvlUpRewardCount","PrimaryLvlUpRewardExtraData","PrimaryLvlUpRewardData","SecondaryLvlUpRewardType","SecondaryLvlUpRewardCount","SecondaryLvlUpRewardExtraData","SecondaryLvlUpRewardData","DependsOnIndex","RankAssetFrame","RankNumberValue","RankFaceFrame","RankHexTextColor"
"Goal_10_17_54",10,54,24300,600,0,0,17,0,38,95,0,,-1,,,,-1,,,,
"Goal_10_17_55",10,55,24900,600,0,0,17,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_17_56",10,56,25500,600,0,0,17,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_17_57",10,57,26100,600,0,0,17,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_17_58",10,58,26700,600,0,0,17,0,38,95,0,,-1,,,,-1,,,,
"Goal_10_17_59",10,59,27300,600,0,0,17,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_17_60",10,60,27900,600,0,0,17,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_17_61",10,61,28500,600,0,0,17,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_17_62",10,62,29100,600,0,0,17,0,16,20,0,,-1,,,,-1,,,,
"Goal_10_17_63",10,63,29700,600,0,0,17,0,38,95,0,,-1,,,,-1,,,,
"Goal_10_17_64",10,64,30300,600,0,0,17,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_17_65",10,65,30900,600,0,0,17,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_17_66",10,66,31500,600,0,0,17,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_17_67",10,67,32100,600,0,0,17,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_17_68",10,68,32700,600,0,0,17,0,38,95,0,,-1,,,,-1,,,,
"Goal_10_17_69",10,69,33300,600,0,0,17,0,41,240,0,,-1,,,,-1,,,,
"Goal_10_17_70",10,70,33900,600,0,0,17,0,1,2000,0,,-1,50,,,-1,,,,
"BP_Tail_18_0",11,0,0,0,0,0,18,0,1,50,0,,-1,,,,-1,,,,
"BP_Tail_18_1",11,1,0,0,0,0,18,0,38,5,0,,-1,,,,-1,,,,
"BP_Tail_18_2",11,2,0,0,0,0,18,0,41,20,0,,-1,,,,-1,,,,
"Goal_9_18_0",9,0,-1,1,0,0,18,0,45,2750,0,,1,150,,,-1,,,,
"Goal_9_18_1",9,1,0,75,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_2",9,2,75,75,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_3",9,3,150,100,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_4",9,4,250,150,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_5",9,5,400,200,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_6",9,6,600,300,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_7",9,7,900,400,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_8",9,8,1300,400,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_9",9,9,1700,400,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_10",9,10,2100,400,0,0,18,0,45,1600,0,,-1,50,,,-1,,,,
"Goal_9_18_11",9,11,2500,400,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_12",9,12,2900,400,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_13",9,13,3300,400,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_14",9,14,3700,400,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_15",9,15,4100,400,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_16",9,16,4500,400,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_17",9,17,4900,400,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_18",9,18,5300,400,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_19",9,19,5700,400,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_20",9,20,6100,400,0,0,18,0,35,1,0,"spray_mushroom",1,50,,,-1,,,,
"Goal_9_18_21",9,21,6500,500,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_22",9,22,7000,500,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_23",9,23,7500,500,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_24",9,24,8000,500,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_25",9,25,8500,500,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_26",9,26,9000,500,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_27",9,27,9500,500,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_28",9,28,10000,500,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_29",9,29,10500,500,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_30",9,30,11000,500,0,0,18,0,3,1,0,"Duelist",1,100,,,-1,,,,
"Goal_9_18_31",9,31,11500,500,0,0,18,0,19,1,0,"emoji_tox_angry",1,50,,,30,,,,
"Goal_9_18_32",9,32,12000,500,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_33",9,33,12500,500,0,0,18,0,19,1,0,"emoji_tox_happy",1,50,,,30,,,,
"Goal_9_18_34",9,34,13000,500,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_35",9,35,13500,500,0,0,18,0,19,1,0,"emoji_tox_gg",1,50,,,30,,,,
"Goal_9_18_36",9,36,14000,500,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_37",9,37,14500,500,0,0,18,0,19,1,0,"emoji_tox_phew",1,50,,,30,,,,
"Goal_9_18_38",9,38,15000,500,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_39",9,39,15500,500,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_40",9,40,16000,500,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_41",9,41,16500,600,0,0,18,0,19,1,0,"emoji_tox_sad",1,50,,,30,,,,
"Goal_9_18_42",9,42,17100,600,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_43",9,43,17700,600,0,0,18,0,25,1,0,"player_icon_bp_enchanted",-1,,,,-1,,,,
"Goal_9_18_44",9,44,18300,600,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_45",9,45,18900,600,0,0,18,0,19,1,0,"emoji_tox_clap",1,50,,,30,,,,
"Goal_9_18_46",9,46,19500,600,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_47",9,47,20100,600,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_48",9,48,20700,600,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_49",9,49,21300,600,0,0,18,0,19,1,0,"emoji_tox_thanks",1,50,,,30,,,,
"Goal_9_18_50",9,50,21900,600,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_51",9,51,22500,600,0,0,18,0,19,1,0,"emoji_tox_special",1,50,,,30,,,,
"Goal_9_18_52",9,52,23100,600,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_53",9,53,23700,600,0,0,18,0,19,1,0,"emoji_tox_space",1,50,,,30,,,,
"Goal_9_18_54",9,54,24300,600,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_55",9,55,24900,600,0,0,18,0,19,1,0,"emoji_tox_space_angry",1,50,,,30,,,,
"Goal_9_18_56",9,56,25500,600,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_57",9,57,26100,600,0,0,18,0,19,1,0,"emoji_tox_space_happy",1,50,,,30,,,,
"Goal_9_18_58",9,58,26700,600,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_59",9,59,27300,600,0,0,18,0,19,1,0,"emoji_tox_space_gg",1,50,,,30,,,,
"Goal_9_18_60",9,60,27900,600,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_61",9,61,28500,600,0,0,18,0,19,1,0,"emoji_tox_space_phew",1,50,,,30,,,,
"Goal_9_18_62",9,62,29100,600,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_63",9,63,29700,600,0,0,18,0,19,1,0,"emoji_tox_space_sad",1,50,,,30,,,,
"Goal_9_18_64",9,64,30300,600,0,0,18,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_18_65",9,65,30900,600,0,0,18,0,19,1,0,"emoji_tox_space_clap",1,50,,,30,,,,
"Goal_9_18_66",9,66,31500,600,0,0,18,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_18_67",9,67,32100,600,0,0,18,0,19,1,0,"emoji_tox_space_thanks",1,50,,,30,,,,
"Goal_9_18_68",9,68,32700,600,0,0,18,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_18_69",9,69,33300,600,0,0,18,0,19,1,0,"emoji_tox_space_special",1,50,,,30,,,,
"Goal_9_18_70",9,70,33900,600,0,0,18,0,4,1,0,"DuelistBrain",1,50,,,30,,,,
"Goal_10_18_0",10,0,-1,1,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_1",10,1,0,75,0,0,18,0,41,165,0,,-1,,,,-1,,,,
"Goal_10_18_2",10,2,75,75,0,0,18,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_18_3",10,3,150,100,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_4",10,4,250,150,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_5",10,5,400,200,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_6",10,6,600,300,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_7",10,7,900,400,0,0,18,0,39,60,0,,-1,,,,-1,,,,
"Goal_10_18_8",10,8,1300,400,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_9",10,9,1700,400,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_10",10,10,2100,400,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_11",10,11,2500,400,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_12",10,12,2900,400,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_13",10,13,3300,400,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_14",10,14,3700,400,0,0,18,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_18_15",10,15,4100,400,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_16",10,16,4500,400,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_17",10,17,4900,400,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_18",10,18,5300,400,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_19",10,19,5700,400,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_20",10,20,6100,400,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_21",10,21,6500,500,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_22",10,22,7000,500,0,0,18,0,16,20,0,,-1,,,,-1,,,,
"Goal_10_18_23",10,23,7500,500,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_24",10,24,8000,500,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_25",10,25,8500,500,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_26",10,26,9000,500,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_27",10,27,9500,500,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_28",10,28,10000,500,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_29",10,29,10500,500,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_30",10,30,11000,500,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_31",10,31,11500,500,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_32",10,32,12000,500,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_33",10,33,12500,500,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_34",10,34,13000,500,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_35",10,35,13500,500,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_36",10,36,14000,500,0,0,18,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_18_37",10,37,14500,500,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_38",10,38,15000,500,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_39",10,39,15500,500,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_40",10,40,16000,500,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_41",10,41,16500,600,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_42",10,42,17100,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_43",10,43,17700,600,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_44",10,44,18300,600,0,0,18,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_18_45",10,45,18900,600,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_46",10,46,19500,600,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_47",10,47,20100,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_48",10,48,20700,600,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_49",10,49,21300,600,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_50",10,50,21900,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_51",10,51,22500,600,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_52",10,52,23100,600,0,0,18,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_18_53",10,53,23700,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_54",10,54,24300,600,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_55",10,55,24900,600,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_56",10,56,25500,600,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_57",10,57,26100,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_58",10,58,26700,600,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_59",10,59,27300,600,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_60",10,60,27900,600,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_61",10,61,28500,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_62",10,62,29100,600,0,0,18,0,16,20,0,,-1,,,,-1,,,,
"Goal_10_18_63",10,63,29700,600,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_64",10,64,30300,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_65",10,65,30900,600,0,0,18,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_18_66",10,66,31500,600,0,0,18,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_18_67",10,67,32100,600,0,0,18,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_18_68",10,68,32700,600,0,0,18,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_18_69",10,69,33300,600,0,0,18,0,41,240,0,,-1,,,,-1,,,,
"Goal_10_18_70",10,70,33900,600,0,0,18,0,1,2000,0,,-1,50,,,-1,,,,
"Goal_9_19_0",9,0,-1,1,0,0,19,0,45,2750,0,,1,150,,,-1,,,,
"Goal_9_19_1",9,1,0,75,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_2",9,2,75,75,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_3",9,3,150,100,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_4",9,4,250,150,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_5",9,5,400,200,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_6",9,6,600,300,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_7",9,7,900,400,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_8",9,8,1300,400,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_9",9,9,1700,400,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_10",9,10,2100,400,0,0,19,0,45,1600,0,,-1,50,,,-1,,,,
"Goal_9_19_11",9,11,2500,400,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_12",9,12,2900,400,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_13",9,13,3300,400,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_14",9,14,3700,400,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_15",9,15,4100,400,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_16",9,16,4500,400,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_17",9,17,4900,400,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_18",9,18,5300,400,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_19",9,19,5700,400,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_20",9,20,6100,400,0,0,19,0,35,1,0,"spray_wasteland",1,50,,,-1,,,,
"Goal_9_19_21",9,21,6500,500,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_22",9,22,7000,500,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_23",9,23,7500,500,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_24",9,24,8000,500,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_25",9,25,8500,500,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_26",9,26,9000,500,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_27",9,27,9500,500,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_28",9,28,10000,500,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_29",9,29,10500,500,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_30",9,30,11000,500,0,0,19,0,3,1,0,"Cooker",1,100,,,-1,,,,
"Goal_9_19_31",9,31,11500,500,0,0,19,0,19,1,0,"emoji_pearl_angry",1,50,,,30,,,,
"Goal_9_19_32",9,32,12000,500,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_33",9,33,12500,500,0,0,19,0,19,1,0,"emoji_pearl_happy",1,50,,,30,,,,
"Goal_9_19_34",9,34,13000,500,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_35",9,35,13500,500,0,0,19,0,19,1,0,"emoji_pearl_gg",1,50,,,30,,,,
"Goal_9_19_36",9,36,14000,500,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_37",9,37,14500,500,0,0,19,0,19,1,0,"emoji_pearl_phew",1,50,,,30,,,,
"Goal_9_19_38",9,38,15000,500,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_39",9,39,15500,500,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_40",9,40,16000,500,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_41",9,41,16500,600,0,0,19,0,19,1,0,"emoji_pearl_sad",1,50,,,30,,,,
"Goal_9_19_42",9,42,17100,600,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_43",9,43,17700,600,0,0,19,0,25,1,0,"player_icon_bp_wasteland",-1,,,,-1,,,,
"Goal_9_19_44",9,44,18300,600,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_45",9,45,18900,600,0,0,19,0,19,1,0,"emoji_pearl_clap",1,50,,,30,,,,
"Goal_9_19_46",9,46,19500,600,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_47",9,47,20100,600,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_48",9,48,20700,600,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_49",9,49,21300,600,0,0,19,0,19,1,0,"emoji_pearl_thanks",1,50,,,30,,,,
"Goal_9_19_50",9,50,21900,600,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_51",9,51,22500,600,0,0,19,0,19,1,0,"emoji_pearl_special",1,50,,,30,,,,
"Goal_9_19_52",9,52,23100,600,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_53",9,53,23700,600,0,0,19,0,19,1,0,"emoji_pearl_submarine",1,50,,,30,,,,
"Goal_9_19_54",9,54,24300,600,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_55",9,55,24900,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_angry",1,50,,,30,,,,
"Goal_9_19_56",9,56,25500,600,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_57",9,57,26100,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_happy",1,50,,,30,,,,
"Goal_9_19_58",9,58,26700,600,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_59",9,59,27300,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_gg",1,50,,,30,,,,
"Goal_9_19_60",9,60,27900,600,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_61",9,61,28500,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_phew",1,50,,,30,,,,
"Goal_9_19_62",9,62,29100,600,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_63",9,63,29700,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_sad",1,50,,,30,,,,
"Goal_9_19_64",9,64,30300,600,0,0,19,0,38,45,0,,-1,,,,-1,,,,
"Goal_9_19_65",9,65,30900,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_clap",1,50,,,30,,,,
"Goal_9_19_66",9,66,31500,600,0,0,19,0,41,160,0,,-1,,,,-1,,,,
"Goal_9_19_67",9,67,32100,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_thanks",1,50,,,30,,,,
"Goal_9_19_68",9,68,32700,600,0,0,19,0,1,335,0,,-1,,,,-1,,,,
"Goal_9_19_69",9,69,33300,600,0,0,19,0,19,1,0,"emoji_pearl_submarine_special",1,50,,,30,,,,
"Goal_9_19_70",9,70,33900,600,0,0,19,0,4,1,0,"CookerDeepsea",1,50,,,30,,,,
"Goal_10_19_0",10,0,-1,1,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_1",10,1,0,75,0,0,19,0,41,165,0,,-1,,,,-1,,,,
"Goal_10_19_2",10,2,75,75,0,0,19,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_19_3",10,3,150,100,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_4",10,4,250,150,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_5",10,5,400,200,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_6",10,6,600,300,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_7",10,7,900,400,0,0,19,0,39,60,0,,-1,,,,-1,,,,
"Goal_10_19_8",10,8,1300,400,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_9",10,9,1700,400,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_10",10,10,2100,400,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_11",10,11,2500,400,0,0,19,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_19_12",10,12,2900,400,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_13",10,13,3300,400,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_14",10,14,3700,400,0,0,19,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_19_15",10,15,4100,400,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_16",10,16,4500,400,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_17",10,17,4900,400,0,0,19,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_19_18",10,18,5300,400,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_19",10,19,5700,400,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_20",10,20,6100,400,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_21",10,21,6500,500,0,0,19,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_19_22",10,22,7000,500,0,0,19,0,16,20,0,,-1,,,,-1,,,,
"Goal_10_19_23",10,23,7500,500,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_24",10,24,8000,500,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_25",10,25,8500,500,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_26",10,26,9000,500,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_27",10,27,9500,500,0,0,19,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_19_28",10,28,10000,500,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_29",10,29,10500,500,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_30",10,30,11000,500,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_31",10,31,11500,500,0,0,19,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_19_32",10,32,12000,500,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_33",10,33,12500,500,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_34",10,34,13000,500,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_35",10,35,13500,500,0,0,19,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_19_36",10,36,14000,500,0,0,19,0,16,10,0,,-1,,,,-1,,,,
"Goal_10_19_37",10,37,14500,500,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_38",10,38,15000,500,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_39",10,39,15500,500,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_40",10,40,16000,500,0,0,19,0,39,40,0,,-1,,,,-1,,,,
"Goal_10_19_41",10,41,16500,600,0,0,19,0,1,640,0,,-1,,,,-1,,,,
"Goal_10_19_42",10,42,17100,600,0,0,19,0,41,185,0,,-1,,,,-1,,,,
"Goal_10_19_43",10,43,17700,600,0,0,19,0,38,70,0,,-1,,,,-1,,,,
"Goal_10_19_44",10,44,18300,600,0,0,19,0,16,10,0,,-1,,,,-1,,,,
