"TID","KR"
"TID_CLAN_INFO_JOIN","가입"
"TID_CLAN_INFO_MESSAGE","메시지"
"TID_CLAN_INFO_REQUEST_JOIN","가입 요청"
"TID_CLAN_SEARCH_NO_RESULTS","클럽을 찾지 못했습니다."
"TID_CLAN_SEARCH_INITIAL","검색 결과가 없습니다."
"TID_CLAN_INFO_MEMBERS","멤버"
"TID_CLAN_INFO_SELECT_BADGE","검색"
"TID_SELECT_BADGE","배지 선택"
"TID_ALLIANCE_CREATE_OK","클럽을 성공적으로 생성했습니다."
"TID_CLAN_CHANGE_SETTINGS_TITLE","클럽 설정"
"TID_TITLE_ALLIANCE","클럽 정보"
"TID_ALLIANCE_LEFT","클럽을 탈퇴했습니다."
"TID_CLAN_MEMBER_DEMOTE","강등"
"TID_CLAN_MEMBER_PROMOTE","승급"
"TID_CLAN_MEMBER_KICK","추방"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","클럽 보기"
"TID_BUTTON_INVITE","초대"
"TID_PLAYER_INFO_GOTO_CLAN","클럽 보기"
"TID_PLAYER_INFO_HEROES","브롤러 (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","아이콘 선택"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","XP <LEVEL>레벨에서 잠금 해제!"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","총 트로피 <TROPHIES>개 필요!"
"TID_PLAYER_INFO_WINS_AMOUNT","<AMOUNT> 승"
"TID_PLAYER_INFO_STATS_HEADER","통계"
"TID_PLAYER_STAT_1","3 vs 3 승리"
"TID_PLAYER_STAT_4","최대 트로피"
"TID_PLAYER_STAT_8","솔로 승리"
"TID_PLAYER_STAT_10","빅 브롤러 베스트 타임"
"TID_PLAYER_STAT_9","로보 럼블 베스트 타임"
"TID_PLAYER_STAT_11","듀오 승리"
"TID_NO_CLAN","가입한 클럽이 없습니다."
"TID_ULTIMATE_NOT_READY","적을 공격해\n특수 공격을 충전하세요!"
"TID_CANT_ACTIVATE_ULTI","처치되었을 때는 특수 공격을\n사용할 수 없습니다!"
"TID_NAME_TOO_SHORT","이름이 너무 짧습니다."
"TID_ALLIANCE_JOINED","클럽에 가입했습니다."
"TID_COIN_RUSH_INTRO_TEXT","보석 10개를 모아 유지하세요!"
"TID_BOUNTY_HUNTER_INTRO_TEXT","브롤러를 처치하고 별을 모으세요!"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","적의 금고를 부수세요!"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","적의 금고를 부수세요!"
"TID_GO","전투 시작!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","클럽 탈퇴 확인"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n정말로 클럽을 탈퇴할까요?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","클럽 탈퇴"
"TID_ALLIANCE_PROMOTE_TITLE","승급 확인"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","정말로 <NAME> 님을 <ROLE>로 승급할까요?"
"TID_ALLIANCE_PROMOTE_BUTTON","승급"
"TID_ALLIANCE_KICK_TITLE","추방 확인"
"TID_ALLIANCE_KICK_CONFIRMATION","정말로 <NAME> 님을 클럽에서 추방할까요?"
"TID_ALLIANCE_KICK_BUTTON","추방"
"TID_ALLIANCE_DEMOTE_TITLE","강등 확인"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","정말로 <NAME> 님을 <ROLE>로 강등할까요?"
"TID_ALLIANCE_DEMOTE_BUTTON","강등"
"TID_CLAN_RESPONSE_10","설정이 저장되었습니다."
"TID_CLAN_RESPONSE_20","클럽을 생성했습니다."
"TID_CLAN_RESPONSE_21","클럽 생성에 실패했습니다! 다시 시도해 주세요."
"TID_CLAN_RESPONSE_22","허용되지 않는 이름입니다!"
"TID_CLAN_RESPONSE_23","허용되지 않는 설명입니다!"
"TID_CLAN_RESPONSE_24","이름이 너무 짧습니다!"
"TID_CLAN_RESPONSE_40","클럽에 가입했습니다!"
"TID_CLAN_RESPONSE_42","가입 실패: 클럽이 가득 찼습니다."
"TID_CLAN_RESPONSE_43","가입 실패: 비공개 클럽입니다."
"TID_CLAN_RESPONSE_45","가입 실패: 트로피가 부족해 해당 클럽에 가입할 수 없습니다."
"TID_CLAN_RESPONSE_46","가입 실패: 추방되었거나 가입 요청이 거절된 적 있는 클럽입니다. 해당 클럽으로부터 차단되었습니다."
"TID_CLAN_RESPONSE_47","가입 실패: 하루에 너무 많은 클럽에 가입했습니다. 하루 동안 클럽 가입이 비활성화됩니다."
"TID_CLAN_RESPONSE_48","가입 실패: 다른 지역의 클럽에는 가입할 수 없습니다."
"TID_CLAN_RESPONSE_50","가입 요청 전송 성공"
"TID_CLAN_RESPONSE_51","가입 요청 전송 실패: 해당 클럽은 비공개로 전환되었습니다."
"TID_CLAN_RESPONSE_52","가입 요청 전송 실패: 해당 클럽에 이미 가입 요청을 보냈습니다."
"TID_CLAN_RESPONSE_53","가입 요청 전송 실패: 트로피가 모자라 해당 클럽에 가입할 수 없습니다."
"TID_CLAN_RESPONSE_54","가입 요청 실패: 추방되었거나 가입 요청이 거절된 적 있는 클럽입니다. 해당 클럽으로부터 차단되었습니다."
"TID_CLAN_RESPONSE_55","가입 요청 실패: 다른 지역의 클럽에는 가입할 수 없습니다."
"TID_CLAN_RESPONSE_70","추방 성공"
"TID_CLAN_RESPONSE_80","클럽을 탈퇴했습니다."
"TID_CLAN_RESPONSE_81","승급 성공"
"TID_CLAN_RESPONSE_82","강등 성공"
"TID_CLAN_RESPONSE_90","수락 성공"
"TID_CLAN_RESPONSE_91","거절 성공"
"TID_CLAN_RESPONSE_92","수락 실패: 이미 클럽에 가입한 플레이어입니다."
"TID_CLAN_RESPONSE_93","처리 실패: 요청을 찾을 수 없습니다."
"TID_CLAN_RESPONSE_94","처리 실패: 이미 처리된 요청입니다."
"TID_CLAN_RESPONSE_95","처리 실패: 권한이 없습니다."
"TID_CLAN_RESPONSE_96","수락 실패: 이 클럽에서 차단한 플레이어입니다."
"TID_CLAN_RESPONSE_100","클럽에서 추방되었습니다."
"TID_CLAN_RESPONSE_101","승급되었습니다!"
"TID_CLAN_RESPONSE_102","강등되었습니다!"
"TID_CLAN_NO_RIGHTS","권한이 없습니다!"
"TID_ALLIANCE_NAME_TOO_SHORT","클럽 이름이 너무 짧습니다."
"TID_CLAN_JOIN_REQUEST_TITLE","클럽 가입 요청"
"TID_CLAN_JOIN_REQUEST_SEND","보내기"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","클럽에 가입하고 싶어요."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","가입 요청을 수락할까요?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","수락"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","거절"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","<name> 님이 수락했습니다."
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","<name> 님이 거절했습니다."
"TID_HINT_DRAG_TO_AIM","드래그해서 조준"
"TID_HINT_RELEASE_TO_SHOOT","놓으면서 사격"
"TID_HINT_ACTIVATE_ULTI","<cff9900>노란색 조이스틱</c>을 드래그해서 특수 공격을 조준하세요!"
"TID_HINT_DRAG_TO_ULTI","드래그해서 특수 공격을 조준한 후 놓으면서 쏘세요!"
"TID_HINT_COLLECT_GOLD","브롤러가 처치되면 가지고 있는 <ce662f9>보석</c>을 떨어뜨립니다."
"TID_HINT_HOLD_GOLD","<ce662f9>보석</c>을 유지하세요!"
"TID_HINT_GO_AFTER_ENEMY","적을 추격하세요!"
"TID_HINT_ATTACK_BASE","적의 금고를 부수고 내 금고를 보호하세요!"
"TID_HINT_DEFEND_BASE","적의 금고를 부수고 내 금고를 보호하세요!"
"TID_HINT_SHOOT_ENEMIES","적을 처치해 별을 모으세요!"
"TID_HINT_YOU_ARE_WINNING","이기고 있습니다! 방어하세요!"
"TID_HINT_YOU_ARE_LOSING","지고 있습니다! 공격하세요!"
"TID_HINT_TAP_TO_MOVE","탭해서 이동하세요.\n팀과 함께 이동하세요."
"TID_BOUNTY_2","주의: 별을 많이 가지고 있습니다!"
"TID_BOUNTY_3","주의: 별을 아주 많이 가지고 있습니다!"
"TID_BOUNTY_4","생사불문!"
"TID_NO_CLAN_TITLE","클럽 찾기"
"TID_NO_CLAN_BODY","클럽에 가입해 다른 플레이어와 채팅하고 함께 플레이하세요!"
"TID_NO_CLAN_SUGGESTIONS","추천 클럽"
"TID_NO_CLAN_RESULTS","검색 결과"
"TID_NO_CLAN_EMPTY","추천 클럽이 없습니다."
"TID_NO_CLAN_WAITING_FOR_DATA","데이터를 기다리는 중..."
"TID_CONNECTING_TO_SERVER","서버에 연결 중..."
"TID_TEAM_ADVERTISE","홍보"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","클럽"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","친구"
"TID_TEAM_AD_INFO_0","팀 게임을 위해 플레이어를 찾고 있습니다."
"TID_TEAM_AD_JOIN","팀 참가"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","팀 참가 실패: 이미 다른 팀에 참가했습니다."
"TID_TEAM_MEMBER_STATUS_0","<c999999>오프라인</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>전투 중</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>자리 비움</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>준비 중</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>매치메이킹 화면</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>결과 화면</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>오프라인</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>관전 중</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>연습 중</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>메시지 작성 중</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>브롤러 화면</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>이벤트 화면</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>준비 완료</c>"
"TID_TEAM_STATUS_IN_MATCH","전투 중"
"TID_TEAM_STATUS_IN_MATCHMAKING","매치메이킹 화면"
"TID_TEAM_STATUS_FULL","<cff1e00>정원 충족</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","공개"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","해당 기능을 사용하려면 클럽에 가입해야 합니다!"
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","해당 기능을 사용하려면 친구가 있어야 합니다!"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","홍보할 수 없습니다. 팀이 이미 가득 찼습니다!"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","팀 홍보는 생성자만 할 수 있습니다!"
"TID_TEAM_LOC_INFO","<LOC>의 <MODE>"
"TID_TEAM_DISPLAY_TITLE_EVENT","팀"
"TID_STREAM_EVENT_1","잘 가요! <sender> 님이 <target> 님을 클럽에서 추방했습니다!"
"TID_STREAM_EVENT_2","환영합니다! <sender> 님이 <target> 님의 클럽 가입 요청을 수락했습니다!"
"TID_STREAM_EVENT_3","<sender> 님이 클럽에 가입했습니다!"
"TID_STREAM_EVENT_4","<sender> 님이 클럽을 탈퇴했습니다!"
"TID_STREAM_EVENT_5","축하합니다! <sender> 님이 <target> 님을 승급시켰습니다!"
"TID_STREAM_EVENT_6","<sender> 님이 <target> 님을 강등시켰습니다!"
"TID_STREAM_EVENT_101","<sender> 님이 팀을 생성했습니다!"
"TID_STREAM_EVENT_102","<sender> 님이 참가했습니다!"
"TID_STREAM_EVENT_103","<sender> 님이 나갔습니다!"
"TID_STREAM_EVENT_104","잘 가요! <sender> 님이 <target> 님을 추방했습니다!"
"TID_STREAM_EVENT_105","매치메이킹 시작"
"TID_STREAM_EVENT_106","매치메이킹 취소"
"TID_STREAM_EVENT_107","게임 시작"
"TID_STREAM_EVENT_108","게임 승리"
"TID_STREAM_EVENT_109","게임 패배"
"TID_STREAM_EVENT_110","연습 게임 시작"
"TID_STREAM_EVENT_111","연습 게임 종료"
"TID_STREAM_EVENT_112","무승부"
"TID_STREAM_EVENT_113","쇼다운 종료"
"TID_CHAT_BOTTOM_BUTTON","스크롤 내리기"
"TID_CHAT_BOTTOM_NEW_MESSAGES","신규 메시지 <count>개!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","신규 메시지!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","<LVL>레벨로 업그레이드"
"TID_HERO_INFO_ITEMS","업그레이드"
"TID_HERO_INFO_SKINS","브롤러"
"TID_HERO_INFO_SKIN_OWNED","보유한 스킨"
"TID_HERO_INFO_SKIN_ACTIVE","선택함"
"TID_HERO_INFO_SKIN_ACTIVATE","선택"
"TID_HERO_INFO_LEADERBOARD","순위표"
"TID_HERO_INFO_LEADERBOARD_LABEL","베스트 <HERO> 플레이어"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","검색"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","드래그해서 특수 공격을 조준하세요!"
"TID_HINT_SHOOT","드래그해서 조준한 후 놓으면서 쏘세요!"
"TID_HERO_SCORE_SUM_LEADERBOARD","베스트 플레이어"
"TID_ALLIANCE_LEADERBOARD","베스트 클럽"
"TID_HINT_MAKE_GOAL","드래그해서 조준하고 놓아서 공을 차세요!"
"TID_BATTLE_ROYALE_INTRO_TEXT","최후의 1인이 되세요!"
"TID_HINT_COLLECT_BUFFS","상자와 적으로부터 <c50d050>파워 큐브</c>를 모아 더욱 강해지세요!"
"TID_PLAYERS_LEFT","생존 브롤러: <num>"
"TID_AVOID_POISON","조금씩 조여오는 <c90ee90>독 구름</c>을 피하세요!"
"TID_CLAN_CREATE_COOLDOWN","아직 클럽을 생성할 수 없습니다. <TIME> 후 다시 시도해 주세요."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","클럽을 생성하려면 XP <LEVEL>레벨 이상이어야 합니다."
"TID_PLAYER_DATA_MISSING","플레이어 데이터 손실"
"TID_ALLIANCE_DATA_MISSING","클럽 데이터 손실"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","탄환이 충전될 때까지 기다리세요!"
"TID_EVENT_EXPIRED","이벤트 만료"
"TID_DOUBLE_COINS_INFO","이곳에서 전투하면 토큰을 두 배로 얻습니다!"
"TID_DOUBLE_XP_INFO","이곳에서 전투하면 XP를 두 배로 얻습니다!"
"TID_SETTINGS_TITLE","설정"
"TID_SETTINGS_CONTROL_MODE_TITLE","조이스틱 모드"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","탭해서 이동"
"TID_SETTINGS_CONTROL_MODE_INFO_0","화면을 탭해서 브롤러를 이동하세요. 드래그해서 조준한 후 놓으면서 쏘세요!"
"TID_SETTINGS_CONTROL_MODE_VALUE_1","조이스틱 이동 (오른손)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","왼쪽 하단 모서리의 가상 조이스틱으로 이동하세요. 대상을 탭해서 공격하세요."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","조이스틱 이동 (왼손)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","오른쪽 하단 모서리의 가상 조이스틱으로 이동하세요. 대상을 탭해서 공격하세요."
"TID_CHANGE_NAME_TITLE","이름 변경"
"TID_SETTINGS_PLAYERNAME_CURRENT","현재 이름:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","새 이름 입력:"
"TID_ERROR_NAMES_DONT_MATCH","이름이 일치하지 않습니다. 다시 시도해주세요."
"TID_CONTINUE","계속"
"TID_NAMECHANGE_WARNING","참고: 이름은 한 번만 변경할 수 있습니다!"
"TID_CONFIRM","확인"
"TID_INVALID_NAME","사용할 수 없는 이름입니다! 다른 이름을 입력하세요."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","새 이름 재입력:"
"TID_NAME_ALREADY_CHANGED","이름은 한 번만 변경할 수 있습니다!"
"TID_NAME_CHANGE_ALREADY_USED","이미 이름을 변경했습니다!"
"TID_NAME_CHANGED_SUCCESS","이름이 변경되었습니다!"
"TID_NAME_CHANGE_IN_PROGRESS","이름을 변경할 수 없습니다. 이전 이름 변경 절차가 진행 중입니다."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","XP <level>레벨부터\n이름을 변경할 수 있습니다!"
"TID_CONFIRM_CONFIRM","\q<confirmword>\q 입력 후 확인 버튼을 눌러 완료하세요."
"TID_CONFIRM_WORD","확인"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","정말 이름을 변경하시겠어요?\n새 이름:"
"TID_BUTTON_CONFIRM","확인"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","다음 이벤트까지:"
"TID_EVENTS_TIME_LEFT","남은 시간"
"TID_EVENTS_NEW","신규!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","모든 XP를 모았습니다!"
"TID_EVENTS_EVENT_LOCKED","잠김"
"TID_EVENTS_TROPHY_REQ","총 트로피 <c00ffff><COUNT></c>개를 모아\n잠금 해제하세요!"
"TID_GAME_STARTING","<LOCATION>에서 게임이 시작됩니다! 어서 참가하세요!"
"TID_WEEKEND_EVENT","더블 XP 이벤트"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_WELCOME_TITLE","WELCOME TO THE SHOP"
"TID_SHOP_WELCOME","게임 진행도에 따라 상점에 새로운 상품이 등장합니다!\n\n일일 특가 상품을 자주 확인하세요!"
"TID_SHOP_SPECIAL_OFFER","특가 상품"
"TID_SHOP_COIN_BOOSTERS","부스터"
"TID_SHOP_GEM_PACKS","보석 팩"
"TID_SHOP_PURCHASED","구매 완료"
"TID_SHOP_OBTAINED","획득 완료"
"TID_SHOP_INVALIDATED","만료됨"
"TID_SHOP_ACTIVE","사용 중"
"TID_SHOP_DOUBLE_COINS_TITLE","토큰 더블러"
"TID_SHOP_DOUBLE_COINS_INFO","추가될 토큰 수:"
"TID_SHOP_DOUBLE_COINS_INFO_2","전투에서 획득하는 토큰을 두 배로!"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","전투에서 획득하는\n토큰 <AMOUNT>개를 두 배로!"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","남은 토큰:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","보석이 부족합니다!"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","해당 상품을 이미 구매했습니다!"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","해당 상품을 구매할 수 없습니다. 이미 구매한 아이템이 포함되어있습니다."
"TID_SHOP_OFFER_TITLE","기간 한정 특가 상품"
"TID_SHOP_GEM_PACK_1_TITLE","보석 한 줌"
"TID_SHOP_GEM_PACK_2_TITLE","보석 주머니"
"TID_SHOP_GEM_PACK_3_TITLE","보석 가방"
"TID_SHOP_GEM_PACK_4_TITLE","보석 통"
"TID_SHOP_GEM_PACK_5_TITLE","보석 상자"
"TID_SHOP_GEM_PACK_6_TITLE","보석 금고"
"TID_SHOP_HEROES_OF_RARITY","브롤러 보장"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c> 브롤러"
"TID_SHOP_HERO_OF_RARITY_BOX","브롤러 상자"
"TID_SHOP_HERO_POWER_TITLE","<cffffff>+<AMOUNT></c> PP"
"TID_SHOP_GATCHA_BOXES","상자"
"TID_SHOP_GATCHA_BOX_1","대형 상자"
"TID_SHOP_GATCHA_BOX_2","브롤 상자"
"TID_SHOP_GATCHA_BOX_3","메가 상자"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","오늘은 상자를 더 구매할 수 없습니다!"
"TID_SHOP_TICKETS","이벤트 티켓"
"TID_SHOP_TICKET_PACK_0","티켓 팩"
"TID_SHOP_TICKET_PACK_1","티켓 더미"
"TID_SHOP_TICKET_PACK_2","티켓 묶음"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","코인 팩"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","코인 한 줌"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","코인 주머니"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","코인 가방"
"TID_HERO_LVL_MATERIAL_RECEIVED","코인 <AMOUNT>개 구매"
"TID_SHOP_DAILY_OFFERS","일일 특가"
"TID_SHOP_FREE","무료"
"TID_SHOP_CLAIM","받기"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","무료 상자"
"TID_SHOP_OFFER_TITLE_1","코인"
"TID_SHOP_OFFER_TITLE_6","브롤 상자"
"TID_SHOP_OFFER_TITLE_7","티켓"
"TID_SHOP_OFFER_TITLE_8","PP"
"TID_SHOP_OFFER_TITLE_9","토큰 더블러"
"TID_SHOP_OFFER_TITLE_10","메가 상자"
"TID_SHOP_OFFER_TITLE_12","PP"
"TID_SHOP_OFFER_TITLE_14","대형 상자"
"TID_SHOP_OFFER_TITLE_15","브롤 상자"
"TID_SHOP_OFFER_TITLE_16","보석"
"TID_SHOP_OFFER_DESC_GOLD","코인을 사용해 브롤러를 업그레이드하세요!"
"TID_SHOP_OFFER_ANY_BRAWLER","보유한 브롤러 중 하나"
"TID_PURCHASE_OFFER_POPUP_TITLE","구매 확인"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","무료 보상"
"TID_SHOP_OFFER_NEW_HERO_LABEL","신규 브롤러"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","신규 스킨"
"TID_SHOP_OFFER_HERO_POWER_TITLE","PP"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","구매할 수 없습니다. 이벤트마다 1번만 구매할 수 있습니다."
"TID_SHOP_OFFER_NEW","신규"
"TID_GATCHA_BOX_TITLE_2","브롤 상자"
"TID_GATCHA_BOX_TITLE_3","메가 상자"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","신규 브롤러"
"TID_GATCHA_BOX_INFO_2","새 브롤러, 스타 파워, 코인 및 브롤러 2명의 PP가 포함되어 있습니다. 일부 상자에는 보너스 이벤트 티켓이나 토큰 더블러가 들어있습니다!"
"TID_GATCHA_BOX_INFO_3","\n\n일반 브롤 상자의 <AMOUNT>배 크기"
"TID_SHOP_OFFER_INFO_0","무료입니다!"
"TID_SHOP_OFFER_INFO_1","코인 <AMOUNT>개.\n브롤러 업그레이드에 사용하세요!"
"TID_SHOP_OFFER_INFO_2","무작위 <RARITY> 브롤러를 잠금 해제하세요!"
"TID_SHOP_OFFER_INFO_3","새 브롤러를 잠금 해제하세요!"
"TID_SHOP_OFFER_INFO_6","브롤 상자에는 브롤러, PP, 코인 등이 들어 있습니다!"
"TID_SHOP_OFFER_INFO_7","이벤트 티켓 <AMOUNT>장.\n티켓 이벤트 참가에 사용하세요!"
"TID_SHOP_OFFER_INFO_8","<AMOUNT> PP 포함.\nPP를 모아 브롤러 업그레이드를 잠금 해제하세요!"
"TID_SHOP_OFFER_INFO_9","전투에서 획득하는 토큰 <AMOUNT>개를 두 배로!"
"TID_SHOP_OFFER_INFO_10","일반 브롤 상자보다 10배 더 많은 아이템이 들어있습니다!"
"TID_SHOP_OFFER_INFO_12","PP를 획득할 수 있는 브롤러를 선택해야 합니다."
"TID_SHOP_OFFER_INFO_13","신규 이벤트 슬롯 잠금 해제"
"TID_SHOP_OFFER_INFO_14","일반 브롤 상자보다 3배 더 많은 아이템이 들어있습니다!"
"TID_SHOP_OFFER_HOR_NEW","신규"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","브롤러"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","신규 <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","브롤러"
"TID_SHOP_SKIN_OFFER","스킨 특가 상품"
"TID_SKINS_AD_TITLE","신규 스킨"
"TID_SKINS_AD_OK","확인"
"TID_SKINS_AD_INFO","브롤러 화면에서 신규 스킨을 확인하세요!"
"TID_TERMS_OF_SERVICE_BUTTON","이용 약관"
"TID_IMMUNE","면역"
"TID_BATTLE_END_PROCEED","다음"
"TID_HINT_TAP_TO_MOVE_1","중앙에서 <ce662f9>보석</c>을 모으세요!"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","적을 향해 조준하세요!"
"TID_HINT_SHOOT_1","중앙에서 <ce662f9>보석</c>이 나옵니다!"
"TID_HINT_DRAG_TO_ULTI_1","빨간색 조이스틱으로 특수 공격을 사용하세요!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","새 Game Center 로그인"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","진행 중인 게임 정보를 이 Game Center 계정에 저장하시겠습니까?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google 계정 알림"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","게임(이름: <name>, XP 레벨: <number>)을 불러오시겠습니까?\n경고: 현재 게임 진행 상황을 잃게 됩니다."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","게임 불러오기"
"TID_BUTTON_VILLAGE_LOAD","불러오기"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center 알림"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","게임(이름: <name>, XP 레벨: <number>)을 불러오시겠습니까?\n경고: 현재 게임 진행 상황을 잃게 됩니다."
"TID_BUTTON_AVATAR_LOAD","불러오기"
"TID_SETTINGS_SCREEN_TITLE","설정"
"TID_SETTINGS_MUSIC","음악"
"TID_SETTINGS_SFX","효과음"
"TID_SETTINGS_OFF","끄기"
"TID_SETTINGS_ON","켜기"
"TID_SETTINGS_LANGUAGE","언어"
"TID_ACCOUNT","기기"
"TID_LINK_DEVICE_BUTTON","기기 연동"
"TID_SETTINGS_FACEBOOK","친구"
"TID_CHANGE_NAME_BUTTON","이름 변경"
"TID_CREDITS_BUTTON","제작진"
"TID_PRIVACY_POLICY_BUTTON","개인정보\n보호정책"
"TID_PARENTS_GUIDE_BUTTON","보호자용 가이드"
"TID_MULTIDEVICE_INFO","Game Center 계정으로 로그인해서 진행 상황을 안전하게 유지하고 다양한 iOS 기기에서 플레이하세요."
"TID_SETTINGS_GOOGLE","Google Play 로그인"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","연동됨"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","연동하기"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","연동됨"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","연동하기"
"TID_FAQ_BUTTON","도움말 및 지원"
