"TID","FI"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","SYÖVYTYS"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","Lisää Barleyn hyökkäykseen <c00cc00><VALUE1></c> pistettä tuhovoimaa sekuntia kohti."
"TID_SPEC_ABI_SUPER_HEALS","AUTTAVA KÄSI"
"TID_SPEC_ABI_SUPER_HEALS_DESC","Joukkuekavereihin osuessaan Genen supervoima palauttaa nyt heille <c00cc00><VALUE1></c> pistettä elinvoimaa."
"TID_SPEC_ABI_BLACK_HOLE_HEALER","PARANTAVA PORTAALI"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","Taran supervoima synnyttää mustan aukon, ja Taran hämärä kaksoisolento ilmestyy parantamaan Taraa ja joukkuekavereita."
"TID_SPEC_ABI_RECHARGE","PIKALATAUS"
"TID_SPEC_ABI_RECHARGE_DESC","Tickin latausaika on <c00cc00><VALUE1> %</c> lyhyempi."
"TID_SPEC_ABI_CURVEBALL","KIERREPALLO"
"TID_SPEC_ABI_CURVEBALL_DESC","Kaktuskranaatin piikit lentävät kierteellä, jolloin ne osuvat kohteisiin helpommin."
"TID_SPEC_ABI_MEDIKIT","LAASTARI"
"TID_SPEC_ABI_MEDIKIT_DESC","Kun Shellyn elinvoima putoaa alle <c00cc00><VALUE1> %:iin</c>, hänelle palautuu saman tien <c00cc00><VALUE2></c> elinvoimapistettä. Laastari latautuu <c00cc00><VALUE3></c> sekunnissa."
"TID_SPEC_ABI_IMMUNE_TO_CC","KIVI-SANDY"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Sandya ei voi työntää taaksepäin, hidastaa tai lamaannuttaa."
"TID_SPEC_ABI_CURE_DEBUFFS","SÄVELKORJAUS"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Kun Pocon hyökkäys osuu joukkuekavereihin, se poistaa hidastuksen, lamaannuksen ja myrkyn vaikutukset sekä palohaitat."
"TID_SPEC_ABI_SHIELD_HOMERUN","LYÖNTIVALMIUS"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Kun keltainen palkki on latautunut, Bibin kärsimä vahinko vähenee <c00cc00><VALUE1> %</c>."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","PANSSARIPYÖRÄHDYS"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","Carliin kohdistuva vahinko pienenee <c00cc00><VALUE2> %</c> tämän supervoiman ollessa aktiivisena."
"TID_SELFHELP_UNAVAILABLE","Ohje ja tuki ei ole nyt käytettävissä. Yritä pian uudelleen."
"TID_SPEC_ABI_LONGER_DASH","SUPERSÄHÄKKÄ"
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis saa syöksypalkin ja syöksyy <c00cc00><VALUE1> %</c> kauemmas palkin ollessa täynnä. Palkin latautuminen kestää <c00cc00><VALUE3></c> sekuntia alkaen siitä, kun hänen kolme syöksyään ovat käyttövalmiina."
"TID_BO_MECHA_SKIN","MECHA-BO"
"TID_BO_MECHA_SKIN_SHOP","MECHA-\nBO"
"TID_CROW_MECHA_SKIN","MECHA-CROW"
"TID_CROW_MECHA_SKIN_SHOP","MECHA-\nCROW"
"TID_MIKE_ROBO_SKIN","ROBO-MIKE"
"TID_MIKE_ROBO_SKIN_SHOP","ROBO-\nMIKE"
"TID_SPIKE_ROBO_SKIN","ROBO-SPIKE"
"TID_SPIKE_ROBO_SKIN_SHOP","ROBO-\nSPIKE"
"TID_BO_MECHA_GOLD_SKIN","KULTAINEN MECHA-BO"
"TID_BO_MECHA_GOLD_SKIN_SHOP","KULTAINEN MECHA-\nBO"
"TID_CROW_MECHA_GOLD_SKIN","KULTAINEN MECHA-CROW"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","KULTAINEN MECHA-\nCROW"
"TID_BO_MECHA_LIGHT_SKIN","VAALEA MECHA-BO"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","VAALEA MECHA-\nBO"
"TID_CROW_MECHA_NIGHT_SKIN","TUMMA MECHA-CROW"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","TUMMA MECHA-\nCROW"
"TID_BULL_LINEBACKER_SKIN","TUKIMIES-BULL"
"TID_BULL_LINEBACKER_SKIN_SHOP","TUKIMIES-\nBULL"
"TID_COLT_OUTLAW_SKIN","LAINSUOJATON COLT"
"TID_COLT_OUTLAW_SKIN_SHOP","LAINSUOJATON\nCOLT"
"TID_CARL_HOG_RIDER_SKIN","KARJURATSASTAJA-CARL"
"TID_CARL_HOG_RIDER_SKIN_SHOP","KARJURATSASTAJA-\nCARL"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- uusi rämäpäämalli\n- uudet tehosteet\n- uudet animaatiot\n- uudet taisteluäänet\n- uusi rämäpään ääni."
"TID_SHOP_OFFER_STAR_SKIN_LABEL","TÄHTIASU"
"TID_WANTED_15","Rantajahti"
"TID_WANTED_16","Auringonpistos"
"TID_WANTED_17","Polttava hiekka"
"TID_BANKHEIST_16","Aarteenetsijät"
"TID_BANKHEIST_17","Lahjajalokivet"
"TID_BANKHEIST_18","Kuuma peruna"
"TID_BANKHEIST_18B","Kahdeksikko"
"TID_BALL_22","Rantapallo"
"TID_BALL_23","Kesäfutis"
"TID_BALL_24","Paljasjalkaisten rähinä"
"TID_BALL_25","Poutapäivän peli"
"TID_STARPOINTSGAINED","<TOTALDECAY> pokaalia on muutettu <STARPOINTSGAINED> tähtipisteeksi."
"TID_TROPHIES_LOST","Menetetyt pokaalit yhteensä: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Menetetyt pokaalit muutettu <AMOUNT> tähtipisteeksi"
"TID_IAP_SOM_PACK_1","Kesätarjous"
"TID_IAP_SOM_PACK_2","Kesätarjous"
"TID_IAP_SOM_PACK_3","Kesätarjous"
"TID_IAP_SOM_PACK_4","Kesätarjous"
"TID_IAP_AUGUST_PACK_1","Kesätarjous"
"TID_IAP_AUGUST_PACK_2","HYVÄSTI, KESÄ!"
"TID_IAP_FLASH_PACK_1","VÄHÄN EKSTRAA"
"TID_IAP_FLASH_PACK_2","HUIPPUTARJOUS"
"TID_IAP_MOON_19_PACK_1","KESKISYKSYN JUHLA"
"TID_IAP_MOON_19_PACK_2","KESKISYKSYN JUHLA"
"TID_SPEC_ABI_PLUGGED_IN","LISÄVIRTA"
"TID_SPEC_ABI_PLUGGED_IN_DESC","Kun 8-BIT on lähellä tuhontehostajaansa, hän saa liikenopeutta kasvattavaa lisävirtaa."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","VAHVAAKIN VAHVEMPI"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","El Primon ladatessa supervoimaansa hän lataa voimaa myös erityiseen lisäpalkkiin. Täysi palkki lisää maksimielinvoimaa <c00cc00><VALUE1></c> pisteellä. Jos El Primo tyrmätään, lisäelinvoima katoaa."
"TID_SPEC_ABI_ARMOR","LUOTILIIVI"
"TID_SPEC_ABI_ARMOR_DESC","Liivi suojaa ensimmäisiltä <c00cc00><VALUE1></c> pisteeltä tuhoa. Kun Colt tyrmätään, hän saa uuden liivin. Keltainen palkki osoittaa liivin elinvoiman."
"TID_SPEC_ABI_WALKING_TURRET","KOIRAKOULU"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Nyt Romurekku seuraa Jessietä."
"TID_SPEC_SHIELD_ULTI","SUOJA"
"TID_SPEC_SHIELD_ULTI_DESC","Kun Brockin supervoima on täyteen latautunut ja käyttämätön, hän saa suojan, joka vähentää hänen kärsimäänsä vahinkoa <c00cc00><VALUE1> %:lla</c>."
"TID_SPEC_ABI_PET","KANANLENTO"
"TID_SPEC_ABI_PET_DESC","Dynamiken lintu liittyy taistoon!"
"TID_SPEC_ABI_DAMAGE_ULTI","HENKIEN MÄTKIMÄ"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Kun Genen supervoima on latautunut, hänen hyökkäyksensä aiheuttaa <c00cc00><VALUE1></c> pisteen verran enemmän tuhoa."
"TID_ARCADE","8-BIT"
"TID_ARCADE_DESC","8-BIT on raskaan oloisesti jolkottava vanhan ajan pelikone, joka ampuu tuhoisia lasersäteitä ja lisää oman joukkueensa tuhovoimaa superillaan!"
"TID_ARCADE_SHORT_DESC","TARKKA-AMPUJA"
"TID_ARCADE_WEAPON","LASERSÄTEET"
"TID_ARCADE_ULTI","TUHONTEHOSTAJA"
"TID_ARCADE_WEAPON_DESC","8-BIT ampuu lasersäteitä, jotka tekevät vahinkoa osuessaan vastustajiin. Säteiden kantama on keskipitkä ja ne hajaantuvat hieman lentäessään."
"TID_ARCADE_ULTI_DESC","8-BIT sijoittaa tykkitornin, joka lisää kaikkien vaikutusalueellaan olevien oman joukkueen rämäpäiden tuhovoimaa."
"TID_STAT_DAMAGE_BOOST","Tuhovoiman tehostus"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW> %"
"TID_STAT_DAMAGE_PER_BEAM","Tuhovoima sädettä kohti"
"TID_SPEC_ABI_LARGER_AREA_ULTI","TEHOSTUKSEN TEHOSTUS"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Kasvattaa tuhontehostajan kantamaa <c00cc00><VALUE1> %:lla</c> ja lisää aiheutettuun tuhoon <c00cc00><VALUE2> %</c>."
"TID_DAMAGE_BOOSTER_HEALTH","Tuhontehostajan elinvoima"
"TID_BEST_VALUE_DISCOUNT","<VALUE> %\nPOIS!"
"TID_BEST_VALUE_EXTRA","<VALUE> %\nEKSTRAA"
"TID_BEST_VALUE_BONUS","<VALUE> %:N\nBONUS"
"TID_PROMOCODE_PACK","Tarjouskoodipaketti"
"TID_DIAMONDS","Jalokivet"
"TID_BATTLE_ROYALE_22A","Autio huippu"
"TID_BATTLE_ROYALE_23A","Törkeä takahikiä"
"TID_BATTLE_ROYALE_24A","Karut kunnaat"
"TID_GOLDRUSH_24A","Ässävärisuora"
"TID_WANTED_17A","Rehevöitynyt keidas"
"TID_BALL_14A","Pallo hallussa"
"TID_BALL_15A","Hypernopea"
"TID_SHOP_LABEL_BEST_VALUE","SUPERTARJOUS"
"TID_SHOP_LABEL_MOST_POPULAR","SUOSITUIN"
"TID_SHOP_LABEL_EXCLUSIVE_OFFER","AINUTLAATUINEN TARJOUS"
"TID_SHOP_LABEL_POPULAR","SUOSITTU"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE> %:N BONUS"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE> % <cFFDB4F>EKSTRAA</c>"
"TID_BATTLE_ROYALE_25A","Ei-kenenkään-maa"
"TID_BATTLE_ROYALE_26A","Elohopea koholla"
"TID_BATTLE_ROYALE_27A","Aloituspotku"
"TID_BATTLE_ROYALE_28A","Annoskateus"
"TID_PIPER_PINK_SKIN","PINKKI PIPER"
"TID_PIPER_PINK_SKIN_SHOP","PINKKI\nPIPER"
"TID_TARA_BLUE_SKIN","TURKOOSI TARA"
"TID_TARA_BLUE_SKIN_SHOP","TURKOOSI\nTARA"
"TID_8BIT_CLASSIC_SKIN","KLASSINEN 8-BIT"
"TID_8BIT_CLASSIC_SKIN_SHOP","KLASSINEN\n8-BIT"
"TID_LEON_SHARK_SKIN","HAI-LEON"
"TID_LEON_SHARK_SKIN_SHOP","HAI-\nLEON"
"TID_BATTLE_ROYALE_29A","Petollinen paratiisi"
"TID_BATTLE_ROYALE_30A","Riskaabeli risteys"
"TID_BATTLE_ROYALE_31A","Tasajako"
"TID_BALL_16A","Suurpujottelu"
"TID_BALL_17A","Raju rata"
"TID_BALL_18A","Paras laukoja"
"TID_BALL_19A","Superpallo"
"TID_BALL_20A","Potkuvoltti"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","SANDY"
"TID_GAME_MODE_14","POMOPAINI"
"TID_GAME_MODE_14_DESC","Aiheuta pomolle enemmän tuhoa kuin toiset pelaajat. Mitä enemmän tuhoa aiheutat, sitä korkeammalle sijoitut ottelussa.\n\nKasvata elinvoimaasi ja hyökkäyksesi tuhovoimaa keräämällä voimakuutioita. Voimakuutioita ilmestyy kartalle ottelun aikana sattumanvaraisesti!"
"TID_BOSS_RACE_INTRO_TEXT","Aiheuta pomolle mahdollisimman paljon vahinkoa!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Kaikki vs kaikki"
"TID_BOSS_RACE_1","Päätepysäkki"
"TID_BOSS_RACE_IN_LEAD","Olet johdossa!"
"TID_BOSS_RACE_DOING_GOOD","Jatka samaa rataa!"
"TID_BOSS_RACE_DOING_OK","Hyvin menee!"
"TID_BOSS_RACE_DOING_BAD","Piekse pomoa enemmän!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","YHDISTÄ SUPERCELL ID:HEN, NIIN SAAT <c<COLOR>>LAHJAN</c>: <NAME>!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","YHDISTÄ"
"TID_GAME_MODE_15","TÄHTIJAHTI"
"TID_GAME_MODE_15_DESC","Kerää tähtiä tyrmäämällä vastustajia. Joka kerta, kun kukistat vastustajan, pääsi päällä näkyvään palkkioon tulee yksi tähti lisää. Voit kerätä jopa seitsemän tähteä.\n\nSe voittaa, jolla on eniten tähtiä ajan loppuessa."
"TID_SOLO_BOUNTY_IN_LEAD","Olet johdossa!"
"TID_SOLO_BOUNTY_DOING_GOOD","Jatka samaa rataa!"
"TID_SOLO_BOUNTY_DOING_OK","Hyvin menee!"
"TID_SOLO_BOUNTY_DOING_BAD","Tarvitset lisää tähtiä!"
"TID_SANDSTORM_SHORT_DESC","VAHVISTUS"
"TID_SANDSTORM_DESC","Sandy on univelkainen rämäpää, joka hallitsee hiekkaa: hän heittää vastustajia terävillä pikkukivillä ja manaa esiin hiekkamyrskyn piilottamaan joukkuekaverinsa."
"TID_SANDSTORM_WEAPON","KIVIKUURO"
"TID_SANDSTORM_WEAPON_DESC","Sandy viskoo vastustajia pistävän terävillä pikkukivillä. Auts!"
"TID_SANDSTORM_ULTI","HIEKKAMYRSKY"
"TID_SANDSTORM_ULTI_DESC","Sandy manaa hiekkamyrskyn, joka kestää <time> sekuntia ja piilottaa oman joukkueen rämäpäät suojiinsa."
"TID_STAT_SANDSTORM","Hiekkamyrsky"
"TID_SPEC_ABI_SANDSTORM_DOT","KARKEA HIEKKA"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","Hiekkamyrsky myös vahingoittaa vastustajia <c00cc00><VALUE1></c> pistettä sekunnissa."
"TID_SPEC_ABI_SANDSTORM_HOT","PARANTAVA TUULI"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","Hiekkamyrsky myös parantaa oman joukkueen rämäpäitä <c00cc00><VALUE1></c> elinvoimapistettä sekunnissa."
"TID_SHOP_SKIN_SALE","ASUTARJOUS"
"TID_IAP_B2S_19_PACK_1","TAKAISIN KOULUUN!"
"TID_IAP_B2S_19_PACK_2","TAKAISIN KOULUUN!"
"TID_IAP_B2S_19_PACK_3","TAKAISIN KOULUUN!"
"TID_GENE_PIRATE_SKIN","MERIROSVO-GENE"
"TID_GENE_PIRATE_SKIN_SHOP","MERIROSVO-\nGENE"
"TID_BARLEY_RED_WIZARD_SKIN","PUNAINEN VELHO-BARLEY"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","PUNAINEN VELHO-\nBARLEY"
"TID_SANDY_SLEEPY_SKIN","UNINEN SANDY"
"TID_SANDY_SLEEPY_SKIN_SHOP","UNINEN\nSANDY"
"TID_BOSS_RACE_2","Pomonpudotus"
"TID_BOSS_RACE_3","Kaverivastustajat"
"TID_BOSS_RACE_4","Massakausi"
"TID_BOSS_RACE_5","Treenikooste"
"TID_BOSS_RACE_6","Sokkelosekasorto"
"TID_BOSS_RACE_7","Pattitilanne"
"TID_SHOP_SKIN_NEW_RELEASE","UUSI JULKAISU!"
"TID_SEASON_END_OFFER","KAUDEN PÄÄTÖSTARJOUS"
"TID_IAP_OCTOBER_OFFER","LOKAKUUN TARJOUS"
"TID_IAP_MONDAY_OFFER","MAANANTAI, MAANANTAI..."
"TID_IAP_VERY_SPECIAL_OFFER","MAHTAVA TARJOUS"
"TID_IAP_IKE_ROYALE","RAKENTAJATYKKI ROYALE"
"TID_IAP_COIN_SHOWER","KOLIKKOKUURO"
"TID_MUMMY","EMZ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nOstetut jalokivet: <PAID>\nIlmaiset jalokivet: <FREE>\nYhteensä: <TOTAL>"
"TID_RANK","Sijoitus: <val>/10"
"TID_SOLO_BOUNTY_NO_RANK","Kerää tähtiä kukistamalla rämäpäitä!"
"TID_BOSS_RACE_NO_RANK","Piekse pomoa!"
"TID_MUMMY_SHORT_DESC","TAISTELIJA"
"TID_MUMMY_DESC","Emz hyökkää suihkuttamalla hiuslakkaa, joka aiheuttaa tuhoa ajan kuluessa, ja hidastaa vastustajia supervoimallaan."
"TID_MUMMY_WEAPON","SUIHKE"
"TID_MUMMY_WEAPON_DESC","Emz suihkuttaa hiuslakkaa päällesi! Sen tujakka katku voi sulattaa koko naaman."
"TID_MUMMY_ULTI","SYÖVYTTÄVÄ KARISMA"
"TID_MUMMY_ULTI_DESC","Emz luo ympärilleen myrkkypilven, joka hidastaa ja vahingoittaa vastustajia."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","HUONO KARMA"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Emzin hiuslakan myrkkypilven vaikutusalueella olevat vastustajat kärsivät kasvavasta tuhosta <c00cc00><VALUE1></c> % osumaa kohden."
"TID_SPEC_ABI_HEAL_SUPER_DMG","HYPETYS"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Emz saa takaisin <c00cc00><VALUE1></c> pistettä elinvoimaa sekunnissa jokaisesta superinsa vaikutusalueella olevasta vastustajarämäpäästä."
"TID_FRIEND_ADD_YOUR_ID","Tunnuksesi: <ID>"
"TID_FRIEND_ADD_BUTTON","LISÄÄ\nKAVERI"
"TID_FRIEND_ADD_BUTTON_SHORT","LISÄÄ"
"TID_FRIEND_ADD_DEFAULT_TEXT","Anna pelaajatunnus"
"TID_FRIEND_ADD_CODE_SENT","Kaveripyyntö lähetetty"
"TID_FRIEND_ADD_CODE_INVALID","Pelaajatunnus ei kelpaa!"
"TID_IAP_CYBER_WEEK_19_1","CYBER WEEK -TARJOUS"
"TID_IAP_CYBER_WEEK_19_2","CYBER WEEK -TARJOUS"
"TID_IAP_CYBER_WEEK_19_3","CYBER WEEK -TARJOUS"
"TID_IAP_GSTAR2019_FINALS","MAAILMANFINAALIPAKETTI"
"TID_IAP_BRAWLOWEEN_19_1","BRAWL-OWEEN ON TÄÄLLÄ!"
"TID_IAP_BRAWLOWEEN_19_2","KARKKI VAI... KOLIKOITA?"
"TID_IAP_BRAWLOWEEN_19_3","ASUJA KYLLIKSI!"
"TID_IAP_ARABIC_19_1","PELAA ARABIAKSI"
"TID_IAP_ARABIC_19_2","PELAA ARABIAKSI"
"TID_EVENT_MODIFIER_8","POMON LASERIT"
"TID_EVENT_MODIFIER_DESC_8","Pomo ampuu lasereita."
"TID_EVENT_MODIFIER_9","POMON KETJUSALAMAT"
"TID_EVENT_MODIFIER_DESC_9","Pomo ampuu ketjusalamoita."
"TID_EVENT_MODIFIER_10","POMON RAKETIT"
"TID_EVENT_MODIFIER_DESC_10","Pomo ampuu raketteja."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Tuhovoima puolta sekuntia kohti"
"TID_FRIENDS_PAGE_BUTTON_INVITE","KUTSU"
"TID_TEAM_ROOM_CODE","Joukkuekoodi:"
"TID_TEAM_ROOM_CODE_SHORT","JOUKKUE:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","YHTEISÖPALVELUT"
"TID_CLAN_TAB_MEMBERS","Jäsenet: <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","Chat"
"TID_SHELLY_WITCH_SKIN","NOITA-SHELLY"
"TID_SHELLY_WITCH_SKIN_SHOP","NOITA-\nSHELLY"
"TID_LEON_WEREWOLF_SKIN","IHMISSUSI-LEON"
"TID_LEON_WEREWOLF_SKIN_SHOP","IHMISSUSI-\nLEON"
"TID_PIPER_CALAVERA_SKIN","KALLO-PIPER"
"TID_PIPER_CALAVERA_SKIN_SHOP","KALLO-\nPIPER"
"TID_FRANK_DJ_SKIN","DJ FRANK"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","VARJORITARI-JESSIE"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","VARJORITARI-\nJESSIE"
"TID_SKIN_FEATURE_MODEL","- uusi rämäpäämalli"
"TID_SKIN_FEATURE_PET","- uusi lemmikkimalli"
"TID_SKIN_FEATURE_TURRET","- uusi tykkitornimalli"
"TID_SKIN_FEATURE_VFX","- uudet tehosteet"
"TID_SKIN_FEATURE_ANIM","- uudet animaatiot"
"TID_SKIN_FEATURE_SFX","- uudet äänet"
"TID_SKIN_FEATURE_VOICE","- uusi ääni"
"TID_SKIN_FEATURE_TEXTURE","- uusi tekstuuri"
"TID_SKIN_FEATURE_COLOR","- uudet värit"
"TID_HINT_44","Tähtitaistelussa ottelunmuodostus perustuu tähtitaistelukauden senhetkiseen pistemäärääsi."
"TID_OPTIONAL_OR","TAI"
"TID_LONESTAR_01","Kielletyt putoukset"
"TID_LONESTAR_02","Rannikkolaukaus"
"TID_LONESTAR_03","Ei täysin turvassa"
"TID_LONESTAR_04","Kadotettu rohkeus"
"TID_LONESTAR_05","Kukkakaali"
"TID_LONESTAR_06","Täpärä tilanne"
"TID_LONESTAR_07","Soolomissio"
"TID_LONESTAR_08","Tienhaara"
"TID_BOSS_RACE_8","Öljyhuippu"
"TID_BOSS_RACE_9","Käkien vallankaappaus"
"TID_BOSS_RACE_10","Romumetallia"
"TID_BOSS_RACE_11","Funkahtavaa punkkia"
"TID_BOSS_RACE_12","Vastakkainasettelu"
"TID_BOSS_RACE_13","Alligaattorikuja"
"TID_BOSS_RACE_14","Kiperät paikat"
"TID_CONTACT_US_WELCOME_TEXT","Hei"
"TID_TEAM_CHAT_POPUP_INVITE","KUTSU"
"TID_IAPS_NOT_READY","Tarjouksia ei ole vielä ladattu. Yritä myöhemmin uudelleen."
"TID_IAP_NOT_FOUND","Tuotetta ei löytynyt"
"TID_TEAM_LOG_TAB","JOUKKUELOKI"
"TID_TEAM_LOG_TITLE","JOUKKUELOKI"
"TID_LEON_SALLY_SKIN","SALLY-LEON"
"TID_LEON_SALLY_SKIN_SHOP","SALLY-\nLEON"
"TID_CARL_LEONARD_SKIN","LEONARD-CARL"
"TID_CARL_LEONARD_SKIN_SHOP","LEONARD-\nCARL"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","LÄHETÄ KAVERIPYYNTÖ"
"TID_PLAYER_CTX_PROFILE","PROFIILI"
"TID_PLAYER_CTX_KICK","POISTA"
"TID_EMOJIS_TITLE","EMOJIT"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","UUSI RÄMÄPÄÄ"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","UUSI ASU"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER_AND_SKIN","UUSI RÄMÄPÄÄ JA ASU"
"TID_SHOP_OFFER_TITLE_BRAWLER_AND_NEW_SKIN","RÄMÄPÄÄ JA UUSI ASU"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","JUHLAPYHIEN LAHJA"
"TID_LONESTAR_09","Neljä piirikuntaa"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, tekijänoikeudet LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Arvioitu aika: <TIME>"
"TID_IAP_XMAS_19_0","LOMAKAUSI, PARAS KAUSI"
"TID_IAP_XMAS_19_1","ILOISIA JUHLAPYHIÄ!"
"TID_IAP_XMAS_19_2","ILOISIA JUHLAPYHIÄ!"
"TID_IAP_XMAS_19_3","ILOISIA JUHLAPYHIÄ!"
"TID_IAP_XMAS_19_4","ILOISIA JUHLAPYHIÄ!"
"TID_IAP_COINPACK_11_19","KASOITTAIN KOLIKOITA!"
"TID_IAP_NEWYEAR_20","HYVÄÄ UUTTA VUOTTA!"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","BROWN & FRIENDS -asu"
"TID_HOME_PAGE_PENDING_DONATION","TÄRKEÄ\nVIESTI"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","ESTÄ KAVERIPYYNNÖT"
"TID_SPAWNER_DUDE","MR. P"
"TID_BEE_SNIPER","BEA"
"TID_BEE_SNIPER_SHORT_DESC","TARKKA-AMPUJA"
"TID_BEE_SNIPER_DESC","Bea pitää pörriäisistä ja paijaamisesta. Hän ampuu pitkän kantaman robottimehiläisiä, ja hänen supervoimansa on ärhäkkä mehiläisparvi!"
"TID_BEE_SNIPER_WEAPON","MEGAMEHILÄINEN"
"TID_BEE_SNIPER_WEAPON_DESC","Kun Bean pitkän kantaman ammus osuu kohteeseensa, sitä seuraava ammus muuttuu erikoislatauksen ansionsa järjettömän tuhoisaksi!"
"TID_BEE_SNIPER_ULTI","PISTIÄISPARVI"
"TID_BEE_SNIPER_ULTI_DESC","Bea lähettää matkaan parven mehiläisiä, jotka liikkuvat ja kääntyvät kuin suihkumoottorin voimasta. Ne hidastavat kaikkia eteen tulevia vastustajia."
"TID_SPEC_ABI_BEE_SNIPER_1","UUSI YRITYS"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Jos Bean erikoisladattu hyökkäys ei osu kohteeseen, erikoislataus palautuu välittömästi uudelleen käytettäväksi kerran."
"TID_SPEC_ABI_BEE_SNIPER_2","HUNAJAKENNO"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Bea saa <c00cc00><VALUE1> %:n</c> kilven, kun megamehiläinen on erikoisladattu."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","VAHVISTUS"
"TID_SPEEDY_DESC","Max liikkuu vikkelästi ja hyökkää sähäkällä tulituksella. Supervoimansa avulla hän vauhdittaa itseään ja omaa joukkuettaan!"
"TID_SPEEDY_WEAPON","SUPERSÄTEILYTTÄJÄ"
"TID_SPEEDY_WEAPON_DESC","Maxin ase ampuu paljon ammuksia valonnopeudella, eikä Max aikaile ladatessaan."
"TID_SPEEDY_ULTI","JUOKSUJALKA"
"TID_SPEEDY_ULTI_DESC","Max nopeuttaa hetkellisesti omaa ja lähellä olevien oman joukkueen rämäpäiden nopeutta. Juokse Max, juokse!"
"TID_SPEC_ABI_SPEEDY_1","DYNAMO"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max lataa nyt supervoimaansa liikkuessaan."
"TID_SPEC_ABI_SPEEDY_2","JUOSTEN AMMUTTU"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max lataa nopeammin liikkuessaan."
"TID_SPEEDY_ULTI_STAT","Juoksujalka"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Tarvitsemme rämäpään..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Pelataan..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Pelataan..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Vaihdetaan rämäpäitä!"
"TID_QUICK_MESSAGE_GOOD_GAME","Hyvä peli!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Pelataanko uudelleen?"
