"TID","CNT"
"TID_BUTTON_BRAWLTV","亂鬥TV"
"TID_BUTTON_NEWS","新聞"
"TID_BRAWL_TV_LIVE","LIVE"
"TID_BUTTON_TEST_HERO","試用"
"TID_CONTENT_UPDATE","正在下載內容..."
"TID_BATTLE_ROYALE_28","飛翔幻夢"
"TID_SHAMAN_SHIBA_SKIN","柴犬妮塔"
"TID_PENNY_BUNNY_SKIN","兔兔佩妮"
"TID_SHAMAN_SHIBA_SKIN_SHOP","柴犬妮塔"
"TID_PENNY_BUNNY_SKIN_SHOP","兔兔佩妮"
"TID_PURCHASE_POPUP_CONFIRM_OFFER","購買特惠？"
"TID_PURCHASE_POPUP_CONFIRM_SKIN","購買造型？"
"TID_PURCHASE_POPUP_CONFIRM_HERO","購買英雄？"
"TID_BUTTON_NAME_COLOR","名稱顏色"
"TID_SELECT_COLOR_TITLE","選擇顏色"
"TID_PROFILE_COLOR","顏色"
"TID_POPUP_BRAWLTV_TITLE","亂鬥TV"
"TID_POPUP_BRAWLTV_TEXT","立即觀看《荒野亂鬥》全球頂尖玩家的對戰"
"TID_POPUP_BRAWLTV_BUTTON","去看看!"
"TID_GOLDRUSH_28","列車隆隆"
"TID_GOLDRUSH_29","準備發車"
"TID_GOLDRUSH_30","瘋狂列車"
"TID_GOLDRUSH_31","礦車狂奔"
"TID_GOLDRUSH_32","苦痛快線"
"TID_GOLDRUSH_33","毒蛇商店"
"TID_GOLDRUSH_34","傳送履帶"
"TID_ROBO_WARS_10","長驅直入"
"TID_ROBO_WARS_11","拳擊擂台"
"TID_ROBO_WARS_12","機甲大道"
"TID_ROBO_WARS_13","廢棄品公園"
"TID_ROBO_WARS_14","危機區域"
"TID_BATTLE_ROYALE_29","淘金熱潮"
"TID_BATTLE_ROYALE_30","海灘亂鬥"
"TID_BATTLE_ROYALE_31","皇家伸展台"
"TID_BATTLE_ROYALE_32","彩虹群島"
"TID_BATTLE_ROYALE_33","正中紅心"
"TID_BALL_17","中心舞台"
"TID_BALL_18","遍野凌亂"
"TID_BALL_19","百發百中"
"TID_BALL_20","週日大戰"
"TID_BALL_21","曲線射門"
"TID_SUPPORT_CREATOR_BUTTON","支持創作者"
"TID_SUPPORT_CREATOR_LABEL","已支持：<NAME>"
"TID_SUPPORT_CREATOR_POPUP_TITLE","支持內容創作者"
"TID_SUPPORT_CREATOR_POPUP_TEXT","支持你最愛的創作者，你在遊戲中所花費的寶石將為創作者帶來支持。"
"TID_SUPPORT_CREATOR_POPUP_ENTER_CODE","請輸入創作者代碼："
"TID_SUPPORT_CREATOR_POPUP_INPUT_CODE","請在此輸入創作者代碼"
"TID_SUPPORT_CREATOR_POPUP_BUTTON","確認"
"TID_SUPPORT_CREATOR_POPUP_BUTTON_MORE","更多資訊"
"TID_SUPPORT_CREATOR_POPUP_INVALID_NAME","創作者代碼無效！請確認輸入是否正確！"
"TID_SUPPORT_SUCCESS_FLOATER","你現在支持的是 <NAME>！"
"TID_SUPPORT_LINK_FAIL_FLOATER","創作者的支持連結無效或過期！"
"TID_SUPPORT_CREATOR_SHOP_TITLE","支持內容創作者"
"TID_SUPPORT_CREATOR_BTN_SUPPORT","輸入代碼"
"TID_SUPPORT_CREATOR_BTN_CHANGE","更換"
"TID_SUPPORT_CREATOR_BTN_STOP","不再支持"
"TID_SUPPORT_CREATOR_INFO","輸入內容創作者代碼，即可在你花費寶石時支持該內容創作者！"
"TID_SUPPORT_CREATOR_SUPPORTING","正在支持："
"TID_SUPPORT_CREATOR_NOT_SUPPORTING","目前沒有支持任何內容創作者。"
"TID_STOP_SUPPORTING_CREATOR_TITLE","不再支持內容創作者"
"TID_STOP_SUPPORTING_CREATOR_DESC","要停止對<NAME>的支持嗎？"
"TID_STAT_DAMAGE_PER_PROXIMITY_MINE","每顆地雷傷害"
"TID_OFFER_POPUP_CONFIRMATION_POPUP","你確定要購買<offer_name>嗎？"
"TID_OFFER_POPUP_CONFIRMATION_POPUP_NO_NAME","確定要購買這個特惠包嗎？"
"TID_BRAWLTV_FAILED","載入亂鬥TV失敗，請稍後重試！"
"TID_LINE_ACCOUNT_BIND_INFO_TITLE","連結LINE"
"TID_LINE_ACCOUNT_BIND_INFO","將帳號與LINE連結後，你就可以在好友列表中看到LINE好友的《荒野亂鬥》帳號。他們也能看到你的《荒野亂鬥》帳號和上線狀態，並可以邀請你一起遊戲。現在連結？"
"TID_LINE_LOG_OUT_TITLE","中斷LINE連結"
"TID_LINE_LOG_OUT_DESC","你想要取消與LINE的連結嗎？"
"TID_LINE_CONNECT","連結LINE"
"TID_LINE_CONNECT_UP","連結LINE"
"TID_LINE_CONNECTED","已連結LINE"
"TID_LINE_CONNECTED_UP","已連結LINE"
"TID_SKIN_INFO_FX_TURRET","- 獨特英雄模組\n- 獨特炮台模組\n- 特殊特效"
"TID_SPEC_ABI_SPED_FULL_AMMO","全壘打"
"TID_SPEC_ABI_SPED_FULL_AMMO_DESC","全壘打能量條蓄滿時，嗶嗶的移動速度提升<c00cc00><VALUE1>%</c>。"
"TID_BASEBALL","嗶嗶"
"TID_BASEBALL_SHORT_DESC","擊球員"
"TID_BASEBALL_DESC","打者就位！嗶嗶的全壘打能量條蓄滿時，她的普通攻擊可以擊退敵人。她的超級技能是擊出一個泡泡糖彈力球，對敵人造成傷害。"
"TID_BASEBALL_WEAPON","三振出局"
"TID_BASEBALL_ULTI","泡泡曲球"
"TID_BASEBALL_WEAPON_DESC","嗶嗶揮舞球棒擊打敵人。當嗶嗶的3格彈藥槽全滿時，她的全壘打能量條將自動蓄能。能量條蓄滿後，她的下一次攻擊就可以擊退敵人！"
"TID_BASEBALL_ULTI_DESC","嗶嗶擊出一個泡泡糖做成的彈力球，不僅可以穿透敵人，甚至還能對同一個目標造成多次傷害！"
"TID_BARLEY_MS_SKIN","廚娘保力"
"TID_BARLEY_MS_SKIN_SHOP","廚娘保力"
"TID_BROCK_HOTROD_SKIN","火焰飛車手"
"TID_BROCK_HOTROD_SKIN_SHOP","火焰飛車手"
"TID_CARL_RR_SKIN","狂野路霸"
"TID_CARL_RR_SKIN_SHOP","狂野路霸"
"TID_BARLEY_MAPLE_SKIN","楓糖保力"
"TID_BARLEY_MAPLE_SKIN_SHOP","楓糖保力"
"TID_BANKHEIST_14B","維修站"
"TID_BANKHEIST_15","街角往事"
"TID_IAP_RETROPOLIS_PACK","亂鬥之城寶石特惠包"
"TID_IAP_RETROCOIN_PACK_1","金幣特惠包 (1/3)"
"TID_IAP_RETROCOIN_PACK_2","金幣特惠包 (2/3)"
"TID_IAP_RETROCOIN_PACK_3","金幣特惠包 (3/3)"
"TID_GOLDRUSH_21C","大崩盤"
"TID_SPEC_SPOT_FROM_AIR","見獵心喜"
"TID_SPEC_SUPER_RANGE","集中火力"
"TID_SPEC_SUPER_RANGE_DESC","雪莉超級技能的射程和彈丸飛行速度提升<c00cc00><VALUE1>%</c>，並且彈丸散佈範圍較為集中。"
"TID_SPEC_ABI_PET_ATTACK_SPEED","熊之狂暴"
"TID_SPEC_ABI_PET_ATTACK_SPEED_DESC","妮塔召喚的熊靈攻擊速度更快，攻擊間隔縮短<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD","鋼鐵硬漢"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC","當生命值低於<c00cc00><VALUE1>%</c>時，狂牛會獲得一個護盾，使他受到的所有傷害降低<c00cc00><VALUE2>%</c>。"
"TID_SPEC_ABI_ATTACK_RANGE","特製左輪"
"TID_SPEC_ABI_ATTACK_RANGE_DESC","柯爾特普通攻擊的射程和子彈飛行速度提升<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_TURRET_AOE","愛的禁區"
"TID_SPEC_ABI_TURRET_AOE_DESC","帕姆的治療台現在還可每秒對敵人造成<c00cc00><VALUE1></c>傷害。"
"TID_SPEC_ABI_SPEED_AFTER_ULTI","流星衝刺"
"TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC","使用超級技能後，艾爾普里莫的移動速度提升<c00cc00><VALUE1>%</c>，持續<c00cc00><VALUE2></c>秒。"
"TID_SPEC_ABI_HOT_INVISIBLE","隱療之術"
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","在隱身狀態下，里昂每秒恢復<c00cc00><VALUE1></c>生命值。"
"TID_SPEC_ULTI_BURN","佩式燒夷彈"
"TID_SPEC_ULTI_BURN_DESC","佩妮的迫擊艦炮發射的炮彈將能夠點燃地面，持續3秒。在燃燒區域中的敵人每秒將受到<c00cc00><VALUE1></c>傷害！"
"TID_SPEC_ABI_REPAIR_SELF","悉心保養"
"TID_SPEC_ABI_REPAIR_SELF_DESC","滴答在沒有受到傷害也沒有發動攻擊的情況下，他開始自動恢復生命值的時間提前<c00cc00><VALUE1></c>秒。"
"TID_HEAD_HEALTH","頭部生命值"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","投彈手"
"TID_CLUSTER_BOMB_DUDE_DESC","滴答外形像一顆金屬球，內部蘊含著難以控制的激情和能量——爆炸能量！他的普通攻擊能投擲地雷。發動超級技能後，他的頭部會與身體分離，自動搜尋敵人並炸翻他們！"
"TID_CLUSTER_BOMB_DUDE_WEAPON","一觸即發"
"TID_CLUSTER_BOMB_DUDE_ULTI","大難臨頭"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","滴答向空中丟出一枚集束地雷，其中的多枚感應地雷會散落在目標區域。感應地雷會在敵人接觸時爆炸，如果沒有敵人經過，它們會在幾秒後自爆。"
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","滴答進行頭部分離並將其投擲出去，頭部落地後會朝著最近的敵人衝過去，並在接觸敵人時引爆！"
"TID_CLUSTER_BOMB_DUDE","滴答"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","毒腐收割"
"TID_SPEC_DAMAGE_SUPER","驚世獨奏"
"TID_SPEC_DAMAGE_SUPER_DESC","波可的超級技能現在能對敵人造成<c00cc00><VALUE1></c>傷害。"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","破壞迴旋"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","卡爾的超級技能現在能夠摧毀掩體和障礙物。"
"TID_SPEC_ABI_SUPER_SLOW","泡泡糖牽制"
"TID_SPEC_ABI_SUPER_SLOW_DESC","被嗶嗶超級技能命中的敵人將會減速<c00cc00><VALUE1></c>秒！"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","荊棘拳套"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","超級技能生效期間，羅莎的普通攻擊傷害提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_STUN_TRAP","捕熊陷阱"
"TID_SPEC_ABI_STUN_TRAP_DESC","鷹獵人爆丟出的爆炸陷阱不再擊退敵人，而是會將敵人擊暈<c00cc00><VALUE1></c>秒！"
"TID_SPEC_ABI_TURRET_ELECTRICITY","脈衝炮台"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","潔西的炮台現在能夠發射能量球，能量球能在多個敵人間彈射。彈射距離為正常射程的<c00cc00><VALUE1>%</c>。"
"TID_SPEC_EXTRA_BULLET","四號火箭"
"TID_SPEC_EXTRA_BULLET_DESC","布洛克在他的火箭筒裡裝上第四發火箭，增加他的彈藥攜帶量（並且丟掉原本放在四號發射管裡的熱水瓶）。"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","刺激關頭"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","當史派克生命值低於<c00cc00><VALUE1>%</c>時，他將不斷發射尖刺，每發造成<c00cc00><VALUE2></c>傷害！"
"TID_SPEC_ABI_RELOAD_ON_HIT","命中有禮"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","小辣椒的普通攻擊命中目標時，她將立即恢復<c00cc00><VALUE1></c>格彈藥。"
"TID_SPEC_ABI_GAIN_HEALTH","強健體魄"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","法蘭克的生命值提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_DASH_SHIELD","鬼影無蹤"
"TID_SPEC_ABI_DASH_SHIELD_DESC","莫提斯使用鐵鏟突襲時，他在<c00cc00><VALUE1></c>秒內承受的所有傷害都將降低<c00cc00><VALUE2>%</c>。"
"TID_SPEC_ABI_SUPER_DAMAGE","爆破炸翻天"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","爆破麥克的超級技能傷害提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_SPEED_LOW_HEALTH","戰術撤退"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","彈射生命值低於<c00cc00><VALUE2>%</c>時，他的移動速度提升<c00cc00><VALUE1>%</c>！"
"TID_SPEC_ABI_SUPER_RELOAD","翻滾填裝"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","達里爾使用超級技能時，其裝彈速度會在<c00cc00><VALUE1></c>秒內加倍。"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","加量不加價"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","保力普通攻擊的每秒傷害提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_SUPER_HEALS","療傷聖手"
"TID_SPEC_ABI_SUPER_HEALS_DESC","吉恩的超級技能穿過隊友時會為他們恢復<c00cc00><VALUE1></c>生命值。"
"TID_SPEC_ABI_BLACK_HOLE_HEALER","療傷隱者"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","塔拉的超級技能現在可以召喚出一個幻影，對塔拉和她的隊友進行治療。"
"TID_SPEC_ABI_RECHARGE","自動自發"
"TID_SPEC_ABI_RECHARGE_DESC","滴答的裝彈時間縮短<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_CURVEBALL","曲線刺刺球"
"TID_SPEC_ABI_CURVEBALL_DESC","驚喜刺刺球發射的尖刺現在會曲線飛行，更容易擊中目標。"
"TID_SPEC_ABI_MEDIKIT","緊急救護"
"TID_SPEC_ABI_MEDIKIT_DESC","雪莉的生命值降至<c00cc00><VALUE1>%</c>以下時，將立即恢復<c00cc00><VALUE2></c>生命值。緊急救護的冷卻時間為<c00cc00><VALUE3></c>秒。"
"TID_SPEC_ABI_IMMUNE_TO_CC","沙之鎧甲"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","沙迪現在可以免疫擊退、減速和擊暈效果。"
"TID_SPEC_ABI_CURE_DEBUFFS","淨化節奏"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","波可的普通攻擊在命中隊友時會解除他們身上的減速、擊暈、中毒、燃燒效果。"
"TID_SPEC_ABI_SHIELD_HOMERUN","打者就位"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","嗶嗶的全壘打能量條蓄滿時，她受到的所有傷害降低<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_WHIRLWIND_SHIELD","安全駕駛"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","卡爾超級技能持續期間，他受到的所有傷害降低<c00cc00><VALUE2>%</c>。"
"TID_SELFHELP_UNAVAILABLE","幫助與支援功能暫時無法使用，請稍後再試。"
"TID_SPEC_ABI_LONGER_DASH","腹蛇突襲"
"TID_SPEC_ABI_LONGER_DASH_DESC","莫提斯獲得突擊能量條！能量條蓄滿後，鐵鏟突襲的距離提升<c00cc00><VALUE1>%</c>。當莫提斯的彈藥槽全滿時，突擊能量條將自動蓄能，並在<c00cc00><VALUE3></c>秒後蓄能完畢。"
"TID_BO_MECHA_SKIN","原型機甲爆"
"TID_BO_MECHA_SKIN_SHOP","原型機甲爆"
"TID_CROW_MECHA_SKIN","原型機甲鴉"
"TID_CROW_MECHA_SKIN_SHOP","原型機甲鴉"
"TID_MIKE_ROBO_SKIN","鋼鐵老麥"
"TID_MIKE_ROBO_SKIN_SHOP","鋼鐵老麥"
"TID_SPIKE_ROBO_SKIN","鋼鐵史派克"
"TID_SPIKE_ROBO_SKIN_SHOP","鋼鐵史派克"
"TID_BO_MECHA_GOLD_SKIN","黃金機甲爆"
"TID_BO_MECHA_GOLD_SKIN_SHOP","黃金機甲爆"
"TID_CROW_MECHA_GOLD_SKIN","黃金機甲鴉"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","黃金機甲鴉"
"TID_BO_MECHA_LIGHT_SKIN","光明機甲爆"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","光明機甲爆"
"TID_CROW_MECHA_NIGHT_SKIN","闇夜機甲鴉"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","闇夜機甲鴉"
"TID_BULL_LINEBACKER_SKIN","後衛狂牛"
"TID_BULL_LINEBACKER_SKIN_SHOP","後衛狂牛"
"TID_COLT_OUTLAW_SKIN","亡命之徒"
"TID_COLT_OUTLAW_SKIN_SHOP","亡命之徒"
"TID_CARL_HOG_RIDER_SKIN","野豬騎士"
"TID_CARL_HOG_RIDER_SKIN_SHOP","野豬騎士"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- 獨特英雄模型\n- 特殊特效\n- 特殊動畫\n- 特殊音效\n- 特殊語音"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","星徽造型"
"TID_WANTED_15","海灘追獵"
"TID_WANTED_16","烈日炎炎"
"TID_WANTED_17","炙熱沙灘"
"TID_BANKHEIST_16","海灘尋寶"
"TID_BANKHEIST_17","寶石禮品"
"TID_BANKHEIST_18","燙手山芋"
"TID_BANKHEIST_18B","8號廣場"
"TID_BALL_22","沙灘足球"
"TID_BALL_23","陽光球場"
"TID_BALL_24","赤足上陣"
"TID_BALL_25","夏日狂歡"
"TID_STARPOINTSGAINED","<TOTALDECAY>獎盃已被轉化為<STARPOINTSGAINED>星徽點數"
"TID_TROPHIES_LOST","扣除獎盃：<AMOUNT>"
"TID_TROPHIES_CONVERTED","被扣除的獎盃被轉化為：<AMOUNT>星徽點數"
"TID_IAP_SOM_PACK_1","夏日特惠"
"TID_IAP_SOM_PACK_2","夏日特惠"
"TID_IAP_SOM_PACK_3","夏日特惠"
"TID_IAP_SOM_PACK_4","夏日特惠"
"TID_IAP_AUGUST_PACK_1","夏日特惠"
"TID_IAP_AUGUST_PACK_2","送夏迎秋"
"TID_IAP_FLASH_PACK_1","小確幸特惠"
"TID_IAP_FLASH_PACK_2","重量級特惠"
"TID_IAP_MOON_19_PACK_1","中秋特惠"
"TID_IAP_MOON_19_PACK_2","中秋特惠"
"TID_SPEC_ABI_PLUGGED_IN","行動電源"
"TID_SPEC_ABI_PLUGGED_IN_DESC","當靠近能量增強器時，比特8號會插上電源並提升自己的移動速度。"
"TID_SPEC_ABI_GROW_FROM_DAMAGE","勇者無敵"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","艾爾普里莫為超級技能蓄能時還將為勇氣條蓄能。當勇氣條蓄滿後，他的最大生命值將提高<c00cc00><VALUE1></c>。如果艾爾普里莫被擊倒，他將失去已獲得的生命值加成。"
"TID_SPEC_ABI_ARMOR","防彈背心"
"TID_SPEC_ABI_ARMOR_DESC","防彈背心能夠吸收柯爾特最先受到的<c00cc00><VALUE1></c>傷害。柯爾特被擊倒後，他將獲得一件新的防彈背心。防彈背心的生命值將以黃色護甲條顯示。"
"TID_SPEC_ABI_WALKING_TURRET","忠實跟班"
"TID_SPEC_ABI_WALKING_TURRET_DESC","潔西的炮台現在會跟隨潔西移動。"
"TID_SPEC_SHIELD_ULTI","蓄能裝甲"
"TID_SPEC_SHIELD_ULTI_DESC","如果布洛克的超級技能蓄能完畢但尚未使用，他就會獲得一個護盾，使自己受到的傷害降低<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_PET","關門放鳥"
"TID_SPEC_ABI_PET_DESC","爆破麥克的小鳥搭檔加入戰鬥！"
"TID_SPEC_ABI_DAMAGE_ULTI","精靈神掌"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","在超級技能蓄能完畢的狀態下，吉恩的普通傷害提高<c00cc00><VALUE1></c>。"
"TID_ARCADE","比特8號"
"TID_ARCADE_DESC","比特8號步履蹣跚，像是用雙腿承載著沉重的電玩機台。他可以發射爆能光束，他的超級技能還能提高友軍英雄的攻擊傷害！"
"TID_ARCADE_SHORT_DESC","神射手"
"TID_ARCADE_WEAPON","爆能光線槍"
"TID_ARCADE_ULTI","能量增強器"
"TID_ARCADE_WEAPON_DESC","連續發射多道爆能光束，對命中的敵人造成傷害。爆能光線槍可小範圍散射出多發中等射程的光束。"
"TID_ARCADE_ULTI_DESC","放置一台能量增強器，提升作用範圍內所有友軍英雄的傷害輸出。"
"TID_STAT_DAMAGE_BOOST","傷害提升"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","每發光束傷害"
"TID_SPEC_ABI_LARGER_AREA_ULTI","功率全開"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","能量增強器的作用範圍擴大<c00cc00><VALUE1>%</c>。"
"TID_DAMAGE_BOOSTER_HEALTH","能量增強器生命值"
"TID_BEST_VALUE_DISCOUNT","優惠\n<VALUE>%"
"TID_BEST_VALUE_EXTRA","加量\n<VALUE>%"
"TID_BEST_VALUE_BONUS","附贈\n<VALUE>%"
"TID_PROMOCODE_PACK","優惠代碼特惠包"
"TID_DIAMONDS","寶石"
"TID_BATTLE_ROYALE_22A","荒蕪氣旋"
"TID_BATTLE_ROYALE_23A","無法之地"
"TID_BATTLE_ROYALE_24A","荒郊野嶺"
"TID_GOLDRUSH_24A","皇家同花順"
"TID_WANTED_17A","叢生綠洲"
"TID_BALL_14A","綠茵場上"
"TID_BALL_15A","長傳急攻"
"TID_SHOP_LABEL_BEST_VALUE","最超值"
"TID_SHOP_LABEL_MOST_POPULAR","最暢銷"
"TID_SHOP_LABEL_POPULAR","暢銷"
"TID_SHOP_LABEL_PERCENT_BONUS","附贈<VALUE>%"
"TID_SHOP_LABEL_PERCENT_EXTRA","<cFFDB4F>加量</c><VALUE>%"
"TID_BATTLE_ROYALE_25A","求生荒島"
"TID_BATTLE_ROYALE_26A","酷暑難耐"
"TID_BATTLE_ROYALE_27A","飛身踢擊"
"TID_BATTLE_ROYALE_28A","垂涎三尺"
"TID_PIPER_PINK_SKIN","紅粉佳人"
"TID_PIPER_PINK_SKIN_SHOP","紅粉佳人"
"TID_TARA_BLUE_SKIN","藍色鳶尾"
"TID_TARA_BLUE_SKIN_SHOP","藍色鳶尾"
"TID_8BIT_CLASSIC_SKIN","經典遊戲機"
"TID_8BIT_CLASSIC_SKIN_SHOP","經典遊戲機"
"TID_LEON_SHARK_SKIN","鯊魚俠"
"TID_LEON_SHARK_SKIN_SHOP","鯊魚俠"
"TID_BATTLE_ROYALE_29A","冒險聖地"
"TID_BATTLE_ROYALE_30A","險要路口"
"TID_BATTLE_ROYALE_31A","均勻分佈"
"TID_BALL_16A","重重障礙"
"TID_BALL_17A","粗製濫造"
"TID_BALL_18A","大力射門"
"TID_BALL_19A","凌空一腳"
"TID_BALL_20A","倒掛金鉤"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","沙迪"
"TID_GAME_MODE_14","首領群攻戰"
"TID_GAME_MODE_14_DESC","盡量對首領造成最多傷害。與其他玩家相比，你對首領造成的傷害越多，排名也就越高。\n\n收集能量方塊，提升你的生命值和攻擊傷害。對戰期間，能量方塊會隨機出現在地圖上！"
"TID_BOSS_RACE_INTRO_TEXT","盡量對首領造成最多傷害！"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","大亂鬥"
"TID_BOSS_RACE_1","一戰到底"
"TID_BOSS_RACE_IN_LEAD","你目前處於領先！"
"TID_BOSS_RACE_DOING_GOOD","幹得好，繼續保持！"
"TID_BOSS_RACE_DOING_OK","還可以，繼續努力！"
"TID_BOSS_RACE_DOING_BAD","努力對首領造成更多傷害！"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","連線SUPERCELL ID，<c<COLOR>>免費</c>領取<NAME>！"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","連線"
"TID_GAME_MODE_15","獵星大亂鬥"
"TID_GAME_MODE_15_DESC","擊敗敵方英雄，收集賞金之星。每擊敗一名敵方英雄，你頭頂的賞金之星都會增加1顆，最多7顆。\n\n對戰結束時，獲得最多賞金之星的玩家獲勝。"
"TID_SOLO_BOUNTY_IN_LEAD","你目前處於領先！"
"TID_SOLO_BOUNTY_DOING_GOOD","幹得好，繼續保持！"
"TID_SOLO_BOUNTY_DOING_OK","還可以，繼續努力！"
"TID_SOLO_BOUNTY_DOING_BAD","努力獲得更多賞金之星！"
"TID_SANDSTORM_SHORT_DESC","輔助"
"TID_SANDSTORM_DESC","沙迪飽受睡眠不足之苦，但對沙子的操控出神入化，他能丟出鋒利的砂礫攻擊敵人，還能召喚沙塵暴隱藏隊友的行蹤。"
"TID_SANDSTORM_WEAPON","飛沙走石"
"TID_SANDSTORM_WEAPON_DESC","沙迪向敵人丟出一把鋒利且具穿透性的砂礫，痛痛痛！"
"TID_SANDSTORM_ULTI","沙塵迷蹤"
"TID_SANDSTORM_ULTI_DESC","沙迪召喚一場持續<time>秒的沙塵暴，隱藏範圍內隊友的行蹤。"
"TID_STAT_SANDSTORM","沙塵迷蹤"
"TID_SPEC_ABI_SANDSTORM_DOT","滾滾黃沙"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","沙塵迷蹤現在每秒可以對範圍內的敵人造成<c00cc00><VALUE1></c>傷害。"
"TID_SPEC_ABI_SANDSTORM_HOT","復甦之風"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","沙塵迷蹤現在每秒可以為範圍內的隊友恢復<c00cc00><VALUE1></c>生命值。"
"TID_SHOP_SKIN_SALE","造型特惠"
"TID_IAP_B2S_19_PACK_1","換季特惠！"
"TID_IAP_B2S_19_PACK_2","換季特惠！"
"TID_IAP_B2S_19_PACK_3","換季特惠！"
"TID_GENE_PIRATE_SKIN","海盜奇兵"
"TID_GENE_PIRATE_SKIN_SHOP","海盜奇兵"
"TID_BARLEY_RED_WIZARD_SKIN","紅袍保力"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","紅袍保力"
"TID_SANDY_SLEEPY_SKIN","睡衣派對"
"TID_SANDY_SLEEPY_SKIN_SHOP","睡衣派對"
"TID_BOSS_RACE_2","頤指氣使"
"TID_BOSS_RACE_3","亦敵亦友"
"TID_BOSS_RACE_4","破碎之地"
"TID_BOSS_RACE_5","浮光掠影"
"TID_BOSS_RACE_6","迷宮亂象"
"TID_BOSS_RACE_7","愚蠢僵局"
"TID_SHOP_SKIN_NEW_RELEASE","全新推出！"
"TID_SEASON_END_OFFER","賽季結束特惠"
"TID_IAP_OCTOBER_OFFER","十月特惠"
"TID_IAP_MONDAY_OFFER","元氣滿滿"
"TID_IAP_VERY_SPECIAL_OFFER","優選特惠"
"TID_IAP_IKE_ROYALE","開拓荒野"
"TID_IAP_COIN_SHOWER","堆金如山"
"TID_MUMMY","艾謎"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\n付費寶石：<PAID>\n免費寶石：<FREE>\n寶石總數：<TOTAL>"
"TID_RANK","排名：<val> / 10"
"TID_SOLO_BOUNTY_NO_RANK","消滅敵方英雄以獲取賞金之星！"
"TID_BOSS_RACE_NO_RANK","努力對首領造成傷害！"
"TID_MUMMY_SHORT_DESC","鬥士"
"TID_MUMMY_DESC","艾謎噴出的香氛定型噴霧能對敵人造成持續傷害，她的超級技能可以減緩敵人的移動速度。"
"TID_MUMMY_WEAPON","定型毒霧"
"TID_MUMMY_WEAPON_DESC","艾謎將自己的定型噴霧噴向敵人，它效果強勁，甚至能融化你的臉！"
