"TID","DE"
"TID_TEAM_MEMBER_STATUS_NEW_4","IST IM MATCHMAKING"
"TID_TEAM_MEMBER_STATUS_NEW_5","ENDMENÜ"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","SCHAUT EINEM SPIEL ZU"
"TID_TEAM_MEMBER_STATUS_NEW_8","TRAINIERT"
"TID_TEAM_MEMBER_STATUS_NEW_9","SCHREIBT ..."
"TID_TEAM_MEMBER_STATUS_NEW_10","WÄHLT BRAWLER"
"TID_TEAM_MEMBER_STATUS_NEW_11","EREIGNIS-\nAUSWAHL"
"TID_TEAM_MEMBER_STATUS_NEW_12","SUCHT NACH MITGLIED"
"TID_TEAM_MEMBER_STATUS_NEW_13","IM QUESTMENÜ"
"TID_TEAM_MEMBER_STATUS_NEW_READY","BEREIT"
"TID_BUTTON_SPECTATE","ZUSCHAUEN"
"TID_NEW_EVENT_IN","Neues Ereignis in: <TIME>"
"TID_NEW_EVENT_NOW","NEUES EREIGNIS VERFÜGBAR!"
"TID_SHOP_TITLE","SHOP"
"TID_SELECT_EVENT_TITLE","EREIGNIS WÄHLEN"
"TID_HERO_LIST_LABEL_NEW","BRAWLER <c53C5F7>(<COUNT>/<TOTAL>)</c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","ONLINE"
"TID_ONLINE_TAB_2","TEAMCHAT"
"TID_ONLINE_TAB_3","CLUBCHAT"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Um den Clubchat zu nutzen, musst du Mitglied eines Clubs sein."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Um den Teamchat zu nutzen, musst du Mitglied eines Teams sein."
"TID_NO_BAND_GO_TO_BANDS","Zum Clubmenü"
"TID_SHARE_TEAM_CODE_NO_CODE","Bitte warte, bis der Code generiert wurde!"
"TID_TEAM_TEAMCODE_YOURS","Dein Teamcode"
"TID_BACK_BUTTON","TEAM VERLASSEN"
"TID_BARLEY_WIZARD_SKIN","MAGIER BARLEY"
"TID_EVENT_LOCKED_TROPHIES","Sammle mehr Trophäen, um dieses Ereignis freizuschalten."
"TID_EVENT_LOCKED_PRO_LEAGUE","Hol dir eine Starpower für einen deiner Brawler, um dieses Ereignis freizuschalten."
"TID_SHOTGUN_STAR_SKIN","STAR SHELLY"
"TID_PARTY_MODE_TITLE","TESTSPIEL"
"TID_BUTTON_PARTY_MODE","TESTSPIEL"
"TID_LEAVE_TEAM_TITLE","TEAM"
"TID_LEAVE_TEAM_TXT","VERLASSEN"
"TID_PARTY_MODE_DESC","Du bekommst durch Testspiele zwar keine Trophäen, kannst aber Standardereignisse üben oder deinen eigenen Wettbewerb austragen!\n\nIn Testspielen sind alle Brawler maximal upgegradet."
"TID_HEROES_TO_BE_UNLOCKED","NOCH NICHT FREIGESCHALTETE BRAWLER"
"TID_NITA_REINDEER_SKIN","LEUCHTNASE NITA"
"TID_PENNY_ELF_SKIN","HELFERLEIN PENNY"
"TID_DYNAMIKE_SANTA_SKIN","MIKENACHTSMANN"
"TID_DYNAMIKE_CHEF_SKIN","CHILIKOCH MIKE"
"TID_BROCK_BOOMBOX_SKIN","BROCKDANCER"
"TID_EVENT_SLOT_NAME_1","JUWELENJAGD"
"TID_EVENT_SLOT_NAME_2","SHOWDOWN"
"TID_EVENT_SLOT_NAME_3","TÄGLICHE EREIGNISSE"
"TID_EVENT_SLOT_NAME_4","TEAMEREIGNISSE"
"TID_EVENT_SLOT_NAME_6","TEAMEREIGNISSE 2"
"TID_EVENT_SLOT_NAME_7","SONDEREREIGNISSE"
"TID_EVENT_SLOT_NAME_8","SOLOEREIGNISSE"
"TID_EVENT_SLOT_NAME_9","POWERPLAY"
"TID_PENNY_ELF_SKIN_SHOP","HELFERLEIN\nPENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","MIKENACHTSMANN"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","CHILIKOCH MIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BROCK-\nDANCER"
"TID_NITA_REINDEER_SKIN_SHOP","LEUCHTNASE\nNITA"
"TID_EVENT_STARTS_IN","Ereignis beginnt in: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","ZYLINDERTRÄGER MORTIS"
"TID_CREATE_ROOM_CODE","TEAMCODE ERSTELLEN"
"TID_EVENT_LOCKED_TEAM","In diesem Ereignis wird das Spielen in Teams nicht unterstützt!"
"TID_EVENT_PREVIEW_TITLE","EREIGNISINFOS"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Überlebe in der Arena"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Stürze dich alleine oder mit einem Partner in die Showdown-Arena! Wer bis zum Ende überlebt, gewinnt.\n\nSammle Powerwürfel, um deine Trefferpunkte und deinen Angriffsschaden zu erhöhen. Die Giftwolken kommen immer näher, also bleib in Bewegung!"
"TID_INVITE_PENDING","EINGELADEN"
"TID_JOIN_REQUEST_PENDING","BEITRITT"
"TID_GOAL_MATCH_OVER","<name> hat ein Tor geschossen!\nDas Match ist vorbei!"
"TID_GOLDRUSH_XMAS_1","Schneefort"
"TID_GOLDRUSH_XMAS_2","Feindnachtszeit"
"TID_GOLDRUSH_XMAS_3","Schneebrawlschlacht"
"TID_GOLDRUSH_XMAS_4","Gefrorener Felsen"
"TID_GOLDRUSH_XMAS_5","Schneewall"
"TID_GOLDRUSH_XMAS_6","Schöne Brawlscherung"
"TID_GOLDRUSH_XMAS_7","Frostfeuerkampf"
"TID_GOLDRUSH_XMAS_8","Zugefrorener See"
"TID_GOLDRUSH_XMAS_9","Frostiges Funkeln"
"TID_GOLDRUSH_XMAS_10","Schatzsuche"
"TID_RAID_BOSS_DIFFICULTY_CAP","Deine Schwierigkeitsstufe wurde gesenkt, damit sie mit der deines Teams übereinstimmt. Wenn die Schwierigkeitsstufe reduziert ist, gewährt ein Abschließen dieser Stufe dir keinen Questfortschritt."
"TID_RAID_BOSS_DIFFICULTY","Schwierigkeitsgrad:"
"TID_BOSS_3","Roher Roboter"
"TID_BOSS_4","Teamausflug"
"TID_BOSS_5","Faust auf Tisch"
"TID_BOSS_6","Jagdgesellschaft"
"TID_COOP_3","Safeschützer"
"TID_COOP_4","Im Nirgendwo"
"TID_COOP_5","Bis hierher"
"TID_COOP_6","Roboterror"
"TID_RAID_2","Maschinenaufstand"
"TID_RAID_3","Heißes Eisen"
"TID_BUTTON_INVITE_PLAYER","EINLADEN"
"TID_BUTTON_JOIN_TEAM","BEITRITTS-\nANFRAGE"
"TID_BUTTON_TEAM_FULL","VOLL"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","MEILENSTEIN"
"TID_RARITY_HEADER_1","SELTEN"
"TID_RARITY_HEADER_2","SUPERSELTEN"
"TID_RARITY_HEADER_3","EPISCH"
"TID_RARITY_HEADER_4","MYTHISCH"
"TID_RARITY_HEADER_5","LEGENDÄR"
"TID_RARITY_HEADER_6","CHROMATISCH"
"TID_SETTINGS_KAKAO","KAKAO-FREUNDE"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","POWER <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","POWERLEVEL <NUMBER>"
"TID_IN_YOUR_TEAM","DEIN TEAM"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Beitrittsanfrage fehlgeschlagen. Dein Team ist schon voll."
"TID_EVENT_ENDS_IN","Ereignis endet in: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Das Ereignis lässt sich auf dem Trophäenpfad-Bildschirm freischalten."
"TID_EVENT_LOCKED_CAN_CLAIM","Glückwunsch! Du kannst das Ereignis jetzt auf dem Trophäenpfad-Bildschirm freischalten."
"TID_BATTLE_ROYALE_3D","Todestal"
"TID_BATTLE_ROYALE_7D","Steiniges Tal"
"TID_WANTED_4D","Giftpilz"
"TID_GOLDRUSH_3D","Pilzhöhle"
"TID_WEEKEND_OFFER","Wochenendangebot"
"TID_EXCLUSIVE_OFFER","Exklusives Angebot"
"TID_EPIC_OFFER","Episches Angebot"
"TID_MEGA_OFFER","Mega-Angebot"
"TID_FEATURED_OFFER","Ausgewähltes Angebot"
"TID_TAIPEI_OFFER","Taipeh-Game-Show-Angebot"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Boss DREHT KOMPLETT DURCH!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Boss wird <cffbb22bb>WÜTEND</c> in:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Boss <cffbb2222>SCHÄUMT VOR WUT</c> in:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Boss <cffbbbb22>KOCHT VOR WUT</c> in:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Boss <cffffffff>DREHT KOMPLETT DURCH</c> in:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Zum Freischalten Brawlboxen öffnen"
"TID_ROBO_WARS_1","Schwedische Belagerung"
"TID_ROBO_WARS_INTRO_TEXT","Zerstöre die feindliche Basis"
"TID_ROBO_WARS_SCRAP","Bolzen:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Dein Team</c> hat einen Belagerungsroboter konstruiert!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>Gegner</c> hat einen Belagerungsroboter konstruiert!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Dein Team</c> hat einen <c99bb22bb>WÜTENDEN Robo</c> konstruiert!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Gegner</c> hat einen <c99bb22bb>WÜTENDEN Robo</c> konstruiert!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Dein Team</c> hat einen <c99bb2222>VOR WUT SCHÄUMENDEN Robo konstruiert!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Gegner</c> hat einen <c99bb2222>VOR WUT SCHÄUMENDEN Robo konstruiert!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Dein Team</c> hat einen <c99bbbb22>VOR WUT KOCHENDEN Robo konstruiert!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>Gegner</c> hat einen <c99bbbb22>VOR WUT KOCHENDEN Robo konstruiert!</c>"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Sammle <c33a5d7><COUNT> Marken</c> in Kämpfen, um diese Brawlbox zu öffnen."
"TID_STAR_BOX_INFO","Sammle <cff8E1b><COUNT> Starmarken</c>, die dir der erste Sieg im Rahmen eines neu erschienenen Ereignisses beschert, um diese Große Box zu öffnen."
"TID_ALLIANCE_LOCATION","CLUBSTANDORT"
"TID_LOCATION_TITLE","STANDORT AUSWÄHLEN"
"TID_SETTINGS_LOCATION","STANDORT"
"TID_REGION_INT","International"
"TID_POPUP_CHANGE_LOCATION_TITLE","Standort ändern?"
"TID_POPUP_CHANGE_LOCATION","Möchtest du den Standort wirklich ändern? Der Standort kann nur einmal täglich geändert werden."
"TID_CHANGE_LOCATION_RESULT_0","Standort ist nun: <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","Änderung des Standorts nicht möglich. Versuche es erneut in <TIME>."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Feiere den Mondbrawl mit diesem festlichen Skin!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Mondbrawl-Skin"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Feiere den Mondbrawl mit diesem festlichen Skin!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Mondbrawl-Skin"
"TID_CACTUS_PINK_SKIN","SAKURA SPIKE"
"TID_CACTUS_PINK_SKIN_SHOP","SAKURA\nSPIKE"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","REICHER RICO"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","REICHER\nRICO"
"TID_SKIN_POPCORN_RICO","POPCORN RICO"
"TID_SKIN_POPCORN_RICO_SHOP","POPCORN\nRICO"
"TID_SKIN_FOOTBULL","QUARTERBACK BULL"
"TID_SKIN_FOOTBULL_SHOP","QUARTERBACK\nBULL"
"TID_SKIN_DUMPLING_DARRYL","DIMSUM DARRYL"
"TID_SKIN_DUMPLING_DARRYL_SHOP","DIMSUM\nDARRYL"
"TID_SKIN_LUNAR_BROCK","LÖWENTÄNZER BROCK"
"TID_SKIN_LUNAR_BROCK_SHOP","LÖWENTÄNZER\nBROCK"
"TID_SKIN_LUNAR_COLT","DYNASTIEAGENT COLT"
"TID_SKIN_LUNAR_COLT_SHOP","DYNASTIEAGENT\nCOLT"
"TID_SKIN_VALENTINE_POCO","SERENADENSÄNGER POCO"
"TID_SKIN_VALENTINE_POCO_SHOP","SERENADENSÄNGER\nPOCO"
"TID_BANKHEIST_9","In Sekundenschnelle"
"TID_BANKHEIST_10","Rollender Rubel"
"TID_BANKHEIST_11","Twist und Schuss"
"TID_BANKHEIST_12","Brückenschlagen"
"TID_BANKHEIST_13","Um die Ecke"
"TID_WANTED_10","Poolparty"
"TID_WANTED_11","Auf engem Raum"
"TID_WANTED_12","Glanznummer"
"TID_WANTED_13","Sahnetorte"
"TID_WANTED_14","Trockenzeit"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Nicht genug Starpunkte!"
"TID_NOT_ENOUGH_GOLD_TITLE","Nicht genug Münzen!"
"TID_NOT_ENOUGH_GOLD_TEXT","Fehlende <NUM> Münzen kaufen?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Fehlende Münze kaufen?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","ALLE EINLADUNGEN FÜR DIE NÄCHSTE STUNDE BLOCKIEREN"
"TID_TEAM_INVITATION_SETTING_MUTE","Alle Teameinladungen blockieren"
"TID_BUTTON_TEAM_DND","BITTE NICHT STÖREN"
"TID_SHOP_VALENTINE_OFFER","Valentinstagsangebot"
"TID_SHOP_BRAWLER_BUNDLE","Brawler-Bundle"
"TID_SHOP_SEASONAL_SKIN_OFFER","Saisonales Skinangebot"
"TID_SHOP_WELCOME_OFFER","Willkommensangebot"
"TID_SHOP_BRAWLER_PACK","Brawlerpaket"
"TID_SHOP_STAR_POWER_OFFER","Starpower-Angebot"
"TID_SHOP_UPGRADE_BUNDLE","Upgrade-Bundle"
"TID_SHOP_NEW_BRAWLER_OFFER","Angebot: Neuer Brawler"
"TID_SHOP_NEW_SKIN_RELEASE","Neuer Skin"
"TID_SHOP_NEW_SKIN_OFFER","Angebot: Neuer Skin"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Erreiche EP-Level <NUM>, um Testspiele freizuschalten."
"TID_HEROES_COMING_SOON","IN KÜRZE ERSCHEINENDE BRAWLER"
"TID_RARITY_NAME_0_UPPER","MEILENSTEIN"
"TID_RARITY_NAME_1_UPPER","SELTEN"
"TID_RARITY_NAME_2_UPPER","SUPERSELTEN"
"TID_RARITY_NAME_3_UPPER","EPISCH"
"TID_RARITY_NAME_4_UPPER","MYTHISCH"
"TID_RARITY_NAME_5_UPPER","LEGENDÄR"
"TID_RARITY_NAME_6_UPPER","CHROMATISCH"
"TID_STARTER_PACK_5","Level-50-Paket"
"TID_STARTER_PACK_6","Level-75-Paket"
"TID_STARTER_PACK_7","Level-100-Paket"
"TID_STARTER_PACK_8","Level-125-Paket"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","KÄMPFER"
"TID_WHIRLWIND_DESC","Carl wirft seine Spitzhacke wie einen Bumerang. Sein Superskill ist ein irrwitziges Schleudermanöver, mit dem er Gegner in seiner Nähe verprügelt."
"TID_WHIRLWIND_WEAPON","SPITZHACKE"
"TID_WHIRLWIND_ULTI","SCHLEUDERGEFAHR"
"TID_WHIRLWIND_WEAPON_DESC","Carl wirft seine Spitzhacke wie einen Bumerang. Fängt er die zurückkehrende Waffe, kann er sie umgehend erneut einsetzen."
"TID_WHIRLWIND_ULTI_DESC","Carl vollführt ein irrwitziges Schleudermanöver und verursacht einige Sekunden lang Schaden bei in der Nähe befindlichen Gegnern."
"TID_STAT_DAMAGE_EACH_WAY","Schaden pro Treffer"
"TID_STAT_DAMAGE_PER_SWING","Schaden pro Kollision"
"TID_HINT_43","Trifft Carls Spitzhacke auf ein Hindernis, prallt sie ab und kehrt zu ihm zurück. Dadurch steht sie Carl schneller wieder zur Verfügung."
"TID_SPEC_ABI_PROJECTILE_SPEED","POWERWURF"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","Carl wirft seine Spitzhacke mit <c00cc00><VALUE1> %</c> höherer Geschwindigkeit. Dadurch erhöht sich die Fluggeschwindigkeit der Wurfwaffe und sie kehrt schneller zu ihm zurück."
"TID_SPEC_ABI_SUPERSPEED","WILDER WIRBEL"
"TID_SPEC_ABI_SUPERSPEED_DESC","Ist Carls Superskill aktiv, erreicht sein wild schleudernder fahrbarer Untersatz eine höhere Geschwindigkeit!"
"TID_HERO_SORTING_TROPHIES","Wenigste Trophäen"
"TID_HERO_SORTING_TROPHIES_DESC","Meiste Trophäen"
"TID_HERO_SORTING_RARITY","Nach Seltenheit"
"TID_HERO_SORTING_RARITY_DESC","Nach Seltenheit (absteigend)"
"TID_HERO_SORTING_POWER_DESC","Powerlevel"
"TID_HERO_SORTING_RANKUP","Nähe zu Rangaufstieg"
"TID_MUTE_INVITES_LABEL","Bitte nicht stören"
"TID_GEM_BALANCE_TITLE","Juwelenbilanz"
"TID_JP_BUTTON","Juwelenbilanz"
"TID_GEM_BALANCE","Aktuelle Juwelenbilanz: <total>\n\nKostenlose Juwelen: <free>\n\nGekaufte Juwelen: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Eine mit diesem Spielkonto getätigte Transaktion wurde am <DATE> rückerstattet oder als betrügerisch erachtet. Wurde eine Rückerstattung beantragt, erfolgt diese auf dem gleichen Zahlungsweg wie die ursprüngliche Zahlung der Bestellung. Von deinem Konto wurden insgesamt <X> Juwelen abgezogen. Dies entspricht dem Wert der jeweiligen Transaktion(en). Dies kann eine negative Juwelenbilanz zur Folge haben. Durch zusätzliche Bestellungen sowie das Sammeln von Ressourcen im Spiel lässt sich jedoch erneut eine positive Bilanz wiederherstellen."
"TID_HERO_DISABLED_CURRENTLY","Dieser Brawler ist momentan nicht verfügbar."
"TID_SKIN_FARMER_POCO","FARMER POCO"
"TID_SKIN_FARMER_POCO_SHOP","FARMER\nPOCO"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","NACHTHEXER MORTIS"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","NACHTHEXER\nMORTIS"
"TID_FRIEND_ADDED","<FRIEND> ist jetzt dein Freund!"
"TID_IAP_REFRESHER_BUNDLE","Auffrischungsbundle"
"TID_IAP_REFRESHER_PACK","Auffrischungspaket"
"TID_IAP_WOMENS_DAY_1","Girlpower"
"TID_IAP_WOMENS_DAY_2","Frohen Weltfrauentag!"
"TID_IAP_LIMITED_TIME_DISCOUNT","Temporärer Rabatt"
"TID_IAP_GOLDENWEEK_PACK","Goldene-Woche-Paket"
"TID_IAP_GOLDENWEEK_PACK_DESC","Zur Feier der Goldenen Woche!"
"TID_LIMITED_AVAILABILITY","Nur für kurze Zeit erhältlich!"
"TID_ROBO_WARS_2","Mecha-Match"
"TID_ROBO_WARS_3","Fabriksturm"
"TID_ROBO_WARS_4","Montageangriff"
"TID_ROBO_WARS_5","Basisknacker"
"TID_ROBO_WARS_6","Botschrott"
"TID_ROBO_WARS_7","Schrauben und Muttern"
"TID_ROBO_WARS_8","Montage erforderlich"
"TID_ROBO_WARS_9","Fabrikbelagerung"
"TID_GOLDRUSH_12","Diamantstaub"
"TID_GOLDRUSH_13","Vier im Quadrat"
"TID_GOLDRUSH_14","Aussichtspunkt"
"TID_GOLDRUSH_15","Katzensprung"
"TID_GOLDRUSH_16","Countdown"
"TID_GOLDRUSH_17","Fluchtgeschwindigkeit"
"TID_GOLDRUSH_18","Tiefe Verknüpfung"
"TID_BATTLE_ROYALE_13","Geisterfeld"
"TID_BATTLE_ROYALE_14","Innenhof"
"TID_BATTLE_ROYALE_15","Sonnenuhr"
"TID_BATTLE_ROYALE_16","Superstar"
"TID_BATTLE_ROYALE_17","Dunkle Passage"
"TID_BATTLE_ROYALE_18","Uhrwerk"
"TID_BALL_8","Über Bande"
"TID_BALL_9","Spielzeugkiste"
"TID_BALL_10","Strafstoß"
"TID_BALL_11","Von der Bank"
"TID_BANKHEIST_14","Königlicher Tribut"
"TID_HERO_DISABLED_CURRENTLY_PRINT","Dieser Brawler ist momentan nicht verfügbar. Versuche es später erneut."
"TID_NEXT_ROBO_IN","Nächste Belagerung in:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED","<c998888ff>ANGRIFF</c> mit Level-<num>-<c998888ff>BELAGERUNGSBOT</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED","<c99dd3333>VERTEIDIGUNG</c> gegen Level-<num>-<c99dd3333>BELAGERUNGSBOT</c>!"
"TID_HERO_DISABLED_CURRENTLY_START_GAME","Dieser Brawler ist momentan nicht verfügbar. Versuche es mit einem anderen Brawler."
"TID_HERO_COMING_SOON","Brawler demnächst verfügbar!"
"TID_NO_ROBOS_SPAWNED","Unentschieden! Keine BELAGERUNG!"
"TID_LAST_ROBO_IN","Letzte Belagerung in:"
"TID_ROBO_LEVEL","BELAGERUNGSBOT-LVL: <num>"
"TID_BATTLE_ROYALE_19","Findlinge"
"TID_BATTLE_ROYALE_20","Sternschnuppe"
"TID_BATTLE_ROYALE_21","Auge des Sturms"
"TID_BATTLE_ROYALE_22","Überschwemmungsgebiet"
"TID_BATTLE_ROYALE_23","Wasserrutsche"
"TID_BATTLE_ROYALE_24","Doppelkreuz"
"TID_BATTLE_ROYALE_25","Ummauerter Garten"
"TID_BATTLE_ROYALE_26","Old Bailey"
"TID_BATTLE_ROYALE_27","Schwarzer Schnee"
"TID_BALL_12","Sonntagsschuss"
"TID_BALL_13","Kastenkicken"
"TID_BALL_14","Spielautomat"
"TID_BALL_15","Flipperträume"
"TID_BALL_16","Tonnengewölbe"
"TID_GOLDRUSH_19","Tellereisen"
"TID_GOLDRUSH_20","Schachmatt"
"TID_GOLDRUSH_21","Querschlag"
"TID_GOLDRUSH_22","Spitzer Winkel"
"TID_GOLDRUSH_23","Springcafé"
"TID_GOLDRUSH_24","Zellteilung"
"TID_GOLDRUSH_25","Doppelhaken"
"TID_GOLDRUSH_26","Yin und Yang"
"TID_ROBO_HEALTH","BELAGERUNGSBOT:"
"TID_TEAMING_WARNING","<c99dd3333>GREIFE GEGNER AN</c>, oder du wirst von <c99dd3333>SUPERMETEORITEN</c> getroffen!!!"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","Dir steht nur eine kostenlose Namensänderung zur Verfügung. Nutze sie mit Bedacht, denn künftige Namensänderungen kosten dich Juwelen."
"TID_PAID_NAME_CHANGE_INTRO_TEXT","Möchtest du Juwelen für eine Namensänderung nutzen?\nSolltest du einen anstößigen Namen wählen, behalten wir uns das Recht vor, diesen ohne Rückerstattung der Juwelen zu ändern."
"TID_NAME_CHANGE_INTRO_TITLE","NAMEN ÄNDERN"
"TID_NAME_CHANGE_ON_COOLDOWN","Du musst weitere <time> warten, bis du deinen Namen erneut ändern kannst."
"TID_NAME_CHANGE_FREE","GRATIS"
"TID_PLAYER_YOU","DU"
"TID_NEWS_TAB_NEWS","NEWS"
"TID_NEWS_TAB_VIDEOS","VIDEOS"
"TID_VS_TRAINING","Starr-Park-\nEingang"
"TID_TRAINING_DPS","Schaden pro Sekunde"
"TID_SHOP_SHORTCUT_1","ANGEBOTE"
"TID_SHOP_SHORTCUT_2","TÄGL. ANGEBOTE"
"TID_SHOP_SHORTCUT_NOT_USED","BOXEN"
"TID_SHOP_SHORTCUT_3","SKINS"
"TID_SHOP_SHORTCUT_4","STARSHOP"
"TID_SHOP_SHORTCUT_5","RESSOURCEN"
"TID_SHOP_NOTIFICATION_NEW","NEU!"
"TID_SHOP_NOTIFICATION_FREE","GRATIS!"
"TID_SKIN_INFO_INCLUDES","Skin umfasst:\n"
"TID_SKIN_INFO_NORMAL","- Neues Brawlermodell"
"TID_SKIN_INFO_NORMAL_PET","- Neues Brawlermodell\n- Neues Begleitermodell"
"TID_SKIN_INFO_NORMAL_TURRET","- Neues Brawlermodell\n- Neues Geschützturmmodell"
"TID_SKIN_INFO_FX","- Neues Brawlermodell\n- Neue Effekte"
"TID_SKIN_INFO_ANIM_PET","- Neues Brawlermodell\n- Neues Begleitermodell\n- Neue Animationen"
"TID_SKIN_INFO_ANIM_TURRET","- Neues Brawlermodell\n- Neues Geschützturmmodell\n- Neue Animationen"
"TID_SKIN_INFO_ANIM_FX","- Neues Brawlermodell\n- Neue Effekte\n- Neue Animationen"
"TID_SKIN_INFO_ANIM_FX_PET","- Neues Brawlermodell\n- Neues Begleitermodell\n- Neue Effekte\n- Neue Animationen"
"TID_SKIN_INFO_ANIM_FX_SOUND_PET","- Neues Brawlermodell\n- Neues Begleitermodell\n- Neue Effekte\n- Neue Animationen\n- Neue Soundeffekte"
"TID_SKIN_INFO_ANIM_FX_TURRET","- Neues Brawlermodell\n- Neues Geschützturmmodell\n- Neue Effekte\n- Neue Animationen"
"TID_SKIN_INFO_ANIM_FX_SOUND_TURRET","- Neues Brawlermodell\n- Neues Geschützturmmodell\n- Neue Effekte\n- Neue Animationen\n- Neue Sounds"
"TID_SKIN_INFO_ANIM","- Neues Brawlermodell\n- Neue Animationen"
"TID_SKIN_INFO_ANIM_SOUND_FX","- Neues Brawlermodell\n- Neue Effekte\n- Neue Animationen\n- Neue Soundeffekte"
"TID_SKIN_INFO_FX_SOUND","- Neues Brawlermodell\n- Neue Effekte\n- Neue Sounds"
"TID_SKIN_INFO_SOUND","- Neues Brawlermodell\n- Neue Sounds"
"TID_GOLDRUSH_27","Lorenpolonaise"
"TID_BUTTON_SETTINGS","EINSTELLUNGEN"
"TID_BUTTON_BATTLELOG","KAMPFLOG"
"TID_BUTTON_LEADERBOARD","BESTENLISTEN"
"TID_BUTTON_BRAWLTV","BRAWL TV"
"TID_BUTTON_NEWS","NEWS"
"TID_BRAWL_TV_LIVE","LIVE"
"TID_BUTTON_TEST_HERO","AUSPROB."
"TID_CONTENT_UPDATE","Inhalt wird heruntergeladen ..."
"TID_BATTLE_ROYALE_28","Flugfantasien"
"TID_SHAMAN_SHIBA_SKIN","SHIBA NITA"
"TID_PENNY_BUNNY_SKIN","HÄSCHEN PENNY"
"TID_SHAMAN_SHIBA_SKIN_SHOP","SHIBA NITA"
"TID_PENNY_BUNNY_SKIN_SHOP","HÄSCHEN PENNY"
"TID_PURCHASE_POPUP_CONFIRM_OFFER","ANGEBOT KAUFEN?"
"TID_PURCHASE_POPUP_CONFIRM_SKIN","SKIN KAUFEN?"
"TID_PURCHASE_POPUP_CONFIRM_HERO","BRAWLER KAUFEN?"
"TID_BUTTON_NAME_COLOR","NAMENS-\nFARBE"
"TID_SELECT_COLOR_TITLE","FARBE AUSWÄHLEN"
"TID_PROFILE_COLOR","FARBE"
"TID_POPUP_BRAWLTV_TITLE","BRAWL TV"
