"TID","TH"
"TID_HEROES_TO_BE_UNLOCKED","บรอว์เลอร์ที่จะต้องปลดล็อค"
"TID_NITA_REINDEER_SKIN","นิต้าจมูกแดง"
"TID_PENNY_ELF_SKIN","เพนนี ผู้ช่วยตัวจิ๋ว"
"TID_DYNAMIKE_SANTA_SKIN","ซานต้าไมค์"
"TID_DYNAMIKE_CHEF_SKIN","ไมค์เผ็ดจี๊ด"
"TID_BROCK_BOOMBOX_SKIN","บร็อคลำโพงสนั่น"
"TID_EVENT_SLOT_NAME_1","ศึกชิงอัญมณี"
"TID_EVENT_SLOT_NAME_2","ศึกประจันหน้า"
"TID_EVENT_SLOT_NAME_3","อีเวนท์รายวัน"
"TID_EVENT_SLOT_NAME_4","อีเวนท์ทีม"
"TID_EVENT_SLOT_NAME_6","อีเวนท์ทีม 2"
"TID_EVENT_SLOT_NAME_7","อีเวนท์พิเศษ"
"TID_EVENT_SLOT_NAME_8","อีเวนท์เดี่ยว"
"TID_EVENT_SLOT_NAME_9","ศึกพลังดวงดาว"
"TID_EVENT_SLOT_NAME_14","ลีกแห่งพลัง"
"TID_PENNY_ELF_SKIN_SHOP","เพนนี\nผู้ช่วยตัวจิ๋ว"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","ซานต้าไมค์"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","ไมค์เผ็ดจี๊ด"
"TID_BROCK_BOOMBOX_SKIN_SHOP","บร็อค\nลำโพงสนั่น"
"TID_NITA_REINDEER_SKIN_SHOP","นิต้า\nจมูกแดง"
"TID_EVENT_STARTS_IN","อีเวนท์เริ่มใน: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","มอร์ติสหมวกสูง"
"TID_CREATE_ROOM_CODE","สร้างรหัสทีม"
"TID_EVENT_LOCKED_TEAM","อีเวนท์นี้ไม่รองรับการเล่นเป็นทีม!"
"TID_EVENT_PREVIEW_TITLE","ข้อมูลอีเวนท์"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","ต้องรอดในอารีน่า"
"TID_GAME_MODE_6_SOLO_DUO_DESC","ไปคนเดียวหรือไปกับคู่หูเพื่อสู้ในอารีน่าศึกประจันหน้า! ใครก็ตามที่มีชีวิตอยู่จนถึงท้ายที่สุดจะเป็นผู้ชนะ\n\nเก็บลูกบาศก์พลังเพื่อเพิ่มพลังชีวิตและความเสียหายในการโจมตี โดยจะมีควันพิษกระชั้นเข้ามาเรื่อยๆ จงเคลื่อนที่ตลอดเวลา!"
"TID_INVITE_PENDING","กำลังเชิญ"
"TID_JOIN_REQUEST_PENDING","กำลังเข้าร่วม"
"TID_GOAL_MATCH_OVER","<name> ทำคะแนน!\nแมตช์จบแล้ว"
"TID_GOLDRUSH_XMAS_1","ป้อมหิมะ"
"TID_GOLDRUSH_XMAS_2","วันเทศกาลหนาวเย็น"
"TID_GOLDRUSH_XMAS_3","สงครามปาหิมะ"
"TID_GOLDRUSH_XMAS_4","หินบล็อคน้ำแข็ง"
"TID_GOLDRUSH_XMAS_5","หิมะล้อมโอบ"
"TID_GOLDRUSH_XMAS_6","ห่อของขวัญ"
"TID_GOLDRUSH_XMAS_7","จัดระเบียบ"
"TID_GOLDRUSH_XMAS_8","ทะเลสาบเยือกแข็ง"
"TID_GOLDRUSH_XMAS_9","ผลึกน้ำแข็ง"
"TID_GOLDRUSH_XMAS_10","ล่าขุมทรัพย์"
"TID_RAID_BOSS_DIFFICULTY_CAP","เลเวลความยากของคุณถูกลดลงมาเพื่อให้เท่ากับทีมของคุณ เมื่อความยากถูกลดลง การเล่นเลเวลนี้ผ่านจะไม่เพิ่มความคืบหน้าให้กับเควสต์ของคุณ"
"TID_RAID_BOSS_DIFFICULTY","ความท้าทาย:"
"TID_BOSS_3","ปรามาส"
"TID_BOSS_4","วันของทีม"
"TID_BOSS_5","พลิกเกม"
"TID_BOSS_6","งานเลี้ยงงานล่า"
"TID_COOP_3","ผู้ปกป้องตู้นิรภัย"
"TID_COOP_4","บ้านนอก"
"TID_COOP_5","ทางส่งผ่านหักพัง"
"TID_COOP_6","อยู่รอดปลอดภัย"
"TID_RAID_2","เขตจักรกล"
"TID_RAID_3","เศษโลหะ"
"TID_BUTTON_INVITE_PLAYER","เชิญ"
"TID_BUTTON_JOIN_TEAM","ขอเข้าร่วม"
"TID_BUTTON_TEAM_FULL","เต็ม"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","รางวัลจากถนนถ้วยรางวัล"
"TID_RARITY_HEADER_1","แรร์"
"TID_RARITY_HEADER_2","ซูเปอร์แรร์"
"TID_RARITY_HEADER_3","อีปิค"
"TID_RARITY_HEADER_4","มีธิค"
"TID_RARITY_HEADER_5","เลเจนดารี"
"TID_RARITY_HEADER_6","โครมาติก"
"TID_SETTINGS_KAKAO","เพื่อนใน Kakao"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","พลัง <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","เลเวลพลัง <NUMBER>"
"TID_IN_YOUR_TEAM","ทีมของคุณ"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","ไม่สามารถส่งคำขอเข้าร่วมได้ ทีมของคุณเต็มแล้ว"
"TID_EVENT_ENDS_IN","อีเวนท์จะจบลงใน: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","ปลดล็อคอีเวนท์จากหน้าจอถนนถ้วยรางวัล"
"TID_EVENT_LOCKED_CAN_CLAIM","ขอแสดงความยินดี! คุณสามารถปลดล็อคอีเวนท์จากหน้าจอถนนถ้วยรางวัลได้แล้ว"
"TID_BATTLE_ROYALE_3D","หุบเขามรณะ"
"TID_BATTLE_ROYALE_7D","หุบเขาหินผา"
"TID_WANTED_4D","เห็ดพิษ"
"TID_GOLDRUSH_3D","อุโมงค์เห็ด"
"TID_WEEKEND_OFFER","ข้อเสนอสุดสัปดาห์"
"TID_EXCLUSIVE_OFFER","ข้อเสนอเอ็กซ์คลูซีฟ"
"TID_EPIC_OFFER","ข้อเสนออีปิค"
"TID_MEGA_OFFER","ข้อเสนอเมกะ"
"TID_FEATURED_OFFER","ข้อเสนอที่แนะนำ"
"TID_TAIPEI_OFFER","ข้อเสนอ Taipei Game Show"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>บอสสำแดงความพิโรธแล้ว!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","บอสจะ<cffbb22bb>โกรธ</c>ใน:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","บอสจะ<cffbb2222>เกรี้ยวกราด</c>ใน:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","บอสจะ<cffbbbb22>บ้าคลั่งใน</c>ใน:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","บอสจะ<cffffffff>สำแดงความพิโรธ</c>ใน:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","เปิดกล่องบรอว์เพื่อปลดล็อค"
"TID_ROBO_WARS_1","เมืองโอบล้อม"
"TID_ROBO_WARS_INTRO_TEXT","ทำลายฐานศัตรู"
"TID_ROBO_WARS_SCRAP","สลัก:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>ทีมของคุณ</c>ประกอบร่างหุ่นยนต์ตีโอบ!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>ทีมศัตรู</c>ประกอบร่างหุ่นยนต์ตีโอบ!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>ทีมของคุณ</c>สร้าง<c99bb22bb>หุ่นยนต์โกรธเคือง!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>ทีมศัตรู</c>สร้าง<c99bb22bb>หุ่นยนต์โกรธเคือง!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>ทีมของคุณ</c>สร้าง<c99bb2222>หุ่นยนต์เกรี้ยวกราด!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>ทีมศัตรู</c>สร้าง<c99bb2222>หุ่นยนต์เกรี้ยวกราด!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>ทีมของคุณ</c>สร้าง<c99bbbb22>หุ่นยนต์บ้าคลั่ง!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>ทีมศัตรู</c>สร้าง<c99bbbb22>หุ่นยนต์บ้าคลั่ง!</c>"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","รวบรวม <c33a5d7><COUNT> โทเค็น</c> จากการต่อสู้เพื่อเปิดกล่องบรอว์"
"TID_STAR_BOX_INFO","รวบรวม <cff8E1b><COUNT> โทเค็นดวงดาว</c> จากชัยชนะครั้งแรกของอีเวนท์ต่างๆ เพื่อเปิดกล่องใหญ่"
"TID_ALLIANCE_LOCATION","ที่ตั้งคลับ"
"TID_LOCATION_TITLE","เลือกที่ตั้ง"
"TID_SETTINGS_LOCATION","ที่ตั้ง"
"TID_REGION_INT","นานาชาติ"
"TID_POPUP_CHANGE_LOCATION_TITLE","เปลี่ยนที่ตั้ง?"
"TID_POPUP_CHANGE_LOCATION","คุณแน่ใจหรือไม่ว่าต้องการเปลี่ยนประเทศ? คุณเปลี่ยนประเทศได้วันละครั้งเท่านั้น"
"TID_CHANGE_LOCATION_RESULT_0","ที่ตั้งเปลี่ยนเป็น <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","ยังไม่สามารถเปลี่ยนประเทศได้ตอนนี้ ลองใหม่อีกครั้งใน <TIME>"
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","ฉลองศึกตรุษจีนด้วยสกินช่วงเทศกาล!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","สกินศึกตรุษจีน"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","ฉลองศึกตรุษจีนด้วยสกินช่วงเทศกาล!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","สกินศึกตรุษจีน"
"TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2019","สกินศึกตรุษจีน 2019"
"TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2020","สกินศึกตรุษจีน 2020"
"TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2021","สกินศึกตรุษจีน 2021"
"TID_CACTUS_PINK_SKIN","สไปค์ซากุระ"
"TID_CACTUS_PINK_SKIN_SHOP","สไปค์\nซากุระ"
"TID_TRICKSHOT_DUDE","ริโค"
"TID_TRICKSHOT_GOLD_SKIN","เจ้าสัวริโค"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","เจ้าสัว\nริโค"
"TID_SKIN_POPCORN_RICO","ป๊อปคอร์นริโค"
"TID_SKIN_POPCORN_RICO_SHOP","ป๊อปคอร์น\nริโค"
"TID_SKIN_FOOTBULL","ทัชดาวน์บูล"
"TID_SKIN_FOOTBULL_SHOP","ทัชดาวน์\nบูล"
"TID_SKIN_DUMPLING_DARRYL","ดารีล เข่งติ่มซำ"
"TID_SKIN_DUMPLING_DARRYL_SHOP","ดารีล\nเข่งติ่มซำ"
"TID_SKIN_LUNAR_BROCK","บร็อค นักเชิดสิงโต"
"TID_SKIN_LUNAR_BROCK_SHOP","บร็อค\nนักเชิดสิงโต"
"TID_SKIN_LUNAR_COLT","โคลท์ ราชองครักษ์"
"TID_SKIN_LUNAR_COLT_SHOP","โคลท์\nราชองครักษ์"
"TID_SKIN_VALENTINE_POCO","โปโค่ นักร้องเพลงรัก"
"TID_SKIN_VALENTINE_POCO_SHOP","โปโค่\nนักร้องเพลงรัก"
"TID_BANKHEIST_9","เสี้ยววินาทีเดือด"
"TID_BANKHEIST_10","มะรุมมะตุ้มหมุนติ้ว"
"TID_BANKHEIST_11","เอี้ยวตัวยิงแหลก"
"TID_BANKHEIST_12","สะพานไกลโพ้น"
"TID_BANKHEIST_13","มุมอันตราย"
"TID_WANTED_10","ปาร์ตี้ริมสระ"
"TID_WANTED_11","คอกสยองขวัญ"
"TID_WANTED_12","เอ็กเซล"
"TID_WANTED_13","เลเยอร์เค้กแสนอร่อย"
"TID_WANTED_14","ฤดูกาลแล้ง"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","มีค่าดวงดาวไม่เพียงพอ!"
"TID_NOT_ENOUGH_GOLD_TITLE","เหรียญไม่เพียงพอ!"
"TID_NOT_ENOUGH_GOLD_TEXT","ซื้อ <NUM> เหรียญที่ขาดไปหรือไม่?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","ซื้อเหรียญที่ขาดไปหรือไม่?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","บล็อคคำเชิญทั้งหมดเป็นเวลา 1 ชั่วโมง"
"TID_TEAM_INVITATION_SETTING_MUTE","บล็อคคำเชิญทีมทั้งหมด"
"TID_BUTTON_TEAM_DND","ห้ามรบกวน"
"TID_SHOP_VALENTINE_OFFER","ข้อเสนอวันวาเลนไทน์"
"TID_SHOP_BRAWLER_BUNDLE","ห่อบรอว์เลอร์"
"TID_SHOP_SEASONAL_SKIN_OFFER","ข้อเสนอสกินประจำฤดูกาล"
"TID_SHOP_WELCOME_OFFER","ข้อเสนอต้อนรับ"
"TID_SHOP_BRAWLER_PACK","แพ็คบรอว์เลอร์"
"TID_SHOP_STAR_POWER_OFFER","ข้อเสนอพลังดวงดาว"
"TID_SHOP_UPGRADE_BUNDLE","ห่ออัปเกรด"
"TID_SHOP_NEW_BRAWLER_OFFER","ข้อเสนอบรอว์เลอร์ใหม่"
"TID_SHOP_NEW_SKIN_RELEASE","เปิดตัวสกินใหม่"
"TID_SHOP_NEW_SKIN_OFFER","ข้อเสนอสกินใหม่"
"TID_FRIENDLY_GAME_ROOM_LOCKED","เลื่อนเลเวลประสบการณ์เป็นเลเวล <NUM> เพื่อปลดล็อคการต่อสู้ฉันมิตร"
"TID_HEROES_COMING_SOON","พบกับบรอว์เลอร์ใหม่เร็วๆ นี้"
"TID_RARITY_NAME_0_UPPER","รางวัลจากถนนถ้วยรางวัล"
"TID_RARITY_NAME_1_UPPER","แรร์"
"TID_RARITY_NAME_2_UPPER","ซูเปอร์แรร์"
"TID_RARITY_NAME_3_UPPER","อีปิค"
"TID_RARITY_NAME_4_UPPER","มีธิค"
"TID_RARITY_NAME_5_UPPER","เลเจนดารี"
"TID_RARITY_NAME_6_UPPER","โครมาติก"
"TID_STARTER_PACK_5","แพ็คเลเวล 50"
"TID_STARTER_PACK_6","แพ็คเลเวล 75"
"TID_STARTER_PACK_7","แพ็คเลเวล 100"
"TID_STARTER_PACK_8","แพ็คเลเวล 125"
"TID_WHIRLWIND","คาร์ล"
"TID_WHIRLWIND_SHORT_DESC","นักสู้"
"TID_WHIRLWIND_DESC","คาร์ลขว้างอีเต้อราวกับเป็น/nบูมเมอแรง ท่าไม้ตายของเขาคือรถรางเหมืองหมุนติ้วที่สร้างความเสียหายให้กับทุกคนที่อยู่รอบตัว"
"TID_WHIRLWIND_WEAPON","อีเต้อ"
"TID_WHIRLWIND_ULTI","พายุหมุนลมกรด"
"TID_WHIRLWIND_WEAPON_DESC","คาร์ลขว้างอีเต้อราวกับเป็นบูมเมอแรง หลังจากเขารับอีเต้อที่ย้อนกลับมาแล้ว คาร์ลจะสามารถขว้างอีเต้อได้อีกครั้ง"
"TID_WHIRLWIND_ULTI_DESC","คาร์ลหมุนติ้วสองถึงสามวินาทีไปรอบๆ และสร้างความเสียหายให้กับคู่ต่อสู้ที่อยู่ใกล้ตัว"
"TID_STAT_DAMAGE_EACH_WAY","ความเสียหายต่อการขว้าง"
"TID_STAT_DAMAGE_PER_SWING","ความเสียหายต่อการหมุน"
"TID_HINT_43","เมื่อคาร์ลขว้างอีเต้อชนเครื่องกีดขวาง อีเต้อจะกระดอนกลับมาหาคาร์ลซึ่งทำให้เขาสามารถขว้างอีเต้อออกไปได้เร็วยิ่งขึ้นกว่าเดิม"
"TID_SPEC_ABI_PROJECTILE_SPEED","ขว้างสุดแรง"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","คาร์ลขว้างอีเต้อด้วยความเร็วที่เพิ่มขึ้น <c00cc00><VALUE1>%</c> ซึ่งทำให้อีเต้อของเขาไปและกลับได้เร็วยิ่งกว่าเดิม"
"TID_SPEC_ABI_SUPERSPEED","หมุนติ้ว"
"TID_SPEC_ABI_SUPERSPEED_DESC","รถรางเหมืองของคาร์ลจะหมุนติ้วเร็วยิ่งขึ้นกว่าเดิมเมื่อเขาใช้ท่าไม้ตาย!"
"TID_HERO_SORTING_TROPHIES","ถ้วยรางวัลน้อยที่สุด"
"TID_HERO_SORTING_TROPHIES_DESC","ถ้วยรางวัลมากที่สุด"
"TID_HERO_SORTING_RARITY","ตามความหาง่ายไปยาก"
"TID_HERO_SORTING_RARITY_DESC","ตามความหายากไปง่าย"
"TID_HERO_SORTING_POWER_DESC","เลเวลพลัง"
"TID_HERO_SORTING_RANKUP","ใกล้อันดับถัดไปมากที่สุด"
"TID_MUTE_INVITES_LABEL","ห้ามรบกวน:"
"TID_GEM_BALANCE_TITLE","ยอดอัญมณีคงเหลือ"
"TID_JP_BUTTON","ยอดอัญมณีคงเหลือ"
"TID_GEM_BALANCE","ยอดอัญมณีคงเหลือในปัจจุบัน: <total>\n\nอัญมณีฟรี: <free>\n\nอัญมณีที่ซื้อ: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","ธุรกรรมที่ทำบนบัญชีนี้ได้รับการคืนเงินแล้วในวันที่ <DATE> หรือธุรกรรมดังกล่าวถูกระบุว่าเป็นการฉ้อโกง หากมีการร้องขอเงินคืน การคืนเงินดังกล่าวจะดำเนินการผ่านการชำระเงินวิธีเดียวกับตอนที่สั่งซื้อ อัญมณีทั้งหมด <X> เม็ดจะถูกหักออกตามมูลค่าของการขอคืนเงิน ด้วยเหตุนี้ยอดอัญมณีคงเหลือของคุณอาจติดลบได้ ยอดคงเหลือสามารถกลับมาเป็นบวกได้อีกครั้งด้วยการสั่งซื้ออัญมณีเพิ่มหรือเก็บสะสมอัญมณีในเกม"
"TID_HERO_DISABLED_CURRENTLY","บรอว์เลอร์ตัวนี้ไม่สามารถใช้งานได้ชั่วคราว"
"TID_SKIN_FARMER_POCO","ชาวไร่โปโค่"
"TID_SKIN_FARMER_POCO_SHOP","ชาวไร่\nโปโค่"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","มอร์ติส พ่อมดราตรี"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","มอร์ติส\nพ่อมดราตรี"
"TID_FRIEND_ADDED","ตอนนี้ <FRIEND> ได้เป็นเพื่อนกับคุณแล้ว!"
"TID_IAP_REFRESHER_BUNDLE","ห่อใหม่แกะกล่อง"
"TID_IAP_REFRESHER_PACK","แพ็คใหม่แกะกล่อง"
"TID_IAP_WOMENS_DAY_1","เพื่อนหญิงพลังหญิง"
"TID_IAP_WOMENS_DAY_2","สุขสันต์วันสตรีสากล"
"TID_IAP_LIMITED_TIME_DISCOUNT","ส่วนลดแบบจำกัดเวลา"
"TID_IAP_GOLDENWEEK_PACK","แพ็คโกลเด้นวีค"
"TID_IAP_GOLDENWEEK_PACK_DESC","ฉลองโกลเด้นวีค"
"TID_LIMITED_AVAILABILITY","รีบเป็นเจ้าของก่อนหมดเวลา"
"TID_ROBO_WARS_2","ศึกมหาหุ่นยนต์"
"TID_ROBO_WARS_3","โรงงานด่วนจี๋"
"TID_ROBO_WARS_4","รวมพลสู้"
"TID_ROBO_WARS_5","หน่วยทลายฐาน"
"TID_ROBO_WARS_6","หุ่นยนต์โจมตี"
"TID_ROBO_WARS_7","น็อตและสลัก"
"TID_ROBO_WARS_8","ถึงเวลารวมพล"
"TID_ROBO_WARS_9","ล้อมปิดโรงงาน"
"TID_GOLDRUSH_12","ผงเพชรกระจาย"
"TID_GOLDRUSH_13","ล้อมสี่ทิศ"
"TID_GOLDRUSH_14","จุดได้เปรียบ"
"TID_GOLDRUSH_15","กระโดดดึ๋งดั๋ง"
"TID_GOLDRUSH_16","นับถอยหลัง"
"TID_GOLDRUSH_17","หนีตายชุลมุน"
"TID_GOLDRUSH_18","ลึกสุดใจ"
"TID_BATTLE_ROYALE_13","ศึกร้อนระอุ"
"TID_BATTLE_ROYALE_14","ลานทำศึก"
"TID_BATTLE_ROYALE_15","นาฬิกาแดด"
"TID_BATTLE_ROYALE_16","ดาราพาตะลุย"
"TID_BATTLE_ROYALE_17","ทางเดินสยอง"
"TID_BATTLE_ROYALE_18","นาฬิกาติ๊กต่อก"
"TID_BALL_8","บอลกระเด้ง"
"TID_BALL_9","กล่องหรรษา"
"TID_BALL_10","เตะจุดโทษ"
"TID_BALL_11","ตัวสำรอง"
"TID_BANKHEIST_14","เครื่องบรรณาการ"
"TID_HERO_DISABLED_CURRENTLY_PRINT","บรอว์เลอร์ตัวนี้ไม่สามารถใช้งานได้ชั่วคราว/nลองใหม่อีกครั้งในภายหลัง!"
"TID_NEXT_ROBO_IN","ยุทธการตีโอบครั้งต่อไปใน:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED","<c998888ff>โจมตี</c>ด้วย<c998888ff>หุ่นยนต์ตีโอบ</c>เลเวล <num>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED","<c99dd3333>ป้องกัน</c>ด้วย<c99dd3333>หุ่นยนต์ตีโอบ</c>เลเวล <num>!"
"TID_HERO_DISABLED_CURRENTLY_START_GAME","บรอว์เลอร์ตัวนี้ไม่สามารถใช้งานได้ชั่วคราว ลองใช้บรอว์เลอร์ตัวอื่นแทน!"
"TID_HERO_COMING_SOON","บรอว์เลอร์มาใหม่เร็วๆ นี้!"
"TID_NO_ROBOS_SPAWNED","เสมอ! ไม่มีหุ่นยนต์ตีโอบ!"
"TID_LAST_ROBO_IN","ยุทธการตีโอบครั้งสุดท้ายใน:"
"TID_ROBO_LEVEL","หุ่นยนต์ตีโอบเลเวล: <num>"
"TID_BATTLE_ROYALE_19","เมืองงุนงง"
"TID_BATTLE_ROYALE_20","ฝนดาวตก"
"TID_BATTLE_ROYALE_21","จ้าวพายุ"
"TID_BATTLE_ROYALE_22","ทุ่งน้ำนอง"
"TID_BATTLE_ROYALE_23","สายน้ำเชี่ยวกราก"
"TID_BATTLE_ROYALE_24","หักเหลี่ยมโหด"
"TID_BATTLE_ROYALE_25","สวนกลางเมือง"
"TID_BATTLE_ROYALE_26","ปราสาทคร่ำครึ"
"TID_BATTLE_ROYALE_27","หิมะสีถ่าน"
"TID_BALL_12","เต้นโยกย้าย"
"TID_BALL_13","ศึกดวลเดือด"
"TID_BALL_14","ตู้สล็อตวัดดวง"
"TID_BALL_15","พินบอลหรรษา"
"TID_BALL_16","อุโมงค์คดโค้ง"
"TID_GOLDRUSH_19","กับดักสปริง"
"TID_GOLDRUSH_20","รุกฆาต"
"TID_GOLDRUSH_21","ตัดเหลี่ยมพิฆาต"
"TID_GOLDRUSH_22","มุมแหลมอันตราย"
"TID_GOLDRUSH_23","ร้านอาหารกระดอนเด้ง"
"TID_GOLDRUSH_24","แยกแบ่งร่าง"
"TID_GOLDRUSH_25","เสียงคูณสอง"
"TID_GOLDRUSH_26","หยินหยาง"
"TID_ROBO_HEALTH","หุ่นยนต์ตีโอบ:"
"TID_TEAMING_WARNING","<c99dd3333>โจมตีศัตรู</c>ไม่อย่างนั้นคุณจะถูกถล่มด้วย<c99dd3333>ฝนดาวตกยักษ์</c>!!!"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","คุณสามารถเปลี่ยนชื่อฟรีได้หนึ่งครั้งเท่านั้น เลือกชื่อให้ดี เพราะการเปลี่ยนชื่อในอนาคตต้องใช้อัญมณี"
"TID_PAID_NAME_CHANGE_INTRO_TEXT","ใช้อัญมณีเพื่อเปลี่ยนชื่อใหม่?\nหากคุณเลือกใช้ชื่อที่ไม่เหมาะสม เรามีสิทธิ์เปลี่ยนชื่อของคุณโดยไม่คืนอัญมณีให้"
"TID_NAME_CHANGE_INTRO_TITLE","เปลี่ยนชื่อ"
"TID_NAME_CHANGE_ON_COOLDOWN","คุณต้องรออีก <time> เพื่อเปลี่ยนชื่ออีกครั้ง"
"TID_NAME_CHANGE_FREE","ฟรี"
"TID_PLAYER_YOU","คุณ"
"TID_NEWS_TAB_NEWS","ข่าวสาร"
"TID_NEWS_TAB_VIDEOS","วิดีโอ"
"TID_NEWS_TAB_ESPORTS","อีสปอร์ต"
"TID_NEWS_TAB_COMMUNITY","ชุมชน"
"TID_NEWS_TAB_VIDEOS_LIVESTREAM_CHINA","视频/直播"
"TID_NEWS_NOTIFICATION_LIVE","สด"
"TID_EPORTS_INFO_NEW_TOURNAMENT","ทัวร์นาเมนต์ใหม่ปลดล็อคแล้ว!"
"TID_VS_TRAINING","ทางเข้า\nStarr Park"
"TID_TRAINING_DPS","ความเสียหายต่อวินาที:"
"TID_SHOP_SHORTCUT_1","ข้อเสนอ"
"TID_SHOP_SHORTCUT_2","ดีลประจำวัน"
"TID_SHOP_SHORTCUT_NOT_USED","กล่อง"
"TID_SHOP_SHORTCUT_3","สกิน"
"TID_SHOP_SHORTCUT_4","ร้านค้าดวงดาว"
"TID_SHOP_SHORTCUT_5","ทรัพยากร"
"TID_SHOP_NOTIFICATION_NEW","ใหม่!"
"TID_SHOP_NOTIFICATION_FREE","ฟรี!"
"TID_SKIN_INFO_INCLUDES","สกินมีทั้ง:\n"
"TID_SKIN_INFO_NORMAL","- โมเดลบรอว์เลอร์ปรับแต่งได้"
"TID_SKIN_INFO_NORMAL_PET","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- โมเดลสัตว์เลี้ยงปรับแต่งได้"
"TID_SKIN_INFO_NORMAL_TURRET","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- โมเดลป้อมปืนปรับแต่งได้"
"TID_SKIN_INFO_FX","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- เอฟเฟ็กต์ปรับแต่งได้"
"TID_SKIN_INFO_ANIM_PET","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- โมเดลสัตว์เลี้ยงปรับแต่งได้\n- การเคลื่อนไหวปรับแต่งได้"
"TID_SKIN_INFO_ANIM_TURRET","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- โมเดลป้อมปืนปรับแต่งได้\n- การเคลื่อนไหวปรับแต่งได้"
"TID_SKIN_INFO_ANIM_FX","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- เอฟเฟ็กต์ปรับแต่งได้\n- การเคลื่อนไหวปรับแต่งได้"
"TID_SKIN_INFO_ANIM_FX_PET","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- โมเดลสัตว์เลี้ยงปรับแต่งได้\n- เอฟเฟ็กต์ปรับแต่งได้\n- การเคลื่อนไหวปรับแต่งได้"
"TID_SKIN_INFO_ANIM_FX_SOUND_PET","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- โมเดลสัตว์เลี้ยงปรับแต่งได้\n- เอฟเฟ็กต์ปรับแต่งได้\n- การเคลื่อนไหวปรับแต่งได้\n- เสียงปรับแต่งได้"
"TID_SKIN_INFO_ANIM_FX_TURRET","- โมเดลบรอว์เลอร์ปรับแต่งได้\n- โมเดลป้อมปืนปรับแต่งได้\n- เอฟเฟ็กต์ปรับแต่งได้\n- การเคลื่อนไหวปรับแต่งได้"
