Name,Disabled,FileName,ExportName,Character,Skin,IsPicto,BattleCategory,Rarity,EmoteType,SoundEffect,SfxIndex,LockedForChronos,EmoteBundles,IsDefaultBattleEmote
emoji_ruffs_phew,,sc/ui.sc,emoji_ruffs_phew,Ruffs,,,SPECIAL,EPIC,PHEW,Ruff_Hurt_VO,7,,,
emoji_ruffs_sad,,sc/ui.sc,emoji_ruffs_sad,Ruffs,,,SAD,COMMON,SAD,Ruff_Die_VO,7,,,
emoji_ruffs_special,,sc/ui.sc,emoji_ruffs_special,Ruffs,,,SPECIAL,EPIC,SPECIAL,Ruff_Ulti_VO,2,,,
emoji_ruffs_thanks,,sc/ui.sc,emoji_ruffs_thanks,Ruffs,,,SPECIAL,EPIC,THANKS,Ruff_Lead_VO,3,,,
emoji_ruffs_ronin,,sc/ui.sc,emoji_ruffs_ronin,Ruffs,RuffsRonin,TRUE,SPECIAL,COLLECTORS,DEFAULT,Ruff_Start_VO,3,,,
emoji_ruffs_ronin_angry,,sc/ui.sc,emoji_ruffs_ronin_angry,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,ANGRY,Ruff_Hurt_VO,5,,,
emoji_ruffs_ronin_gg,,sc/ui.sc,emoji_ruffs_ronin_gg,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,GG,Ruff_Lead_VO,2,,,
emoji_ruffs_ronin_happy,,sc/ui.sc,emoji_ruffs_ronin_happy,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,HAPPY,Ruff_Kill_VO,5,,,
emoji_ruffs_ronin_phew,,sc/ui.sc,emoji_ruffs_ronin_phew,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,PHEW,Ruff_Hurt_VO,8,,,
emoji_ruffs_ronin_sad,,sc/ui.sc,emoji_ruffs_ronin_sad,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,SAD,Ruff_Die_VO,7,,,
emoji_ruffs_ronin_special,,sc/ui.sc,emoji_ruffs_ronin_special,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,SPECIAL,Ruff_Ulti_VO,2,,,
emoji_ruffs_ronin_thanks,,sc/ui.sc,emoji_ruffs_ronin_thanks,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,THANKS,Ruff_Lead_VO,3,,,
emoji_lny,,sc/ui.sc,emoji_lny,,,,HAPPY,COLLECTORS,SPECIAL,,,,LunarBrawl21,
emoji_lny_angry,,sc/ui.sc,emoji_lny_angry,,,,ANGRY,COLLECTORS,SPECIAL,,,,LunarBrawl21,
emoji_lny_gg,,sc/ui.sc,emoji_lny_gg,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_lny_happy,,sc/ui.sc,emoji_lny_happy,,,,HAPPY,COLLECTORS,SPECIAL,,,,LunarBrawl21,
emoji_lny_special,,sc/ui.sc,emoji_lny_special,,,,SPECIAL,COLLECTORS,SPECIAL,,,,LunarBrawl21,
emoji_lny_thanks,,sc/ui.sc,emoji_lny_thanks,,,,SPECIAL,COLLECTORS,SPECIAL,,,,LunarBrawl21,
emoji_stu,,sc/ui.sc,emoji_stu,Roller,,TRUE,DEFAULT,DEFAULT,DEFAULT,Stu_Start_VO,0,,,
emoji_stu_angry,,sc/ui.sc,emoji_stu_angry,Roller,,,ANGRY,COMMON,ANGRY,Stu_Hurt_VO,3,,,
emoji_stu_gg,,sc/ui.sc,emoji_stu_gg,Roller,,,SPECIAL,RARE,GG,Stu_Kill_VO,3,,,
emoji_stu_happy,,sc/ui.sc,emoji_stu_happy,Roller,,,HAPPY,COMMON,HAPPY,Stu_Kill_VO,0,,,
emoji_stu_phew,,sc/ui.sc,emoji_stu_phew,Roller,,,SPECIAL,EPIC,PHEW,Stu_Hurt_VO,1,,,
emoji_stu_sad,,sc/ui.sc,emoji_stu_sad,Roller,,,SAD,COMMON,SAD,Stu_Hurt_VO,2,,,
emoji_stu_special,,sc/ui.sc,emoji_stu_special,Roller,,,SPECIAL,EPIC,SPECIAL,Stu_Lead_VO,4,,,
emoji_stu_thanks,,sc/ui.sc,emoji_stu_thanks,Roller,,,SPECIAL,EPIC,THANKS,Stu_Ulti_VO,1,,,
emoji_belle,,sc/ui.sc,emoji_belle,ElectroSniper,,TRUE,DEFAULT,DEFAULT,DEFAULT,Belle_Start_VO,2,,,
emoji_belle_angry,,sc/ui.sc,emoji_belle_angry,ElectroSniper,,,ANGRY,COMMON,ANGRY,Belle_Die_VO,2,,,
emoji_belle_gg,,sc/ui.sc,emoji_belle_gg,ElectroSniper,,,SPECIAL,RARE,GG,Belle_Lead_VO,4,,,
emoji_belle_happy,,sc/ui.sc,emoji_belle_happy,ElectroSniper,,,HAPPY,COMMON,HAPPY,Belle_Lead_VO,8,,,
emoji_belle_phew,,sc/ui.sc,emoji_belle_phew,ElectroSniper,,,SPECIAL,EPIC,PHEW,Belle_Hurt_VO,5,,,
emoji_belle_sad,,sc/ui.sc,emoji_belle_sad,ElectroSniper,,,SAD,COMMON,SAD,Belle_Hurt_VO,4,,,
emoji_belle_special,,sc/ui.sc,emoji_belle_special,ElectroSniper,,,SPECIAL,EPIC,SPECIAL,Belle_Lead_VO,1,,,
emoji_belle_thanks,,sc/ui.sc,emoji_belle_thanks,ElectroSniper,,,SPECIAL,EPIC,THANKS,Belle_Ulti_VO,4,,,
emoji_belle_boss,,sc/ui.sc,emoji_belle_boss,ElectroSniper,ElectroSniperBoss,TRUE,SPECIAL,COLLECTORS,DEFAULT,Belle_Start_VO,2,,,
emoji_belle_boss_angry,,sc/ui.sc,emoji_belle_boss_angry,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,ANGRY,Belle_Die_VO,2,,,
emoji_belle_boss_gg,,sc/ui.sc,emoji_belle_boss_gg,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,GG,Belle_Lead_VO,4,,,
emoji_belle_boss_happy,,sc/ui.sc,emoji_belle_boss_happy,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,HAPPY,Belle_Lead_VO,8,,,
emoji_belle_boss_phew,,sc/ui.sc,emoji_belle_boss_phew,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,PHEW,Belle_Hurt_VO,5,,,
emoji_belle_boss_sad,,sc/ui.sc,emoji_belle_boss_sad,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,SAD,Belle_Hurt_VO,4,,,
emoji_belle_boss_special,,sc/ui.sc,emoji_belle_boss_special,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,SPECIAL,Belle_Lead_VO,1,,,
emoji_belle_boss_thanks,,sc/ui.sc,emoji_belle_boss_thanks,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,THANKS,Belle_Ulti_VO,4,,,
emoji_squeak,,sc/ui.sc,emoji_squeak,StickyBomb,,TRUE,DEFAULT,DEFAULT,DEFAULT,Squeak_Start_VO,0,,,
emoji_squeak_angry,,sc/ui.sc,emoji_squeak_angry,StickyBomb,,,ANGRY,COMMON,ANGRY,Squeak_Hurt_VO,1,,,
emoji_squeak_gg,,sc/ui.sc,emoji_squeak_gg,StickyBomb,,,SPECIAL,RARE,GG,Squeak_Lead_VO,0,,,
emoji_squeak_happy,,sc/ui.sc,emoji_squeak_happy,StickyBomb,,,HAPPY,COMMON,HAPPY,Squeak_Start_VO,5,,,
emoji_squeak_phew,,sc/ui.sc,emoji_squeak_phew,StickyBomb,,,SPECIAL,EPIC,PHEW,Squeak_Kill_VO,2,,,
emoji_squeak_sad,,sc/ui.sc,emoji_squeak_sad,StickyBomb,,,SAD,COMMON,SAD,Squeak_Die_VO,0,,,
emoji_squeak_special,,sc/ui.sc,emoji_squeak_special,StickyBomb,,,SPECIAL,EPIC,SPECIAL,Squeak_Lead_VO,5,,,
emoji_squeak_thanks,,sc/ui.sc,emoji_squeak_thanks,StickyBomb,,,SPECIAL,EPIC,THANKS,Squeak_Lead_VO,2,,,
emoji_buzz,,sc/ui.sc,emoji_buzz,RopeDude,,TRUE,DEFAULT,DEFAULT,DEFAULT,Buzz_Kill_VO,0,,,
emoji_buzz_angry,,sc/ui.sc,emoji_buzz_angry,RopeDude,,,ANGRY,COMMON,ANGRY,Buzz_Hurt_VO,6,TRUE,,
emoji_buzz_happy,,sc/ui.sc,emoji_buzz_happy,RopeDude,,,HAPPY,COMMON,HAPPY,Buzz_Kill_VO,3,TRUE,,
emoji_buzz_gg,,sc/ui.sc,emoji_buzz_gg,RopeDude,,,SPECIAL,RARE,GG,Buzz_Lead_VO,2,TRUE,,
emoji_buzz_phew,,sc/ui.sc,emoji_buzz_phew,RopeDude,,,SPECIAL,EPIC,PHEW,Buzz_Kill_VO,6,TRUE,,
emoji_buzz_sad,,sc/ui.sc,emoji_buzz_sad,RopeDude,,,SAD,COMMON,SAD,Buzz_Hurt_VO,0,TRUE,,
emoji_buzz_special,,sc/ui.sc,emoji_buzz_special,RopeDude,,,SPECIAL,EPIC,SPECIAL,Buzz_Start_VO,9,TRUE,,
emoji_buzz_thanks,,sc/ui.sc,emoji_buzz_thanks,RopeDude,,,SPECIAL,EPIC,THANKS,Buzz_Start_VO,3,TRUE,,
emoji_griff,,sc/ui.sc,emoji_griff,AssaultShotgun,,TRUE,DEFAULT,DEFAULT,DEFAULT,Griff_Start_VO,0,,,
emoji_griff_angry,,sc/ui.sc,emoji_griff_angry,AssaultShotgun,,,ANGRY,COMMON,ANGRY,Griff_Kill_VO,0,,,
emoji_griff_gg,,sc/ui.sc,emoji_griff_gg,AssaultShotgun,,,SPECIAL,RARE,GG,Griff_Start_VO,4,,,
emoji_griff_phew,,sc/ui.sc,emoji_griff_phew,AssaultShotgun,,,SPECIAL,EPIC,PHEW,Griff_Hurt_VO,5,,,
emoji_griff_sad,,sc/ui.sc,emoji_griff_sad,AssaultShotgun,,,SAD,COMMON,SAD,Griff_Die_VO,1,,,
emoji_griff_special,,sc/ui.sc,emoji_griff_special,AssaultShotgun,,,SPECIAL,EPIC,SPECIAL,Griff_Ulti_VO,1,,,
emoji_griff_thanks,,sc/ui.sc,emoji_griff_thanks,AssaultShotgun,,,SPECIAL,EPIC,THANKS,Griff_Start_VO,8,,,
emoji_griff_happy,,sc/ui.sc,emoji_griff_happy,AssaultShotgun,,,HAPPY,COMMON,HAPPY,Griff_Ulti_VO,0,,,
emoji_champie_confetti,,sc/ui.sc,emoji_champie_confetti,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_champie_lighter,,sc/ui.sc,emoji_champie_lighter,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_champie_whistle,,sc/ui.sc,emoji_champie_whistle,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_8bit_clap,,sc/ui.sc,emoji_8bit_clap,Arcade,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_amber_clap,,sc/ui.sc,emoji_amber_clap,FireDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_barley_clap,,sc/ui.sc,emoji_barley_clap,Barkeep,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_bea_clap,,sc/ui.sc,emoji_bea_clap,BeeSniper,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_belle_clap,,sc/ui.sc,emoji_belle_clap,ElectroSniper,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_bibi_clap,,sc/ui.sc,emoji_bibi_clap,Baseball,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_bo_clap,,sc/ui.sc,emoji_bo_clap,BowDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_brock_clap,,sc/ui.sc,emoji_brock_clap,RocketGirl,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_bull_clap,,sc/ui.sc,emoji_bull_clap,BullDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_buzz_clap,,sc/ui.sc,emoji_buzz_clap,RopeDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_byron_clap,,sc/ui.sc,emoji_byron_clap,SnakeOil,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_carl_clap,,sc/ui.sc,emoji_carl_clap,Whirlwind,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_colette_clap,,sc/ui.sc,emoji_colette_clap,Percenter,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_colt_clap,,sc/ui.sc,emoji_colt_clap,Gunslinger,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_crow_clap,,sc/ui.sc,emoji_crow_clap,Crow,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_darryl_clap,,sc/ui.sc,emoji_darryl_clap,BarrelBot,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_dynamike_clap,,sc/ui.sc,emoji_dynamike_clap,TntDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_edgar_clap,,sc/ui.sc,emoji_edgar_clap,Enrager,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_emz_clap,,sc/ui.sc,emoji_emz_clap,Mummy,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_frank_clap,,sc/ui.sc,emoji_frank_clap,HammerDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_gale_clap,,sc/ui.sc,emoji_gale_clap,Blower,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_gene_clap,,sc/ui.sc,emoji_gene_clap,HookDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_griff_clap,,sc/ui.sc,emoji_griff_clap,AssaultShotgun,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_jacky_clap,,sc/ui.sc,emoji_jacky_clap,Driller,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_jessie_clap,,sc/ui.sc,emoji_jessie_clap,Mechanic,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_leon_clap,,sc/ui.sc,emoji_leon_clap,Ninja,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_lou_clap,,sc/ui.sc,emoji_lou_clap,IceDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_max_clap,,sc/ui.sc,emoji_max_clap,Speedy,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_mortis_clap,,sc/ui.sc,emoji_mortis_clap,Undertaker,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_mrp_clap,,sc/ui.sc,emoji_mrp_clap,SpawnerDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_nani_clap,,sc/ui.sc,emoji_nani_clap,Controller,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_nita_clap,,sc/ui.sc,emoji_nita_clap,Shaman,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_pam_clap,,sc/ui.sc,emoji_pam_clap,MinigunDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_penny_clap,,sc/ui.sc,emoji_penny_clap,ArtilleryDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_piper_clap,,sc/ui.sc,emoji_piper_clap,Sniper,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_poco_clap,,sc/ui.sc,emoji_poco_clap,DeadMariachi,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_primo_clap,,sc/ui.sc,emoji_primo_clap,Luchador,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_rico_clap,,sc/ui.sc,emoji_rico_clap,TrickshotDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_rosa_clap,,sc/ui.sc,emoji_rosa_clap,Rosa,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_ruffs_clap,,sc/ui.sc,emoji_ruffs_clap,Ruffs,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_sandy_clap,,sc/ui.sc,emoji_sandy_clap,Sandstorm,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_shelly_clap,,sc/ui.sc,emoji_shelly_clap,ShotgunGirl,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_spike_clap,,sc/ui.sc,emoji_spike_clap,Cactus,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_sprout_clap,,sc/ui.sc,emoji_sprout_clap,Wally,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_squeak_clap,,sc/ui.sc,emoji_squeak_clap,StickyBomb,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_stu_clap,,sc/ui.sc,emoji_stu_clap,Roller,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_surge_clap,,sc/ui.sc,emoji_surge_clap,PowerLeveler,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_tara_clap,,sc/ui.sc,emoji_tara_clap,BlackHole,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_tick_clap,,sc/ui.sc,emoji_tick_clap,ClusterBombDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_belle_boss_clap,,sc/ui.sc,emoji_belle_boss_clap,ElectroSniper,ElectroSniperBoss,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_colette_trixie_clap,,sc/ui.sc,emoji_colette_trixie_clap,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_gale_trader_clap,,sc/ui.sc,emoji_gale_trader_clap,Blower,BlowerTrader,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_lou_king_clap,,sc/ui.sc,emoji_lou_king_clap,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_rosa_halloween_clap,,sc/ui.sc,emoji_rosa_halloween_clap,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_ruffs_ronin_clap,,sc/ui.sc,emoji_ruffs_ronin_clap,Ruffs,RuffsRonin,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_surge_paladin_clap,,sc/ui.sc,emoji_surge_paladin_clap,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_buzz_punk_clap,,sc/ui.sc,emoji_buzz_punk_clap,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_buzz_punk,,sc/ui.sc,emoji_buzz_punk,RopeDude,RopeDudePunk,TRUE,SPECIAL,COLLECTORS,DEFAULT,Buzz_Kill_VO,0,,,
emoji_buzz_punk_angry,,sc/ui.sc,emoji_buzz_punk_angry,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,ANGRY,Buzz_Hurt_VO,6,,,
emoji_buzz_punk_gg,,sc/ui.sc,emoji_buzz_punk_gg,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,GG,Buzz_Lead_VO,2,,,
emoji_buzz_punk_happy,,sc/ui.sc,emoji_buzz_punk_happy,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,HAPPY,Buzz_Ulti_Atk_Dog,0,,,
emoji_buzz_punk_phew,,sc/ui.sc,emoji_buzz_punk_phew,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,PHEW,Buzz_Kill_VO,6,,,
emoji_buzz_punk_sad,,sc/ui.sc,emoji_buzz_punk_sad,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,SAD,Buzz_Hurt_VO,0,,,
emoji_buzz_punk_special,,sc/ui.sc,emoji_buzz_punk_special,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,SPECIAL,Buzz_Ulti_Atk_Dog,0,,,
emoji_buzz_punk_thanks,,sc/ui.sc,emoji_buzz_punk_thanks,RopeDude,RopeDudePunk,,SPECIAL,COLLECTORS,THANKS,Buzz_Start_VO,3,,,
emoji_darryl_megabox,,sc/ui.sc,emoji_darryl_megabox,BarrelBot,BarrelBotMegabox,,SPECIAL,COLLECTORS,DEFAULT,Darryl_Start_VO,1,,,
emoji_ash,,sc/ui.sc,emoji_ash,Knight,,TRUE,DEFAULT,DEFAULT,DEFAULT,Ash_Start_VO,0,,,
emoji_ash_angry,,sc/ui.sc,emoji_ash_angry,Knight,,,ANGRY,COMMON,ANGRY,Ash_Hurt_VO,1,TRUE,,
emoji_ash_happy,,sc/ui.sc,emoji_ash_happy,Knight,,,HAPPY,COMMON,HAPPY,Ash_Lead_VO,3,TRUE,,
emoji_ash_gg,,sc/ui.sc,emoji_ash_gg,Knight,,,SPECIAL,RARE,GG,Ash_Lead_VO,4,TRUE,,
emoji_ash_phew,,sc/ui.sc,emoji_ash_phew,Knight,,,SPECIAL,EPIC,PHEW,Ash_Die_VO,2,TRUE,,
emoji_ash_sad,,sc/ui.sc,emoji_ash_sad,Knight,,,SAD,COMMON,SAD,Ash_Die_VO,5,TRUE,,
emoji_ash_special,,sc/ui.sc,emoji_ash_special,Knight,,,SPECIAL,EPIC,SPECIAL,Ash_Lead_VO,1,TRUE,,
emoji_ash_thanks,,sc/ui.sc,emoji_ash_thanks,Knight,,,SPECIAL,EPIC,THANKS,Ash_Start_VO,1,TRUE,,
emoji_ash_clap,,sc/ui.sc,emoji_ash_clap,Knight,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,TRUE,,
emoji_ash_ninja,,sc/ui.sc,emoji_ash_ninja,Knight,KnightNinja,TRUE,SPECIAL,COLLECTORS,DEFAULT,Ash_Start_VO,0,,,
emoji_ash_ninja_angry,,sc/ui.sc,emoji_ash_ninja_angry,Knight,KnightNinja,,SPECIAL,COLLECTORS,ANGRY,Ash_Hurt_VO,1,,WorldFinals,
emoji_ash_ninja_gg,,sc/ui.sc,emoji_ash_ninja_gg,Knight,KnightNinja,,SPECIAL,COLLECTORS,GG,Ash_Lead_VO,4,,,
emoji_ash_ninja_happy,,sc/ui.sc,emoji_ash_ninja_happy,Knight,KnightNinja,,SPECIAL,COLLECTORS,HAPPY,Ash_Lead_VO,3,,,
emoji_ash_ninja_phew,,sc/ui.sc,emoji_ash_ninja_phew,Knight,KnightNinja,,SPECIAL,COLLECTORS,PHEW,Ash_Die_VO,2,,,
emoji_ash_ninja_sad,,sc/ui.sc,emoji_ash_ninja_sad,Knight,KnightNinja,,SPECIAL,COLLECTORS,SAD,Ash_Die_VO,5,,,
emoji_ash_ninja_special,,sc/ui.sc,emoji_ash_ninja_special,Knight,KnightNinja,,SPECIAL,COLLECTORS,SPECIAL,Ash_Lead_VO,1,,,
emoji_ash_ninja_thanks,,sc/ui.sc,emoji_ash_ninja_thanks,Knight,KnightNinja,,SPECIAL,COLLECTORS,THANKS,Ash_Start_VO,1,,,
emoji_ash_ninja_clap,,sc/ui.sc,emoji_ash_ninja_clap,Knight,KnightNinja,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_champie_whiteflag,,sc/ui.sc,emoji_champie_whiteflag,,,,SAD,COLLECTORS,SPECIAL,,,,,
emoji_champie_bluefinger,,sc/ui.sc,emoji_champie_bluefinger,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_champie_redfinger,,sc/ui.sc,emoji_champie_redfinger,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_champie_thuglife,,sc/ui.sc,emoji_champie_thuglife,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_champie_thumbsdown,,sc/ui.sc,emoji_champie_thumbsdown,,,,ANGRY,COLLECTORS,SPECIAL,,,,,
emoji_champie_holdthetrophy,,sc/ui.sc,emoji_champie_holdthetrophy,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_sprout_prince_red,,sc/ui.sc,emoji_sprout_prince_red,Wally,WallyPrinceChroma,,SPECIAL,COLLECTORS,DEFAULT,,,,,
emoji_sprout_prince_green,,sc/ui.sc,emoji_sprout_prince_green,Wally,WallyPrince,,SPECIAL,COLLECTORS,DEFAULT,,,,,
emoji_elprimo_dragon_pink,,sc/ui.sc,emoji_elprimo_dragon_pink,Luchador,LuchadorDragonChroma,,SPECIAL,COLLECTORS,DEFAULT,,,,,
emoji_elprimo_dragon_green,,sc/ui.sc,emoji_elprimo_dragon_green,Luchador,LuchadorDragon,,SPECIAL,COLLECTORS,DEFAULT,,,,,
emoji_meg,,sc/ui.sc,emoji_meg,MechaDude,,TRUE,DEFAULT,DEFAULT,DEFAULT,Meg_start_vo,5,,,
emoji_meg_angry,,sc/ui.sc,emoji_meg_angry,MechaDude,,,ANGRY,COMMON,ANGRY,Meg_die_vo,0,,,
emoji_meg_gg,,sc/ui.sc,emoji_meg_gg,MechaDude,,,SPECIAL,RARE,GG,Meg_lead_vo,0,,,
emoji_meg_happy,,sc/ui.sc,emoji_meg_happy,MechaDude,,,HAPPY,COMMON,HAPPY,Meg_start_vo,3,,,
emoji_meg_phew,,sc/ui.sc,emoji_meg_phew,MechaDude,,,SPECIAL,EPIC,PHEW,Meg_hurt_vo,1,,,
emoji_meg_sad,,sc/ui.sc,emoji_meg_sad,MechaDude,,,SAD,COMMON,SAD,Meg_die_vo,5,,,
emoji_meg_special,,sc/ui.sc,emoji_meg_special,MechaDude,,,SPECIAL,EPIC,SPECIAL,Meg_ulti_vo,3,,,
emoji_meg_thanks,,sc/ui.sc,emoji_meg_thanks,MechaDude,,,SPECIAL,EPIC,THANKS,Meg_kill_vo,0,,,
emoji_meg_clap,,sc/ui.sc,emoji_meg_clap,MechaDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_spike_darklord_happy,,sc/ui.sc,emoji_spike_darklord_happy,Cactus,CactusLord,,HAPPY,COLLECTORS,HAPPY,Spike_Robo_Laugh,0,,,
emoji_barley_retro,,sc/ui.sc,emoji_barley_retro,Barkeep,BarkeepMs,,DEFAULT,COLLECTORS,DEFAULT,Barley_Die,1,,Retropolis,
emoji_brock_retro,,sc/ui.sc,emoji_brock_retro,RocketGirl,RocketGirlHotrod,,DEFAULT,COLLECTORS,DEFAULT,Brock_start_vo,2,,Retropolis,
emoji_carl_retro,,sc/ui.sc,emoji_carl_retro,Whirlwind,WhirlwindRR,,DEFAULT,COLLECTORS,DEFAULT,Carl_start_vo,0,,Retropolis,
emoji_mortis_retro,,sc/ui.sc,emoji_mortis_retro,Undertaker,UndertakerGreaser,,DEFAULT,COLLECTORS,DEFAULT,Mortis_start,3,,Retropolis,
emoji_8bit_retro,,sc/ui.sc,emoji_8bit_retro,Arcade,ArcadeClassic,,DEFAULT,COLLECTORS,DEFAULT,8bit_start_vo,0,,Retropolis,
emoji_lolla,,sc/ui.sc,emoji_lolla,Duplicator,,TRUE,DEFAULT,DEFAULT,DEFAULT,Lolla_Start_VO,2,,,
emoji_lolla_angry,,sc/ui.sc,emoji_lolla_angry,Duplicator,,,ANGRY,COMMON,ANGRY,Lolla_Hurt_VO,0,TRUE,,
emoji_lolla_happy,,sc/ui.sc,emoji_lolla_happy,Duplicator,,,HAPPY,COMMON,HAPPY,Lolla_Kill_VO,5,TRUE,,
