"TID","PL"
"TID_TOP_TOOL_TIP_4","<cff0000>Bilety na wydarzenia</c> dają możliwość wzięcia udziału w wydarzeniach biletowanych.\n\nBilety na wydarzenia znajdziesz w skrzynkach Zadymiarza."
"TID_TOP_TOOL_TIP_5","<cff00ff>Gwiezdne punkty</c> służą do nabywania ekskluzywnych przedmiotów w sklepie.\n\nMożna je zdobywać w nagrodę na koniec sezonu oraz za awanse Zadymiarzy do poziomu 10, a później co każde 5 poziomów!"
"TID_GAME_MODE_0","ZBIORY KLEJNOTÓW"
"TID_GAME_MODE_0_DESC","Łap klejnoty wyskakujące z kopalni na środku mapy lub zbieraj je po pokonanych przeciwnikach. Aby wygrać grę, do końca odliczania zachowaj przy sobie dziesięć klejnotów!"
"TID_GAME_MODE_2","NAPAD"
"TID_GAME_MODE_2_DESC","Chroń cenny sejf swojej drużyny, jednocześnie starając się otworzyć sejf drużyny przeciwnika. Wygrywa drużyna, która jako pierwsza otworzy sejf wroga.\n\nJeśli skończy się czas, zwycięży drużyna, która spowodowała więcej uszkodzeń sejfu drużyny przeciwnej."
"TID_GAME_MODE_3","NAGRODA"
"TID_GAME_MODE_3_DESC","Zbieraj gwiazdki dla swojej drużyny, pokonując graczy drużyny przeciwnej. Za każdym razem gdy pokonasz wroga, wyznaczona za ciebie nagroda zwiększy się o jedną gwiazdkę (maks. do siedmiu gwiazdek). Nie pozwól, żeby wpadły w ręce wroga!\n\nDrużyna, która na koniec zbierze najwięcej gwiazdek, wygrywa!"
"TID_GAME_MODE_6","STARCIE SOLO"
"TID_GAME_MODE_6_COMBINED","STARCIE"
"TID_GAME_MODE_6_DESC","Pokonaj pozostałych dziewięciu przeciwników i pozostań ostatnim zadymiarzem na placu boju. Wszystkie chwyty dozwolone: masz tylko jedno życie!"
"TID_GAME_MODE_6_DESC_COMBINED","Pokonaj pozostałych przeciwników i pozostań ostatnim zadymiarzem na placu boju. Graj solo lub w dwuosobowej drużynie."
"TID_GAME_MODE_5","ZADYMA"
"TID_GAME_MODE_5_DESC","Strzel gola drużynie przeciwnej, aby zdobyć punkt! Mecz kończy się, gdy jedna z drużyn zdobędzie dwa gole, albo gdy upłynie czas."
"TID_GAME_MODE_3_OG","BATALIA"
"TID_GAME_MODE_3_OG_DESC","Zbieraj gwiazdki dla swojej drużyny, pokonując graczy drużyny przeciwnej. Za każdym razem gdy pokonasz wroga, wyznaczona za ciebie nagroda zwiększy się o jedną gwiazdkę (maks. do siedmiu gwiazdek). Nie pozwól, żeby wpadły w ręce wroga!\n\nDrużyna, która na koniec zbierze najwięcej gwiazdek, wygrywa!"
"TID_GAME_MODE_11","OBLĘŻENIE"
"TID_GAME_MODE_11_DESC","Przeprowadź oblężenie i zniszcz wieżyczkę budowlaną wroga! Twoja drużyna również taką posiada - załaduj ją śrubami, by mogła zbudować potężnego robota oblężniczego. Śruby można znaleźć w przypadkowych miejscach w okolicach środka mapy. Złap śrubę i przytrzymaj przez kilka sekund, aby załadować ją do wieżyczki.\n\nW każdym meczu mogą być maksymalnie trzy oblężenia. Drużyna, która na początku oblężenia ma więcej śrub, zbuduje robota oblężniczego. Im więcej śrub, tym robot będzie silniejszy.\nPamiętaj też, że wieżyczki mają solidną obronę balistyczną. Nie zbliżaj się zbytnio do bazy wroga bez wsparcia robota oblężniczego!"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Gwiezdny żeton"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Ranga w górę"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Poziom w górę"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Wygrana"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Porażka"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Remis"
"TID_BATTLE_END_GAIN_LABEL_MVP","Gwiazda gry"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Za rangę"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Czas w nagrodę"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Pozostałe żetony:"
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","Czas w nagrodę"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","Czas w nagrodę"
"TID_BATTLE_END_COIN_REWARDS","ŻETONY W NAGRODĘ"
"TID_BATTLE_END_MVP","GWIAZDA GRY"
"TID_BATTLE_END_DEFEAT_INFO","Następnym razem na pewno Ci się uda!"
"TID_TUTORIAL_1","Cześć, jestem Shelly! Zbierzmy wszystkie <ce662f9>KLEJNOTY</c>! <c0066ff>PRZECIĄGNIJ</c> <c0066ff>NIEBIESKI PRZYCISK</c> lewym kciukiem, aby wskazać mi drogę."
"TID_TUTORIAL_2","Muszę je wszystkie zdobyć! Te <ce662f9>KLEJNOTY</c> należą do mnie!"
"TID_TUTORIAL_3","Nasz cel to roboty! <ccc0033>PRZECIĄGNIJ</c> <ccc0033>CZERWONY PRZYCISK</c> prawym kciukiem, aby wycelować, a potem podnieś palec, by wystrzelić. Zniszcz wszystkie roboty!"
"TID_TUTORIAL_GOOD_JOB_1","Dobra robota!"
"TID_TUTORIAL_5","Więcej celów! Możesz <ccc0033>STUKNĄĆ</c> <ccc0033>CZERWONY PRZYCISK</c>, aby strzelić do najbliższego wroga. Zniszcz roboty!"
"TID_TUTORIAL_6","Użyj teraz swojego superataku, aby strzelić w Bossa za ścianą! <cff9900>PRZESUŃ</c> <cff9900>ŻÓŁTY PRZYCISK</c>, aby wycelować superatak i podnieś palec, aby wystrzelić!"
"TID_TUTORIAL_555","Świetnie, oby tak dalej!"
"TID_TUTORIAL_7","Dobra robota! Mamy <ce662f9>KLEJNOTY</c>, ruszajmy w stronę wyjścia!"
"TID_TUTORIAL_8","Trafianie we wrogów ładuje moc superataku. Użyj <cff9900>żółtego przycisku</c>, aby zaatakować wrogów swoją supermocą!"
"TID_TUTORIAL_9","Jesteś urodzonym Zadymiarzem!\n\nA teraz ruszajmy po zwycięstwo!"
"TID_TUTORIAL_10","Atakowanie celów ładuje moc superataku. Mój jest już gotowy!\nStuknij przycisk superataku!"
"TID_TUTORIAL_11","<cff6633>Pomarańczowe paski</c> wskazują, ile masz amunicji. Będę ją przeładowywać tak szybko, jak tylko potrafię!"
"TID_FIGHT_TUTORIAL","GRAJ"
"TID_HERO_SCORE_INFO","Zdobywaj puchary dla tego Zadymiarza, wygrywając rozgrywki z innymi graczami.\n\nPo zdobyciu <PROGRESS> pucharów osiągniesz kolejną rangę i otrzymasz <COINS> żetonów."
"TID_HERO_SCORE_INFO_LEG_TROS","Zdobywaj puchary dla tego Zadymiarza, wygrywając rozgrywki z innymi graczami.\n\nPo zdobyciu <PROGRESS> pucharów osiągniesz kolejną rangę i otrzymasz <COINS> żetonów oraz <cff00ff><LEGTROS> gwiezdnych punktów</c>."
"TID_HERO_SCORE_INFO_MAXED","Osiągnięto najwyższą rangę.\n\n"
"TID_XP_INFO_ME","Twój poziom doświadczenia.\n\nZdobywaj doświadczenie, biorąc udział w bitwach. Zbierz <REMPROGRESS> punktów doświadczenia, aby osiągnąć <LEVEL>. poziom i otrzymać <COINS> żetonów."
"TID_XP_INFO_OTHER","Poziom doświadczenia tego gracza"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","ABY ODBLOKOWAĆ PEŁNĄ GRĘ, PRZEJDŹ JEDNĄ ROZGRYWKĘ TRENINGOWĄ"
"TID_SOCIAL_TAB_CLANS","KLUB"
"TID_SOCIAL_TAB_FRIENDS","ZNAJOMI"
"TID_FRIEND_STATUS_YOU","<EMPTY>"
"TID_FRIEND_STATUS_OFFLINE","<EMPTY>"
"TID_FRIEND_STATUS_BATTLE","<cffffff>walczy</c> przez <TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>ekran końcowy rozgrywki</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>ogląda</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>ćwiczy</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>w trybie łączenia</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>w drużynie</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>w drużynie</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>w drużynie</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>w bitwie</c>"
"TID_FRIEND_STATUS_MENUS","w menu"
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM","<EMPTY>"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","DOŁĄCZ DO DRUŻYNY!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","GRACZE W TRYBIE ONLINE"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","Brak znajomych lub członków klubu w trybie online"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","Brak znajomych lub członków klubu, których można zaprosić. Udało ci się ostatnio zagrać z jakimś świetnym graczem? Dodaj go do znajomych!"
"TID_CLAN_CREATE_BUTTON","UTWÓRZ"
"TID_CLAN_SAVE_BUTTON","ZAPISZ"
"TID_CLAN_CREATE_TITLE","UTWÓRZ NOWY KLUB"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Online: <cf7f7f7><less_than_h_ago></c>"
"TID_LESS_THAN_H_AGO","< 1 h temu"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Online: <cf7f7f7><HOURS> h temu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Online: <cf7f7f7><DAYS> d temu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Online: <cf7f7f7> > 1 miesiąc temu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>W BITWIE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>W MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>W MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>WYBÓR PRZECIWNIKÓW</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>W MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>OGLĄDA</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>ĆWICZY</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>W MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>W MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>W MENU</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> członków w trybie online"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> członek w trybie online"
"TID_ALLIANCE_TYPE_OPEN","Otwarty"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Na zaproszenie"
"TID_ALLIANCE_TYPE_CLOSED","Zamknięty"
"TID_CLAN_SEARCH_TITLE","SZUKAJ KLUBÓW"
"TID_CLAN_INTRO_AD_TITLE","SZUKASZ KLUBU?"
"TID_CLAN_INTRO_AD_DESC","Dołącz do drużyny i rozmawiaj z innymi graczami!"
"TID_CLAN_INTRO_CREATE_GO","UTWÓRZ KLUB"
"TID_CLAN_INTRO_SEARCH_GO","SZUKAJ KLUBÓW"
"TID_CLAN_INTRO_REFRESH","ODŚWIEŻ"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","Do tego klubu mogą dołączyć gracze z co najmniej <REQ> pucharami. W tej chwili masz ich tylko <SCORE>."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","Ten klub jest zamknięty"
"TID_STREAM_ENTRY_AGE","<time> temu"
"TID_ALLIANCE_ROLE_LEADER","Dowódca"
"TID_ALLIANCE_ROLE_CO_LEADER","Z-ca dowódcy"
"TID_ALLIANCE_ROLE_MEMBER","Członek"
"TID_ALLIANCE_ROLE_ELDER","St. członek"
"TID_STREAM_SENDER_YOU","Ty"
"TID_GOLDRUSH_1","Hardrockowa kopalnia"
"TID_BANKHEIST_1","Skarb rozbójników"
"TID_WANTED_1","Ruiny świątyni"
"TID_BATTLE_ROYALE_1","Potok czaszek"
"TID_GOLDRUSH_2","Kryształowa pieczara"
"TID_BANKHEIST_2","Wybuchowy kanion"
"TID_WANTED_2","Obóz banitów"
"TID_BATTLE_ROYALE_2","Wypalony kamień"
"TID_GOLDRUSH_3","Jaskinia śmierci"
"TID_BANKHEIST_3","Bezpieczna strefa"
"TID_WANTED_3","Kamienny fort"
"TID_BATTLE_ROYALE_3","Bijatyka pod skałą"
"TID_WANTED_4","Śmiertelna pułapka"
"TID_GOLDRUSH_4","Kamienny fort"
"TID_WANTED_5","Kryształowa polana"
"TID_GOLDRUSH_5","Podkop"
"TID_WANTED_6","Wężowa preria"
"TID_WANTED_7","Spadająca gwiazda"
"TID_GOLDRUSH_6","Głębokie oblężenie"
"TID_GOLDRUSH_7","Zimna jaskinia"
"TID_BATTLE_ROYALE_4","Klęska czy urodzaj"
"TID_WANTED_8","Kryjówka"
"TID_BANKHEIST_4","Szturm"
"TID_CLAN_MEMBERS_ONLINE","Członkowie online: <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","Puchary klubowe"
"TID_CLAN_SEARCH_OK","SZUKAJ"
"TID_CLAN_INFO_NAME","NAZWA KLUBU"
"TID_CLAN_INFO_BADGE","ODZNAKA"
"TID_CLAN_INFO_DESC","OPIS"
"TID_CLAN_INFO_TOTAL_TROPHIES","PUCHARY KLUBOWE"
"TID_CLAN_INFO_TYPE","TYP"
"TID_CLAN_INFO_TAG","Znacznik klubu"
"TID_CLAN_INFO_MIN_TROPHIES","WYMAGANE PUCHARY"
"TID_CLAN_INFO_LEAVE","OPUŚĆ"
"TID_CLAN_INFO_SETTINGS","USTAWIENIA"
"TID_CLAN_INFO_JOIN","DOŁĄCZ"
"TID_CLAN_INFO_MESSAGE","Wiadomość"
"TID_CLAN_INFO_REQUEST_JOIN","Poproś o dołączenie"
"TID_CLAN_SEARCH_NO_RESULTS","Nie znaleziono klubów"
"TID_CLAN_SEARCH_INITIAL","Brak wyszukiwanej frazy"
"TID_CLAN_INFO_MEMBERS","Członkowie"
"TID_CLAN_INFO_SELECT_BADGE","PRZEGLĄDAJ"
"TID_SELECT_BADGE","WYBIERZ ODZNAKĘ"
"TID_ALLIANCE_CREATE_OK","Klub utworzono pomyślnie"
"TID_CLAN_CHANGE_SETTINGS_TITLE","USTAWIENIA KLUBU"
"TID_TITLE_ALLIANCE","Informacje o klubie"
"TID_ALLIANCE_LEFT","Nie jesteś już członkiem klubu"
"TID_CLAN_MEMBER_DEMOTE","Zdegraduj"
"TID_CLAN_MEMBER_PROMOTE","Awansuj"
"TID_CLAN_MEMBER_KICK","Wyrzuć"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Zobacz klub"
"TID_BUTTON_INVITE","ZAPROŚ"
"TID_PLAYER_INFO_GOTO_CLAN","Zobacz klub"
"TID_PLAYER_INFO_HEROES","Zadymiarze (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","WYBIERZ IKONĘ"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","Ta ikona zostanie odblokowana na <LEVEL>. poziomie doświadczenia"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Ta ikona zostanie odblokowana po zdobyciu <TROPHIES> pucharów"
"TID_PLAYER_INFO_WINS_AMOUNT","Liczba zwycięstw: <AMOUNT>"
"TID_PLAYER_INFO_STATS_HEADER","STATYSTYKI"
"TID_PLAYER_STAT_1","ZWYCIĘSTWA 3 NA 3"
"TID_PLAYER_STAT_4","NAJWAŻNIEJSZE PUCHARY"
"TID_PLAYER_STAT_8","ZWYCIĘSTWA JEDNOOSOBOWE (SOLO)"
"TID_PLAYER_STAT_10","NAJLEPSZY CZAS W ROLI WIELKIEGO ZADYMIARZA"
"TID_PLAYER_STAT_9","NAJLEPSZY CZAS W WALCE Z ROBOTAMI"
"TID_PLAYER_STAT_11","ZWYCIĘSTWA DWUOSOBOWE (DUO)"
"TID_NO_CLAN","Nie w klubie"
"TID_ULTIMATE_NOT_READY","Aby naładować moc superataku, trafiaj we wrogów."
"TID_CANT_ACTIVATE_ULTI","Jeśli cię pokonano, nie możesz aktywować superataku."
"TID_NAME_TOO_SHORT","Twoje imię jest za krótkie."
"TID_ALLIANCE_JOINED","Dołączono do klubu"
"TID_COIN_RUSH_INTRO_TEXT","Aby wygrać, zbierz 10 klejnotów"
"TID_BOUNTY_HUNTER_INTRO_TEXT","Pokonaj Zadymiarzy, aby zdobyć gwiazdki"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Strzel do sejfu przeciwnika, aby go otworzyć!"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Strzel do sejfu przeciwnika, aby go otworzyć!"
"TID_GO","BITWA!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","POTWIERDŹ ODEJŚCIE"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nCzy na pewno chcesz odejść z klubu?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","OPUŚĆ"
"TID_ALLIANCE_PROMOTE_TITLE","Potwierdź awans"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Czy na pewno chcesz awansować gracza <NAME> na stanowisko <ROLE>?"
"TID_ALLIANCE_PROMOTE_BUTTON","Awansuj"
"TID_ALLIANCE_KICK_TITLE","Potwierdź wyrzucenie"
"TID_ALLIANCE_KICK_CONFIRMATION","Czy na pewno chcesz wyrzucić gracza <NAME> z klubu?"
"TID_ALLIANCE_KICK_BUTTON","Wyrzuć"
"TID_ALLIANCE_DEMOTE_TITLE","Potwierdź degradację"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Czy na pewno chcesz zdegradować gracza <NAME> na stanowisko <ROLE>?"
"TID_ALLIANCE_DEMOTE_BUTTON","Zdegraduj"
"TID_CLAN_RESPONSE_10","Ustawienia zapisane"
"TID_CLAN_RESPONSE_20","Utworzono klub"
"TID_CLAN_RESPONSE_21","Utworzenie klubu nie powiodło się! Spróbuj ponownie później."
"TID_CLAN_RESPONSE_22","Niedozwolona nazwa"
"TID_CLAN_RESPONSE_23","Niedozwolony opis"
"TID_CLAN_RESPONSE_24","Nazwa jest za krótka"
"TID_CLAN_RESPONSE_40","Dołączono do klubu"
"TID_CLAN_RESPONSE_42","Dołączenie nie powiodło się: klub jest pełny"
"TID_CLAN_RESPONSE_43","Dołączenie nie powiodło się: klub jest zamknięty"
"TID_CLAN_RESPONSE_45","Dołączenie nie powiodło się: nie masz wystarczającej liczby pucharów, aby dołączyć do tego klubu"
"TID_CLAN_RESPONSE_46","Dołączenie nie powiodło się: zablokowano cię w tym klubie z powodu wcześniejszego wyrzucenia lub odrzucenia prośby o dołączenie"
"TID_CLAN_RESPONSE_47","Dołączenie nie powiodło się: próbujesz dziś dołączyć do zbyt wielu klubów. Możliwość dołączania do klubu została zablokowana."
"TID_CLAN_RESPONSE_48","Dołączenie nie powiodło się: nie można dołączyć do klubu w innym regionie"
"TID_CLAN_RESPONSE_50","Prośba o dołączenie wysłana pomyślnie"
"TID_CLAN_RESPONSE_51","Prośba o dołączenie nie została wysłana: klub nie przyjmuje zaproszeń"
"TID_CLAN_RESPONSE_52","Prośba o dołączenie nie została wysłana: klub otrzymał już wcześniej Twoją prośbę o dołączenie"
"TID_CLAN_RESPONSE_53","Prośba o dołączenie nie została wysłana: nie masz wystarczającej liczby pucharów, aby dołączyć do tego klubu"
"TID_CLAN_RESPONSE_54","Prośba o dołączenie nie została zaakceptowana: zablokowano cię w tym klubie z powodu wcześniejszego wyrzucenia lub odrzucenia prośby o dołączenie"
"TID_CLAN_RESPONSE_55","Prośba o dołączenie nie została zaakceptowana: nie można dołączyć do klubu w innym regionie."
"TID_CLAN_RESPONSE_70","Wyrzucono pomyślnie"
"TID_CLAN_RESPONSE_80","Opuszczasz klub"
"TID_CLAN_RESPONSE_81","Pomyślny awans"
"TID_CLAN_RESPONSE_82","Pomyślna degradacja"
"TID_CLAN_RESPONSE_90","Pomyślne przyjęcie"
"TID_CLAN_RESPONSE_91","Pomyślne odrzucenie"
"TID_CLAN_RESPONSE_92","Przyjęcie nie powiodło się: cel jest już w klubie"
"TID_CLAN_RESPONSE_93","Działanie nie powiodło się: nie można znaleźć prośby"
"TID_CLAN_RESPONSE_94","Działanie nie powiodło się: prośbą już się zajęto"
"TID_CLAN_RESPONSE_95","Działanie nie powiodło się: brak uprawnień"
"TID_CLAN_RESPONSE_96","Przyjęcie nie powiodło się: cel zablokowano w tym klubie"
"TID_CLAN_RESPONSE_100","Wyrzucono cię z klubu"
"TID_CLAN_RESPONSE_101","Awansowano cię"
"TID_CLAN_RESPONSE_102","Zdegradowano cię"
"TID_CLAN_RESPONSE_112","Pocztę będzie można wysłać dopiero za <TIME>"
"TID_CLAN_RESPONSE_113","Pomyślnie wysłano pocztę klubową"
"TID_CLAN_NO_RIGHTS","Nie masz uprawnień, aby to zrobić"
"TID_ALLIANCE_NAME_TOO_SHORT","Nazwa klubu jest za krótka"
"TID_CLAN_JOIN_REQUEST_TITLE","Prośba o członkostwo w klubie"
"TID_CLAN_JOIN_REQUEST_SEND","Wyślij"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Chcę dołączyć do twojego klubu..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Czy przyjąć tego gracza do klubu?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Zaakceptuj"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Odrzuć"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Przyjął gracz <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Odrzucił gracz <name>"
"TID_HINT_DRAG_TO_AIM","Przeciągnij, aby wycelować"
"TID_HINT_RELEASE_TO_SHOOT","Podnieś palec, aby strzelić"
"TID_HINT_ACTIVATE_ULTI","Przeciągnij <cff9900>ŻÓŁTY PRZYCISK</c>, aby wycelować superatak!"
"TID_HINT_DRAG_TO_ULTI","Przeciągnij, aby wycelować SUPERATAK, podnieś palec, aby strzelić!"
"TID_HINT_COLLECT_GOLD","Zadymiarze stracą swoje <ce662f9>KLEJNOTY</c> gdy zostaną pokonani"
"TID_HINT_HOLD_GOLD","Pilnuj swoich <ce662f9>KLEJNOTÓW</c>!"
"TID_HINT_GO_AFTER_ENEMY","Ścigaj wroga!"
"TID_HINT_ATTACK_BASE","Strzel do sejfu przeciwnika, aby go otworzyć i ochronić swój!"
"TID_HINT_DEFEND_BASE","Strzel do sejfu przeciwnika, aby go otworzyć i ochronić swój!"
"TID_HINT_SHOOT_ENEMIES","Pokonaj wrogów, aby zdobyć gwiazdki!"
"TID_HINT_YOU_ARE_WINNING","Twoja drużyna wygrywa! Przejdź do defensywy!"
"TID_HINT_YOU_ARE_LOSING","Twoja drużyna przegrywa! Przejdź do ataku!"
"TID_HINT_TAP_TO_MOVE","Stuknij, aby się poruszyć\nPoruszaj się razem ze swoją drużyną"
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","Uważaj: twój Zadymiarz ma dużą wartość!"
"TID_BOUNTY_3","Uważaj: twój Zadymiarz ma ogromną wartość!"
"TID_BOUNTY_4","Poszukiwany żywy lub martwy!"
"TID_NO_CLAN_TITLE","Znajdź klub"
"TID_NO_CLAN_BODY","Dołącz do klubu, aby rozmawiać i grać z fajnymi ludźmi!"
"TID_NO_CLAN_SUGGESTIONS","Polecane kluby"
"TID_NO_CLAN_RESULTS","Wyniki wyszukiwania"
"TID_NO_CLAN_EMPTY","Brak polecanych klubów :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Oczekiwanie na dane..."
"TID_CONNECTING_TO_SERVER","Łączenie z serwerem..."
"TID_TEAM_ADVERTISE","OGŁOSZENIE"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","dla klubu"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","dla znajomych"
"TID_TEAM_AD_INFO_0","Szukam graczy do gry drużynowej"
"TID_TEAM_AD_JOIN","Dołącz do drużyny"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Nie możesz dołączyć. Jesteś już w drużynie"
"TID_TEAM_MEMBER_STATUS_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>W BITWIE</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>NIEOBECNY</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>NIE GOTOWY</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>WYBÓR PRZECIWNIKÓW</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>EKRAN KOŃCOWY</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>OGLĄDA</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>ĆWICZY</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>PISZE...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>ZADYMIARZE</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>WYDARZENIA</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>GOTOWY</c>"
"TID_TEAM_STATUS_IN_MATCH","W BITWIE"
"TID_TEAM_STATUS_IN_MATCHMAKING","TRYB ŁĄCZENIA GRACZY"
"TID_TEAM_STATUS_FULL","<cff1e00>PEŁNA</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","OTWARTA"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Musisz dołączyć do klubu, aby skorzystać z tej funkcji"
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Aby skorzystać z tej funkcji, musisz mieć znajomych"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Nie można przesłać ogłoszenia. Drużyna jest już pełna"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Tylko twórca drużyny może wykonać tę czynność"
"TID_TEAM_LOC_INFO","<MODE> w: <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","DRUŻYNY"
"TID_STREAM_EVENT_1","Pa! Gracz <target> został wyrzucony z klubu przez gracza <sender>"
"TID_STREAM_EVENT_2","Witamy! Gracz <target> został przyjęty do klubu przez gracza <sender>"
"TID_STREAM_EVENT_3","Witamy! <sender> jest nowym członkiem klubu!"
"TID_STREAM_EVENT_4","Pa! <sender> nie jest już członkiem klubu!"
"TID_STREAM_EVENT_5","Gratulacje! Gracz <target> został awansowany przez gracza <sender>"
"TID_STREAM_EVENT_6","To nic osobistego! Gracz <target> został zdegradowany przez gracza <sender>"
"TID_STREAM_EVENT_101","Drużyna utworzona przez gracza <sender>"
"TID_STREAM_EVENT_102","Dołączył gracz <sender>"
"TID_STREAM_EVENT_103","Odszedł gracz <sender>"
"TID_STREAM_EVENT_104","Pa! Gracz <sender> wyrzucił gracza <target>"
"TID_STREAM_EVENT_105","łączenie graczy rozpoczęte"
"TID_STREAM_EVENT_106","łączenie graczy anulowane"
"TID_STREAM_EVENT_107","gra rozpoczęta"
"TID_STREAM_EVENT_108","gra wygrana"
"TID_STREAM_EVENT_109","gra przegrana"
"TID_STREAM_EVENT_110","ćwiczenia rozpoczęte"
"TID_STREAM_EVENT_111","ćwiczenia zakończone"
