"TID","AR"
"TID_IAP_XMAS2018_PACK","باقة نهاية العام"
"TID_IAP_XMAS2018_PACK_DESC","مرحى! فلنحتفل!"
"TID_STARTER_PACK_0","باقة الترحيب"
"TID_STARTER_PACK_0_DESC","احتفالاً بانطلاق مسيرتك في Brawl Stars"
"TID_IAP_LNY2019_PACK","عرض رأس السنة القمرية"
"TID_IAP_LNY2019_PACK_DESC","سنة قمرية سعيدة!"
"TID_IAP_MARCH2019_PACK","عرض مارس"
"TID_IAP_MARCH2019_PACK_DESC","هذا العرض متاح مرة واحدة فقط!"
"TID_IAP_REFRESHER_PACK_DESC","هذا العرض لا يتكرر!"
"TID_BLACKHOLE_DEFAULT_SKIN","الافتراضي"
"TID_GOLD_CAP_HIT","تم الوصول الحد الأقصى للأقراص."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","صف الصناديق ممتلئ"
"TID_COOP_1","متنزه باشينكو"
"TID_GAME_MODE_8","معركة الروبوتات"
"TID_GAME_MODE_8_DESC","احم الخزينة من الروبوتات قطاع الطرق الطماعين! كلما صمدت لوقت أطول، حصلت على مكافأة أفضل!\n\nسيهجم الروبوتات سعيًا إلى الخزينة من جميع الجهات وبأعداد متزايدة. ابذل جهدك للدفاع أطول فترة ممكنة!"
"TID_COOP_INTRO_TEXT","احموا الخزينة!"
"TID_SELECT_EVENT_POPUP_TITLE","حدد الحدث"
"TID_BARREL_BOT","داريل"
"TID_BARREL_BOT_DESC","يتميز داريل بهجومه القوي ثنائي الطلقات، وعند استخدامه الزخم يتدحرج في برميله القفاز ليفرم الأعداء في طريقه."
"TID_BARREL_BOT_WEAPON","الضربة المزدوجة"
"TID_BARREL_BOT_WEAPON_DESC","يطلق داريل انفجارين من بندقيته ثنائية الطلقات ليحدث ضررًا هائلاً قريب المدى."
"TID_BARREL_BOT_ULTI","دحرجة البرميل"
"TID_BARREL_BOT_ULTI_DESC","يتدحرج داريل للأمام داخل برميله فيعيق تقدم أعدائه ويرتد على الجدران. يُعاد شحن ضربة الزخم الخاصة به بمرور الوقت!"
"TID_ARTILLERY_DUDE","بيني"
"TID_ARTILLERY_DUDE_DESC","تطلق بيني أكياس النقود على الهدف ليلحق به الضرر ويمتد لمن خلفه. لتنفيذ حركة الزخم، تستخدم بيني برجًا مدفعيًَا يشبه الهاون."
"TID_ARTILLERY_DUDE_WEAPON","هجوم القراصنة"
"TID_ARTILLERY_DUDE_WEAPON_DESC","تطلق بيني كيسًا من الذهب ينفجر عند إصابة الأعداء، وتتطاير منه النقود لتصيب الأهداف خلف العدو الأول."
"TID_ARTILLERY_DUDE_ULTI","مدفع أعالي البحار"
"TID_ARTILLERY_DUDE_ULTI_DESC","تنصب بيني مدفعها في الميدان لتطلق النار على الأعداء بعيدي المدى، حتى وإن كانوا وراء ساتر."
"TID_ITEM_NAME_SPECIAL","القدرة الخاصة"
"TID_HERO_INFO_ITEM_LOCKED","يمكنك العثور على هذا بعد المستوى <LEVEL>"
"TID_HERO_INFO_LOCKED_INFO","افتح البطل من صناديق العراك"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","اجمع <SCORE> من إجمالي الكؤوس للفتح"
"TID_SPEC_ABI_FREEZE","شلل الصدمة"
"TID_SPEC_ABI_BERSERKER","الثور الجريح"
"TID_SPEC_SELF_DESTRUCT","الانتقام"
"TID_SPEC_ABI_CACTUS_HEAL","التخصيب"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","استعمال طبي"
"TID_SPEC_ABI_REPAIR_TURRET","شحن الطاقة"
"TID_SPEC_ABI_PET_LIFESTEAL","المنفعة المتبادلة"
"TID_SPEC_ABI_STEAL_SOULS","سارق الأرواح"
"TID_SPEC_ABI_SPOT","النسر الراصد"
"TID_SPEC_ABI_AMBUSH","الكمين"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","البوابة السوداء"
"TID_SPEC_ABI_SPEED","حذاء السرعة"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","حضن الأم"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","الرصاص النطاطي"
"TID_SPEC_ABI_FIRE_DOT_ULTI","الشهاب الحارق"
"TID_SPEC_LAST_STAND","اللحن الأخير"
"TID_SPEC_BURN","مثير الحرائق"
"TID_SPEC_CRIPPLE","السم الفتاك"
"TID_SPEC_ABI_BARREL_DEFENSE","الأطر الفولاذية"
"TID_SPEC_HEAL_MAIN_ATTACK","شفاء الروح"
"TID_SPEC_ABI_FREEZE_DESC","خرطوشة شيلي الفتاكة تبطئ الأعداء لمدة <c00cc00><VALUE1></c> ث!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","يلحق هجوم كرو وزخمه <c00cc00>+<VALUE2></c> من الضرر بالأهداف التي تملك <VALUE1>% أو أقل من الصحة."
"TID_SPEC_ABI_BERSERKER_DESC","عندما تقل صحة بول عن <c00cc00><VALUE1>%</c>، تتضاعف سرعة تعبئة الذخيرة لديه."
"TID_SPEC_SELF_DESTRUCT_DESC","عندما يُهزم دينامايك، يلقي 6 أصابع ديناميت تلحق كل منها <c00cc00><VALUE1></c> من الضرر."
"TID_SPEC_ABI_CACTUS_HEAL_DESC","بعد استخدام الزخم، يجدد سبايك <c00cc00><VALUE1></c> من الصحة في الثانية بالبقاء في منطقة التأثير."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","يسترد بارلي <c00cc00><VALUE1></c> من الصحة في كل هجوم."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","يمكن لجيسي إصلاح برجها الرشاش باستعادة <c00cc00><VALUE1></c> من الصحة المفقودة، وذلك بتوجيه هجومها عليه."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","تسترد نيتا <c00cc00><VALUE1></c> من الصحة عندما يضرب الدب أي عدو. وبالمثل عندما تلحق نيتا ضررًا، يسترد الدب <c00cc00><VALUE2></c> من الصحة."
"TID_SPEC_ABI_STEAL_SOULS_DESC","يستنزف مورتيس صحة الأبطال الذين يهزمهم، فيسترجع <c00cc00><VALUE1></c> من نقاط صحته."
"TID_SPEC_SPOT_FROM_AIR_DESC","عند استخدام الزخم، تستطيع بايبر رؤية جميع الأعداء المختبئين وراء الشجيرات وهي تقفز عاليًا."
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","عندما يصيب هجوم بوكو أصدقاءه، فإنهم يتعافون بمعدل <c00cc00><VALUE1></c> من الصحة."
"TID_SPEC_ABI_SPOT_DESC","يستطيع بو رؤية الأعداء المختبئين وراء الشجيرات من مسافة أطول بنسبة <c00cc00><VALUE1>%</c> من المسافة العادية."
"TID_SPEC_ABI_AMBUSH_DESC","يلحق هجوم بايبر <c00cc00>+<VALUE1></c> من الضرر الإضافي - على أقصى مدى - عندما تكون مختبئة بين الشجيرات."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","عندما تستخدم تارا الزخم، تفتح بوابة ذات أبعاد وتظهر نسختها الشبحية لتهاجم أعداءها."
"TID_SPEC_ABI_TODO_DESC","القدرة الخاصة غير معروفة"
"TID_SPEC_ABI_SPEED_DESC","تمت زيادة سرعة تحرك كولت بنسبة <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","يستطيع دينامايك ركوب موجة المتفجرات التي يطلقها للقفز فوق العقبات!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","في كل مرة تطلق بام عاصفة الخردة على أعدائها، تعالج نفسها وزملاءها من الأبطال الآخرين باستعادة <c00cc00><VALUE1></c> من الصحة."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","تكتسب رصاصات ريكو - التي يطلقها في الهجوم أو عند الزخم - دفعة قوية عند ارتدادها لأول مرة، وتلحق +<c00cc00><VALUE1></c> من الضرر."
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","يحترق الأعداء الواقعون تحت تأثير زخم إل بريمو؛ حيث يلحق بهم <c00cc00><VALUE1></c> من الضرر طوال 4 ثوان."
"TID_SPEC_LAST_STAND_DESC","يعزف بوكو اللحن الأخير في اللحظة التي يحتضر فيها؛ مما يرد للزملاء حوله <c00cc00><VALUE1></c> من الصحة."
"TID_SPEC_BURN_DESC","يؤدي هجوم بروك إلى إشعال النيران قي الأرض. يتلقى الأعداء في منطقة التأثير <c00cc00><VALUE1></c> من الضرر في الثانية، ويدوم ذلك لمدة ثانيتين."
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","يقوي زخم داريل برميله، فينقص الضرر الذي يتكبده بنسبة <c00cc00><VALUE2>%</c> لمدة <c00cc00><VALUE1></c> ث."
"TID_SPEC_CRIPPLE_DESC","يعمل السم الذي يستخدمه كرو على استنزاف قوة أعدائه، فيقل الضرر الذي يلحقونه بنسبة <c00cc00><VALUE1>%</c> عند إصابتهم بالسم."
"TID_SEASON_ENDED_NOTI","انتهى الموسم! مكافآت الموسم بانتظارك."
"TID_BATTLE_ROYALE_7","مشاكل عويصة"
"TID_GAME_MODE_9","المواجهة الحاسمة الزوجية"
"TID_GAME_MODE_9_COMBINED","المواجهة الحاسمة"
"TID_GAME_MODE_9_DESC","اقضوا على الفرق الأربعة الأخرى. إذا تعرضت للهزيمة، ستحصل على محاولة جديدة بعد بعض الوقت إذا كان زميلك ما زال حيًا."
"TID_WAVE_APPROACHING","موجة <number>"
"TID_TEAMS_LEFT","الفرق المتبقية: <num>"
"TID_TEAM_MATE_RESPAWNING","عودة الزميل بعد: <num>"
"TID_BOSS_APPROACHING","الموجة <number>: <ccc0000>روبوت عملاق قادم!</c>"
"TID_COOP_2","التقاطع الفولاذي"
"TID_BOSS_2","بلاط ملك الظلام"
"TID_BEAR_DAMAGE","ضرر الدب"
"TID_BEAR_HEALTH","صحة الدب"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","فرق من اثنين"
"TID_SPEC_ABI_PUSHBACK_SELF","القفزة الصاروخية"
"TID_VIEW_PROFILE_BUTTON","عرض الملف الشخصي"
"TID_REPORT_PLAYER_BUTTON","الإبلاغ"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","أتريد الإبلاغ عن <name>؟"
"TID_CHAT_REPORT_CONFIRMATION","\n\nهل ترغب بالتأكيد في الإبلاغ عن <name> لسوء السلوك؟"
"TID_PLAYER_ALREADY_REPORTED","تم الإبلاغ عن هذا اللاعب بالفعل!"
"TID_STARTER_PACK_4","باقة المستوى 35"
"TID_NEED_HERO","تعذر شراء المظهر. يجب أن تفتح البطل أولاً."
"TID_EVENT_ENDING","<GAMEMODE> على وشك الانتهاء!"
"TID_TEAM_DISPLAY_TITLE_CLAN","فرق الاتحاد"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","فرق الأصدقاء"
"TID_TICKETS_REVEIVED","تم تلقي <AMOUNT> من تذاكر الأحداث!"
"TID_TUTORIAL_12","حصلنا على الجواهر. لنتوجه نحو المخرج!"
"TID_NO_TARGET_HINT","لا يوجد هدف متاح للإطلاق السريع!"
"TID_CAN_NOT_AUTOSHOOT","الإطلاق السريع غير متاح لهذا الزخم"
"TID_VS","ضد"
"TID_VS_SHOWDOWN","كل بطل يقاتل لصالح نفسه فقط!"
"TID_HAS_LASER_BALL_HINT","لا يمكن استخدام الإطلاق السريع أثناء حمل الكرة."
"TID_CLAN_RESPONSE_44","فشل الانضمام: أنت في اتحاد بالفعل"
"TID_SHOTGUN_GIRL_SHORT_DESC","مقاتلة"
"TID_GUNSLINGER_SHORT_DESC","فئة قناص"
"TID_BULL_DUDE_SHORT_DESC","عالي الصمود"
"TID_ROCKET_GIRL_SHORT_DESC","فئة قناص"
"TID_TNT_DUDE_SHORT_DESC","قاذف"
"TID_LUCHADOR_SHORT_DESC","عالي الصمود"
"TID_TRICKSHOT_DUDE_SHORT_DESC","فئة قناص"
"TID_CACTUS_SHORT_DESC","فئة قناص"
"TID_BARKEEP_SHORT_DESC","قاذف"
"TID_MECHANIC_SHORT_DESC","مقاتلة"
"TID_SHAMAN_SHORT_DESC","مقاتلة"
"TID_UNDERTAKER_SHORT_DESC","مقاتل سريع"
"TID_CROW_SHORT_DESC","مقاتل بالسم"
"TID_DEAD_MARIACHI_SHORT_DESC","معالج"
"TID_BOW_DUDE_SHORT_DESC","مقاتل"
"TID_SNIPER_SHORT_DESC","فئة قناص"
"TID_MINIGUN_DUDE_SHORT_DESC","معالجة"
"TID_BLACK_HOLE_SHORT_DESC","مناوشة"
"TID_BARREL_BOT_SHORT_DESC","عالي الصمود"
"TID_CLAN_INTRO_SUGGESTED_CLANS","الاتحادات المقترحة"
"TID_CLAN_INTRO_CREATE_TITLE","لم لا تنشئ اتحادك الخاص؟"
"TID_CLAN_INTRO_HEADER","الاتحادات"
"TID_CLAN_INFO_TITLE","بيانات الاتحاد"
"TID_CLAN_INFO_NO_DESCRIPTION","لا يوجد وصف للاتحاد"
"TID_EVENT_POPUP_TITLE","لنخض معركة!"
"TID_GOLDRUSH_8","سهول الياقوت"
"TID_USE_AUTOFIRE_TUTORIAL","اضغط على <ccc0033>وحدة التحكم الحمراء</c> لإطلاق النار على أقرب عدو!"
"TID_BRAWL_BOX_INFO_2","يحتوي كل صندوق عراك على أحد العناصر التالية: بطل جديد أو نقاط قوة ونقود أو قدرة خاصة. كما يمكن أن تحصل على مضاعفي الأقراص أو تذاكر الأحداث كمكافأة إضافية.\n\nاحتمالات المكافآت:\n\nنقاط قوة ونقود: <NUM1> %\nبطل نادر: <NUM2> %\nبطل بالغ الندرة: <NUM3> %\nبطل استثنائي: <NUM4> %\nبطل خرافي: <NUM5> %\nبطل أسطوري: <NUM6> %\nالقدرة الخاصة: <NUM7> %\n\nبالإضافة إلى ذلك، في كل مرة تفتح صندوقًا، لديك فرصة 25% للحصول على تذاكر الأحداث، وفرصة 9% للحصول على جواهر، وفرصة 3% للحصول على مضاعف الأقراص. تذكر أن القدرات الخاصة متوفرة للأبطال الذين بلغوا المستوى 9 فقط. بعد فتح جميع المكافآت من نوع معين، على سبيل المثال، الأبطال من فئة نادر، ستزيد لديك فرصة الحصول على باقي المكافآت الأخرى. نظام الحظ: لتحري العدل بخصوص فرص صناديق العراك، وضعنا نظام الحظ الذي يؤثر على احتمالات ظهور الأبطال الأسطوريين. في كل مرة تفتح صندوقًا ولا تحصل منه على بطل جديد، يرتفع معدل الحظ، والعكس صحيح؛ حيث ينخفض معدل الحظ لديك في كل مرة تحصل فيها على بطل جديد حسب فئة ندرته. عندما يرتفع معدل الحظ لديك بدرجة كافية، تزيد فرصة حصولك على بطل أسطوري. أما معدل الحظ المنخفض، فيعني أنه سيصعب الحصول على بطل أسطوري جديد. حرصنا على تحديد محتويات صناديق العراك الأولية مسبقًا لضمان بداية عادلة لجميع اللاعبين."
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","التحصيل"
"TID_PAGE_FRIENDS_TITLE","الأصدقاء"
"TID_PAGE_FRIENDS_TITLE2","خض معركة مع أصدقائك!"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","سجل الدخول إلى فيسبوك أو ابحث عن أصدقاء في اللعبة للعب معهم!"
"TID_PAGE_FRIENDS_NO_FRIENDS","سجل الدخول إلى فيسبوك أو ابحث عن أصدقاء في اللعبة للعب معهم!"
"TID_FRIENDS_TITLE","<COUNT> من الأصدقاء"
"TID_FRIENDS_TAB_1","الأصدقاء"
"TID_FRIENDS_TAB_2","المقترحون"
"TID_FRIENDS_TAB_3","الدعوات"
"TID_TOTAL","الإجمالي"
"TID_BRAWL_BOX_INFO_TITLE_2","معلومات صندوق العراك"
"TID_BRAWL_BOX_INFO_TITLE_3","معلومات الصندوق العملاق"
"TID_BRAWL_BOX_INFO_3","يمنحك الصندوق العملاق مكافآت بمقدار ما يقارب عشرة صناديق عراك إلا أن نقاط القوة يتم توزيعها على عدد أقل من الأبطال.\n\nستحصل على 10 مرات سحب عشوائية باحتمالات المكافآت التالية لكل مرة:\n\nنقاط قوة ونقود: <NUM1> %\nبطل نادر: <NUM2> %\nبطل بالغ الندرة: <NUM3> %\nبطل استثنائي: <NUM4> %\nبطل خرافي: <NUM5> %\nبطل أسطوري: <NUM6> %\nالقدرة الخاصة: <NUM7> %\n\nبالإضافة إلى ذلك، في كل مرة تفتح صندوقًا، لديك فرصة 25% للحصول على تذاكر الأحداث، وفرصة 9% للحصول على جواهر، وفرصة 3% للحصول على مضاعف الأقراص. تذكر أن القدرات الخاصة متوفرة للأبطال الذين بلغوا المستوى 9 فقط. بعد فتح جميع المكافآت من نوع معين، على سبيل المثال، الأبطال من فئة نادر، ستزيد لديك فرصة الحصول على باقي المكافآت الأخرى. نظام الحظ: لتحري العدل بخصوص فرص صناديق العراك، وضعنا نظام الحظ الذي يؤثر على احتمالات ظهور الأبطال الأسطوريين. في كل مرة تفتح صندوقًا ولا تحصل منه على بطل جديد، يرتفع معدل الحظ، والعكس صحيح؛ حيث ينخفض معدل الحظ لديك في كل مرة تحصل فيها على بطل جديد حسب فئة ندرته. عندما يرتفع معدل الحظ لديك بدرجة كافية، تزيد فرصة حصولك على بطل أسطوري. أما معدل الحظ المنخفض، فيعني أنه سيصعب الحصول على بطل أسطوري جديد. حرصنا على تحديد محتويات صناديق العراك الأولية مسبقًا لضمان بداية عادلة لجميع اللاعبين."
"TID_HERO_BUNDLE_0","حزمة شيلي"
"TID_HERO_BUNDLE_1","جراب كولت"
"TID_HERO_BUNDLE_2","حقيبة بول"
"TID_HERO_BUNDLE_3","صندوق بروك"
"TID_HERO_BUNDLE_4","بنك ريكوشيه"
"TID_HERO_BUNDLE_5","صومعة سبايك"
"TID_HERO_BUNDLE_6","قبو بارلي"
"TID_HERO_BUNDLE_7","كومة خردة جيسي"
"TID_HERO_BUNDLE_8","عش نيتا"
"TID_HERO_BUNDLE_9","حقيبة دينامايك"
"TID_HERO_BUNDLE_10","خزانة إل بريمو"
"TID_HERO_BUNDLE_11","عرض صندوق الكنز"
"TID_HERO_BUNDLE_12","مجموعة كرو"
"TID_HERO_BUNDLE_13","كيس بوكو"
"TID_HERO_BUNDLE_14","باقة بو"
"TID_HERO_BUNDLE_15","حقيبة بايبر"
"TID_HERO_BUNDLE_16","حقيبة بام"
"TID_HERO_BUNDLE_17","صندوق تارا"
"TID_HERO_BUNDLE_18","برميل داريل"
"TID_OFFER_ALSO_INCLUDES","العرض يشمل أيضًا"
"TID_OFFER_VALUE_TITLE","القيمة"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","اسحب <cff9900>وحدة التحكم الصفراء</c> للتصويب!"
"TID_HERO_STATS_TITLE","الإحصاءات"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","العناصر المتبقية:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","المكافآت المتبقية:"
"TID_GATCHA_SCREEN_YOU_GOT","حصلت على:"
"TID_GATCHA_SCREEN_BONUSES","عناصر إضافية:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","مفتوح!"
"TID_HERO_LIST_ITEM_UPGRADE","الترقية"
"TID_SHOP_CLAMIMED","تم التحصيل"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","تم الحصول على هذا العنصر بالفعل."
"TID_ONLINE","متصل"
"TID_LEADERBOARD","لوحة الصدارة"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nنفدت لديك التذاكر. قم بزيارة المتجر للحصول على بعضها!"
"TID_HERO_LIST_NEW","جديد"
"TID_HAMMER_DUDE","فرانك"
"TID_HOLD_PHONE_LIKE_THIS","أمسك بجهازك هكذا."
"TID_HINT_FINGER_TAP_TAP","اضغط! اضغط!"
"TID_HINT_FINGER_DRAG","اسحب للتصويب"
"TID_MOVE_HERE","انتقل إلى هنا"
"TID_HINT_HEADER","نصيحة:"
"TID_HINT_0","يمكنك الضغط على <ccc0033>وحدة التحكم الصفراء</c> للإطلاق السريع لضربة الزخم على أقرب عدو."
"TID_HINT_1","يمكنك الضغط على <cff9900>وحدة التحكم الصفراء</c> للإطلاق السريع لضربة الزخم على أقرب عدو."
"TID_HINT_2","يمكنك سحب <ccc0033>وحدة التحكم الحمراء</c> لتصويب طلقاتك."
"TID_HINT_3","يمكنك سحب <cff9900>وحدة التحكم الصفراء</c> لتصويب ضربة الزخم."
"TID_HINT_4","يمكنك إلغاء الضربة المصوبة عن طريق سحب وحدة التحكم مرة أخرى إلى الوسط."
"TID_HINT_5","تتم المطابقة على أساس كؤوس البطل الذي تلعب به، مما يسهل الحصول على كؤوس باستخدام بطل فتحته مؤخرًا."
"TID_HINT_6","الحصول على المزيد من الأبطال سيسهل التقدم في إجمالي الكؤوس والحصول على مزيد من المكافآت."
"TID_HINT_7","تلحق طلقات بايبر المزيد من الضرر كلما طال مداها."
"TID_HINT_8","ضربة الزخم الخاصة ببارلي فعالة في النطاق القصير لأن الزجاجات تسقط في منطقة محدودة."
"TID_HINT_9","في كل مرة ترتد رصاصات ريكو تنطلق إلى مدى أبعد."
"TID_HINT_10","يمكنك تفعيل <ccc0033>وحدة التحكم الحمراء</c> في أي مكان على الجانب الأيمن من الشاشة لإطلاق النار."
"TID_HINT_11","لكل من هجومك وزخمك وضعا إطلاق نار: اضغط للإطلاق السريع واسحب للتصويب."
"TID_HINT_12","يفيد تصويب الطلقات في تتبع الأعداء المتحركين."
"TID_HINT_13","يفيد الإطلاق السريع في الرد سريعًا على الهجوم عندما لا يتوفر الوقت للتصويب."
"TID_HINT_14","تعمل ميزة الإطلاق السريع جيدًا عند استخدامها على الأعداء القريبين منك."
"TID_HINT_15","سيتمكن الأعداء من رصدك عندما تكون مختبئًا بين الشجيرات إذا اقتربوا منك بدرجة كافية."
"TID_HINT_16","تستهدف ميزة الإطلاق السريع أقرب الأعداء مباشرةً ولا تصيب العدو المتحرك."
"TID_HINT_17","يفيد تصويب الطلقات في التحقق من وجود أعداء بين الشجيرات."
"TID_HINT_18","تعمل ميزة الإطلاق السريع جيدًا عند استخدامها على الأعداء الساكنين."
"TID_HINT_19","تعمل ميزة الإطلاق السريع جيدًا عند استخدامها على الأعداء في طريقك المباشر سواء القادمين نحوك أو الهاربين منك."
"TID_HINT_20","إذا كنت مختبئًا بين الشجيرات سيستطيع الأعداء رؤيتك إذا قمت بالهجوم أو تلقيت الضرر."
"TID_HINT_21","يمكنك استخدام الشجيرات كساتر للاختباء من الأعداء."
"TID_HINT_22","عند استخدام الإطلاق السريع، سيطلق سلاحك النار حتى لو لم يكن هناك أعداء في النطاق."
"TID_VS_TUTORIAL","اجمع كل <ce662f9>الجواهر</c>"
"TID_USE_MANUAL_FIRE_TUTORIAL","اسحب <ccc0033>وحدة التحكم الحمراء</c> للتصويب!"
"TID_TUTORIAL_GOOD_JOB_2","أحسنت! تشير <cff6633>الأشرطة البرتقالية</c> إلى الذخيرة الخاصة بك. سأعيد التعبئة بأسرع ما يمكن."
"TID_TUTORIAL_GOOD_JOB_3","أحسنت! مهاجمة الأعداء تشحن <cff9900>هجوم الزخم</c>!"
"TID_TUTORIAL_GOOD_JOB_4","أحسنت!"
"TID_SPECTATE_PLAYER_BUTTON","المشاهدة"
"TID_SPECTATE_FAILED","فشلت المشاهدة"
"TID_ACCOUNT_DISABLED_TEXT","تعطيل الحساب"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","تم تعطيل هذا الحساب استجابةً لطلب حذف، ولا يمكن استرداده."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","تم تعطيل هذا الحساب بسبب الخمول، ولا يمكن استرداده."
"TID_ACCOUNT_DELETION_WARNING_TITLE","تحذير حذف الحساب"
"TID_ACCOUNT_DELETION_WARNING_TEXT","استجابةً لطلبك، سيتم إلغاء تفعيل حسابك قريبًا. في حال تغيير رأيك، تواصل مع قسم المساعدة والدعم في أسرع وقت ممكن لإلغاء طلبك."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","استجابةً لطلبك، سيتم إلغاء تفعيل حسابك قريبًا. في حال تغيير رأيك، تواصل مع قسم المساعدة والدعم في أسرع وقت ممكن لإلغاء طلبك."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","أنت في هذا الاتحاد بالفعل!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","أتريد تغيير الاتحاد؟"
"TID_CONFIRM_CHANGE_CLAN","أنت بالفعل في اتحاد! هل ترغب بالتأكيد في تغيير الاتحاد؟"
"TID_CONFIRM_CLAN_FULL_TITLE","الاتحاد مكتمل!"
"TID_CONFIRM_CLAN_FULL","تعذر الانضمام إلى <clan>. الاتحاد مكتمل!"
"TID_BUTTON_CHANGE","التغيير"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","أكمل العرض التوضيحي للانضمام إلى اتحاد"
"TID_CLAN_INTRO_INVITE","مشاركة الدعوة"
"TID_INVITE_CLAN_TOKEN_ERROR","خطأ في إنشاء دعوة"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","يمكن لرئيس الاتحاد فقط دعوة أعضاء جدد"
"TID_FRIENDS_FACEBOOK_CONNECT","الاتصال"
"TID_FRIENDS_PAGE_INVITE","شارك الدعوة"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","اضغط على هذا الرابط للانضمام إلى فريق مع <name> في Brawl Stars!"
"TID_SHARE_GAME_ROOM_POST_TITLE","الدعوة إلى فريق"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","تم نسخ معرف الفريق إلى الحافظة!"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","موافق"
"TID_TEAM_INVITE_BUTTON_LABEL","مشاركة الرمز"
"TID_TEAM_INVITE_EXPIRED","انتهت صلاحية الدعوة من <NAME>"
"TID_TEAM_INVITATION_POPUP_TITLE","دعوة فريق"
"TID_TEAM_INVITATION_POPUP_ACCEPT","القبول"
"TID_TEAM_INVITATION_POPUP_REJECT","الرفض"
"TID_TEAM_INVITATION_POPUP_MUTE","تعطيل الإشعارات من <NAME>\nللدقائق الـ 10 التالية."
"TID_BATTLE_ROYALE_5","البحيرات الألف"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","استهلكت\nأقراص المعارك"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","لم يتم تمكين عمليات الشراء بالمال الحقيقي في هذا الإصدار"
"TID_SHOP_CHINA_WARNING","تنبيه: يرجى الاستمتاع باللعب في حدود معقولة."
"TID_GATCHA_AD_STATUS_VIEW","شاهد الإعلان\nلمضاعفة إحدى المكافآت!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","احصل على المزيد من المكافآت!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","المشاهدات اليومية المستهلكة"
"TID_GATCHA_AD_STATUS_NO_VIDEO","لا يوجد فيديو"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","المتابعة"
"TID_AD_DOUBLER_TITLE","اختر المكافأة التي تريد مضاعفتها"
"TID_AD_DOUBLER_CONTINUE","المتابعة"
"TID_GATCHA_CONTINUE","المتابعة"
"TID_HINT_23","بعض الأبطال يتميزون بأداء أفضل في خرائط وأوضاع لعب معينة أكثر من غيرها."
"TID_HINT_24","الأبطال ذوو المدى الطويل يتمتعون بأداء أفضل عمومًا في الخرائط التي تكثر بها المساحات المفتوحة."
"TID_HINT_25","الأبطال ذوو المدى القريب يتمتعون بأداء أفضل عمومًا في الخرائط التي تكثر بها السواتر والشجيرات."
"TID_SPEC_ABI_SELF_DESTRUCT","الانفجار الأخير"
