"TID","TH"
"TID_ROPE_DUDE_WEAPON","โยนไม่ยั้ง"
"TID_ROPE_DUDE_WEAPON_DESC","บัซเป่านกหวีดไลฟ์การ์ดเสียงแสบแก้วหู 5 ครั้งในแนวโค้ง"
"TID_ROPE_DUDE_ULTI","โยนตอร์ปิโด"
"TID_ROPE_DUDE_ULTI_DESC","บัซโยนทุ่นชูชีพตอร์ปิโด หากโยนถูกคู่ต่อสู้หรือกำแพง บัซจะดึงตัวเองไปยังบริเวณนั้นและสตันคู่ต่อสู้เมื่อไปถึง ระยะเวลาสตันจะเพิ่มขึ้นตามระยะทางที่โยน"
"TID_SPEC_ABI_ROPE_DUDE_1","ตอร์ปิโดมหาประลัย"
"TID_SPEC_ABI_ROPE_DUDE_1_DESC","ระยะเวลาขั้นต่ำของสตันจากท่าไม้ตายของบัซจะเพิ่มขึ้น <c00cc00><VALUE1></c> วินาที"
"TID_SPEC_ABI_ROPE_DUDE_2","ตาแม่นคมกริบ"
"TID_SPEC_ABI_ROPE_DUDE_2_DESC","พื้นที่ชาร์จท่าไม้ตายของบัซเพิ่มขึ้น <c00cc00><VALUE1>%</c>"
"TID_ACCESSORY_ROPE_DUDE_WEAK_ULTI","ทุ่นชูชีพฉุกเฉิน"
"TID_ACCESSORY_ROPE_DUDE_WEAK_ULTI_DESC","เติมแถบท่าไม้ตายให้เต็มทันที แต่ท่าโยนตอร์ปิโดครั้งต่อไปจะไม่สตันคู่ต่อสู้"
"TID_DONATION_FROM_SUPPORT","การบริจาคจากฝ่ายสนับสนุนของ Brawl Stars"
"TID_ASSAULT_SHOTGUN","กริฟฟ์"
"TID_ASSAULT_SHOTGUN_SHORT_DESC","ตัวลดค่าสถานะ"
"TID_ASSAULT_SHOTGUN_DESC","กริฟฟ์ทำตัวประหนึ่งนักธุรกิจที่ร่ำรวยและประสบความสำเร็จ แต่ร้านของที่ระลึก Starr Park เพียงหนึ่งเดียวของเขากำลังจะเจ๊ง ก็ไม่น่าแปลกที่เขาไม่เคยอยู่ร้านตอนที่ธนาคารโทรมาทวงหนี้"
"TID_ASSAULT_SHOTGUN_WEAPON","โปรยเหรียญ"
"TID_ASSAULT_SHOTGUN_WEAPON_DESC","กริฟฟ์โมโหและขว้างเหรียญใส่คู่ต่อสู้ไม่หยุดหย่อน เขาจะโยนรัวสามครั้งซึ่งจะกระจายออกในลักษณะรูปโคน"
"TID_ASSAULT_SHOTGUN_ULTI","เรียกเงินคืน"
"TID_ASSAULT_SHOTGUN_ULTI_DESC","กริฟฟ์ปาธนบัตรที่แหลมคมเป็นปึกในลักษณะรูปโคนขนาดกว้าง แต่เพราะธนบัตรเหล่านี้มีมูลค่ามากเกินกว่าจะไปเสียไป กริฟฟ์จึงเรียกมันกลับมาและสร้างรอยกระดาษบาดใส่เป้าหมายเดิมเป็นครั้งที่สอง คู่ต่อสู้ที่อยู่ไกลกว่าจะได้รับความเสียหายเพิ่มเติม"
"TID_SPEC_ABI_ASSAULT_SHOTGUN_1","ไม่รับเงินทอน"
"TID_SPEC_ABI_ASSAULT_SHOTGUN_1_DESC","กริฟฟ์เกรี้ยวกราดและขว้างเหรียญเร็วยิ่งขึ้น ลดระยะเวลารอบโยน <c00cc00><VALUE1>%</c>"
"TID_SPEC_ABI_ASSAULT_SHOTGUN_2","ปรับปรุงธุรกิจ"
"TID_SPEC_ABI_ASSAULT_SHOTGUN_2_DESC","ทุกๆ <c00cc00><VALUE2></c> วินาที กริฟฟ์จะได้รับพลังชีวิตที่หายไปคืน <c00cc00><VALUE1>%</c>"
"TID_ACCESSORY_ASSAULT_SHOTGUN_BOMB","กระปุกออมสิน"
"TID_ACCESSORY_ASSAULT_SHOTGUN_BOMB_DESC","กริฟฟ์โยนกระปุกออมสินที่อัดแน่นด้วยประทัดที่จะระเบิดหลังดีเลย์สั้นๆ ซึ่งจะทำลายสิ่งกีดขวาง และสร้างความเสียหาย <c00cc00><VALUE1></c> หน่วยให้กับคู่ต่อสู้ในระยะ"
"TID_KNIGHT","แอช"
"TID_KNIGHT_SHORT_DESC","ตัวแทงก์"
"TID_KNIGHT_DESC","แอชทำงานทำความสะอาดสวนโดยที่ไม่มีใครเห็นค่า เขาต้องปีนลงถังขยะเพื่อป้องกันตัวเองจากเศษแก้วและหนูที่จะเข้ามากัด เจอแบบนี้เป็นใครก็ต้องอารมณ์บูดทั้งนั้น!"
"TID_KNIGHT_WEAPON","เก็บกวาด"
"TID_KNIGHT_WEAPON_DESC","แอชใช้ไม้กวาดทุบอย่างโกรธเกรี้ยว หลีกให้ไกลถ้าไม่อยากกลายเป็นฝุ่น!"
"TID_KNIGHT_ULTI","ผู้ช่วยเหลือตัวน้อย"
"TID_KNIGHT_ULTI_DESC","หุ่นยนต์หนูช่วยทำความสะอาด? ใช่แล้ว หุ่นพวกนี้จะระเบิดเมื่อสัมผัส สร้างความเสียหายให้กับคู่ต่อสู้และเพิ่มระดับความเกรี้ยวกราดของแอชได้มาก"
"TID_SPEC_ABI_KNIGHT_1","หวดครั้งแรก"
"TID_SPEC_ABI_KNIGHT_1_DESC","เมื่อโจมตีโดนคู่ต่อสู้ในขณะที่ชาร์จเต็ม แอชจะโกรธยิ่งกว่าเดิม ความเกรี้ยวกราดของเขาจะเพิ่มขึ้น <c00cc00><VALUE1>%</c>"
"TID_SPEC_ABI_KNIGHT_2","โกรธเป็นบ้า"
"TID_SPEC_ABI_KNIGHT_2_DESC","ความเร็วในการบรรจุกระสุนของแอชเร็วขึ้น <c00cc00><VALUE1>%</c> เทียบเท่ากับความเกรี้ยวกราดของเขา"
"TID_ACCESSORY_KNIGHT_HEAL","ยาระงับอารมณ์"
"TID_ACCESSORY_KNIGHT_HEAL_DESC","แม้เกรี้ยวกราด แต่แอชต้องสงบสติอารมณ์ มาตรวัดความเกรี้ยวกราดจะฟื้นฟูพลังชีวิต <c00cc00><VALUE1></c> หน่วยเมื่ออุปกรณ์เสริมนี้แสดงขึ้นมา เกรี้ยวกราดน้อยก็ฟื้นฟูน้อย"
"TID_KNIGHT_OVERCHARGE","ราชันกองทัพหนู"
"TID_KNIGHT_OVERCHARGE_DESC","ผู้ช่วยเหลือตัวน้อยปล่อยหนูเพิ่มอีก <c00cc00><VALUE1></c> ตัว"
"TID_MECHA_DUDE","เม็ก"
"TID_MECHA_DUDE_SHORT_DESC","ตัวแทงก์"
"TID_MECHA_DUDE_DESC","แน่วแน่ตั้งใจทำงานเบื้องหลังกับชุดหุ่นยนต์คู่ใจของเธอ เม็กคอยจัดการปัญหาที่เกิดขึ้นจริง ในขณะที่แม็กซ์กับเซิร์จออกไปสร้างความบันเทิงให้กับผู้คน"
"TID_MECHA_DUDE_WEAPON","ล็อคเป้าหมาย"
"TID_MECHA_DUDE_WEAPON_DESC","เม็กยิงลำแสงสั้นๆ จากปืนของเธอเพื่อยั่วยุความอดทนของคู่ต่อสู้"
"TID_MECHA_DUDE_ULTI","หุ่นยนต์เมก้า"
"TID_MECHA_DUDE_ULTI_DESC","เม็กกระโดดเข้าไปในชุดหุ่นยนต์ของเธอเพื่อสร้างความเสียหายรุนแรง!"
"TID_MECHA_DUDE_BIG_WEAPON","คุมฝูงชน"
"TID_MECHA_DUDE_BIG_WEAPON_DESC","เม็กระดมยิงกระสุนไม่ยั้ง นี่แหละคือวิธีที่เร็วที่สุดในการสลายฝูงชน!"
"TID_MECHA_DUDE_BIG_ULTI","สัมผัสแห่งโลหะ"
"TID_MECHA_DUDE_BIG_ULTI_DESC","หุ่นยนต์เหวี่ยงแขนอันน่าเกรงขามให้ศัตรูได้เห็นและถูกฟาดไปพร้อมกัน"
"TID_SPEC_ABI_MECHA_DUDE_1","สนามพลัง"
"TID_SPEC_ABI_MECHA_DUDE_1_DESC","เม็กได้รับการปกป้องโดยสนามพลัง <c00cc00><VALUE1>%</c> เป็นเวลา <c00cc00><VALUE2></c> วินาทีเมื่อหุ่นยนต์ของเธอถูกทำลาย"
"TID_SPEC_ABI_MECHA_DUDE_2","หุ่นเหล็กพันธุ์ร็อค"
"TID_SPEC_ABI_MECHA_DUDE_2_DESC","เมื่อพลังชีวิตหมด ชุดเกราะหุ่นยนต์จะระเบิดและสร้างความเสียหาย <c00cc00><VALUE1></c> หน่วยให้กับคู่ต่อสู้ที่อยู่ใกล้เคียงพร้อมผลักศัตรูไปด้านหลัง"
"TID_ACCESSORY_MECHA_DUDE_HEAL","อุปกรณ์แรงดันไฟฟ้า"
"TID_ACCESSORY_MECHA_DUDE_HEAL_DESC","ฟื้นคืนพลังชีวิตหุ่นยนต์ <c00cc00><VALUE1></c> หน่วยต่อวินาทีเป็นเวลา <c00cc00><VALUE2></c> วินาที"
"TID_MECHA_DUDE_OVERCHARGE","ทังสเตนแข็งกล้า"
"TID_MECHA_DUDE_OVERCHARGE_DESC","ชุดหุ่นยนต์ของเม็กมีระยะเหวี่ยงแขนเพิ่มขึ้นเมื่อเปิดใช้ท่าไม้ตาย เมื่อออกมาจากชุดหุ่นยนต์ เม็กเปิดใช้โล่ป้องกันเพื่อปกป้องตัวเธอเอง"
"TID_FLAMENGO_MIKE_SKIN","ไมค์ FLAMENGO"
"TID_LDU_QUITO_MIKE_SKIN","ไมค์ LDU QUITO"
"TID_CHIVAS_MIKE_SKIN","ไมค์ CHIVAS"
"TID_UNIVERSITARIO_PRIMO_SKIN","เอล ปริโม่ UNIVERSITARIO"
"TID_NACIONAL_PRIMO_SKIN","เอล ปริโม่ CLUB NACIONAL"
"TID_CORINTHIANS_PRIMO_SKIN","เอล ปริโม่ CORINTHIANS"
"TID_BOCA_SHELLY_SKIN","เชลลี่ BOCA JUNIORS"
"TID_AMERICA_SHELLY_SKIN","เชลลี่ AMERICA"
"TID_UDC_SHELLY_SKIN","เชลลี่ U DE CHILE"
"TID_RIVER_PLATE_COLT_SKIN","โคลท์ RIVER PLATE"
"TID_CERRO_PORTENO_COLT_SKIN","โคลท์ CERRO PORTEÑO"
"TID_ATL_NACIONAL_COLT_SKIN","โคลท์ ATL. NACIONAL"
"TID_FLAMENGO_MIKE_SKIN_SHOP","ไมค์\nFLAMENGO"
"TID_LDU_QUITO_MIKE_SKIN_SHOP","ไมค์\nLDU QUITO"
"TID_CHIVAS_MIKE_SKIN_SHOP","ไมค์\nCHIVAS"
"TID_UNIVERSITARIO_PRIMO_SKIN_SHOP","เอล ปริโม่\nUNIVERSITARIO"
"TID_NACIONAL_PRIMO_SKIN_SHOP","เอล ปริโม่\nCLUB NACIONAL"
"TID_CORINTHIANS_PRIMO_SKIN_SHOP","เอล ปริโม่\nCORINTHIANS"
"TID_BOCA_SHELLY_SKIN_SHOP","เชลลี่\nBOCA JUNIORS"
"TID_AMERICA_SHELLY_SKIN_SHOP","เชลลี่\nAMERICA"
"TID_UDC_SHELLY_SKIN_SHOP","เชลลี่\nU DE CHILE"
"TID_RIVER_PLATE_COLT_SKIN_SHOP","โคลท์\nRIVER PLATE"
"TID_CERRO_PORTENO_COLT_SKIN_SHOP","โคลท์\nCERRO PORTEÑO"
"TID_ATL_NACIONAL_COLT_SKIN_SHOP","โคลท์\nATL. NACIONAL"
"TID_CLUB_AMERICA_COLT_SKIN","โคลท์ CLUB AMERICA"
"TID_CLUB_AMERICA_COLT_SKIN_SHOP","โคลท์\nCLUB AMERICA"
"TID_SKIN_INFO_CAMPAIGN_LAML","ลีกมาสเตอร์ลาตินอเมริกา"
"TID_GAME_MODE_21","อุ้มของขวัญ"
"TID_GAME_MODE_21_DESC","ถือของขวัญเพื่อรับคะแนน! ทีมแรกที่ไปถึง 100% ก่อนจะชนะแมตช์"
"TID_HOLD_THE_BALL_INTRO_TEXT","ถือของขวัญเพื่อรับคะแนน!"
"TID_GAME_MODE_22","บาสเกตบรอว์"
"TID_GAME_MODE_22_DESC","โยนบอลให้เข้าห่วงของทีมคู่ต่อสู้ คุณจะได้รับสองแต้มหากยิงจากระยะใกล้ และสามแต้มหากยิงจากหลังเส้น แมตช์จะสิ้นสุดเมื่อทีมใดทีมหนึ่งมี 5 แต้มหรือเมื่อเวลาหมดลง"
"TID_BASKET_BRAWL_INTRO_TEXT","โยนให้ลงห่วง!"
"TID_GAME_MODE_23","วอลเลย์บรอว์"
"TID_GAME_MODE_23_DESC","ทำคะแนนโดยโยนบอลให้ตกลงบนพื้นในสนามของฝั่งคู่ต่อสู้ ทีมแรกที่ได้ 2 แต้มก่อนจะเป็นผู้ชนะ! ยิ่งบอลอยู่ในเกมนานเท่าไหร่ บอลจะยิ่งเคลื่อนที่เร็วยิ่งขึ้นเท่านั้น!"
"TID_VOLLEY_BRAWL_INTRO_TEXT","โยนบอลให้ตกลงบนพื้นฝั่งคู่ต่อสู้!"
"TID_AVOID_POISON_PRC","请寻找安全去！"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO_PRC","独自作战"
"TID_SHOWDOWN_END_PRC","决赛圈！"
"TID_MATCHMAKE_FAILED_22","สกินที่เลือกไม่สามารถใช้ได้ในขณะนี้"
"TID_MATCHMAKE_FAILED_23","บรอว์เลอร์ที่เลือกไม่สามารถใช้ได้ในขณะนี้"
"TID_LEAVE_BATTLE_DESC","คุณอยู่ในอันดับสูงสุด 3 อันดับที่จะชนะ!\nเล่นต่อเพื่อเป็นแชมป์คนสุดท้ายหรือไม่?"
"TID_LEAVE_BATTLE_DESC_TEAMS","คุณอยู่ในอันดับสูงสุด 2 อันดับที่จะชนะ!\nเล่นต่อเพื่อเป็นแชมป์คนสุดท้ายหรือไม่?"
"TID_LEAVE_BATTLE_DESC_WAIT_TEAM_EXIT","โหวตออก\nรอทีมตอบสนอง (<SECONDS>วิ.)"
"TID_LEAVE_BATTLE_BUTTON_EXIT","ออก"
"TID_LEAVE_BATTLE_BUTTON_CONTINUE","ไปต่อ (<SECONDS>วิ.)"
"TID_CHINA_LOGIN_AA_POPUP_DESC","1）本游戏是一款多人实时对战类游戏，适用于年满12周岁及以上的用户，\n建议未成年人在家长监护下使用游戏产品。\n\n2）游戏无明显背景，需要玩家操作各种英雄与队友配合取得胜利，\n游戏有丰富多样的玩法，包含角色养成、竞技等，需要投入一定的时间和精力。\n游戏中存在基于文字的陌生人社交系统，且社交系统的管理遵循相关法律法规。\n\n3）本游戏中有用户实名认证系统，认证为未成年人的用户将接受以下管理：\n游戏中部分玩法和道具需要付费。未满8周岁的用户不能付费；8周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。未成年人用户每日22点到次日8点不得使用，法定节假日每天不得使用超过3小时，其他时间每天不得使用超过1.5小时。\n\n4）游戏以竞技为主题，画面精美，玩法多样，能够带给玩家轻松愉悦的游戏氛围，\n游戏中的排位赛有助于调动玩家的积极情绪，在比赛中获胜能够提升玩家的自信心。\n游戏提供了丰富的社交系统，包括战队、好友等，玩家之间可以互相交流，互相配合，\n共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。"
"TID_CHINA_LOGIN_AA_POPUP_TITLE","提示说明"
"TID_LAML_FOOTBALL_SKINS_INFO","สกินทีมฟุตบอล <NUM> แบบ"
"TID_SKIN_GROUP_PRICE_FOR_EACH","อัญมณี <NUM> เม็ดต่อสกิน"
"TID_SKIN_GROUP_PRICE_STARTING_FROM","เริ่มจาก"
"TID_SKIN_INFO_CAMPAIGN_LAML_TITLE","สกินลีกมาสเตอร์ลาตินอเมริกา"
"TID_SKIN_GROUP_POPUP_ALREADY_BOUGHT","คุณมีสกินนี้แล้ว"
"TID_SKIN_GROUP_POPUP_BRAWLER_LOCKED","ต้องปลดล็อคบรอว์เลอร์เพื่อซื้อสกินนี้"
"TID_TEAM_GOAL","ทีมน้ำเงินทำคะแนน!"
"TID_OPPONENT_GOAL","ทีมแดงทำคะแนน!"
"TID_TEAM_GOAL_MATCH_OVER","ทีมน้ำเงินทำคะแนน!\nแมตช์จบแล้ว"
"TID_OPPONENT_GOAL_MATCH_OVER","ทีมแดงทำคะแนน!\nแมตช์จบแล้ว"
"TID_HOOP_GOAL","<name>\nทำคะแนน <points> แต้ม!"
"TID_HOOP_GOAL_MATCH_OVER","<name>\nทำคะแนน <points> แต้ม!\n\nแมตช์จบแล้ว"
"TID_SKIN_INFO_CAMPAIGN_PUNK_TITLE","วงแบดแรนด้อม"
"TID_PUNK_SKINS_INFO","เซ็ตสกินวงพังก์"
"TID_CC_POPUP_TITLE_CHALLENGE","ความท้าทายพิเศษ"
"TID_TRUE_GOLD_COLT_SKIN","โคลท์ ร่างทองล้วน"
"TID_TRUE_GOLD_COLT_SKIN_SHOP","โคลท์\nร่างทองล้วน"
"TID_TRUE_GOLD_MRP_SKIN","มิสเตอร์พี ร่างทองล้วน"
"TID_TRUE_GOLD_MRP_SKIN_SHOP","มิสเตอร์พี\nร่างทองล้วน"
"TID_TRUE_SILVER_COLT_SKIN","โคลท์ ร่างเงินล้วน"
"TID_TRUE_SILVER_COLT_SKIN_SHOP","โคลท์\nร่างเงินล้วน"
"TID_TRUE_SILVER_MRP_SKIN","มิสเตอร์พี ร่างเงินล้วน"
"TID_TRUE_SILVER_MRP_SKIN_SHOP","มิสเตอร์พี\nร่างเงินล้วน"
"TID_PUNK_STU_SKIN","สตู ร้ายเจ้าเล่ห์"
"TID_PUNK_STU_SKIN_SHOP","สตู\nร้ายเจ้าเล่ห์"
"TID_PUNK_POCO_SKIN","โปโค่ ร้ายแสบสันต์"
"TID_PUNK_POCO_SKIN_SHOP","โปโค่\nร้ายแสบสันต์"
"TID_PUNK_BUZZ_SKIN","บัซ ร้ายแต่เกิด"
"TID_PUNK_BUZZ_SKIN_SHOP","บัซ\nร้ายแต่เกิด"
"TID_PUNK_BIBI_SKIN","บีบี ร้ายกว่าใคร"
"TID_PUNK_BIBI_SKIN_SHOP","บีบี\nร้ายกว่าใคร"
"TID_HERMES_MAX_SKIN","แม็กซ์ เทพเจ้าเฮอร์มีส"
"TID_HERMES_MAX_SKIN_SHOP","แม็กซ์\nเทพเจ้าเฮอร์มีส"
"TID_MB_DARRYL_SKIN","ดารีล กล่องยักษ์"
"TID_MB_DARRYL_SKIN_SHOP","ดารีล\nกล่องยักษ์"
"TID_BURGER_LOU_SKIN","เบอร์เกอร์ลู"
"TID_BURGER_LOU_SKIN_SHOP","เบอร์เกอร์\nลู"
"TID_SURFER_CARL_SKIN","นักเล่นเซิร์ฟคาร์ล"
"TID_SURFER_CARL_SKIN_SHOP","นักเล่นเซิร์ฟ\nคาร์ล"
"TID_COCO_ROSA_SKIN","มะพร้าวโรซ่า"
"TID_COCO_ROSA_SKIN_SHOP","มะพร้าว\nโรซ่า"
"TID_JETSKI_JACKY_SKIN","นักเล่นเจ็ตสกีแจ็คกี้"
"TID_JETSKI_JACKY_SKIN_SHOP","นักเล่นเจ็ตสกี\nแจ็คกี้"
"TID_DINO_LEON_SKIN","ไดโนเสาร์ลีออน"
"TID_DINO_LEON_SKIN_SHOP","ไดโนเสาร์\nลีออน"
"TID_WHALEWATCH_NITA_SKIN","นิต้า ไลฟ์การ์ดปลาวาฬ"
"TID_WHALEWATCH_NITA_SKIN_SHOP","นิต้า\nไลฟ์การ์ดปลาวาฬ"
"TID_BEACHTIME_MORTIS_SKIN","มอร์ติช ชุดชายหาด"
"TID_BEACHTIME_MORTIS_SKIN_SHOP","มอร์ติช\nชุดชายหาด"
"TID_SD_JUNE21_1","จินตนาการมืดมิด"
"TID_SD_JUNE21_2","โค้งมหึมา"
"TID_SD_JUNE21_3","ผาเสี่ยงตาย"
"TID_SD_JUNE21_4","จุดระเบิด"
"TID_SD_JUNE21_5","สัมผัสพิศวง"
"TID_SD_JUNE21_6","แผนที่ลวงหลอก"
"TID_SD_JUNE21_7","ต้นไม้พิษ"
"TID_GG_JUNE21_1","พายุละอองดาว"
"TID_GG_JUNE21_2","ฝันหวานราวสายไหม"
"TID_GG_JUNE21_3","ตอร์ปิโดบิดเบี้ยว"
"TID_GG_JUNE21_4","ฟาดฟันอัญมณี"
"TID_GG_JUNE21_5","กากน้ำตาล"
"TID_GG_JUNE21_6","สไลด์ริมน้ำ"
"TID_BB_JUNE21_1","ขว้างข้างทาง"
"TID_BB_JUNE21_2","คลื่นมหาภัย"
"TID_BB_JUNE21_3","ดวงตา"
"TID_BB_JUNE21_4","กระดองเต่า"
"TID_BB_JUNE21_5","โน้ตเหนียวหนึบ"
"TID_BB_JUNE21_6","ความฝันยอดนักสู้"
"TID_BB_JUNE21_7","รอดตายครั้งที่สอง"
"TID_HEIST_JUNE21_1","ป้องกันฝูงชน"
"TID_HEIST_JUNE21_2","ตะขอจอมโจร"
"TID_HEIST_JUNE21_3","ต้นหอม"
"TID_HEIST_JUNE21_4","รักษาตัวรอด"
"TID_HZ_JUNE21_1","เวลาที่บิดเบี้ยว"
"TID_HZ_JUNE21_2","สายเหล็กกล้า"
"TID_HZ_JUNE21_3","เส้นทางแห่งการหักหลัง"
"TID_HZ_JUNE21_4","ประจันหน้า"
"TID_BOUNTY_JUNE21_1","พายุโหมกระหน่ำ"
"TID_BOUNTY_JUNE21_2","รบขนาบข้าง"
"TID_SIEGE_JUNE21_1","ลบล้างพลัง"
"TID_SIEGE_JUNE21_2","เข็มขัดสนิมเกาะ"
"TID_VOLLEY_01","กระโดดสูง"
"TID_VOLLEY_02","เสริมการบล็อค"
"TID_VOLLEY_03","ตบทำแต้ม"
"TID_VOLLEY_04","ปีกข้างแข็งแกร่ง"
"TID_VOLLEY_05","พุ่งรับลูก"
"TID_VOLLEY_06","บอลสมัครเล่น"
"TID_VOLLEY_07","ตบลอยลิ่ว"
"TID_BASKET_01","ครองบอลไม่ปล่อย"
"TID_BASKET_02","โยนข้ามสนาม"
"TID_BASKET_03","โยนเข้าเป้า"
"TID_BASKET_04","เสียบอล"
"TID_BASKET_05","โดดรับกลางอากาศ"
"TID_BASKET_06","โดดยัดห่วง"
"TID_BASKET_07","ทำสถิติ"
"TID_HOLDTROPHY_01","หิ้งวางของ"
"TID_HOLDTROPHY_02","สกัดขว้างทาง"
"TID_HOLDTROPHY_03","เพชรล้อม"
"TID_HOLDTROPHY_04","วงเวียนหนาวเหน็บ"
"TID_HOLDTROPHY_05","ติดมุม"
"TID_HOLDTROPHY_06","ไล่ล่าร้อนแรง"
"TID_HOLDTROPHY_07","เหรียญคลั่ง"
"TID_HOLDTROPHY_08","ครอบครองรางวัล"
"TID_HOLDTROPHY_09","หลุมเคลื่อนไหว"
"TID_HOLDTROPHY_10","รวมรวบยอด"
"TID_HOLDTROPHY_11","ถ้วยรางวัลนักซิ่ง"
"TID_TROPHYTHIEVES_01","เขาวงกตพิศดาร"
"TID_TROPHYTHIEVES_02","เดินเข้าเดินออก"
"TID_TROPHYTHIEVES_03","โหนสลิง"
"TID_TROPHYTHIEVES_04","ปล้นกลางวันแสกๆ"
"TID_TROPHYTHIEVES_05","บุกรุกชิงถ้วยรางวัล"
"TID_TROPHYTHIEVES_06","นักลักลอบของเถื่อน"
"TID_TROPHYTHIEVES_07","แผนผิดคาด"
"TID_TROPHYTHIEVES_08","กวาดไม่เหลือ"
"TID_TROPHYTHIEVES_09","ไม้ตรงแหน็ว"
"TID_TROPHYTHIEVES_10","รวยง่ายดาย"
"TID_TROPHYTHIEVES_11","ประตูข้าง"
"TID_TROPHYTHIEVES_12","มหาสมุทรทั้งหก"
"TID_TROPHYTHIEVES_13","ความกล้าหาญที่หายไป"
"TID_TROPHYTHIEVES_14","ดึงเข้าหาตัว"
"TID_KO_JUNE21_1","สาดกระจาย"
"TID_KO_JUNE21_2","หลุมลึก"
"TID_QUALIFIED_INFO_PARAM","ยินดีด้วย คุณชนะ<CHALLENGE>! รางวัลชัยชนะความท้าทายของคุณ: <REWARD>"
"TID_CHALLENGE_WIN_REWARD_POPUP_TEXT","รางวัลสำหรับการชนะครั้งที่ #<WIN> ใน<CHALLENGE>: <REWARD>"
"TID_QUALIFIED_INFO_FALLBACK_PARAM","ยินดีด้วย คุณชนะ<CHALLENGE>! รางวัลชัยชนะความท้าทายของคุณคือ: <REWARD>\nรางวัลนี้จะแทนที่รางวัลเดิมที่คุณมีอยู่แล้ว"
"TID_CHALLENGE_WIN_FALLBACK_REWARD_POPUP_TEXT","รางวัลสำหรับการชนะครั้งที่ #<WIN> ใน <CHALLENGE>: <REWARD>\nรางวัลนี้จะแทนที่รางวัลเดิมที่คุณมีอยู่แล้ว"
"TID_CHALLENGE_TEASER_INFO_PARAM","<CHALLENGE>กำลังมา!\n\nชนะ <WIN> แมตช์และคว้า <REWARD> เป็นรางวัลของคุณ! ร่วมทีมกับเพื่อนหรือ\qค้นหาทีม\qเพื่อเพิ่มโอกาสคว้าชัย\n\nความท้าทายจะมีเพียงแค่ <DURATION> ชั่วโมงเท่านั้น โชคดีและขอให้สนุกล่ะ!"
"TID_CC_POPUP_QUALIFY_INFO_PARAM","เอาชนะความท้าทายเพื่อรับ:\n<REWARD>!"
"TID_GEN_JUNE21_1","สวนน้ำ"
"TID_GEN_JUNE21_2","ครีมกันแดด"
"TID_GEN_JUNE21_3","ปลอดภัยไว้ก่อน"
"TID_GEN_JUNE21_4","พองตัว"
"TID_GEN_JUNE21_5","ศึกดวลปืนฉีดน้ำ"
"TID_GEN_JUNE21_6","สระสำหรับเด็ก"
"TID_GEN_JUNE21_7","กระโดดน้ำลึก"
"TID_GEN_JUNE21_8","กระดานกระโดดน้ำ"
"TID_GEN_JUNE21_9","มาตรฐานโอลิมปิค"
"TID_GEN_JUNE21_10","น่านน้ำอันตราย"
"TID_BRAWL_PASS_SEASON_6","ไดโนเสาร์ตะลุยหาด"
"TID_SHOP_SKIN_AVAILABLE","มีแล้วตอนนี้!"
"TID_SKIN_INFO_CAMPAIGN_C1A","เมก้า"
"TID_ONLINE_TEAMS","ทีม"
"TID_ONLINE_FRIENDLY_TEAMS","การต่อสู้ฉันมิตร"
"TID_ONLINE_PLAYERS","ผู้เล่นที่ไม่อยู่ในทีม (<NUM>)"
"TID_ONLINE_YOUR_TEAM","ทีมของคุณ"
"TID_ONLINE_YOUR_TEAM_ITEM","ทีมของคุณ!"
"TID_ONLINE_YOUR_NAME","<NAME> (คุณ)"
"TID_CHAT_TEAM_UP_DESCRIPTION","จัดทีมและเล่นกับเพื่อนหรือเพื่อนร่วมคลับของคุณ!"
"TID_CHAT_TEAM_UP_BTN","จัดทีม"
"TID_CHAT_STREAM_TEAM_UP_BTN","จัดทีม!"
"TID_CHAT_CLUB_PROMO_DESC","แบ่งปันเกียรติและศักดิ์ศรีการต่อสู้ด้วยการเข้าร่วมหรือสร้างคลับของคุณเอง!"
"TID_CHAT_CLUB_PROMO_BTN","ไปเลย"
"TID_CHAT_TAB_TEAM","ทีม"
"TID_CHAT_TAB_CLUB","คลับ"
"TID_CHAT_TAB_CLUB_ONLINE_TITLE","ออนไลน์:"
"TID_CHAT_TAB_CLUB_ONLINE_COUNT","<NUM>/<MAX>"
"TID_CHAT_TAB_TEAM_CODE_TITLE","รหัสทีม"
"TID_TEAMS_LOOKING_FOR_TEAM","กำลังมองหาทีม"
"TID_TEAMS_LOOKING_FOR_PLAYERS","กำลังมองหาผู้เล่น"
"TID_TRUE_SILVER_BO_SKIN","โบ ร่างเงินล้วน"
"TID_TRUE_SILVER_BO_SKIN_SHOP","โบ\nร่างเงินล้วน"
"TID_TRUE_SILVER_GALE_SKIN","เกล ร่างเงินล้วน"
"TID_TRUE_SILVER_GALE_SKIN_SHOP","เกล\nร่างเงินล้วน"
"TID_TRUE_SILVER_NANI_SKIN","นานิ ร่างเงินล้วน"
"TID_TRUE_SILVER_NANI_SKIN_SHOP","นานิ\nร่างเงินล้วน"
