Name,ParentProjectileForSkin,Disabled,Speed,FileName,BlueSCW,RedSCW,BlueExportName,RedExportName,ShadowExportName,BlueGroundGlowExportName,RedGroundGlowExportName,PreExplosionBlueExportName,PreExplosionRedExportName,PreExplosionTimeMs,HitEffectEnv,HitEffectChar,MaxRangeReachedEffect,CancelEffect,Radius,IgnoreCloseWalls,Indirect,ConstantFlyTime,TriggerWithDelayMs,BouncePercent,Gravity,EarlyTicks,HideTime,Scale,RandomStartFrame,SpawnAreaEffectObject,SpawnAreaEffectObject2,AreaEffect2DamagePercent,SpawnCharacter,SpawnItem,SpawnAreaEffectTrail,TrailEffect,ShotByHero,IsBeam,IsBouncing,DistanceAddFromBounce,MaxDistanceBounces,Rendering,PiercesCharacters,PiercesEnvironment,PiercesEnvironmentLikeButter,PushbackStrength,PushbackType,ChainsToEnemies,ChainBullets,ChainSpread,ChainTravelDistance,ChainBullet,ExecuteChainSpecialCase,DamagePercentStart,DamagePercentEnd,DamageChangeStartPromille,DamageChangeEndPromille,IgnoreDamageChangeForUltiCharge,DamagesConstantlyTickDelay,FreezeStrength,FreezeDurationMS,StunLengthMS,PartialStunPromille,ScaleStart,ScaleEnd,AttractsPet,LifeStealPercent,PassesEnvironment,PoisonDamagePercent,SuppressHealing,SuppressHealingTicks,DamageOnlyWithOneProj,HealOwnPercent,CanGrowStronger,HideFaster,GrapplesEnemy,KickBack,UseColorMod,RedAdd,GreenAdd,BlueAdd,RedMul,GreenMul,BlueMul,GroundBasis,MinDistanceForSpread,IsFriendlyHomingMissile,IsBoomerang,CanHitAgainAfterBounce,IsHomingMissile,UltiChargeChangePercent,PoisonType,AppliedEffectVisualType,TravelType,TravelTypeVariable,SteerStrength,SteerIgnoreTicks,HomeDistance,SteerLifeTime,VisualizeEndPoint,UniqueProperty,CustomUniquePropertyValue,CustomObject,CustomObject2
Barley003UltiProjectile,BarkeepUltiProjectile,,,sc/effects_brawler.sc,,,barley_003_ulti_projectile,barley_003_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,,0,100,1,Barley_def_ulti,,,,,,barley_def_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley004Projectile,BarkeepProjectile,,,sc/effects_brawler.sc,,,barley_004_atk_projectile,barley_004_atk_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,240,,0,100,1,Barley_004_atk,,,,,,barley_004_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley004UltiProjectile,BarkeepUltiProjectile,,,sc/effects_brawler.sc,,,barley_004_ulti_projectile,barley_004_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,,0,100,1,Barley_004_ulti,,,,,,barley_004_atk_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley005Projectile,BarkeepProjectile,,,sc/effects_brawler.sc,sc3d/barley_005_atk_blue.scw,sc3d/barley_005_atk_red.scw,,,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,240,,0,100,1,Barley_005_atk,,,,,,barley_005_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley005UltiProjectile,BarkeepUltiProjectile,,,sc/effects_brawler.sc,sc3d/barley_005_atk_blue.scw,sc3d/barley_005_atk_red.scw,,,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,,0,100,1,Barley_005_ulti,,,,,,barley_005_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley006Projectile,BarkeepProjectile,,,sc/effects_brawler.sc,,,barley_006_atk_projectile,barley_006_atk_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,240,,0,100,1,Barley_006_atk,,,,,,barley_006_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley006UltiProjectile,BarkeepUltiProjectile,,,sc/effects_brawler.sc,,,barley_006_ulti_projectile,barley_006_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,,0,100,1,Barley_006_ulti,,,,,,barley_006_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley007Projectile,BarkeepProjectile,,,sc/effects_brawler.sc,,,barley_007_atk_projectile,barley_007_atk_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,240,,0,100,1,Barley_007_atk,,,,,,barley_007_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley007UltiProjectile,BarkeepUltiProjectile,,,sc/effects_brawler.sc,,,barley_007_ulti_projectile,barley_007_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,,0,100,1,Barley_007_ulti,,,,,,barley_007_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeProjectile,,,1900,sc/effects_brawler.sc,,,dynamike_tnt_blue,dynamike_tnt_red,dynamike_tnt_shadow,,,,,,Gen_hit,Gen_hit,,,0,,true,,1100,35,430,1,0,100,,TntDudeExplosion,,,,,,fire_spark_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,
TntDudeUltiProjectile,,,1600,sc/effects_brawler.sc,,,dynamite_bundle_ulti,dynamite_bundle_ulti_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,1300,35,330,1,0,100,,TntDudeUltiExplosion,,,,,,fire_spark_trail_huge,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeSantaProjectile,TntDudeProjectile,,,sc/effects_brawler.sc,,,dynamike_santa_attack_anim_blue,dynamike_santa_attack_anim_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,430,,0,100,1,TntDudeExplosion,,,,,,fire_spark_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeSantaUltiProjectile,TntDudeUltiProjectile,,,sc/effects_brawler.sc,,,dynamike_santa_ulti_anim_blue,dynamike_santa_ulti_anim_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,330,,0,100,,TntDudeUltiExplosion,,,,,,fire_spark_trail_huge,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeChefProjectile,TntDudeProjectile,,,sc/effects_brawler.sc,,,dynamike_chef_attack_anim_blue,dynamike_chef_attack_anim_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,430,,0,100,1,TntDudeExplosion,,,,,,fire_spark_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeChefUltiProjectile,TntDudeUltiProjectile,,,sc/effects_brawler.sc,,,dynamike_chef_ulti_anim_blue,dynamike_chef_ulti_anim_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,330,,0,100,,TntDudeUltiExplosion,,,,,,fire_spark_trail_huge,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike004Projectile,TntDudeProjectile,,,sc/effects_brawler.sc,sc3d/dynamike_003_atk_projectile_blue.scw,sc3d/dynamike_003_atk_projectile_red.scw,dynamike_004_ulti_tail_blue,dynamike_004_ulti_tail_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,430,,0,100,,TntDudeExplosion,,,,,,dynamike_003_atk_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike004UltiProjectile,TntDudeUltiProjectile,,,sc/effects_brawler.sc,sc3d/dynamike_003_ulti_projectile_blue.scw,sc3d/dynamike_003_ulti_projectile_red.scw,dynamike_004_ulti_tail_blue,dynamike_004_ulti_tail_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,330,,0,100,,TntDudeUltiExplosion,,,,,,dynamike_003_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike005Projectile,TntDudeProjectile,,,sc/effects_brawler.sc,,,dynamike_005_atk_blue,dynamike_005_atk_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,430,,0,100,,TntDudeExplosion,,,,,,fire_spark_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike005UltiProjectile,TntDudeUltiProjectile,,,sc/effects_brawler.sc,,,dynamike_005_ulti_blue,dynamike_005_ulti_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,330,,0,100,,Mike_005_ulti_explosion,,,,,,fire_spark_trail_huge,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike006Projectile,TntDudeProjectile,,,sc/effects_brawler.sc,,,dynamike_006_atk_blue,dynamike_006_atk_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,430,,0,100,2,TntDudeExplosion,,,,,,fire_spark_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike006UltiProjectile,TntDudeUltiProjectile,,,sc/effects_brawler.sc,,,dynamkie_006_ulti_blue,dynamkie_006_ulti_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,330,,0,100,,TntDudeUltiExplosion,,,,,,fire_spark_trail_huge,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike007Projectile,TntDudeProjectile,,,sc/effects_brawler.sc,,,dynamike_007_atk_blue,dynamike_007_atk_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,430,,0,100,2,Mike_007_explosion,,,,,,dynamike_007_atk_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike007UltiProjectile,TntDudeUltiProjectile,,,sc/effects_brawler.sc,,,dynamike_007_ulti_blue,dynamike_007_ulti_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,35,330,,0,100,,Mike_007_ulti_explosion,,,,,,dynamike_007_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoneThrowerProjectile,,,1305,sc/effects.sc,,,basic_grenade_projectile,basic_grenade_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,4000,35,150,1,0,100,,,,,,,,Gen_Trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoneThrowerUltiProjectile,,,1305,sc/effects.sc,,,projectile_plasmaball,projectile_plasmaball_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,15000,35,150,1,0,100,,,,,,,,trail_temp,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DummyProjectileForLaserBall,,,2499,sc/effects.sc,,,projectile_small_blue,projectile_small_red,,projectile_light,projectile_light_red,,,,Gen_hit,Gen_hit,no_hit,,0,,,,,,0,1,0,100,,,,,,,,Gen_Trail_small,true,,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DummyProjectileForLaserBallBurning,,,2499,sc/effects.sc,,,projectile_small_blue,projectile_small_red,,projectile_light,projectile_light_red,,,,Gen_hit,Gen_hit,no_hit,,0,,,,,,0,1,0,100,,,,,,,,Gen_Trail_small,true,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicTurretProjectile,,,3478,sc/effects.sc,,,Bullet_blue,Bullet_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,no_hit,,0,,,,,,0,2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerUltiProjectile,,,2718,sc/effects.sc,,,bat_clump_projectile,bat_clump_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,400,,,,,,0,1,0,100,,,,,,,,Bats,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,125,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortis003UltiProjectile,UndertakerUltiProjectile,,2718,sc/effects_brawler.sc,,,mortis_003_ulti_projectile,mortis_003_ulti_projectile_red,shadow_normal_circle_big,,,,,,Gen_hit,Gen_hit,mortis_003_ulti_reached,,400,,,,,,0,1,0,100,,,,,,,,mortis_003_ulti_trail,true,,,,,DoNotRotateClip,true,,,,,,,,,,,,,,,,,,,,,,,,125,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrowProjectile,,,3261,sc/effects_brawler.sc,,,crow_def_atk_projectile,crow_def_atk_projectile_red,shadow_normal_circle,,,,,,crow_def_atk_reached,crow_def_atk_hit,crow_def_atk_reached,,50,,,,,,0,2,0,100,1,,,,,,,crow_def_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,80,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
CrowUltiProjectile,,,3261,sc/effects_brawler.sc,,,crow_def_ulti_projectile,crow_def_ulti_projectile_red,shadow_normal_circle,,,,,,crow_def_atk_reached,crow_def_atk_hit,crow_def_atk_reached,,50,,,,,,0,1,0,100,,,,,,,,crow_def_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Crow002Projectile,CrowProjectile,,,sc/effects_brawler.sc,,,crow_002_atk_projectile,crow_002_atk_projectile_red,shadow_normal_circle,,,,,,Gen_hit,crow_002_hit,crow_002_atk_reachaed,,50,,,,,,0,,0,100,,,,,,,,crow_002_ulti_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Crow002UltiProjectile,CrowUltiProjectile,,,sc/effects_brawler.sc,,,crow_002_ulti_projectile,crow_002_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,crow_002_hit,crow_002_atk_reachaed,,50,,,,,,0,,0,100,,,,,,,,crow_002_ulti_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Crow003Projectile,CrowProjectile,,3261,sc/effects_brawler.sc,,,crow_003_atk_projectile,crow_003_atk_projectile_red,shadow_normal_circle,,,,,,crow_003_atk_reached,crow_003_atk_hit,crow_003_atk_reached,,50,,,,,,0,2,0,100,1,,,,,,,crow_003_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Crow003UltiProjectile,CrowUltiProjectile,,3261,sc/effects_brawler.sc,,,crow_003_atk_projectile,crow_003_atk_projectile_red,shadow_normal_circle,,,,,,crow_003_atk_reached,crow_003_atk_hit,crow_003_atk_reached,,50,,,,,,0,1,0,100,,,,,,,,crow_def_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Crow004Projectile,CrowProjectile,,3261,sc/effects_brawler.sc,,,crow_004_atk_projectile,crow_004_atk_projectile_red,shadow_normal_circle,,,,,,crow_004_atk_reached,crow_004_atk_hit,crow_004_atk_reached,,50,,,,,,0,2,0,100,1,,,,,,,crow_004_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Crow004UltiProjectile,CrowUltiProjectile,,3261,sc/effects_brawler.sc,,,crow_004_atk_projectile,crow_004_atk_projectile_red,shadow_normal_circle,,,,,,crow_004_atk_reached,crow_004_atk_hit,crow_004_atk_reached,,50,,,,,,0,1,0,100,,,,,,,,crow_004_ulti_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
DeadMariachiProjectile,,,2500,sc/effects_brawler.sc,,,poco_def_atk_blue,poco_def_atk_red,,,,,,,poco_def_hit_env,poco_def_hit_char,poco_def_atk_end,,150,,,,,,0,4,0,80,,,,,,,,poco_def_atk_trail,true,,,,,DoNotRotateClip,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeadMariachiUltiProjectile,,,5000,sc/effects_brawler.sc,,,poco_def_ulti,poco_def_ulti,,,,,,,poco_def_ultiEnd,Mariachi_hit,poco_def_ultiEnd,,400,,,,,,0,1,0,100,,,,,,,,poco_def_ulti_trail,true,,,,,DoNotRotateClip,true,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,true,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poco002Projectile,DeadMariachiProjectile,,,sc/effects_brawler.sc,,,poco_002_atk_blue,poco_002_atk_red,,,,,,,poco_002_hit_env,poco_002_hit_char,poco_002_atk_end,,150,,,,,,0,,0,80,,,,,,,,poco_002_atk_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poco002UltiProjectile,DeadMariachiUltiProjectile,,,sc/effects_brawler.sc,,,poco_002_ulti,poco_002_ulti,,,,,,,poco_002_ultiEnd,Mariachi_hit,poco_002_ultiEnd,,400,,,,,,0,,0,100,,,,,,,,poco_002_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poco003Projectile,DeadMariachiProjectile,,,sc/effects_brawler.sc,,,poco_003_atk_blue,poco_003_atk_red,,,,,,,poco_def_hit_env,poco_def_hit_char,poco_def_atk_end,,150,,,,,,0,,0,80,,,,,,,,poco_def_atk_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poco003UltiProjectile,DeadMariachiUltiProjectile,,,sc/effects_brawler.sc,,,poco_003_ulti,poco_003_ulti,,,,,,,poco_003_ultiEnd,Mariachi_hit,poco_003_ultiEnd,,400,,,,,,0,,0,100,,,,,,,,poco_003_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poco004Projectile,DeadMariachiProjectile,,,sc/effects_brawler.sc,,,poco_004_atk_blue,poco_004_atk_red,,,,,,,poco_004_atk_hitEnv,poco_004_atk_hit,poco_004_atk_end,,150,,,,,,0,,0,80,,,,,,,,poco_004_atk_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poco004UltiProjectile,DeadMariachiUltiProjectile,,,sc/effects_brawler.sc,,,poco_004_ulti,poco_004_ulti,,,,,,,poco_004_ultiEnd,Mariachi_hit,poco_004_ultiEnd,,400,,,,,,0,,0,100,,,,,,,,poco_004_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeSpawnMineProjectile,,,2391,sc/effects_brawler.sc,sc3d/bo_def_ulti_projectile_blue.scw,sc3d/bo_def_ulti_projectile_red.scw,,,shadow_normal_circle,,,,,,,,,,0,,true,,,,405,2,0,100,,Bo_def_ulti1_area,,,,,,,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeProjectile,,,2609,sc/effects_brawler.sc,,,bo_def_atk,bo_def_atk_red,shadow_normal_circle,,,,,,,,,,70,,,,,,0,5,0,100,,Bo_def_atk_area,,,,,,fire_spark_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow002Projectile,BowDudeProjectile,,,sc/effects_brawler.sc,,,bo_002_atk,bo_002_atk_red,shadow_normal_circle,,,,,,,,,,,,,,,,0,,0,100,,Bo_def_atk_area,,,,,,fire_spark_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow002UltiProjectile,BowDudeSpawnMineProjectile,,,sc/effects_brawler.sc,sc3d/bo_002_ulti_projectile_blue.scw,sc3d/bo_002_ulti_projectile_red.scw,bo_002_ulti_tail_blue,bo_002_ulti_tail_red,shadow_normal_circle,,,,,,,,,,,,,,,,405,,0,100,,Bo_def_ulti1_area,,,,,,bo_002_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo003Projectile,BowDudeProjectile,,,sc/effects_brawler.sc,,,bo_003_atk_projectile,bo_003_atk_projectile_red,,,,,,,,,,,,,,,,,0,,0,100,,Bo_003_atk_area,,,,,,bo_003_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo003UltiProjectile,BowDudeSpawnMineProjectile,,2391,sc/effects_brawler.sc,sc3d/bo_003_ulti_projectile_blue.scw,sc3d/bo_003_ulti_projectile_red.scw,bo_003_ulti_glow,bo_003_ulti_glow,shadow_normal_circle,,,,,,,,,,0,,true,,,,405,2,0,100,,Bo_003_ulti1_area,,,,,,bo_003_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo004Projectile,BowDudeProjectile,,,sc/effects_brawler.sc,,,bo_004_atk_projectile,bo_004_atk_projectile_red,,,,,,,,,,,,,,,,,0,,0,100,,Bo_004_atk_area,,,,,,bo_004_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo004UltiProjectile,BowDudeSpawnMineProjectile,,2391,sc/effects_brawler.sc,sc3d/bo_004_ulti_projectile_blue.scw,sc3d/bo_004_ulti_projectile_red.scw,,,shadow_normal_circle,,,,,,,,,,0,,true,,,,405,2,0,100,,Bo_004_ulti1_area,,,,,,bo_004_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo005Projectile,BowDudeProjectile,,,sc/effects_brawler.sc,,,bo_005_atk_projectile,bo_005_atk_projectile_red,,,,,,,,,,,,,,,,,0,,0,100,,Bo_005_atk_area,,,,,,bo_005_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo005UltiProjectile,BowDudeSpawnMineProjectile,,2391,sc/effects_brawler.sc,sc3d/bo_005_ulti_projectile_blue.scw,sc3d/bo_005_ulti_projectile_red.scw,,,shadow_normal_circle,,,,,,,,,,0,,true,,,,405,2,0,100,,Bo_005_ulti1_area,,,,,,bo_005_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo006Projectile,BowDudeProjectile,,,sc/effects_brawler.sc,,,bo_006_atk_projectile,bo_006_atk_projectile_red,,,,,,,bo_006_atk_hitEnv,,,,,,,,,,0,,0,100,,Bo_006_atk_area,,,,,,bo_006_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo006UltiProjectile,BowDudeSpawnMineProjectile,,2391,sc/effects_brawler.sc,sc3d/bo_006_ulti_projectile_blue.scw,sc3d/bo_006_ulti_projectile_red.scw,,,shadow_normal_circle,,,,,,,,,,0,,true,,,,405,2,0,100,,Bo_006_ulti1_area,,,,,,bo_006_ulti_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SniperProjectile,,,4000,sc/effects.sc,,,sniper_bullet_blue,sniper_bullet_red,shadow_normal_circle,,,,,,sniper_hit,sniper_hit,no_hit,,101,,,,,,0,3,0,100,,,,,,,,Sniper_Trail,true,,,,,,,,,,,,,,,,,23,100,0,850,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piper002Projectile,SniperProjectile,,4000,sc/effects_brawler.sc,,,piper_002_atk_projectile,piper_002_atk_projectile_red,shadow_normal_circle,,,,,,piper_002_hitEnv,piper_002_hit,piper_002_hitEnv,,101,,,,,,0,3,0,100,,,,,,,,piper_002_atk_trail,true,,,,,,,,,,,,,,,,,23,100,0,850,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piper004Projectile,SniperProjectile,,4000,sc/effects_brawler.sc,,,piper_004_atk_projectile,piper_004_atk_projectile_red,shadow_normal_circle,,,,,,piper_004_hitEnv,piper_004_hit,piper_004_atk_reached,,101,,,,,,0,3,0,100,,,,,,,,piper_004_atk_trail,true,,,,,,,,,,,,,,,,,23,100,0,850,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
