"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundSCW","EnvironmentSCW","MaskedEnvironmentSCW","CampaignGroundSCW","Blocking1SCW","Blocking1Mesh","Blocking1AngleStep","Blocking2SCW","Blocking2Mesh","Blocking2AngleStep","Blocking3SCW","Blocking3Mesh","Blocking3AngleStep","Blocking4SCW","Blocking4Mesh","Blocking4AngleStep","RespawningWallSCW","RespawningWallMesh","RespawningWallAngleStep","RespawningForestSCW","ForestSCW","DestructableSCW","DestructableMesh","DestructableAngleStep","DestructableSCW_CN","DestructableMesh_CN","DestructableAngleStep_CN","FragileSCW","FragileMesh","FragileAngleStep","FragileSCW_CN","FragileMesh_CN","FragileAngleStep_CN","WaterTileSCW","FenceSCW","RopeFenceSCW","RoadSCW","IndestructibleSCW","IndestructibleMesh","GroundFillerSCW","LaserBallSkinOverride","MineGemSpawnSCWOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostSCWOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/surfboard.scw","surfboard_b",0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33
"ArcadeBasket",,"arcade_","sc/events.sc","event_arcade_banner",,"Brawlcade_Ingame","sc3d/bgr_arcade_ground.scw+sc3d/basketball_line.scw","sc3d/bgr_arcade.scw+sc3d/basketball_fence.scw",,,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/blocker_arcade.scw","blocker_arcade",0,"sc3d/crate2.scw","crate_1",0,"sc3d/barrel_arcade.scw","barrel_arcade",1,"sc3d/construction_sign.scw","construction_sign",180,"sc3d/grass7.scw","sc3d/grass7.scw","sc3d/pothole.scw","pothole",1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile_retropolis.scw","sc3d/fence_arcade.scw","sc3d/scrapyard_rope_fence.scw",,"sc3d/indestructible_metal_1.scw",,,,"sc3d/mine_gem_spawn_retropolis.scw",,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BBArenaVolley","TRUE","bbarena_","sc/events.sc","event_brawlball_arena_banner",,"Footbrawl_ingame_muzak","sc3d/bgr_bb_arena_ground.scw+sc3d/bgr_bb_arena_ground_decos_volley.scw","sc3d/bgr_bb_arena.scw+sc3d/bgr_bb_arena_decos_default.scw+sc3d/volleyball_fence.scw",,,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/car_tires.scw",,90,"sc3d/arena_blocker.scw","arena_blocker",90,"sc3d/barrel2.scw","barrel_2",1,"sc3d/potted_plant_1.scw","potted_plant_1",1,"sc3d/grass2.scw","sc3d/grass2.scw","sc3d/plant_1_small.scw",,1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile.scw","sc3d/fence_arcade.scw","sc3d/generic_rope_fence.scw",,"sc3d/indestructible_metal_1.scw",,,"BallArena","sc3d/mine_gem_spawn_retropolis.scw",,,,,60,150,87,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball_football","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/potted_plant_1.scw","potted_plant_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CastleCourtyard","TRUE","castlecourtyard_","sc/events.sc","event_fairytale_banner",,"Courtyard_Ingame","sc3d/bgr_castle_courtyard_ground.scw","sc3d/bgr_castle_courtyard.scw+sc3d/bgr_castle_courtyard_decos_xmas.scw",,,"sc3d/rock_castle_courtyard.scw","rock_1",90,"sc3d/rock_castle_courtyard.scw","rock_1",90,"sc3d/crate2.scw","crate_1",0,"sc3d/barrel1_dark.scw","barrel_1",1,"sc3d/potted_plant_castle_courtyard.scw","potted_plant_castle",90,"sc3d/grass10.scw","sc3d/grass10.scw","sc3d/deco_castle_courtyard.scw","deco1",1,,,1,"sc3d/fragile_castle_courtyard.scw",,90,,,1,"sc3d/water_tile_castle_courtyard.scw","sc3d/fence_castle_courtyard.scw","sc3d/castle_courtyard_rope_fence.scw",,"sc3d/indestructible_metal_1.scw",,,,"sc3d/mine_gem_spawn_castle_courtyard.scw",,,,,73,68,99,69,136,255,"castle_courtyard_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_castle_courtyard.scw","deco2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_castle_courtyard.scw","deco3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_castle_courtyard.scw","deco4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brawlywood","TRUE","brawlywood_","sc/events.sc","event_brawlywood_banner",,"Brawlywood_Ingame","sc3d/bgr_brawlywood_ground.scw","sc3d/bgr_brawlywood.scw",,,"sc3d/rock_brawlywood.scw","rock_1",90,"sc3d/rock_brawlywood.scw","rock_1",90,"sc3d/crate_brawlywood.scw","crate_1",90,"sc3d/film_reels.scw","film_reels",1,"sc3d/potted_palm_tree.scw","potted_palm_1",90,"sc3d/grass_town.scw","sc3d/grass_town.scw","sc3d/deco_brawlywood.scw","deco1",45,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile_town.scw","sc3d/fence_brawlywood.scw","sc3d/brawlywood_rope_fence.scw",,"sc3d/indestructible_metal_1.scw",,,,"sc3d/mine_gem_spawn_town.scw",,,,,175,116,135,69,136,255,"town_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/potted_palm_tree.scw","potted_palm_1b",90,,,"sc3d/deco_brawlywood.scw","deco2",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_brawlywood.scw","deco3",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_brawlywood.scw","deco4",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FightingGame",,"fightinggame_","sc/events.sc","event_tigerpit_banner",,"Retro_Fight_Ingame","sc3d/bgr_fighting_game_ground.scw","sc3d/bgr_fighting_game.scw","sc3d/bgr_fighting_game_hold.scw",,"sc3d/rock_voxel.scw","rock_1",0,"sc3d/rock_voxel.scw","rock_1b",0,"sc3d/crate_voxel.scw","crate_1",0,"sc3d/barrel_voxel.scw","barrel_1",90,"sc3d/potted_tree_voxel.scw","potted_tree",90,"sc3d/grass_voxel.scw","sc3d/grass_voxel.scw","sc3d/deco_voxel.scw","deco1",0,,,,"sc3d/vase_voxel.scw","vase_1",90,,,,"sc3d/water_tile_voxel.scw","sc3d/fence_voxel.scw","sc3d/voxel_rope_fence.scw",,"sc3d/indestructible_metal_1.scw",,,,"sc3d/mine_gem_spawn_voxel.scw",,,"SafeVoxel",,186,123,86,69,136,255,"fightinggame_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","fightinggame_heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_voxel.scw","deco2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Biodome",,"biodome_","sc/events.sc","event_biodome_banner",,"Biodome_Ingame","sc3d/bgr_biodome_ground.scw","sc3d/bgr_biodome.scw",,,"sc3d/blocking_biodome.scw","blocking_1",180,"sc3d/blocking_biodome.scw","blocking_1b",180,"sc3d/crate1.scw","crate_1",0,"sc3d/barrel_biodome.scw","barrel_2",0,"sc3d/biodome_eye_plant.scw",,30,"sc3d/grass_spaceweed.scw","sc3d/grass_spaceweed.scw","sc3d/biodome_deco.scw",,1,,,,"sc3d/fragile_biodome.scw","beahive",0,,,,"sc3d/water_tile_biodome.scw","sc3d/fence_biodome.scw","sc3d/biodome_rope_fence.scw","sc3d/payload_track.scw","sc3d/indestructible_metal_1.scw",,,,"sc3d/mine_gem_spawn_biodome.scw",,,,,36,69,126,,,,"biodome_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
