"Name","TID","Type","TypeCN","Disabled","ExistsApple","ExistsAndroid","ExistsCN","DisabledCN","ExistsAppleCN","ExistsAndroidCN","GeoSet","Diamonds","BonusPercentage","USD","Order","RMB","TencentID","IconExportName","FrameNumber","StarterPackNumber","XpLevelReq","ValueFactor","LabelTID","LabelValue","TagLabelTID","Bg","Decor","IsPromotion","Coins","RefundGemValue","PricingValueEqualGems","SCIDStore","PremiumPass","PremiumPlusPass","BundledTierCount","DiscountOf","BundledXP"
"com.supercell.laser.scid.gempack5","TID_SUPERCELL_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,2000,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BREAKDOWN",493,"TID_SHOP_LABEL_BEST_VALUE",,,,,2000,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid.seasonpass","TID_SUPERCELL_STORE_BRAWL_PASS",7,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,0,,999,2,,,,,,,,,,,,,,,169,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.scid.seasonpassbundle","TID_SUPERCELL_STORE_BRAWL_PASS_BUNDLE",7,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,0,,1999,3,,,,,,,,,,,,,,,169,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.gempack1_yt","TID_PROMOCODE_PACK",4,,,"FALSE","TRUE","FALSE","TRUE",,,,80,,499,9,,,,,,,,,,,,,"TRUE",0,0,,,,"FALSE",,,
"com.supercell.laser.scid.seasonpassbundle10","TID_SUPERCELL_STORE_BRAWL_PASS_BUNDLE",7,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,0,,999,3,,,,,,,,,,,,,,,469,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.seasonpassbundle5","TID_SHOP_SPECIAL_OFFER",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,999,0,,,,,,,,,,,,,,,319,,,"TRUE","TRUE",,,
"com.supercell.laser.scid10.gempack0","TID_SUPERCELL_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,33,,199,1,,,"shop_gem_0",0,,,,,,,,,,,33,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid10.gempack1","TID_SUPERCELL_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,88,,499,2,,,"shop_gem_1",1,,,,"TID_SHOP_LABEL_BREAKDOWN",5,,,,,,88,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid10.gempack2","TID_SUPERCELL_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,187,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_BREAKDOWN",19,"TID_SHOP_LABEL_POPULAR",,,,,187,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid10.gempack3","TID_SUPERCELL_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,396,,1999,4,,,"shop_gem_3",3,,,,"TID_SHOP_LABEL_BREAKDOWN",59,,,,,,396,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid10.gempack4","TID_SUPERCELL_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,1045,,4999,5,,,"shop_gem_4",4,,,,"TID_SHOP_LABEL_BREAKDOWN",196,,,,,,1045,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid10.gempack5","TID_SUPERCELL_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,2200,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BREAKDOWN",493,"TID_SHOP_LABEL_BEST_VALUE",,,,,2200,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer.seasonpassbundle5","TID_RAZER_STORE_BRAWL_PASS_BUNDLE5",7,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,0,,999,3,,,,,,,,,,,,,,,319,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.razer5.gempack0","TID_RAZER5_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,32,,199,1,,,"shop_gem_0",0,,,,,,,,,,,32,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer5.gempack1","TID_RAZER5_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,84,,499,2,,,"shop_gem_1",1,,,,,,,,,,,84,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer5.gempack2","TID_RAZER5_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,179,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,179,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer5.gempack3","TID_RAZER5_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,378,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,378,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer5.gempack4","TID_RAZER5_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,998,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,998,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer5.gempack5","TID_RAZER5_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2100,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2100,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer10.gempack0","TID_RAZER10_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,33,,199,1,,,"shop_gem_0",0,,,,,,,,,,,33,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer10.gempack1","TID_RAZER10_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,88,,499,2,,,"shop_gem_1",1,,,,,,,,,,,88,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer10.gempack2","TID_RAZER10_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,187,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,187,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer10.gempack3","TID_RAZER10_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,396,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,396,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer10.gempack4","TID_RAZER10_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1045,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1045,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer10.gempack5","TID_RAZER10_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2200,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2200,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer20.gempack0","TID_RAZER20_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,36,,199,1,,,"shop_gem_0",0,,,,,,,,,,,36,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer20.gempack1","TID_RAZER20_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,96,,499,2,,,"shop_gem_1",1,,,,,,,,,,,96,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer20.gempack2","TID_RAZER20_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,204,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,204,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer20.gempack3","TID_RAZER20_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,432,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,432,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer20.gempack4","TID_RAZER20_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1140,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1140,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.razer20.gempack5","TID_RAZER20_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2400,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2400,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda.seasonpassbundle5","TID_CODA_STORE_BRAWL_PASS_BUNDLE5",7,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,0,,999,3,,,,,,,,,,,,,,,319,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.coda5.gempack0","TID_CODA5_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,32,,199,1,,,"shop_gem_0",0,,,,,,,,,,,32,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda5.gempack1","TID_CODA5_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,84,,499,2,,,"shop_gem_1",1,,,,,,,,,,,84,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda5.gempack2","TID_CODA5_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,179,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,179,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda5.gempack3","TID_CODA5_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,378,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,378,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda5.gempack4","TID_CODA5_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,998,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,998,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda5.gempack5","TID_CODA5_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2100,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2100,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda10.gempack0","TID_CODA10_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,33,,199,1,,,"shop_gem_0",0,,,,,,,,,,,33,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda10.gempack1","TID_CODA10_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,88,,499,2,,,"shop_gem_1",1,,,,,,,,,,,88,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda10.gempack2","TID_CODA10_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,187,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,187,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda10.gempack3","TID_CODA10_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,396,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,396,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda10.gempack4","TID_CODA10_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1045,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1045,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda10.gempack5","TID_CODA10_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2200,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2200,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda20.gempack0","TID_CODA20_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,36,,199,1,,,"shop_gem_0",0,,,,,,,,,,,36,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda20.gempack1","TID_CODA20_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,96,,499,2,,,"shop_gem_1",1,,,,,,,,,,,96,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda20.gempack2","TID_CODA20_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,204,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,204,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda20.gempack3","TID_CODA20_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,432,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,432,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda20.gempack4","TID_CODA20_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1140,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1140,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coda20.gempack5","TID_CODA20_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2400,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2400,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas.seasonpassbundle5","TID_MIDAS_STORE_BRAWL_PASS_BUNDLE5",7,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,0,,999,3,,,,,,,,,,,,,,,319,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.midas5.gempack0","TID_MIDAS5_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,32,,199,1,,,"shop_gem_0",0,,,,,,,,,,,32,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas5.gempack1","TID_MIDAS5_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,84,,499,2,,,"shop_gem_1",1,,,,,,,,,,,84,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas5.gempack2","TID_MIDAS5_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,179,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,179,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas5.gempack3","TID_MIDAS5_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,378,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,378,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas5.gempack4","TID_MIDAS5_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,998,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,998,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas5.gempack5","TID_MIDAS5_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2100,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2100,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas10.gempack0","TID_MIDAS10_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,33,,199,1,,,"shop_gem_0",0,,,,,,,,,,,33,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas10.gempack1","TID_MIDAS10_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,88,,499,2,,,"shop_gem_1",1,,,,,,,,,,,88,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas10.gempack2","TID_MIDAS10_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,187,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,187,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas10.gempack3","TID_MIDAS10_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,396,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,396,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas10.gempack4","TID_MIDAS10_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1045,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1045,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas10.gempack5","TID_MIDAS10_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2200,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2200,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas20.gempack0","TID_MIDAS20_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,36,,199,1,,,"shop_gem_0",0,,,,,,,,,,,36,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas20.gempack1","TID_MIDAS20_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,96,,499,2,,,"shop_gem_1",1,,,,,,,,,,,96,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas20.gempack2","TID_MIDAS20_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,204,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,204,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas20.gempack3","TID_MIDAS20_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,432,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,432,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas20.gempack4","TID_MIDAS20_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1140,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1140,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.midas20.gempack5","TID_MIDAS20_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2400,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2400,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.coinpack2000_playpoints","TID_PROMOCODE_PACK",4,,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,999,9,,,,,,,,,,,,,"TRUE",2000,0,,"FALSE","FALSE","FALSE",,,
"com.supercell.laser.carry.seasonpassbundle5","TID_CARRY_STORE_BRAWL_PASS_BUNDLE5",7,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,0,,999,3,,,,,,,,,,,,,,,319,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.carry5.gempack0","TID_CARRY5_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,32,,199,1,,,"shop_gem_0",0,,,,,,,,,,,32,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry5.gempack1","TID_CARRY5_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,84,,499,2,,,"shop_gem_1",1,,,,,,,,,,,84,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry5.gempack2","TID_CARRY5_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,179,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,179,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry5.gempack3","TID_CARRY5_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,378,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,378,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry5.gempack4","TID_CARRY5_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,998,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,998,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry5.gempack5","TID_CARRY5_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2100,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2100,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry10.gempack0","TID_CARRY10_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,33,,199,1,,,"shop_gem_0",0,,,,,,,,,,,33,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry10.gempack1","TID_CARRY10_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,88,,499,2,,,"shop_gem_1",1,,,,,,,,,,,88,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry10.gempack2","TID_CARRY10_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,187,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,187,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry10.gempack3","TID_CARRY10_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,396,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,396,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry10.gempack4","TID_CARRY10_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1045,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1045,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry10.gempack5","TID_CARRY10_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2200,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2200,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry20.gempack0","TID_CARRY20_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,36,,199,1,,,"shop_gem_0",0,,,,,,,,,,,36,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry20.gempack1","TID_CARRY20_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,96,,499,2,,,"shop_gem_1",1,,,,,,,,,,,96,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry20.gempack2","TID_CARRY20_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,204,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_POPULAR",,"TID_SHOP_LABEL_POPULAR",,,,,204,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry20.gempack3","TID_CARRY20_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,432,,1999,4,,,"shop_gem_3",3,,,,,,,,,,,432,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry20.gempack4","TID_CARRY20_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,1140,,4999,5,,,"shop_gem_4",4,,,,,,,,,,,1140,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.carry20.gempack5","TID_CARRY20_STORE_GEM_PACK_6_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,2400,,9999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BEST_VALUE",,"TID_SHOP_LABEL_BEST_VALUE",,,,,2400,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.seasonpass.basic","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",100,0,,699,0,,,,,,,,,,,,,,,2800,,"FALSE","TRUE","FALSE",,,
