"rmsep","Loop","FollowParent","FollowParentAngle","FollowBone","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","GroundBasis","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","ChinaReplacement","FlashWidth","EffectZ"
,,,,,,,,,,,"ParticleEmitter",,,"gene_def_atk2Hit_blue",,"Above",,,100,,,,,,,
"rico_004_ulti",,,,,100,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_004_atk_impact",,"Above",,,150,,,,"rico_004_ulti_red",,,400
,,,,,,,,,,,"ParticleEmitter",,,"rico_def_ulti",,"Above",,,100,,,,,,,
"rico_004_ulti_red",,,,,,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_004_atk_impact_red",,"Above",,,150,,,,,,,400
,,,,,,,,,,,"ParticleEmitter",,,"rico_def_ulti_red",,"Above",,,100,,,,,,,
"rico_004_ulti_trail",,,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_trail_twinkle",,"Above",,,100,,,,"rico_004_ulti_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_trail_smoke",,"GroundHigh",,,100,,,,,,,
"rico_004_ulti_trail_red",,,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_trail_twinkle_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_trail_smoke_red",,"GroundHigh",,,100,,,,,,,
"rico_004_ulti_reached",,,,,,,,,,"Trickshot_bullet","ParticleEmitter",,,"rico_004_atk_end_bug",,"GroundHigh",,,100,,,,"rico_004_ulti_reached_red",,,0
,,,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_end_smoke",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_002_hitEnv_blue",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_004_atk_end_dots",,"Above",,,100,,,,,,,
"rico_004_ulti_reached_red",,,,,,,,,,"Trickshot_bullet","ParticleEmitter",,,"rico_004_atk_end_bug_red",,"GroundHigh",,,100,,,,,,,0
,,,,,,,,,,,"ParticleEmitter",,,"rico_004_ulti_end_smoke_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_002_hitEnv_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_004_atk_end_dots_red",,"Above",,,100,,,,,,,
"rico_005_atk",,,,,100,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_atk",,"Above",,,100,,,,"rico_005_atk_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_005_egg_drop",,"GroundHigh",,,100,,,,,,,
"rico_005_atk_red",,,,,100,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_atk_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_005_egg_drop_red",,"GroundHigh",,,100,,,,,,,
"rico_005_atk_reached",,,,,,,,,,,"ParticleEmitter",,,"leon_003_atk_egg_pieces",,"GroundHigh",,,100,,,,"rico_005_atk_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"leon_003_atk_reached_egg",,"GroundHigh",,,100,,,,,,,
"rico_005_atk_reached_red",,,,,,,,,,,"ParticleEmitter",,,"leon_003_atk_egg_pieces_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"leon_003_atk_reached_egg",,"GroundHigh",,,100,,,,,,,
"rico_005_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_hit_impact_2",,"Above",,,80,,,,"rico_005_atk_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_005_atk_hit_frags",,"Object",,,100,,,,,,,
"rico_005_atk_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_hit_impact_2",,"Above",,,50,,,,"rico_005_atk_hitEnv_red",,,
"rico_005_atk_hit_red",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_hit_impact_2_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_005_atk_hit_frags_red",,"Object",,,100,,,,,,,
"rico_005_atk_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_hit_impact_2_red",,"Above",,,50,,,,,,,
"rico_005_ulti",,,,,100,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_ulti",,"Above",,,100,,,,"rico_005_ulti_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_005_egg_drop_ulti",,"GroundHigh",,,100,,,,,,,
"rico_005_ulti_red",,,,,100,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_ulti_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_005_egg_drop_ulti_red",,"GroundHigh",,,100,,,,,,,
"rico_005_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"rico_005_ulti_reached",,"Object",,,50,,,,"rico_005_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"rico_005_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"rico_005_ulti_reached_red",,"Object",,,50,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"rico_005_ulti_hit",,,,,,,,,,,"ParticleEmitter",,,"rico_005_ulti_hit_feather",,"Above",,,100,,,,"rico_005_ulti_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"max_003_atk_hit_impact",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"max_003_atk_hit_wind",,"Above",,,100,,,,,,,
"rico_005_ulti_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"rico_005_ulti_hit_feather",,"Above",,,100,,,,"rico_005_ulti_hitEnv_red",,,
,,,,,,,,,,,,,,"max_003_atk_hit_wind",,"Above",,,100,,,,,,,
"rico_005_ulti_hit_red",,,,,,,,,,,"ParticleEmitter",,,"rico_005_ulti_hit_feather_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"max_003_atk_hit_impact_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"max_003_atk_hit_wind_red",,"Above",,,100,,,,,,,
"rico_005_ulti_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"rico_005_ulti_hit_feather_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,,,,"max_003_atk_hit_wind_red",,"Above",,,100,,,,,,,
"rico_006_atk",,,,,100,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_006_atk",,"Above",,,100,,,,"rico_006_atk_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_final_spark",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_atk_leaf_rotation",,"GroundHigh",,,100,,,,,,,
"rico_006_atk_red",,,,,100,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_006_atk_red01",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_atk_leaf_rotation_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_final_spark",,"GroundHigh",,,100,,,,,,,
"rico_006_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"rico_006_chr_impact_hit",,"Above",,,80,,,,"rico_006_atk_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_chr_impact_hit_glow",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_atk_hit_twinkles",,"Above",,,80,,,,,,,
"rico_006_atk_hit_red",,,,,,,,,,,"ParticleEmitter",,,"rico_006_chr_impact_hit_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_chr_impact_hit_glow_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_atk_hit_twinkles",,"Above",,,80,,,,,,,
"rico_006_atk_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"rico_006_Env_hit",,"Above",,,50,,,,"rico_006_atk_hitEnv_red",,,
"rico_006_atk_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"rico_006_Env_hit_red",,"Above",,,50,,,,,,,
"rico_006_atk_reached",,,,,,,,,,,"ParticleEmitter",,,"rico_006_reached_rot_bug",,"Above",,,50,,,,"rico_006_atk_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_reached_rot_bug_2",,"Above",,,50,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"rico_006_atk_reached_red",,,,,,,,,,,"ParticleEmitter",,,"rico_006_reached_rot_bug_red",,"Above",,,50,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_reached_rot_bug_2_red",,"Above",,,50,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
"rico_006_atk_trail",,,,,,,,,,,"ParticleEmitter",,,"rico_006_atk_trail1",,"Above",,,100,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"rico_006_ulti",,,,,,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_ulti",,"Above",,,100,,,,"rico_006_ulti_red",,,
"rico_006_ulti_red",,,,,,,,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_ulti_red",,"Above",,,100,,,,,,,
"rico_006_ulti_hit",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_hit_impact_2",,"Above",,,80,,,,"rico_006_ulti_hit_red",,,
"rico_006_ulti_hit_red",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_hit_impact_2_red",,"Above",,,80,,,,,,,
"rico_006_ulti_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"rico_006_ulti_hit_leaf",,"Above",,,100,,,,"rico_006_ulti_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_Env_hit",,"Above",,,50,,,,,,,
"rico_006_ulti_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"rico_006_Env_hit_red",,"Above",,,50,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rico_006_ulti_hit_leaf_red",,"Above",,,100,,,,,,,
"rico_006_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"rico_006_ulti_reached",,"Object",,,100,,,,"rico_006_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"rico_006_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"rico_006_ulti_reached_red1",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"rico_006_ulti_trail",,,,,,,,,,,"ParticleEmitter",,,"rico_006_ulti_trail02",,"Above",,,100,,,,"rico_006_ulti_trail_red",,,
"rico_006_ulti_trail_red",,,,,,,,,,,"ParticleEmitter",,,"rico_006_ulti_trail_red",,"Above",,,100,,,,,,,
"rosa_def_atk_swoosh",,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh",,"Above",,,100,,,,"rosa_def_atk_swoosh_red",,,
"rosa_def_atk_swoosh_red",,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh_red",,"Above",,,100,,,,,,,
"rosa_def_atk",,"TRUE",,,,,,,,"Rosa_punch","SWF","sc/effects_brawler.sc","rosa_def_atk_punch",,,"Above",,,100,,,,"rosa_def_atk_red",,,500
,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_leaves",,"Above",,,100,,,,,,,
"rosa_def_atk_red",,"TRUE",,,,,,,,"Rosa_punch","SWF","sc/effects_brawler.sc","rosa_def_atk_punch_red",,,"Above",,,100,,,,,,,500
,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_leaves_red",,"Above",,,100,,,,,,,
"rosa_def_ulti",,"TRUE",,,,,,,,"Rosa_ulti","SWF","sc/effects_brawler.sc","rosa_def_ulti_use",,,"Above",,,120,,,,"rosa_def_ulti_red",,,500
,,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_ground",,,"GroundHigh","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_ulti_leaves",,"GroundHigh",,,100,,,,,,,
"rosa_def_ulti_red",,"TRUE",,,,,,,,"Rosa_ulti","SWF","sc/effects_brawler.sc","rosa_def_ulti_use",,,"Above",,,120,,,,,,,500
,,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_ground",,,"GroundHigh","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_ulti_leaves_red",,"GroundHigh",,,100,,,,,,,
"rosa_def_ulti_loop","TRUE",,,,,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_loop",,,"Above",,,120,,,,,,,500
"rosa_def_hit",,,,,,,,,,,"ParticleEmitter",,,"rosa_def_hit_red",,"Above",,,100,,,,"rosa_def_hit_red",,,
"rosa_def_hit_red",,,,,,,,,,,"ParticleEmitter",,,"rosa_def_hit",,"Above",,,100,,,,,,,
"rosa_002_atk",,,,,,,,,,"Rosa_punch","SWF","sc/effects_brawler.sc","rosa_def_atk_punch",,,"Above",,,100,,,,"rosa_002_atk_red",,,500
,,,,,,,,,,,"ParticleEmitter",,,"rosa_002_atk_leaves",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_002_atk_bones",,"GroundHigh",,,100,,,,,,,
"rosa_002_atk_red",,,,,,,,,,"Rosa_punch","SWF","sc/effects_brawler.sc","rosa_def_atk_punch_red",,,"Above",,,100,,,,,,,500
,,,,,,,,,,,"ParticleEmitter",,,"rosa_002_atk_leaves",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_002_atk_bones_red",,"GroundHigh",,,100,,,,,,,
"rosa_004_atk",,"TRUE",,,,,,,,"Rosa_punch","ParticleEmitter",,,"rosa_004_atk_sparks1",,"GroundHigh",,,100,,,,"rosa_004_atk_red",,,500
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_sparks2",,"GroundHigh",,,100,,,,,,,500
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_sparks3",,"GroundHigh",,,100,,,,,,,500
"rosa_004_atk_red",,"TRUE",,,,,,,,"Rosa_punch","ParticleEmitter",,,"rosa_004_atk_sparks1_red",,"GroundHigh",,,100,,,,,,,500
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_sparks2_red",,"GroundHigh",,,100,,,,,,,500
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_sparks3_red",,"GroundHigh",,,100,,,,,,,500
"rosa_004_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit1_red",,"Above",,,100,,,,"rosa_004_atk_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks1_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks2_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks3",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks4_red",,"Above",,,100,,,,,,,
"rosa_004_atk_hit_red",,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit1",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks1",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks2",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks3",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit_sparks4",,"Above",,,100,,,,,,,
"rosa_004_atk_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit1",,"Above",,,70,,,,"rosa_004_atk_hitEnv_red",,,
"rosa_004_atk_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"rosa_004_atk_hit1_red",,"Above",,,70,,,,,,,
"rosa_004_ulti",,"TRUE",,,,,,,,"Rosa_ulti","ParticleEmitter",,,"rosa_004_ulti_glow",,"Above",,,100,,,,"rosa_004_ulti_red",,,500
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_ulti_circle",,"GroundHigh","TRUE",,100,,,,,,,
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_ulti_sparks1",,"Above",,,100,,,,,,,
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_ulti_barrier",,"Above",,,100,,,,,,,500
"rosa_004_ulti_red",,"TRUE",,,,,,,,"Rosa_ulti","ParticleEmitter",,,"rosa_004_ulti_glow",,"Above",,,100,,,,,,,500
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_ulti_circle",,"GroundHigh","TRUE",,100,,,,,,,
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_ulti_sparks1",,"Above",,,100,,,,,,,
,,"TRUE",,,,,,,,,"ParticleEmitter",,,"rosa_004_ulti_barrier",,"Above",,,100,,,,,,,500
"rosa_004_ulti_loop",,,,,,,,,,,,,,,,,,,,,,,,,,
"rosa_005_atk",,,,,,,,,,"Rosa_punch","ParticleEmitter",,,"rosa_005_atk_slash",,"Above",,,100,,,,"rosa_005_atk_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_crack",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_glow",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_leaves",,"Above",,,100,,,,,,,
"rosa_005_atk_red",,,,,,,,,,"Rosa_punch","ParticleEmitter",,,"rosa_005_atk_slash_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_crack",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_glow_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_leaves_red",,"Above",,,100,,,,,,,
"rosa_005_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_hit_red",,"Above",,,100,,,,"rosa_005_atk_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_impact_red",,"Above",,,100,,,,,,,
"rosa_005_atk_hit_red",,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_hit",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_impact",,"Above",,,100,,,,,,,
"rosa_005_atk_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_hit",,"Above",,,70,,,,"rosa_005_atk_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_hitEnv_leaves",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_impact",,"Above",,,70,,,,,,,
"rosa_005_atk_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_hit_red",,"Above",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_hitEnv_leaves_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_atk_impact_red",,"Above",,,70,,,,,,,
"rosa_005_ulti",,"TRUE",,,,,,,,"Rosa_ulti","ParticleEmitter",,,"rosa_005_ulti_leaves",,"GroundHigh",,,100,,,,"rosa_005_ulti_red",,,500
,,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_ground",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_ulti_barrier",,"Above",,,100,,,,,,,
"rosa_005_ulti_red",,"TRUE",,,,,,,,"Rosa_ulti","ParticleEmitter",,,"rosa_005_ulti_leaves_red",,"GroundHigh",,,100,,,,,,,500
,,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_ground",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"rosa_005_ulti_barrier",,"Above",,,100,,,,,,,
"ruffs_def_atk",,,,,150,,,,,"Ruff_Atk","SWF","sc/effects_brawler.sc","ruffs_def_atk",,,"Above",,,125,,,,"ruffs_def_atk_red",,,250
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atk_beams",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atk_dots",,"Above",,,100,,,,,,,
"ruffs_def_atk_red",,,,,150,,,,,"Ruff_Atk","SWF","sc/effects_brawler.sc","ruffs_def_atk_red",,,"Above",,,125,,,,,,,250
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atk_beams_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atk_dots_red",,"Above",,,100,,,,,,,
"ruffs_def_atk_trail",,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atk_trail",,"Above",,,100,,,,"ruffs_def_atk_trail_red",,,
"ruffs_def_atk_trail_red",,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atk_trail_red",,"Above",,,100,,,,,,,
"ruffs_def_atkHit",,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atkHit",,"Above",,,100,,,,"ruffs_def_atkHit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bull_003_atkHit_dots",,"Above",,,180,,,,,,,
"ruffs_def_atkHit_red",,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atkHit_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bull_003_atkHit_dots_red",,"Above",,,180,,,,,,,
"ruffs_def_atkEnv",,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atkEnv",,"Above",,,100,,,,"ruffs_def_atkEnv_red",,,
"ruffs_def_atkEnv_red",,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atkEnv_red",,"Above",,,100,,,,,,,
"ruffs_def_ulti_beacon",,,,,,,,,,"Ruff_Ulti_Beacon","SWF","sc/effects_brawler.sc","ruffs_def_ulti_beacon",,,"Above",,,100,,,,"ruffs_def_ulti_beacon_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundTop",,,100,,,,,,,
"ruffs_def_ulti_beacon_red",,,,,,,,,,"Ruff_Ulti_Beacon","SWF","sc/effects_brawler.sc","ruffs_def_ulti_beacon_red",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundTop",,,100,,,,,,,
"ruffs_def_ulti_trail",,"true",,,,,,,,"Ruff_Ulti_Throw","ParticleEmitter",,,"ruffs_def_ulti_trail_dots",,"Above",,,100,,,,"ruffs_def_ulti_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_trail_dots_blue",,"Above",,,100,,,,"ruffs_def_ulti_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_trail_ring",,"Above",,,100,,,,"ruffs_def_ulti_trail_red",,,
"ruffs_def_ulti_trail_red",,"true",,,,,,,,"Ruff_Ulti_Throw","ParticleEmitter",,,"bull_003_atk_trail_dots_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_trail_dots_red",,"Above",,,100,,,,"ruffs_def_ulti_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_trail_ring_red",,"Above",,,100,,,,"ruffs_def_ulti_trail_red",,,
"ruffs_def_ulti_item","true","true",,,,,,,,"Ruff_Ulti_Item","ParticleEmitter",,,"ruffs_def_ulti_item_ground",,"GroundTop","TRUE",,100,,,,"ruffs_def_ulti_item_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_item_twinkle",,"Above",,,,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_item_glow",,"Above",,,,,,,,,,
"ruffs_def_ulti_item_red","true","true",,,,,,,,"Ruff_Ulti_Item","ParticleEmitter",,,"ruffs_def_ulti_item_ground_red",,"GroundTop","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_item_twinkle_red",,"Above",,,,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_ulti_item_glow_red",,"Above",,,,,,,,,,
"ruffs_002_atk_trail",,"true",,,,,,,,"Ruff_Ulti_Throw","ParticleEmitter",,,"ruffs_002_atk_trail_dot",,"Above",,,100,,,,"ruffs_002_atk_trail_red",,,
"ruffs_002_atk_trail_red",,"true",,,,,,,,"Ruff_Ulti_Throw","ParticleEmitter",,,"ruffs_002_atk_trail_dot_red",,"Above",,,100,,,,,,,
"ruffs_002_ulti_beacon",,,,,,,,,,"Ruff_Ulti_Beacon","SWF","sc/effects_brawler.sc","ruffs_002_ulti_beacon",,,"Above",,,100,,,,"ruffs_002_ulti_beacon_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundTop",,,100,,,,,,,
"ruffs_002_ulti_beacon_red",,,,,,,,,,"Ruff_Ulti_Beacon","SWF","sc/effects_brawler.sc","ruffs_002_ulti_beacon_red",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundTop",,,100,,,,,,,
"ruffs_003_atk_trail",,"TRUE",,,,,,,,,"ParticleEmitter",,,"ruffs_003_atk_trail_stars",,"Object","TRUE",,100,,,,"ruffs_003_atk_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_003_atk_trail_twinkles",,"Above",,,100,,,,,,,
"ruffs_003_atk_trail_red",,"TRUE",,,,,,,,,"ParticleEmitter",,,"ruffs_003_atk_trail_stars_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ruffs_003_atk_trail_twinkles_red",,"Above",,,100,,,,,,,
"ruffs_003_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"ruffs_def_atkHit",,"Above",,,100,,,,"ruffs_003_atk_hit_red",,,
