TID,EN,AR,CN,CNT,DE,ES,FI,FR,HE,ID,IT,JP,KR,MS,NL,PL,PT,RU,TH,TR,VI
TID_CLUB_QUESTS_TUTORIAL,Complete your 3 Club quests this week to earn points for your Club,أنجز مهام الاتحاد الثلاث المطلوبة منك خلال هذا الأسبوع لربح النقاط من أجل اتحادك,完成您本周的3个战队任务，为战队赢取积分！,完成本週的3個戰隊任務，為戰隊贏取積分！,"Schließe in dieser Woche deine 3 Clubquests ab, um Punkte für deinen Club zu verdienen.",Completa tus 3 misiones del club de esta semana para ganar puntos para el club.,Ansaitse pisteitä jengillesi suorittamalla tämän viikon 3 jengitehtävääsi.,Réussissez 3 quêtes du club cette semaine pour gagner des points de club.,צריך להשלים 3 קווסטים של מועדונים השבוע כדי לזכות בנקודות עבור המועדון,Selesaikan 3 Tugas Geng minggu ini demi meraih poin untuk Geng,Accumula punti per il club completando le 3 missioni del club di questa settimana.,1週間以内に3つのクラブクエストをクリアして、クラブのためにポイントを獲得しましょう,한 주 동안 클럽 퀘스트 3개를 완료하여 클럽 포인트를 획득하세요.,Selesaikan 3 misi kelab anda pada minggu ini bagi memperoleh mata untuk kelab anda.,Voltooi je 3 clubopdrachten van deze week om punten voor je club te verdienen.,"Wykonaj 3 misje klubowe w tym tygodniu, aby zdobyć punkty dla swojego klubu",Complete 3 missões especiais esta semana para ganhar pontos para o seu clube.,"Пройди 3 клубных квеста на этой неделе, чтобы заработать очки для клуба.",ทำเควสต์คลับให้เสร็จสมบูรณ์ 3 เควสต์เพื่อรับแต้มสำหรับคลับของคุณ,Kulübüne puan kazandırmak için bu hafta üç kulüp görevi tamamlamalısın.,Hoàn thành 3 Nhiệm vụ Câu lạc bộ trong tuần này để kiếm điểm cho Câu lạc bộ của bạn.
TID_SPEC_ABI_WEAPON_THROWER_1_DESC,"Upon recalling his Knuckle Busters, Sam instantly recovers <c00cc00><VALUE1>%</c> of his missing health.",عند استدعاء القفازات الكماشة، يستعيد سام <c00cc00><VALUE1>%</c> من الصحة المفقودة على الفور.,召回碎骨指虎时，山姆立即恢复<c00cc00><VALUE1>%</c>失去的生命值。,召回碎骨指虎時，山姆立即恢複<c00cc00><VALUE1>%</c>失去的生命值。,"Wenn Sam seine Kampfhandschuhe zurückbekommt, erhält er sofort <c00cc00><VALUE1> %</c> seiner Trefferpunkte zurück.","Al recargar los revientanudillos, Sam recupera inmediatamente un <c00cc00><VALUE1></c> % de los puntos de salud que le faltan.",Raskaiden rystysten palauttamisen jälkeen Sam saa heti takaisin <c00cc00><VALUE1> %</c> puuttuvasta elinvoimastaan.,Sam récupère <c00cc00><VALUE1> %</c> de santé dès qu'il retrouve ses poings explosifs.,"לאחר שהחזיר את האגרופנים לידיו, סאם משחזר באופן מיידי <c00cc00>%<VALUE1></c> מבריאותו החסרה.","Saat Keling Sakti kembali, Sam akan langsung memulihkan <c00cc00><VALUE1>%</c> dari kesehatan yang hilang.","Quando riprende le Zanne metalliche, Sam recupera istantaneamente il <c00cc00><VALUE1>%</c> della salute mancante.",ナックルバスターを呼び戻すと、失ったHPの<c00cc00><VALUE1>％</c>を瞬時に回復する。,로켓 너클을 불러올 때 잃은 HP의 <c00cc00><VALUE1>%</c>를 바로 회복합니다.,"Apabila sarung besinya kembali semula, Sam segera memulihkan <c00cc00><VALUE1>%</c> nilai nyawanya.","Wanneer Sam zijn knokbeugels terugkrijgt, herstelt hij <c00cc00><VALUE1>%</c> van zijn ontbrekende gezondheid.",Po przywołaniu pięściołomotów Sam natychmiast odzyskuje <c00cc00><VALUE1>%</c> brakujących punktów życia.,"Ao recuperar sua manopla, Sam recupera <c00cc00><VALUE1>%</c> da saúde perdida instantaneamente.","Получив железные перчатки обратно, Сэм мгновенно восстанавливает <c00cc00><VALUE1> %</c> здоровья.",เมื่อเรียกสนับมือบัสเตอร์กลับมา แซมจะฟื้นฟูพลังชีวิตทันที <c00cc00><VALUE1>%</c> ของพลังชีวิตที่หายไป,"Sam, vahşi eldivenlerini geri çağırır çağırmaz <c00cc00>%<VALUE1></c> iyileşir.","Khi triệu hồi Găng tay thép, Sam sẽ ngay lập tức hồi lại <c00cc00><VALUE1>%</c> lượng máu đã mất."
TID_SOUL_COLLECTOR_DESC,"Calling an abandoned train ride home, Gus loves balloons. As legend has it, one day, he followed a floating balloon dog too far, got lost, and has been there ever since.",يسكن جاس في قطار مهجور، ويُعرف عنه شغفه بالبالونات. تقول الأسطورة إنه ذات يوم تتبع جاس بالون الكلب الطافي إلى مكان بعيد، ومنذ ذلك الحين بقى هناك بعد أن ضل طريقه.,格斯登上一辆废弃火车，踏上了回家的旅程。他非常喜欢气球。传说有一天，他跟着飘在空中的气球小狗跑了太远，迷路了。从那以后，他就再也没回来。,格斯登上一輛廢棄火車，卻迷失在回家的路程中。據傳有一天，這個喜歡氣球的孩子追逐氣球玩具狗到遙遠的地方，從那以後便再也沒有回來過。,"Gus ist in einer verlassenen Bahn zu Hause und liebt Ballons. Die Legende besagt, eines Tages sei er einem schwebenden Ballonhund zu weit gefolgt, hätte sich verlaufen und würde seitdem dort wohnen.","Gus vive en un vagón de tren abandonado y es un apasionado de los globos. Cuenta la leyenda que, un día, persiguió tan lejos a un perro hecho de globos que se perdió, y sigue allí desde entonces.","Hylätyssä junalaitteessa asuva Gus rakastaa ilmapalloja. Tarina kertoo, että eräänä päivänä hän seurasi leijailevaa ilmapallokoiraa liian kauas, eksyi ja on ollut täällä siitä asti.","Grand passionné de ballons, Gus s'est installé dans un petit train abandonné. Selon la légende, il aurait suivi un ballon volant jusqu'ici il y a bien longtemps et aurait décidé de rester.","גאס חובב בלונים ומתגורר ברכבת נטושה. האגדה מספרת שיום אחד הוא עקב אחרי בלון מרחף בצורת כלב, התרחק מדי, הלך לאיבוד ומאז הוא שם.","Tergila-gila dengan balon, Gus suka menghabiskan waktu di wahana kereta yang terabaikan. Konon, dia mengejar balon anjing terlalu jauh sampai tersesat dan tidak pernah kembali ke rumah.",Gus è un amante dei palloncini e vive da tempo in una giostra abbandonata. La leggenda dice che è apparso in quel luogo dopo essersi perso per aver seguito un palloncino a forma di cane.,廃列車で暮らすガスは、風船が大好きな男の子だ。ウワサによると、ある日、風船で作った犬を追いかけて道に迷い、それ以来列車に住みつくようになったらしい...,"잊혀진 폐허 같은 기차 안에 사는 거스는 언제나 풍선을 들고 다닙니다. 전해지는 이야기에 따르면, 둥둥 떠다니는 개 모양 풍선을 따라가다 길을 잃어 기차에 머물게 됐답니다.","Gus sukakan belon dan menghantui perjalanan kereta api yang terbiar. Menurut legenda, pada suatu hari, dia mengikuti sebiji belon anjing helium terlalu jauh sehingga sesat dan tidak pernah lagi ditemukan selepas itu.","Gus houdt van ballonnen. Er wordt gezegd dat hij op een dag een ballonhond volgde, verdwaald raakte en in een verlaten treinstel terechtkwam, waar hij tot op heden verblijft.","Gus mieszka w opuszczonej kolejce i uwielbia balony. Legenda głosi, że pewnego dnia pobiegł za daleko, goniąc za balonowym psem, zgubił się i został w tym miejscu na dobre.","Apaixonado por balões, Gus fez de um trem abandonado o seu lar. Segundo a lenda, ele seguiu um balão flutuante de cachorro até lá e resolveu ficar.","Гас живёт в заброшенном поезде-аттракционе. Он обожает воздушные шары. Говорят, однажды он побежал за таким шаром, заблудился и с тех пор не может найти дорогу обратно.",กัสเรียกรถไฟร้างว่าบ้านและรักลูกโป่งเป็นชีวิตจิตใจ เรื่องราวเล่าว่าวันหนึ่งเขาตามลูกโป่งน้องหมาที่ลอยไปไกลเกินไปจนหลงทางและไม่เคยกลับมานับแต่นั้น,"Unutulup gitmiş bir lunapark trenini evi belleyen Gus, balonlara bayılır. Efsaneye göre bir gün, balondan yapılma bir köpeğin peşinden koştururken kaybolmuş ve bir daha evine dönememiş.","Gus là một cậu bé rất thích bong bóng và trú ngụ trên một chiếc tàu hỏa bỏ hoang. Truyền thuyết kể rằng, một ngày nọ Gus đuổi theo một chú chó bong bóng bay, vì đi quá xa nên cậu ta đã bị lạc và ở lại đây kể từ đó."
TID_ESPORTS_OFFER_SUBTITLE_PINS,Pin Set,مجموعة تعبيرات,系列表情,系列表情,Pinset,Conjunto de reacciones,merkkisetti,Ensemble d'émotes,ערכת סיכות,Set Pin,Set di reazioni,ピンズセット,핀 세트,Set Pin,Set van reacties,Zestaw odznak,Pacote de reações,Комплект значков,เซ็ตอีโมจิ,Rozet seti,Bộ sưu tập Huy hiệu
TID_ESPORTS_OFFER_ITEM_PINS,Pin,تعبير,表情,表情,Pin,Reacción,Merkki,Émote,סיכה,Pin,Reazione,ピンズ,핀,Pin,Reactie,Odznaka,Reação,Значок,อีโมจิ,Rozet,Huy hiệu
TID_EMOTE_BUNDLE_MORTIS_MECHA_PACK,Mecha Mortis pin pack,باقة تعبيرات مورتيس الآلي,机甲莫提斯表情礼包,機甲莫提斯表情特惠包,Mortis-Pinpaket,Lote de reacciones de Mortis meca,Mecha-Mortisin merkkipaketti,Pack d'émotes Mortis mécha,חבילת סיכות של מורטיס המכני,Paket Pin Mortis Mecha,Pacc. reazioni di Mortis mecha,メカ モーティスピンズパック,메카 모티스 핀 팩,Pek pin Mortis Mecha,Reactieset van Mecha-Mortis,Pakiet odznak Mecha Mortis,Pacote de reações do Mortis Robô,Набор значков «Мортис-меха»,แพ็คอีโมจิเมก้ามอร์ติส,Robot Mortis rozet paketi,Gói Huy hiệu Mortis Robot
TID_HINT_48,Use Pins and Sprays in-game to express your emotions.,استخدم التعبيرات والبخاخات داخل اللعبة للتعبير عن مشاعرك.,在对战中使用表情和喷漆表达自己。,在對戰中使用表情和噴漆展現自我。,"Zeig mit Pins und Sprays, wie du dich fühlst.",Utiliza reacciones y sprays en el juego para expresar lo que sientes.,Ilmaise itseäsi pelissä merkeillä ja sprayilla!,Exprimez-vous au combat avez des émotes et des tags !,מומלץ להשתמש בסיכות ובתרסיסים במהלך המשחק כדי להביע רגשות.,Gunakan Pin dan Cat untuk menunjukkan perasaanmu dalam game.,Esprimi le tue emozioni in gioco con reazioni e graffiti.,ゲーム中は、ピンズやスプレーを使って感情を表現しましょう。,게임 중에 핀과 스프레이를 써서 기분을 표현하세요.,Guna pin dan semburan dalam permainan untuk menunjukkan emosi anda.,Gebruik reacties en sprays om je uit te drukken tijdens gevechten.,"Używaj odznak i sprejów w grze, aby wyrazić emocje.",Use reações e sprays no jogo para se expressar.,"Используй значки и спреи, чтобы выражать настроение в игре.",ใช้อีโมจิและสเปรย์ในเกมเพื่อแสดงอารมณ์ของคุณ,Oyun içinde rozetler ve spreylerle kendini ifade edebilirsin.,Dùng Huy hiệu và Sơn xịt trong trò chơi để thể hiện cảm xúc.
TID_HINT_55,Use Friendly Battles to practice and improve your skills.,استفد من المعارك الودية في ممارسة مهاراتك وتحسينها.,利用友谊战来练习和提升您的对战技巧,利用友誼戰來練習和提升你的對戰技巧,Mit Testspielen kannst du üben und dich verbessern.,Usa las batallas amistosas para practicar y mejorar tus habilidades.,Harjoittele ja paranna taitojasi ystävyysotteluissa.,Lancez des combats amicaux pour vous entraîner et vous améliorer.,כדאי להיעזר בקרבות ידידותיים כדי לתרגל את הכישורים ולשפר אותם.,Gunakan Laga Persahabatan untuk berlatih dan mengasah kemampuan!,Combatti nelle battaglie amichevoli per far pratica e affinare le tue abilità.,フレンドバトルで練習して、スキルを磨きましょう。,친선 전투를 통해 연습하고 기술을 향상시키세요.,Guna pertempuran persahabatan untuk berlatih dan meningkatkan kemahiran anda.,Oefen en verbeter je vaardigheden in vriendschappelijke gevechten.,Ćwicz i doskonal umiejętności w bitwach dla znajomych.,Use batalhas amistosas para praticar.,"Участвуй в дружеских боях, чтобы потренироваться и отточить навыки!",ใช้ \qการต่อสู้ฉันมิตร\q เพื่อฝึกฝนและพัฒนาฝีมือของคุณ,"Dostluk maçları, pratik yaparak becerilerini geliştirmeni sağlar.",Luyện tập và cải thiện kỹ năng trong các Trận chiến Giao hữu.
TID_EMOTE_BUNDLE_OUTLAW_PACK,Calamity Gang Pin pack,باقة تعبير عصابة الكوارث,劫难战团表情礼包,浩劫災星幫表情特惠包,Chaos-Gang-Pinpaket,Lote de reacciones de La banda de la calamidad,Katalan koplan merkkipaketti,Pack d'émotes du gang des calamités,חבילת סיכות של חבורת האסון,Paket Pin Geng Mara Bahaya,Pacc. reazioni della Calamity Gang,カラミティギャングピンズパック,컬래미티 갱 핀 팩,Pek Pin Geng Gempar,Reactiepakket van de onheilsbende,Pakiet odznak Koszmarnego Gangu,Pacote de reações da Gangue do Caos,Набор значков «Головорезы»,แพ็คอีโมจิแก๊งหายนะ,Felaket çetesi rozet paketi,Gói Huy hiệu Băng Bất Hảo
TID_FIRST_GADGET_TUTORIAL_HEADER_DESC,An extra ability for your Brawler,قدرة إضافية لبطلك,英雄的一项额外技能,英雄的一項額外技能,Eine zusätzliche Fähigkeit für deinen Brawler.,Una habilidad extra para tu brawler.,Lisäkyky rämäpäällesi,Capacité supplémentaire pour votre brawler,יכולת נוספת לבראולר שלך,Kemampuan ekstra untuk Jagoan,Un'abilità aggiuntiva per il brawler.,キャラクターに追加能力を付与,브롤러에게 추가 능력을 부여합니다.,Keupayaan tambahan untuk brawler anda.,Een extra vaardigheid voor je knokker.,Dodatkowa zdolność dla twojego Zadymiarza,Uma habilidade extra para o seu Brawler.,Дополнительная способность бойца,ความสามารถเสริมสำหรับบรอว์เลอร์ของคุณ,Savaşçın için ekstra bir yetenek,Một kỹ năng bổ sung cho Chiến binh Brawl của bạn
TID_FIRST_GADGET_TUTORIAL_2_DESC,Unique Gadgets for every Brawler,أجهزة فريدة لكل بطل,每个英雄都有自己独特的随身妙具,每個英雄都有自己專屬的武裝配件,Einzigartige Gadgets für jeden Brawler.,Cada brawler tiene gadgets únicos.,Jokaiselle rämäpäälle on omat varusteensa.,Des gadgets uniques pour chaque brawler,גאדג‘טים ייחודיים לכל בראולר,Gadget unik untuk setiap Jagoan,Ognuno di loro ha dei gadget unici.,各キャラクターには専用ガジェットが存在します。,각 브롤러는 고유의 가젯을 가지고 있습니다.,Alat unik untuk setiap brawler.,Unieke gadgets voor elke knokker.,Wyjątkowe gadżety dla każdego Zadymiarza,Acessórios exclusivos para cada Brawler.,У каждого бойца есть свои уникальные гаджеты.,อุปกรณ์เสริมเฉพาะสำหรับบรอว์เลอร์ทุกตัว,Tüm savaşçılar için eşsiz aksesuarlar,Phụ kiện độc đáo cho mọi Chiến binh Brawl
TID_FIRST_STARPOWER_TUTORIAL_HEADER_DESC,Unique passive abilities for your Brawler,قدرات فريدة لبطلك,英雄独特的被动技能,英雄的專屬被動技能,Einzigartige passive Fähigkeiten für deinen Brawler.,Habilidades pasivas únicas para tu brawler.,Ainutlaatuisia passiivisia kykyjä rämäpäällesi,Capacités passives exclusives pour votre brawler,יכולות פסיביות ייחודיות לבראולר שלך,Kemampuan pasif unik untuk Jagoan,Abilità passive e uniche per il brawler.,キャラクターにパッシブスキルを付与,브롤러의 특별한 패시브 능력입니다.,Keupayaan pasif unik untuk brawler anda.,Unieke passieve vaardigheden voor je knokker.,Wyjątkowe pasywne zdolności dla twojego Zadymiarza,Habilidades passivas e exclusivas para o seu Brawler.,Уникальные пассивные способности бойца,ความสามารถติดตัวเฉพาะสำหรับบรอว์เลอร์ของคุณ,Savaşçın için benzersiz pasif yetenekler,Các kỹ năng bị động độc đáo cho Chiến binh Brawl của bạn
TID_FIRST_STARPOWER_TUTORIAL_2_DESC,Unique Star Powers for every Brawler,قدرات خاصة فريدة لكل بطل,每个英雄都有自己独特的星徽之力,每個英雄都有自己專屬的能力之星,Einzigartige Starpowers für jeden Brawler.,Cada brawler tiene habilidades estelares únicas.,Jokaiselle rämäpäälle on omat tähtivoimansa.,Des pouvoirs star uniques pour chaque brawler,כוחות כוכב ייחודיים לכל בראולר,Kekuatan Bintang unik untuk setiap Jagoan,Ognuno di loro ha delle abilità stellari uniche.,各キャラクターには専用スターパワーが存在します。,각 브롤러는 고유의 스타 파워를 가지고 있습니다.,Kuasa bintang unik untuk setiap brawler.,Unieke sterrenkrachten voor elke knokker.,Wyjątkowe gwiezdne moce dla każdego Zadymiarza,Os poderes de estrela são exclusivos para cada Brawler.,Каждый боец обладает уникальными звёздными силами.,พลังดวงดาวเฉพาะสำหรับบรอว์เลอร์ทุกตัว,Tüm savaşçılar için eşsiz yıldız güçleri,Sức mạnh Sao độc đáo cho mọi Chiến binh Brawl
TID_FIRST_GEAR_TUTORIAL_2_DESC,Multiple Gears available for each Brawler,كثير من العتاد لكل بطل,英雄可以使用多种不同的强化装备,英雄可以使用多種不同的強化裝置,Für jeden Brawler sind verschiedene Ausrüstungen verfügbar.,Cada brawler puede acceder a múltiples refuerzos.,Joka rämäpäälle on saatavilla useita eri tehostimia.,Plusieurs équipements pour chaque brawler,פריטי ציוד רבים זמינים לכל בראולר,Beberapa Buster tersedia untuk setiap Jagoan,Ogni brawler ha a disposizione equipaggiamenti diversi.,各キャラクターは複数のギアを装備可能です。,각 브롤러는 다양한 기어를 활용할 수 있습니다.,Setiap brawler ada berbilang pelengkap.,Er zijn meerdere uitrustingen beschikbaar voor elke knokker.,Wiele elementów wyposażenia dostępnych dla każdego Zadymiarza,Cada Brawler pode ter várias engrenagens.,Каждому бойцу доступно несколько видов снаряжения.,บรอว์เลอร์แต่ละตัวมีเครื่องมือได้หลายชิ้น,Her savaşçı için birden fazla eşya vardır.,Mỗi Chiến binh Brawl sẽ có nhiều trang bị
TID_SPEC_ABI_SHIELD_TANK_1_DESC,Buster's Lens Flare deals <c00cc00><VALUE1>%</c> more damage for each ally in his Super's charge area.,يمنح فلاش عدسة باستر <c00cc00><VALUE1>%</c> من الضرر الإضافي لكل حليف في منطقة شحن زخمه.,巴斯特的超级技能充能范围内每有一名友军，镜头眩光的伤害就会提升<c00cc00><VALUE1>%</c>。,巴斯特的超級技能蓄能範圍內每有一名友軍，鏡頭耀光的傷害就會提升<c00cc00><VALUE1>%</c>。,"Busters Lichtreflex verursacht <c00cc00><VALUE1> %</c> mehr Schaden für jeden Verbündeten, der sich im Bereich seiner Superaufladung aufhält.",Destello de lente inflige un <c00cc00><VALUE1> %</c> más de daño por cada aliado que se encuentre en su área de carga de su súper.,Busterin linssiheijastus tekee <c00cc00><VALUE1> %</c> enemmän tuhoa jokaista hänen supervoimansa latausalueella olevaa liittolaista kohti.,Le rayon lumineux de Buster inflige <c00cc00><VALUE1> %</c> de dégâts supplémentaires pour chaque allié se trouvant dans la zone de charge du super.,אלומת האור של באסטר גורמת <c00cc00>%<VALUE1></c> יותר נזק לכל בעל ברית בשטח טעינת הסופר שלו.,Serangan Lensa Reflektor Cam memberikan kerusakan <c00cc00><VALUE1>%</c> lebih banyak untuk setiap rekan Jagoan yang berada di area pengisian kekuatan Super.,Il Flare causa il <c00cc00><VALUE1>%</c> di danni in più per ogni alleato che si trova nell'area di caricamento della super di Buster.,通常攻撃のダメージを、必殺技チャージエリア内の味方1人につき<c00cc00><VALUE1>％</c>増加させる。,버스터의 특수 공격 충전 영역 내의 팀원 한 명마다 렌즈 플레어가 <c00cc00><VALUE1>%</c>의 추가 피해를 줍니다.,Suar Kanta Buster melakukan <c00cc00> <VALUE1>%</c> lebih banyak kerosakan untuk setiap sekutu yang berada dalam kawasan cas Supernya.,Busters hoofdaanval brengt <c00cc00><VALUE1>%</c> meer schade toe voor elke bondgenoot die zich in het oplaadgebied van zijn super bevindt.,Efekt flary Bustera zadaje <c00cc00><VALUE1>%</c> więcej obrażeń za każdego sojusznika znajdującego się na jego obszarze superdoładowania.,A Lente Refletora do Buster inflige <c00cc00><VALUE1>%</c> mais dano por cada aliado dentro da área do Super.,Основная атака Бастера наносит на <c00cc00><VALUE1> %</c> больше урона за каждого союзника в зоне зарядки его Супера.,แสงแฟลร์ของบัสเตอร์สร้างความเสียหายเพิ่มเติมอีก <c00cc00><VALUE1>%</c> ต่อพันธมิตรหนึ่งคนที่อยู่ในบริเวณชาร์จท่าไม้ตาย,"Buster'ın lens yansıması saldırısı, süper dolum alanındaki takım arkadaşı başına <c00cc00>%<VALUE1></c> daha fazla hasar verir.","Với mỗi đồng đội đứng trong phạm vi Tuyệt chiêu của mình, Ánh đèn máy chiếu của Buster gây thêm <c00cc00><VALUE1>%</c> sát thương."
TID_SPEC_ABI_SHIELD_TANK_2_DESC,"While Montage is active Buster takes <c00cc00><VALUE1>%</c> less damage and is immune to knockbacks, slows and stuns.",أثناء تفعيل المونتاج، يتكبد باستر ضررًا أقل بنسبة <c00cc00><VALUE1>%</c>، ويصبح محصنًا ضد الدفع للخلف والإبطاء والإضعاف.,超级技能生效期间，巴斯特受到的伤害减少<c00cc00><VALUE1>%</c>，并免疫击退、减速和击晕效果。,使用超級技能時，巴斯特受到的傷害減少<c00cc00><VALUE1>%</c>，並免疫擊退、減速和擊暈效果。,"Wenn Montage aktiv ist, erleidet Buster <c00cc00><VALUE1> %</c> weniger Schaden und ist immun gegen Zurückstoßen, Verlangsamungen und Lähmungseffekte.","Mientras Montaje está activo, Buster recibe un <c00cc00><VALUE1> %</c> menos de daño y no puede ser empujado, ralentizado o aturdido.","Montaasin ollessa aktivoituna Buster kärsii <c00cc00><VALUE1> %</c> vähemmän tuhoa eikä häntä voi työntää taaksepäin, hidastaa tai lamaannuttaa.","Quand Montage est activé, Buster encaisse <c00cc00><VALUE1> %</c> de dégâts en moins et ne peut plus être ralenti, repoussé ou étourdi.","כשהמונטאז‘ פעיל, באסטר סופג <c00cc00>%<VALUE1></c> פחות נזק והוא חסין מפני הדיפות, האטות ושיתוקים.","Saat Perisai Proyeksi aktif, Cam menerima kerusakan <c00cc00><VALUE1>%</c> lebih sedikit dan menjadi kebal terhadap hantaman mundur, efek lambat, dan efek kejut.","Mentre Montaggio è attivo, Buster riceve il <c00cc00><VALUE1>%</c> di danni in meno ed è immune a respinte, rallentamenti e stordimenti.",モンタージュを使用中、バスターの被ダメージを<c00cc00><VALUE1>％</c>減少させ、ノックバック、スローダウン、気絶を無効にする。,"몽타주가 활성화되어 있는 동안 버스터가 입는 피해량이 <c00cc00><VALUE1>%</c> 감소하며, 넉백, 감속 및 마비 효과에 면역 상태가 됩니다.","Ketika Montaj aktif, Buster menerima <c00cc00><VALUE1>%</c> lebih kurang kerosakan dan tidak terjejas oleh tolakan, kelambatan dan pegun.","Terwijl zijn super actief is, loopt Buster <c00cc00><VALUE1>%</c> minder schade op en kan hij niet worden teruggeslagen, verdoofd of vertraagd.","Gdy montaż jest aktywny, Buster ponosi <c00cc00><VALUE1>%</c> mniej obrażeń i jest odporny na odepchnięcie, spowolnienie i ogłuszenie.","Enquanto o ataque Montagem estiver ativo, Buster recebe <c00cc00><VALUE1>%</c> menos dano e fica imune a atordoamento, desaceleramento e empurrões.","Во время действия Супера Бастер получает на <c00cc00><VALUE1> %</c> меньше урона и невосприимчив к отбрасыванию, замедлению и оглушению.",เมื่อเปิดใช้งานตัดต่อซ้อนภาพ บัสเตอร์จะรับความเสียหายลดลง <c00cc00><VALUE1>%</c> และจะต้านทานการกระเด็น สโลว์ และสตัน,"Montaj gücü etkinken Buster <c00cc00>%<VALUE1></c> daha az hasar alır ve geri püskürtmelerden, yavaşlatmalardan ve sersemletmelerden etkilenmez.","Khi Thước phim bảo hộ đang được kích hoạt, sát thương Buster nhận vào được giảm <c00cc00><VALUE1>%</c>, đồng thời miễn nhiễm với các đòn tấn công có khả năng đẩy lùi, làm chậm tốc độ và gây choáng."
TID_ACCESSORY_SHIELD_TANK_GADGET_1_DESC,Buster heals himself and all nearby allies for <c00cc00><VALUE1></c> health for each ally in his Super's charge area.,يعالج باستر نفسه وكل الحلفاء القريبين بمقدار <c00cc00><VALUE1></c> من الصحة للحليف الواحد في نطاق شحن زخمه.,巴斯特的超级技能充能范围内每有一名友军，他就会为自己和附近的所有友军恢复<c00cc00><VALUE1></c>生命值。,巴斯特為自己和附近的友軍恢復生命值。他的超級技能蓄能範圍內每有一名友軍，生命值恢復量就會提升<c00cc00><VALUE1></c>。,"Buster heilt sich und Verbündete in der Nähe um <c00cc00><VALUE1></c> Trefferpunkte pro Verbündetem, der in seinem Superaufladungsbereich ist.",Tanto Buster como los aliados que se encuentren cerca de él recuperarán <c00cc00><VALUE1></c> puntos de salud por cada aliado que se encuentre en el área de carga de su súper.,Buster parantaa itseään ja kaikkia lähellä olevia liittolaisia <c00cc00><VALUE1></c> pisteen verran jokaista supervoiman latausalueella olevaa liittolaista kohti.,Buster et tous les alliés à proximité récupèrent <c00cc00><VALUE1></c> points de santé pour chaque allié dans la zone de charge du super.,באסטר מרפא את עצמו ואת בעלי הברית הסמוכים ב-<c00cc00><VALUE1></c> נקודות בריאות לכל בעל ברית בשטח טעינת הסופר שלו.,Cam memulihkan kesehatan dirinya dan rekan Jagoan terdekat sebesar <c00cc00><VALUE1></c> untuk tiap rekan yang berada di area pengisian kekuatan Super.,Buster cura sé stesso e tutti i personaggi alleati vicini di <c00cc00><VALUE1></c> punti salute per ogni alleato che si trova nell'area di caricamento della sua super.,必殺技チャージエリアにいる味方1体につき、自分と周囲にいる味方のHPを<c00cc00><VALUE1></c>回復させる。,버스터의 특수 공격 충전 영역 내에 있는 각 팀원과 자신의 HP가 <c00cc00><VALUE1></c>만큼 회복됩니다.,Buster menyembuhkan dirinya dan semua sekutu yang berada dalam kawasan cas Supernya sebanyak <c00cc00><VALUE1></c> nilai nyawa setiap seorang.,Buster geneest zichzelf en nabije bondgenoten met <c00cc00><VALUE1></c> levenspunten voor elke bondgenoot die zich in het oplaadgebied van zijn super bevindt.,Buster przywraca sobie i wszystkim pobliskim sojusznikom <c00cc00><VALUE1></c> pkt życia za każdego sojusznika znajdującego się na jego obszarze superdoładowania.,Buster e os aliados próximos recuperam <c00cc00><VALUE1></c> pontos de vida por cada aliado dentro da área do Super.,Бастер восстанавливает себе и ближайшим союзникам по <c00cc00><VALUE1></c> очков здоровья за каждого союзника в зоне зарядки его Супера.,บัสเตอร์จะฟื้นฟูพลังชีวิตให้ตัวเองและพันธมิตรทั้งหมดที่อยู่ใกล้เคียง <c00cc00><VALUE1></c> หน่วยต่อพันธมิตรหนึ่งคนที่อยู่ในบริเวณชาร์จท่าไม้ตาย,"Buster, kendini ve yakınındaki tüm dost karakterleri süper dolum alanındaki takım arkadaşı başına <c00cc00><VALUE1></c> iyileştirir.","Với mỗi đồng đội đứng trong phạm vi Tuyệt chiêu của mình, Buster sẽ hồi phục <c00cc00><VALUE1></c> máu cho chính mình và tất cả đồng đội ở gần."
