"TID","FR"
"TID_COIN_BOOST_TITLE_WITH_TIME","Rallonger durée du boost de pièces"
"TID_COIN_BOOST_INFO_WITH_TIME","Ajoutez <c0000ff><DAYS></c> jours à la durée de votre boost.\n\nLe boost de pièces vous fait gagner <c009900><BOOST> %</c> de pièces en plus."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Dégâts par dynamite"
"TID_STARS_1","Attention, vous avez un cristal !"
"TID_STARS_2","Attention, vous avez des cristaux !"
"TID_STARS_3","Attention, vous avez beaucoup de cristaux !"
"TID_STARS_4","Attention, vous avez un tas de cristaux !"
"TID_EVENT_LOCKED","Bloqué"
"TID_SPECIAL_EVENT_TITLE_TOP","ÉVÈNEMENT SPÉCIAL"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","activé pendant"
"TID_SPECIAL_EVENT_STATUS_FUTURE","commence dans"
"TID_EVENT_COMING_UP_INFO","Cet évènement commence dans <TIME>"
"TID_SHOTGUN_DEFAULT_SKIN","Par défaut"
"TID_GUNSLINGER_DEFAULT_SKIN","Par défaut"
"TID_BULL_DEFAULT_SKIN","Par défaut"
"TID_ROCKET_DEFAULT_SKIN","Par défaut"
"TID_ROCKET_BEACH_SKIN","Plage"
"TID_TNT_DEFAULT_SKIN","Par défaut"
"TID_LUCHADOR_DEFAULT_SKIN","Par défaut"
"TID_TRICKSHOT_DEFAULT_SKIN","Par défaut"
"TID_CACTUS_DEFAULT_SKIN","Par défaut"
"TID_CACTUS_PINK_SKIN","Rose"
"TID_BARKEEP_DEFAULT_SKIN","Par défaut"
"TID_MECHANIC_DEFAULT_SKIN","Par défaut"
"TID_SHAMAN_DEFAULT_SKIN","Par défaut"
"TID_SHAMAN_PANDA_SKIN","Panda"
"TID_UNDERTAKER_DEFAULT_SKIN","Par défaut"
"TID_CROW_DEFAULT_SKIN","Par défaut"
"TID_CROW_WHITE_SKIN","Corbeau blanc"
"TID_DEADMARIACHI_DEFAULT_SKIN","Par défaut"
"TID_BOW_DEFAULT_SKIN","Par défaut"
"TID_SNIPER_DEFAULT_SKIN","Par défaut"
"TID_MINIGUN_DEFAULT_SKIN","Par défaut"
"TID_BULL_HAIR_SKIN","Viking"
"TID_TRICKSHOT_GOLD_SKIN","Doré"
"TID_BARKEEP_GOLD_SKIN","Doré"
"TID_GUNSLINGER_ROCKSTAR_SKIN","Rockstar"
"TID_STAT_HEAL","Soins"
"TID_LUCHADOR_RUDO_SKIN","El Rudo"
"TID_EVENTS_NEW_EVENT","Nouvel événement !"
"TID_SETTINGS_BRAWLHINTS","Indices de combat"
"TID_COLLECTED_COINS_INFO","Vous avez récupéré <CURRENT> pièces pour un maximum de <MAX> dans <PLANET>"
"TID_COLLECTED_COINS_INFO_CAPPED","Vous avez récupéré toutes les pièces disponibles dans <PLANET>"
"TID_FIRST_WIN_ON_PLANET_INFO","La première victoire contre des joueurs dans <PLANET> vous fait gagner <AMOUNT> pièces en plus"
"TID_NOT_ENOUGH_TICKETS","Pas assez de tickets"
"TID_EVENT_LIST_GAME_ROOMS","Salles de jeux"
"TID_COOP","Brawl coopératif"
"TID_COOP_NOT_SUPPORTED","Brawl coopératif non disponible pour cet évènement"
"TID_PRACTISE_NOT_SUPPORTED","Bot brawl non disponible pour cet évènement"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nouvelle connexion Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Voulez-vous associer votre partie à ce compte Facebook ?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Débloque <HERO> pour cet avatar"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Invitez vos amis\npour jouer ensembles"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 c. 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Un seul survivant"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","3 c robots"
"TID_HIGHSTAKES_TITLE","GROS JEUX"
"TID_HIGHSTAKES_REWARDS","Récompenses x<COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Quitter Brawl Stars ?"
"TID_POPUP_ANDROID_EXIT","Voulez-vous vraiment quitter Brawl Stars ?"
"TID_ROOM_NOT_SUPPORTED","Les salles de jeux ne sont pas disponibles pour cet évènement"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Échec de l'achat"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Le serveur de facturation ne répond pas. Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","OK"
"TID_IAP_NOT_AVAILABLE","Veuillez activer les achats intégrés dans les paramètres de restriction de votre appareil."
"TID_STAT_DAMAGE_PER_ARROW","Dégâts par flèche"
"TID_STAT_DAMAGE_PER_MINE","Dégâts par piège"
"TID_STAT_DAMAGE_PER_SPIKE","Dégâts par épine"
"TID_STAT_DAMAGE_PER_DAGGER","Dégâts par dague"
"TID_FRIENDS_FACEBOOK_CONNECTED","Connecté à Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Connectez-vous à Facebook pour trouver vos amis dans le jeu !"
"TID_FRIENDS_NO_FRIENDS","Aucun amis"
"TID_UNLOCK_SKIN_CONTENT","Acheter skin <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Connexion interrompue"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Un autre appareil se connecte à ce jeu."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Recharger"
"TID_BAD_CONNECTION","Mauvaise connexion réseau"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Ce compte Facebook est déjà associé à une autre partie de Brawl Stars. L'associer à la partie en cours à la place ?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Récompense de l'évènement récupérée"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> gemmes reçues !"
"TID_BLOCKED_TEAM_READY","Ne peut pas être affiché tant que vous êtes prêt"
"TID_SHOTGUN_BANDITA_SKIN","Bandita"
"TID_SHUTDOWN_STARTED","Le jeu va être fermé pour une courte maintenance dans 5 minutes."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Nos serveurs sont en court de maintenance. Veuillez réessayer dans quelques heures."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Nos serveurs sont en court de maintenance. Veuillez réessayer dans deux heures."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Nos serveurs sont en court de maintenance. Veuillez réessayer dans une heure et demie."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Nos serveurs sont en court de maintenance. Veuillez réessayer dans une heure."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Nos serveurs sont en court de maintenance. Veuillez réessayer dans <value> minutes."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Nos serveurs sont en court de maintenance. Veuillez réessayer dans quelques minutes."
"TID_SHUTDOWN_BATTLE_DISABLED","Le jeu va fermer pour maintenance dans quelques minutes. Impossible de commencer un nouveau jeu jusqu'à la fin de la maintenance."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Tapez le code de la salle"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Vous ne pouvez pas accepter ou rejeter des requêtes."
"TID_CLAN_RESPONSE_71","Les aînés se reposent entre deux exclusions"
"TID_STAT_MAX_DAMAGE","Dégâts à distance max"
"TID_STAT_DAMAGE_PER_BOMB","Dégâts par grenade"
"TID_ELDER_KICK_FAIL_COOLDOWN","Vous avez récemment exclu un membre de votre bande. Réessayez dans <time>."
"TID_LUCHADOR_KING_SKIN","El Rey"
"TID_PLAYER_DEFEATED_BR","Brawler vaincu"
"TID_BALL_1","Ligue des brawlers champions"
"TID_HINT_GET_BALL","Attrapez le ballon !"
"TID_LASER_BALL_INTRO_TEXT","Marquez deux buts pour gagner !"
"TID_AFK_WARNING","Attention, il faut participer !"
"TID_AFK_DISCONNECTED_MSG","Vous avez été déconnecté du combat parce que vous ne participiez pas ou à cause d'une mauvaise connexion"
"TID_AFK_BANNED_MSG","Vous êtes exclu du combat en cours par que vous ne participiez pas ou à cause d'une mauvaise connexion. Vous pourrez de nouveau jouer une fois ce combat terminé."
"TID_AFK_DISCONNECTED_TITLE","Déconnexion pour non-participation"
"TID_AFK_BANNED_TITLE","Exclu du combat"
"TID_AFK_RELOAD","Recharger"
"TID_BOSS_INTRO_TEXT_ATTACK","Battez le boss aussi vite que possible"
"TID_BOSS_INTRO_TEXT_DEFEND","Vous êtes le boss ! Survivez aussi longtemps que vous pouvez !"
"TID_STAT_HEALING_PER_SEC","Soins par seconde"
"TID_STAT_DAMAGE_PER_CARD","Dégâts par carte"
"TID_OVERTIME","Temps extra !"
"TID_COIN_DOUBLER_EXPIRED","Doublon terminé"
"TID_COIN_DOUBLER_EXPIRED_INFO","Votre doublon est déchargé. Vous pouvez le renouveler en magasin.\n\n<ccc7700>Le doublon offre le meilleur rapport avantage/prix (<c009900>2X</c><ccc7700>) pour les gemmes."
"TID_COIN_DOUBLER_EXPIRED_GO_TO_SHOP","Allez voir en magasin !"
"TID_COIN_BOOSTER_EXPIRED","Boost de pièce expiré"
"TID_COIN_BOOSTER_EXPIRED_INFO","Votre boost de pièces est expiré. Vous pouvez le renouveler dans le magasin\n\n<ccc7700>Si vous êtes un joueur assidu, le doublon est fait pour vous. Utilisez-le pour multiplier vos gains et accumuler le trésor de vos rêves !</c>"
"TID_COIN_BOOSTER_EXPIRED_GO_TO_SHOP","Allez voir en magasin !"
"TID_STARTER_PACK_XP_REQ","Offre spéciale pour avoir atteint le niveau <XPLEVEL>"
"TID_VALUE","valeur"
"TID_SHOP_ONE_TIME_PURCHASE","Offre valable une seule fois !"
"TID_HINT_MAKE_GOAL_1","Touchez pour taper dans le ballon"
"TID_BALL_2","Dribble triple"
"TID_BALL_3","Punt de précision"
"TID_STARTER_PACK_1","La cache de Shelly"
"TID_STARTER_PACK_2","Le sac de Bull"
"TID_STARTER_PACK_3","La bourse de Poco"
"TID_BLACKHOLE_DEFAULT_SKIN","Par défaut"
"TID_GOLD_CAP_HIT","Limite de pièces atteinte !"
"TID_COOP_INTRO_TEXT","Défendez le coffre aussi longtemps que possible"
"TID_SELECT_EVENT_POPUP_TITLE","Choisissez un évènement"
"TID_ARTILLERY_DUDE","Artillery Dude"
"TID_ARTILLERY_DUDE_DESC","Artillery Dude desc"
"TID_ARTILLERY_DUDE_WEAPON","Artillery Dude weapon"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Artillery Dude weapon desc"
"TID_ARTILLERY_DUDE_ULTI","Artillery Dude Super"
"TID_ARTILLERY_DUDE_ULTI_DESC","Artillery Dude Super desc"
"TID_ITEM_NAME_1_0_0","Chaussettes"
"TID_ITEM_NAME_1_0_1","Pantalon"
"TID_ITEM_NAME_1_0_2","Bretelles"
"TID_ITEM_NAME_2_0_0","Carotte"
"TID_ITEM_NAME_2_0_1","Pêche"
"TID_ITEM_NAME_2_0_2","Pastèque"
"TID_ITEM_NAME_3_0_0","Chewing-gum"
"TID_ITEM_NAME_3_0_1","Autocollants"
"TID_ITEM_NAME_3_0_2","Pied-de-biche"
"TID_ITEM_NAME_1_1_0","Casque"
"TID_ITEM_NAME_1_1_1","Plastron"
"TID_ITEM_NAME_2_1_0","Baies goji"
"TID_ITEM_NAME_2_1_1","Ananas"
"TID_ITEM_NAME_3_1_0","Agrafeuse"
"TID_ITEM_NAME_3_1_1","Ciseaux"
"TID_ITEM_NAME_1_2_0","Exosquelette"
"TID_ITEM_NAME_2_2_0","Gelée gluante"
"TID_ITEM_NAME_3_2_0","Pistolet à clous"
"TID_ITEM_NAME_COMBO_1","Nitro PV"
"TID_ITEM_NAME_COMBO_2","Nitro ATT"
"TID_ITEM_NAME_COMBO_3","Nitro ULTI"
"TID_ITEM_RARITY_COLOR_0","3fc396"
"TID_ITEM_RARITY_COLOR_1","a9f25d"
"TID_ITEM_RARITY_COLOR_2","4db3ff"
"TID_ITEM_RARITY_COLOR_3","e795ff"
"TID_ITEM_RARITY_COLOR_4","ff786c"
"TID_SPEC_ABI_PET","Compagnon"
"TID_SPEC_ABI_BERSERKER","Berserker"
"TID_SPEC_SELF_DESTRUCT","Vengeance"
"TID_SPEC_ABI_CACTUS_HEAL","Régénération cactus"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","Folie destructrice"
"TID_SPEC_ABI_REPAIR_TURRET","Réparer la tourelle"
"TID_SPEC_ABI_PET_LIFESTEAL","Cercle de l'unité"
"TID_SPEC_ABI_STEAL_SOULS","Lunettes de la mort"
"TID_SPEC_ABI_SPOT","Trouver"
"TID_SPEC_ABI_AMBUSH","Piéger"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","Portail noir"
"TID_SPEC_ABI_SPEED","Bottes cirées"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","Inspiration"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","Ricochets infernaux"
"TID_SPEC_ABI_FIRE_DOT_ULTI","Météorite"
"TID_SPEC_LAST_STAND","Ultime combat"
"TID_SPEC_ABI_PET_DESC","L'animal de compagnie de Shelly ne se régénère pas une fois éliminé"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","+<c00cc00><VALUE2></c> de dégâts avec l'arme et la super attaque contre les brawlers avec <VALUE1> % ou moins de santé"
"TID_SPEC_SELF_DESTRUCT_DESC","Si Dynamike est vaincu, il lance six bâtons de dynamite qui infligent <c00cc00><VALUE1></c> points de dégâts chacun"
"TID_SPEC_SPOT_FROM_AIR_DESC","Quand il utilise sa super attaque, Crow peut voir tous ses ennemis cachés depuis les airs. Ses équipiers les voient aussi !"
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","L'attaque principale guérit aussi les brawlers alliés pour <c00cc00><VALUE1></c> points de vie"
"TID_SPEC_ABI_AMBUSH_DESC","+<c00cc00><VALUE1></c> points de dégâts quand tire depuis les buissons (à distance max)"
"TID_SPEC_ABI_TODO_DESC","Special ability undefined"
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Avec ces paquets de TNT OP, Dynamike se projette par-dessus les murs"
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","Les balles de l'arme principale et la super infligent <c00cc00><VALUE1></c> de dégâts supplémentaires après ricochet"
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","Tout brawler pris dans la super brûle pendant 5 secondes et reçoit <c00cc00><VALUE1></c> de dégâts"
"TID_SPEC_LAST_STAND_DESC","Si Poco est vaincu, il envoie de la guérison dans toutes les directions (<c00cc00><VALUE1></c> points de santé)"
"TID_BOSS_APPROACHING","Vague <number> : <ccc0000>Le boss arrive !</c>"
"TID_SPEC_BURN","Roquettes au napalm"
"TID_SPEC_CRIPPLE","Affaiblir"
"TID_SEASON_ENDED_NOTI","La saison est terminée. Récupérez vos récompenses !"
"TID_WAVE_APPROACHING","Vague <number>"
"TID_TEAMS_LEFT","Équipes restantes : <num>"
"TID_TEAM_MATE_RESPAWNING","Équipier régénéré dans : <num>"
"TID_SPEC_ABI_BARREL_DEFENSE","Tonneau de défense"
"TID_TURRET_DAMAGE",
"TID_TURRET_HEALTH",
"TID_TEAM_JOIN_ROOM_CODE",
"TID_TEAM_TYPE_INFO_0",
"TID_TEAM_TYPE_INFO_1",
"TID_SELECT_LOCATION_LOCATIONS",
"TID_SELECT_LOCATION_EVENTS",
"TID_TEAM_LEAVE",
"TID_TEAM_READY_BUTTON_LABEL",
"TID_TEAM_QUIT",
"TID_TEAM_PRACTISE_BUTTON_LABEL",
"TID_NAVI_2",
"TID_NAVI_57",
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD",
"TID_GATCHA_INFO",
"TID_HERO_INFO_RARITY",
"TID_HERO_LIST_UNLOCKED",
"TID_GATCHA_SCREEN_NEW_ITEM",
"TID_GATCHA_SCREEN_BOLTS_DROP_HEADER",
"TID_BOLTS_GATCHA_DESC",
"TID_ITEM_CRAFT_ERROR_2",
"TID_TOP_TOOL_TIP_3",
"TID_TOP_TOOL_TIP_2",
"TID_CLAN_INTRO_AD_TITLE",
"TID_CLAN_INTRO_AD_DESC",
"TID_CLAN_INTRO_CREATE_GO",
"TID_CLAN_INTRO_SEARCH_GO",
"TID_PLAYER_STAT_1",
"TID_PLAYER_STAT_4",
"TID_PLAYER_STAT_8",
"TID_PLAYER_STAT_9",
"TID_TEAM_AD_BUTTON_LABEL",
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM",
"TID_TEAM_MEMBER_STATUS_0",
"TID_TEAM_MEMBER_STATUS_1",
"TID_TEAM_MEMBER_STATUS_2",
"TID_TEAM_MEMBER_STATUS_3",
"TID_TEAM_MEMBER_STATUS_4",
"TID_HERO_INFO_ITEMS",
"TID_SHOP_HEROES_OF_RARITY",
"TID_GATCHA_BOX_INFO_2",
"TID_COIN_DOUBLER_INFO",
"TID_COIN_BOOST_INFO",
"TID_SPECIAL_EVENT_UNLOCK",
"TID_HERO_INFO_PURCHASE_SKIN_LABEL",
"TID_TICKET_COUNTER_INFO",
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT",
"TID_NEWS_TITLE",
"TID_GAME_MODE_7",
"TID_GAME_MODE_7_DESC",
"TID_BOSS_1",
"TID_COOP_1",
"TID_GAME_MODE_8",
"TID_GAME_MODE_8_DESC",
"TID_BARREL_BOT",
"TID_BARREL_BOT_DESC",
"TID_BARREL_BOT_WEAPON",
"TID_BARREL_BOT_WEAPON_DESC",
"TID_BARREL_BOT_ULTI",
"TID_BARREL_BOT_ULTI_DESC",
"TID_ITEM_TYPE_INFO_1",
"TID_ITEM_TYPE_INFO_2",
"TID_ITEM_TYPE_INFO_3",
"TID_ITEM_RARITY_0",
"TID_ITEM_RARITY_1",
"TID_ITEM_RARITY_2",
"TID_ITEM_RARITY_3",
"TID_ITEM_RARITY_4",
"TID_HERO_INFO_CRAFT_UPGRADE",
"TID_SPEC_ABI_BERSERKER_DESC",
"TID_SPEC_ABI_CACTUS_HEAL_DESC",
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC",
"TID_SPEC_ABI_REPAIR_TURRET_DESC",
"TID_SPEC_ABI_PET_LIFESTEAL_DESC",
"TID_SPEC_ABI_STEAL_SOULS_DESC",
"TID_SPEC_ABI_SPOT_DESC",
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC",
"TID_SPEC_ABI_SPEED_DESC",
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC",
"TID_SPEC_BURN_DESC",
"TID_SPEC_CRIPPLE_DESC",
"TID_BATTLE_ROYALE_TEAM_1",
"TID_GAME_MODE_9",
"TID_GAME_MODE_9_DESC",
"TID_SPEC_ABI_BARREL_DEFENSE_DESC",
"TID_TEAMS_POPUP_TITLE",
"TID_TEAMS_POPUP_SEARCH",
"TID_TEAMS_POPUP_CREATE",
"TID_TEAM_SEARCH_POPUP_TITLE",
"TID_TEAM_SEARCH_POPUP_SEARCH",
"TID_TEAM_ERROR_22",
"TID_TEAM_ERROR_23",
"TID_TEAM_NO_MEMBER",
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL",
"TID_LEADERBOARD_TITLE",
"TID_RANK_POPUP_TITLE",
"TID_RANK_POPUP_TOTAL_INFO",
"TID_RANK_POPUP_NEXT_RANK",
"TID_RANK_POPUP_MAX_RANK",
"TID_RANK_POPUP_RANK_BONUS",
"TID_RANK_POPUP_SEASON_REWARD",
"TID_RANK_POPUP_SEASON_END",
"TID_RANK_POPUP_SEASON_END_INFO",
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED",
"TID_SOCIAL_TAB_CLANS",
"TID_SOCIAL_TAB_FRIENDS",
"TID_PLAYER_INFO_WINS_AMOUNT",
"TID_PLAYER_INFO_STATS_HEADER",
"TID_PLAYER_STAT_10",
"TID_TEAM_AD_BUTTON_SUBLABEL",
"TID_TEAM_MEMBER_STATUS_5",
"TID_HERO_INFO_SKIN_OWNED",
"TID_HERO_INFO_PINPOWER_TOOLTIP",
"TID_HERO_INFO_ITEM_PINPOWER_TOOLTIP",
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED",
"TID_CHANGE_NAME_TITLE",
"TID_SETTINGS_PLAYERNAME_CURRENT",
"TID_SETTINGS_PLAYERNAME_ENTERNEW",
"TID_ERROR_NAMES_DONT_MATCH",
"TID_CONTINUE",
"TID_NAMECHANGE_WARNING",
"TID_CONFIRM",
"TID_INVALID_NAME",
"TID_SETTINGS_PLAYERNAME_REENTERNEW",
"TID_NAME_ALREADY_CHANGED",
"TID_NAME_CHANGE_ALREADY_USED",
"TID_NAME_CHANGED_SUCCESS",
"TID_NAME_CHANGE_IN_PROGRESS",
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW",
"TID_CONFIRM_CONFIRM",
"TID_CONFIRM_WORD",
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW",
"TID_BUTTON_CONFIRM",
"TID_EVENTS_EVENT_LOCKED",
"TID_EVENTS_X_BRAWLERS_NEEDED",
"TID_EVENT_LIST_WELCOME",
"TID_SEASON_END_POPUP_TITLE",
"TID_SEASON_END_POPUP_REWARD",
"TID_SEASON_END_POPUP_GOLD_VALUE_WITH_BOOST",
"TID_SEASON_END_POPUP_GOLD_VALUE",
"TID_GATCHA_BUTTON_BOX_STACK_FULL",
"TID_HERO_INFO_ITEM_LOCKED",
"TID_HERO_INFO_ITEM_OWNED",
"TID_HERO_INFO_ITEM_SET_LABEL",
"TID_COOP_2",
"TID_BOSS_2",
"TID_BARRELBOT_DEFAULT_SKIN",
"TID_SHOTGUN_DEFAULT_SKIN_DESC",
"TID_SHOTGUN_BANDITA_SKIN_DESC",
"TID_GUNSLINGER_DEFAULT_SKIN_DESC",
"TID_GUNSLINGER_ROCKSTAR_SKIN_DESC",
"TID_BULL_DEFAULT_SKIN_DESC",
"TID_BULL_HAIR_SKIN_DESC",
"TID_ROCKET_DEFAULT_SKIN_DESC",
"TID_ROCKET_BEACH_SKIN_DESC",
"TID_TNT_DEFAULT_SKIN_DESC",
"TID_LUCHADOR_DEFAULT_SKIN_DESC",
"TID_LUCHADOR_RUDO_SKIN_DESC",
"TID_LUCHADOR_KING_SKIN_DESC",
"TID_TRICKSHOT_DEFAULT_SKIN_DESC",
"TID_TRICKSHOT_GOLD_SKIN_DESC",
"TID_CACTUS_DEFAULT_SKIN_DESC",
"TID_CACTUS_PINK_SKIN_DESC",
"TID_BARKEEP_DEFAULT_SKIN_DESC",
"TID_BARKEEP_GOLD_SKIN_DESC",
"TID_MECHANIC_DEFAULT_SKIN_DESC",
"TID_SHAMAN_DEFAULT_SKIN_DESC",
"TID_SHAMAN_PANDA_SKIN_DESC",
"TID_UNDERTAKER_DEFAULT_SKIN_DESC",
"TID_CROW_DEFAULT_SKIN_DESC",
"TID_CROW_WHITE_SKIN_DESC",
"TID_DEADMARIACHI_DEFAULT_SKIN_DESC",
"TID_BOW_DEFAULT_SKIN_DESC",
"TID_SNIPER_DEFAULT_SKIN_DESC",
"TID_MINIGUN_DEFAULT_SKIN_DESC",
"TID_BARRELBOT_DEFAULT_SKIN_DESC",
"TID_BLACKHOLE_DEFAULT_SKIN_DESC",
"TID_BEAR_DAMAGE",
"TID_BEAR_HEALTH",
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",
"TID_RARITY_NAME_0",
"TID_BOUNTY_1",
