"TID","HE"
"TID_BEE_SNIPER_WEAPON","עקיצה רצינית"
"TID_BEE_SNIPER_WEAPON_DESC","בי יורה מטווח ארוך והפגיעה מוסיפה טעינת סופר לירייה הבאה שלה וגורמת לנזק עצום!"
"TID_BEE_SNIPER_ULTI","כוורת הברזל"
"TID_BEE_SNIPER_ULTI_DESC","בי משגרת נחיל רחפנים מעופף. הם מאטים את היריבים שנקלעים לדרכם."
"TID_SPEC_ABI_BEE_SNIPER_1","טעינה אוטומטית"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","אם בי מפספסת ירייה עם טעינת סופר, אפשר להוסיף פעם אחת טעינת סופר מיידית לעקיצה הרצינית שלה."
"TID_SPEC_ABI_BEE_SNIPER_2","חלת דבש"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","בי מקבלת <c00cc00><VALUE1>%</c> מגן בזמן שהעקיצה הרצינית נטענת בטעינת סופר."
"TID_SPEEDY","מקס"
"TID_SPEEDY_SHORT_DESC","תמיכה"
"TID_SPEEDY_DESC","מקס מהירה! המתקפה שלה היא משגר שיורה במהירות. תכונת הסופר מגבירה את המהירות שלה ושל מי שבקבוצה שלה!"
"TID_SPEEDY_WEAPON","שיגור מהיר"
"TID_SPEEDY_WEAPON_DESC","המשגר של מקס יורה טילים במהירות! יש בו מקום להרבה טילים ומקס טוענת אותו מחדש בזריזות."
"TID_SPEEDY_ULTI","קדימה!"
"TID_SPEEDY_ULTI_DESC","מקס מגבירה את מהירות התנועה שלה ושל חברי הקבוצה הקרובים באופן זמני. צריך למהר!"
"TID_SPEC_ABI_SPEEDY_1","טעינת סופר"
"TID_SPEC_ABI_SPEEDY_1_DESC","מקס טוענת כעת את תכונת הסופר שלה תוך כדי תנועה."
"TID_SPEC_ABI_SPEEDY_2","לרוץ ולירות"
"TID_SPEC_ABI_SPEEDY_2_DESC","מקס טוענת מהר יותר תוך כדי תנועה."
"TID_SPEEDY_ULTI_STAT","קדימה!"
"TID_HOMER","הומר"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","צריך בראולר..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","בואו נשחק..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","בואו נשחק..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","בואו נחליף בראולרים!"
"TID_QUICK_MESSAGE_GOOD_GAME","משחק טוב!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","רוצה לשחק שוב?"
"TID_QUICK_MESSAGE_WELL_PLAYED","שיחקת אותה!"
"TID_QUICK_MESSAGE_WOW","וואו!"
"TID_QUICK_MESSAGE_OK","בסדר!"
"TID_QUICK_MESSAGE_GOTTA_GO","אני צריך/ה ללכת. שיהיה בכיף!"
"TID_QUICK_MESSAGE_CHANGE_MODE","בואו נחליף מצב משחק!"
"TID_QUICK_MESSAGE_BYE","ביי!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","זה היה קרוב!"
"TID_QUICK_MESSAGE_READY","מוכנים?"
"TID_QUICK_MESSAGE_READY_GO","מוכנים? בואו נתחיל!"
"TID_QUICK_MESSAGE_HI","היי!"
"TID_QUICK_MESSAGE_NEED_BREAK","אני צריך/ה הפסקה!"
"TID_QUICK_MESSAGE_NEED_TO_GO","אני צריך/ה ללכת. תיהנו!"
"TID_QUICK_MESSAGE_THANKS","תודה!"
"TID_QUICK_MESSAGE_SORRY","סליחה!"
"TID_QUICK_MESSAGE_OOPS","אופס"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","רוצה לשחק בתור <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","רוצה להשתמש ב-<c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","בואו נשחק <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","איזה בראולר כדאי לי לבחור?"
"TID_QUICK_MESSAGE_ASK_MODE","באיזה אירוע נשחק?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","הצעה"
"TID_PLAYER_CTX_SUGGEST_CANCEL","ביטול הצעה"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","הצעת בראולר"
"TID_SUGGEST_BRAWLER_TITLE","הצעת בראולר ל-<NAME>"
"TID_SUGGEST_EVENT_TITLE","הצעת אירוע"
"TID_SUGGEST_EVENT_BUTTON_SHORT","הצעה"
"TID_SUGGEST_EVENT_BUTTON","הצעת אירוע"
"TID_EVENT_SUGGESTION_EXPIRED","פג התוקף של הצעת האירוע הזו"
"TID_SUGGESTED_BRAWLER_TITLE","הצעת בראולר"
"TID_SUGGESTED_BRAWLER_DESC","רוצה להשתמש ב-<c<COLOR>><NAME></c> בתור הבראולר שלך?"
"TID_SUGGESTED_BRAWLER_YES","להשתמש"
"TID_SUGGESTED_BRAWLER_NO","לא"
"TID_EVENT_SUGGESTION_TITLE","לבחור באירוע הזה?"
"TID_EVENT_SUGGESTION_DESC","רוצה לשחק באירוע הזה?"
"TID_EVENT_SUGGESTION_YES","כן"
"TID_EVENT_SUGGESTION_NO","לא"
"TID_CHAT_LETSPLAY_ITEM","בואו נשחק"
"TID_CHAT_SWAP_BRAWLER_ITEM","הצעת בראולר ל-<NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","הצעת בראולר עבורך:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","לא זמין במהלך תחזוקה"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","עדכון לגרסה חדשה"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","אנחנו מעדכנים לגרסה חדשה של המשחק. חזרו בקרוב!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","בסדר"
"TID_CONTEXT_MENU_PROFILE","פרופיל"
"TID_CONTEXT_MENU_SPECTATE","צפייה"
"TID_CONTEXT_MENU_KICK","סילוק"
"TID_CONTEXT_MENU_SWAP","החלפת צד"
"TID_CONTEXT_MENU_REMOVE","הסרה"
"TID_CONTEXT_MENU_JOIN","הצטרפות לקבוצה"
"TID_CONTEXT_MENU_INVITE","הזמנה לקבוצה"
"TID_CONTEXT_MENU_REPORT","דיווח"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","הצעת בראולר"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","הצעת\nכוח כוכב"
"TID_CONTEXT_MENU_CLAN_PROMOTE","קידום"
"TID_CONTEXT_MENU_CLAN_DEMOTE","הורדה בדרגה"
"TID_CONTEXT_MENU_CLAN_KICK","סילוק"
"TID_TEAM_CHAT_TAB_MESSAGE","צ‘אט"
"TID_TEAM_CHAT_TAB_LOG","רישום ביומן"
"TID_TEAM_CHAT_TAB_SAY","אמור..."
"TID_TEAM_CHAT_TAB_CHAT","צ‘אט"
"TID_BUTTON_NAVI_FRIENDS","חברים"
"TID_BUTTON_NAVI_CLAN","מועדון"
"TID_CLAN_POPUP_TITLE","מועדון"
"TID_CLAN_POPUP_TAB_CHAT","צ‘אט"
"TID_BUTTON_SCID","Supercell ID"
"TID_BUTTON_NAVI_CHAT","צ‘אט"
"TID_GAME_MODE_16","גנבי גביעים"
"TID_GAME_MODE_16_DESC","תפסו גביעים של הקבוצה היריבה וקחו אותם אל הבסיס שלכם! המשחק מסתיים כשאחת הקבוצות תופסת שני גביעים, או כשהזמן נגמר."
"TID_CTF_INTRO_TEXT","תפסו שני גביעים כדי לנצח!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","צרו קבוצה כדי לשחק ולשוחח בצ‘אט עם חברים!"
"TID_CTF_2","על הקווים"
"TID_HINT_CTF_STEAL_GIFT","תפסו את הגביע של הקבוצה היריבה!"
"TID_HINT_CTF_BRING_GIFT_BACK","החזירו את הגביע לבסיס שלכם!"
"TID_CTF_GOAL","הגביע נגנב על ידי <name>\n"
"TID_IAP_XMAS_19_GENERIC","חוגגים עם הבראולרים"
"TID_IAP_XMAS_19_GENERIC_2","הגיעה העונה"
"TID_IAP_NEW_YEAR_20","שנה טובה"
"TID_IAP_COINPACK_GENERIC","מטבעות, מטבעות, מטבעות"
"TID_GOLDRUSH_35","פסק זמן"
"TID_GOLDRUSH_36","סיפון ירוק"
"TID_GOLDRUSH_37","סופה משתוללת"
"TID_GOLDRUSH_38","הרפתקה מדהימה"
"TID_GOLDRUSH_39","שתי וערב"
"TID_GOLDRUSH_40","שלל אחרון"
"TID_GOLDRUSH_41","גשר צר"
"TID_GOLDRUSH_42","אריזה נאה"
"TID_GOLDRUSH_43","מקום פנוי"
"TID_GOLDRUSH_44","קונכיות בלויות"
"TID_GOLDRUSH_45","הפתעה סודית"
"TID_BANKHEIST_19","פצצות לגבות"
"TID_BANKHEIST_20","טורנדו בזירה"
"TID_BANKHEIST_21","כולם ביחד"
"TID_BANKHEIST_22","אתה תותח"
"TID_BANKHEIST_23","מפרץ השודדים"
"TID_BANKHEIST_24","ימים סוערים"
"TID_BANKHEIST_25","שלל רב"
"TID_BANKHEIST_26","שוד מבריק"
"TID_WANTED_18","גאות ושפל"
"TID_WANTED_19","אותות ודגלים"
"TID_WANTED_20","יבשה באופק"
"TID_WANTED_21","תגובת שרשרת"
"TID_WANTED_22","חזיון תעתועים"
"TID_WANTED_23","סכנה במעמקים"
"TID_WANTED_24","השפעה קלה"
"TID_WANTED_25","תותחים נינוחים"
"TID_WANTED_26","יציאה"
"TID_BATTLE_ROYALE_34","מרכז בטיחות"
"TID_BATTLE_ROYALE_35","קניון מעגלי"
"TID_BATTLE_ROYALE_36","מסיבת קקטוסים"
"TID_BATTLE_ROYALE_37","ליבה מתפוררת"
"TID_BATTLE_ROYALE_38","חפש את המטמון"
"TID_BATTLE_ROYALE_39","שינוי מסלול"
"TID_BATTLE_ROYALE_40","סלעים חוסמים"
"TID_BATTLE_ROYALE_41","נקודת מבט"
"TID_BATTLE_ROYALE_42","פיצוץ בליסטי"
"TID_BATTLE_ROYALE_43","כלוא בכלוב"
"TID_RICO_CLASSIC_SKIN","ריקו קלאסי"
"TID_RICO_CLASSIC_SKIN_SHOP","ריקו\nקלאסי"
"TID_RICO_BETA_SKIN","ריקושט"
"TID_RICO_BETA_SKIN_SHOP","ריקושט"
"TID_COLT_CORSAIR_SKIN","קולט שודד ים"
"TID_COLT_CORSAIR_SKIN_SHOP","קולט\nשודד ים"
"TID_CARL_CAPTAIN_SKIN","קפטן קארל"
"TID_CARL_CAPTAIN_SKIN_SHOP","קפטן\nקארל"
"TID_POCO_PIRATE_SKIN","פוקו הפיראט"
"TID_POCO_PIRATE_SKIN_SHOP","פוקו\nהפיראט"
"TID_BEA_LADYBUG_SKIN","בי החיפושית"
"TID_BEA_LADYBUG_SKIN_SHOP","בי\nהחיפושית"
"TID_MAX_BLUE_SKIN","מקס GT"
"TID_MAX_BLUE_SKIN_SHOP","מקס\nGT"
"TID_CTF_3","מתנות יקרות"
"TID_CTF_4","שוד לחגים"
"TID_CTF_5","בריחה מבחירה"
"TID_CTF_6","שק של מתנות"
"TID_CTF_7","גמדונים שובבים"
"TID_CTF_8","המתנה הטובה ביותר"
"TID_CTF_GOAL_MATCH_OVER","הגביע נגנב על ידי <name>\nהמשחק נגמר"
"TID_STAT_DAMAGE_PER_DRONE","נזק מכל רחפן"
"TID_GOLDRUSH_46","אלפיים אגמים"
"TID_EVENT_MODIFIER_11","ימים סוערים"
"TID_EVENT_MODIFIER_DESC_11","הסירה מתנדנדת ומהירות התנועה שלך גדלה או קטנה, בהתאם לכיוון התנועה!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","איזה בראולר כדאי לי לבחור?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","באיזה אירוע נשחק?"
"TID_DRILLER","ג‘קי"
"TID_GAME_MODE_17","אזור חם"
"TID_KING_OF_HILL_1","נקודה אחת"
"TID_KING_OF_HILL_2","שתי נקודות"
"TID_GAME_MODE_17_DESC","צריך לכבוש את כל האזורים החמים כדי לנצח!\n\nהישארו באזור החם וכבשו כל נקודה. הקבוצה הראשונה שתכבוש את כל הנקודות במפה מנצחת! שתי הקבוצות יכולות לכבוש אזורים חמים בו זמנית, לכן יש לוודא שקבוצת האויב במרחק בטוח. אם הזמן נגמר, הקבוצה שצברה יותר כיבושים מנצחת."
"TID_KING_OF_HILL_INTRO_TEXT","כבשו את כל האזורים החמים!"
"TID_IAP_LNY2020","מבצעים לשנה הסינית החדשה"
"TID_IAP_TGS2020","מבצע"
"TID_IAP_VD2020","חג אהבה שמח!"
"TID_IAP_MAR2020","חודש מרץ הגיע!"
"TID_SPAWNER_DUDE_SHORT_DESC","צלף"
"TID_SPAWNER_DUDE_DESC","מר P הוא מטעין מזוודות ממורמר שזורק מזוודות בכעס על היריבים. תכונת הסופר שלו מזמנת רובו-סבלים שעוזרים לו."
"TID_SPAWNER_DUDE_WEAPON","המזוודה שלך, אדוני!"
"TID_SPAWNER_DUDE_WEAPON_DESC","מר P זורק מזוודה כבדה בכעס. אם המזוודה פוגעת במכשול או ביריב, היא מדלגת מעליהם ונוחתת בפיצוץ שמסב נזק לאזור."
"TID_SPAWNER_DUDE_ULTI","סבלים! לתקוף!"
"TID_SPAWNER_DUDE_ULTI_DESC","מר P מכין את בסיס האם לרובו-סבלים. הוא תכנת את הרובוטים הקטנים עם ראש הפינגווין לתקוף ולהציק ליריבים ולאורחים סוררים."
"TID_SPEC_ABI_SPAWNER_DUDE_1","לטפל בזהירות"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","המזוודות של מר P מלאות מדי והן קופצות ומתפוצצות גם אם הן לא פוגעות ביעד או במכשול."
"TID_SPEC_ABI_SPAWNER_DUDE_2","דלת מסתובבת"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","הרובוטים הסבלים מופיעים <c00cc00><VALUE1></c> שניות מהר יותר אחרי שמביסים אותם."
"TID_HINT_GET_TO_ZONE","היכנסו לאזור חם!"
"TID_HERO_INFO_TITLE","סטטיסטיקת בראולרים"
"TID_HERO_UPGRADE_TITLE","לשדרג בראולר?"
"TID_HERO_INFO_HERO_SPEED","מהירות תנועה"
"TID_HERO_INFO_SPEED_0","איטית מאוד"
"TID_HERO_INFO_SPEED_1","איטית"
"TID_HERO_INFO_SPEED_2","רגילה"
"TID_HERO_INFO_SPEED_3","מהירה"
"TID_HERO_INFO_SPEED_4","מהירה מאוד"
"TID_HERO_INFO_ATTACK_SPEED","הטענת מהירות"
"TID_HERO_INFO_ATTACK_RANGE","טווח"
"TID_HERO_INFO_ATTACK_DAMAGE","נזק"
"TID_HERO_INFO_STUN_DURATION","משך השיתוק"
"TID_HERO_INFO_RANGE_0","קצר"
"TID_HERO_INFO_RANGE_1","רגיל"
"TID_HERO_INFO_RANGE_2","ארוך"
"TID_HERO_INFO_RANGE_3","ארוך מאוד"
"TID_HERO_INFO_HEALTH","בריאות"
"TID_HERO_INFO_ATTACK_TYPE","סוג"
"TID_HERO_INFO_HEAL","ריפוי"
"TID_PROTECT_SCORE_ZONE","אל תניחו לאויבים להיכנס לאזורים החמים!"
"TID_8BIT_VIRUS_SKIN","8 ביט וירוס"
"TID_8BIT_VIRUS_SKIN_SHOP","8 ביט\nוירוס"
"TID_TARA_STREET_NINJA_SKIN","טארה לוחמת רחוב"
"TID_TARA_STREET_NINJA_SKIN_SHOP","טארה\nלוחמת רחוב"
"TID_BIBI_GAMER_SKIN","באבל הגיבורה"
"TID_BIBI_GAMER_SKIN_SHOP","באבל\nהגיבורה"
"TID_PIPER_CUPID_SKIN","פייפר קופידון"
"TID_PIPER_CUPID_SKIN_SHOP","פייפר\nקופידון"
"TID_NITA_KOALA_SKIN","ניטה קואלה"
"TID_NITA_KOALA_SKIN_SHOP","ניטה\nקואלה"
"TID_MRP_AGENT_SKIN","הסוכן P"
"TID_MRP_AGENT_SKIN_SHOP","הסוכן P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","משך זמן"
"TID_HERO_INFO_DAMAGE_REDUCTION","הפחתת נזק"
"TID_HERO_INFO_LIFE_STEAL","החלמה מנזק"
"TID_SPAWN_BUILDING_HEALTH","בריאות בסיס האם"
"TID_PORTER_HEALTH","בריאות הסבלים"
"TID_PORTER_DAMAGE","נזק הסבלים"
"TID_KING_OF_HILL_3","מקדש הפיצוצים"
"TID_KING_OF_HILL_4","קרב מתפרץ"
"TID_KING_OF_HILL_5","בלגן בבקרה"
"TID_KING_OF_HILL_6","פתרון זהב"
"TID_KING_OF_HILL_7","בראולר רחוב 2"
"TID_KING_OF_HILL_8","פרימו קונג ג‘וניור"
"TID_KING_OF_HILL_9","המבורגר"
"TID_KING_OF_HILL_10","קרב סופר קשוח"
"TID_KING_OF_HILL_11","ניקוד גבוה"
"TID_KING_OF_HILL_12","עם מטבעות"
"TID_KING_OF_HILL_13","המשחק נגמר"
"TID_KING_OF_HILL_14","קוד לצ‘יט"
"TID_KING_OF_HILL_15","בראולר משיש"
"TID_BALL_26","קפיצה הפוכה"
"TID_BALL_27","בעיטת מספרת"
"TID_BALL_28","בלוק סלאבי"
"TID_BALL_29","משחק ידידות"
"TID_HERO_INFO_MEDIUM","בינוני"
"TID_HERO_INFO_AVERAGE","ממוצע"
"TID_HERO_UPGRADE_TITLE_LEVEL","לשדרג לרמת כוח <LVL>?"
"TID_DOUBLE_POINTS","נקודות כפולות!"
"TID_HERO_INFO_UTILITY_LABEL","שימושיות"
"TID_HERO_INFO_VERSATILITY_LABEL","גיוון"
"TID_HERO_INFO_OFFENSE_LABEL","התקפה"
"TID_HERO_INFO_DEFENSE_LABEL","הגנה"
"TID_UNDERTAKER_HAT_SKIN_SHOP","מורטיס\nעם מגבעת"
"TID_BARLEY_WIZARD_SKIN_SHOP","בארלי\nהקוסם"
"TID_SHOTGUN_STAR_SKIN_SHOP","שלי\nהכוכבת"
"TID_QUICK_MESSAGE_ONE_MOMENT","רגע אחד"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","אפשר לקבל עזרה בהשגת טוקן הכוכב?"
"TID_HERO_SORTING_LATEST","הבראולרים האחרונים"
"TID_IAP_BUNDLE_OFFER","מבצע מיוחד"
"TID_WALLY","ספראוט"
"TID_SETTINGS_FIND_FRIENDS","משחקים עם חברים"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","חיבור KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","חיבור החשבון שלך ל-KakaoTalk יאפשר לך לראות את חשבונות Brawl Stars של החברים שלך ב-KakaoTalk ברשימת החברים. גם הם יוכלו לראות את חשבון Brawl Stars שלך ואת מצב ההתחברות שלך ולהזמין אותך לקרבות. האם להתחבר כעת?"
"TID_HERO_SCREEN_ITEM","גאדג‘ט"
"TID_HERO_SCREEN_STAR_POWER","כוח כוכב"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","לתשומת לבך"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","אנו עומדים להעביר אותך מחוץ ל-Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","אתגר האליפות התחיל!"
"TID_NOTIFICATION_CC_ENDING","אתגר האליפות יסתיים בקרוב. יש לך עדיין אפשרות לנצח!"
"TID_NOTIFICATION_PSG_STARTED","גביע PSG התחיל! כדאי לנצח כדי לזכות בסקין חינמי!"
"TID_NOTIFICATION_PSG_ENDING","גביע PSG עומד להסתיים. יש לך עדיין זמן לזכות!"
"TID_NOTIFICATION_CHALLENGE_STARTED","<CHALLENGE> התחיל! כדאי לנצח כדי לזכות בסקין חינמי!"
"TID_NOTIFICATION_CHALLENGE_ENDING","<CHALLENGE> עומד להסתיים. יש לך עדיין זמן לזכות!"
"TID_NOTIFICATION_COIN_RUSH","מפה חדשה של ׳תופסים יהלומים׳ זמינה! כדאי לבוא לקבל פרסים חדשים!"
"TID_NOTIFICATION_ATTACK_DEFEND","׳שוד׳ זמין! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_BOUNTY_HUNTER","׳פרס׳ זמין! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_LASER_BALL","מפת ׳כדור בראולרים׳ חדשה פתוחה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_BATTLE_ROYAL","מפת ׳קרב מכריע׳ חדשה פתוחה! מומלץ להישאר האחרון ששורד!"
"TID_NOTIFICATION_BOSS","׳משחק גדול׳ נפתח! פרסים מעולים זמינים!"
"TID_NOTIFICATION_COOP","׳רובו-קרב׳ התחיל! מביסים את הרובוטים וזוכים בפרסים!"
"TID_NOTIFICATION_RAID_BOSS","׳קרב בוס׳ חזר! כמה רחוק אפשר להגיע?"
"TID_NOTIFICATION_ROBO_WARS","׳מצור׳ זמין! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_BOSS_RACE","מפת ׳ניצחון מוחץ׳ חדשה פתוחה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_LONE_STAR","מפת ׳כוכב בודד׳ חדשה פתוחה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_CTF","׳שלל של מתנות׳ חדש פתוח! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_KING_OF_HILL","מפת ׳אזור חם׳ חדשה זמינה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_TOWN_CRUSHER","׳קרב בוס׳ חזר! כמה רחוק אפשר להגיע?"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> מפות חדשות פתוחות! אפשר לזכות בפרסים חדשים!"
"TID_FREE_BOX_AVAILABLE_0","הפרס החינמי שלך ממתין לך!"
"TID_FREE_BOX_AVAILABLE_1","הפרס החינמי זמין כעת!"
"TID_FREE_BOX_AVAILABLE_2","כדאי לקבל את הפרס החינמי לפני שהוא ייעלם!"
"TID_FREE_BOX_AVAILABLE_3","פרסים חינמיים ממתינים לך!"
"TID_FREE_BOX_AVAILABLE_4","הפרס החינמי זמין כעת!"
"TID_SEASON_ENDED_NOTI","ליגת הגביע הסתיימה. הפרסים מחכים לך!"
"TID_KEY_BAR_FULL","<PARAM> טוקנים זמינים. זה הזמן לצאת לקרב!"
"TID_COME_BACK_NOTIFICATION_SMALL","רוצה עוד קרב?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","רוצה עוד קרב?"
"TID_COME_BACK_NOTIFICATION_LARGE","רוצה עוד קרב?"
"TID_POWER_PLAY_NOTIFICATION","ל׳מהלך כוחני׳ יש מפת <PARAM> פתוחה!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> הגיע! כדאי לנסות!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","אירוע ‚טוקנים כפולים‘ התחיל!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","אירוע ‚גשם של מטבעות‘ התחיל! כדאי לצאת לקרב כדי להשיג מטבעות!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","אנו רוצים לדעת מה הגיל שלך"
"TID_ENTER_AGE_CONTINUE","אישור"
"TID_ENTER_AGE_GAMEPLAY","זה לא ישפיע על מהלך המשחק"
"TID_ENTER_AGE_TIP","יש להשתמש במחוון כדי להגדיר את גילך."
"TID_ENTER_AGE_TITLE","ברוכים הבאים ל-Brawl Stars!"
"TID_ENTER_AGE_LEGAL","הקשה על ׳אישור׳ משמעה שנתונה לנו הסכמתך ל<TOS> ול<PP>"
"TID_CHALLENGE_WON_TITLE","ניצחת באתגר!"
"TID_CHALLENGE_REWARD_CLAIM","קבלו"
"TID_BUTTON_INVITE_SNS","הזמנה לקבוצה"
"TID_OFFLINE_FRIENDS","הזמנת חברים לא מקוונים"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","ניצחת באתגר!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","ברכותינו! זכית בגביע PSG והראית שבדמך זורם דם אלופים ב׳כדור בראולרים׳!"
"TID_PSG_TEASER_TITLE","מתחילים בקרוב!"
"TID_PSG_TEASER_INFO","כדאי להתכונן לגביע PSG!\n\nמנצחים<WIN> בקרבות \qכדור בראולרים\q ומקבלים סקין שלי PSG בחינם! אפשר לשחק עם חברים או להשתמש בתכונת \qחיפוש קבוצה\q כדי שלפר את הסיכויים שלך.\n\nהאתגר יהיה פעיל למשך <DURATION> שעות בלבד, אז לא כדאי לפספס!"
"TID_ACCESSORY_BLOCKED_DEAD","לא ניתן להשתמש בגאדג‘ט לאחר שהובסת!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","השתמשת בכל הטעינות!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","הגאדג‘ט עדיין נמצא ברגיעה!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","לא ניתן להשתמש בעת החזקת חפצים!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","אין מטרה זמינה!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","המטרה רחוקה מדי!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","אין מספיק תחמושת!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","לא ניתן להפעיל כאשר מחזיקים את הכדור!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","לא ניתן להפעיל ללא צריח!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","הצריח רחוק מדי!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","לא ניתן להפעיל ללא דוב!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","הדוב רחוק מדי!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","אין אויבים בטווח!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","אין שיחים בטווח!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","אין סבלים בטווח!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","מד החיים שלך כבר מלא!"
"TID_ACCESSORY_BLOCKED_REQUIRES_BULLDOZER","כוח בולדוזר צריך להיות פעיל!"
"TID_ACCESSORY_BLOCKED_REQUIRES_WALL","דרושה גדר שיחים פעילה!"
"TID_ACCESSORY_BLOCKED_ULTI_ALREADY_CHARGED","תכונת סופר כבר הוטענה!"
"TID_ACCESSORY_BLOCKED_MISSING_LOU_ULTI","נדרש סירופ על הקרקע!"
"TID_ACCESSORY_BLOCKED_MISSING_OPPONENT_IN_AREA","אין יריבים על הסירופ!"
"TID_WALLY_SHORT_DESC","תמיכה"
"TID_WALLY_DESC","המטרה של ספראוט היא לשתול חיים. והוא משליך באהבה פצצות זרעים קופצניות. תכונת הסופר שלו יוצרת מכשול צמחי!"
"TID_WALLY_WEAPON","פצצת זרעים"
"TID_WALLY_WEAPON_DESC","ספראוט משליך כדור זרעים שמקפץ מסביב ואז מתפוצץ בבום! אם הוא פוגע באויבים, הוא מיד מתפוצץ."
"TID_WALLY_ULTI","גדר שיחים"
"TID_WALLY_ULTI_DESC","ספראוט משתמש בזרעים העוצמתיים שלו כדי לגדל גדר שיחים עבה וכך יוצר מכשול זמני שלא ניתן לעבור."
"TID_SPEC_ABI_WALLY_1","גידול יתר"
"TID_SPEC_ABI_WALLY_1_DESC","כל <c00cc00><VALUE1></c> שניות, רדיוס הפיצוץ של פצצת הזרעים שלך יהיה גדול מהרגיל."
"TID_SPEC_ABI_WALLY_2","פוטוסינתזה"
"TID_SPEC_ABI_WALLY_2_DESC","ספראוט מפעיל מגן שמגן עליו באופן חלקי מכל מתקפה כשהוא נמצא בשיח."
