"TID","TR"
"TID_BANKHEIST_14B","Pit Stop"
"TID_BANKHEIST_15","Yan Görev"
"TID_IAP_RETROPOLIS_PACK","Retropolis Elmas Paketi"
"TID_IAP_RETROCOIN_PACK_1","Altın Paketi (1/3)"
"TID_IAP_RETROCOIN_PACK_2","Altın Paketi (2/3)"
"TID_IAP_RETROCOIN_PACK_3","Altın Paketi (3/3)"
"TID_GOLDRUSH_21C","Ekonomik Kriz"
"TID_SPEC_SPOT_FROM_AIR","Nokta"
"TID_SPEC_SUPER_RANGE","SAÇMA FIRTINASI"
"TID_SPEC_SUPER_RANGE_DESC","Shelly'nin süper saldırısının menzili ve atış hızı <c00cc00>%<VALUE1></c> artar, saçmaların yayıldığı alan daralır."
"TID_SPEC_ABI_PET_ATTACK_SPEED","HİPER AYI"
"TID_SPEC_ABI_PET_ATTACK_SPEED_DESC","Nita'nın ayısı daha hızlı saldırır, saldırılar arasındaki süre <c00cc00>%<VALUE1></c> azalır."
"TID_SPEC_ABI_LOW_HEALTH_SHIELD","KABADAYI"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC","Bull <c00cc00>%<VALUE1></c> sağlığın altına düştüğünde aldığı tüm hasarı <c00cc00>%<VALUE2></c> azaltan bir kalkan etkinleşir."
"TID_SPEC_ABI_ATTACK_RANGE","MAGNUM SPECIAL"
"TID_SPEC_ABI_ATTACK_RANGE_DESC","Colt'un saldırısının menzili ve mermi hızı <c00cc00>%<VALUE1></c> artar."
"TID_SPEC_ABI_TURRET_AOE","ANNE SEVGİSİ"
"TID_SPEC_ABI_TURRET_AOE_DESC","İyileştiren taret, düşmanlara da saniyede <c00cc00><VALUE1></c> hasar verir."
"TID_SPEC_ABI_SPEED_AFTER_ULTI","METEOR HIZI"
"TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC","El Primo'nun hızı, süper saldırısını kullandıktan sonraki <c00cc00><VALUE2></c> saniye boyunca <c00cc00>%<VALUE1></c> artar."
"TID_SPEC_ABI_HOT_INVISIBLE","GİZLİ İYİLEŞME"
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","Leon, süper özelliği etkinken her saniye <c00cc00><VALUE1></c> puan iyileşir."
"TID_SPEC_ULTI_BURN","ATEŞ TOPLARI"
"TID_SPEC_ULTI_BURN_DESC","Penny'nin tareti vurduğu yerleri üç saniye yakar. Yanan alandaki düşmanlar saniyede <c00cc00><VALUE1></c> hasar alır!"
"TID_SPEC_ABI_REPAIR_SELF","İYİ YAĞLANMIŞ"
"TID_SPEC_ABI_REPAIR_SELF_DESC","Tick hasar almadığında ve saldırı yapmadığında normalden <c00cc00><VALUE1></c> saniye daha hızlı iyileşmeye başlar."
"TID_HEAD_HEALTH","Kafa Sağlığı"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","ATICI"
"TID_CLUSTER_BOMB_DUDE_DESC","Tick, heyecan ve patlayıcı enerjiyle dolu bir metal küre! Mayın fırlatıyor, süper saldırısında da kafasını çıkarıp güdümlü bomba olarak kullanıyor."
"TID_CLUSTER_BOMB_DUDE_WEAPON","MİNİMAYINLAR"
"TID_CLUSTER_BOMB_DUDE_ULTI","BOMBAKAFA"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","Tick, yere düşmeden önce dağılan bir mayın paketi fırlatır. Mayınlar bir hedefe değdiğinde veya birkaç saniye içinde patlar."
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","Tick, kafasını çıkarır ve fırlatır. Yere düşen kafa en yakın düşmanı hedef alır ve hedefe değdiğinde patlar!"
"TID_CLUSTER_BOMB_DUDE","TICK"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","LEŞ KARGASI"
"TID_SPEC_DAMAGE_SUPER","TİZ SOLO"
"TID_SPEC_DAMAGE_SUPER_DESC","Poco'nun süper saldırısı düşmanları da etkiler ve <c00cc00><VALUE1></c> hasar verir."
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","YIKICI DÖNÜŞ"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","Carl'ın süper saldırısı siper ve engelleri yıkar."
"TID_SPEC_ABI_SUPER_SLOW","YAPIŞKAN SAKIZ"
"TID_SPEC_ABI_SUPER_SLOW_DESC","Bibi'nin süper saldırısı düşmanları <c00cc00><VALUE1></c> saniyeliğine yavaşlatır!"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","DİKENLİ ELDİVENLER"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","Rosa'nın süper özelliği etkinken yumrukları <c00cc00>+<VALUE1></c> hasar verir."
"TID_SPEC_ABI_STUN_TRAP","AYI KAPANI"
"TID_SPEC_ABI_STUN_TRAP_DESC","Bo'nun tuzakları düşmanları geri püskürtmek yerine <c00cc00><VALUE1></c> saniyeliğine sersemletir!"
"TID_SPEC_ABI_TURRET_ELECTRICITY","ŞOK ATIŞI"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","Jessie'nin tareti bir düşmandan diğerine sıçrayan enerji küreleri ateşler. Sıçrayan enerji kürelerinin menzili <c00cc00>%<VALUE1></c> artar."
"TID_SPEC_EXTRA_BULLET","DÖRDÜNCÜ ROKET"
"TID_SPEC_EXTRA_BULLET_DESC","Brock, roketatarına dördüncü bir roket takar ve cephanesi artar (roketatarın 4. yuvasındaki termosu çıkarır)."
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","DİKEN SALGINI"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","Spike <c00cc00>%<VALUE1></c> sağlığın altına düştüğünde her biri <c00cc00><VALUE2></c> hasar veren dikenler saçmaya başlar!"
"TID_SPEC_ABI_RELOAD_ON_HIT","HIZLI NİŞANCI"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","Piper bir düşmanı vurduğunda anında <c00cc00><VALUE1></c> mermi doldurur."
"TID_SPEC_ABI_GAIN_HEALTH","SÜNGER"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","Frank'in sağlığı <c00cc00><VALUE1></c> artar."
"TID_SPEC_ABI_DASH_SHIELD","AŞIRI HIZLI"
"TID_SPEC_ABI_DASH_SHIELD_DESC","Mortis, ileri atıldığı anlarda <c00cc00><VALUE1></c> saniyeliğine <c00cc00>%<VALUE2></c> daha az hasar alır."
"TID_SPEC_ABI_SUPER_DAMAGE","PATLAYICI"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","Mike'ın süper saldırısı <c00cc00>+<VALUE1></c> hasar verir."
"TID_SPEC_ABI_SPEED_LOW_HEALTH","MEKANİK KAÇIŞ"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","Rico, sağlığı <c00cc00>%<VALUE2></c> altına düştüğünde <c00cc00>%<VALUE1></c> daha hızlı koşmaya başlar."
"TID_SPEC_ABI_SUPER_RELOAD","MERMİ YUVARLA"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","Darryl Süper gücünü kullandığında doldurma hızı <c00cc00><VALUE1></c> saniyeliğine iki katına çıkar."
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","EKSTRA ACILI"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","Barley'in saldırısı saniyede <c00cc00>+<VALUE1></c> hasar verir."
"TID_SPEC_ABI_SUPER_HEALS","SIRTLARI SIVAZLA"
"TID_SPEC_ABI_SUPER_HEALS_DESC","Gene, süper özelliğiyle takım arkadaşlarını vurduğunda <c00cc00><VALUE1></c> sağlık kazandırır."
"TID_SPEC_ABI_BLACK_HOLE_HEALER","İYİLEŞTİREN GÖLGE"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","Tara'nın süper özelliği bir boyut kapısı açıyor! Tara'nın başka boyuttan gelen gölge kopyası, Tara'yı ve takım arkadaşlarını iyileştirir."
"TID_SPEC_ABI_RECHARGE","OTOMA-TICK DOLDURMA"
"TID_SPEC_ABI_RECHARGE_DESC","Tick'in doldurma süresi <c00cc00>%<VALUE1></c> kısalır."
"TID_SPEC_ABI_CURVEBALL","FALSOLU ATIŞ"
"TID_SPEC_ABI_CURVEBALL_DESC","Kaktüs bombasının dikenleri havada falso alır ve düşmanlara daha kolay isabet eder."
"TID_SPEC_ABI_MEDIKIT","YARA BANDI"
"TID_SPEC_ABI_MEDIKIT_DESC","Shelly <c00cc00>%<VALUE1></c> sağlığın altına düştüğünde anında <c00cc00><VALUE2></c> puan iyileşir. Yara bandı özelliği <c00cc00><VALUE3></c> saniyede dolar."
"TID_SPEC_ABI_IMMUNE_TO_CC","KUMTAŞI"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Sandy geri püskürtülemez, yavaşlamaz ve sersemlemez."
"TID_SPEC_ABI_CURE_DEBUFFS","RUHUN GIDASI"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Poco'nun saldırıları, isabet ettiği tüm takım arkadaşlarını yavaşlatma, sersemletme, zehir ve yanma etkilerinden kurtarır."
"TID_SPEC_ABI_SHIELD_HOMERUN","ATIŞ POZİSYONU"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Bibi, sayı vuruşu çubuğu dolduğunda <c00cc00>%<VALUE1></c> daha az hasar alır."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","KORUYUCU DÖNÜŞ"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","Carl, süper özelliği sırasında <c00cc00>%<VALUE2></c> daha az hasar alır."
"TID_SELFHELP_UNAVAILABLE","Yardım ve Destek şu anda kullanılamıyor. Lütfen daha sonra dene."
"TID_SPEC_ABI_LONGER_DASH","SARMAL YILAN"
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis yeni bir saldırı çubuğu kazanır! Çubuk dolduğunda saldırılarında aldığı mesafe <c00cc00>%<VALUE1></c> artar. Çubuk, Mortis'in üç saldırısı da dolu olduğunda <c00cc00><VALUE3></c> saniyede dolar."
"TID_BO_MECHA_SKIN","MECHA BO"
"TID_BO_MECHA_SKIN_SHOP","MECHA\nBO"
"TID_CROW_MECHA_SKIN","MECHA CROW"
"TID_CROW_MECHA_SKIN_SHOP","MECHA\nCROW"
"TID_MIKE_ROBO_SKIN","ROBO MIKE"
"TID_MIKE_ROBO_SKIN_SHOP","ROBO\nMIKE"
"TID_SPIKE_ROBO_SKIN","ROBO SPIKE"
"TID_SPIKE_ROBO_SKIN_SHOP","ROBO\nSPIKE"
"TID_BO_MECHA_GOLD_SKIN","ALTIN MECHA BO"
"TID_BO_MECHA_GOLD_SKIN_SHOP","ALTIN MECHA\nBO"
"TID_CROW_MECHA_GOLD_SKIN","ALTIN MECHA CROW"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","ALTIN MECHA\nCROW"
"TID_BO_MECHA_LIGHT_SKIN","BEYAZ MECHA BO"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","BEYAZ MECHA\nBO"
"TID_CROW_MECHA_NIGHT_SKIN","KARANLIK MECHA CROW"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","KARANLIK MECHA\nCROW"
"TID_BULL_LINEBACKER_SKIN","DEFANS OYUNCUSU BULL"
"TID_BULL_LINEBACKER_SKIN_SHOP","DEFANS OYUNCUSU\nBULL"
"TID_COLT_OUTLAW_SKIN","HAYDUT COLT"
"TID_COLT_OUTLAW_SKIN_SHOP","HAYDUT\nCOLT"
"TID_CARL_HOG_RIDER_SKIN","DOMUZ BİNİCİSİ CARL"
"TID_CARL_HOG_RIDER_SKIN_SHOP","DOMUZ BİNİCİSİ\nCARL"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- Özel savaşçı modeli\n- Özel görsel efektler\n- Özel animasyonlar\n- Özel ses efektleri\n- Özel seslendirme"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","YILDIZ KOSTÜMÜ"
"TID_WANTED_15","Sahilde Ödül Avı"
"TID_WANTED_16","Güneş Çarpması"
"TID_WANTED_17","Kızgın Kumlar"
"TID_BANKHEIST_16","Büyük Dalga"
"TID_BANKHEIST_17","Hediye Elmaslar"
"TID_BANKHEIST_18","Sıcak Patates"
"TID_BANKHEIST_18B","8 Numara"
"TID_BALL_22","Plaj Topu"
"TID_BALL_23","Güneşli Futbol"
"TID_BALL_24","Plaj Savaşı"
"TID_BALL_25","Yaz Keyfi"
"TID_STARPOINTSGAINED","<TOTALDECAY> kupa, <STARPOINTSGAINED> yıldız puanına dönüştürüldü."
"TID_TROPHIES_LOST","Kaybedilen kupa: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Kaybedilen kupaların karşılığı: <AMOUNT> yıldız puanı"
"TID_IAP_SOM_PACK_1","Yaz Teklifi"
"TID_IAP_SOM_PACK_2","Yaz Teklifi"
"TID_IAP_SOM_PACK_3","Yaz Teklifi"
"TID_IAP_SOM_PACK_4","Yaz Teklifi"
"TID_IAP_AUGUST_PACK_1","Yaz Teklifi"
"TID_IAP_AUGUST_PACK_2","YAZA VEDA!"
"TID_IAP_FLASH_PACK_1","KÜÇÜK BİR EKSTRA"
"TID_IAP_FLASH_PACK_2","BÜYÜK FIRSAT"
"TID_IAP_MOON_19_PACK_1","AY FESTİVALİ"
"TID_IAP_MOON_19_PACK_2","AY FESTİVALİ"
"TID_SPEC_ABI_PLUGGED_IN","ŞARJ"
"TID_SPEC_ABI_PLUGGED_IN_DESC","Hasar artırıcının yakınındayken, 8-Bit kendisini şarja takar ve hareket hızını artırır."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","EN GÜÇLÜ"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","El Primo'nun süper özelliği dolduğunda ekstra sağlık çubuğu da dolar. Ekstra sağlık çubuğu doluyken maksimum sağlığı <c00cc00><VALUE1></c> puan artar. El Primo yok edildiğinde bu bonusu kaybeder."
"TID_SPEC_ABI_ARMOR","ÇELİK YELEK"
"TID_SPEC_ABI_ARMOR_DESC","Yelek Colt'u aldığı ilk <c00cc00><VALUE1></c> hasardan korur. Colt yeniden canlandığında yeleği yenilenir. Yeleğin sağlığı sarı çubukta görünür."
"TID_SPEC_ABI_WALKING_TURRET","KÖPEĞİ GEZDİR"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Tareti Jessie'nin peşinden gider."
"TID_SPEC_SHIELD_ULTI","KALKAN"
"TID_SPEC_SHIELD_ULTI_DESC","Brock, süper özelliği dolduğunda (kullanmadığı sürece) aldığı tüm hasarı <c00cc00>%<VALUE1></c> azaltan bir kalkan kazanır."
"TID_SPEC_ABI_PET","CİVCİVİN GÜCÜ"
"TID_SPEC_ABI_PET_DESC","Dynamike'ın civciv dostu da savaşa katılır!"
"TID_SPEC_ABI_DAMAGE_ULTI","RUH TOKADI"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Gene'nin süper özelliği dolduğunda saldırısı <c00cc00>+<VALUE1></c> hasar verir."
"TID_ARCADE","8-BIT"
"TID_ARCADE_DESC","8-BIT tıpkı iki ayaklı bir oyun makinesi gibi hantal hantal gezinir. Silahından lazer ışınları ateşler ve süper özelliğiyle takım arkadaşlarının verdiği hasarı artırır!"
"TID_ARCADE_SHORT_DESC","KESKİN NİŞANCI"
"TID_ARCADE_WEAPON","LAZER IŞINLARI"
"TID_ARCADE_ULTI","HASAR ARTIRICI"
"TID_ARCADE_WEAPON_DESC","Lazer ışınları ateşler ve ışınlar düşmana isabet ettiğinde hasar verir. Orta menzillidir ve saçılımı dardır."
"TID_ARCADE_ULTI_DESC","Haritaya bir taret yerleştirir. Bu taret, etki alanındaki takım arkadaşlarının hasar gücünü artırır."
"TID_STAT_DAMAGE_BOOST","Hasar Artışı"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","%<BASEPOW>"
"TID_STAT_DAMAGE_PER_BEAM","Işın başına hasar"
"TID_SPEC_ABI_LARGER_AREA_ULTI","ARTIRILMIŞ ARTIRICI"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Hasar artırıcının menzilini <c00cc00>%<VALUE1></c>, menzildeyken 8-BIT'in hasarını ekstra <c00cc00>%<VALUE2></c> artırır."
"TID_DAMAGE_BOOSTER_HEALTH","Hasar Artırıcı Sağlığı"
"TID_BEST_VALUE_DISCOUNT","%<VALUE>\nİNDİRİM!"
"TID_BEST_VALUE_EXTRA","%<VALUE>\nEKSTRA"
"TID_BEST_VALUE_BONUS","%<VALUE>\nBONUS"
"TID_PROMOCODE_PACK","Promosyon Kodu Paketi"
"TID_DIAMONDS","Elmas"
"TID_BATTLE_ROYALE_22A","Issız Tepe"
"TID_BATTLE_ROYALE_23A","Çılgın Köy"
"TID_BATTLE_ROYALE_24A","Çorak Toprak"
"TID_GOLDRUSH_24A","Royal Flush"
"TID_WANTED_17A","Dev Vaha"
"TID_BALL_14A","Gol Vuruşu"
"TID_BALL_15A","Hızlı Hücum"
"TID_SHOP_LABEL_BEST_VALUE","EN İYİ FIRSAT"
"TID_SHOP_LABEL_MOST_POPULAR","EN POPÜLER"
"TID_SHOP_LABEL_EXCLUSIVE_OFFER","ÖZEL TEKLİF"
"TID_SHOP_LABEL_POPULAR","POPÜLER"
"TID_SHOP_LABEL_PERCENT_BONUS","%<VALUE> BONUS"
"TID_SHOP_LABEL_PERCENT_EXTRA","%<VALUE> <cFFDB4F>EKSTRA</c>"
"TID_BATTLE_ROYALE_25A","Ada Savaşı"
"TID_BATTLE_ROYALE_26A","Cıva Zehri"
"TID_BATTLE_ROYALE_27A","Uçan Tekme"
"TID_BATTLE_ROYALE_28A","Yemek Kavgası"
"TID_PIPER_PINK_SKIN","PEMBE PIPER"
"TID_PIPER_PINK_SKIN_SHOP","PEMBE\nPIPER"
"TID_TARA_BLUE_SKIN","MAVİ TARA"
"TID_TARA_BLUE_SKIN_SHOP","MAVİ\nTARA"
"TID_8BIT_CLASSIC_SKIN","KLASİK 8-BIT"
"TID_8BIT_CLASSIC_SKIN_SHOP","KLASİK\n8-BIT"
"TID_LEON_SHARK_SKIN","KÖPEK BALIĞI LEON"
"TID_LEON_SHARK_SKIN_SHOP","KÖPEK BALIĞI\nLEON"
"TID_BATTLE_ROYALE_29A","Tehlikeli Cennet"
"TID_BATTLE_ROYALE_30A","Kritik Aşama"
"TID_BATTLE_ROYALE_31A","Eşit Dağılım"
"TID_BALL_16A","Slalom Smaç"
"TID_BALL_17A","Kaba Patika"
"TID_BALL_18A","Güçlü Atış"
"TID_BALL_19A","Uçan Top"
"TID_BALL_20A","Ters Tekme"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","SANDY"
"TID_GAME_MODE_14","ALAŞAĞI"
"TID_GAME_MODE_14_DESC","Boss'a diğer oyunculardan daha fazla hasar ver. Ne kadar çok hasar verirsen sıralaman da o kadar yükselir!\n\nSağlığını ve saldırı hasarını artırmak için güç küplerini topla. Güç küpleri savaş sırasında haritanın çeşitli yerlerinde rastgele çıkar!"
"TID_BOSS_RACE_INTRO_TEXT","Boss'a olabildiğince çok hasar ver"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Herkes herkese karşı"
"TID_BOSS_RACE_1","Son Savunma"
"TID_BOSS_RACE_IN_LEAD","Öndesin!"
"TID_BOSS_RACE_DOING_GOOD","Böyle devam et!"
"TID_BOSS_RACE_DOING_OK","Fena değilsin."
"TID_BOSS_RACE_DOING_BAD","Boss'a daha fazla hasar ver!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","SUPERCELL ID'YE BAĞLAN VE <c<COLOR>>ÜCRETSİZ</c> <NAME> KAZAN!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","BAĞLAN"
"TID_GAME_MODE_15","YALNIZ YILDIZ"
"TID_GAME_MODE_15_DESC","Düşmanları yok ederek yıldız topla. Yok ettiğin her düşman için başındaki ödül bir yıldız artar ve yedi yıldıza kadar çıkar.\n\nSüre dolduğunda en çok yıldıza sahip olan oyuncu kazanır."
"TID_SOLO_BOUNTY_IN_LEAD","Öndesin!"
"TID_SOLO_BOUNTY_DOING_GOOD","Böyle devam et!"
"TID_SOLO_BOUNTY_DOING_OK","Fena değilsin."
"TID_SOLO_BOUNTY_DOING_BAD","Daha fazla yıldız topla!"
"TID_SANDSTORM_SHORT_DESC","DESTEK"
"TID_SANDSTORM_DESC","Sandy genelde uyku sorunları çeker ama kumlara hükmetme konusunda kimse onun eline su dökemez. Savaşta düşmanlarına keskin çakıl taşları fırlatır ve takım arkadaşlarını gizlemek için kum fırtınası başlatır."
"TID_SANDSTORM_WEAPON","ÇAKIL YAĞMURU"
"TID_SANDSTORM_WEAPON_DESC","Sandy, düşmanlarına keskin çakıl taşları fırlatır. Ah!"
"TID_SANDSTORM_ULTI","KUM FIRTINASI"
"TID_SANDSTORM_ULTI_DESC","Sandy <time> saniye süren ve takım arkadaşlarını saklayan bir kum fırtınası başlatır."
"TID_STAT_SANDSTORM","Kum Fırtınası"
"TID_SPEC_ABI_SANDSTORM_DOT","HAŞİN KUM"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","Kum fırtınası, düşmanlara da saniyede <c00cc00><VALUE1></c> hasar verir."
"TID_SPEC_ABI_SANDSTORM_HOT","İYİLEŞTİREN RÜZGAR"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","Kum fırtınası, takım arkadaşlarını da saniyede <c00cc00><VALUE1></c> puan iyileştirir."
"TID_SHOP_SKIN_SALE","KOSTÜM KAMPANYASI"
"TID_IAP_B2S_19_PACK_1","OKULA DÖNÜŞ!"
"TID_IAP_B2S_19_PACK_2","OKULA DÖNÜŞ!"
"TID_IAP_B2S_19_PACK_3","OKULA DÖNÜŞ!"
"TID_GENE_PIRATE_SKIN","KORSAN GENE"
"TID_GENE_PIRATE_SKIN_SHOP","KORSAN\nGENE"
"TID_BARLEY_RED_WIZARD_SKIN","KIRMIZI BÜYÜCÜ BARLEY"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","KIRMIZI BÜYÜCÜ\nBARLEY"
"TID_SANDY_SLEEPY_SKIN","UYKUCU SANDY"
"TID_SANDY_SLEEPY_SKIN_SHOP","UYKUCU\nSANDY"
"TID_BOSS_RACE_2","Boss'a Hücum"
"TID_BOSS_RACE_3","Sahte Dost"
"TID_BOSS_RACE_4","Güçlenme Zamanı"
"TID_BOSS_RACE_5","Sert Antrenman"
"TID_BOSS_RACE_6","Ölümcül Labirent"
"TID_BOSS_RACE_7","Saçma Karşılaşma"
"TID_SHOP_SKIN_NEW_RELEASE","YENİ KOSTÜMLER GELİYOR!"
"TID_SEASON_END_OFFER","SEZON SONU TEKLİFİ"
"TID_IAP_OCTOBER_OFFER","EKİM TEKLİFİ"
"TID_IAP_MONDAY_OFFER","PAZARTESİ, PAZARTESİ ..."
"TID_IAP_VERY_SPECIAL_OFFER","ÇOK ÖZEL TEKLİF"
"TID_IAP_IKE_ROYALE","IKE ROYALE"
"TID_IAP_COIN_SHOWER","ALTIN YAĞMURU"
"TID_MUMMY","EMZ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nSatın alınan elmas: <PAID>\nÜcretsiz elmas: <FREE>\nToplam: <TOTAL>"
"TID_RANK","Sıralama: <val> / 10"
"TID_SOLO_BOUNTY_NO_RANK","Yıldız kazanmak için düşmanları yen!"
"TID_BOSS_RACE_NO_RANK","Boss'a hasar ver!"
"TID_MUMMY_SHORT_DESC","DÖVÜŞÇÜ"
"TID_MUMMY_DESC","Emz düşmanlarına saç spreyi sıkar, düşmanlar spreyin etkisinden kurtulana kadar hasar almaya devam eder. Süper saldırısıyla da düşmanlarını yavaşlatır."
"TID_MUMMY_WEAPON","SPREY"
"TID_MUMMY_WEAPON_DESC","Emz saç spreyinden sıkar! Yüzünü eritecek kadar güçlü."
"TID_MUMMY_ULTI","KORKUNÇ KARİZMA"
"TID_MUMMY_ULTI_DESC","Emz, kendi etrafında rakiplerin hızını azaltan ve hasar veren zehirli bir bulut oluşturur."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","KÖR TALİH"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Emz'in zehirli saç spreyi bulutunda kalan düşmanlar darbe başına %<c00cc00><VALUE1></c> artan oranda hasar alır."
"TID_SPEC_ABI_HEAL_SUPER_DMG","HEYECAN"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Emz süper saldırısının etki alanında bulunan her bir düşman savaşçı için saniye başına <c00cc00><VALUE1></c> puan sağlık kazanır."
"TID_FRIEND_ADD_YOUR_ID","Sahip olduğun ID: <ID>"
"TID_FRIEND_ADD_BUTTON","ARKADAŞ\nEKLE"
"TID_FRIEND_ADD_BUTTON_SHORT","EKLE"
"TID_FRIEND_ADD_DEFAULT_TEXT","Oyuncu ID'sini gir."
"TID_FRIEND_ADD_CODE_SENT","Arkadaşlık isteği gönderildi."
"TID_FRIEND_ADD_CODE_INVALID","Geçersiz oyuncu ID'si!"
"TID_IAP_CYBER_WEEK_19_1","SİBER HAFTA TEKLİFİ"
"TID_IAP_CYBER_WEEK_19_2","SİBER HAFTA TEKLİFİ"
"TID_IAP_CYBER_WEEK_19_3","SİBER HAFTA TEKLİFİ"
"TID_IAP_GSTAR2019_FINALS","DÜNYA FİNALİ PAKETİ"
"TID_IAP_BRAWLOWEEN_19_1","CADILAR BAYRAMI GELDİ!"
"TID_IAP_BRAWLOWEEN_19_2","ŞAKA MI ... ALTIN MI?"
"TID_IAP_BRAWLOWEEN_19_3","TÜM KOSTÜMLER!"
"TID_IAP_ARABIC_19_1","ARAP HEDİYESİ"
"TID_IAP_ARABIC_19_2","ARAP HEDİYESİ"
"TID_EVENT_MODIFIER_8","BOSS LAZERİ"
"TID_EVENT_MODIFIER_DESC_8","Boss lazer atar."
"TID_EVENT_MODIFIER_9","BOSS YILDIRIMI"
"TID_EVENT_MODIFIER_DESC_9","Boss zincirleme yıldırım atar."
"TID_EVENT_MODIFIER_10","BOSS ROKETİ"
"TID_EVENT_MODIFIER_DESC_10","Boss roket atar."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Yarım Saniye Başına Hasar"
"TID_FRIENDS_PAGE_BUTTON_INVITE","DAVET ET"
"TID_TEAM_ROOM_CODE","Takım kodu:"
"TID_TEAM_ROOM_CODE_SHORT","TAKIM:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","SOSYAL AĞLAR"
"TID_CLAN_TAB_MEMBERS","<NUM>/<TOTAL> üye"
"TID_CLAN_TAB_CHAT","Sohbet"
"TID_SHELLY_WITCH_SKIN","CADI SHELLY"
"TID_SHELLY_WITCH_SKIN_SHOP","CADI\nSHELLY"
"TID_LEON_WEREWOLF_SKIN","KURT ADAM LEON"
"TID_LEON_WEREWOLF_SKIN_SHOP","KURT ADAM\nLEON"
"TID_PIPER_CALAVERA_SKIN","İSKELETOR PIPER"
"TID_PIPER_CALAVERA_SKIN_SHOP","İSKELETOR\nPIPER"
"TID_FRANK_DJ_SKIN","DJ FRANK"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","KARA ŞÖVALYE JESSIE"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","KARA ŞÖVALYE\nJESSIE"
"TID_SKIN_FEATURE_MODEL","- Özel savaşçı modeli"
"TID_SKIN_FEATURE_PET","- Özel hayvan modeli"
"TID_SKIN_FEATURE_TURRET","- Özel taret modeli"
"TID_SKIN_FEATURE_VFX","- Özel efektler"
"TID_SKIN_FEATURE_ANIM","- Özel animasyonlar"
"TID_SKIN_FEATURE_SFX","- Özel sesler"
"TID_SKIN_FEATURE_VOICE","- Özel ses"
"TID_SKIN_FEATURE_TEXTURE","- Özel kaplama"
